Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1991:Q1,Other,1089631,430882,333434,97448,658749,92765,11243,41749,32242,9507,10830,8078,2751,63030,21216,14186,21853,104725,264536,12615,198877,198027,152182,37477,61,8306,850,890753,4505829
1991:Q2,White,22591735,8010953,6238981,1771972,14580782,2772723,425860,1099146,881398,217747,392779,255747,137031,2167751,351448,345498,730002,3416051,2663139,216386,2903472,2889541,2128299,635449,1041,124753,13931,19688263,70564313
1991:Q2,Black,1171617,484788,351251,133537,686829,81654,4339,10494,8643,1850,3381,1939,1442,25670,26660,37580,36641,372764,72236,15411,225735,224686,144593,76222,29,3842,1049,945881,11865064
1991:Q2,Hispanic,686320,352971,274708,78264,333349,72083,1587,3736,3415,322,1410,1405,5,15764,14654,10425,13998,101921,86971,10799,225202,224633,164218,53074,36,7305,569,461118,7771769
1991:Q2,Other,1108525,437797,337872,99925,670729,93557,11829,47720,36322,11399,12467,9438,3029,63631,22267,14628,23369,105864,262634,12761,199916,199050,153540,36560,19,8931,866,908609,4506228
1991:Q3,White,22917098,8089048,6297633,1791415,14828050,2759432,420881,1112446,911456,200990,403653,266562,137090,2315046,353515,352951,761458,3480517,2649899,218252,2946282,2932618,2159184,638308,855,134273,13664,19970815,70844934
1991:Q3,Black,1197846,489461,357690,131771,708385,79865,4213,11204,8966,2238,3833,2215,1618,27879,28121,38414,40734,381556,76885,15681,226336,225264,143942,76632,23,4667,1071,971511,11908676
1991:Q3,Hispanic,684068,351301,272334,78967,332767,68189,1655,3470,3132,338,1686,1681,5,16275,15188,10301,14550,101027,89647,10779,218166,217589,159032,52032,29,6495,577,465902,7698832
1991:Q3,Other,1133238,444054,342732,101322,689184,94596,12584,54891,40994,13897,14565,11149,3416,69552,23109,14967,25698,106630,259716,12875,198348,197468,152345,35528,17,9578,879,934890,4495853
1991:Q4,White,23529213,8158890,6356328,1802562,15370323,2773278,422705,1116597,920550,196048,423541,288982,134560,2723513,357574,361324,800807,3546526,2622901,221556,3020024,3006546,2210408,650003,1644,144491,13477,20509189,71152972
1991:Q4,Black,1229063,494856,361632,133225,734207,78336,4079,11736,9180,2556,5315,3575,1739,31773,29766,39379,45837,390633,81197,16157,233453,232348,147878,78899,44,5526,1105,995610,11959881
1991:Q4,Hispanic,680214,346984,268673,78311,333230,64795,1724,3222,2854,368,2104,2101,3,18048,15718,10172,15232,99800,91632,10785,215047,214462,157059,51639,57,5707,585,465167,7601106
1991:Q4,Other,1162147,447302,343952,103349,714845,95838,13390,60848,44610,16239,17213,13191,4021,84030,23972,15305,28302,107175,255757,13016,198705,197810,152534,35040,36,10201,894,963442,4475664
1992:Q1,White,23539642,8234253,6422709,1811543,15305390,2645453,443117,1141332,938861,202471,408986,276607,132379,2670728,361964,366615,799352,3637080,2605790,224973,3052849,3039496,2259295,635970,1926,142305,13353,20486793,71485767
1992:Q1,Black,1253170,502007,364246,137761,751164,75524,3912,12274,9452,2822,3652,1779,1873,32781,31455,39939,46193,402724,86060,16649,229164,228016,146732,75418,51,5815,1148,1024006,12017803
1992:Q1,Hispanic,665704,339349,262422,76927,326355,57831,1812,2960,2546,414,2168,2166,2,17332,16185,9903,14826,98956,93626,10755,205012,204418,150598,49286,66,4468,594,460693,7481313
1992:Q1,Other,1172855,451141,345169,105972,721714,94561,14409,67345,48755,18590,19403,14813,4590,82845,24783,15456,29143,109015,251626,13128,196003,195093,151651,32680,46,10716,910,976852,4446617
1992:Q2,White,23662214,8304344,6477403,1826941,15357870,2624747,423789,1119004,916424,202579,412866,282770,130096,2676319,364092,376907,812356,3722338,2596550,228902,3103163,3089896,2300725,637842,2461,148868,13267,20559051,71840656
1992:Q2,Black,1282603,509705,367667,142038,772898,73694,3815,12658,9499,3159,3646,1637,2009,34200,32972,41171,48297,413815,91414,17214,229566,228370,146126,75667,65,6512,1196,1053036,12081567
1992:Q2,Hispanic,657519,332192,256277,75915,325327,53475,1836,2778,2325,453,2449,2447,1,16870,16513,9776,14733,100619,95566,10712,196121,195520,144307,47556,84,3573,601,461398,7342176
1992:Q2,Other,1191712,455035,346708,108327,736678,94830,14842,71413,50264,21148,22080,16920,5160,83453,25436,15798,30529,117762,247305,13231,193592,192667,150085,31267,64,11251,925,998120,4409673
1992:Q3,White,24051777,8429672,6580980,1848691,15622105,2624664,414455,1127584,938950,188634,412014,284232,127783,2801441,370755,385844,841583,3807620,2603086,233059,3164747,3151523,2352263,647240,1467,150553,13223,20887030,72214981
1992:Q3,Black,1310038,511466,372933,138534,798571,72048,3701,13441,9813,3628,3116,967,2149,36407,34889,42227,52392,424975,97563,17813,237180,235929,151719,77185,37,6988,1251,1072858,12150298
1992:Q3,Hispanic,659019,333828,257947,75881,325191,49596,1864,2473,1999,473,2700,2700,0,16940,16908,9576,14977,101859,97652,10645,192617,192010,142409,47019,50,2531,608,466402,7186414
1992:Q3,Other,1219698,460746,352128,108618,758952,95242,15361,78487,54570,23917,24910,19186,5723,87788,26213,16036,32506,126026,243069,13314,192680,191740,149486,30489,41,11724,941,1027017,4365788
1992:Q4,White,24682577,8542259,6669636,1872622,16140318,2652518,398728,1132399,939328,193071,417673,291824,125849,3155363,376085,402724,867939,3887056,2613190,236641,3226959,3213713,2393072,665872,2100,152669,13246,21455618,72605829
1992:Q4,Black,1327871,516863,380190,136673,811008,72643,4175,13653,9692,3961,3351,1272,2079,38683,35683,43749,52844,434835,93278,18113,242833,241572,155642,79232,74,6624,1261,1085038,12222904
1992:Q4,Hispanic,661612,330040,254072,75968,331571,49561,2204,2991,2328,664,2262,2232,30,18313,18669,9858,19618,106220,91014,10862,191933,191280,141493,47408,72,2307,653,469679,7017104
1992:Q4,Other,1240586,456509,348305,108204,784077,99307,15156,77592,51973,25619,23069,17577,5493,99985,26904,18123,33692,144106,232783,13359,194850,193900,150695,32257,65,10883,950,1045735,4316070
1993:Q1,White,24995654,8585631,6707971,1877660,16410023,2582560,406119,1151809,920882,230927,437261,313159,124102,3281346,381214,413032,915334,3933209,2668542,239596,3244642,3231343,2412073,654604,3511,161155,13298,21751012,73009285
1993:Q1,Black,1342628,521584,376229,145356,821044,72376,4622,13462,9464,3998,4885,2874,2012,39558,36464,44388,55777,440735,90459,18318,237413,236138,155365,74062,165,6547,1274,1105216,12297422
1993:Q1,Hispanic,652065,317946,244475,73471,334119,47285,2558,3583,2654,929,2032,1974,58,18535,20288,9892,24288,109195,85448,11014,186869,186173,137292,46462,120,2300,696,465196,6838724
1993:Q1,Other,1248981,451558,341430,110128,797423,101681,15268,75138,48240,26898,21645,16401,5245,104495,27536,19828,35584,159476,223412,13361,193263,192303,149974,32134,120,10074,960,1055718,4262215
1993:Q2,White,25315256,8716347,6806422,1909925,16598909,2574224,396228,1136389,884129,252260,455592,333299,122293,3343614,387402,423930,936977,3980589,2721844,242120,3303603,3290247,2459033,664872,3207,163135,13356,22011653,73421184
1993:Q2,Black,1355261,527446,384095,143351,827815,72661,5096,13267,9125,4142,6158,4215,1943,40044,37335,45095,55636,446719,87350,18454,242439,241150,161002,73804,184,6161,1288,1112823,12371673
1993:Q2,Hispanic,656682,320660,246838,73822,336023,46338,2860,4117,2941,1177,1835,1750,85,18427,21810,9917,27986,111812,79803,11118,186615,185880,137047,46649,110,2074,735,470068,6656107
1993:Q2,Other,1258495,452081,342733,109348,806415,104874,15120,71795,43630,28166,20446,15443,5003,106778,28167,21480,36375,174324,213722,13333,194925,193957,151264,33337,117,9238,969,1063570,4206069
1993:Q3,White,25784556,8856211,6912503,1943709,16928344,2578246,392291,1130315,849424,280891,454812,334370,120442,3512880,394162,438176,963752,4030801,2787253,245656,3376482,3363065,2500497,684614,3730,174224,13417,22408073,73837360
1993:Q3,Black,1367971,532895,392956,139939,835076,73046,5567,12943,8791,4153,5671,3800,1871,41165,38250,46230,56077,452926,84473,18728,251536,250233,168172,75614,256,6191,1302,1116436,12443476
1993:Q3,Hispanic,657329,319069,244867,74202,338260,45634,3151,4602,3156,1447,1512,1401,111,18742,23236,10020,31443,114190,74491,11239,187993,187221,137592,47356,128,2144,772,469336,6474086
1993:Q3,Other,1272524,453912,345694,108218,818612,108155,15054,68491,39459,29032,19110,14342,4768,112168,28791,23209,37294,188812,204190,13336,196939,195962,152271,35084,147,8460,977,1075584,4149477
1993:Q4,White,26292036,8999475,7021520,1977955,17292561,2567021,400635,1185126,855262,329864,460524,341925,118598,3682042,401166,445048,981337,4077557,2844565,247538,3457988,3444505,2538554,719381,3777,182793,13482,22834048,74253648
1993:Q4,Black,1378604,539461,397544,141917,839143,73279,6034,12464,8711,3752,5770,3971,1799,42268,39175,46362,55422,458551,81063,18755,261337,260021,172280,81343,303,6096,1316,1117267,12510653
1993:Q4,Hispanic,654947,315895,241810,74084,339052,44645,3452,5099,3341,1758,1287,1152,135,19020,24576,9900,34412,116279,69097,11285,187066,186260,136091,47909,130,2130,806,467880,6297493
1993:Q4,Other,1284393,454159,345868,108292,830233,111170,15161,66357,37674,28683,18006,13468,4538,117358,29408,24558,37828,202697,194411,13279,199121,198135,152751,37537,159,7688,986,1085272,4094284
1994:Q1,White,26451079,9103224,7106447,1996777,17347855,2541473,413201,1256460,907959,348501,466456,349552,116904,3530056,405188,450851,987899,4126744,2918968,250557,3489740,3476178,2565736,719647,5223,185572,13562,22961339,74665881
1994:Q1,Black,1384071,543292,395770,147522,840779,73363,6504,12729,8901,3828,5874,4145,1729,41423,39836,46327,53475,464238,78077,18933,262511,261179,176624,78347,487,5722,1332,1121560,12571022
1994:Q1,Hispanic,646301,307984,235343,72641,338317,43453,3751,5567,3546,2021,1097,939,158,18022,25783,9758,36927,118332,64257,11370,185638,184797,134851,47822,180,1944,840,460664,6131160
1994:Q1,Other,1289765,454026,344808,109219,835738,114009,15328,67896,38272,29624,17009,12706,4303,112999,29917,25823,37950,216441,185094,13270,198939,197944,152741,38060,237,6905,995,1090825,4042335
1994:Q2,White,26699752,9235628,7206644,2028984,17464124,2497492,406611,1338827,971334,367493,465062,349999,115063,3448734,409902,452144,1015455,4174113,3002932,252852,3565463,3551814,2608084,747945,6894,188891,13649,23134289,75069894
1994:Q2,Black,1393367,549951,401112,148839,843416,73259,6989,12985,9100,3886,5425,3771,1654,40974,40534,45668,53921,469423,75243,18995,269942,268595,180073,82419,737,5365,1348,1123424,12622405
1994:Q2,Hispanic,646011,307819,235326,72492,338192,42046,4000,6051,3760,2291,887,707,180,17369,26978,9515,39691,120385,59829,11440,184384,183511,133376,48112,238,1785,874,461626,5979921
1994:Q2,Other,1300953,456679,347380,109299,844273,116700,15258,69827,39283,30544,16005,11916,4089,110929,30472,26876,38841,229986,176130,13250,201179,200173,153582,40104,338,6148,1006,1099774,3995476
1994:Q3,White,27122621,9372265,7304148,2068117,17750356,2500506,415539,1358586,982393,376193,465887,352700,113187,3518600,424159,459346,1055686,4225072,3070181,256792,3642616,3628886,2650224,781192,7287,190184,13730,23480005,75461521
1994:Q3,Black,1404239,554502,408049,146454,849736,73505,7466,13164,9011,4153,5174,3597,1577,41409,41998,45754,55762,474686,71540,19278,278757,277395,184013,87606,872,4903,1362,1125482,12662622
1994:Q3,Hispanic,646543,306005,232842,73163,340538,41662,4283,6518,3960,2558,722,520,202,17351,28386,9456,42601,122697,55273,11588,184052,183144,132620,48692,253,1579,908,462491,5848606
1994:Q3,Other,1315340,457383,348603,108780,857957,120211,15416,69913,37764,32149,15143,11256,3887,113407,31393,28188,40200,243801,166978,13307,203951,202933,154687,42464,379,5403,1018,1111389,3955551
1994:Q4,White,27431909,9463937,7367189,2096748,17967972,2497843,434880,1497281,1085778,411502,467424,356518,110907,3471334,427783,457976,1047329,4270070,3136294,259758,3745515,3731704,2691891,829320,9088,201406,13810,23686394,75836597
1994:Q4,Black,1405260,559368,414068,145300,845893,73644,7937,13102,9280,3822,5007,3519,1488,41102,42542,44682,52064,478835,67571,19406,290894,289519,186791,96604,1220,4904,1375,1114366,12689492
1994:Q4,Hispanic,650209,308294,234986,73307,341916,41349,4597,7092,4216,2876,588,364,224,16966,29613,9218,44558,125236,50960,11738,184265,183321,131783,49558,318,1663,944,465944,5742049
1994:Q4,Other,1323822,454335,345554,108781,869487,123898,15732,72515,40476,32039,14425,10699,3726,112769,32001,29160,39926,257640,158061,13359,207944,206911,155978,45686,509,4737,1033,1115878,3924406
1995:Q1,White,27944912,9548980,7418512,2130469,18395932,2519635,453615,1466107,1040417,425690,472035,362962,109073,3690917,437199,467792,1104403,4327850,3190956,265422,3773286,3759368,2715621,833668,10033,200046,13917,24171626,76190956
1995:Q1,Black,1414273,560599,413889,146710,853674,73908,8404,12897,8950,3947,5033,3625,1409,42357,43522,45029,55684,484017,62922,19902,290344,288953,188812,94351,1488,4302,1391,1123929,12700837
1995:Q1,Hispanic,658500,310702,236809,73893,347798,41679,4925,7609,4423,3186,487,240,246,17629,31059,9306,47858,128546,46675,12026,183894,182910,131251,49896,357,1407,984,474606,5665081
1995:Q1,Other,1344588,455618,345993,109625,888970,128242,16074,69990,36577,33413,13809,10266,3543,119930,32884,30669,42005,272655,149175,13538,209053,208003,156752,46632,599,4020,1051,1135535,3903885
1995:Q2,White,28570305,9660610,7499964,2160646,18909695,2556159,480468,1441119,1029900,411218,474054,366865,107189,3926865,449310,487675,1158740,4415137,3249145,271025,3845428,3831402,2751888,864219,11993,203302,14026,24724878,76520433
1995:Q2,Black,1423352,560192,420828,139364,863160,74196,8854,13516,8743,4773,4887,3561,1327,43644,44669,46620,58895,489313,58199,20367,299916,298510,194335,98299,1963,3913,1405,1123437,12694475
1995:Q2,Hispanic,666262,313038,237753,75285,353224,42513,5295,8150,4648,3501,387,117,270,18437,32709,9690,51290,129649,42727,12378,187761,186731,133581,51425,435,1290,1030,478501,5622536
1995:Q2,Other,1354407,458800,349763,109037,895607,133207,16555,71611,34468,37143,13238,9863,3375,127862,33955,32697,44100,267944,140679,13757,213403,212331,159031,49183,771,3345,1072,1141004,3895834
1995:Q3,White,29082587,9599799,7414944,2184854,19482789,2548165,492063,1463191,1023140,440050,475106,369811,105295,4226537,455340,500578,1230253,4497424,3323718,270414,3938444,3924315,2794415,900481,13767,215653,14129,25144143,76820861
1995:Q3,Black,1421147,551193,417054,134140,869953,74036,9309,13076,8543,4533,4685,3442,1243,45226,45253,47242,63881,493359,53954,19932,309569,308151,197916,103822,2465,3948,1418,1111577,12668228
1995:Q3,Hispanic,677148,316546,239836,76710,360602,42897,5672,8797,4899,3899,296,0,296,19587,34453,9971,55363,131573,39373,12620,192030,190947,135934,53072,513,1429,1082,485118,5619246
1995:Q3,Other,1354070,450623,341303,109320,903447,138181,16923,70452,32716,37736,12734,9515,3219,138025,34950,34547,46939,263992,132879,13824,219088,217990,162074,52224,953,2740,1098,1134983,3902099
1995:Q4,White,29831605,9685830,7477058,2208772,20145775,2563845,517424,1529065,1025872,503192,493620,390262,103358,4547800,465715,510600,1291002,4592381,3360727,273596,4017129,4002778,2820702,950572,19118,212385,14351,25814476,77089329
1995:Q4,Black,1437483,557747,423009,134738,879736,77230,9178,12125,8683,3442,5206,3945,1261,52392,47383,45841,68013,486767,55337,20264,318693,317222,201685,109075,3176,3286,1471,1118790,12621003
1995:Q4,Hispanic,694676,318295,241121,77173,376381,47763,6328,8398,4780,3618,307,33,275,23666,33534,11429,55032,135343,41991,12590,192880,191832,134851,54661,834,1486,1048,501796,5658283
1995:Q4,Other,1345735,456682,348060,108622,889053,134018,16812,61054,30663,30391,12939,9600,3339,141896,33573,33221,51431,251870,138465,13774,223757,222704,163270,53851,1302,4281,1052,1121979,3923785
1996:Q1,White,30385171,9808033,7570470,2237562,20577138,2615429,568512,1498366,981003,517363,502969,401682,101287,4712727,471066,520933,1348715,4681904,3381997,274521,4077950,4063395,2867275,951309,13701,231111,14555,26307221,77327942
1996:Q1,Black,1446727,561011,423284,137727,885715,80492,8950,12189,8595,3594,5138,3863,1275,58409,49029,44463,71748,479028,56005,20263,317613,316093,208516,101951,1970,3656,1519,1129114,12556058
1996:Q1,Hispanic,715563,321565,243269,78296,393999,53538,7102,7957,4619,3338,277,23,254,27363,32723,12991,54862,140018,44592,12575,196435,195415,136645,55920,693,2157,1020,519128,5735688
1996:Q1,Other,1338343,462496,353639,108858,875847,130935,16955,54415,27131,27284,13012,9528,3483,142092,32128,32031,56156,240204,144221,13698,227297,226288,166423,53027,848,5990,1009,1111046,3959042
1996:Q2,White,30906606,9918512,7661683,2256829,20988094,2606347,557337,1576943,1030306,546637,497463,398367,99095,4898965,479685,529572,1385018,4770064,3411085,275615,4161143,4146374,2913623,982322,18823,231606,14769,26745462,77540060
1996:Q2,Black,1450627,563288,429098,134189,887339,83051,8842,12294,8916,3378,4037,2751,1287,64330,50872,42877,73041,470783,56939,20273,321421,319854,211533,102650,2500,3171,1567,1129206,12477735
1996:Q2,Hispanic,739440,326565,246761,79804,412875,58587,7852,7729,4635,3094,234,0,234,31352,32131,14620,54455,145589,47689,12635,199320,198323,137296,57600,1071,2356,996,540120,5845739
1996:Q2,Other,1336971,471259,363265,107994,865711,127508,16505,50010,26882,23128,12873,9223,3650,143417,30856,30854,60485,228879,150662,13665,233537,232568,169755,54007,1156,7650,969,1103434,4005282
1996:Q3,White,31248301,10027214,7745154,2282060,21221088,2619755,577997,1583895,1060136,523759,495495,398651,96844,4908485,493905,536479,1432381,4856137,3438069,278489,4242262,4227284,2962513,1012182,20980,231610,14978,27006039,77729042
1996:Q3,Black,1455205,565309,431992,133317,889896,85615,8637,13513,9142,4371,3106,1810,1297,68946,53097,41104,75507,462106,57748,20517,324339,322726,214489,103051,2518,2668,1613,1130866,12390380
1996:Q3,Hispanic,772883,339023,257158,81865,433860,64362,8742,7446,4628,2818,214,0,214,34884,31762,16318,54328,151943,51052,12808,203103,202127,138687,59547,1332,2561,976,569780,5982716
1996:Q3,Other,1338624,481723,373790,107933,856901,124713,16346,49088,25930,23158,12788,8956,3833,140191,29811,29656,65519,217583,157486,13720,240295,239366,173673,55067,1252,9374,930,1098329,4059916
1996:Q4,White,31954050,10115238,7816613,2298626,21838811,2614226,607219,1612326,1092423,519903,529676,435084,94592,5139234,508998,510578,1603063,4926392,3506411,280688,4322585,4307404,3002643,1049920,16575,238265,15181,27631465,77898247
1996:Q4,Black,1470388,565549,428626,136923,904839,87854,8385,14258,9375,4883,4702,3395,1307,74758,55338,35514,91647,451581,60138,20664,328688,327032,217705,105148,1701,2478,1657,1141699,12298338
1996:Q4,Hispanic,808028,348804,265443,83361,459223,70108,9729,7189,4626,2563,193,0,193,39533,31481,17208,56440,158694,55649,12999,207977,207020,140754,62117,1172,2978,957,600051,6140899
1996:Q4,Other,1344741,487442,378423,109019,857299,121853,16231,46705,24974,21731,13182,9156,4027,143477,28809,27089,75157,205354,165672,13770,247217,246326,177529,56693,914,11191,890,1097524,4120355
1997:Q1,White,32177242,10202664,7879960,2322703,21974579,2618158,647201,1467760,1027842,439918,519330,427212,92118,5188924,520266,521359,1612521,5013562,3582081,283417,4353878,4338594,3033368,1038709,23159,243358,15284,27823365,78051035
1997:Q1,Black,1467959,563266,424417,138849,904693,90054,8073,16088,9155,6932,3056,1743,1313,79265,57252,34349,89832,443094,62750,20880,320474,318787,217928,96426,2213,2220,1687,1147485,12205952
1997:Q1,Hispanic,842299,358335,272674,85661,483964,76315,10808,6768,4540,2228,171,0,171,43665,31141,19203,55582,166367,60707,13236,210843,209908,141341,63405,1786,3376,936,631456,6314569
1997:Q1,Other,1348901,496367,386537,109831,852534,119244,16158,47305,21326,25978,12934,8687,4247,141806,27655,26081,79482,193695,174327,13848,251648,250802,180812,55635,1293,13062,846,1097253,4184011
1997:Q2,White,33491732,10320420,7984726,2335694,23171311,2628821,638533,1481599,1020234,461365,533153,443074,90079,5978538,536706,555613,1782578,5114075,3635420,286273,4430201,4414807,3075650,1060556,26258,252343,15393,29061531,78190765
1997:Q2,Black,1494409,563428,429109,134319,930981,92236,7937,16023,9192,6832,3135,1805,1331,88448,59552,35893,105816,436347,64476,21118,321776,320058,220418,95231,2267,2143,1718,1172633,12117568
1997:Q2,Hispanic,888661,371526,283610,87917,517134,82900,11928,6511,4513,1998,148,0,148,51349,30910,22023,57589,174781,65501,13493,216325,215411,143501,65793,2202,3915,913,672336,6498004
1997:Q2,Other,1376923,506760,397725,109035,870163,116772,15646,42023,19325,22698,12909,8470,4438,161562,26651,26043,89690,182320,182618,13930,258723,257922,185018,56458,1444,15002,801,1118200,4248294
1997:Q3,White,34483535,10437732,8078863,2358869,24045804,2647664,665840,1496835,1006003,490833,534944,446800,88143,6441516,552876,580813,1922022,5209428,3702998,290867,4527967,4512457,3144468,1085161,15358,267471,15510,29955569,78320797
1997:Q3,Black,1512659,562742,430975,131767,949917,94463,7654,15786,9190,6595,2214,862,1352,95488,61841,36402,118377,429365,66734,21592,325838,324087,226021,94690,1032,2344,1750,1186822,12037529
1997:Q3,Hispanic,936048,386412,295661,90751,549636,89851,13154,6248,4478,1771,123,0,123,57924,30633,24707,58932,183413,70835,13817,223317,222428,147847,68499,1411,4671,889,712731,6685485
1997:Q3,Other,1392668,516427,407820,108607,876241,114395,15359,36020,17188,18832,12638,8013,4625,172108,25586,25579,99046,170109,191335,14066,266895,266141,190944,57455,739,17003,754,1125774,4310616
1997:Q4,White,35056806,10561398,8183547,2377851,24495408,2682202,695360,1530451,1061422,469029,552282,466461,85821,6575248,561018,579523,1925232,5289283,3813904,290902,4608597,4592962,3180288,1118430,25059,269185,15635,30448209,78444489
1997:Q4,Black,1516399,565533,428055,137478,950866,96868,7354,16900,9577,7323,2542,1175,1367,100440,63570,33988,116005,421118,70591,21491,326330,324545,224589,96389,1618,1948,1785,1190069,11970180
1997:Q4,Hispanic,976056,397722,305154,92568,578333,97278,14443,5985,4503,1482,95,0,95,63185,30084,26626,57424,191869,77381,13962,226195,225332,147261,70578,2456,5037,863,749861,6871291
1997:Q4,Other,1394733,523597,413533,110064,871135,112184,15015,35201,16485,18716,12502,7657,4845,172970,24147,23948,103689,156348,201112,14019,273946,273242,194221,58768,1258,18994,705,1120786,4368388
1998:Q1,White,36599083,10726650,8327543,2399107,25872433,2667845,754494,1535672,1016838,518835,574803,491456,83347,7490939,573070,611044,2109721,5413754,3848255,292836,4655974,4640313,3229932,1106370,27525,276486,15660,31943110,78565202
1998:Q1,Black,1548647,566499,430141,136358,982148,98804,6911,16182,9423,6759,3363,1981,1382,110443,65665,35274,133674,418472,71695,21664,319313,317503,225483,88644,1570,1806,1810,1229334,11919865
1998:Q1,Hispanic,1025493,411819,316773,95046,613673,103634,15773,5687,4430,1257,66,0,66,72428,29531,29689,59274,201309,82129,14153,228721,227891,147836,71584,2880,5592,830,796772,7049702
1998:Q1,Other,1423201,534763,425212,109551,888439,108990,14813,27049,13704,13345,12328,7251,5077,196782,22772,23628,114819,144515,208728,14015,278655,278007,198193,57445,1353,21016,649,1144546,4419021
1998:Q2,White,37340268,10954930,8531387,2423543,26385338,2656196,767918,1660744,1068919,591826,586876,506078,80798,7642939,584567,632414,2121356,5513337,3925868,293124,4763038,4747065,3293035,1143155,25346,285529,15973,32577230,78686294
1998:Q2,Black,1564496,574529,437052,137478,989966,100853,6676,15626,9831,5795,3267,1869,1398,115750,67825,35487,132570,415797,74454,21662,327790,325916,231922,91064,1189,1742,1874,1236705,11890929
1998:Q2,Hispanic,1071194,426713,329327,97385,644481,109921,17143,5455,4418,1037,34,0,34,78049,28840,32458,57313,213083,87940,14244,236133,235332,151675,74620,2825,6212,801,835061,7214998
1998:Q2,Other,1440508,549581,440279,109302,890927,105623,14184,18709,12644,6065,11905,6592,5312,197651,21285,22805,119712,148032,217107,13914,286782,286180,203070,58906,1170,23034,602,1153727,4459928
1998:Q3,White,36833698,11183706,8725062,2458644,25649992,2651468,837122,1740423,1167524,572898,621205,542805,78400,6775121,588142,622019,1956925,5591193,3970470,295905,4854301,4838681,3356549,1171878,28056,282198,15620,31979397,78811126
1998:Q3,Black,1543475,573542,443067,130475,969933,103118,6173,17025,10502,6524,5342,3919,1422,114453,69544,32329,112155,411618,76154,22022,333976,332118,237806,92034,1143,1135,1858,1209499,11887716
1998:Q3,Hispanic,1113709,451616,350555,101060,662093,116133,18484,5080,4352,728,0,0,0,78124,27794,34067,51168,224051,92803,14388,242017,241270,154466,77085,3295,6424,747,871692,7361459
1998:Q3,Other,1416324,557122,450573,106549,859202,102126,13883,17904,12066,5838,11604,6078,5527,167600,19393,20599,118283,149850,224095,13865,293844,293320,207335,59721,1266,24998,525,1122480,4488517
1998:Q4,White,38830594,11409755,8926894,2482861,27420839,2757362,894256,1652500,1156244,496256,618377,538299,80077,8006645,615237,655795,2235045,5688475,4000310,296837,4963905,4949202,3431815,1198580,32630,286177,14704,33866689,78942165
1998:Q4,Black,1605835,590169,448488,141681,1015665,104170,6470,17946,10402,7544,3364,2058,1306,116961,70631,37031,139933,425058,72671,21430,350355,348644,245555,99985,1497,1607,1711,1255480,11913398
1998:Q4,Hispanic,1142775,463723,361765,101958,679052,115457,17461,5248,4329,919,2,0,2,84132,28392,35449,59784,228157,90535,14436,253130,252417,162792,80113,3561,5950,713,889645,7484960
1998:Q4,Other,1488023,562924,455662,107262,925098,104936,15407,21470,11966,9504,10972,5434,5538,205442,20467,22577,125341,159542,224953,13991,296295,295806,208428,62593,1638,23147,488,1191728,4503098
1999:Q1,White,39202712,11613546,9104344,2509201,27589166,2743157,950868,1624372,1079409,544963,617117,535145,81972,8037158,626843,663187,2300790,5763755,3964395,297525,5030226,5014424,3496291,1194778,30716,292640,15802,34172486,79078319
1999:Q1,Black,1621861,601557,458250,143307,1020304,104040,6794,16612,9946,6666,1635,434,1200,112073,70734,38964,144479,437026,67098,20850,360416,358598,253049,101924,1435,2190,1818,1261445,11966454
1999:Q1,Hispanic,1148948,472446,368766,103680,676502,111293,16485,5479,4281,1198,3,0,3,83532,28477,35762,63683,231095,86266,14427,261603,260865,170109,82122,3105,5529,739,887345,7587758
1999:Q1,Other,1492054,563058,457976,105082,928996,105376,16860,15411,10888,4522,10345,4825,5521,206864,20872,23412,124851,167485,223448,14070,295158,294624,208189,63574,1614,21248,534,1196895,4505558
1999:Q2,White,40331364,11897863,9354981,2542881,28433501,2716576,930872,1534888,1022761,512127,617672,534187,83485,8692271,644792,683310,2414451,5847564,4052190,298916,5150567,5134665,3573396,1212485,32336,316449,15902,35180797,79217606
1999:Q2,Black,1667451,620828,468561,152266,1046623,103974,7444,16524,9590,6934,1091,0,1091,111848,71449,42393,154458,450912,66138,20394,378708,376903,263175,108577,1616,3535,1805,1288742,12044190
1999:Q2,Hispanic,1160061,479307,374263,105045,680754,106444,15483,5557,4196,1361,5,0,5,86354,28670,36466,68521,233712,85131,14411,272992,272261,178764,84817,2992,5689,731,887069,7673707
1999:Q2,Other,1531497,570331,465678,104653,961166,105381,17628,15223,10127,5096,9798,4270,5529,226272,21482,24722,126086,175554,224875,14146,295795,295258,208356,65703,1812,19388,538,1235702,4498682
1999:Q3,White,40386834,12199497,9614594,2584903,28187338,2744928,963168,1487915,993258,494656,638212,552881,85331,8258433,648343,666876,2344699,5908210,4221791,304762,5275067,5259097,3670304,1238805,27685,322303,15970,35111768,79358043
