Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2007:Q4,Black,3577221,1605513,1319134,286379,1971708,204251,20235,21070,14562,6508,17104,17026,78,101558,99232,124104,250362,895811,173723,64258,1111117,1109035,853230,250514,1680,3610,2082,2466104,13653730
2007:Q4,Hispanic,2616134,1417934,1174877,243057,1198200,145561,17305,22711,14531,8180,7310,5597,1713,169832,20155,47027,137662,288305,299781,42552,990479,990025,779582,193717,2882,13844,454,1625655,10053002
2007:Q4,Other,5193748,2264481,1931222,333260,2929267,392631,76699,65537,43011,22527,35718,33588,2130,534861,66378,80262,238738,635331,734319,68793,1365697,1364245,1087436,258691,1894,16224,1452,3828051,10650327
2008:Q1,White,66461229,21932277,18289274,3643003,44528952,5280982,1996378,2353093,1641978,711115,1181664,1097797,83867,11627131,1013261,1128308,3528570,8909457,6841754,668355,10400173,10378208,7922702,1890406,51316,513784,21964,56061056,81671820
2008:Q1,Black,3509546,1564744,1274595,290148,1944803,206509,20445,22589,16025,6564,28362,28362,0,98303,95842,119517,216677,913879,158362,64317,1105150,1102973,840169,254188,1983,6633,2177,2404397,13725682
2008:Q1,Hispanic,2518511,1352306,1103288,249018,1166204,146083,17825,22654,14527,8127,8281,6745,1537,159840,20815,46562,129992,294626,276658,42868,989208,988691,775530,194748,3162,15251,517,1529303,10136555
2008:Q1,Other,5123526,2230985,1889777,341208,2892541,407800,84495,69277,47052,22225,40899,37746,3153,507843,68279,77271,234125,643137,689541,69874,1396301,1394694,1111722,262666,2309,17997,1607,3727225,10841022
2008:Q2,White,65486239,21524767,17863530,3661237,43961472,5157183,1921743,2473491,1791808,681683,1175257,1083959,91298,11147222,1021534,1113444,3521148,8987404,6767529,675517,10376639,10354399,7958780,1895874,38664,461082,22240,55109600,81402354
2008:Q2,Black,3472681,1522625,1234739,287886,1950057,205598,21228,25373,18560,6813,26862,26838,24,98186,93982,117950,204953,936680,155231,64013,1078383,1076207,804296,265919,1201,4790,2176,2394298,13828750
2008:Q2,Hispanic,2456466,1307210,1051817,255393,1149256,138134,17759,22940,15283,7657,7753,6313,1441,153380,22131,47107,128945,302321,265708,43078,957620,957068,751220,191278,2281,12289,551,1498846,10239755
2008:Q2,Other,5109167,2192367,1848140,344227,2916801,410513,85797,80862,55856,25006,41431,38727,2704,514987,71514,75941,245622,651944,667737,70454,1413723,1412034,1124987,267382,1402,18263,1690,3695444,11002712
2008:Q3,White,63559092,21111913,17438636,3673277,42447179,5297240,1916890,2704895,1944519,760376,1179573,1079286,100287,9694002,1019712,1087742,3261819,9047700,6547278,690329,10472207,10450142,7930668,1899281,68761,551431,22065,53086885,81103927
2008:Q3,Black,3417136,1493079,1199880,293199,1924058,208424,21918,28047,21337,6710,26539,26430,109,92230,91427,115077,168352,959765,147325,64954,1087224,1085108,797367,274627,2837,10278,2116,2329912,13957604
2008:Q3,Hispanic,2379597,1257418,996509,260909,1122179,138007,17887,23983,15989,7994,7375,6033,1343,140316,23128,47290,120096,310077,250227,43793,967824,967255,751200,196317,3802,15936,569,1411774,10358428
2008:Q3,Other,4990779,2155364,1805017,350347,2835415,422734,88521,86809,65440,21368,41832,39867,1966,451492,73718,73250,235099,657154,633223,71583,1432138,1430412,1132606,273588,3463,20754,1727,3558641,11138295
2008:Q4,White,60702507,20665009,17012586,3652424,40037498,5535746,2143638,3009179,2224878,784302,956411,853590,102821,7546480,1011710,1016415,2831589,9081043,6200645,704643,10227788,10204496,7883137,1888709,70120,362530,23292,50474719,80790398
2008:Q4,Black,3308048,1464131,1167811,296321,1843917,212901,22347,32221,25426,6795,1720,1633,87,81278,88415,105937,116498,981451,135196,65953,1068303,1066044,781075,281013,2783,1173,2259,2239745,14106913
2008:Q4,Hispanic,2288394,1211114,947029,264085,1077280,140944,18654,25052,17143,7909,3808,2608,1200,121320,23933,45523,105573,317375,230549,44549,951144,950497,742654,197907,3701,6234,647,1337250,10488399
2008:Q4,Other,4797836,2120228,1766811,353417,2677608,438359,96976,102260,81442,20818,36600,34402,2198,336555,75222,65658,208674,657332,587422,72550,1433757,1431855,1133200,276160,3433,19063,1903,3364079,11250672
2009:Q1,White,59099060,20236299,16603117,3633183,38862760,5464528,2112229,3286071,2316607,969463,895462,787532,107930,6707767,1017959,1013073,2711194,9087511,5861299,705666,10132796,10109923,7882488,1830910,56386,340139,22873,48966264,80475629
2009:Q1,Black,3260351,1433395,1136655,296740,1826956,213721,23185,33993,28168,5825,109,0,109,78063,86669,106033,95531,1001113,123467,65071,1057587,1055419,777743,275108,1829,739,2168,2202764,14271348
2009:Q1,Hispanic,2218117,1171573,903603,267970,1046544,134788,18786,26198,17410,8789,2601,1536,1065,111263,25333,46787,100999,324003,211203,44583,953508,952851,745708,199969,2868,4306,657,1264610,10625493
2009:Q1,Other,4675741,2076685,1722522,354164,2599056,440919,98854,96574,89694,6880,35352,33328,2025,311342,77987,64534,207850,652348,541136,72160,1436880,1434970,1140648,272156,2256,19911,1910,3238861,11342743
2009:Q2,White,59638310,19895094,16267886,3627209,39743216,5447991,1993769,2903187,1933819,969368,909433,796542,112892,8106642,1034570,1069664,3002696,9140407,5424368,710489,10124721,10103158,7882041,1802419,66965,351733,21563,49513590,80173480
2009:Q2,Black,3287266,1410855,1116223,294632,1876411,215359,24092,32215,26173,6041,129,0,129,90339,85840,114708,113084,1027484,108413,64749,1040263,1038321,755276,278408,2324,2313,1943,2247003,14445578
2009:Q2,Hispanic,2203950,1155510,882004,273506,1048440,130135,18660,24245,15758,8488,2416,1496,920,119156,27183,50853,110135,332490,188334,44834,937594,936966,731733,197862,3241,4130,628,1266356,10765534
2009:Q2,Other,4742172,2030356,1677187,353168,2711817,444984,98143,82932,74993,7939,36313,34444,1869,443932,81674,69424,243090,652951,486375,71997,1438549,1436728,1142524,270184,2901,21119,1821,3303623,11417408
2009:Q3,White,61165887,19635951,16021961,3613990,41529935,5423037,1836210,3047452,2166176,881276,928864,811332,117532,9541968,1053140,1129741,3318015,9198569,5333821,719120,10112566,10091324,7847531,1797699,79984,366109,21242,51053321,79897811
2009:Q3,Black,3338692,1387855,1098781,289074,1950837,216899,24897,37402,30508,6894,143,0,143,103069,85151,124178,133751,1054893,105485,64970,1037271,1035412,741620,286681,3026,4086,1858,2301422,14624274
2009:Q3,Hispanic,2211801,1145864,867202,278662,1065938,125037,18343,24404,16724,7680,2297,1531,766,126993,29142,55202,120136,341157,177940,45286,934706,934065,724915,201372,3677,4100,641,1277096,10904348
2009:Q3,Other,4893640,1997457,1647916,349541,2896184,448047,95869,106106,89466,16641,37450,35687,1763,582784,85470,74691,281178,653175,459332,72080,1440300,1438469,1139362,272959,3806,22342,1831,3453340,11477568
2009:Q4,White,61273429,19476886,15853022,3623864,41796543,5620791,1753227,2872061,2123204,748857,931464,809143,122321,9790198,1067379,1169174,3437767,9238958,5181513,734011,10123786,10104372,7842421,1785845,87431,388675,19414,51149643,79662484
2009:Q4,Black,3373044,1382207,1084245,297962,1990837,221449,25579,39621,31825,7796,160,0,160,107804,83974,130763,135320,1079714,100356,66097,1023709,1022170,718036,294377,3392,6366,1539,2349334,14802105
2009:Q4,Hispanic,2206367,1137510,853484,284026,1068857,126486,18202,23077,16480,6597,1951,1348,604,125687,30931,58666,123587,348917,165281,46073,919569,918984,709314,201323,3827,4521,585,1286797,11037760
2009:Q4,Other,4941976,1979207,1624926,354281,2962769,460021,95311,117706,90446,27260,37948,36314,1634,634219,88741,77716,301518,649526,427403,72660,1440057,1438379,1136983,273472,4282,23641,1679,3501919,11526121
2010:Q1,White,62152135,19396168,15783090,3613078,42755968,5585892,1554691,3121409,2252953,868456,935153,809537,125615,10307453,1073273,1199455,3570643,9399020,5283000,725978,10093063,10071745,7786276,1735307,142481,407681,21318,52059072,79481358
2010:Q1,Black,3421507,1372780,1075806,296975,2048726,222628,25943,42687,35266,7421,147,0,147,114439,81865,135940,137968,1119622,103953,63533,993521,991734,682924,292199,8149,8462,1787,2427986,14973741
2010:Q1,Hispanic,2206531,1127346,839257,288089,1079185,120543,17511,23839,16883,6955,1629,1198,431,126272,32349,61711,127348,360922,161667,45395,891863,891166,682694,197960,5775,4737,697,1314668,11161594
2010:Q1,Other,5026992,1967393,1614731,352661,3059599,461608,90646,120098,100308,19790,38717,36955,1761,705396,91070,79635,322910,662702,415885,70931,1428264,1426347,1123567,267591,10298,24891,1917,3598728,11565970
2010:Q2,White,61459135,19333444,15738900,3594545,42125690,5556057,1454442,3276250,2481588,794663,943643,816613,127031,9389280,1062944,1194107,3391515,9531891,5600177,725383,10097662,10075669,7787355,1719596,150073,418645,21993,51361473,79368295
2010:Q2,Black,3420871,1364555,1069271,295284,2056316,223560,26241,48152,40119,8033,595,497,98,110605,77999,135383,108901,1147930,115016,61935,969168,967324,649832,298719,8661,10111,1844,2451703,15133853
2010:Q2,Hispanic,2188624,1118874,828115,290759,1069750,114383,17108,23681,17470,6212,1386,1136,250,115647,33023,63001,120274,370617,165574,45055,863313,862560,658008,194299,5771,4482,753,1325311,11271676
2010:Q2,Other,4995604,1946947,1596624,350323,3048657,462877,88608,142335,116060,26275,39968,37755,2213,665281,91646,77440,314265,675158,421265,69812,1422494,1420470,1117661,265838,10935,26036,2024,3573109,11600012
2010:Q3,White,63124872,19210726,15622791,3587935,43914146,5626424,1447746,3173207,2568314,604893,957178,828284,128894,10507253,1086955,1253602,3654873,9715484,5763482,727943,10080316,10060535,7766422,1729242,140447,424424,19781,53044556,79337154
2010:Q3,Black,3477610,1342528,1051223,291306,2135082,225541,26715,51883,43216,8667,2041,1985,56,121459,77156,144684,123559,1180960,120464,60621,951679,950240,620889,310593,7293,11464,1439,2525931,15277109
2010:Q3,Hispanic,2230109,1137946,843890,294057,1092162,110912,17089,22341,17518,4823,1202,1136,65,120398,35083,67327,127947,381480,163603,44781,841117,840443,636396,194989,5159,3899,674,1388992,11363830
2010:Q3,Other,5161663,1917970,1570902,347068,3243693,468060,89584,161308,124112,37196,41248,38648,2600,781038,95561,82296,347468,693946,414281,68903,1415100,1413279,1108048,268901,9222,27108,1821,3746563,11631150
2010:Q4,White,64582184,19023210,15427962,3595249,45558974,5586660,1590502,3266819,2341450,925369,973944,848328,125616,11414316,1098506,1298616,3871944,9889601,5837560,730506,10072577,10051124,7635281,1831887,142837,441119,21453,54509608,79397126
2010:Q4,Black,3554785,1332803,1035521,297282,2221982,225008,26332,46358,38971,7387,8117,7520,596,135840,77078,153359,145424,1216990,126820,60657,971077,969414,613661,336755,7228,11770,1663,2583708,15399681
2010:Q4,Hispanic,2181284,1082461,790824,291637,1098823,108294,16438,22578,16352,6226,2187,1295,892,127740,34020,66762,131171,377990,166643,45000,827921,827201,620499,196944,5242,4516,720,1353363,11435147
2010:Q4,Other,5260632,1919596,1568261,351335,3341036,474814,90170,123597,106776,16821,38939,35952,2987,831094,98486,93586,366415,727498,424984,71455,1407459,1405426,1088457,281224,9469,26275,2033,3853173,11661877
2011:Q1,White,65502403,18779528,15157599,3621929,46722876,5752334,1549933,3197675,2361135,836540,974148,848168,125981,12224599,1116096,1299954,4035544,9964504,5875254,732833,10068045,10046269,7612810,1824575,136387,472498,21776,55434358,79538710
2011:Q1,Black,3596603,1313817,1013001,300815,2282787,226902,25357,45847,38049,7798,12011,10859,1152,149555,77381,154718,162083,1236795,131671,60468,964947,963279,612086,332038,6260,12895,1668,2631656,15503741
2011:Q1,Hispanic,2157267,1061204,770571,290633,1096064,111682,14948,21375,15819,5556,2837,1187,1650,133945,33102,63874,131943,369359,167916,45083,816091,815391,610173,194270,5012,5936,700,1341177,11487771
2011:Q1,Other,5348806,1907030,1552144,354886,3441776,490394,84491,126575,103568,23007,35547,32727,2820,871995,101929,99846,379728,744806,432539,73926,1398832,1396734,1085057,277425,8579,25672,2099,3949974,11693070
2011:Q2,White,65877169,18733060,15084846,3648215,47144109,5874424,1532679,3341843,2347593,994251,1012757,887023,125734,12202444,1132443,1308948,4057053,10035441,5910793,735281,10036913,10014727,7567356,1850351,123744,473276,22186,55840256,79747739
2011:Q2,Black,3626208,1306388,995581,310807,2319820,227680,24444,43332,36621,6711,19340,17694,1646,157140,77394,156999,163228,1253845,136272,60146,966349,964667,613463,334171,4800,12233,1682,2659860,15592960
2011:Q2,Hispanic,2125892,1046098,758021,288077,1079794,113414,13601,21155,15169,5986,3891,1555,2336,133661,32037,61204,127419,359618,168720,45074,804201,803519,601860,191504,4558,5597,682,1321691,11525112
2011:Q2,Other,5346065,1905522,1543547,361975,3440543,503951,79782,108753,98531,10222,33701,30923,2778,846794,105173,106882,378920,760537,439685,76364,1388890,1386718,1077989,277051,7019,24659,2172,3957174,11725197
2011:Q3,White,64269628,18693060,15014570,3678490,45576568,6012270,1513612,3705219,2599102,1106118,1011699,884310,127390,10385020,1141277,1271458,3729923,10066005,5989773,750312,10036777,10015492,7532086,1890815,130747,461845,21285,54232851,80010041
2011:Q3,Black,3581829,1290827,986459,304368,2291002,228258,23527,43995,38274,5721,22496,20355,2141,150962,76539,151546,125978,1263562,142381,61758,970956,969474,612957,340625,5051,10841,1482,2610874,15671011
2011:Q3,Hispanic,2068952,1034165,746811,287354,1034788,115389,12294,21124,14972,6153,4385,1404,2981,119794,30574,56129,111046,347485,170788,45779,792523,791921,591741,190856,4767,4557,602,1276430,11550582
2011:Q3,Other,5180068,1907225,1546809,360417,3272843,518131,75195,106775,106775,0,30380,27885,2495,682287,107604,108652,344287,769424,450108,80001,1384778,1382673,1071609,279879,7728,23457,2104,3795290,11758730
2011:Q4,White,65455302,18580899,14889492,3691407,46874403,6155914,1545105,3707976,2598513,1109462,970078,842639,127439,11056030,1169249,1299545,3924419,10162309,6112976,770804,10027813,10006528,7489466,1936641,140011,440410,21285,55427489,80311447
2011:Q4,Black,3626733,1272735,966005,306730,2353998,228573,22818,42437,36809,5628,21849,19286,2563,163894,77457,156501,144973,1281191,150126,64179,978917,977494,616302,346854,5493,8845,1424,2647816,15741566
2011:Q4,Hispanic,2043574,1011923,728587,283336,1031651,117348,11239,20157,14273,5884,4371,813,3558,124397,29890,54208,111514,337528,174231,46768,783251,782689,584684,190021,5040,2944,562,1260323,11567590
2011:Q4,Other,5275088,1907775,1544593,363181,3367313,532574,72455,101896,101896,0,26247,23782,2465,708929,111941,117744,359580,787799,463991,84157,1380168,1378036,1064487,282709,8744,22096,2132,3894920,11794137
2012:Q1,White,67133815,18460378,14747034,3713344,48673438,6223986,1492694,3631774,2439620,1192154,972860,849848,123012,12437106,1174286,1362138,4211307,10273844,6127080,766362,10015183,9992447,7456345,1938540,133893,463669,22735,57118633,80637787
2012:Q1,Black,3687619,1257518,941248,316270,2430101,227702,21812,38397,33682,4715,25418,22587,2831,182334,76068,166923,174999,1300241,153738,62471,965789,964191,607607,342550,4576,9458,1598,2721830,15808298
2012:Q1,Hispanic,2020378,991373,712181,279192,1029005,116767,9919,19290,13401,5888,4807,796,4011,133955,28181,53937,114557,327873,173568,46153,761600,761010,567303,185055,4796,3856,590,1258777,11579547
2012:Q1,Other,5413281,1907267,1537158,370108,3506014,544016,67162,89742,89742,0,24383,21361,3022,789144,113950,130668,383511,808255,469301,85882,1367243,1364927,1056705,278896,7899,21427,2315,4046038,11831891
2012:Q2,White,67188325,18634751,14903431,3731320,48553573,6215894,1452684,3825205,2699200,1126006,986426,868258,118168,12061855,1159579,1331333,4157599,10334496,6263917,764583,10006168,9981954,7409895,1980169,133106,458784,24214,57182157,80974892
2012:Q2,Black,3691845,1250633,938729,311904,2441212,225794,20870,40203,34845,5358,29792,26745,3047,187534,72719,162257,166681,1312063,162122,61177,968660,966884,606907,347419,4130,8427,1776,2723185,15874878
2012:Q2,Hispanic,1994800,998171,721993,276177,996629,113682,8719,18331,12928,5404,5287,898,4389,130626,25612,49061,106367,315962,177287,45695,747582,746963,556622,182428,4728,3184,619,1247218,11589862
2012:Q2,Other,5412667,1928345,1558783,369562,3484322,552633,62497,96886,96886,0,22959,19382,3577,733972,113985,133217,374700,821082,484502,87889,1359391,1356890,1048405,280452,7706,20328,2501,4053276,11872459
2012:Q3,White,68824652,18846238,15097828,3748410,49978415,6226383,1503179,3926960,2640537,1286423,985924,871825,114099,12817144,1172314,1360268,4326365,10425951,6468242,765685,10007189,9982609,7356287,2029105,132609,464608,24580,58817464,81308590
2012:Q3,Black,3749833,1249045,939776,309268,2500788,224107,20352,36457,32830,3627,32700,29451,3248,201579,72061,167269,184019,1328553,173328,60365,981645,979870,615120,353016,3708,8027,1775,2768188,15944980
2012:Q3,Hispanic,1990397,1001845,728915,272930,988552,111156,7880,17866,12221,5645,5562,840,4722,135434,24227,47129,105063,305336,183472,45426,745718,745122,553388,183949,4672,3114,595,1244679,11601946
2012:Q3,Other,5544794,1964995,1594997,369998,3579798,562449,60857,89473,89473,0,21067,17075,3992,764991,116841,142480,387161,838890,505372,90217,1354754,1352185,1040836,284383,7549,19417,2569,4190039,11916313
2012:Q4,White,69578546,19009251,15235449,3773802,50569296,6440552,1606093,3807129,2691554,1115575,1000906,890920,109986,12951727,1181661,1371820,4369588,10502370,6561067,776381,10018389,9996382,7337207,2084901,133451,440822,22007,59560157,81624713
2012:Q4,Black,3788614,1245113,934612,310500,2543501,224798,20056,37194,31831,5363,36872,33455,3417,211239,71109,169601,187092,1343907,180468,61164,977336,976035,601810,364935,3385,5906,1300,2811278,16022275
2012:Q4,Hispanic,1978121,1005094,734760,270333,973028,115127,7209,16428,11547,4881,5946,943,5003,135851,22711,44377,99620,294246,185728,45785,715504,715067,532571,176418,4662,1416,436,1262618,11619208
2012:Q4,Other,5623120,2003106,1630302,372805,3620014,580930,60841,86920,86920,0,19665,15297,4367,748252,119428,149917,387686,855047,517786,93541,1349946,1347621,1035406,286651,7550,18014,2325,4273174,11963923
2013:Q1,White,71875008,19352409,15560381,3792028,52522599,6486659,1537933,3590877,2601852,989025,983984,874844,109140,14501108,1193732,1412936,4602420,10787538,6645360,780052,9948497,9925682,7243871,2088835,134043,458932,22815,61926511,81909091
2013:Q1,Black,3901564,1254050,937751,316299,2647514,223638,19159,35887,29707,6179,37939,34274,3664,231871,70494,176909,213285,1389830,187611,60891,997704,996332,633573,353469,3040,6249,1373,2903860,16110435
2013:Q1,Hispanic,1996735,1019073,752231,266842,977663,113855,6108,15162,10905,4257,6029,695,5334,146270,21336,43120,99993,292148,187884,45757,740676,740241,548491,185059,4648,2043,435,1256059,11645060
2013:Q1,Other,5884322,2070735,1692815,377920,3813587,593263,55922,87812,78750,9061,17084,12679,4405,840017,122392,160777,406505,903506,530047,96261,1340688,1338244,1026962,286410,7528,17344,2444,4543634,12015759
2013:Q2,White,72663955,19747497,15946152,3801346,52916458,6536184,1507523,3101126,2394826,706300,1026444,918489,107955,14712002,1199657,1421082,4645172,11034489,6946283,786496,9972577,9948271,7208960,2131378,138764,469169,24306,62691379,82147553
2013:Q2,Black,3990159,1266341,952981,313361,2723818,222691,18443,33809,26771,7038,44278,40391,3887,243066,69374,179189,217316,1430581,203891,61181,1008205,1006646,638797,358721,2985,6143,1558,2981954,16213133
2013:Q2,Hispanic,2025377,1048936,785046,263890,976441,112838,5174,13386,10265,3121,6675,1039,5635,147498,19731,40321,94316,292283,198244,45974,732788,732323,543079,182233,4773,2238,465,1292589,11682911
2013:Q2,Other,6050413,2133857,1755634,378223,3916555,606473,52321,91331,66861,24470,16156,11683,4473,829325,124867,168179,407405,960754,560389,99356,1338821,1336182,1023762,287860,7994,16566,2639,4711592,12072290
2013:Q3,White,74649752,20156310,16337135,3819175,54493442,6620436,1535625,2983133,2349944,633189,1016619,909851,106767,15481268,1215688,1463768,4845387,11297090,7238503,795925,10004972,9981390,7199665,2185028,132090,464608,23581,64644780,82325930
2013:Q3,Black,4107782,1272546,965263,307283,2835236,222345,18015,32197,25263,6934,45953,41855,4098,259027,69378,187461,241646,1476510,220599,62106,1027370,1025982,650033,368627,2132,5190,1388,3080413,16334042
2013:Q3,Hispanic,2079362,1089337,826535,262803,990025,113144,4420,12417,9696,2721,6795,874,5921,152848,18597,39293,93525,293722,208792,46473,733135,732741,543086,183472,4544,1639,394,1346227,11736172
2013:Q3,Other,6286857,2202601,1825399,377201,4084256,621883,50540,87694,61460,26234,13979,9442,4538,862247,128531,179660,423805,1022042,591005,102870,1344881,1342281,1026422,293170,7151,15539,2600,4941976,12133987
2013:Q4,White,76448221,20403105,16579417,3823687,56045116,6654943,1542126,2826063,2194368,631696,1038799,934941,103858,16400043,1230434,1508850,5085312,11557514,7388150,812881,10118331,10093877,7170276,2212139,144390,567073,24455,66329889,82434059
2013:Q4,Black,4256625,1310570,999472,311099,2946055,235040,19682,39163,31955,7208,45544,41855,3688,263175,72071,198383,268103,1517382,220272,67239,1049573,1048044,650407,383431,3077,11128,1529,3207052,16475590
2013:Q4,Hispanic,2189341,1104157,838064,266093,1085183,131163,5063,13951,11028,2923,6898,1603,5295,176043,21864,44589,112756,317199,207419,48238,752908,752423,547378,192246,5194,7604,486,1436432,11807105
2013:Q4,Other,6503065,2248297,1871843,376455,4254768,634087,54869,92484,63596,28889,21902,15194,6708,918189,125618,186706,452338,1073812,591275,103487,1363057,1360455,1026982,302652,8635,22185,2602,5140008,12201181
2014:Q1,White,77777027,20597074,16782321,3814753,57179953,6814368,1531932,2813242,2192925,620317,1072975,972374,100601,17238184,1241395,1520019,5131405,11617512,7385721,813200,10084220,10058998,7133632,2199453,144397,581516,25221,67692808,82477803
2014:Q1,Black,4340553,1341762,1023060,318702,2998791,249555,21352,47066,39582,7484,46300,43013,3286,267562,74576,204274,270817,1533083,214382,69825,1049731,1048072,643529,389342,3182,12019,1659,3290822,16635231
2014:Q1,Hispanic,2297732,1134010,865777,268233,1163722,153502,5694,15507,12413,3094,7215,2523,4692,198946,25064,48398,125952,333219,201146,49078,761209,760634,545914,200336,5490,8895,575,1536523,11893381
2014:Q1,Other,6657770,2288843,1911463,377380,4368927,651899,58867,102347,70535,31812,30503,21713,8790,969477,122433,190231,462723,1097464,580419,102564,1372592,1369995,1026392,307684,8691,27229,2596,5285179,12273643
2014:Q2,White,79450348,20910733,17088794,3821939,58539615,6840778,1465398,2857032,2143631,713401,1060819,963327,97492,18138369,1257411,1539873,5249740,11680859,7631916,817420,10103205,10076927,7117185,2230480,148845,580416,26278,69347144,82467035
2014:Q2,Black,4460825,1388197,1063431,324765,3072628,262993,22761,53927,46052,7876,42701,39794,2907,273131,77762,212052,283255,1551684,219109,73254,1065302,1063459,639306,408408,3701,12045,1843,3395523,16809177
2014:Q2,Hispanic,2428430,1175389,902560,272829,1253041,171785,6192,17323,13609,3714,7117,2994,4123,222670,28582,52812,141631,350218,204454,50256,770515,769834,547124,207328,5986,9396,681,1657915,11991527
2014:Q2,Other,6842505,2331897,1953886,378011,4510608,665077,61175,107561,75226,32335,38020,27264,10756,1027207,119856,194963,480680,1123305,590655,102109,1392105,1389481,1030270,317786,9375,32050,2624,5450400,12351007
2014:Q3,White,79739784,21198684,17362286,3836398,58541101,6900537,1485989,2852871,2145239,707632,1083761,989562,94199,17811560,1265674,1525599,5197959,11720542,7879858,816751,10037010,10011217,7109070,2264429,147042,490675,25793,69702775,82411625
2014:Q3,Black,4550822,1436926,1099947,336979,3113896,277170,24731,61370,53153,8217,42365,39828,2536,269672,80312,214467,274673,1568768,224351,76018,1081890,1080118,640267,429283,3697,6870,1772,3468932,16993640
2014:Q3,Hispanic,2539937,1212041,934039,278002,1327896,191449,6946,18853,14903,3950,7485,3910,3575,237423,31860,55674,151808,366955,208247,51197,783634,782919,552881,218563,6299,5176,716,1756302,12098066
2014:Q3,Other,6930053,2383043,2000894,382149,4547010,680151,66387,117266,81710,35556,46915,34294,12621,991018,116545,196042,482403,1147084,601967,101231,1414928,1412442,1037135,330670,9225,35412,2486,5515125,12432904
2014:Q4,White,80819479,21353446,17517616,3835830,59466033,6950190,1501431,2786192,2122281,663911,1051457,960202,91255,18417810,1282844,1539703,5266464,11773046,8079005,817891,10037580,10012131,7096886,2292592,151168,471484,25449,70781899,82321444
2014:Q4,Black,4658777,1478245,1129798,348447,3180532,291527,26762,67998,59463,8535,36563,34373,2190,273859,83906,221953,281685,1589093,227959,79228,1101723,1099996,641486,448411,4306,5794,1726,3557054,17184830
2014:Q4,Hispanic,2656923,1241877,959908,281969,1415046,211033,7719,20072,16058,4013,7271,4214,3058,259425,35621,60100,166061,384846,210589,52308,798462,797703,558950,227152,6891,4710,759,1858461,12209522
2014:Q4,Other,7096964,2424685,2039172,385514,4672278,695309,71648,126535,86863,39672,54207,39829,14377,1028616,114204,200512,496352,1174148,610164,100584,1438012,1435649,1044187,341385,9976,40101,2363,5658952,12518967
2015:Q1,White,81886978,21565792,17727580,3838212,60321185,7200311,1462130,2785975,2223700,562276,1043933,956970,86964,18774508,1298707,1541539,5330774,11812716,8253095,817497,9973099,9946809,7050142,2271459,156781,468427,26290,71913879,82206364
2015:Q1,Black,4767552,1518200,1159192,359008,3249352,308772,28463,77738,69137,8602,33070,31250,1821,276338,87477,227568,288466,1608374,230805,82280,1106400,1104515,641132,452499,5201,5684,1885,3661152,17378959
2015:Q1,Hispanic,2789349,1282709,996152,286557,1506640,237772,8333,21542,17794,3748,7399,4865,2534,279642,39411,64022,180257,402658,212249,53354,813888,813028,563403,236876,7618,5131,860,1975461,12322421
2015:Q1,Other,7268247,2478376,2089813,388562,4789871,719569,75078,141627,98045,43582,62622,46615,16006,1047936,111755,203737,510275,1200405,617052,99816,1451108,1448737,1046261,346268,11087,45121,2372,5817139,12608830
2015:Q2,White,82388997,21906853,18037654,3869200,60482143,7220162,1434656,2660558,2218182,442376,1017197,934292,82906,18827398,1303978,1542545,5304878,11840042,8512112,818616,10013146,9986203,7051996,2301216,163373,469618,26943,72375851,82076255
2015:Q2,Black,4877661,1580126,1203937,376189,3297535,323212,30271,84008,75822,8185,27452,25977,1474,276450,90004,233168,283875,1626080,237340,85676,1136136,1134121,650337,471540,6407,5837,2015,3741525,17572239
2015:Q2,Hispanic,2916725,1330065,1036404,293661,1586660,256751,8993,22291,19012,3279,7344,5303,2041,297328,42791,67990,191262,420240,217157,54512,838698,837744,576375,247097,8475,5797,954,2078027,12433287
2015:Q2,Other,7397712,2534044,2138007,396036,4863669,734406,78986,148418,103924,44495,70525,53033,17492,1044371,108189,206988,515381,1225698,631483,99222,1480974,1478613,1057902,357879,12562,50271,2360,5916738,12702124
2015:Q3,White,81397913,22219907,18331708,3888199,59178006,7217790,1490577,2960732,2527090,433642,990960,912711,78249,17334461,1301394,1504293,5041402,11841025,8668974,826399,10040039,10013257,7059121,2337651,167195,449290,26782,71357874,81940989
2015:Q3,Black,4927435,1628323,1249520,378803,3299112,337356,32863,101895,93476,8419,21663,20531,1132,263200,91708,231830,249088,1639442,239745,90323,1166770,1164767,659274,493392,7437,4664,2003,3760665,17760880
2015:Q3,Hispanic,3016313,1377323,1076317,301006,1638990,274918,9997,25430,22001,3429,7346,5780,1566,300819,45851,69965,193404,436789,218364,56108,864639,863629,589191,259862,9297,5279,1009,2151675,12538645
2015:Q3,Other,7391797,2592452,2196764,395688,4799345,748485,86403,174597,127750,46847,78629,59845,18784,920485,103750,205733,496251,1247580,638104,99329,1514023,1511766,1070751,372160,13714,55141,2257,5877774,12798481
