Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2018:Q2,pct20to40,4141396,5327246,2115927,531418,331896,895301,181695,237916,1033094,1185850,610083,536873,38894
2018:Q2,pct00to20,2716739,3360744,1344437,325083,371543,247833,54746,371959,645143,644005,289145,305099,49761
2018:Q3,pct99to100,25323780,26475851,3739673,696396,11097100,547450,1139943,4837762,4417528,1152071,716615,73964,361492
2018:Q3,pct80to99,47294288,53616312,12453180,1852035,12052888,8016383,6186486,4766655,8288685,6322024,4928219,1118305,275500
2018:Q3,pct60to80,14668455,18140377,5128877,1181727,2010686,4457657,1874793,820289,2666348,3471922,2312536,1061845,97541
2018:Q3,pct40to60,7681245,9739794,3239452,826363,747908,2259989,750932,333673,1581477,2058549,1192414,817343,48792
2018:Q3,pct20to40,4195963,5406548,2161542,534339,344293,899274,186473,237594,1043033,1210585,618067,553396,39122
2018:Q3,pct00to20,2833230,3477854,1394766,326857,390435,256602,54930,371701,682563,644624,291169,309711,43744
2018:Q4,pct99to100,23853798,25024237,3746331,684998,9582585,570366,1041443,4866795,4531719,1170440,720373,68322,381745
2018:Q4,pct80to99,45427239,51759270,12517889,1882043,10390257,7988072,5748168,4718122,8514719,6332031,4957264,1132166,242601
2018:Q4,pct60to80,14370222,17884566,5187937,1195531,1773429,4469963,1667914,824421,2765370,3514343,2326907,1088715,98721
2018:Q4,pct40to60,7583811,9674874,3270049,843405,660267,2292539,681517,325138,1601960,2091064,1200602,837470,52992
2018:Q4,pct20to40,4205989,5446646,2219979,537479,308933,901776,168148,236161,1074170,1240657,624530,571528,44599
2018:Q4,pct00to20,2905348,3549156,1444022,328149,365809,263951,56594,369091,721540,643808,291941,308840,43027
2019:Q1,pct99to100,25801156,26975552,3788502,697486,11134035,600195,1104793,4988830,4661710,1174397,721760,57836,394801
2019:Q1,pct80to99,48031923,54343922,12785335,1903578,11915192,8034254,6177173,4762743,8765647,6311999,4971118,1119679,221202
2019:Q1,pct60to80,15088036,18598421,5271425,1209561,2065238,4520602,1815202,846181,2870212,3510385,2331056,1084334,94995
2019:Q1,pct40to60,7859495,9956156,3295879,850302,752415,2339754,758418,335502,1623886,2096661,1202664,843310,50687
2019:Q1,pct20to40,4323667,5568446,2245016,548343,346057,907086,182892,236429,1102622,1244779,629117,573773,41889
2019:Q1,pct00to20,3061011,3702563,1493253,338661,407691,274126,56415,370142,762274,641551,291223,315537,34791
2019:Q2,pct99to100,26429870,27616117,3806151,696172,11523220,613401,1119558,5184467,4673149,1186247,724673,50544,411030
2019:Q2,pct80to99,48769074,55136582,12918141,1919922,12228299,8074267,6356256,4880116,8759582,6367508,5012421,1129943,225144
2019:Q2,pct60to80,15415694,18972654,5350172,1217696,2157205,4571281,1861087,881929,2933284,3556960,2355320,1107058,94582
2019:Q2,pct40to60,8007407,10132826,3361616,858250,776353,2380500,794103,361004,1601000,2125419,1212002,860191,53226
2019:Q2,pct20to40,4369818,5636739,2278772,552527,355635,913262,188202,237931,1110409,1266920,635590,588023,43307
2019:Q2,pct00to20,3193940,3830390,1544809,342030,424486,280796,56828,373938,807503,636450,290958,316349,29143
2019:Q3,pct99to100,26500289,27697849,3800410,676829,11472236,626148,1113475,5277926,4730825,1197560,729147,43761,424652
2019:Q3,pct80to99,48858158,55276189,12912010,1949348,12082310,8109347,6426781,4893155,8903238,6418031,5054870,1144337,218824
2019:Q3,pct60to80,15588219,19190908,5410647,1229475,2173945,4619416,1862206,898275,2996944,3602690,2379463,1130716,92511
2019:Q3,pct40to60,8131624,10288568,3451326,877045,774621,2420296,811563,365333,1588384,2156944,1223657,880127,53160
2019:Q3,pct20to40,4446997,5735272,2353788,552365,354902,919260,189371,237525,1128061,1288275,642904,603041,42330
2019:Q3,pct00to20,3308113,3944011,1615621,339661,432089,287279,57530,373628,838204,635898,291937,322168,21793
2019:Q4,pct99to100,27277765,28481114,3863445,671860,12145607,630954,1152430,5239006,4777811,1203349,737206,53536,412607
2019:Q4,pct80to99,50704462,57184981,13048823,1973117,13138431,8213540,6714901,4901654,9194515,6480519,5063203,1179383,237933
2019:Q4,pct60to80,15904165,19549441,5494946,1240945,2279586,4644459,1949444,907839,3032221,3645275,2406701,1145146,93428
2019:Q4,pct40to60,8377723,10562916,3497092,887551,863855,2427879,834164,399771,1652605,2185193,1244743,884209,56241
2019:Q4,pct20to40,4574606,5868217,2383385,555218,368582,961466,201339,245665,1152562,1293610,645331,606565,41714
2019:Q4,pct00to20,3317705,3959437,1599867,342651,464597,284376,60419,383082,824445,641732,294137,323352,24243
2020:Q1,pct99to100,24371685,25580172,3948686,668358,9068966,626855,1010806,5257410,4999091,1208487,743855,57360,407272
2020:Q1,pct80to99,48021461,54536610,13313990,1991129,10273997,8219014,6042126,4967939,9728415,6515149,5059613,1179633,275903
2020:Q1,pct60to80,15271289,18912854,5614541,1249445,1738157,4618869,1649862,928372,3113608,3641565,2425834,1118315,97416
2020:Q1,pct40to60,8323822,10518190,3611337,894956,729344,2416340,697852,446260,1722101,2194367,1261744,869257,63366
2020:Q1,pct20to40,4611685,5892348,2427095,557391,293871,1000057,177070,254835,1182028,1280663,646529,589076,45058
2020:Q1,pct00to20,3273803,3933197,1618193,345248,414067,277799,65234,394776,817881,659394,295523,334186,29685
2020:Q2,pct99to100,26589720,27797735,4025934,662189,10973229,628951,1117593,5254475,5135365,1208015,753415,61678,392922
2020:Q2,pct80to99,51925950,58435380,13598163,1992260,12592716,8293494,6712495,5012907,10233345,6509430,5064504,1177303,267623
2020:Q2,pct60to80,16064368,19704560,5769342,1247740,2057941,4628591,1891397,944873,3164675,3640192,2449712,1093927,96553
2020:Q2,pct40to60,8841399,11042822,3739402,894971,889014,2418162,786005,488357,1826911,2201423,1284330,853350,63743
2020:Q2,pct20to40,4842891,6109307,2484442,554800,337144,1041284,203673,263644,1224320,1266416,649574,574220,42622
2020:Q2,pct00to20,3324935,3992105,1644589,343643,473473,273771,67703,405667,783258,667170,299038,336902,31230
2020:Q3,pct99to100,27663445,28877273,4119715,669591,11894218,629373,1161600,5361199,5041577,1213828,768184,70030,375614
2020:Q3,pct80to99,54027552,60675890,13898221,2057470,13880397,8349635,7049622,5169077,10271468,6648338,5103571,1205053,339714
2020:Q3,pct60to80,16509007,20199704,5921328,1285530,2208085,4628850,1999735,982593,3173583,3690697,2496805,1097981,95911
2020:Q3,pct40to60,9216423,11456235,3884879,922299,989563,2416425,819526,554215,1869328,2239812,1320568,853942,65302
2020:Q3,pct20to40,5003426,6270176,2533344,571637,357226,1081921,217764,274510,1233774,1266750,656705,572529,37516
2020:Q3,pct00to20,3401156,4077928,1670841,359386,510883,269046,70770,420953,776049,676772,305786,343164,27822
2020:Q4,pct99to100,30037779,31264935,4246397,675665,13841838,635845,1246537,5434199,5184454,1227156,784515,79787,362854
2020:Q4,pct80to99,57854530,64650922,14275041,2116347,16244903,8473000,7578202,5291675,10671753,6796392,5130589,1230903,434900
2020:Q4,pct60to80,17348062,21082209,6106604,1319421,2535859,4663656,2181604,1013983,3261082,3734146,2533248,1103444,97454
2020:Q4,pct40to60,9757106,12037824,4052244,947030,1152098,2427810,881802,613290,1963550,2280717,1356465,854485,69767
2020:Q4,pct20to40,5222000,6495030,2594524,586486,401738,1124991,238721,284810,1263759,1273030,664172,574249,34609
2020:Q4,pct00to20,3524373,4206182,1709471,373237,571719,266834,73244,434975,776702,681809,314205,341984,25620
2021:Q1,pct99to100,31395126,32631977,4405583,688468,14935846,637544,1270608,5511687,5182241,1236851,799564,85965,351322
2021:Q1,pct80to99,60471814,67362640,14840379,2162482,17712918,8543748,7762913,5419342,10920858,6890826,5148347,1237687,504792
2021:Q1,pct60to80,17884622,21631927,6352847,1347463,2716497,4671366,2224068,1046404,3273282,3747305,2563194,1085967,98144
2021:Q1,pct40to60,10191177,12497814,4245324,963996,1263111,2428959,885993,673774,2036658,2306637,1388818,845304,72515
2021:Q1,pct20to40,5422930,6689117,2663525,601210,426150,1166267,246553,295247,1290165,1266187,670613,564284,31290
2021:Q1,pct00to20,3598779,4292348,1763625,387761,613414,262639,76091,449247,739571,693569,321865,348001,23703
2021:Q2,pct99to100,33119336,34394885,4677522,716897,16131778,640705,1322409,5755731,5149843,1275550,833637,103005,338908
2021:Q2,pct80to99,63642924,70816600,15796686,2281172,19287974,8630929,8121028,5717339,10981473,7173676,5313572,1321956,538148
2021:Q2,pct60to80,18579888,22524228,6774695,1420235,2914955,4687515,2337607,1111516,3277706,3944340,2696305,1149761,98274
2021:Q2,pct40to60,10713157,13137100,4560722,1012159,1380337,2433348,920832,772058,2057644,2423943,1475739,873460,74744
2021:Q2,pct20to40,5639103,6950865,2789076,637692,453048,1208179,261157,308821,1292893,1311762,692837,589864,29061
2021:Q2,pct00to20,3779092,4490541,1871040,421274,657543,259052,78979,470218,732436,711450,340599,347127,23724
2021:Q3,pct99to100,33697659,34988184,4893284,734136,16190946,640657,1308827,6029474,5190859,1290524,849174,111559,329791
2021:Q3,pct80to99,65251738,72571350,16521211,2369749,19662347,8682928,8139008,6046902,11149206,7319613,5386426,1361019,572168
2021:Q3,pct60to80,18960850,22996848,7104462,1473435,2917713,4685465,2316943,1182821,3316008,4035998,2770995,1165069,99934
2021:Q3,pct40to60,11114976,13591779,4806573,1048755,1427995,2430854,901587,878421,2097594,2476804,1520585,877617,78602
2021:Q3,pct20to40,5835407,7156014,2900636,663105,453232,1248982,263162,322940,1303957,1320607,701642,590267,28698
2021:Q3,pct00to20,3911635,4638763,1955532,444437,675851,254122,82441,492380,733999,727128,346906,354646,25576
2021:Q4,pct99to100,34702759,36016335,4980404,750503,16900898,644931,1352605,6171174,5215820,1313576,866343,121881,325352
2021:Q4,pct80to99,67320174,74785453,16775265,2464529,20722176,8783012,8424928,6242562,11372981,7465280,5464405,1404856,596019
2021:Q4,pct60to80,19367608,23508708,7253089,1529985,3032920,4708216,2398635,1228563,3357300,4141100,2849000,1187765,104335
2021:Q4,pct40to60,11502093,14040024,4962210,1088699,1515270,2437839,921972,955682,2158352,2537931,1568859,883443,85629
2021:Q4,pct20to40,5996418,7335415,2951527,689392,468832,1291480,274732,334721,1324730,1338997,711480,595024,32493
2021:Q4,pct00to20,3986410,4728392,1981256,467999,709011,251003,85122,509426,724575,741982,354401,355554,32027
2022:Q1,pct99to100,34315699,35636646,5455773,773063,15891488,624512,1283498,6280123,5328189,1320947,877721,126287,316939
2022:Q1,pct80to99,68138637,75723991,18445913,2564554,19951217,8610933,8100478,6405392,11645504,7585354,5544668,1430259,610427
2022:Q1,pct60to80,19654327,23885708,7922677,1590829,2851955,4590059,2241219,1268077,3420892,4231381,2935175,1190205,106001
2022:Q1,pct40to60,11883673,14462839,5367777,1129743,1495070,2391223,844957,1025966,2208102,2579166,1611154,878810,89202
2022:Q1,pct20to40,6284617,7621741,3181694,719156,443876,1325324,263643,345976,1342072,1337125,718256,585949,32920
2022:Q1,pct00to20,4187191,4945008,2168415,494924,701921,237480,88229,525272,728767,757817,357010,365464,35343
2022:Q2,pct99to100,31542699,32886878,5740648,773897,12803685,599182,1141949,6504658,5322859,1344178,897795,138615,307768
2022:Q2,pct80to99,65458773,73144363,19379663,2620230,16919466,8404830,7396641,6687561,11735972,7685590,5629212,1483068,573310
2022:Q2,pct60to80,19117258,23463468,8365922,1621791,2312005,4445948,1946336,1330610,3440856,4346210,3017083,1221424,107703
2022:Q2,pct40to60,11962040,14609824,5711570,1154775,1337459,2341500,713382,1123822,2227317,2647784,1665074,889707,93003
2022:Q2,pct20to40,6388681,7750190,3342704,730865,369207,1360713,239155,359339,1348207,1361509,729836,595705,35968
2022:Q2,pct00to20,4247804,5022957,2283466,505014,641843,221500,90852,545700,734581,775153,366714,365607,42832
2022:Q3,pct99to100,30340415,31708444,5472827,780971,11970498,580199,1089784,6429768,5384397,1368029,918890,151069,298070
2022:Q3,pct80to99,63762081,71553514,18576431,2681919,16282536,8270299,7155406,6662797,11924126,7791434,5684894,1526985,579555
2022:Q3,pct60to80,18618685,23042732,8229512,1657505,2161367,4338341,1830841,1334160,3491007,4424047,3073628,1241351,109068
2022:Q3,pct40to60,11911692,14620434,5748152,1181210,1320161,2305874,654118,1151916,2259002,2708742,1713675,898646,96421
2022:Q3,pct20to40,6382976,7763742,3310428,746295,348030,1399201,231642,367440,1360706,1380766,740927,603388,36451
2022:Q3,pct00to20,4155832,4948417,2184244,518752,634737,208115,92898,554537,755134,792585,378173,367957,46455
2022:Q4,pct99to100,31074454,32463278,5417673,788903,12711826,569069,1136653,6259942,5579212,1388824,931676,157779,299369
2022:Q4,pct80to99,64523653,72330787,18291148,2704739,17101069,8152953,7402186,6488238,12190454,7807134,5740538,1560567,506029
2022:Q4,pct60to80,18536622,23026672,7979463,1672105,2289847,4277558,1918674,1300659,3588367,4490051,3105664,1274103,110284
2022:Q4,pct40to60,11727653,14481782,5544794,1190499,1371154,2284548,688837,1111111,2290839,2754129,1739672,916335,98122
2022:Q4,pct20to40,6299056,7711605,3212592,753943,366017,1398777,240316,364931,1375030,1412549,749960,620905,41684
2022:Q4,pct00to20,4175798,4981086,2149242,525273,654900,203295,93343,548528,806505,805287,386585,364555,54147
2023:Q1,pct99to100,32065785,33466044,5410598,795106,13570734,574787,1188606,6145432,5780781,1400259,943291,159771,297197
2023:Q1,pct80to99,66010550,73812242,18247193,2740309,18047472,8221874,7709891,6370614,12474888,7801692,5756577,1556116,488999
2023:Q1,pct60to80,18936772,23416478,7971815,1693573,2438649,4313476,2033188,1278163,3687615,4479706,3104299,1267668,107739
2023:Q1,pct40to60,11860699,14626672,5552047,1206511,1429918,2300291,736225,1083043,2318637,2765973,1754421,917129,94423
2023:Q1,pct20to40,6352907,7770967,3213855,763457,386820,1404514,251618,363624,1387079,1418060,756980,623039,38041
2023:Q1,pct00to20,4252053,5060965,2146082,532796,678065,205599,94128,544936,859359,808912,395047,363011,50854
2023:Q2,pct99to100,33451848,34865001,5703999,804719,14453621,580794,1237115,6257163,5827589,1413153,952455,164448,296250
2023:Q2,pct80to99,68583935,76447751,19351801,2771618,19008492,8289498,7987682,6485591,12553070,7863816,5792072,1574099,497645
2023:Q2,pct60to80,19648654,24166085,8365865,1713414,2591271,4348613,2138494,1300366,3708062,4517431,3124006,1286429,106996
2023:Q2,pct40to60,12138903,14930799,5699943,1219423,1488409,2314184,779625,1108920,2320295,2791896,1772431,925992,93473
2023:Q2,pct20to40,6538498,7972192,3364974,773719,407983,1407493,261849,365946,1390228,1433694,763274,633931,36489
2023:Q2,pct00to20,4432642,5239725,2273871,541718,700685,208114,94525,549697,871115,807083,401339,356785,48959
2023:Q3,pct99to100,32860375,34286474,5772610,803240,13841578,571042,1209517,6256772,5831715,1426099,962338,167421,296340
2023:Q3,pct80to99,67975398,75919329,19597853,2776017,18343366,8181871,7959049,6485166,12576007,7943931,5837538,1582060,524333
2023:Q3,pct60to80,19545926,24102378,8456452,1715626,2485500,4292742,2141853,1300260,3709945,4556452,3152593,1296776,107083
2023:Q3,pct40to60,12095355,14911937,5733173,1221909,1448036,2292827,788237,1108998,2318756,2816582,1794514,928467,93601
2023:Q3,pct20to40,6553456,7999105,3404836,774114,393333,1404040,262312,365821,1394649,1445649,770263,639932,35454
2023:Q3,pct00to20,4454094,5257780,2304907,541874,685113,203987,95580,549540,876779,803685,408214,348391,47080
2023:Q4,pct99to100,34459623,35899577,5721690,811668,15376350,592648,1300116,6065637,6031468,1439954,970799,171961,297194
2023:Q4,pct80to99,70123999,78119973,19442386,2781251,20005750,8419434,8305671,6288581,12876900,7995975,5871809,1601758,522408
2023:Q4,pct60to80,20006156,24602608,8390355,1720371,2750579,4416042,2256919,1262404,3805938,4596452,3172341,1316669,107442
2023:Q4,pct40to60,12226983,15071238,5704221,1222372,1548385,2339648,826268,1063978,2366366,2844255,1811717,938601,93937
2023:Q4,pct20to40,6570937,8034029,3366084,778492,429966,1411116,273183,362371,1412817,1463092,776115,651022,35955
2023:Q4,pct00to20,4506014,5312104,2280298,546285,723607,213148,94404,542023,912339,806090,414049,344341,47700
2024:Q1,pct99to100,36289227,37737775,5994952,821710,16881046,597695,1373000,5978896,6090477,1448548,977979,170600,299969
2024:Q1,pct80to99,73303879,81343195,20477368,2812522,21636103,8481107,8706055,6199509,13030531,8039316,5885110,1589308,564898
2024:Q1,pct60to80,20859211,25442680,8756246,1740194,3010480,4448202,2408081,1245399,3834078,4583469,3173293,1301279,108897
2024:Q1,pct40to60,12547675,15399330,5836688,1235326,1646856,2354011,887415,1042503,2396531,2851655,1820726,935360,95569
2024:Q1,pct20to40,6792051,8254933,3505237,788615,465892,1416719,287811,361529,1429130,1462882,780627,646492,35763
2024:Q1,pct00to20,4661217,5475432,2399531,554799,761402,215164,94703,539481,910351,814215,418889,348932,46394
2024:Q2,pct99to100,36970401,38429934,6234569,826051,17238684,600449,1393594,6030400,6106187,1459533,986575,172852,300106
2024:Q2,pct80to99,74752967,82863048,21381539,2830054,22027175,8515340,8829503,6252595,13026842,8110081,5928089,1598067,583925
2024:Q2,pct60to80,21306344,25924978,9073952,1751027,3072354,4466065,2454833,1255739,3851008,4618634,3199042,1310756,108836
2024:Q2,pct40to60,12698204,15571940,5943988,1242932,1670838,2362171,906758,1053804,2391449,2873736,1839055,939219,95462
2024:Q2,pct20to40,6927926,8401240,3629493,793746,474498,1420150,292402,363033,1427918,1473314,786925,651767,34622
2024:Q2,pct00to20,4803990,5617646,2505540,558940,770745,216252,94964,542196,929009,813656,424228,344749,44679
2024:Q3,pct99to100,38418864,39886067,6204425,830848,18455250,605900,1455774,6051081,6282789,1467203,994038,173813,299352
2024:Q3,pct80to99,76578747,84750913,21263501,2850124,23334803,8577961,9165159,6273943,13285423,8172166,5973037,1612328,586801
2024:Q3,pct60to80,21696157,26355248,9035603,1763424,3282189,4498632,2583890,1259928,3931582,4659092,3228211,1322265,108616
2024:Q3,pct40to60,12854380,15754816,5936806,1251617,1748746,2375471,958888,1058120,2425168,2900436,1856990,948109,95337
2024:Q3,pct20to40,6966643,8450028,3614657,799667,503347,1423650,304738,363792,1440178,1483385,792651,656576,34158
2024:Q3,pct00to20,4846799,5671372,2491698,563831,800240,218510,94914,543472,958706,824572,428701,351772,44099
2024:Q4,pct99to100,38597290,40046535,6150067,838205,18613020,611405,1455486,6082629,6295723,1449245,1005747,170484,273014
2024:Q4,pct80to99,76779989,84970508,21040785,2892186,23508510,8641092,9136667,6306466,13444803,8190520,6014298,1586523,589699
2024:Q4,pct60to80,21729534,26367202,8964793,1788896,3309518,4531462,2568538,1266269,3937726,4637669,3249601,1295690,92378
2024:Q4,pct40to60,12926336,15820854,5921512,1270388,1759518,2388843,950833,1064999,2464761,2894517,1878807,936452,79258
2024:Q4,pct20to40,7013091,8476181,3591683,811210,507166,1427116,303304,364744,1470958,1463090,800562,645983,16545
2024:Q4,pct00to20,4839265,5653047,2467831,573294,804482,220792,94769,545171,946707,813781,436794,352751,24236
2025:Q1,pct99to100,37898105,39331816,6116343,861873,17830797,612555,1424021,6070136,6416091,1433711,1011969,167218,254524
2025:Q1,pct80to99,76034816,84207259,20975031,2927256,22697127,8667355,8971791,6293961,13674738,8172443,6034307,1568066,570070
2025:Q1,pct60to80,21607400,26217904,8929030,1813622,3175431,4545423,2496857,1264215,3993327,4610504,3254267,1274068,82169
2025:Q1,pct40to60,12906649,15794290,5916710,1282032,1714189,2398887,920853,1059544,2502075,2887641,1885804,929715,72122
2025:Q1,pct20to40,7004057,8457281,3551089,827044,489169,1436202,296913,366261,1490603,1453224,804935,637396,10893
2025:Q1,pct00to20,4824935,5641032,2446657,587445,788481,221007,95526,546771,955145,816097,439839,358609,17649
