Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1989:Q3,TopPt1,7.6,3.8,2,10.3,9.9,4.5,10.1,26.5,20,58.1,25.3,40.4,4.8,14.6,3.8,0.4,3.2,0.4,19.9,2.1,1.4,1.4,0.7,2.7,8,6.4,2.9,8.6,103846,7790576
1989:Q3,RemainingTop1,12.7,7.4,7,8.6,15.8,13.5,20.1,21.7,24.1,10.3,17.6,23.1,10.1,28,9.4,3.9,10.9,4.2,24.3,6.4,2.5,2.5,2.8,0.7,18.1,8.3,9.5,14.2,825169,2310313
1989:Q3,Next9,34.9,27.7,29.3,22.1,39.2,38.1,40.6,37.1,39.6,24.9,43.8,27.9,65.3,39,29.4,48.1,42.4,45.1,34.3,25.7,15.1,15,16.6,7.6,28.1,30.6,29.7,38,8368767,487306
1989:Q3,Next40,37.5,47.5,49.7,39.7,31.6,38.5,27.2,13.5,14.9,6.3,12.9,8.3,19,17.2,45.4,43.2,37.6,46.6,20.1,48.1,49.4,49.5,52.2,45.2,29.4,30.7,45.8,35.7,37210426,65850
1989:Q3,Bottom50,7.2,13.6,12,19.2,3.5,5.5,2,1.2,1.4,0.4,0.5,0.2,0.8,1.1,12,4.3,5.8,3.7,1.4,17.7,31.5,31.6,27.8,43.9,16.5,24,12.1,3.5,46511893,
1989:Q4,TopPt1,7.7,3.9,2.2,10.3,9.9,4.5,10.8,26.2,20.1,55.3,25.7,39.5,5.5,14.8,3.7,0.4,3,0.5,19.9,2,1.3,1.3,0.6,2.4,8,6.4,3.1,8.7,102608,
1989:Q4,RemainingTop1,12.7,7.5,7.2,8.5,15.8,13.3,20.3,22.1,24.3,11.6,18.1,23,10.8,27.8,9.2,4,10.9,4.4,24.4,6.3,2.7,2.6,2.9,0.8,17.9,9.3,10.3,14.3,828651,
1989:Q4,Next9,34.9,27.8,29.5,21.6,39.1,37.9,40.4,37,39.4,25.5,43.1,28.7,64,38.8,29.8,48,42.6,44.5,34.4,25.7,15.3,15.2,16.9,7.9,27.9,31,29.9,37.9,8384045,
1989:Q4,Next40,37.5,47.3,49.3,40.1,31.7,38.8,26.6,13.5,14.8,7.2,12.7,8.5,18.8,17.4,45.4,43.4,37.7,47,20,48.1,49,49,51.8,44.6,29.1,30.4,44.8,35.7,37313963,
1989:Q4,Bottom50,7.2,13.5,11.8,19.5,3.5,5.6,2,1.2,1.4,0.4,0.5,0.2,0.9,1.2,11.9,4.1,5.8,3.6,1.4,17.9,31.7,31.8,27.9,44.3,17.1,22.9,11.9,3.4,46632972,
1990:Q1,TopPt1,7.6,3.9,2.3,9.5,9.8,4.5,11.9,25.7,20.1,52.8,26.2,38.2,6.2,14.1,3.5,0.3,2.8,0.6,19.9,2,1.2,1.2,0.6,2.2,8,6.2,2.8,8.6,101485,
1990:Q1,RemainingTop1,12.6,7.5,7.2,8.4,15.6,13,20.4,22.5,24.5,12.7,17.3,20.7,11.6,27.7,8.8,4.2,10.9,4.6,24.4,6.2,2.8,2.7,2.9,0.8,17.8,10.2,9.4,14.2,832042,
1990:Q1,Next9,34.7,27.6,29.2,21.8,39,37.9,40,37.1,39.3,26.4,43.1,31.5,62.7,38.8,30.2,47.9,42.9,44,34.4,25.6,15.7,15.6,17.3,7.8,27.8,31.6,30.3,37.7,8400225,
1990:Q1,Next40,37.7,47.2,49.1,40.5,32.1,39.1,25.7,13.5,14.8,7.7,12.8,9.4,18.7,18.2,45.6,43.6,37.5,47.3,19.9,48.1,48.5,48.5,51.3,43.8,28.8,30,45.6,36,37416262,
1990:Q1,Bottom50,7.3,13.8,12.2,19.8,3.5,5.6,1.9,1.2,1.4,0.4,0.5,0.3,0.9,1.2,11.9,4,5.8,3.6,1.4,18.1,31.8,31.9,28,45.4,17.6,22,12,3.5,46753755,
1990:Q2,TopPt1,7.7,4,2.5,9.5,9.8,4.4,11.4,25.4,20.3,49.8,26.1,37.5,6.9,14.4,3.4,0.2,2.7,0.6,20,2,1.1,1.1,0.5,1.9,8.1,6.1,2.7,8.7,100473,
1990:Q2,RemainingTop1,12.7,7.6,7.4,8.2,15.6,12.7,20.5,22.8,24.6,14.1,18.5,22.2,12.3,27.5,8.4,4.2,10.9,4.7,24.4,6.2,2.8,2.8,2.9,0.9,17.6,11.1,9.1,14.2,835347,
1990:Q2,Next9,34.7,27.6,29.4,21.3,38.9,37.8,40.3,37,39.1,27,42.2,30.9,61.4,38.5,30.5,48.7,43.3,43.4,34.5,25.6,16,16,17.7,7.9,27.7,32.1,30.6,37.7,8417272,
1990:Q2,Next40,37.7,47.1,48.9,40.9,32.2,39.4,25.9,13.6,14.6,8.6,12.6,9.1,18.5,18.4,45.8,43.2,37.3,47.7,19.7,48,48.1,48.1,50.9,43.2,28.4,29.6,45.7,36.1,37517432,
1990:Q2,Bottom50,7.2,13.6,11.8,20.1,3.5,5.6,1.9,1.2,1.4,0.5,0.5,0.3,0.9,1.3,11.8,3.7,5.8,3.5,1.4,18.2,31.9,32,28,46,18.3,21,11.9,3.3,46874314,
1990:Q3,TopPt1,7.4,3.9,2.6,8.6,9.5,4.4,12.3,24.9,20.6,46.9,26.1,36.7,7.6,12.3,3.3,0.2,2.5,0.7,20.1,2,1,1,0.5,1.7,8.2,6.3,2.6,8.5,99568,
1990:Q3,RemainingTop1,12.5,7.6,7.4,8.3,15.4,12.4,20.7,23.2,24.7,15.5,19.5,23.3,13,27.5,8.1,4.4,11,4.9,24.4,6.1,2.9,2.9,3,1,17.2,12.2,8.7,14,838568,
1990:Q3,Next9,34.5,27.3,28.9,21.7,38.7,37.7,40.1,37.1,38.9,27.8,41.4,30.6,60.1,38.7,30.9,47.8,43.8,42.9,34.5,25.6,16.3,16.2,17.9,8.1,27.6,32.5,30.9,37.4,8435149,
1990:Q3,Next40,38.2,47.1,48.8,41.3,32.8,39.7,25.2,13.6,14.4,9.3,12.4,9,18.3,20.1,46,43.8,36.8,48.1,19.6,47.9,47.8,47.8,50.5,42.6,27.8,29.5,45.9,36.6,37617582,
1990:Q3,Bottom50,7.5,14,12.3,20.2,3.5,5.7,1.8,1.2,1.4,0.5,0.6,0.3,0.9,1.3,11.8,3.7,5.8,3.5,1.4,18.4,32,32.1,28,46.6,19.1,19.6,11.9,3.5,46994720,
1990:Q4,TopPt1,7.6,3.9,2.8,7.9,9.8,4.5,12.6,25,20.9,43.4,26.2,35.7,8.3,13.5,3.1,0.2,2.3,0.7,20.1,2,1,0.9,0.5,1.5,8.3,6.1,2.7,8.7,98767,
1990:Q4,RemainingTop1,12.6,7.6,7.4,8.2,15.5,12.2,20.8,23.5,24.8,17.4,19.3,22.3,13.7,27.1,7.7,4.5,10.9,5.1,24.4,6,3.1,3.1,3.1,1.1,17,13,9.2,14.1,841710,
1990:Q4,Next9,34.4,27.2,28.7,21.8,38.5,37.6,40,36.6,38.7,27.3,41.4,32.2,58.9,38.3,31.2,47.7,44,42.4,34.6,25.6,16.4,16.3,18,8.3,27.4,33,31.1,37.3,8453820,
1990:Q4,Next40,37.9,46.9,48.4,41.6,32.7,40,24.9,13.7,14.2,11.3,12.5,9.5,18.1,19.7,46.2,44,37,48.4,19.4,47.9,47.3,47.3,50.2,41.9,27.4,29.1,45.3,36.4,37716821,
1990:Q4,Bottom50,7.5,14.4,12.7,20.4,3.5,5.7,1.8,1.2,1.4,0.6,0.6,0.4,1,1.3,11.8,3.6,5.8,3.5,1.4,18.5,32.2,32.3,28.2,47.2,19.8,18.8,11.7,3.5,47115045,
1991:Q1,TopPt1,7.8,4,2.9,7.8,10,4.5,14.1,24.6,20.7,40.2,26.1,35,9,15.1,3,0.2,2.1,0.8,20,2,0.9,0.9,0.4,1.3,8.4,6.1,2.6,8.9,98065,
1991:Q1,RemainingTop1,12.8,7.7,7.6,8.1,15.6,11.9,21,23.9,25.1,19,20.5,23.7,14.5,26.7,7.3,4.6,10.8,5.2,24.5,6,3.2,3.2,3.2,1.1,16.8,13.9,8.7,14.3,844775,
1991:Q1,Next9,34.3,27.2,28.8,21.5,38.3,37.5,39.5,36.4,38.6,27.6,40.5,31.6,57.6,37.8,31.5,47.1,43.9,41.9,34.6,25.7,16.5,16.5,18.1,8.1,27.3,33.5,31.4,37.1,8473252,
1991:Q1,Next40,37.7,46.7,48,42,32.6,40.3,23.7,13.9,14.2,12.6,12.3,9.3,17.9,19.1,46.4,44.5,37.3,48.7,19.4,47.8,46.9,46.9,49.9,41,27,28.7,45.6,36.2,37815256,
1991:Q1,Bottom50,7.5,14.5,12.7,20.7,3.5,5.8,1.7,1.3,1.4,0.6,0.6,0.4,1,1.4,11.7,3.5,5.8,3.4,1.4,18.6,32.4,32.5,28.3,48.4,20.5,17.8,11.7,3.5,47235361,
1991:Q2,TopPt1,7.7,4,3,7.4,9.8,4.3,13.5,24.2,21,37,25.8,34.3,9.7,15,2.9,0.2,2,0.8,20,2,0.8,0.8,0.4,1.1,8.6,6,2.4,8.8,97460,
1991:Q2,RemainingTop1,12.7,7.7,7.6,8,15.6,11.6,21,24.3,25.2,20.6,22.6,26.5,15.2,26.4,7.1,4.7,10.8,5.4,24.5,6,3.3,3.3,3.3,1.2,16.4,14.8,7.9,14.3,847768,
1991:Q2,Next9,34.2,27.1,28.7,21.4,38.2,37.6,39.9,36.3,38.3,27.9,39.1,30,56.4,37.7,31.9,46.9,44.2,41.4,34.7,25.7,16.9,16.8,18.5,8.2,27.1,33.9,31.8,37,8493407,
1991:Q2,Next40,37.8,46.6,47.8,42.3,32.8,40.7,24,14,14,13.9,11.8,8.7,17.7,19.5,46.5,44.8,37.2,49,19.3,47.7,46.6,46.6,49.5,40.4,26.3,28.4,46.2,36.4,37912998,
1991:Q2,Bottom50,7.5,14.6,12.8,20.9,3.5,5.8,1.7,1.3,1.4,0.6,0.6,0.4,1,1.4,11.7,3.4,5.8,3.4,1.4,18.7,32.5,32.6,28.3,49.2,21.6,16.9,11.7,3.5,47355740,
1991:Q3,TopPt1,7.7,3.9,3.2,6.5,9.9,4.2,13.4,23.6,21.4,33.8,25.8,33.5,10.5,15.6,2.8,0.2,1.8,0.9,20,2,0.7,0.7,0.4,0.9,8.8,5.8,2.2,8.8,96947,
1991:Q3,RemainingTop1,12.8,7.7,7.6,8.1,15.6,11.2,21.1,24.7,25.3,22.1,23.5,27.3,16,26.2,6.7,4.8,10.8,5.5,24.6,5.9,3.4,3.4,3.3,1.3,16,15.2,7.2,14.3,850691,
1991:Q3,Next9,34,26.8,28.2,21.8,38.1,37.7,40,36.5,38.1,29.3,38.4,30,55.1,37.4,32.2,46.5,44.3,40.9,34.7,25.7,17.3,17.2,18.9,8.4,26.9,34.5,32.1,36.7,8514250,
1991:Q3,Next40,37.9,46.6,47.8,42.7,32.9,41.1,23.9,13.9,13.8,14.2,11.7,8.7,17.5,19.4,46.7,45.1,37.3,49.3,19.3,47.6,46.3,46.3,49.4,39.9,25.6,27.8,46.7,36.5,38010155,
1991:Q3,Bottom50,7.6,15,13.2,21,3.5,5.8,1.6,1.2,1.4,0.6,0.6,0.4,1,1.4,11.7,3.3,5.8,3.3,1.4,18.8,32.3,32.4,28,49.6,22.6,16.8,11.8,3.7,47476253,
1991:Q4,TopPt1,7.9,3.9,3.3,6,10.2,4.2,13.6,23.1,21.6,30.3,25.9,32.6,11.2,17.1,2.7,0.2,1.6,0.9,19.9,1.9,0.7,0.7,0.4,0.7,9,5.5,2.1,9.1,96523,
1991:Q4,RemainingTop1,12.9,7.7,7.7,8,15.8,10.9,21.2,25.1,25.4,23.8,22.9,25.7,16.8,25.9,6.4,4.9,10.7,5.6,24.6,5.9,3.4,3.4,3.3,1.4,15.7,15.6,6.6,14.5,853548,
1991:Q4,Next9,34,26.7,28.1,21.7,38,37.6,40,36.5,37.9,30.2,38.8,32,53.8,37.1,32.5,46.3,44.3,40.5,34.8,25.7,17.7,17.6,19.3,8.6,26.7,34.9,32.5,36.6,8535746,
1991:Q4,Next40,37.5,46.5,47.5,43.1,32.6,41.4,23.6,13.9,13.7,15,11.8,9.3,17.3,18.6,46.9,45.4,37.5,49.6,19.2,47.5,45.9,45.9,49.1,39.3,25,27.2,47.1,36.2,38106834,
1991:Q4,Bottom50,7.6,15.2,13.4,21.2,3.4,5.9,1.6,1.3,1.4,0.6,0.6,0.5,0.9,1.4,11.6,3.3,5.8,3.3,1.5,18.9,32.2,32.3,27.9,50,23.6,16.7,11.8,3.7,47596972,
1992:Q1,TopPt1,7.9,4,3.5,5.9,10,3.7,14.2,22.8,21.9,26.7,25.6,32,12,16.9,2.6,0.2,1.5,1,19.8,1.9,0.6,0.6,0.4,0.5,9.2,5.6,1.9,9,96184,
1992:Q1,RemainingTop1,12.9,7.8,7.8,7.9,15.8,10.4,21.3,25.6,25.5,25.7,27,31.4,17.6,25.6,6,5,10.7,5.8,24.7,5.8,3.4,3.4,3.2,1.4,15.3,16.6,6.2,14.5,856343,
1992:Q1,Next9,33.9,26.7,28.2,21.4,37.9,38,39.8,36.4,37.7,30.6,35.9,28.1,52.5,36.9,32.8,45.8,44.7,40.2,34.8,25.8,18.2,18.2,19.9,8.5,26.5,35.3,32.8,36.4,8557859,
1992:Q1,Next40,37.7,46.3,47.2,43.4,32.9,42,23.1,14,13.5,16.3,10.9,8,17,19.1,47,45.8,37.3,49.8,19.2,47.5,45.8,45.8,49,38.7,24.2,27,47.3,36.4,38203146,
1992:Q1,Bottom50,7.6,15.2,13.4,21.4,3.4,5.9,1.5,1.3,1.4,0.7,0.6,0.5,0.9,1.5,11.6,3.2,5.8,3.3,1.5,19,31.9,32,27.5,50.9,24.8,15.5,11.8,3.7,47717968,
1992:Q2,TopPt1,7.8,4,3.6,5.6,9.8,3.6,13.8,22.1,21.9,22.9,25.5,31.1,12.9,16.9,2.4,0.2,1.4,0.9,19.9,1.9,0.6,0.6,0.4,0.3,9.5,5.5,1.9,8.9,95927,
1992:Q2,RemainingTop1,12.8,7.9,7.9,7.8,15.5,10,21.4,26.1,25.7,27.6,28.7,33.3,18.5,25.4,5.7,5.1,10.7,5.3,24.7,5.7,3.5,3.5,3.2,1.5,14.8,17,5.8,14.3,859080,
1992:Q2,Next9,34,26.6,28.2,21.2,38.1,38,40.1,36.3,37.5,31.3,34.7,27.2,51.1,36.7,33,45.7,45,40.8,34.9,25.8,18.7,18.6,20.4,8.7,26.2,35.7,33.2,36.4,8580553,
1992:Q2,Next40,37.8,46.3,47,43.8,33.1,42.4,23.2,14.2,13.4,17.5,10.5,7.7,16.7,19.4,47.3,45.9,37.2,49.7,19.1,47.4,45.5,45.5,48.9,38.1,23.4,26.6,47.5,36.6,38299199,
1992:Q2,Bottom50,7.7,15.2,13.3,21.7,3.5,6,1.5,1.3,1.4,0.7,0.6,0.5,0.9,1.5,11.6,3.1,5.8,3.3,1.5,19.1,31.7,31.8,27.1,51.4,26.1,15.2,11.7,3.8,47839314,
1992:Q3,TopPt1,7.7,3.9,3.7,4.5,9.9,3.6,13.7,21.6,22.3,18.6,25.2,30.3,13.8,17.4,2.4,0.2,1.2,0.9,20,1.9,0.5,0.5,0.3,0.1,9.9,5.4,1.8,8.9,95747,9293235
1992:Q3,RemainingTop1,12.7,7.8,7.8,7.8,15.4,9.7,21.4,26.5,25.8,29.7,31.4,36.7,19.4,25.2,5.5,5.2,10.7,4.7,24.7,5.7,3.6,3.6,3.2,1.6,14.2,17.8,5.5,14.2,861760,2646273
1992:Q3,Next9,33.9,26.2,27.5,21.7,38.2,38,40.3,36.5,37.3,32.8,32.8,25.3,49.6,36.5,33.3,45.5,45.1,41.5,34.9,25.7,18.9,18.9,20.7,8.9,25.9,36.1,33.5,36.3,8603793,561644
1992:Q3,Next40,37.8,46.3,46.9,44.2,33.1,42.7,23.2,14.1,13.2,18.1,9.9,7.1,16.4,19.4,47.3,46.1,37.3,49.6,18.9,47.4,45.2,45.2,48.6,37.5,22.3,26.3,47.6,36.6,38395101,79107
1992:Q3,Bottom50,7.9,15.8,14.1,21.8,3.5,6,1.4,1.3,1.4,0.7,0.7,0.6,0.8,1.5,11.6,3,5.7,3.3,1.5,19.3,31.8,31.9,27.1,52,27.8,14.4,11.7,4,47961081,
1992:Q4,TopPt1,8,3.9,3.7,4.7,10.2,3.9,13,22.4,22.9,20.1,31.4,38.9,13.9,18.1,2.6,0.2,1.3,0.8,19.8,2,0.5,0.5,0.4,0.1,9.5,5.5,2,9.2,95642,
1992:Q4,RemainingTop1,12.9,7.7,7.7,7.8,15.7,9.9,21.9,26.5,25.9,29.4,28.1,31.8,19.4,25.9,6.1,4.9,10.9,4.5,25.3,5.8,3.6,3.6,3.3,1.5,14.2,17.3,6,14.4,864389,
1992:Q4,Next9,33.8,26.1,27.3,21.6,38,37.6,40.5,35.6,36.2,32.8,30.3,22.4,49,36.1,32.1,46.7,44,42.1,34.4,25.4,18.5,18.5,20.4,8.7,24.6,34.3,32.5,36.2,8627543,
1992:Q4,Next40,37.5,46.3,47,43.8,32.7,42.5,23.1,14.1,13.4,17,9.5,6.4,16.7,18.3,47.5,45.3,37.6,49.3,18.9,47.3,45,44.9,48.3,37.4,23.6,26.5,47.8,36.3,38490977,
1992:Q4,Bottom50,7.9,16,14.3,22,3.5,6,1.4,1.3,1.5,0.7,0.7,0.6,0.9,1.5,11.7,2.9,6.2,3.2,1.6,19.5,32.4,32.5,27.7,52.3,28,16.5,11.8,4,48083357,
1993:Q1,TopPt1,8.3,4.2,3.6,6.1,10.5,3.9,13.1,23.2,23.5,22.3,36.5,45.3,14.1,18.3,2.8,0.2,1.3,0.8,19.9,2,0.6,0.5,0.4,0.1,9.2,5.4,2.1,9.5,95609,
1993:Q1,RemainingTop1,13,7.8,7.9,7.6,15.8,10,22.3,26.6,26,28.9,23.4,25,19.5,26.6,6.6,4.8,11.1,4.2,25.8,5.9,3.6,3.6,3.4,1.4,14.2,16.5,6.5,14.5,866967,
1993:Q1,Next9,33.8,26.4,28.1,20.4,37.8,37.5,40.5,34.3,35.3,30.8,29.9,22.6,48.4,35.7,31,47.4,43,42.7,33.9,25,18.3,18.2,20.1,8.2,23.3,32.6,31.5,36.2,8651764,
1993:Q1,Next40,37.2,46.1,46.8,43.5,32.4,42.6,22.6,14.4,13.6,17.3,9.5,6.6,16.9,17.9,47.7,44.8,38,49.2,18.8,47.3,44.7,44.7,48.1,36.9,25.1,26.5,47.9,36,38587016,
1993:Q1,Bottom50,7.7,15.6,13.6,22.5,3.5,6,1.4,1.4,1.6,0.7,0.7,0.6,1.1,1.5,11.9,2.8,6.6,3.2,1.6,19.8,32.9,33,28.1,53.5,28.2,19,12,3.7,48206291,
1993:Q2,TopPt1,8.4,4.1,3.5,6.1,10.7,4.1,12.7,24,23.9,24,40.7,50.3,14.3,18.2,3.1,0.2,1.3,0.7,20,2.1,0.6,0.5,0.4,0,8.9,5.5,2.3,9.6,95648,
1993:Q2,RemainingTop1,13.1,7.8,7.8,7.5,15.9,10.1,22.8,26.7,26.2,28.5,19.8,19.8,19.6,27.3,7.2,4.6,11.3,4,26.3,6,3.6,3.6,3.4,1.3,14.1,16.1,7,14.6,869495,
1993:Q2,Next9,33.6,26.1,27.7,20.4,37.6,37.3,40.7,33.3,34.3,29.9,29.3,22.5,47.8,35.4,29.9,48.1,42.2,43.2,33.4,24.7,17.9,17.8,19.8,7.9,22.1,30.8,30.5,36.1,8676418,
1993:Q2,Next40,37.2,46.2,47,43.2,32.3,42.5,22.4,14.6,13.9,16.9,9.5,6.8,17.1,17.6,47.8,44.4,38.1,49,18.6,47.3,44.4,44.4,47.7,36.6,26.4,26.6,48.1,36,38683423,
1993:Q2,Bottom50,7.8,15.9,13.9,22.7,3.5,6,1.5,1.4,1.7,0.7,0.7,0.6,1.2,1.5,12.1,2.8,7.1,3.1,1.6,20.1,33.5,33.6,28.6,54.2,28.5,21,12.1,3.7,48330050,
1993:Q3,TopPt1,8.5,4,3.4,6,11,4.4,12.4,24.7,24.4,25.8,44.8,55.7,14.5,18.5,3.3,0.2,1.3,0.6,20.2,2.1,0.6,0.6,0.4,0,8.6,5.4,2.5,9.8,95756,
1993:Q3,RemainingTop1,13.2,7.7,7.7,7.6,16.1,10.3,23.3,26.8,26.3,28.1,18.6,18.2,19.7,27.9,7.8,4.4,11.5,3.7,26.8,6,3.6,3.6,3.5,1.3,14.1,15.3,7.5,14.7,871975,
1993:Q3,Next9,33.3,25.8,27.3,20.7,37.3,36.9,40.8,32.2,33.4,28.7,26.9,19.6,47.1,35,28.8,48.9,41.5,43.7,32.9,24.3,17.4,17.4,19.4,7.7,20.8,29.4,29.5,35.8,8701467,
1993:Q3,Next40,37.1,46.4,47.4,42.9,32.1,42.4,22.1,14.8,14.2,16.7,9,6,17.4,17.1,47.9,43.8,38.3,48.8,18.4,47.2,44.1,44.1,47.4,36.4,27.7,26.6,48.2,35.9,38780403,
1993:Q3,Bottom50,7.9,16.2,14.3,22.9,3.5,6,1.5,1.5,1.8,0.7,0.8,0.6,1.3,1.5,12.2,2.7,7.4,3.1,1.6,20.3,34.3,34.4,29.3,54.6,28.8,23.3,12.3,3.7,48454799,
1993:Q4,TopPt1,8.8,4,3.3,6.3,11.3,4.6,12.6,25.8,25.1,27.7,48.3,60,14.7,18.7,3.5,0.2,1.3,0.6,20.4,2.1,0.6,0.6,0.4,0.1,8.3,5.3,2.6,10.1,95934,
1993:Q4,RemainingTop1,13.3,7.6,7.6,7.5,16.4,10.5,23.7,26.7,26.3,27.7,16.9,15.9,19.7,28.4,8.4,4.3,11.7,3.5,27.3,6.1,3.7,3.6,3.6,1.3,14,14.7,8.1,14.9,874407,
1993:Q4,Next9,33.1,25.6,27.1,20.4,37.1,36.7,40.7,30.8,32.5,26.6,25.3,18,46.4,34.7,27.7,49.2,40.8,44.2,32.4,24,17.1,17.1,19.1,7.7,19.5,28,28.5,35.7,8726871,
1993:Q4,Next40,36.9,46.5,47.5,42.7,31.8,42.3,21.5,15.2,14.3,17.3,8.7,5.6,17.7,16.7,48,43.7,38.4,48.7,18.3,47.2,43.8,43.8,47.1,36.5,29.1,26.6,48.4,35.8,38878161,
1993:Q4,Bottom50,8,16.3,14.4,23.2,3.5,6,1.5,1.5,1.8,0.7,0.8,0.6,1.5,1.5,12.4,2.6,7.8,3.1,1.6,20.6,34.9,35,29.8,54.4,29.1,25.4,12.5,3.6,48580705,
1994:Q1,TopPt1,8.9,4.1,3.2,7.1,11.4,4.7,12.8,27,26.1,29.2,51.5,63.8,14.9,18.3,3.7,0.3,1.4,0.5,20.6,2.2,0.6,0.6,0.4,0,8,5.4,2.8,10.2,96179,
1994:Q1,RemainingTop1,13.4,7.6,7.7,7.3,16.5,10.6,24.1,26.6,26.4,27.3,15.3,13.8,19.8,29.1,8.8,4.1,11.9,3.3,27.8,6.2,3.7,3.7,3.7,1.2,14.1,14.3,8.6,14.9,876793,
1994:Q1,Next9,32.9,25.7,27.4,19.7,36.8,36.4,40.6,29.8,31.4,26,23.9,16.6,45.7,34.3,26.7,49.5,40.2,44.7,31.9,23.6,16.7,16.6,18.7,7.4,18.2,26.5,27.5,35.6,8752593,
1994:Q1,Next40,36.9,46.5,47.6,42.4,31.7,42.2,21,15,14.3,16.8,8.5,5.3,17.9,16.8,48.2,43.5,38.4,48.5,18,47.2,43.5,43.5,46.8,36.1,30.5,26.7,48.5,35.8,38976901,
1994:Q1,Bottom50,7.9,16.1,14,23.5,3.5,6,1.5,1.5,1.8,0.7,0.8,0.5,1.6,1.5,12.5,2.6,8.1,3,1.6,20.8,35.5,35.6,30.4,55.4,29.2,27.2,12.6,3.5,48707933,
1994:Q2,TopPt1,9,4.1,3.1,7.4,11.6,4.9,12.5,28.3,27.3,30.8,54.7,67.8,15.2,18,3.9,0.3,1.4,0.4,21,2.2,0.6,0.6,0.4,0,7.6,5.4,3,10.4,96490,
1994:Q2,RemainingTop1,13.4,7.6,7.7,7.2,16.6,10.8,24.6,26.5,26.3,27,14.5,12.7,19.9,29.8,9.3,4,12,3,28.2,6.3,3.7,3.7,3.7,1.1,14.2,13.8,9.2,15,879134,
1994:Q2,Next9,32.7,25.6,27.3,19.6,36.6,36.2,40.7,28.8,30.3,25.3,21.9,14.3,44.9,33.9,25.7,49.4,39.6,45.2,31.4,23.3,16.4,16.3,18.4,7.3,16.9,24.9,26.5,35.4,8778593,
1994:Q2,Next40,36.9,46.6,47.9,42.1,31.6,42.2,20.7,14.9,14.3,16.3,8.1,4.7,18.2,16.8,48.4,43.6,38.6,48.4,17.8,47.1,43.3,43.3,46.5,36.1,32,26.8,48.6,35.9,39076829,
1994:Q2,Bottom50,8,16.1,14,23.7,3.5,6,1.5,1.5,1.9,0.7,0.9,0.5,1.8,1.5,12.7,2.6,8.4,3,1.6,21,36,36.1,30.9,55.4,29.2,29,12.8,3.4,48836649,
1994:Q3,TopPt1,9.1,4,3,7.2,11.9,5.2,12.7,29.3,28,32.3,57.6,71.2,15.5,18.1,4.2,0.3,1.4,0.4,21.2,2.3,0.6,0.6,0.4,0.1,7.3,5.5,3.2,10.5,96866,
1994:Q3,RemainingTop1,13.5,7.5,7.5,7.2,16.8,11,25,26.5,26.4,26.6,13.5,11.4,19.9,30.3,10,3.9,12.1,2.8,28.7,6.4,3.7,3.7,3.8,1.1,14.1,13.5,9.7,15.1,881431,
1994:Q3,Next9,32.4,25.2,26.8,19.8,36.3,35.9,40.7,28,29.3,25,20.3,12.6,44.1,33.5,24.9,49.8,39,45.6,30.9,23,16,16,18.2,7.4,15.6,23.3,25.5,35.1,8804833,
1994:Q3,Next40,36.8,46.8,48.2,41.9,31.5,42,20.2,14.7,14.4,15.4,7.7,4.2,18.5,16.6,48.2,43.5,38.8,48.2,17.6,47.1,43.1,43.1,46.3,36.2,33.4,26.9,48.7,35.8,39178149,
1994:Q3,Bottom50,8.1,16.5,14.4,23.8,3.6,6,1.5,1.5,1.9,0.6,0.9,0.5,1.9,1.5,12.7,2.6,8.7,3,1.6,21.3,36.6,36.6,31.3,55.3,29.5,30.8,12.9,3.4,48967020,
1994:Q4,TopPt1,9.3,3.9,2.9,7.4,12.2,5.4,13.2,30.7,29.5,33.9,60.3,74.3,15.8,17.9,4.4,0.4,1.4,0.3,21.5,2.3,0.6,0.6,0.4,0.1,7,5.4,3.4,10.8,97306,
1994:Q4,RemainingTop1,13.6,7.4,7.5,7.2,17,11.1,25.3,26.3,26.3,26.3,12.5,10.1,20,31,10.4,3.8,12.4,2.6,29.1,6.4,3.7,3.7,3.8,1.1,14.2,12.9,10.2,15.3,883686,
1994:Q4,Next9,32.1,25,26.5,19.7,36,35.5,40.5,26.8,28,23.7,18.8,11.2,43.2,33.1,23.9,49.6,38.5,46.1,30.4,22.7,15.8,15.8,18,7.6,14.4,22.4,24.5,34.9,8831275,
1994:Q4,Next40,36.7,46.8,48.2,41.7,31.3,41.9,19.6,14.6,14.3,15.5,7.5,3.9,18.8,16.5,48.4,43.7,38.7,48.1,17.4,47.1,42.9,42.9,46,36.5,34.9,26.9,48.8,35.7,39281066,
1994:Q4,Bottom50,8.2,16.9,14.8,24,3.6,6,1.5,1.5,1.9,0.6,0.9,0.5,2.1,1.5,12.9,2.6,9,2.9,1.6,21.5,37,37.1,31.7,54.7,29.5,32.5,13,3.4,49099211,
