Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
2022:Q3,TopPt1,11.7,4.6,4.1,7.5,15.3,10.3,14.4,17.1,17.1,NA,27.7,27.1,36,22.8,10.7,3.4,1.1,1.7,28.5,2.5,1,1,0.5,0.9,2.7,7.6,6.1,13.2,131658,46796886
2022:Q3,RemainingTop1,14.9,8.7,9.4,4.9,18,13.6,17.6,20.5,20.5,NA,22.4,23.2,10.3,26.1,17.7,8.5,11,4.9,24.6,5.4,4.3,4.2,3.2,2.2,28.4,23.2,18,16.3,1180107,11182618
2022:Q3,Next9,34.4,29.3,30.6,21.8,36.9,34.7,42.2,40.8,40.8,NA,35.1,35.8,25.6,37.6,30.6,41.6,45.3,37.9,31.6,22.1,19,19,22.9,9.9,11.3,15,32,36.5,11809728,2156311
2022:Q3,Next40,32.9,44.5,44.9,42.4,27.2,35.8,24.9,20.8,20.8,NA,14.5,13.6,27.8,12.4,33.1,44,37.5,52.8,14.3,49.2,44.4,44.4,50.1,34.5,24.7,22.3,35.1,31.4,52522772,242363
2022:Q3,Bottom50,6.1,12.9,11.1,23.4,2.7,5.5,0.9,0.8,0.8,NA,0.3,0.3,0.3,1,7.9,2.5,5.1,2.7,1,20.9,31.4,31.4,23.3,52.4,32.9,32,8.8,2.7,65662191,
2022:Q4,TopPt1,11.9,4.6,4.1,7.6,15.4,10.2,14.8,17.6,17.6,NA,27.7,27.1,36.2,23,10.7,3.3,1.1,1.8,28.3,2.5,1,1,0.5,1,2.5,8.2,5.9,13.4,131965,
2022:Q4,RemainingTop1,15.1,8.7,9.4,4.9,18.1,13.6,17.8,20.2,20.2,NA,23.7,24.6,10.3,26.1,17.7,8.5,11,4.9,24.7,5.4,4.2,4.2,3.1,2.2,28.7,25,16.6,16.5,1182862,
2022:Q4,Next9,34.4,29.3,30.6,21.7,36.9,34.9,41.9,40.7,40.7,NA,34.1,34.7,25.4,37.6,30.7,41.9,45.1,37.6,31.5,22,19,19,23,10,11.4,12.4,32.2,36.5,11837297,
2022:Q4,Next40,32.6,44.5,44.8,42.4,26.9,35.9,24.6,20.7,20.7,NA,14.2,13.3,27.8,12.3,33,43.8,37.7,53,14.4,49.2,44.5,44.5,50.1,34.7,25.3,22.1,36.4,31,52645384,
2022:Q4,Bottom50,6,13,11.1,23.5,2.7,5.5,0.9,0.7,0.7,NA,0.3,0.3,0.3,1,7.9,2.5,5.2,2.7,1,20.9,31.3,31.4,23.3,52.1,32.1,32.2,8.9,2.6,65815476,
2023:Q1,TopPt1,12,4.6,4.1,7.5,15.5,10.1,15.7,18.1,18.1,NA,27.7,27.1,36.2,23.1,10.7,3.1,1.1,1.8,28.2,2.5,1,1,0.6,1,2.8,8.3,6,13.5,132401,
2023:Q1,RemainingTop1,15.2,8.7,9.4,4.9,18.2,13.5,18,20,20,NA,24.4,25.4,10.3,26.1,17.8,8.3,10.9,4.9,24.8,5.4,4.1,4.1,3,2.2,28.2,25.3,17.1,16.7,1186763,
2023:Q1,Next9,34.5,29.3,30.6,21.7,37,35,41.4,40.7,40.7,NA,33.5,34,25.4,37.5,30.7,43.3,44.8,37.7,31.5,22,19.2,19.1,23.2,10.1,11.2,12,32.1,36.6,11876339,
2023:Q1,Next40,32.3,44.4,44.8,42.4,26.7,35.9,23.9,20.6,20.6,NA,14.1,13.1,27.8,12.2,32.9,42.9,37.9,52.9,14.5,49.2,44.5,44.6,50.1,34.7,24.5,22.1,35.9,30.7,52819019,
2023:Q1,Bottom50,5.9,13,11.1,23.5,2.6,5.5,0.9,0.6,0.6,NA,0.3,0.3,0.3,1,7.9,2.4,5.2,2.7,1,20.9,31.2,31.2,23.1,52,33.2,32.3,8.9,2.6,66032549,
2023:Q2,TopPt1,12.1,4.6,4,7.6,15.7,10,16.2,18.1,18.1,NA,27.7,27.1,36.3,23.3,10.7,3,1.1,1.7,28.3,2.5,1,1,0.6,1,2.9,8.2,6,13.6,132529,
2023:Q2,RemainingTop1,15.2,8.7,9.4,4.9,18.3,13.5,18.2,20,20,NA,24.4,25.4,10.3,26.1,17.8,8.1,10.9,4.9,24.7,5.4,4.1,4.1,3,2.2,28.1,25,17.1,16.7,1187919,
2023:Q2,Next9,34.5,29.2,30.5,21.7,37.1,35.1,41.2,40.7,40.7,NA,33.5,34.1,25.3,37.5,30.7,44.4,44.6,37.8,31.5,22,19.2,19.2,23.3,10.2,11.2,12.4,32.1,36.5,11887900,
2023:Q2,Next40,32.3,44.9,45.3,42.4,26.3,35.9,23.5,20.6,20.6,NA,14.1,13.1,27.8,12.1,32.9,42.3,38.2,52.8,14.4,49.2,44.6,44.6,50.1,34.9,24.3,22.1,35.9,30.7,52870437,
2023:Q2,Bottom50,5.8,12.6,10.7,23.5,2.6,5.5,0.9,0.6,0.6,NA,0.3,0.3,0.3,1,7.9,2.3,5.2,2.7,1,20.9,31.1,31.1,23.1,51.7,33.6,32.2,8.9,2.5,66096830,
2023:Q3,TopPt1,12,4.6,4,7.6,15.6,10,16.7,18.2,18.2,NA,27.6,27,36.2,23.2,10.7,2.5,1.1,1.8,28.3,2.5,1,1,0.6,1,2.9,8,6.1,13.4,132467,
2023:Q3,RemainingTop1,15.1,8.7,9.4,4.9,18.2,13.4,18.3,20,20,NA,26.3,27.5,10.3,26.1,17.8,7.6,10.9,4.9,24.7,5.4,4.1,4,2.9,2.2,28,24.3,17.5,16.6,1187359,
2023:Q3,Next9,34.5,29.2,30.5,21.7,37.1,35.2,40.9,40.7,40.7,NA,32,32.5,25.4,37.5,30.7,47.6,44.8,37.6,31.5,22,19.4,19.3,23.4,10.3,11.1,13.3,32.1,36.5,11882297,
2023:Q3,Next40,32.5,45,45.5,42.4,26.4,35.9,23.2,20.6,20.6,NA,13.8,12.8,27.8,12.2,32.9,40.3,38,53,14.4,49.2,44.6,44.6,50,35.1,24.2,22.2,35.6,30.9,52845519,
2023:Q3,Bottom50,5.9,12.5,10.6,23.5,2.6,5.5,1,0.6,0.6,NA,0.3,0.3,0.3,1,7.9,2.1,5.2,2.7,1,20.9,31,31.1,23.1,51.3,33.6,32.1,8.8,2.5,66065678,
2023:Q4,TopPt1,12.2,4.6,4,7.7,15.7,10,17.1,18.4,18.4,NA,27.6,27,36.3,23.4,10.7,2.9,1.1,1.7,28.1,2.5,1,1,0.6,1,2.9,8,6.1,13.7,132534,
2023:Q4,RemainingTop1,15.3,8.7,9.4,4.9,18.4,13.5,18.4,19.9,19.9,NA,25.6,26.7,10.3,26,17.8,8.1,10.8,4.9,24.8,5.4,4,4,2.9,2.2,28.1,24.4,17.8,16.8,1187963,
2023:Q4,Next9,34.6,29.2,30.6,21.6,37.1,35.2,40.7,40.6,40.6,NA,32.6,33.1,25.3,37.4,30.7,44.5,44.4,38.1,31.5,22,19.4,19.4,23.4,10.4,11.2,13.2,32,36.6,11888345,
2023:Q4,Next40,32.1,44.9,45.3,42.4,26.2,35.9,22.9,20.5,20.5,NA,13.9,12.9,27.8,12,32.9,42.2,38.5,52.6,14.5,49.2,44.6,44.6,50,35.3,24.3,22.2,35.2,30.5,52872415,
2023:Q4,Bottom50,5.7,12.6,10.6,23.5,2.6,5.5,1,0.5,0.5,NA,0.3,0.3,0.3,1,7.9,2.3,5.2,2.7,1.1,21,31,31,23.1,51.1,33.5,32.2,8.8,2.5,66099302,
2024:Q1,TopPt1,12.3,4.6,4,7.7,15.9,10,17.2,18.4,18.4,NA,27.6,27,36.4,23.7,10.7,2.8,1.1,1.7,28,2.5,1,1,0.6,1,2.8,7.7,6.2,13.7,132972,
2024:Q1,RemainingTop1,15.4,8.7,9.4,4.8,18.5,13.5,18.4,19.9,19.9,NA,25.7,26.8,10.3,26,17.9,7.9,10.8,4.9,24.9,5.4,4,4,2.9,2.2,28.2,23.5,18.6,16.9,1191882,
2024:Q1,Next9,34.6,29.2,30.5,21.5,37.1,35.1,40.6,40.7,40.7,NA,32.4,33,25.2,37.4,30.8,45.5,44.1,38.1,31.4,21.9,19.5,19.5,23.6,10.3,11.2,14.5,32,36.5,11927564,
2024:Q1,Next40,32,45.3,45.8,42.4,25.8,35.9,22.8,20.5,20.5,NA,13.9,12.9,27.8,11.9,32.8,41.6,38.7,52.6,14.6,49.2,44.5,44.6,50,35.1,24.4,22.3,34.6,30.4,53046841,
2024:Q1,Bottom50,5.6,12.2,10.3,23.5,2.6,5.5,1,0.5,0.5,NA,0.3,0.3,0.2,1,7.8,2.2,5.2,2.7,1.1,21,30.9,30.9,23,51.3,33.3,32,8.7,2.5,66317364,
2024:Q2,TopPt1,12.3,4.5,4,7.8,16,10,17.4,18.5,18.5,NA,27.6,27,36.5,23.7,10.7,2.7,1.1,1.7,28.1,2.5,1,1,0.6,1,2.9,7.5,6.2,13.7,133250,
2024:Q2,RemainingTop1,15.4,8.8,9.4,4.8,18.6,13.4,18.5,19.8,19.8,NA,26.1,27.3,10.3,26,17.9,7.9,10.8,4.9,24.9,5.3,4,4,2.8,2.2,28.1,23.1,18.6,16.8,1194379,
2024:Q2,Next9,34.6,29.2,30.4,21.5,37.2,35.2,40.5,40.6,40.6,NA,32.1,32.6,25.2,37.3,30.8,46,44.1,38.2,31.4,21.9,19.6,19.6,23.6,10.4,11.2,15,32,36.4,11952555,
2024:Q2,Next40,32.1,45.7,46.2,42.4,25.7,35.9,22.7,20.5,20.5,NA,13.8,12.8,27.9,11.9,32.7,41.3,38.8,52.6,14.6,49.3,44.5,44.6,49.9,35.3,24.3,22.3,34.6,30.6,53157983,
2024:Q2,Bottom50,5.6,11.9,10,23.6,2.6,5.5,1,0.5,0.5,NA,0.3,0.3,0.2,1,7.8,2.2,5.2,2.7,1.1,21,30.8,30.9,23,51.1,33.5,32,8.7,2.5,66456310,
2024:Q3,TopPt1,12.5,4.5,4,7.8,16.2,10,17.8,18.7,18.7,NA,27.6,27.1,36.6,23.9,10.7,2.6,1.2,1.7,28.1,2.5,1,1,0.6,1,2.9,7.5,6.1,13.9,133446,
2024:Q3,RemainingTop1,15.6,8.8,9.4,4.8,18.7,13.4,18.6,19.8,19.8,NA,24.3,25.2,10.3,26,18,7.7,10.7,4.9,24.9,5.3,4,3.9,2.8,2.2,28,23.1,17.7,17,1196130,
2024:Q3,Next9,34.7,29.2,30.4,21.5,37.2,35.2,40.3,40.6,40.6,NA,33.7,34.2,25,37.3,30.8,46.7,43.9,38.2,31.4,21.9,19.6,19.6,23.6,10.3,11.1,15.1,32.1,36.5,11970074,
2024:Q3,Next40,31.7,45.6,46.1,42.4,25.4,35.9,22.4,20.5,20.5,NA,14.1,13.2,27.9,11.8,32.7,40.8,39,52.5,14.6,49.3,44.5,44.5,49.9,35.2,24.2,22.3,35.3,30.2,53235901,
2024:Q3,Bottom50,5.5,12,10,23.6,2.5,5.5,1,0.5,0.5,NA,0.3,0.3,0.2,1.1,7.8,2.2,5.2,2.7,1.1,21,30.9,31,23.1,51.3,33.7,32,8.8,2.4,66553720,
2024:Q4,TopPt1,12.6,4.5,4,7.7,16.2,10,18.3,18.6,18.6,NA,27.5,26.8,36.7,23.9,10.7,2.7,1.2,1.7,28.1,2.5,1,1,0.6,1,4.6,7.2,6.1,14,133634,
2024:Q4,RemainingTop1,15.6,8.7,9.4,4.8,18.7,13.5,18.7,19.8,19.8,NA,31.3,33,10.3,26,18,7.9,10.7,4.9,24.8,5.3,3.7,3.7,2.8,2.2,25.4,22.3,17.7,17,1197819,
2024:Q4,Next9,34.6,29.1,30.4,21.5,37.1,35.1,40,40.6,40.6,NA,28,28.2,24.9,37.3,30.9,45.8,43.9,38.3,31.5,21.9,19.8,19.8,23.7,10.2,10,16.2,32.1,36.4,11986972,
2024:Q4,Next40,31.7,45.5,46,42.4,25.4,35.9,22,20.5,20.5,NA,12.9,11.7,27.9,11.8,32.6,41.4,39,52.4,14.5,49.3,44.5,44.6,49.9,35,20.2,22.4,35.3,30.1,53311050,
2024:Q4,Bottom50,5.5,12.1,10.1,23.6,2.6,5.5,1,0.5,0.5,NA,0.3,0.3,0.2,1.1,7.8,2.2,5.2,2.7,1.1,21,30.9,30.9,23.1,51.5,39.8,31.8,8.8,2.5,66647670,
2025:Q1,TopPt1,12.5,4.6,4,8,16,10.1,18.4,18.6,18.6,NA,27.5,26.8,36.8,23.8,10.7,2.8,1.1,1.7,28,2.5,1,1,0.6,1,5.7,7.3,6.3,13.8,134578,
2025:Q1,RemainingTop1,15.5,8.8,9.5,4.8,18.6,13.5,18.8,19.8,19.8,NA,30.2,31.7,10.2,26,18,8,10.7,4.9,24.9,5.3,3.6,3.6,2.8,2.2,23.8,22.4,19,17,1206279,
2025:Q1,Next9,34.6,29.2,30.6,21.3,37.1,35.1,39.9,40.6,40.6,NA,28.9,29.2,24.8,37.3,30.8,45.2,44,38.3,31.4,21.9,19.9,19.9,23.8,10.1,9.3,16.1,31.9,36.4,12071636,
2025:Q1,Next40,31.8,45.3,45.9,42.4,25.6,35.9,21.9,20.5,20.5,NA,13.1,12,27.9,11.8,32.7,41.8,38.9,52.5,14.6,49.3,44.6,44.7,49.9,34.9,17.7,22.4,34.1,30.3,53687589,
2025:Q1,Bottom50,5.6,12.1,10.1,23.6,2.6,5.5,1,0.5,0.5,NA,0.3,0.3,0.2,1,7.8,2.3,5.2,2.7,1.1,21,30.8,30.9,23,51.8,43.6,31.9,8.6,2.5,67118406,
