Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2024:Q1,HS,16849880,7164769,5814172,1350597,9685111,1408505,202014,330265,330265,0,96707,83088,13619,2368324,199070,310071,827588,2043072,1589742,309753,2449243,2445263,1506284,849461,62666,26851,3980,14400637,30825691
2024:Q1,NoHS,2657960,1660969,1338875,322094,996991,208719,18777,0,0,0,185,185,0,184859,17547,21163,57825,211164,200708,76044,452208,451838,260544,175136,14712,1447,370,2205752,11777755
2024:Q2,College,129924163,37554770,32867616,4687155,92369393,9795086,3399420,4551057,4551057,0,902115,849220,52895,38490342,1659390,1691392,8585064,11084508,11291529,919488,12633715,12601886,8820379,2842289,221839,717379,31829,117290448,54541170
2024:Q2,SomeCollege,27028956,10108311,8470521,1637789,16920645,2112343,381921,492055,492055,0,64022,59843,4178,4165791,244897,607229,1853170,4237219,2408036,353963,3803768,3798915,2573079,1141932,48125,35779,4852,23225188,35750264
2024:Q2,HS,17137053,7389355,6034083,1355272,9747698,1384201,204037,338181,338181,0,96836,83413,13423,2410886,199847,316538,839067,2047275,1597181,313649,2458086,2454115,1510121,856951,60388,26656,3971,14678967,30846895
2024:Q2,NoHS,2718615,1719396,1396862,322534,999219,206199,19170,0,0,0,181,181,0,187276,17532,21697,57899,211425,201022,76818,453385,453017,260337,176237,14654,1789,368,2265230,11755160
2024:Q3,College,133529874,37553237,32814575,4738662,95976637,9826111,3575435,4775175,4775175,0,969789,918047,51741,40938173,1685419,1724646,8997598,11190369,11355591,938332,12777284,12746765,8918609,2885526,220829,721801,30519,120752590,54929120
2024:Q3,SomeCollege,27250761,9999920,8364251,1635669,17250841,2095149,398161,512631,512631,0,65737,61706,4031,4402186,245625,617474,1932467,4229696,2394818,356897,3807535,3802793,2575271,1143321,48302,35900,4742,23443226,35592696
2024:Q3,HS,17406878,7372807,6006589,1366218,10034071,1385448,210311,350828,350828,0,93791,80592,13199,2588585,202389,326907,884233,2069431,1602264,319883,2474384,2470557,1522481,862182,59269,26626,3827,14932494,30990157
2024:Q3,NoHS,2680931,1680236,1361274,318962,1000695,202372,20011,0,0,0,194,194,0,195630,17328,22173,57869,210628,197663,76826,447651,447307,257268,173834,14390,1815,344,2233280,11577298
2024:Q4,College,134202609,37467074,32638768,4828306,96735535,10026865,3836769,4699220,4699220,0,742920,692245,50675,41311423,1697645,1702183,9020179,11298230,11441382,958719,12804780,12774118,9031350,2857938,127238,757591,30663,121397829,55311050
2024:Q4,SomeCollege,27138946,9898510,8251215,1647295,17240436,2109775,424879,498886,498886,0,56562,52660,3902,4403556,245037,597478,1919076,4231923,2392183,361080,3806741,3802025,2583869,1120429,56795,40932,4716,23332205,35508768
2024:Q4,HS,17334034,7288906,5910924,1377982,10045128,1394697,218079,343423,343423,0,100466,87560,12907,2591805,201988,313947,878266,2078227,1599716,324513,2398056,2394247,1515444,840336,12254,26214,3810,14935977,30923930
2024:Q4,NoHS,2658738,1656361,1335764,320596,1002377,202242,21683,0,0,0,137,137,0,195429,17244,21025,57443,212330,196998,77847,439244,438902,255147,169178,12057,2520,342,2219494,11535374
2025:Q1,College,132913061,37430887,32529219,4901668,95482174,10224443,3937114,4743657,4743657,0,779461,729784,49677,39822323,1701162,1692494,8825209,11353093,11432099,971120,12791857,12758687,9078988,2840212,79957,759529,33170,120121205,55830718
2025:Q1,SomeCollege,26934290,9880754,8205305,1675449,17053536,2141867,435726,502898,502898,0,58099,54290,3809,4222234,245276,588234,1866383,4245068,2382635,365116,3791237,3786380,2589710,1108929,47127,40615,4857,23143053,35785366
2025:Q1,HS,17169688,7278594,5886108,1392486,9891094,1410873,221197,344883,344883,0,99842,87144,12698,2464596,201484,306197,850575,2073161,1590980,327307,2361366,2357313,1509680,821332,0,26302,4053,14808322,31065507
2025:Q1,NoHS,2632543,1643896,1314228,329667,988647,202818,22162,0,0,0,145,145,0,186041,17158,20227,56644,210108,195174,78170,429160,428792,252742,164599,9011,2440,368,2203383,11535909
