Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2021:Q2,pct40to60,13137100,5572881,4560722,1012159,7564219,1311100,162458,134885,132031,2854,34090,24334,9756,1380337,167868,239264,681568,2433348,772058,247243,2423943,2420507,1475739,873460,25055,46253,3436,10713157,26029276,,
2021:Q2,pct20to40,6950865,3426767,2789076,637692,3524098,875974,81160,79356,77925,1431,4842,1175,3667,453048,78404,63535,197622,1208179,308821,173157,1311762,1310100,692837,589864,17724,9675,1662,5639103,26031453,,
2021:Q2,pct00to20,4490541,2292313,1871040,421274,2198228,470805,51338,42800,41954,846,17981,16528,1454,657543,51296,13385,65594,259052,470218,98217,711450,710446,340599,347127,18794,3926,1004,3779092,26031186,,
2021:Q3,pct99to100,34988184,5627420,4893284,734136,29360763,2898849,481706,784670,738919,45752,460416,446926,13491,16190946,464403,76786,1232041,640657,6029474,100815,1290524,1283148,849174,111559,99430,222985,7376,33697659,1305415,,
2021:Q3,pct80to99,72571350,18890959,16521211,2369749,53680391,6417368,1487137,1300024,1239320,60704,538297,493969,44329,19662347,927759,1621807,6517201,8682928,6046902,478620,7319613,7300892,5386426,1361019,68199,485247,18720,65251738,24775270,,
2021:Q3,pct60to80,22996848,8577898,7104462,1473435,14418950,2039338,306907,256686,246267,10420,112630,104717,7913,2917713,291510,646088,1670855,4685465,1182821,308937,4035998,4029982,2770995,1165069,43118,50799,6016,18960850,26076514,,
2021:Q3,pct40to60,13591779,5855328,4806573,1048755,7736451,1334947,162231,140586,134172,6414,35445,24676,10769,1427995,171411,233106,668481,2430854,878421,252974,2476804,2473297,1520585,877617,26211,48884,3507,11114976,26075028,,
2021:Q3,pct20to40,7156014,3563741,2900636,663105,3592273,887913,79029,80652,77587,3064,3465,165,3301,453232,75795,66725,196437,1248982,322940,177103,1320607,1319007,701642,590267,18709,8389,1600,5835407,26075241,,
2021:Q3,pct00to20,4638763,2399970,1955532,444437,2238793,468789,49932,43625,41951,1674,20128,18497,1631,675851,52417,13558,68883,254122,492380,99109,727128,726109,346906,354646,20653,3904,1019,3911635,26075830,,
2021:Q4,pct99to100,36016335,5730907,4980404,750503,30285428,3023173,492391,682749,682749,0,460305,447175,13130,16900898,456018,77805,1274800,644931,6171174,101184,1313576,1306444,866343,121881,104142,214078,7132,34702759,1307571,,
2021:Q4,pct80to99,74785453,19239795,16775265,2464529,55545659,6680429,1549671,1159550,1159550,0,549173,503413,45761,20722176,950574,1633833,6791095,8783012,6242562,483583,7465280,7446141,5464405,1404856,80325,496555,19139,67320174,24817929,,
2021:Q4,pct60to80,23508708,8783074,7253089,1529985,14725634,2098391,315098,221588,221588,0,118337,110930,7408,3032920,292160,641358,1757277,4708216,1228563,311727,4141100,4135088,2849000,1187765,47528,50794,6012,19367608,26121128,,
2021:Q4,pct40to60,14040024,6050909,4962210,1088699,7989115,1395751,168949,124358,124358,0,37505,25792,11713,1515270,174907,223776,698196,2437839,955682,256882,2537931,2534360,1568859,883443,30918,51140,3571,11502093,26121579,,
2021:Q4,pct20to40,7335415,3640919,2951527,689392,3694495,914597,82005,71937,71937,0,3235,289,2946,468832,73173,69313,205419,1291480,334721,179784,1338997,1337456,711480,595024,23393,7559,1541,5996418,26119486,,
2021:Q4,pct00to20,4728392,2449255,1981256,467999,2279137,466253,49581,34441,34441,0,21465,19674,1791,709011,53506,13619,71503,251003,509426,99329,741982,740944,354401,355554,26155,4834,1039,3986410,26121030,,
2022:Q1,pct99to100,35636646,6228836,5455773,773063,29407810,3091498,471938,722837,722837,0,499427,487044,12382,15891488,441136,77469,1206029,624512,6280123,101354,1320947,1313273,877721,126287,104146,205119,7674,34315699,1309721,,
2022:Q1,pct80to99,75723991,21010467,18445913,2564554,54713524,6831699,1544771,1225434,1225434,0,596050,550414,45636,19951217,959942,1584901,6515577,8610933,6405392,487608,7585354,7565145,5544668,1430259,85755,504463,20209,68138637,24861158,,
2022:Q1,pct60to80,23885708,9513506,7922677,1590829,14372202,2133769,313389,235134,235134,0,135407,128785,6621,2851955,289302,607543,1633676,4590059,1268077,313892,4231381,4225258,2935175,1190205,49135,50743,6124,19654327,26166354,,
2022:Q1,pct40to60,14462839,6497520,5367777,1129743,7965318,1432637,170125,132943,132943,0,36124,24205,11919,1495070,176066,199459,645498,2391223,1025966,260208,2579166,2575577,1611154,878810,32284,53328,3589,11883673,26169031,,
2022:Q1,pct20to40,7621741,3900850,3181694,719156,3720891,931713,81029,74658,74658,0,2265,0,2265,443876,70347,69030,194613,1325324,345976,182060,1337125,1335622,718256,585949,24602,6816,1502,6284617,26164274,,
2022:Q1,pct00to20,4945008,2663338,2168415,494924,2281669,463983,48476,38537,38537,0,25158,23452,1705,701921,53283,13152,75077,237480,525272,99331,757817,756721,357010,365464,28295,5952,1095,4187191,26166879,,
2022:Q2,pct99to100,32886878,6514544,5740648,773897,26372333,3051277,473651,799554,799554,0,474272,462650,11622,12803685,421896,76808,1065141,599182,6504658,102210,1344178,1337255,897795,138615,105429,195416,6923,31542699,1311867,,
2022:Q2,pct80to99,73144363,21999892,19379663,2620230,51144470,6766085,1587095,1346335,1346335,0,581146,535990,45156,16919466,960340,1521444,5875197,8404830,6687561,494972,7685590,7665374,5629212,1483068,93727,459367,20216,65458773,24905040,,
2022:Q2,pct60to80,23463468,9987713,8365922,1621791,13475755,2123392,318712,263340,263340,0,133046,127182,5864,2312005,284096,566784,1379552,4445948,1330610,318269,4346210,4340165,3017083,1221424,51689,49968,6045,19117258,26212283,,
2022:Q2,pct40to60,14609824,6866345,5711570,1154775,7743480,1423020,175170,148789,148789,0,39040,27074,11966,1337459,175665,171553,541829,2341500,1123822,265632,2647784,2644099,1665074,889707,34870,54448,3685,11962040,26217491,,
2022:Q2,pct20to40,7750190,4073569,3342704,730865,3676621,930323,82835,80268,80268,0,1614,0,1614,369207,67384,68067,171088,1360713,359339,185784,1361509,1360080,729836,595705,27106,7433,1429,6388681,26209693,,
2022:Q2,pct00to20,5022957,2788481,2283466,505014,2234476,462405,47957,47464,47464,0,24479,22885,1594,641843,52181,12558,78294,221500,545700,100094,775153,774060,366714,365607,31740,9999,1093,4247804,26213468,,
2022:Q3,pct99to100,31708444,6253799,5472827,780971,25454646,2989020,482564,960721,960721,0,439555,428592,10964,11970498,409256,76773,1013011,580199,6429768,103280,1368029,1361447,918890,151069,105250,186238,6582,30340415,1314011,1197734,9394874876
2022:Q3,pct80to99,71553514,21258351,18576431,2681919,50295164,6656588,1645159,1588416,1588416,0,555826,511053,44773,16282536,974737,1486266,5669140,8270299,6662797,503401,7791434,7770871,5684894,1526985,99020,459971,20563,63762081,24949660,151328,1197734
2022:Q3,pct60to80,23042732,9887017,8229512,1657505,13155716,2103775,326402,327486,327486,0,127485,122272,5213,2161367,282508,539492,1291349,4338341,1334160,323350,4424047,4418020,3073628,1241351,53223,49818,6027,18618685,26259006,90796,151328
2022:Q3,pct40to60,14620434,6929363,5748152,1181210,7691071,1404010,181531,181819,181819,0,42214,30159,12055,1320161,177700,150566,503552,2305874,1151916,271728,2708742,2704986,1713675,898646,36144,56521,3756,11911692,26267064,54444,90796
2022:Q3,pct20to40,7763742,4056723,3310428,746295,3707019,925198,85560,91787,91787,0,3578,2503,1075,348030,64613,68441,163201,1399201,367440,189971,1380766,1379400,740927,603388,28214,6871,1367,6382976,26255828,31247,54417
2022:Q3,pct00to20,4948417,2702996,2184244,518752,2245421,460974,47638,69838,69838,0,23149,21630,1519,634737,52436,12210,80688,208115,554537,101098,792585,791476,378173,367957,33801,11545,1109,4155832,26260886,0,31166
2022:Q4,pct99to100,32463278,6206576,5417673,788903,26256702,2900564,521938,1217724,1217724,0,418264,407564,10700,12711826,415227,77129,1059524,569069,6259942,105497,1388824,1383501,931676,157779,108125,185920,5323,31074454,1317078,,
2022:Q4,pct80to99,72330787,20995887,18291148,2704739,51334900,6481043,1733278,1940426,1940426,0,534067,490358,43709,17101069,987525,1497649,5904537,8152953,6488238,514116,7807134,7787577,5740538,1560567,105217,381254,19557,64523653,25007904,,
2022:Q4,pct60to80,23026672,9651568,7979463,1672105,13375105,2068273,339472,443432,443432,0,120864,115829,5035,2289847,285897,544524,1374150,4277558,1300659,330429,4490051,4484198,3105664,1274103,55477,48953,5852,18536622,26320307,,
2022:Q4,pct40to60,14481782,6735293,5544794,1190499,7746489,1366261,188935,234420,234420,0,42941,31344,11596,1371154,179943,152860,535977,2284548,1111111,278340,2754129,2750289,1739672,916335,39099,55183,3840,11727653,26328383,,
2022:Q4,pct20to40,7711605,3966534,3212592,753943,3745071,910985,90674,108613,108613,0,5292,4398,894,366017,64915,68974,171342,1398777,364931,194551,1412549,1411213,749960,620905,31374,8975,1336,6299056,26317122,,
2022:Q4,pct00to20,4981086,2674515,2149242,525273,2306571,462623,48642,116540,116540,0,21597,20219,1379,654900,53582,12307,81036,203295,548528,103520,805287,804235,386585,364555,37003,16091,1053,4175798,26322191,,
2023:Q1,pct99to100,33466044,6205704,5410598,795106,27260340,2806695,610912,1424367,1424367,0,407120,396381,10739,13570734,424781,78422,1110184,574787,6145432,106906,1400259,1394467,943291,159771,104925,186479,5793,32065785,1321422,,
2023:Q1,pct80to99,73812242,20987503,18247193,2740309,52824739,6295234,1926632,2200827,2200827,0,523323,479454,43869,18047472,1007938,1549263,6160628,8221874,6370614,520934,7801692,7781696,5756577,1556116,97634,371370,19996,66010550,25090385,,
2023:Q1,pct60to80,23416478,9665387,7971815,1693573,13751091,2031194,367309,545456,545456,0,117446,112392,5054,2438649,291295,568570,1464618,4313476,1278163,334915,4479706,4473768,3104299,1267668,52811,48990,5938,18936772,26407116,,
2023:Q1,pct40to60,14626672,6758558,5552047,1206511,7868114,1326286,204738,277945,277945,0,43679,32038,11641,1429918,183521,164819,571406,2300291,1083043,282468,2765973,2762147,1754421,917129,35424,55173,3826,11860699,26415219,,
2023:Q1,pct20to40,7770967,3977312,3213855,763457,3793655,896196,101996,119743,119743,0,6353,5453,899,386820,65377,71402,180216,1404514,363624,197414,1418060,1416707,756980,623039,27387,9301,1352,6352907,26403921,,
2023:Q1,pct00to20,5060965,2678878,2146082,532796,2382087,464714,50549,162788,162788,0,20845,19460,1385,678065,55428,12753,81375,205599,544936,105036,808912,807835,395047,363011,32992,16786,1077,4252053,26409007,,
2023:Q2,pct99to100,34865001,6508718,5703999,804719,28356282,2761193,663561,1455739,1455739,0,408000,397345,10655,14453621,431053,79336,1157779,580794,6257163,108043,1413153,1407365,952455,164448,103749,186713,5788,33451848,1322709,,
2023:Q2,pct80to99,76447751,22123418,19351801,2771618,54324333,6204717,2037897,2238794,2238794,0,524031,480500,43531,19008492,1021198,1588396,6399286,8289498,6485591,526432,7863816,7843810,5792072,1574099,95126,382514,20006,68583935,25114810,,
2023:Q2,pct60to80,24166085,10079279,8365865,1713414,14086806,2012662,382855,561554,561554,0,117676,112677,4998,2591271,294767,587059,1551435,4348613,1300366,338549,4517431,4511488,3124006,1286429,51895,49159,5943,19648654,26432823,,
2023:Q2,pct40to60,14930799,6919366,5699943,1219423,8011433,1306829,213583,284637,284637,0,43539,32043,11496,1488409,185836,174212,605413,2314184,1108920,285869,2791896,2788066,1772431,925992,34230,55413,3830,12138903,26440934,,
2023:Q2,pct20to40,7972192,4138693,3364974,773719,3833499,888752,108568,121267,121267,0,6254,5411,843,407983,65618,73245,188604,1407493,365946,199770,1433694,1432340,763274,633931,26113,9023,1353,6538498,26429624,,
2023:Q2,pct00to20,5239725,2815589,2273871,541718,2424136,465408,51480,170410,170410,0,20858,19517,1341,700685,56677,13092,81433,208114,549697,106282,807083,806006,401339,356785,31699,16181,1078,4432642,26434716,,
2023:Q3,pct99to100,34286474,6575850,5772610,803240,27710624,2717842,718331,1480295,1480295,0,378149,367482,10667,13841578,428092,82060,1127457,571042,6256772,109005,1426099,1419959,962338,167421,103387,186813,6140,32860375,1322085,,
2023:Q3,pct80to99,75919329,22373871,19597853,2776017,53545459,6117524,2150960,2267541,2267541,0,493973,450394,43579,18343366,1014936,1711642,6247407,8181871,6485166,531072,7943931,7923640,5837538,1582060,94459,409584,20291,67975398,25102973,,
2023:Q3,pct60to80,24102378,10172078,8456452,1715626,13930300,1993813,398237,574531,574531,0,108606,103599,5007,2485500,293127,645883,1495970,4292742,1300260,341630,4556452,4550460,3152593,1296776,51637,49454,5992,19545926,26420365,,
2023:Q3,pct40to60,14911937,6955082,5733173,1221909,7956854,1288123,222353,289929,289929,0,44810,33291,11519,1448036,184743,204550,583687,2292827,1108998,288797,2816582,2812774,1794514,928467,33922,55870,3808,12095355,26428472,,
2023:Q3,pct20to40,7999105,4178950,3404836,774114,3820155,881073,115296,122357,122357,0,8625,7773,853,393333,65503,79056,183256,1404040,365821,201795,1445649,1444287,770263,639932,25794,8298,1362,6553456,26417168,,
2023:Q3,pct00to20,5257780,2846781,2304907,541874,2410999,465388,52282,176751,176751,0,18918,17569,1349,685113,56088,14162,81418,203987,549540,107352,803685,802592,408214,348391,31371,14616,1093,4454094,26422257,,
2023:Q4,pct99to100,35899577,6533358,5721690,811668,29366219,2732537,771205,1594507,1594507,0,389548,378933,10615,15376350,432307,79433,1220683,592648,6065637,111363,1439954,1433476,970799,171961,103835,186881,6478,34459623,1322758,,
2023:Q4,pct80to99,78119973,22223638,19442386,2781251,55896336,6147315,2259308,2398613,2398613,0,505371,462004,43367,20005750,1023832,1592697,6712974,8419434,6288581,542461,7995975,7975397,5871809,1601758,95291,406539,20578,70123999,25115749,,
2023:Q4,pct60to80,24602608,10110726,8390355,1720371,14491882,2000496,412851,635917,635917,0,112046,107074,4972,2750579,295452,589103,1667816,4416042,1262404,349175,4596452,4590407,3172341,1316669,51958,49440,6045,20006156,26433812,,
2023:Q4,pct40to60,15071238,6926593,5704221,1222372,8144645,1294506,230691,314684,314684,0,44281,32853,11429,1548385,186295,175260,651008,2339648,1063978,295911,2844255,2840465,1811717,938601,34308,55840,3790,12226983,26441923,,
2023:Q4,pct20to40,8034029,4144576,3366084,778492,3889453,883821,121759,127146,127146,0,7715,6897,818,429966,65657,73448,199735,1411116,362371,206719,1463092,1461720,776115,651022,26195,8388,1372,6570937,26430613,,
2023:Q4,pct00to20,5312104,2826582,2280298,546285,2485521,465563,53005,207252,207252,0,19633,18311,1322,723607,56932,13129,81275,213148,542023,109955,806090,804981,414049,344341,31783,14809,1109,4506014,26435704,,
2024:Q1,pct99to100,37737775,6816661,5994952,821710,30921114,2785794,790139,1570672,1570672,0,388203,377692,10511,16881046,442606,80499,1292501,597695,5978896,113063,1448548,1441312,977979,170600,104856,187877,7235,36289227,1327122,,
2024:Q1,pct80to99,81343195,23289890,20477368,2812522,58053305,6256255,2299976,2373843,2373843,0,503963,461015,42947,21636103,1045806,1634036,7072019,8481107,6199509,550686,8039316,8018062,5885110,1589308,96978,446665,21254,73303879,25198606,,
2024:Q1,pct60to80,25442680,10496440,8756246,1740194,14946240,2025923,418635,622102,622102,0,111569,106670,4899,3010480,301256,608246,1799835,4448202,1245399,354593,4583469,4577296,3173293,1301279,52641,50083,6174,20859211,26521017,,
2024:Q1,pct40to60,15399330,7072013,5836688,1235326,8327316,1317810,233977,309377,309377,0,44303,33064,11239,1646856,190144,184691,702724,2354011,1042503,300920,2851655,2847896,1820726,935360,35067,56742,3759,12547675,26529155,,
2024:Q1,pct20to40,8254933,4293852,3505237,788615,3961081,894372,124149,126421,126421,0,7855,7117,738,465892,66142,75391,212420,1416719,361529,210192,1462882,1461486,780627,646492,26965,7403,1396,6792051,26517807,,
2024:Q1,pct00to20,5475432,2954331,2399531,554799,2521101,466885,53381,199893,199893,0,19470,18209,1261,761402,58930,13486,81217,215164,539481,111793,814215,813068,418889,348932,32584,12663,1147,4661217,26522916,,
2024:Q2,pct99to100,38429934,7060620,6234569,826051,31369314,2722608,813095,1626451,1626451,0,383021,372638,10383,17238684,446452,81101,1312493,600449,6030400,114561,1459533,1452298,986575,172852,104363,188508,7235,36970401,1329903,,
2024:Q2,pct80to99,82863048,24211593,21381539,2830054,58651455,6131039,2347793,2437460,2437460,0,498507,456076,42431,22027175,1054114,1656940,7172563,8515340,6252595,557927,8110081,8088795,5928089,1598067,95741,466898,21286,74752967,25251401,,
2024:Q2,pct60to80,25924978,10824979,9073952,1751027,15099999,2000786,425208,652235,652235,0,109932,105118,4814,3072354,303476,618806,1836027,4466065,1255739,359372,4618634,4612450,3199042,1310756,52214,50439,6184,21306344,26576583,,
2024:Q2,pct40to60,15571940,7186920,5943988,1242932,8385020,1290876,237722,321489,321489,0,44390,33371,11020,1670838,191607,189858,716900,2362171,1053804,305365,2873736,2869968,1839055,939219,34462,57231,3767,12698204,26584738,,
2024:Q2,pct20to40,8401240,4423239,3629493,793746,3978001,884330,126986,128718,128718,0,8242,7588,654,474498,66369,76467,215935,1420150,363033,213272,1473314,1471915,786925,651767,26304,6919,1398,6927926,26573367,,
2024:Q2,pct00to20,5617646,3064480,2505540,558940,2553166,468191,53744,214941,214941,0,19062,17867,1195,770745,59649,13683,81281,216252,542196,113422,813656,812507,424228,344749,31921,11608,1149,4803990,26578486,,
2024:Q3,pct99to100,39886067,7035273,6204425,830848,32850794,2724480,868824,1706961,1706961,0,412881,402680,10201,18455250,453236,81845,1373929,605900,6051081,116406,1467203,1460787,994038,173813,104106,188831,6416,38418864,1331852,,
2024:Q3,pct80to99,84750913,24113624,21263501,2850124,60637289,6135779,2460501,2525684,2525684,0,528109,486413,41696,23334803,1068508,1687411,7477748,8577961,6273943,566842,8172166,8151534,5973037,1612328,95068,471101,20631,76578747,25288415,,
2024:Q3,pct60to80,26355248,10799028,9035603,1763424,15556221,2002817,440173,697127,697127,0,118942,114245,4697,3282189,307257,633079,1950811,4498632,1259928,365266,4659092,4653021,3228211,1322265,51985,50559,6071,21696157,26615538,,
