Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
2023:Q1,TopPt1,19034035,2315368,1732688,582680,16718667,1393169,513768,854789,854789,0,309473,282833,26641,8456408,216702,76082,106429,298983,4454538,38326,187015,184728,69942,47571,9848,57368,2286,18847021,132401,
2023:Q1,RemainingTop1,24002420,4367822,3989255,378567,19634598,1865672,587842,947765,947765,0,273389,265792,7597,9532417,360520,202061,1045476,826761,3909285,83410,772778,766285,384971,108139,99157,174017,6493,23229642,1186763,
2023:Q1,Next9,54627356,14709430,13030189,1679240,39917926,4841160,1351259,1924675,1924675,0,374561,355868,18692,13720428,622907,1058891,4290621,6420907,4971892,340626,3576288,3564083,2950988,491203,39418,82475,12205,51051068,11876339,
2023:Q1,Next40,51080134,22328662,19052371,3276292,28751471,4958513,779294,975087,975087,0,157811,137352,20459,4473072,668229,1050103,3631096,9010631,2285830,761805,8316973,8303338,6367849,1697215,86193,152081,13634,42763161,52819019,
2023:Q1,Bottom50,9409423,6552060,4737087,1814973,2857363,761804,29973,28809,28809,0,3533,3334,199,369332,159983,58091,494806,463260,164267,323505,5821549,5818186,2936864,2542607,116557,222158,3363,3587875,66032549,
2023:Q2,TopPt1,19814896,2403174,1808602,594572,17411722,1367764,561285,876260,876260,0,309895,283475,26420,9002733,219698,74239,111920,298523,4550622,38783,189582,187295,70970,48815,9957,57553,2287,19625314,132529,
2023:Q2,RemainingTop1,24905742,4582783,4201530,381252,20322959,1837304,627714,966585,966585,0,273487,265970,7517,10073983,366344,203667,1086287,834438,3968907,84244,769879,763387,382549,109766,96264,174808,6492,24135863,1187919,
2023:Q2,Next9,56505319,15360576,13666377,1694200,41144743,4788947,1422986,1965560,1965560,0,375442,356974,18468,14487929,631796,1116322,4457023,6487837,5066689,344212,3623515,3611304,2983932,502566,38247,86559,12211,52881804,11887900,
2023:Q2,Next40,52857751,23604981,20289326,3315655,29252771,4894679,813589,995229,995229,0,158000,137733,20268,4691529,675669,1063134,3811153,9062361,2317044,770383,8388591,8374947,6410864,1726076,83317,154690,13644,44469160,52870437,
2023:Q2,Bottom50,9537844,6633549,4794618,1838932,2904294,750868,32370,28766,28766,0,3534,3343,192,394287,161642,57978,517568,465536,164421,327324,5855507,5852142,2957261,2554459,115029,225393,3365,3682337,66096830,
2023:Q3,TopPt1,19464662,2417585,1825355,592230,17047077,1343792,610878,893312,893312,0,290918,264465,26452,8624024,218283,67888,108416,299692,4550698,39176,191815,189465,72029,49596,9974,57867,2350,19272847,132467,
2023:Q3,RemainingTop1,24571080,4627745,4245639,382106,19943334,1810121,668663,981126,981126,0,276925,269395,7529,9698952,363595,208223,1060313,822088,3968387,84941,770371,763611,380785,110978,95506,176341,6761,23800708,1187359,
2023:Q3,Next9,56090836,15494538,13795840,1698698,40596299,4737026,1495410,1997424,1997424,0,336665,318162,18503,13956509,627599,1301625,4351125,6379201,5066478,347237,3677923,3665509,3020376,510572,37941,96621,12413,52412914,11882297,
2023:Q3,Next40,52827717,23902510,20583355,3319154,28925207,4832492,847653,1010872,1010872,0,145336,125040,20296,4540457,672154,1102225,3696284,8983385,2316653,777696,8462590,8448835,6461917,1743489,82574,160855,13755,44365127,52845519,
2023:Q3,Bottom50,9522708,6660234,4819642,1840592,2862474,740333,34854,28670,28670,0,3237,3044,193,376983,160858,57393,503057,462144,164343,330601,5889700,5886292,2990353,2548413,114574,232951,3408,3633008,66065678,
2023:Q4,TopPt1,20409177,2418441,1814082,604358,17990736,1351860,658804,973293,973293,0,298094,271780,26314,9573584,220295,74025,119239,296921,4384489,40131,193984,191573,72969,50799,9951,57854,2411,20215192,132534,
2023:Q4,RemainingTop1,25607896,4603919,4222674,381245,21003977,1819374,708038,1048239,1048239,0,275815,268335,7479,10637357,367515,203834,1139951,849405,3867789,86661,770888,763867,378717,112463,96453,176235,7020,24837008,1187963,
2023:Q4,Next9,57839674,15427026,13731996,1695030,42412648,4755162,1564671,2145244,2145244,0,351280,332916,18364,15285880,633570,1122722,4675754,6619926,4903775,354663,3718870,3706254,3051000,521466,38323,95466,12616,54120804,11888345,
2023:Q4,Next40,53587210,23693710,20362916,3330794,29893500,4853909,880056,1083291,1083291,0,150059,129882,20177,4917417,677129,1064527,4050791,9156250,2264517,795553,8532785,8518913,6502593,1772626,83503,160190,13872,45054424,52872415,
2023:Q4,Bottom50,9595574,6622378,4773365,1849012,2973197,743933,37250,28052,28052,0,3346,3158,188,420399,161966,57961,547756,469532,164425,338576,5929291,5925838,3011551,2566998,115137,232152,3452,3666284,66099302,
2024:Q1,TopPt1,21385083,2500707,1884815,615892,18884376,1380865,675854,955950,955950,0,297128,271090,26038,10504548,225240,72431,127563,297483,4306509,40804,195390,192838,73882,50460,9933,58563,2552,21189693,132972,
2024:Q1,RemainingTop1,26802166,4805066,4420878,384188,21997100,1853064,722506,1034739,1034739,0,276878,269502,7376,11557575,377016,205860,1201362,856112,3824070,87917,771467,763860,374986,111320,98347,179207,7607,26030699,1191882,
2024:Q1,Next9,60124263,16036769,14326354,1710414,44087494,4823092,1591001,2114766,2114766,0,348849,330779,18070,16589519,648206,1180510,4926103,6676225,4829193,360030,3751569,3738480,3075189,514077,39087,110127,13088,56372694,11927564,
2024:Q1,Next40,55568086,24882953,21512862,3370091,30685133,4932919,892782,1068506,1068506,0,149185,129252,19933,5287176,689645,1079559,4323520,9210953,2242604,808284,8549928,8535767,6526714,1754077,85338,169638,14160,47018158,53046841,
2024:Q1,Bottom50,9773748,6697692,4825111,1872581,3076055,757099,38114,28348,28348,0,3321,3144,178,462961,164777,57990,582167,472124,164940,344212,5931732,5928176,3005852,2562038,116388,243898,3557,3842015,66317364,
2024:Q2,TopPt1,21739649,2565804,1945500,620304,19173845,1345468,696617,995113,995113,0,293635,267933,25702,10725885,227100,71590,129859,297904,4349274,41402,197309,194755,74727,51063,10007,58958,2554,21542340,133250,
2024:Q2,RemainingTop1,27260539,4976406,4590272,386134,22284133,1813749,739754,1067437,1067437,0,277945,270690,7255,11777609,380533,207022,1218551,859802,3852712,89019,772440,764829,374803,112313,96900,180813,7611,26488100,1194379,
2024:Q2,Next9,61160517,16550920,14830598,1720322,44609597,4751677,1621705,2186901,2186901,0,341630,323899,17731,16901465,653690,1212179,4996204,6706947,4872445,364753,3794857,3781750,3105592,520177,38500,117480,13107,57365661,11952555,
2024:Q2,Next40,56800871,25920693,22529573,3391120,30880178,4844963,907315,1103823,1103823,0,146685,127043,19642,5376275,694472,1088041,4398874,9242154,2258039,819537,8616216,8602031,6574755,1768946,83881,174449,14185,48184655,53157983,
2024:Q2,Bottom50,9847211,6758009,4873139,1884871,3089201,741973,39157,28020,28020,0,3258,3092,166,473062,165872,58024,591711,473620,165298,349207,5968132,5964570,3034038,2564911,115717,249903,3562,3879079,66456310,
2024:Q3,TopPt1,22644230,2564058,1938577,625481,20080172,1346265,747221,1052553,1052553,0,312303,287075,25228,11478392,230347,70267,137051,297727,4365903,42143,198274,195865,75388,51332,10050,59094,2409,22445956,133446,
2024:Q3,RemainingTop1,28147623,4957590,4569329,388261,23190033,1815082,780962,1113925,1113925,0,274528,267440,7088,12517731,386818,208377,1270777,866838,3864625,90370,772870,765883,375899,112568,96111,181305,6987,27374753,1196130,
2024:Q3,Next9,62727790,16501997,14770501,1731496,46225793,4756139,1693488,2290503,2290503,0,380109,362842,17267,17949289,663315,1255982,5209015,6767732,4889655,370567,3824678,3812038,3132304,522603,38180,118951,12640,58903112,11970074,
2024:Q3,Next40,57409304,25809404,22394208,3415196,31599900,4849048,940571,1154341,1154341,0,159028,139792,19236,5671642,702593,1098590,4634056,9291969,2264609,833453,8675745,8661812,6621939,1781270,83084,175519,13933,48733560,53235901,
2024:Q3,Bottom50,9939496,6773151,4874075,1899076,3166345,742547,41678,27312,27312,0,3543,3392,152,507521,167688,57983,621267,475859,165543,355404,6035287,6031824,3068098,2597089,115364,251273,3463,3904209,66553720,
2024:Q4,TopPt1,22785667,2558016,1925067,632949,20227651,1376455,823921,1030338,1030338,0,247708,222946,24762,11576055,231582,72074,137056,297527,4391991,42944,199034,196618,76738,50458,9631,59791,2416,22586633,133634,
2024:Q4,RemainingTop1,28321198,4919813,4526790,393023,23401386,1849562,842778,1096633,1096633,0,281379,274453,6926,12615236,389153,207413,1271219,873937,3882251,91826,727371,720357,372180,110939,52953,184285,7014,27593827,1197819,
2024:Q4,Next9,62823154,16401768,14644940,1756829,46421385,4823095,1799928,2251464,2251464,0,251908,235089,16819,18087599,666959,1207498,5210862,6829121,4916118,376835,3853179,3840508,3174140,511195,20820,134354,12671,58969975,11986972,
2024:Q4,Next40,57395404,25619959,22156087,3463872,31775444,4928523,989303,1135403,1135403,0,116552,97713,18840,5711352,705804,1089433,4634453,9342021,2274137,848464,8663645,8649685,6674041,1748245,42045,185355,13960,48731759,53311050,
2024:Q4,Bottom50,10008904,6811294,4883787,1927506,3197610,755944,45481,27692,27692,0,2539,2401,138,511971,168416,58215,621374,478104,165782,362091,6005594,6002124,3088712,2567044,82896,263472,3470,4003310,66647670,
2025:Q1,TopPt1,22392029,2585517,1922401,663116,19806512,1406765,851462,1040036,1040036,0,258098,233727,24371,11092739,231860,73888,133178,300051,4374992,43444,197543,194871,77375,49631,7718,60147,2672,22194486,134578,
2025:Q1,RemainingTop1,27909228,4925750,4531392,394358,22983478,1885847,866065,1106316,1106316,0,283330,276549,6781,12150194,389234,207918,1245311,876106,3880330,92827,707017,698937,371685,109577,32378,185296,8080,27202211,1206279,
2025:Q1,Next9,62233868,16439658,14675775,1763883,45794209,4900963,1842154,2271700,2271700,0,270686,254276,16410,17431129,667633,1177652,5105544,6842034,4903694,381021,3853255,3839717,3192995,500384,12634,133704,13538,58380613,12071636,
2025:Q1,Next40,57142377,25495651,21978923,3516728,31646726,5016160,1009644,1145532,1145532,0,122751,104255,18497,5531444,707480,1088953,4508868,9382831,2274933,858130,8647712,8633217,6703037,1720485,24041,185654,14495,48494665,53687589,
2025:Q1,Bottom50,9972081,6787555,4826369,1961186,3184526,770267,46875,27854,27854,0,2680,2556,124,489688,168873,58742,605910,480408,166939,366291,5968093,5964431,3086027,2554995,59325,264085,3663,4003987,67118406,
