Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1989:Q3,TopPt1,1799211,334906,139269,195637,1464305,132385,36461,269120,168937,100183,74255,68303,5951,305384,13649,1442,22237,14873,589828,4672,45004,44537,14383,21054,361,8739,466,1754207,103846,7790576
1989:Q3,RemainingTop1,2982698,646953,483506,163446,2335746,399160,72986,221132,203424,17709,51702,39044,12657,586263,33826,12840,74662,146266,722468,14441,80066,78553,61121,5198,818,11416,1513,2902633,825169,2310313
1989:Q3,Next9,8234074,2437675,2018761,418914,5796399,1124938,147083,377619,334597,43023,128717,47144,81573,816013,105916,158174,290379,1569847,1019220,58493,474621,469883,367444,59289,1271,41879,4738,7759453,8368767,487306
1989:Q3,Next40,8842185,4178610,3425077,753533,4663575,1137291,98723,137122,126171,10950,37775,14003,23771,358989,163541,142200,257873,1622943,597660,109460,1558858,1551539,1153662,354502,1332,42043,7319,7283327,37210426,65850
1989:Q3,Bottom50,1705473,1191206,826557,364649,514267,162694,7390,12362,11671,691,1418,367,1051,23796,43260,14176,40040,128400,40448,40283,994224,992284,614543,344164,750,32828,1940,711248,46511893,
1989:Q4,TopPt1,1853380,351694,153528,198167,1501686,136423,40637,269821,170754,99067,80677,73649,7028,318646,13837,1326,21556,17565,596466,4733,42801,42289,13696,19554,351,8688,512,1810579,102608,
1989:Q4,RemainingTop1,3051376,667994,505060,162934,2383382,397730,76483,227187,206467,20720,56861,43000,13861,598413,34026,13763,77703,156516,730113,14587,86120,84412,64692,6233,786,12701,1708,2965256,828651,
1989:Q4,Next9,8380059,2482419,2066212,416208,5897640,1136718,152306,381298,335682,45616,135401,53641,81760,835072,110840,163628,304460,1588086,1030190,59639,493327,488343,381001,63706,1227,42409,4984,7886732,8384045,
1989:Q4,Next40,9006841,4217193,3444952,772241,4789648,1162643,100371,139223,126250,12973,39997,15913,24084,374663,168705,148176,269747,1675358,599186,111578,1581657,1574191,1170361,360952,1277,41601,7465,7425185,37313963,
1989:Q4,Bottom50,1726065,1200599,824566,376033,525466,166534,7440,12602,11836,767,1567,460,1107,25311,44222,14147,41728,129542,40874,41498,1023638,1021659,630830,358839,750,31241,1979,702426,46632972,
1990:Q1,TopPt1,1833694,349465,162862,186603,1484229,134477,48032,262160,170280,91879,92199,84047,8152,286518,13411,1218,20338,20283,600687,4907,40136,39676,13287,17212,436,8741,460,1793558,101485,
1990:Q1,RemainingTop1,3040870,672044,506944,165100,2368826,389614,82497,229393,207238,22156,60632,45476,15156,564123,33106,14687,77815,165965,736079,14915,91183,89656,67753,6548,972,14383,1527,2949687,832042,
1990:Q1,Next9,8380291,2474856,2045712,429144,5905435,1135798,161610,379005,332974,46031,151523,69417,82106,788574,114094,168985,306731,1598926,1038601,61588,515733,510803,403089,61635,1519,44560,4930,7864557,8400225,
1990:Q1,Next40,9103819,4242191,3445192,796999,4861628,1172763,103855,138382,125049,13333,45083,20622,24462,369621,172502,154134,267655,1722309,599716,115610,1595611,1588181,1197195,347206,1573,42207,7429,7508208,37416262,
1990:Q1,Bottom50,1772076,1241411,852274,389137,530666,167820,7664,12699,11939,759,1806,631,1175,24675,44882,14118,41662,130459,41311,43571,1047724,1045774,654075,359718,959,31022,1950,724352,46753755,
1990:Q2,TopPt1,1876003,363269,174364,188905,1512734,133107,44210,268228,178401,89827,94064,84811,9254,303026,13212,822,19271,22940,608972,4882,37954,37510,12882,15533,358,8737,444,1838049,100473,
1990:Q2,RemainingTop1,3099884,690063,525809,164254,2409820,381793,79840,241344,215841,25503,66721,50317,16405,578546,32550,15906,78691,175813,743706,14910,95627,94148,70321,7226,779,15822,1479,3004257,835347,
1990:Q2,Next9,8495739,2509140,2083887,425253,5986600,1135827,156825,391843,343198,48645,151817,69835,81982,811466,117942,183539,312269,1612793,1050181,62098,538488,533505,423324,63288,1229,45664,4984,7957251,8417272,
1990:Q2,Next40,9238255,4280054,3465784,814269,4958202,1183946,100817,143575,128054,15521,45364,20675,24689,387030,176772,162758,269208,1771604,600965,116162,1614849,1607391,1218809,345203,1259,42120,7458,7623406,37517432,
1990:Q2,Bottom50,1772076,1235023,835318,399705,537053,169288,7262,13089,12253,837,1921,696,1225,26371,45645,14142,42058,131458,41724,44093,1070694,1068749,670582,367462,810,29896,1945,701382,46874314,
1990:Q3,TopPt1,1810912,359163,186764,172399,1451749,133283,50524,273253,188580,84673,97123,86729,10393,216597,12819,944,17795,25622,618836,4952,35491,35068,12331,13962,158,8616,423,1775421,99568,
1990:Q3,RemainingTop1,3046194,696501,529908,166593,2349693,375374,85090,254128,226085,28042,72825,55106,17719,485082,31601,16616,77109,185092,751721,15056,100141,98729,73566,8064,330,16769,1412,2946053,838568,
1990:Q3,Next9,8413712,2509330,2071538,437792,5904382,1138954,164884,405985,355851,50134,154250,72348,81902,681880,121230,181969,307932,1621270,1062743,63284,555000,549978,438808,65990,529,44651,5022,7858711,8435149,
1990:Q3,Next40,9321759,4326159,3494458,831701,4995600,1198791,103661,148569,131732,16837,46292,21351,24941,354503,180575,166737,258914,1816965,602273,118321,1631137,1623660,1236354,346142,534,40631,7477,7690623,37617582,
1990:Q3,Bottom50,1826091,1287727,880058,407669,538364,171374,7423,13462,12591,871,2067,786,1281,22931,46305,14072,40979,132290,42125,45336,1093585,1091648,686207,378144,366,26930,1937,732506,46994720,
1990:Q4,TopPt1,1897840,358827,196895,161931,1539014,137279,52465,290673,199872,90801,104436,92901,11535,266989,12478,850,17166,28269,623391,5018,33193,32741,11583,12296,178,8684,452,1864647,98767,
1990:Q4,RemainingTop1,3138379,698596,530860,167736,2439782,372961,86902,273314,237023,36290,76997,57969,19029,534542,30700,17547,80507,194657,756468,15187,107127,105587,77845,8921,363,18458,1540,3031251,841710,
1990:Q4,Next9,8563459,2496942,2052353,444588,6066517,1150250,167380,426480,369322,57157,165224,83662,81562,754961,124631,187289,324037,1631830,1070015,64420,569408,564190,448530,68324,586,46749,5218,7994051,8453820,
1990:Q4,Next40,9447335,4305755,3457163,848592,5141579,1223432,103923,159222,135526,23696,49798,24684,25113,389341,184459,172711,272588,1863969,601793,120343,1644630,1637040,1249614,345664,585,41177,7590,7802704,37716821,
1990:Q4,Bottom50,1876670,1325318,909125,416193,551352,175107,7335,14074,12923,1151,2281,952,1329,26379,46982,14041,42898,133177,42558,46521,1120444,1118480,702240,389186,424,26631,1964,756227,47115045,
1991:Q1,TopPt1,1982822,368947,207396,161551,1613875,137159,65400,276611,187760,88851,106408,93800,12608,344519,12164,913,16782,30908,618004,5007,30426,30001,10878,10100,313,8709,425,1952396,98065,
1991:Q1,RemainingTop1,3241805,707506,540400,167106,2534299,365688,97410,268693,226800,41892,83748,63544,20204,610259,29810,18315,85548,204239,755411,15179,113021,111581,81859,9141,628,19954,1440,3128785,844775,
1991:Q1,Next9,8719804,2505542,2061916,443626,6214262,1152380,183809,409830,348893,60938,165307,84830,80477,865487,128085,187630,346968,1642157,1067640,64969,578324,573092,458700,65373,1017,48002,5232,8141479,8473252,
1991:Q1,Next40,9579923,4299990,3432163,867827,5279934,1237008,110406,156517,128655,27862,49960,24927,25033,435964,188375,177228,294360,1910893,598291,120932,1640908,1633315,1261936,329214,1006,41159,7592,7939015,37815256,
1991:Q1,Bottom50,1897354,1333202,905529,427673,564153,176986,7845,14100,12797,1303,2392,1050,1342,31185,47665,13983,45815,134050,43062,47069,1133001,1131052,716319,388379,765,25590,1949,764353,47235361,
1991:Q2,TopPt1,1974198,372277,218854,153423,1601921,129248,59832,280974,195369,85605,105993,92224,13769,340064,12100,873,15811,33526,618484,5016,28171,27782,10521,8429,97,8735,390,1946026,97460,
1991:Q2,RemainingTop1,3258218,718269,550860,167409,2539949,349259,93268,281864,234207,47657,92749,71230,21519,600965,29359,19196,87041,214098,756954,15195,117264,115962,84642,9705,184,21431,1303,3140954,847768,
1991:Q2,Next9,8735208,2514829,2068782,446047,6220379,1136917,176805,421064,356552,64512,160233,80480,79753,855951,132240,191371,355592,1654556,1070018,65633,599099,593880,478541,65882,305,49152,5218,8136110,8493407,
1991:Q2,Next40,9669884,4327267,3445325,881942,5342617,1229297,106368,162674,130584,32091,48567,23478,25088,443931,192857,182745,298966,1959443,595990,121779,1655806,1648229,1283436,323433,295,41065,7577,8014078,37912998,
1991:Q2,Bottom50,1920689,1353867,918991,434876,566822,175297,7342,14520,13067,1453,2494,1116,1377,31906,48473,13945,46600,134978,43533,47735,1153986,1152058,733510,393857,243,24448,1928,766703,47355740,
1991:Q3,TopPt1,2002699,366495,230713,135781,1636205,125692,58958,279367,205945,73422,109262,94403,14859,378806,11582,872,15179,36154,615303,5029,26568,26213,10201,6986,82,8944,355,1976132,96947,
1991:Q3,RemainingTop1,3313257,722387,552928,169459,2590870,337434,92754,292132,244010,48122,99491,76799,22692,635124,28007,20038,90746,223915,756019,15209,120908,119743,85724,10238,148,23633,1165,3192349,850691,
1991:Q3,Next9,8820457,2508308,2050017,458291,6312149,1130738,175621,431435,367718,63717,162875,84569,78306,908190,135068,193912,373351,1666229,1068425,66307,620691,615487,494752,67080,249,53406,5204,8199766,8514250,
1991:Q3,Next40,9817029,4372606,3474561,898045,5444423,1232735,104911,164336,133497,30839,49472,24577,24894,471832,196239,187910,314440,2007552,592362,122635,1662487,1654926,1291791,319872,237,43026,7560,8154542,38010155,
1991:Q3,Bottom50,1978808,1404069,962171,441898,574739,175482,7089,14741,13379,1362,2636,1259,1377,34800,49037,13902,48725,135880,44038,48408,1158478,1156571,732034,398324,209,26003,1907,820330,47476253,
1991:Q4,TopPt1,2114323,371141,244128,127013,1743182,125971,59962,275963,210827,65137,116053,100286,15767,487682,11326,848,14664,38786,606835,5092,25217,24887,9935,5617,160,9175,330,2089106,96523,
1991:Q4,RemainingTop1,3440597,731653,562044,169609,2708945,329730,93706,299838,248514,51324,102510,78981,23529,738971,27119,20906,95297,233838,751727,15302,126090,125028,87798,11053,280,25897,1062,3314507,853548,
1991:Q4,Next9,9035691,2519489,2059081,460408,6516202,1132926,176799,435572,370505,65067,173955,98454,75501,1059228,138634,197249,394670,1678507,1061328,67335,648573,643354,515020,69943,476,57916,5218,8387118,8535746,
1991:Q4,Next40,9987591,4392351,3480664,911687,5595240,1246259,104497,166067,133773,32295,52862,28643,24219,530310,200217,193314,334180,2056209,586998,124327,1685039,1677479,1310948,320925,445,45161,7560,8302552,38106834,
1991:Q4,Bottom50,2022435,1433398,984668,448730,589037,177360,6935,14962,13575,1387,2792,1485,1308,41173,49733,13863,51368,136794,44599,49457,1182309,1180418,744179,408043,421,27775,1892,840126,47596972,
1992:Q1,TopPt1,2092750,381672,256793,124879,1711078,106945,66013,278482,218644,59837,111166,94443,16723,473915,11106,913,13438,41284,602657,5159,23474,23162,9968,3865,193,9136,312,2069276,96184,
1992:Q1,RemainingTop1,3445499,745142,576725,168417,2700356,299372,98739,312989,255376,57614,117084,92653,24432,718704,26273,21675,95326,245544,749253,15397,126976,125992,87490,11132,319,27051,985,3318522,856343,
1992:Q1,Next9,9021798,2540178,2083980,456198,6481620,1090758,184494,445403,376753,68649,155846,83002,72844,1035017,142297,197673,397767,1706378,1057605,68381,670919,665665,539756,67711,553,57645,5254,8350879,8557859,
1992:Q1,Next40,10039257,4413938,3488113,925825,5625319,1206051,106952,171691,135027,36664,47357,23756,23600,534562,204267,197842,331700,2116404,582447,126047,1686119,1678546,1327105,306834,506,44101,7573,8353138,38203146,
1992:Q1,Bottom50,2032068,1445819,988935,456885,586249,170242,7052,15346,13813,1533,2756,1510,1247,41489,50444,13810,51282,138166,45139,50521,1175540,1173658,743958,403811,518,25371,1881,856529,47717968,
1992:Q2,TopPt1,2079250,388240,268178,120062,1691010,102739,61350,266562,214481,52081,112297,94604,17693,476114,10587,843,12445,40871,601958,5245,22067,21770,9851,2368,253,9298,297,2057183,95927,
1992:Q2,RemainingTop1,3429470,757276,589525,167752,2672194,285880,94969,314338,251620,62718,126589,101252,25336,713710,24809,22602,96929,228666,748185,15516,129877,128954,87920,11649,397,28989,923,3299593,859080,
1992:Q2,Next9,9098628,2554980,2098939,456040,6543649,1081999,178187,438200,367033,71167,152873,82771,70101,1032677,145062,202667,407394,1778501,1056541,69547,695529,690226,560041,68746,700,60739,5303,8403099,8580553,
1992:Q2,Next40,10135864,4443420,3500539,942881,5692445,1206236,103193,171282,131530,39753,46438,23484,22954,545752,207568,203759,336992,2164696,578488,128041,1695358,1687765,1339733,302122,625,45284,7594,8440506,38299199,
1992:Q2,Bottom50,2050836,1457360,990874,466486,593476,169892,6582,15470,13850,1621,2844,1662,1182,42590,50989,13781,52153,141800,45663,51710,1179611,1177738,743698,407447,698,25895,1873,871225,47839314,
1992:Q3,TopPt1,2102643,378268,280863,97405,1724375,101398,59444,264313,223919,40394,111714,93030,18685,510572,10648,814,11708,40497,607928,5340,20159,19872,9497,861,157,9357,287,2082484,95747,9293235
1992:Q3,RemainingTop1,3458097,760382,590139,170243,2697715,275502,93371,323795,259534,64261,138959,112705,26254,740406,24458,23484,100293,211553,750251,15643,134900,134022,90842,12458,226,30496,878,3323196,861760,2646273
1992:Q3,Next9,9234458,2550719,2078827,471892,6683738,1079642,175350,445791,374653,71139,145114,77807,67307,1075393,149542,206352,424288,1850379,1061124,70762,716464,711097,577738,70985,412,61962,5366,8517994,8603793,561644
1992:Q3,Next40,10303919,4510106,3550876,959230,5793813,1214170,100958,172413,133114,39298,44036,21742,22294,570912,212273,209286,351072,2212622,575932,130137,1712676,1705054,1358749,300742,355,45208,7622,8591243,38395101,79107
1992:Q3,Bottom50,2141415,1536237,1063284,472954,605178,170838,6258,15672,14112,1560,2917,1801,1116,45294,51845,13747,54097,145429,46134,52948,1203025,1201156,759052,416888,443,24773,1869,938390,47961081,
1992:Q4,TopPt1,2233756,383022,280409,102613,1850734,111785,54747,275243,230256,44987,140264,121674,18590,600086,11946,729,12346,37596,600465,5528,20936,20622,10027,887,220,9488,314,2212820,95642,
1992:Q4,RemainingTop1,3594400,762535,591323,171212,2831866,285336,91989,325545,260001,65544,125354,99424,25931,859346,27713,23428,106161,205351,765517,16125,137345,136386,93877,12315,328,29866,959,3457055,864389,
1992:Q4,Next9,9425269,2566221,2091787,474433,6859049,1081303,170354,436905,363663,73242,135440,69999,65441,1196336,146941,221712,429088,1927149,1043057,70763,715327,710094,578849,71580,569,59096,5233,8709943,8627543,
1992:Q4,Next40,10457661,4557291,3595655,961636,5900370,1222898,97107,172621,134586,38035,42237,20004,22233,606326,217099,214793,365803,2255569,573876,132041,1733764,1726067,1371610,308282,546,45628,7698,8723897,38490977,
1992:Q4,Bottom50,2201558,1576603,1093028,483574,624955,172707,6065,16322,14814,1508,3060,1804,1256,50250,53641,13792,60697,146553,47350,54518,1249203,1247297,786539,431705,648,28405,1906,952355,48083357,
1993:Q1,TopPt1,2342317,410074,276381,133693,1932243,109085,56194,289130,230573,58557,169907,151381,18526,628544,13200,826,13322,34947,611391,5697,21347,21002,10471,409,359,9763,344,2320970,95609,
1993:Q1,RemainingTop1,3680328,775180,608156,167024,2905148,279710,95752,331296,255420,75875,109146,83514,25631,917047,30885,23156,114224,196544,790819,16568,138915,137863,96172,11343,557,29791,1051,3541413,866967,
1993:Q1,Next9,9539156,2604509,2155013,449496,6934647,1052311,173548,427133,346075,81058,139062,75410,63652,1230630,144176,230905,443349,1981907,1041038,70589,705049,699942,574477,65901,914,58650,5107,8834106,8651764,
1993:Q1,Next40,10503872,4549624,3589049,960576,5954248,1194438,96864,179254,133807,45447,44407,22202,22205,615532,221821,218442,391555,2282197,576210,133528,1726868,1719089,1372728,297698,983,47680,7779,8777004,38587016,
1993:Q1,Bottom50,2173655,1537331,1041506,495825,636324,168358,6209,17180,15365,1815,3303,1900,1402,52183,55419,13811,68533,147019,48402,55907,1270008,1268062,800856,431912,1102,34192,1946,903647,48206291,
1993:Q2,TopPt1,2395640,407871,271971,135900,1987769,114782,53120,293525,224838,68687,196910,178439,18471,640150,14577,912,13862,32330,621745,5856,21839,21464,10986,251,322,9905,375,2373801,95648,
1993:Q2,RemainingTop1,3734840,777770,608985,168785,2957070,283822,95625,327297,245869,81428,95720,70402,25318,957391,34296,22900,119352,187703,815979,16984,141499,140354,99734,10982,511,29127,1145,3593341,869495,
1993:Q2,Next9,9592743,2616087,2158792,457295,6976655,1042403,170570,408238,322778,85459,141661,79842,61819,1240605,141735,240534,446203,2036967,1037446,70292,702073,697092,576106,64517,799,55671,4980,8890670,8676418,
1993:Q2,Next40,10624405,4624931,3658213,966718,5999474,1189191,93891,178885,130648,48237,46197,24030,22167,617449,226840,222242,403035,2308953,578068,134723,1745003,1737141,1388527,299596,954,48064,7862,8879402,38683423,
1993:Q2,Bottom50,2238067,1589873,1082126,507747,648194,167899,6099,17623,15691,1932,3542,1993,1549,53267,57267,13833,74521,147491,49481,57171,1317168,1315183,832993,443315,1032,37842,1986,920899,48330050,
1993:Q3,TopPt1,2478610,403273,268404,134869,2075337,122268,51644,300956,219475,81481,215405,196979,18426,680509,16016,913,14483,29732,637360,6050,22558,22152,11317,220,367,10249,406,2456052,95756,
1993:Q3,RemainingTop1,3831907,777834,606657,171178,3054072,289910,96823,325411,236740,88671,89380,64386,24995,1026592,37826,22745,124951,178955,844022,17457,146456,145217,104453,10896,600,29268,1240,3685450,871975,
1993:Q3,Next9,9683889,2621059,2152906,468154,7062830,1036193,169692,391638,301223,90415,129275,69324,59951,1290783,139436,253149,451388,2093396,1037643,70238,700032,695180,573147,64953,886,56193,4852,8983858,8701467,
1993:Q3,Next40,10779531,4714209,3741244,972965,6065322,1188499,91830,180297,127468,52829,43379,21255,22123,631316,232008,226957,417014,2336643,580869,136511,1768452,1760508,1401761,306783,1182,50781,7944,9011079,38780403,
1993:Q3,Bottom50,2308443,1645711,1126810,518902,662732,168211,6075,18051,15925,2126,3666,1970,1697,55756,59152,13871,80730,148003,50513,58704,1375452,1373426,867854,459816,1226,44530,2026,932992,48454799,
1993:Q4,TopPt1,2591802,410122,265754,144368,2181680,127844,53404,327684,226941,100743,234634,216237,18397,721081,17484,1114,14952,27179,650110,6194,23644,23206,11791,505,364,10546,438,2568158,95934,
1993:Q4,RemainingTop1,3946086,783313,611514,171799,3162773,293607,100814,339204,238416,100787,81875,57206,24669,1095693,41397,22361,129449,169836,870703,17834,150125,148789,107874,11125,612,29178,1336,3795961,874407,
1993:Q4,Next9,9795309,2643028,2172224,470804,7152281,1025129,173186,390721,293789,96933,122890,64814,58075,1340653,137160,258889,452530,2147268,1034097,69758,702003,697281,572053,68650,852,55726,4723,9093305,8726871,
1993:Q4,Next40,10916849,4788529,3806398,982131,6128321,1181984,91648,192331,129292,63039,42353,20270,22083,645025,237231,229623,425850,2362366,582628,137283,1798389,1790362,1412663,323574,1270,52855,8028,9118460,38878161,
1993:Q4,Bottom50,2359933,1683998,1150852,533147,675934,167551,6231,19106,16550,2556,3835,1989,1846,58236,61054,13880,86218,148435,51600,59788,1431350,1429283,895295,482315,1271,50403,2067,928583,48580705,
1994:Q1,TopPt1,2641779,425370,260244,165126,2216409,131641,56309,362603,250375,112228,252685,234290,18395,676631,18577,1344,15242,24633,670363,6380,23917,23446,12084,145,489,10727,471,2617862,96179,
1994:Q1,RemainingTop1,3984389,794538,624640,169898,3189851,295065,105790,357594,252616,104979,75058,50694,24364,1077181,44200,21946,132647,160803,901291,18276,153521,152083,112155,10506,862,28559,1438,3830868,876793,
1994:Q1,Next9,9805391,2676159,2217188,458971,7129232,1009547,178171,400487,300843,99645,117171,60912,56259,1269428,133688,263589,448835,2202424,1036336,69556,689136,684539,565420,65012,1116,52991,4596,9116255,8752593,
1994:Q1,Next40,10980989,4837258,3851068,986190,6143731,1170057,92065,201611,137110,64501,41509,19436,22073,622788,241508,231993,428665,2388992,585804,138737,1800707,1792592,1418308,318960,1871,53453,8114,9180283,38976901,
1994:Q1,Bottom50,2358669,1675202,1129228,545974,683466,165987,6449,20357,17735,2622,4013,2011,2002,56473,62750,13887,90863,148904,52601,61181,1469548,1467439,921985,489253,1789,54412,2109,889120,48707933,
1994:Q2,TopPt1,2699192,429194,255271,173923,2269998,133109,54210,403330,278920,124411,266638,248244,18395,651539,19769,1692,15879,22108,695176,6547,25060,24554,12674,326,626,10928,506,2674132,96490,
1994:Q2,RemainingTop1,4038942,801201,630594,170607,3237741,293638,106388,378678,269569,109109,70454,46419,24035,1077516,47174,21396,138109,151548,934162,18678,156299,154754,115077,10533,1162,27982,1545,3882643,879134,
1994:Q2,Next9,9822368,2697992,2236474,461518,7124376,988232,176327,411830,309679,102151,106894,52534,54361,1224927,130436,264126,454538,2256293,1041604,69169,690532,686061,566911,67315,1391,50444,4471,9131836,8778593,
1994:Q2,Next40,11085480,4919260,3924794,994466,6166220,1151248,89547,212107,146248,65858,39246,17206,22040,608390,246006,233112,442537,2414624,589646,139757,1828203,1820000,1431330,331844,2628,54198,8203,9257276,39076829,
1994:Q2,Bottom50,2394100,1702431,1143330,559100,691669,163269,6386,21745,19061,2684,4146,1990,2156,55635,64500,13877,96845,149333,53547,62385,1520875,1518722,949123,508562,2401,58637,2152,873225,48836649,
1994:Q3,TopPt1,2772854,423509,249817,173691,2349345,141160,56229,423718,289554,134165,280483,262078,18405,666832,22183,1889,16729,19570,713777,6773,26104,25563,13234,588,645,11096,541,2746750,96866,
1994:Q3,RemainingTop1,4120462,798207,625026,173181,3322255,299757,110562,383131,272533,110598,65664,41966,23698,1118989,52556,21027,144938,142500,963955,19176,159121,157471,118331,10686,1240,27213,1649,3961341,881431,
1994:Q3,Next9,9886768,2695009,2221206,473804,7191759,981333,180009,406038,302378,103659,98842,46408,52434,1237182,130784,270049,465931,2312423,1039976,69193,691032,686691,567626,70610,1376,47079,4341,9195736,8804833,
1994:Q3,Next40,11233875,5005164,4000783,1004382,6228711,1150109,89354,212863,148845,64018,37641,15637,22005,610970,253498,235885,463013,2441931,591665,141781,1857828,1849537,1444524,347644,2936,54434,8291,9376047,39178149,
1994:Q3,Bottom50,2474783,1768266,1196809,571457,706517,163525,6551,22432,19819,2613,4296,1984,2312,56794,66916,13894,103638,149832,54598,64043,1575290,1573095,977829,530424,2594,62248,2195,899493,48967020,
1994:Q4,TopPt1,2867639,424643,245814,178829,2442996,148683,61067,488670,336255,152414,293940,275551,18389,651623,23282,2303,16794,17061,732600,6974,27853,27276,13862,1155,777,11483,577,2839786,97306,
1994:Q4,RemainingTop1,4195407,797423,622995,174428,3397984,305063,117163,418246,299873,118373,60911,37614,23297,1128143,55275,20407,146302,132953,993901,19619,162952,161196,121096,11178,1583,27339,1755,4032455,883686,
1994:Q4,Next9,9902339,2696465,2218242,478223,7205874,972635,187381,425933,319093,106840,91831,41525,50306,1205592,127072,268174,455952,2364978,1037351,68976,700055,695844,569517,77132,1601,47594,4211,9202284,8831275,
1994:Q4,Next40,11305832,5043919,4033521,1010398,6261913,1146913,90666,232643,162892,69751,36321,14425,21897,600413,257702,236277,457797,2466570,593371,143240,1900003,1891623,1457663,372870,3886,57204,8380,9405829,39281066,
1994:Q4,Bottom50,2539983,1823483,1241224,582259,716500,163440,6869,24497,21636,2861,4442,1985,2456,56400,68608,13875,107032,150221,55664,65452,1637755,1635517,1004305,558833,3288,69091,2239,902227,49099211,
1995:Q1,TopPt1,2973747,427383,239443,187941,2546363,159852,65842,490706,325669,165037,308041,289610,18431,707311,25147,2438,17942,14480,747335,7269,28214,27597,14269,885,832,11612,617,2945533,97808,
1995:Q1,RemainingTop1,4313027,798495,623231,175264,3514532,314381,123652,408782,287866,120916,56023,33058,22965,1210560,59478,20122,154970,124355,1021987,20222,165264,163388,124694,10603,1776,26314,1876,4147763,885899,
1995:Q1,Next9,10035044,2701556,2220084,481472,7333487,971377,194520,404767,296438,108329,87000,38622,48378,1273674,125565,276494,475007,2425876,1029767,69439,687037,682947,563859,74318,1633,43138,4089,9348007,8857880,
1995:Q1,Next40,11439805,5083552,4063238,1020314,6356253,1152938,91824,227708,158596,69112,35679,13800,21879,619750,263759,239834,487105,2497485,593819,146353,1903146,1894670,1462309,371048,4532,56781,8476,9536659,39385785,
1995:Q1,Bottom50,2600650,1864912,1269207,595705,735738,164915,7179,24640,21798,2842,4621,2003,2618,59540,70715,13907,114926,150871,56820,67605,1672917,1670632,1027305,567692,3704,71931,2285,927733,49233387,
1995:Q2,TopPt1,3082054,414321,233608,180713,2667733,173413,72929,498338,328753,169585,320299,301817,18482,768067,27399,2325,19062,14097,764233,7570,29178,28520,14664,1054,954,11848,658,3052876,98371,
1995:Q2,RemainingTop1,4458058,790579,611843,178736,3667480,326190,132041,401625,284997,116628,51932,29307,22625,1297436,64396,20129,163338,138359,1051207,20826,170043,168043,129420,10742,2179,25701,2000,4288015,888071,
1995:Q2,Next9,10104760,2676335,2179669,496666,7428426,974567,204500,391380,283228,108152,80911,34495,46416,1347678,125105,294002,492979,2424477,1022930,69897,682793,678824,559625,76934,1794,40471,3968,9421968,8884609,
1995:Q2,Next40,11656320,5157389,4132492,1024897,6498931,1164560,94094,218292,158479,59813,34639,12781,21858,640735,270718,246241,515008,2570761,594413,149470,1930604,1922030,1473864,384890,5737,57538,8574,9725716,39492512,
1995:Q2,Bottom50,2713133,1954016,1350696,603320,759117,167344,7608,24762,22303,2459,4786,2005,2780,62892,73025,13984,122637,154348,57966,69764,1733889,1731557,1061263,589506,4497,76291,2332,979244,49369716,
1995:Q3,TopPt1,3223033,404405,225002,179403,2818629,181159,75980,521251,333331,187920,331493,312946,18546,846712,28939,2387,20489,13726,788811,7682,30704,30003,15279,1389,1050,12286,701,3192329,98993,13148214
1995:Q3,RemainingTop1,4612757,770447,589473,180974,3842310,331037,136938,405503,283084,122419,48267,25984,22283,1401757,67847,19933,173658,152330,1083963,21076,174426,172300,132858,10963,2565,25914,2126,4438331,890204,2741980
1995:Q3,Next9,10146602,2615621,2110283,505338,7530981,964222,209111,381468,271277,110191,74593,30156,44437,1445271,122390,305244,518659,2419363,1021839,68822,688891,685045,560839,80940,1872,41394,3847,9457710,8911424,623965
1995:Q3,Next40,11741175,5096225,4067983,1028242,6644950,1159842,94122,221861,158779,63082,33521,11680,21841,668557,275879,250742,552049,2643144,596312,148921,1968101,1959427,1488932,402922,6962,60611,8674,9773074,39601450,82901
1995:Q3,Bottom50,2811385,2031464,1420397,611067,779921,167019,7815,25433,22827,2606,4948,2002,2946,67079,74942,14033,131581,157785,58999,70288,1797008,1794629,1092431,613386,5249,83563,2380,1014376,49508362,
1995:Q4,TopPt1,3332495,406276,227904,178372,2926219,180709,77902,536551,331527,205024,335382,317876,17506,926650,28134,2386,22153,14853,793749,7749,34311,33628,15860,2071,1536,14161,683,3298183,99672,
1995:Q4,RemainingTop1,4735590,786950,605415,181536,3948640,330579,142325,419532,284976,134556,52019,29544,22475,1469900,66403,21451,184054,161003,1080184,21190,180520,178411,136641,11864,3411,26495,2109,4555070,892301,
1995:Q4,Next9,10441378,2657209,2144706,512503,7784170,962670,219599,391785,274077,117708,83763,40237,43526,1569289,128304,311050,532516,2463946,1051212,70036,710822,706824,568982,91633,2767,43442,3998,9730556,8938288,
1995:Q4,Next40,11976310,5144680,4101076,1043604,6831630,1178585,101978,237346,157419,79926,36013,14184,21829,726765,282128,252156,591133,2665387,609498,150642,2013247,2004484,1509639,425882,9927,59037,8762,9963063,39712725,
