1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q3,48384,-1456,676,21144,0,37036,1580,14240,27476,-6260,-348,48792,7708,-65168,-53372,-1972,-9824,48384
2008:Q4,41416,-1456,676,23896,0,37032,1576,14240,27476,-6260,-348,48792,11096,-78272,-66480,-1968,-9824,41416
2009:Q1,110756,60,-328,-9004,0,12004,-772,15520,-16724,13980,-496,-42176,91264,59432,61632,-3260,1060,110756
2009:Q2,162496,56,-332,-11460,0,12004,-772,15520,-16724,13980,-496,-42176,99084,105816,108012,-3260,1064,162496
2009:Q3,158896,56,-332,-11580,0,12004,-772,15520,-16724,13980,-496,-42176,95188,106232,108432,-3260,1060,158896
2009:Q4,137164,56,-328,-10972,0,12004,-772,15520,-16724,13980,-492,-42176,93928,85144,87344,-3260,1060,137164
2010:Q1,150784,-532,-172,-5772,0,42652,-396,28268,8164,6616,1600,25736,67560,19712,12824,2020,4868,150784
2010:Q2,100776,-532,-168,-5500,0,42652,-396,28268,8164,6616,1604,25736,55688,-18704,-25592,2020,4868,100776
2010:Q3,157132,-532,-172,-5644,0,42652,-396,28268,8164,6616,1604,25736,61276,32212,25320,2024,4868,157132
2010:Q4,154324,-532,-168,-5816,0,42652,-396,28268,8164,6616,1604,25736,64144,26704,19816,2020,4868,154324
2011:Q1,58724,3720,552,15880,0,-9892,1288,4460,-8964,-6676,-2184,-9960,22172,38436,14984,1288,22164,58724
2011:Q2,62296,3720,552,17140,0,-9888,1292,4460,-8964,-6676,-2180,-9960,31176,31736,7404,1288,23044,62296
2011:Q3,50384,3716,556,18196,0,-9888,1292,4460,-8964,-6676,-2184,-9960,21128,28820,4500,1288,23032,50384
2011:Q4,66428,3720,552,16888,0,-9892,1288,4460,-8964,-6676,-2184,-9960,34424,32880,8580,1288,23012,66428
2012:Q1,122292,-916,-432,-13392,0,50876,-1004,22816,5576,23488,1308,-12708,68624,28932,15352,64,13516,122292
2012:Q2,111464,-912,-428,-12544,0,50876,-1004,22816,5576,23488,1308,-12708,59188,26684,13144,60,13480,111464
2012:Q3,114648,-916,-432,-12624,0,50876,-1004,22816,5576,23488,1312,-12708,62244,26896,13380,64,13452,114648
2012:Q4,110776,-912,-432,-12496,0,50876,-1004,22816,5576,23488,1308,-12708,58732,26408,12920,60,13428,110776
2013:Q1,162900,-672,228,6920,0,9304,528,2300,1536,4940,376,-21632,135988,32388,372,1660,30356,162900
2013:Q2,159128,-668,228,7724,0,9308,532,2300,1536,4940,380,-21632,132864,30924,-1152,1664,30412,159128
2013:Q3,159972,-668,228,7604,0,9308,532,2300,1536,4940,376,-21632,132776,31980,-140,1660,30460,159972
2013:Q4,156316,-668,228,7008,0,9308,532,2300,1536,4940,380,-21632,129588,32104,-68,1660,30512,156316
2014:Q1,52128,1104,-60,-960,0,27896,-140,7864,4752,15420,1556,-42376,56364,8604,156,1020,7428,52128
2014:Q2,49936,1108,-60,-1016,0,27900,-136,7864,4752,15420,1556,-42376,54884,7940,-444,1016,7368,49936
2014:Q3,44512,1104,-56,-924,0,27900,-136,7864,4752,15420,1556,-42376,50324,6984,-1352,1016,7320,44512
2014:Q4,51448,1108,-60,-1208,0,27896,-140,7864,4752,15420,1556,-42376,57600,6932,-1352,1020,7264,51448
2015:Q1,56896,1712,44,1524,0,7876,104,-4584,-100,12456,-1304,4472,52152,-9580,-4240,1892,-7232,56896
2015:Q2,50940,1712,44,2076,0,7872,100,-4584,-100,12456,-1304,4472,45804,-9736,-4444,1892,-7184,50940
2015:Q3,46556,1712,44,2364,0,7872,100,-4584,-100,12456,-1304,4472,41448,-10052,-4804,1892,-7140,46556
2015:Q4,61696,1712,40,1656,0,7876,104,-4584,-100,12456,-1304,4472,57228,-9984,-4792,1892,-7084,61696
2016:Q1,66724,-2176,176,6088,0,31756,408,14620,7320,9408,76,-18584,21024,28364,12692,416,15256,66724
2016:Q2,66880,-2176,176,5344,0,31756,408,14620,7320,9408,76,-18584,21896,28392,12772,416,15204,66880
2016:Q3,71736,-2176,176,5168,0,31756,408,14620,7320,9408,80,-18584,27112,28204,12632,420,15152,71736
2016:Q4,67284,-2176,172,5228,0,31756,408,14620,7320,9408,76,-18584,23772,27040,11528,416,15096,67284
2017:Q1,206400,4472,-96,-4796,0,34944,-228,12072,6008,17092,2736,36160,72068,60912,-6264,1908,65268,206400
2017:Q2,204716,4472,-96,-4588,0,34944,-228,12072,6008,17092,2740,36160,70412,60672,-6568,1908,65332,204716
2017:Q3,190092,4472,-100,-2756,0,34944,-228,12072,6008,17092,2736,36160,53828,60808,-6504,1908,65404,190092
2017:Q4,213192,4472,-96,-3340,0,34944,-228,12072,6008,17092,2736,36160,77484,60832,-6544,1908,65468,213192
2018:Q1,46208,-4116,164,5800,0,19692,384,11960,5808,1540,-1312,-4164,33276,-3132,-1944,1976,-3164,46208
2018:Q2,51544,-4112,164,5196,0,19692,384,11960,5808,1540,-1316,-4164,39000,-2916,-1772,1972,-3116,51544
2018:Q3,38820,-4116,164,5424,0,19692,384,11960,5808,1540,-1312,-4164,26016,-2884,-1784,1972,-3072,38820
2018:Q4,35420,-4116,164,6856,0,19692,384,11960,5808,1540,-1316,-4164,21876,-3572,-2524,1972,-3020,35420
2019:Q1,153908,7336,348,10416,0,18632,812,17388,9900,-9468,-460,-33844,83488,67992,172,824,66996,153908
2019:Q2,143316,7332,348,10920,0,18632,812,17388,9900,-9468,-464,-33844,72468,67924,-4,824,67104,143316
2019:Q3,139100,7336,348,11304,0,18632,812,17388,9900,-9468,-460,-33844,67884,67900,-132,820,67212,139100
2019:Q4,169488,7332,348,10584,0,18632,812,17388,9900,-9468,-464,-33844,98808,68092,-52,824,67320,169488
2020:Q1,120992,-7384,564,24376,0,42868,1316,14792,12516,14244,736,-26104,22336,63600,16516,1084,46000,120992
2020:Q2,118584,-7384,564,17372,0,42868,1316,14792,12516,14244,740,-26104,28120,62408,15476,1080,45852,118584
2020:Q3,94248,-7384,564,17084,0,42868,1316,14792,12516,14244,736,-26104,3776,62708,15924,1084,45700,94248
2020:Q4,108480,-7384,568,12116,0,42872,1320,14792,12516,14244,736,-26104,23420,62256,15624,1080,45552,108480
2021:Q1,27676,5032,268,6224,0,84352,628,34372,15460,33892,4,-67116,-42576,41488,-356,3152,38692,27676
2021:Q2,10748,5032,272,4708,0,84356,632,34372,15460,33892,4,-67116,-57676,41168,-916,3148,38936,10748
2021:Q3,28140,5032,268,7864,0,84352,628,34372,15460,33892,0,-67116,-44072,41812,-528,3148,39192,28140
2021:Q4,43556,5032,272,7496,0,84356,632,34372,15460,33892,4,-67116,-27956,41468,-1120,3148,39440,43556
2022:Q1,54872,-3512,-24,-536,0,47640,-52,16272,3300,28120,-3536,141280,-47288,-79152,6912,2916,-88980,54872
2022:Q2,43832,-3508,-20,-340,0,47640,-52,16272,3300,28120,-3532,141280,-60200,-77488,8648,2916,-89052,43832
2022:Q3,45092,-3512,-24,-196,0,47640,-52,16272,3300,28120,-3536,141280,-58044,-78516,7676,2916,-89108,45092
2022:Q4,61936,-3512,-24,456,0,47640,-52,16272,3300,28120,-3536,141280,-38056,-82312,3944,2916,-89172,61936
2023:Q1,103984,-556,20,1548,0,22940,48,8396,2560,11936,-1072,36004,58356,-13256,7484,1200,-21940,103984
2023:Q2,38416,-1572,56,2424,0,65056,136,23812,7260,33848,-3032,102112,-78312,-48316,11744,3408,-63468,38416
2023:Q3,87812,-1176,44,2124,0,48568,100,17776,5420,25272,-2268,76232,-524,-35188,9484,2540,-47212,87812
2023:Q4,107512,-564,20,1420,0,23308,48,8532,2600,12128,-1084,36584,61792,-13964,7116,1220,-22300,107512
2024:Q1,26620,-1384,52,1328,0,57200,120,20936,6384,29760,-2668,89776,-77776,-39908,12820,2996,-55724,26620
2024:Q2,27448,-1516,56,2540,0,62632,132,22924,6988,32588,-2924,98308,-87064,-44584,13220,3276,-61080,27448
2024:Q3,23364,-1592,56,1924,0,65768,136,24072,7340,34220,-3068,103224,-95908,-47040,13684,3444,-64168,23364
2024:Q4,43532,-1308,48,1548,0,54048,112,19784,6032,28120,-2520,84832,-55660,-37456,12336,2828,-52620,43532
2025:Q1,44108,-1504,56,4788,0,62128,132,22740,6932,32324,-2900,97504,-71204,-44760,12564,3252,-60576,44108
