1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q1,2272,0,408,0,0,180,0,-104,-24,308,0,1136,0,548,0,0,548,2272
1970:Q2,2384,0,412,0,0,80,0,-96,72,104,0,924,0,968,0,0,968,2384
1970:Q3,2464,0,440,0,0,792,0,168,224,400,0,1036,0,196,0,0,196,2464
1970:Q4,2820,0,404,0,0,616,0,-28,-8,652,0,1468,0,332,0,0,332,2820
1971:Q1,2148,0,472,0,0,-544,0,136,-128,-552,0,1912,0,308,0,0,308,2148
1971:Q2,2628,0,376,0,0,-728,0,-260,-148,-320,0,2360,0,620,0,0,620,2628
1971:Q3,3184,0,504,0,0,-328,0,44,0,-372,0,2456,0,552,0,0,552,3184
1971:Q4,3836,0,444,0,0,672,0,80,12,580,0,2192,0,528,0,0,528,3836
1972:Q1,7308,0,456,0,0,1028,492,416,220,-100,0,2896,0,2928,0,0,2928,7308
1972:Q2,10584,0,580,0,0,1708,780,-88,308,708,0,3444,0,4852,0,0,4852,10584
1972:Q3,11344,0,628,0,0,2476,844,172,472,988,0,3292,0,4948,0,0,4948,11344
1972:Q4,8320,0,668,0,0,1740,692,756,296,-4,0,2444,0,3468,0,0,3468,8320
1973:Q1,7400,0,716,0,0,2124,560,344,456,764,0,1680,0,2880,0,0,2880,7400
1973:Q2,4984,0,640,0,0,1288,444,288,168,388,0,1000,0,2056,0,0,2056,4984
1973:Q3,4848,0,844,0,0,2080,472,700,160,748,0,680,0,1244,0,0,1244,4848
1973:Q4,5188,0,652,0,0,1312,644,668,196,-196,0,712,0,2512,0,0,2512,5188
1974:Q1,5068,0,784,0,0,1508,760,728,52,-32,0,504,0,2272,0,0,2272,5068
1974:Q2,5404,0,804,0,0,1800,824,804,12,160,0,48,0,2752,0,0,2752,5404
1974:Q3,7684,0,864,0,0,3180,960,1324,216,680,0,216,0,3424,0,0,3424,7684
1974:Q4,8052,0,1176,0,0,3208,1172,324,700,1012,0,1012,0,2656,0,0,2656,8052
1975:Q1,10424,0,1012,0,0,4556,1484,1064,324,1684,0,2064,0,2792,0,0,2792,10424
1975:Q2,14512,0,1232,0,0,4200,1884,892,200,1224,0,2176,0,6904,0,0,6904,14512
1975:Q3,17544,0,1280,0,0,4144,1504,1380,72,1188,0,2028,0,10092,0,0,10092,17544
1975:Q4,12704,0,1168,0,0,3336,988,500,424,1424,0,2188,0,6012,0,0,6012,12704
1976:Q1,7184,0,1208,0,0,3396,1324,1216,428,428,0,2468,0,112,0,0,112,7184
1976:Q2,772,0,1036,0,0,3184,876,1600,328,380,0,1876,0,-5324,0,0,-5324,772
1976:Q3,8040,0,844,0,0,628,504,1160,168,-1204,0,1372,0,5196,0,0,5196,8040
1976:Q4,10356,0,1020,0,0,696,316,1704,-388,-936,0,1324,0,7316,0,0,7316,10356
1977:Q1,16408,0,1244,0,0,880,296,-204,892,-104,0,1728,0,12556,0,0,12556,16408
1977:Q2,7332,0,1380,92,0,3680,216,2084,476,904,0,2164,0,16,0,0,16,7332
1977:Q3,15472,0,1480,120,0,1304,60,124,864,256,0,2616,0,9952,0,0,9952,15472
1977:Q4,5632,0,1548,164,0,3528,8,1228,-96,2388,0,2524,0,-2132,0,0,-2132,5632
1978:Q1,17316,0,1780,224,0,844,56,168,-24,644,0,2780,0,11688,0,0,11688,17316
1978:Q2,5164,0,1876,248,0,3928,-24,708,-44,3288,0,2672,0,-3560,0,0,-3560,5164
1978:Q3,13168,0,1728,240,0,1844,-260,-1096,1364,1836,0,2640,0,6716,0,0,6716,13168
1978:Q4,16792,0,2164,348,0,1920,-16,2092,-1136,980,0,2836,0,9524,0,0,9524,16792
1979:Q1,15096,0,2008,564,0,3144,688,548,1068,840,0,3244,0,6136,0,0,6136,15096
1979:Q2,16492,0,1784,752,0,5980,1448,1200,736,2596,0,3332,0,4644,0,0,4644,16492
1979:Q3,14244,0,1952,900,0,6780,2236,840,1120,2584,0,4496,0,116,0,0,116,14244
1979:Q4,18748,0,2216,1076,0,5660,2400,228,488,2544,0,4944,0,4852,0,0,4852,18748
1980:Q1,18640,0,1760,1272,0,6948,1960,1208,688,3092,0,3456,736,4468,0,0,4468,18640
1980:Q2,19488,0,1636,1380,0,8088,1680,2184,1484,2740,0,5772,-660,3272,0,0,3272,19488
1980:Q3,20256,0,1540,1400,0,7164,1568,1180,1248,3168,0,4168,740,5244,0,0,5244,20256
1980:Q4,12716,0,2460,1752,0,6956,1408,1648,1672,2228,0,3928,700,-3080,0,0,-3080,12716
1981:Q1,11960,0,2060,2444,0,5632,1208,1136,1724,1564,0,5176,0,-3352,0,0,-3352,11960
1981:Q2,19276,0,1512,3560,0,6796,2404,1192,2308,892,0,4792,204,2412,0,0,2412,19276
1981:Q3,22352,0,2316,5116,0,6088,2304,212,2452,1120,0,3632,1164,4036,0,0,4036,22352
1981:Q4,15796,0,2852,4604,0,10028,2044,11928,-4852,908,0,4404,528,-6620,0,0,-6620,15796
1982:Q1,7796,0,5844,1864,0,11136,-4048,9352,3256,2576,0,780,256,-12084,0,0,-12084,7796
1982:Q2,15312,0,6484,-4000,0,8968,-2188,6004,3240,1912,0,1800,404,1656,0,0,1656,15312
1982:Q3,26756,0,5852,-3836,0,6116,-4492,5864,1860,2884,0,2616,664,15344,0,0,15344,26756
1982:Q4,30956,0,6148,-1532,0,7280,-4156,7268,2024,2144,0,18448,488,124,0,0,124,30956
1983:Q1,30736,0,7660,756,0,7300,-1536,4556,1084,3196,0,4824,-404,10600,0,0,10600,30736
1983:Q2,42992,0,10448,1404,0,7236,1696,3324,1068,1148,0,2464,272,21168,0,0,21168,42992
1983:Q3,17120,0,324,1496,0,14452,2712,6052,2228,3460,0,264,1144,-560,0,0,-560,17120
1983:Q4,17292,0,3104,1308,0,8688,400,4228,1688,2372,0,-1248,940,4500,0,0,4500,17292
1984:Q1,-6900,0,-1324,1048,0,6832,3732,1692,360,1048,0,-6356,1256,-8356,0,0,-8356,-6900
1984:Q2,-14416,0,-280,788,0,-3340,4052,-2900,-780,-3712,0,-6340,-252,-4992,0,0,-4992,-14416
1984:Q3,44276,0,9128,1528,0,15896,92,6640,2628,6536,0,4400,468,12856,0,0,12856,44276
1984:Q4,28752,0,5924,672,0,16868,-4096,9640,2832,8492,0,-736,932,5092,0,0,5092,28752
1985:Q1,30920,0,9720,1964,0,644,-448,3748,1492,-4148,0,4276,380,13936,0,0,13936,30920
1985:Q2,40260,0,12032,2344,0,4776,-152,7288,3220,-5580,0,5816,312,14980,0,0,14980,40260
1985:Q3,-2260,0,-1452,896,0,3480,972,3532,1828,-2852,0,2812,336,-8332,0,0,-8332,-2260
1985:Q4,44320,0,-5636,3392,21136,9092,-1360,5580,13248,-8376,0,-480,312,16504,0,0,16504,44320
1986:Q1,35792,-1200,1516,1720,532,11820,100,2948,1356,7416,-1368,-13412,3572,32612,12064,40,20508,35792
1986:Q2,7384,-960,-6408,-360,-656,-4244,-1556,-4652,-2120,4084,-1740,5564,948,15240,9756,60,5424,7384
1986:Q3,29380,-760,4652,2716,1036,6300,780,-1676,-656,7852,-1596,-6120,1188,21964,9116,80,12768,29380
1986:Q4,72672,-304,6884,3536,1424,34484,1240,-30852,-13248,77344,-1660,1476,1084,25748,11348,216,14184,72672
1987:Q1,39484,-100,-14828,816,-756,45524,1264,14572,16868,12820,916,-10904,4124,14692,21472,1600,-8380,39484
1987:Q2,22448,-80,-7772,3256,440,-7372,3104,1440,812,-12728,-120,13260,2224,18612,30604,3000,-14992,22448
1987:Q3,82480,-60,-13328,1316,-552,8236,1760,6108,3432,-3064,220,4152,1684,80812,30156,4400,46256,82480
1987:Q4,36540,-32,-11716,1980,-264,-2692,2332,1612,904,-7540,-8,23540,-1104,26836,32356,3020,-8540,36540
1988:Q1,42484,600,14756,2472,752,-31448,-2528,-14672,2520,-16768,1236,24972,-1532,30676,9968,800,19908,42484
1988:Q2,27524,1400,18952,4724,1388,1112,-1476,3116,2076,-2604,2416,-6360,-828,4720,14472,-1200,-8552,27524
1988:Q3,36272,1200,13424,1928,248,-2772,-3024,1876,1252,-2876,2812,8272,-1696,12856,8,-3600,16448,36272
1988:Q4,51964,732,10064,600,-308,-4304,-3428,1932,-2600,-208,3920,2052,3896,35312,24784,424,10104,51964
1989:Q1,32680,700,15044,3140,1652,-14828,672,-13160,2560,-4900,-404,260,4152,22964,19072,2336,1556,32680
1989:Q2,28848,600,21440,4688,2524,11336,1512,4884,364,4576,1156,-9136,4892,-8652,10760,2936,-22348,28848
1989:Q3,36048,500,10260,800,820,21200,-444,9092,3804,8748,1908,-8936,4940,4556,8512,2996,-6952,36048
1989:Q4,48516,452,24700,5032,2820,14548,1540,6320,1532,5156,1416,-28224,6356,21416,20524,3040,-2148,48516
1990:Q1,46624,-300,12788,3884,2024,5136,2024,-11180,8360,5932,-240,-11492,6556,28268,32168,3096,-6996,46624
1990:Q2,-13840,-800,-8224,-2608,-936,28624,-936,8520,5184,15856,1352,-500,8144,-38892,-2084,3256,-40064,-13840
1990:Q3,68540,200,-4892,-1212,-468,2980,-468,220,-3112,6340,-220,9100,4624,58428,33568,3296,21564,68540
1990:Q4,24560,-344,5780,1824,1056,3116,1056,-360,-3688,6108,-344,3216,6548,3708,11224,3344,-10860,24560
1991:Q1,40156,-300,-8748,-3528,396,19636,396,6092,2760,10388,548,13356,9156,9640,10700,3736,-4796,40156
1991:Q2,69684,-280,3712,2068,2348,7716,2348,1836,-1492,5024,-208,4384,10108,39836,27780,3856,8200,69684
1991:Q3,60432,-280,13220,5372,4112,5808,4112,708,-2628,3616,-400,4200,10724,17676,19148,3936,-5408,60432
1991:Q4,62476,-324,-8032,-1152,728,19160,728,5780,2448,10204,364,15772,12016,23944,18456,4108,1380,62476
1992:Q1,55320,-180,-9332,416,936,3728,936,816,-2516,4492,-804,24304,25456,10796,16080,4012,-9296,55320
1992:Q2,65884,-72,-10068,272,796,-5172,796,-1864,-5196,1092,-1160,47636,26628,7024,7980,4136,-5092,65884
1992:Q3,85232,-68,-2864,2928,2312,30516,2312,8428,5096,14680,244,25680,7488,18996,14776,4412,-192,85232
1992:Q4,-5080,40,-9652,660,960,9400,960,2416,-912,6936,-572,-17784,21592,-9724,-3576,4844,-10992,-5080
1993:Q1,142012,160,-2468,8864,2976,17920,2976,2356,-980,13568,952,75128,22388,16092,19376,4348,-7632,142012
1993:Q2,79904,148,-6376,8228,2380,-11992,2380,-6416,-9748,1792,-196,48148,33548,6016,17528,4348,-15860,79904
1993:Q3,37396,136,-22128,752,-1816,48088,-1816,12360,9028,28516,2340,-6112,23480,-7344,7972,4548,-19864,37396
1993:Q4,30140,120,-8240,8412,188,-2880,188,-3264,-6592,6788,-3744,-21484,39740,18028,19240,6544,-7756,30140
1994:Q1,117568,24,220,10020,692,464,692,9912,6576,-16716,368,-3920,55360,54340,34712,6136,13492,117568
1994:Q2,133836,24,-6160,6540,-1212,27268,-1212,17736,14404,-3660,1756,51836,29676,24108,25168,5968,-7028,133836
1994:Q3,44380,24,-13196,1176,-3672,8448,-3672,-1336,10000,3456,2584,4860,27632,16524,10376,5944,204,44380
1994:Q4,-27848,512,-7260,3984,-3784,-16356,-3784,56,8604,-21232,-10468,-59132,47568,17088,16124,4008,-3044,-27848
1995:Q1,33320,584,2868,3552,716,6136,716,736,1768,2916,668,-37944,42352,14388,3316,3788,7284,33320
1995:Q2,14392,580,-4032,10120,716,-1228,716,-368,-748,-828,672,-42580,46520,3624,-7448,3792,7280,14392
1995:Q3,68564,584,1160,4752,720,-22476,720,-7020,-4928,-11248,668,-5496,69504,19148,8080,3788,7280,68564
1995:Q4,53072,620,-676,7504,712,-5860,712,-1752,-1380,-3440,672,-39836,57924,32012,20936,3792,7284,53072
1996:Q1,54052,600,-5360,11600,720,21376,720,6340,4416,9900,664,-31052,45780,9724,-1340,3788,7276,54052
1996:Q2,34508,600,-1076,7024,712,-2720,712,-1284,-500,-1648,668,-29800,45504,13596,2524,3788,7284,34508
1996:Q3,45936,612,-4232,10832,720,-7304,720,-4976,-2856,-192,672,-20632,43656,21612,10536,3792,7284,45936
1996:Q4,30184,252,-11680,16392,5376,-5636,5376,-1000,-128,-9884,688,-30616,46364,9044,-16004,3788,21260,30184
1997:Q1,7396,1304,-11172,19288,548,14596,548,900,660,12488,924,-59956,57912,-16048,-25212,1152,8012,7396
1997:Q2,35468,696,-4644,9768,544,368,544,-3380,-2204,5408,968,-42812,55532,15048,5640,1172,8236,35468
1997:Q3,41320,1968,-19404,29556,548,5512,548,-1480,-1088,7532,1016,-50136,53148,19112,9460,1188,8464,41320
1997:Q4,73200,-180,12092,-4152,2912,4332,2912,-956,-868,3244,-1720,-37100,67536,29480,6600,8548,14332,73200
1998:Q1,131236,-1780,12480,2424,1308,27968,1308,10372,16420,-132,204,28416,48988,11228,-1876,6576,6528,131236
1998:Q2,90744,-1820,16432,2156,1312,12820,1312,9788,-6872,8592,208,20628,55248,-16240,-30256,7248,6768,90744
1998:Q3,82328,-1836,12460,3092,1072,23332,1072,4164,8996,9100,580,-10832,68392,-13932,-28120,7952,6236,82328
1998:Q4,89088,-248,11656,4744,756,-13072,756,3648,-18096,620,-316,51592,46608,-12632,-10560,-2396,324,89088
1999:Q1,-30632,1152,-22992,16280,3960,9236,2252,-8508,11276,4216,1808,-106948,63940,2932,2960,-10848,10820,-30632
1999:Q2,1992,912,-18532,11260,544,7424,2252,-2128,4056,3244,1808,-54300,59544,-6668,-6648,-10844,10824,1992
1999:Q3,24236,716,-27344,20584,2256,7192,2256,672,880,3384,1808,-82320,74540,26804,26828,-10848,10824,24236
1999:Q4,64980,1824,-9008,2184,2248,17352,2248,2888,8856,3360,1808,52640,41436,-45504,-45480,-10844,10820,64980
2000:Q1,95140,896,-764,1140,1324,32700,1324,564,32564,-1752,1236,13144,53636,-8172,-18700,-288,10816,95140
2000:Q2,19124,1560,652,52,2840,-21856,2840,2368,-19860,-7204,1412,-23536,69388,-11388,-27860,-1228,17700,19124
2000:Q3,24120,2712,-3024,11652,5032,-3076,5032,9880,-4344,-13644,1576,-41688,60912,-9976,-34384,-2176,26584,24120
2000:Q4,55316,3132,6844,3456,6548,-3516,6548,-3428,14180,-20816,1756,-30908,76852,-8848,-39172,-3116,33440,55316
2001:Q1,-90032,-5236,-3388,-14204,-25992,21948,-25992,6212,7068,34660,-10172,61876,74108,-188972,-62264,23876,-150584,-90032
2001:Q2,94452,4,-96,-776,-492,-38588,-492,-18920,-3176,-16000,-316,53400,48524,32792,42392,-4960,-4640,94452
2001:Q3,21752,-120,-536,-1556,-1108,-32284,-1108,2740,-27640,-6276,-128,77180,77576,-97272,-90948,-4380,-1944,21752
2001:Q4,127412,-312,-1276,-6228,-1976,-17884,-1976,-18284,19976,-17600,-620,67588,42228,45892,64836,-9824,-9120,127412
2002:Q1,256496,1308,5064,4480,6632,49668,6616,24708,11232,7112,1688,18792,50412,118452,67592,25920,24940,256496
2002:Q2,-97492,132,480,20156,428,17232,428,-576,-4172,21552,48,-94100,64592,-106460,-107664,456,748,-97492
2002:Q3,-87248,128,456,12464,408,41732,408,3840,2668,34816,-152,-80352,67880,-129812,-126144,-1392,-2276,-87248
2002:Q4,23888,136,480,572,432,3224,432,4924,-4416,2284,-96,-42388,42680,18848,21132,-864,-1420,23888
2003:Q1,253372,188,668,-4704,596,4172,596,5740,6264,-8428,252,192720,69572,-10092,-16132,2260,3780,253372
2003:Q2,124732,116,412,1168,368,-9292,368,-5412,-916,-3332,-268,15096,47604,69528,75876,-2408,-3940,124732
2003:Q3,35316,84,308,1372,280,1160,280,-828,652,1056,16,-73992,61184,44904,44544,136,224,35316
2003:Q4,113072,44,148,108,132,-228,132,-52,1444,-1752,-60,-10768,50624,73072,74540,-560,-908,113072
2004:Q1,74584,-4,-8,-432,-28,-4408,4,272,-1060,-3624,-492,6484,77568,-4096,7668,-4460,-7304,74584
2004:Q2,102392,36,124,848,112,11132,112,2628,2656,5736,-20,8220,81856,84,536,-172,-280,102392
2004:Q3,166468,56,204,1068,180,19172,180,4340,4716,9936,388,56056,82056,7288,-1980,3516,5752,166468
2004:Q4,188120,64,216,732,196,8356,196,988,6264,908,-376,52812,64044,62076,71028,-3400,-5552,188120
2005:Q1,72616,76,288,1532,288,5996,216,1780,1484,2516,-52,-16048,87380,-6844,-5556,-484,-804,72616
2005:Q2,96304,68,248,1372,220,6820,220,212,2716,3672,184,-2688,78188,11892,14212,1652,-3972,96304
2005:Q3,113220,136,480,2660,432,19136,432,3724,5308,9672,108,-92,72420,17940,21988,980,-5028,113220
2005:Q4,98868,172,608,2988,548,7444,548,1356,2044,3496,-228,-5496,79208,13624,25428,-2068,-9736,98868
2006:Q1,75640,892,1036,3772,-2012,10792,1000,1244,4336,4212,1380,-9824,44820,24784,13384,-2172,13572,75640
2006:Q2,84784,892,1036,4808,-2012,10792,1000,1244,4336,4212,1380,-9824,60156,17556,6160,-2172,13568,84784
2006:Q3,77216,892,1036,4424,-2016,10792,1000,1244,4336,4212,1380,-9824,46336,24196,12796,-2172,13572,77216
2006:Q4,77652,892,1032,4140,-2012,10792,1000,1244,4336,4212,1376,-9824,40008,31248,19852,-2172,13568,77652
2007:Q1,79564,448,216,7328,0,7876,504,2300,1784,3288,508,-25356,47284,41260,18452,2072,20736,79564
2007:Q2,98440,448,216,7616,0,7876,504,2300,1784,3288,504,-25356,52796,54340,31532,2076,20732,98440
2007:Q3,82284,448,216,7944,0,7872,500,2300,1784,3288,504,-25356,47488,43168,20360,2072,20736,82284
2007:Q4,71300,444,216,7272,0,7876,504,2300,1784,3288,504,-25356,50408,29936,7128,2076,20732,71300
2008:Q1,58248,-1456,676,21720,0,37036,1580,14240,27476,-6260,-348,48792,9244,-57416,-45620,-1972,-9824,58248
2008:Q2,101148,-1456,676,20284,0,37032,1576,14240,27476,-6260,-344,48792,24628,-28464,-16672,-1972,-9820,101148
