1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q2,3128010,295341,2832669,2650669,181999,-275,15345,14455,327860,-2552,511246,590194,358898,243486,82591,35325,-2505,231297,215719,18097,-50742,2869,-104236,172524,236987,-42480,12889,-34872,7896,7936,1643,-1683,-77567,51059,37126,1443,159194,1516,-3460,-15578,-2210,-7319,-14971,-14604,8501,13502,253,-6945,896,-78948
2010:Q3,3159574,303290,2856284,2668139,188145,-922,-15132,16984,327428,874,545893,551109,354058,245474,75439,35618,-2473,197051,164718,-32379,104516,2534,-3785,-231214,-13632,34367,-9304,-242645,10560,13986,2028,-5454,10765,51375,60435,13948,176608,1516,-161,-32333,-2629,-19859,-39451,25272,-13555,7622,253,-6945,-2900,-5215
2010:Q4,3196859,343019,2853840,2762407,91433,-799,4608,23139,327952,-4801,441918,795696,362594,251543,77136,36361,-2445,433102,456438,115483,14776,3396,-6331,35423,-56510,-3765,44889,50809,14791,22280,-1517,-5972,-1227,58970,42465,764,171217,1516,5195,23336,2128,26000,-20196,26738,2419,16786,253,-6945,2153,-353779
2011:Q1,3284541,356789,2927751,2671387,256364,-732,2016,23961,329987,878,606686,676692,364986,254006,76796,36614,-2431,311706,325650,81675,105958,2337,-52240,-41995,-159881,182613,7590,-72317,-3431,-3725,1522,-1228,-12582,11445,80674,16212,129385,3636,4576,13944,-156,8766,688,-18502,-8190,33320,1450,4960,374,-70006
2011:Q2,3312304,352719,2959584,2768778,190807,-487,13823,20961,332211,454,529215,709104,366054,252833,77670,37954,-2403,343050,336616,-5698,150662,-4312,-26135,26275,-139149,36406,-2958,131976,41881,42062,903,-1084,-103083,48859,57462,18334,124184,3636,4551,-6434,-658,-11217,-20431,24768,-15767,-1237,1450,4960,481,-179889
2011:Q3,3348139,363105,2985033,2781487,203547,-1404,-10220,20567,334819,-138,567885,833004,370536,254666,78893,39350,-2373,462468,488143,131756,26638,-914,-28139,299196,143536,37269,-10410,128801,-4344,-5969,2526,-901,-192362,43756,22598,32182,132830,3636,21310,25675,-4853,26818,-17186,49098,8520,-15064,1450,4960,-1250,-265119
2011:Q4,3364588,381078,2983510,2857945,125566,-674,-1209,24353,336576,1175,485855,719872,378224,259722,80805,40038,-2340,341648,366734,88732,85944,-7022,27436,-20038,26603,-56617,7422,2554,-52246,-52236,1030,-1040,-2656,54741,14832,21977,123509,3636,27889,25086,-1464,21660,-18779,54050,11345,-26406,1450,4960,-70,-234017
2012:Q1,3430096,376286,3053810,2781776,272033,-860,7684,32491,337055,1698,631337,622389,392663,268026,85596,41352,-2310,229726,204343,36007,116807,-1103,-63666,-165190,-33498,-135146,-22256,25710,16054,22193,-3102,-3037,-21785,-17672,152106,-8085,163915,2259,-5304,-25383,-1720,-26362,-32029,-11183,-9452,24115,2187,863,1836,8948
2012:Q2,3462965,361239,3101726,2850741,250985,-523,13185,29380,339881,2062,604477,653498,393502,266957,86774,42057,-2285,259996,273659,-45144,53809,-5560,-49474,183055,156902,63563,9950,-47360,13091,17267,-3649,-527,-28264,10606,49603,-13926,105026,2259,-1422,13663,-4831,15760,-26308,47427,140,-7686,2187,863,1871,-49021
2012:Q3,3452962,364895,3088067,2850278,237789,-729,-16003,30445,341920,2686,622741,715379,398053,268869,89896,41558,-2270,317327,361877,-693,20770,1340,47100,40995,-78472,17066,-46343,148744,-2863,3687,-3074,-3476,34481,6575,78682,3886,127155,2259,2190,44550,-3621,46898,-20218,59985,502,4442,2187,863,410,-92639
2012:Q4,3571772,407094,3164678,2948959,215719,-498,-232,34675,344033,-11257,605418,817291,409293,274024,95776,41759,-2266,407998,411024,131574,114624,-2557,103640,-32168,97164,-8285,-35050,-85997,13890,19141,-3242,-2009,-137103,8771,54925,7852,130167,2259,15150,3026,-4229,9843,-27935,62452,2146,-29007,2187,863,-3451,-211873
2013:Q1,3476222,396042,3080180,2843994,236186,-494,7362,37474,346713,4551,607966,714029,422930,277561,100769,46958,-2357,291099,283389,46335,12481,3219,-76293,-171778,12191,-98623,-1244,-84102,-20487,-18383,-316,-1788,182687,-1681,174120,575,126880,1415,5916,-7710,-1479,-6638,-27700,868,-291,18411,2074,-590,997,-106064
2013:Q2,3509270,409403,3099867,2924824,175043,-257,15890,35264,350423,4808,539774,463487,426713,277065,105608,46355,-2315,36774,84063,23035,38059,3812,-34984,-316270,-60347,-44155,-9330,-202438,56236,58694,-680,-1778,106233,55132,6353,5969,129024,1415,10049,47289,-3210,49187,-13608,46420,4754,9547,2074,-590,1902,76288
2013:Q3,3530910,418027,3112883,2944019,168863,-754,-16769,35638,353135,5231,568421,500848,431371,278072,108890,46702,-2293,69477,145110,10555,91270,-23,27842,-75190,-66824,65417,-17027,-56756,-11291,-8753,-711,-1827,-113581,49964,9116,8471,132344,1415,14218,75633,-4314,81542,25605,70105,-9101,-7141,2074,-590,-1005,67573
2013:Q4,3552370,454063,3098307,3062703,35604,-409,-1328,36095,356508,5447,423679,637404,433361,279452,109021,47178,-2291,204043,390284,110163,-25117,-4409,14432,-133440,-95876,-20052,-14263,-3249,43017,45669,-1861,-791,108354,54877,47989,6105,142599,1415,24299,186241,-4374,190096,-8041,60170,14878,121015,2074,-590,1109,-213725
2014:Q1,3615049,453208,3161841,2943463,218378,-459,9070,36329,359400,5091,599487,778393,434954,279941,110616,46710,-2314,343439,350833,29526,189575,432,-3563,-50428,-106589,71382,-5324,-9897,44450,47742,-2096,-1196,-46512,-23805,106048,9351,86130,6870,2759,7394,-1130,911,-31553,6347,2654,21668,1795,6633,980,-178906
2014:Q2,3672841,428864,3243976,3053517,190459,-89,17443,44242,360924,4796,573298,629436,448241,288447,114251,47883,-2340,181195,266517,11897,67156,-2717,-61556,-35265,-86282,21289,-5386,35114,-19456,-16287,-2009,-1160,114264,29965,55733,12091,79290,6870,8245,85322,-586,77901,-3668,67188,8337,4249,1795,6633,1374,-56138
2014:Q3,3722219,432893,3289325,3083599,205727,-602,-18828,46769,364384,-5351,640457,675752,456667,292395,117847,48820,-2395,219085,224729,-25576,71015,2894,31901,-4249,-37886,53778,-41573,21432,35118,39329,-2264,-1947,-34833,29615,12931,13455,83387,6870,2201,5644,-2790,2460,16951,78942,545,-95773,1795,6633,-659,-35295
2014:Q4,3773966,470713,3303252,3205820,97432,-781,-2437,47905,367594,4806,509781,851501,465232,295814,122247,49650,-2478,386268,465027,-43950,149114,-6968,29727,-44638,3022,-9098,-14084,-24478,-9690,-7781,-1968,59,188384,33354,47361,17172,93551,6870,4740,78759,-1939,74535,13920,66595,8270,-16045,1795,6633,-470,-341720
2015:Q1,3821520,481657,3339863,3062053,277811,-475,6979,47988,369260,5163,682442,1039425,469599,296352,125322,50442,-2517,569826,569768,91992,230866,-1166,-34664,35591,118953,1097,-5536,-78923,-3102,1282,-3625,-759,70435,-6780,84835,16298,82550,53,2860,-58,-516,-5319,-23579,5018,8365,2274,2603,4667,1110,-356983
2015:Q2,3857934,472000,3385934,3175857,210077,-366,16492,52671,371795,5335,612351,539447,481149,302486,129132,52125,-2594,58298,198175,72055,3442,-5106,-20753,-27966,19330,26601,8460,-82357,-25547,-21288,-3483,-776,-13965,56176,43861,9259,101562,53,5104,139877,-3404,137749,47207,70630,10149,7160,2603,4667,865,72904
2015:Q3,3886635,471058,3415577,3199981,215596,-735,-21292,51221,377003,5391,658986,675416,488985,304583,134288,52763,-2649,186431,317182,-134846,182494,-3307,68977,336677,245678,105083,-20182,6098,-29443,-24600,-4253,-590,-248713,53283,-36397,15045,98976,53,14383,130751,-2474,128778,51144,85333,6847,-17149,2603,4667,-220,-16430
2015:Q4,3907653,516173,3391480,3304390,87090,-826,3088,49500,380260,5532,507404,838862,492280,304712,137101,53150,-2683,346582,451048,82987,138629,-4257,33297,-68716,30073,44216,-30974,-112031,-16562,-12450,-3555,-557,82978,48506,3044,8292,125602,53,17195,104466,-1502,101332,33450,72505,6182,-13408,2603,4667,-31,-331458
2016:Q1,3926914,483317,3443597,3168047,275550,-395,3141,54896,379312,5323,700899,930289,501841,307966,141817,54783,-2725,428448,456191,83541,179290,726,-22818,78576,133645,-32598,560,-23031,39881,42352,-1940,-531,26994,-99045,52650,13569,90970,796,11061,27743,969,23265,5292,12011,7887,-5295,3370,2325,1184,-229389
2016:Q2,3946456,475519,3470937,3275575,195362,-557,19971,53840,384140,3592,609222,595451,506092,309633,143991,55253,-2786,89359,226877,-30338,42057,-1310,-67912,28921,42268,25244,10667,-49258,2148,4123,-1352,-623,158686,-42459,22068,20841,77527,796,15852,137518,-115,134488,53441,64559,1974,11144,3370,2325,820,13772
2016:Q3,3985157,490094,3495063,3304513,190550,-500,-11031,55426,389386,5361,640532,483655,512921,314331,145635,55804,-2848,-29266,145891,-112945,344677,-500,-32872,-25776,-1375,-46741,3222,19118,-31769,-29067,-2098,-604,-90419,-24764,5945,9491,92626,796,11401,175157,-2303,176100,72985,84795,2565,12385,3370,2325,-965,156877
2016:Q4,4029124,509823,3519301,3434565,84736,-513,-6550,56062,392783,296,539322,380410,519682,316352,149558,56685,-2913,-139272,-31319,1477,143822,-4530,-19839,-146886,-18347,18649,8235,-155423,-26733,-24913,25,-1845,11493,-47127,-25951,1157,62127,796,18875,107953,-1657,108647,54408,74847,-1782,-22196,3370,2325,-1362,158912
2017:Q1,4089324,517920,3571403,3295202,276202,-352,14329,52197,398859,-1588,714165,909491,525799,317094,154385,57221,-2900,383692,447124,181962,138323,4532,-44673,-81987,-31665,11956,-14568,-47710,11540,14371,-939,-1892,22466,-24332,94226,6500,130799,4003,3765,63432,-189,60912,51254,-6016,-4554,18468,1760,1335,1374,-195326
2017:Q2,4137768,491764,3646003,3423704,222299,-593,19407,51386,404029,5490,652224,617728,527784,319224,157467,54079,-2986,89944,251666,-5486,-80276,3100,-19509,50818,37981,17095,1084,-5342,-4409,-3817,766,-1358,75612,49675,44864,1473,122821,4003,8980,161722,3099,156866,73583,52286,11900,17337,1760,1335,422,34496
2017:Q3,4186795,496114,3690680,3449879,240801,-619,-21782,55185,407784,-24744,749677,582826,535166,324584,159595,54084,-3097,47660,201899,-82603,124960,5928,60498,-106992,-75626,-5766,-30162,4562,-18030,-13498,-2250,-2282,-65518,40743,95168,6910,106201,4003,30631,154239,-3566,156413,86314,66474,-3309,5174,1760,1335,57,166851
2017:Q4,4248870,543029,3705841,3603496,102345,-583,-6728,65277,410487,5685,578569,852677,552403,335699,164150,55786,-3232,300274,499457,115441,27490,-856,76539,4940,19874,2589,7489,-25012,-50235,-48595,-1012,-628,59863,41769,78005,7245,124643,4003,10610,199183,1947,195973,75011,81572,3853,33777,1760,1335,-72,-274108
2018:Q1,4301165,535058,3766107,3471086,295020,-332,13926,65466,417199,5612,757816,968547,559994,339306,164714,59292,-3318,408553,463226,92271,206975,3126,-31210,85283,169954,-16790,-23076,-44805,-22827,-20591,-1328,-908,-27358,-47353,103206,12920,74592,1384,12217,54673,1590,48595,39923,-10876,3971,16462,-885,2054,2434,-210731
2018:Q2,4351794,501898,3849896,3606596,243300,-382,20163,63029,423280,5547,703516,485563,566328,340402,168742,60616,-3432,-80765,53869,-139058,64091,328,37312,106740,90577,50723,9565,-44125,-5821,-3310,-1602,-909,-143176,10016,23731,12344,79668,1384,6310,134634,-321,133050,83091,42295,16061,-7512,-885,2054,-149,217953
2018:Q3,4412083,502393,3909690,3626659,283031,-675,-23406,60760,428250,2096,792676,757610,566771,341200,168737,60342,-3508,190839,356272,-185186,46233,-650,-1156,209734,184479,66880,2008,-43633,408,3115,-1578,-1129,114914,-4902,87444,9219,65053,1384,13777,165433,-2639,165171,97660,68791,-2981,2586,-885,2054,847,35066
2018:Q4,4463152,534804,3928348,3753043,175305,-657,-5328,58606,432141,-3852,674576,869173,565147,341345,166195,61152,-3545,304026,440840,57024,113409,59,168261,388753,144150,76194,14250,154159,-28799,-26418,-1452,-929,-162025,9954,-204663,13902,63285,1384,20296,136814,-280,136273,67166,72477,22832,-25317,-885,2054,-1233,-194597
2019:Q1,4538173,553172,3985001,3562587,422414,-532,12642,54522,436639,4267,896134,1306594,564535,340278,163892,63831,-3466,742059,764806,73218,178573,-910,120214,63036,130662,-2298,-22646,-42682,-826,787,-617,-996,160069,-38713,99660,3740,105584,-290,1451,22747,-1222,10372,30484,-12572,-14203,-5760,12423,12137,1460,-410460
2019:Q2,4573169,542124,4031045,3731750,299296,-186,21493,58317,442583,3708,774809,846469,577258,348371,168004,64313,-3429,269212,464438,-115714,7094,-1377,-38933,290347,108554,85404,-22566,118955,12597,14207,-661,-949,2730,34774,145798,4339,115552,-290,7521,195226,348,183436,87798,57637,14245,11333,12423,12137,-695,-71661
2019:Q3,4604341,532548,4071793,3770834,300959,-585,-22516,61988,447081,3647,828312,810794,587912,354422,172151,64750,-3412,222883,417151,-195820,207617,-119,242260,13042,35507,-24428,-27004,28967,33560,35105,-642,-903,-8262,30645,-47719,13328,124707,-290,4202,194268,-391,181648,94403,72041,-2122,4903,12423,12137,874,17518
2019:Q4,4647478,570820,4076659,3921169,155490,-929,-6240,60933,451160,3483,669411,1292735,590843,355721,173997,64538,-3413,701892,886395,262200,182475,1206,121992,-142010,-112055,22074,5009,-57038,-7623,-6003,-465,-1155,193504,30864,132570,-1385,84586,-290,28306,184503,-610,173097,72802,68043,13212,6617,12423,12137,-121,-623324
2020:Q1,4692288,577663,4114625,3663578,451047,-820,14057,41631,458610,3811,932600,1425257,583660,342157,180642,64289,-3427,841596,903082,107341,327114,9358,463906,-1601,-230411,9978,7857,210975,139632,141134,-356,-1146,47540,-59588,-304888,48113,113655,9600,2900,61486,-2833,54765,44480,-49065,33762,17024,8564,7033,2521,-492656
2020:Q2,5048557,508582,4539975,3417270,1122705,-1190,17510,34909,462240,-10294,1611448,1730647,562641,337687,167628,60757,-3430,1168006,1176999,422459,519994,-6461,216638,-408605,-158322,-345115,-19863,114695,-11966,-10210,-764,-992,242807,28210,54891,6,86202,9600,23224,8993,-2259,5172,69337,-50448,-8151,-14130,8564,7033,-953,-119199
2020:Q3,4958564,538091,4420473,3725695,694778,-986,-27497,103679,465655,4392,1286231,725588,661629,406349,194873,63824,-3417,63960,324683,225046,92601,3952,-162058,-294193,-10812,-31998,1712,-253095,-44363,-43304,-208,-851,249431,36791,43677,21991,102083,9600,40125,260723,-1311,255411,153157,45320,-11051,59421,8564,7033,-410,560643
2020:Q4,4920674,620943,4299731,3909253,390479,-617,1240,102273,478462,5080,964277,1492679,687196,414117,212816,63651,-3388,805484,1077437,1227518,-515910,974,-93677,49649,104374,-61214,-19676,26165,28060,28787,-506,-221,135638,21373,55718,22656,122415,9600,13423,271953,-2954,268964,133058,42153,5972,79217,8564,7033,-1090,-528402
2021:Q1,5538871,639045,4899826,3831144,1068682,127,3857,118740,493923,-42978,1720591,1234158,726385,441277,223994,64502,-3387,507772,674864,359120,511267,1351,91600,-828059,-425817,-112650,-20849,-268743,876,-787,1888,-225,398678,-86716,184173,-999,24977,9726,8870,167092,584,157439,110358,-17644,-357,57669,7413,6943,2126,486434
2021:Q2,5258700,652131,4606569,4143095,463474,-952,20334,142734,506590,4735,1086777,940093,762749,471869,230230,63990,-3340,177344,523560,328530,-175657,-1278,-13801,-164378,-307123,122889,-18538,38394,21374,20729,1296,-651,421347,6493,58012,8713,18044,9726,6435,346216,-8,340111,215787,92104,446,24361,7413,6943,-830,146684
2021:Q3,5287206,666844,4620362,4208902,411460,256,-25069,102943,530285,-7755,1077767,1072209,746932,449535,237012,63677,-3292,325277,672403,71426,119727,-800,-64081,126557,165312,-87062,-27821,76128,44732,43751,1453,-472,157314,1798,85109,20261,76412,9726,24222,347126,-969,341174,223948,75006,13186,21621,7413,6943,-22,5558
2021:Q4,5334721,747077,4587644,4435560,152084,-609,6657,110439,548093,5662,797688,1311620,773923,469513,245066,62586,-3243,537697,923739,211573,326126,495,95553,-380764,-239690,84339,-28860,-196553,18419,17742,1354,-677,362082,-37050,248610,2475,51929,9726,14565,386042,-575,379478,239947,88346,39067,4705,7413,6943,196,-513933
2022:Q1,5389347,823724,4565623,4292377,273246,-423,11121,109622,566497,7676,930144,1229607,794151,479020,252408,66007,-3284,435456,729861,240967,81951,2083,-26280,150718,217206,91204,-15621,-142071,105266,108177,-2192,-719,267728,-108577,-120835,15940,100261,8015,12624,294405,2075,282733,230277,28449,14591,1462,7954,7838,1759,-299463
2022:Q2,5463241,809818,4653423,4556605,96818,-872,26599,93848,587302,7906,742591,537464,793080,477715,253059,65568,-3262,-255616,111894,327753,-442530,1156,60389,351214,125901,200039,29654,-4380,-39268,-35737,-2677,-854,27414,-11969,-310694,18416,98349,8015,23649,367510,-2519,362994,262617,117154,23179,-49791,9835,7838,-803,205127
2022:Q3,5574956,797340,4777616,4620959,156656,-858,-19963,88150,598788,-18519,881218,847999,780726,478770,239358,65867,-3269,67273,389972,147808,-353289,1550,90325,449362,456893,202318,-1853,-207996,-61237,-58034,-2195,-1008,77891,-1629,-122265,17535,109622,8015,26284,322699,-745,315593,205310,95269,13924,-5666,6756,7838,13,33219
2022:Q4,5661376,814025,4847351,4807975,39376,-482,-11855,75909,608628,5864,729422,1151172,764376,474637,226599,66445,-3305,386797,576386,-282237,-58721,-1364,166823,891606,540013,222413,23414,105766,-57882,-55038,-2264,-580,-65830,5046,-140697,8282,70118,8015,33227,189589,265,183928,123298,104848,23478,-74588,6892,7838,-2442,-421751
2023:Q1,5745304,738501,5006803,4662345,344458,18,24612,90524,610505,7947,1012947,1345604,781160,491419,221091,72014,-3364,564444,597646,41673,-401230,-614,348211,647785,467988,81274,28042,70481,-24244,-24597,293,60,-89412,-86312,-22729,22764,132088,8850,20816,33202,160,24616,57317,-7510,-22617,-8278,5704,7405,1021,-332657
2023:Q2,5822197,692144,5130053,4878766,251287,-233,25167,84208,617206,-57593,984893,884422,780782,490669,222001,71517,-3406,103640,272293,-54172,-107458,-3235,195556,85514,235743,-99434,28208,-79003,572,998,-713,287,-37478,29317,8075,13881,115885,8850,16986,168653,2220,159012,95746,54951,-5854,10903,3266,7405,16,100471
2023:Q3,5883092,692437,5190655,4937124,253531,-794,-31941,78504,626115,-44779,1034076,913303,786191,490357,228389,70870,-3426,127112,307372,-223720,63230,2042,199603,154666,170844,78546,8664,-103388,-67111,-67510,119,280,110916,34899,-71419,258,80160,8850,14998,180260,69,172097,121330,21364,262,25633,3508,7405,689,120773
2023:Q4,5951941,732653,5219288,5101340,117948,-384,-11833,76894,628952,-5924,841167,1139487,789233,489807,232125,70723,-3423,350254,517213,80401,-8706,974,190124,302379,49285,10290,34232,208572,23891,24889,-442,-556,-134512,13984,-61746,-11310,77624,8850,35260,166959,-244,159113,92332,61303,5305,-2738,2911,7405,685,-298320
2024:Q1,6086048,769283,5316766,4930391,386374,-425,21558,85031,618557,-10691,1078669,1204151,798733,487059,241352,73754,-3432,405419,475652,331742,-97291,2376,75048,-184798,-29898,-20982,33886,-167804,2040,3437,-920,-477,78985,-23036,129116,24621,102929,8718,25202,70233,2414,58754,40679,-32381,8402,39537,2517,7473,1592,-125482
2024:Q2,6143503,732672,5410831,5140502,270329,-220,25451,83612,625895,-6396,960561,979182,800486,490383,241467,72046,-3410,178696,343032,-219838,-17911,1106,89232,124637,97024,49937,43248,-65572,-38604,-36725,-1095,-784,328698,31383,-102090,13075,102040,8718,22586,164336,3577,153230,108188,25439,-1408,20169,842,7473,56,-18622
2024:Q3,6179187,739840,5439348,5182512,256836,-330,-32459,87170,631310,-13144,1020588,1410875,806961,496477,240965,72909,-3390,603913,777355,-67726,77130,3153,211026,153612,73615,-27887,24319,83565,68438,70400,-1518,-444,211617,18745,-20176,7211,78066,8718,27541,173442,1778,165780,110735,47453,461,4539,2592,7473,-1589,-390287
2024:Q4,6260569,793914,5466655,5397035,69620,-149,-8325,98854,635707,-17742,830099,1300629,828378,511065,247164,73522,-3374,472252,706834,167216,59378,379,312626,-139578,-12220,82356,-5162,-204552,-39803,-38951,-1482,630,231805,1594,-53658,17458,110344,8718,30355,234582,377,226633,113193,60068,10283,41115,1974,7473,99,-470531
2025:Q1,6365936,790887,5575049,5192103,382947,-323,39769,89204,643290,-19383,1094732,1481076,828120,507279,248704,75554,-3417,652956,667937,242912,13220,1785,118748,-46467,64179,-101313,26493,-35826,87820,89502,-1299,-383,273488,-53397,-82987,9948,74530,8645,19693,14981,1815,2737,46240,-40809,-5103,1629,780,7511,2918,-386345
