1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q2,197653,26312,171341,153585,17756,378,813,5048,19647,1200,40816,35724,30511,20950,7930,1821,-190,5213,16624,1455,4776,0,0,-2054,-6674,2002,2231,387,1608,1760,-152,0,-6272,-1303,613,1253,16006,0,542,11411,0,11154,4881,4791,1026,258,198,169,88,5091
1969:Q3,202905,26371,176534,156252,20282,-37,-5,4707,20117,1137,43936,48978,30540,20992,7828,1899,-178,18438,24286,-1340,-1466,0,0,14672,8578,1226,3036,1832,-2715,-3106,391,0,-3214,-258,787,1269,16163,0,388,5848,0,5599,4774,2138,-849,-646,182,159,90,-5042
1969:Q4,206690,26769,179921,159359,20563,-259,-257,4431,20515,1147,44359,48720,30119,21042,7332,1922,-175,18601,29670,5563,377,0,0,7105,2004,2096,1942,1063,4158,2728,1430,0,-6852,278,377,1279,16685,0,700,11069,0,10750,4177,3418,1985,1021,149,199,120,-4361
1970:Q1,210435,26009,184426,162228,22198,-56,-271,3872,20903,1192,45997,57073,29847,20814,7286,1930,-184,27227,23652,-4015,1029,0,0,8601,5460,2890,835,-584,-2218,-1524,-694,0,429,3176,377,1341,14291,0,641,-3575,0,-3838,1091,-2568,-2358,-317,314,159,104,-11077
1970:Q2,215008,26336,188672,164778,23894,533,727,3964,21208,1196,47676,46200,29956,21138,7062,1954,-198,16244,22802,6285,8121,0,0,-7399,-9581,787,148,1247,778,-82,860,0,-518,-1589,-158,1275,15317,0,690,6558,0,6332,2860,2758,552,-24,186,119,107,1476
1970:Q3,218670,25597,193073,167821,25252,-185,-76,3924,21570,1169,49468,63824,30396,21372,7260,1982,-218,33429,40367,3908,17873,0,0,1929,-2878,753,315,3739,1822,461,1361,0,-1205,-1593,690,1316,14928,0,699,6938,0,6630,3673,2003,-118,854,218,199,109,-14356
1970:Q4,220931,25128,195803,169560,26244,-239,-146,2504,22005,1207,49452,52963,30067,20283,8076,1952,-244,22897,31898,1397,15162,0,0,-1137,-3289,208,-1398,3342,2091,2221,-130,0,-2551,-760,151,1408,15467,0,670,9001,0,8732,3668,2236,1860,800,168,159,110,-3511
1971:Q1,225915,24183,201732,174410,27322,-184,-568,4539,22566,1239,53572,66621,33252,22763,8762,2013,-286,33369,36121,283,23662,0,0,-3851,-4054,-992,-1047,2242,-883,-135,-748,0,-2485,1235,349,1499,15656,0,656,2752,0,2475,3577,412,-2339,547,278,189,88,-13049
1971:Q2,231766,24949,206817,178037,28781,488,787,4742,23163,1259,55128,57500,35065,23445,9826,2102,-309,22435,36085,5614,15579,0,0,-2584,-3794,-1839,278,2771,-485,-188,-297,0,-372,-682,-24,1584,16835,0,620,13650,0,13425,5771,4840,1725,1159,-70,149,76,-2372
1971:Q3,235279,25734,209545,181267,28278,-316,89,4945,23649,1363,55105,61381,36341,24015,10461,2190,-324,25040,37784,1896,13160,0,0,5079,1599,825,189,2466,-1326,-169,-1157,0,-481,1154,-368,1630,16420,0,620,12744,0,12351,7459,4553,-839,943,235,319,74,-6276
1971:Q4,239825,26840,212985,185442,27543,-214,20,5637,23973,1937,54982,56058,37896,24911,10983,2333,-331,18162,34447,5551,15174,0,0,-4617,-4856,678,-594,155,1966,2789,-823,0,-2820,-377,373,1638,16912,0,647,16285,0,15986,7256,5778,1521,1300,131,219,80,-1076
1972:Q1,246635,28432,218203,189850,28353,-229,-913,5879,24387,1934,57369,73318,39456,25448,11780,2546,-319,33862,41108,-1246,20268,0,0,1071,1900,-1784,589,366,-409,-728,319,0,-97,821,-74,1669,18419,0,686,7246,0,6967,6584,-396,-1693,2258,214,159,120,-15948
1972:Q2,251046,30672,220374,194595,25779,644,606,6181,24996,1506,55488,55662,40607,26221,12038,2666,-318,15055,34736,266,18022,0,0,-2740,-2382,-1163,350,455,1544,1028,516,0,-1451,-3201,-584,1706,20471,0,703,19681,0,19367,8424,7375,1728,1654,186,169,145,-174
1972:Q3,257530,31853,225677,199289,26388,-263,98,6570,25571,1609,56560,72680,41772,27031,12335,2723,-317,30908,46359,4164,19717,0,0,653,487,-725,272,619,-719,-990,271,0,214,-221,-218,1735,20301,0,733,15451,0,15124,9946,5307,-1205,862,214,179,148,-16120
1972:Q4,269247,32683,236564,205556,31009,-198,583,7467,26185,1755,62124,69122,44160,28371,13298,2810,-318,24962,44083,10276,15287,0,0,-1828,4,-2060,501,-273,2754,2878,-124,0,-1571,-3095,-534,1764,20249,0,781,19121,0,18665,9144,7228,1858,282,153,329,127,-6998
1973:Q1,273769,30713,243056,211743,31313,-274,-1340,9237,26778,1814,66580,78454,47185,30549,14140,2818,-323,31269,42294,-2178,23186,0,0,4596,2673,-361,2027,257,-1059,-1532,473,0,-1726,-2191,-756,1804,19869,0,749,11025,61,10813,8800,1007,1446,-716,276,40,111,-11874
1973:Q2,281215,32213,249002,215756,33247,633,1013,8506,27589,1529,67432,69921,46841,30429,13896,2842,-327,23081,41989,3675,14947,0,0,694,30,-65,914,-185,2415,2031,384,0,-2080,-180,-622,1854,20522,0,764,18908,83,18428,10264,8870,372,-1111,33,299,98,-2489
1973:Q3,288130,34060,254070,220451,33619,-351,420,7734,28458,1578,67461,79572,46665,30314,13858,2826,-333,32907,52000,585,13867,0,0,10437,4810,1009,2653,1965,-974,-366,-608,0,722,4854,-20,1863,19901,0,765,19093,111,18710,10320,6297,1624,232,237,179,93,-12111
1973:Q4,297665,35421,262244,224610,37634,-179,449,6574,29239,1680,71139,76565,45669,29712,13503,2795,-340,30896,47309,10270,9514,0,0,1709,947,-1149,962,949,3018,3394,-376,0,-6540,7018,-823,1826,20559,0,758,16413,145,15961,10084,6285,-164,-310,66,209,98,-5427
1974:Q1,301707,35021,266686,228833,37854,-266,-525,5632,30114,1680,72178,79783,44737,29411,12896,2779,-349,35047,39296,-4215,21873,0,263,7494,6731,-2594,1493,1864,-786,-1726,940,0,-3321,-4972,-363,1782,20808,0,733,4249,178,3658,7640,-2520,-1646,-107,291,259,154,-7606
1974:Q2,308222,37275,270947,236091,34857,737,1349,6051,30846,1602,69539,55043,45536,30324,12768,2802,-357,9507,30298,-1144,16500,0,307,-510,-5958,1232,1370,2846,3647,2868,779,0,-5256,-7822,-399,1732,22526,0,717,20791,209,19969,10581,6317,2642,398,31,428,185,14496
1974:Q3,317276,39361,277915,243486,34429,-484,18,6521,31953,1541,70860,65048,47082,31657,12956,2833,-364,17966,36385,2100,6594,0,816,16346,3807,5605,4495,2439,1505,517,988,0,-6624,-8257,-969,1754,22401,0,719,18419,241,17806,10942,4464,1335,818,247,179,193,5813
1974:Q4,324614,39392,285222,246082,39140,-286,-273,3163,33429,1475,74244,75035,43839,29526,11847,2835,-370,31197,44570,8747,10713,0,993,7884,-665,2159,-230,6620,1495,839,656,0,-4432,-6717,330,1851,22972,0,734,13373,272,12644,8141,685,3241,535,42,279,178,-792
1975:Q1,329606,37310,292296,252948,39348,830,-748,3640,34207,1487,77286,97505,44703,30534,11808,2738,-377,52802,52006,-12637,28077,0,1241,3429,-461,-1291,1624,3557,3983,1517,2466,0,3457,-3455,492,3047,23510,0,862,-796,303,-1318,4854,-6014,-1023,653,212,47,172,-20219
1975:Q2,337489,30219,307270,260105,47166,908,1311,4211,35005,1616,84363,88669,46656,31670,12652,2712,-377,42013,58743,9924,18624,0,41,-1540,2334,-2760,456,-1570,3541,1129,2412,0,4773,-5124,51,2349,25240,0,864,16730,334,16120,10262,2721,2435,685,17,103,173,-4307
1975:Q3,346620,39567,307053,268694,38359,-607,48,5886,35884,1679,77794,90038,50234,34009,13847,2752,-374,39804,60176,2220,15220,0,47,15005,9515,-1088,2118,4460,-225,-2850,2625,0,3536,-2652,-991,2059,24958,0,999,20372,366,19661,11938,5250,1339,852,282,180,165,-12244
1975:Q4,355677,40512,315165,276007,39158,292,-24,6851,36644,1666,81303,96875,52817,35539,14841,2803,-366,44059,67820,1817,21577,0,-63,10643,5036,-97,1632,4072,5268,4250,1018,0,1910,-1677,-223,2770,24554,0,1244,23761,397,23053,12672,5813,3565,992,11,163,148,-15573
1976:Q1,364028,40137,323891,284326,39566,-396,-778,7907,37818,1702,83971,96903,56522,37597,16398,2880,-354,40381,49159,-4577,28641,0,-88,-2902,-1925,-1097,2948,-2828,1788,1274,514,0,4096,-5535,-771,1988,25189,0,1330,8778,431,8052,10555,-2088,-2369,1766,188,137,158,-12932
1976:Q2,370309,42387,327922,289276,38646,1082,1534,7804,38736,1766,82967,92507,58126,38197,17321,2950,-341,34381,61133,5724,23306,0,-216,3021,-4178,621,4117,2461,817,74,743,0,4126,-4407,-898,2460,25715,0,1485,26752,444,26223,13996,8240,2059,1757,171,-58,143,-9540
1976:Q3,379597,44481,335116,296713,38403,-583,74,8080,39624,1793,83656,91108,59163,39105,17329,3058,-329,31945,57105,1993,20125,0,-19,4428,-161,-591,1088,4092,728,-101,829,0,2676,-2488,-926,2221,26824,0,1543,25160,507,24414,17131,7540,-1430,1032,141,88,151,-7452
1976:Q4,388714,45666,343048,305277,37772,117,-192,8692,40601,1975,85398,108082,63104,40397,19848,3175,-317,44978,73112,7710,26750,0,-223,-1795,-8324,3460,-2103,5172,6752,6841,-89,0,3357,-1522,-309,2526,28355,0,1511,28134,618,27343,15952,8273,1865,1192,61,-6,179,-22684
1977:Q1,397204,45799,351405,314541,36864,-517,-728,9391,42263,3541,85188,103302,66503,42424,21000,3380,-301,36799,53848,-134,35929,0,-160,496,3037,-4193,508,1144,-4297,-5033,736,0,-3468,-7199,-931,2300,29580,0,1732,17049,753,15982,14237,53,514,1028,150,107,207,-18114
1977:Q2,408255,48726,359530,321738,37792,882,1683,9762,43475,1969,88260,79409,70803,43644,23933,3521,-296,8606,47339,3339,20419,0,78,-4627,-9124,89,4586,-178,2564,1739,825,0,-4571,-3922,611,2432,29128,0,1888,38733,910,37547,22781,12893,49,1589,235,40,236,8851
1977:Q3,419437,50647,368790,329693,39097,-502,-45,10156,44569,1913,91452,101359,72652,44744,24589,3615,-297,28707,66891,7917,25584,0,-61,2207,2396,325,-1132,618,-526,-1368,842,0,-3110,-741,784,2435,30484,0,1918,38184,928,36976,25820,10905,-476,577,150,38,242,-9907
1977:Q4,434339,52708,381631,339438,42193,-51,-151,10795,45894,1854,97128,103823,74660,46293,24958,3713,-304,29164,67098,3836,20196,0,241,3951,-513,428,1996,2040,7279,7196,83,0,-4511,2654,-48,2814,28862,0,1824,37934,809,36712,23086,11939,414,1048,225,189,224,-6696
1978:Q1,444521,51720,392801,347119,45682,-346,-1455,9013,47851,1792,101862,118215,75233,46029,25837,3684,-317,42983,66540,-302,29418,0,1537,5070,786,192,5891,-1799,536,-777,1313,0,-3903,-3080,263,2656,32561,0,1784,23557,708,22386,18672,2079,-1094,2465,264,213,250,-16353
1978:Q2,459558,55812,403746,361874,41871,1202,1718,12249,49252,1774,101082,90440,81500,50214,27709,3909,-332,8940,59299,6740,19085,0,1316,2241,-4147,-112,7390,-890,3257,660,2597,0,-2794,-6330,-569,3068,31553,0,1732,50359,623,49217,27015,17555,1037,3284,326,263,256,10642
1978:Q3,473152,59770,413382,369952,43431,-633,150,11214,50878,1799,102941,109697,82499,50343,28522,3979,-345,27199,74768,7111,23998,0,1165,6438,4388,48,5565,-3563,5120,2517,2603,0,-2914,-3362,52,2864,32556,0,1740,47569,608,46539,30915,13496,-600,2746,-18,153,269,-6757
1978:Q4,486490,62347,424143,380062,44081,210,451,11342,52514,1824,105872,113739,84176,51634,28852,4046,-356,29564,73732,3123,18203,0,1713,-91,-9684,607,8005,981,15816,14746,1070,0,-1590,-2734,16,2970,34504,0,1802,44168,661,43063,29735,13283,2254,-2469,260,154,290,-7867
1979:Q1,501296,62171,439125,389180,49945,-561,-1118,10727,54000,1862,113366,120138,84006,52019,28265,4091,-369,36132,63245,-5978,23296,0,6765,11665,5961,1448,5152,-896,-3468,-5831,2363,0,-4830,-1439,-848,2632,33569,0,1881,27113,698,25860,24333,2514,-1346,281,78,239,316,-6772
1979:Q2,511299,65108,446192,399568,46624,1087,2121,9182,55760,1828,108703,104382,83835,51745,28386,4082,-378,20548,68176,11606,11590,0,6988,13623,6968,-322,7404,-427,1720,-1538,3258,0,-5565,-12003,-127,2893,35531,0,1920,47628,720,46421,29816,13500,-971,4040,36,142,345,4321
1979:Q3,527719,69528,458191,413487,44705,-547,156,9969,57526,1866,109630,109143,86396,53803,28746,4235,-388,22747,73154,13237,20789,0,7141,2868,3580,1073,4226,-6011,6215,3103,3112,0,-7227,-7707,-720,2596,34009,0,1953,50407,736,49285,32506,14209,-206,2539,237,36,350,487
1979:Q4,542395,72107,470288,424737,45552,243,-230,8464,59093,1985,111596,128433,85518,53364,28234,4318,-398,42916,87404,1000,12105,0,9637,32026,26521,-968,2293,4180,6912,6320,592,0,-6978,-7797,-528,2810,36236,0,1981,44488,746,43082,29832,13088,811,-757,108,328,332,-16837
1980:Q1,558300,70071,488229,437837,50393,-649,-1136,7685,60932,2042,117454,130622,84839,53916,26830,4504,-411,45783,65215,-9366,24729,0,15066,16336,17050,6186,257,-7157,-11873,-11846,-27,0,-4148,-13751,-1859,2458,45502,0,2121,19432,739,18125,19922,-4954,-371,3577,-49,257,311,-13168
1980:Q2,567692,72903,494789,438411,56378,886,2054,1410,63004,2179,117446,126853,75527,49237,22319,4391,-420,51325,69574,-135,19042,0,15403,2751,1064,-2039,2713,1013,-1016,-2968,1952,0,-5858,-15946,437,2688,50569,0,1639,18249,717,17075,17732,-4025,600,2456,312,172,285,-9407
1980:Q3,587308,76197,511111,453061,58050,-744,-241,3499,64486,2324,123207,148559,79926,52361,23525,4467,-427,68632,104631,18875,31136,0,75,5582,4194,-1018,2053,353,7372,3377,3995,0,-3616,-13382,428,2417,54134,0,1610,35999,764,34592,27414,4699,-864,2888,455,344,299,-25352
1980:Q4,611161,80342,530819,470744,60075,-22,338,5122,65803,2233,128407,158127,85296,54886,26283,4557,-431,72831,115281,3789,49182,0,-5637,5895,9078,90,1302,-4575,4949,4491,458,0,-2382,-2541,404,2685,57231,0,1706,42450,880,40817,25152,7708,1993,6040,-76,401,352,-29720
1981:Q1,626991,81302,545689,485357,60332,-675,-2098,6579,67036,2163,133207,157873,87426,57190,26055,4622,-441,70447,79692,2973,1701,0,34156,4968,554,-5310,12793,-3069,-7508,-9632,2124,0,-9637,-178,902,2292,48021,0,2002,9245,934,7730,14064,-4142,-1614,-771,193,162,419,-24667
1981:Q2,639535,85089,554446,493926,60520,970,2486,4579,68206,2281,129508,136392,85922,56002,25591,4770,-441,50469,87869,7939,20835,0,10042,3465,-6667,1142,7936,1054,3149,-3333,6482,0,-10971,-425,1099,2649,48028,0,2059,37400,929,35679,23564,7708,1625,2509,273,291,501,-6884
1981:Q3,664252,88890,575362,504894,70468,-872,479,6101,69569,2377,142411,182085,87077,58557,23944,5018,-440,95007,125995,9970,25103,0,28834,20095,14553,-1124,8127,-1461,-724,-4726,4002,0,-15624,4531,930,2206,48714,0,1960,30988,1097,29237,17695,10318,-391,1332,283,168,486,-39674
1981:Q4,672419,90499,581920,509689,72231,-296,301,1683,70786,2441,141662,203747,81972,55051,21947,5414,-440,121776,148507,25309,48179,0,17212,3595,-1391,-952,80,5858,6679,4483,2196,0,-5516,3300,1561,2428,43896,0,1864,26731,1440,24569,11664,5954,2820,4085,46,345,377,-62086
1982:Q1,681175,86137,595038,520528,74510,-653,-1079,3893,70445,2869,146404,190167,83111,56652,21260,5668,-470,107056,110146,-6148,55499,0,10275,18619,7641,460,12514,-1996,87,-4294,4381,0,-8874,-10632,600,1917,47352,0,1450,3090,1760,901,8724,-4345,-2072,-2279,873,150,279,-43763
1982:Q2,692385,87759,604626,527726,76900,1184,3113,3906,71315,2584,147609,164787,83703,57293,21061,5817,-468,81084,105296,1537,40792,0,10496,16120,3596,874,17163,-5513,3703,837,2866,0,-3885,-20205,-1,2034,53388,0,1317,24212,2054,21807,11351,7350,1001,1723,382,158,193,-17179
1982:Q3,702624,90908,611716,539833,71884,-688,-105,3969,72123,2501,144891,197778,84724,57955,21322,5913,-466,113054,136176,13034,23048,0,25983,30786,17657,-2344,10874,4599,969,-2308,3277,0,-3362,-16801,1239,1645,58085,0,1550,23122,2272,20475,11624,5928,-645,3402,166,220,155,-52887
1982:Q4,713278,89940,623338,555432,67906,-412,-737,6402,72683,2149,145167,159887,89525,60771,23190,6028,-463,70362,107354,11828,61535,0,-14652,-6920,-5993,-6268,1997,3344,14033,6565,7468,0,-13889,-10959,1649,2213,58313,0,4202,36992,2414,34113,15728,9903,2259,5783,440,299,166,-14720
1983:Q1,723286,84664,638622,565793,72830,-333,-1852,8078,72135,2071,152491,180145,94666,61763,27305,6083,-485,85479,98666,5399,59197,109,-22383,17861,8353,1919,11328,-3739,-8529,-7186,-1343,0,-13242,-12261,6504,1913,60999,0,3099,13187,2709,9751,15083,-4808,-3630,1570,1536,577,150,-27653
1983:Q2,735847,86872,648975,582653,66322,992,2947,12085,73069,2108,147412,184163,102810,66512,30560,6225,-487,81353,132453,6950,44976,-46,-13675,29079,14563,265,18142,-3891,2416,783,1633,0,-6665,-15069,8395,2368,69959,0,3765,51100,3154,47269,27493,11928,120,6447,1281,532,145,-36751
1983:Q3,750551,89941,660610,600984,59627,-796,30,14265,74064,2221,144908,202204,109176,69447,33754,6470,-495,93028,150841,-342,56098,111,259,40351,18112,-711,14594,8356,1153,1838,-685,0,-6614,-16006,4116,2043,65056,0,4616,57813,3072,54000,33817,16774,-354,1520,2243,601,140,-57296
1983:Q4,772031,91402,680629,614731,65899,583,130,17193,75309,1890,156962,169772,115112,73330,35545,6747,-510,54660,117260,-1772,43034,142,-969,-1501,-3767,-231,1272,1225,3348,2707,641,0,573,-9448,3718,2444,72943,0,4748,62600,2465,59265,28816,24266,2948,800,2435,721,149,-12809
1984:Q1,794059,89848,704212,626490,77722,705,-1699,19276,76958,2177,174183,183268,119903,76723,36957,6732,-509,63365,98759,-15199,63958,253,13960,11949,14335,711,8616,-11713,-3289,-3532,243,0,-20068,-7493,5278,1258,53270,0,-5118,35394,2368,32498,27441,7132,-3079,-2409,3413,678,-150,-9085
1984:Q2,814664,92896,721768,641629,80140,1835,3703,20542,78294,2053,175054,203171,123296,78999,37966,6862,-532,79875,145826,7532,69017,90,2814,53774,26004,3909,19183,4678,1009,-407,1416,0,-25964,-20058,4433,1520,49059,0,2600,65951,2281,63200,34521,27789,-2372,1249,2013,819,-349,-28116
1984:Q3,833158,96507,736651,651796,84855,5,-112,19321,80017,2048,182261,188401,123398,79185,37856,6912,-556,65003,120740,-1691,51978,-254,932,33111,18538,-194,16207,-1440,4725,2599,2126,0,-19651,-18499,6458,1356,59856,0,2419,55737,2563,52783,33820,22040,-2498,-1675,1096,736,-345,-6140
1984:Q4,846797,98666,748131,664536,83595,317,-556,20933,81432,2082,184750,213858,126434,81909,38160,6947,-581,87424,154504,21341,61569,-91,26668,-234,-2612,3128,418,-1168,5722,8380,-2658,0,-13947,-15486,3246,1903,61068,0,2745,67080,2959,63371,31797,24745,4913,1526,390,897,-147,-29107
1985:Q1,862876,106370,756506,685117,71390,807,-1670,22553,83982,2227,178175,227309,130406,85783,38262,6953,-593,96903,146391,-5641,43315,115,7271,65599,19281,-2438,27455,21301,2335,-9474,11809,0,-28774,-10810,10533,2110,58297,0,2041,49488,2464,46443,36437,9439,-1282,140,1709,618,-37,-49134
1985:Q2,873239,97151,776088,697412,78676,409,4866,22266,85828,2148,180165,168190,131955,87005,38543,7027,-621,36235,114828,10665,26509,-205,5535,13861,-23933,14287,13115,10392,17094,15070,2024,0,-35083,-16108,17451,2843,65523,0,6743,78593,2378,75245,38306,23569,5705,7539,126,861,109,11975
1985:Q3,885420,106286,779134,716288,62846,-20,-584,26346,87535,2341,174949,159927,138232,92413,39475,6994,-651,21696,113706,11670,28966,395,-3582,29610,14208,-5541,16363,4580,-6361,-2694,-3667,0,-22740,-8516,17524,2813,53503,0,10424,92010,1837,89009,58877,26313,-3720,6961,578,1065,99,15022
1985:Q4,901357,108007,793350,723322,70028,335,-1188,22116,89227,2219,180675,203517,136785,89453,40784,7231,-682,66732,181205,-5213,27515,511,2521,33396,-17245,-13896,48199,16338,16745,22654,-5909,0,-28617,16117,28915,3767,73705,0,11842,114473,23484,90490,48085,24669,5802,11135,799,569,-70,-22842
1986:Q1,917177,106511,810666,735036,75630,872,-938,22559,91948,2377,189570,246948,141775,92144,42998,7312,-679,105173,129765,12734,27090,161,20312,5007,-12426,-3685,4612,16506,2391,3450,-1059,0,-33574,-3264,32990,3926,57840,0,4152,24592,-2636,26752,26703,-3775,-1104,3379,1549,717,-241,-57378
1986:Q2,927286,108359,818927,742337,76590,724,5816,24959,93718,2490,187685,210312,148569,95830,46023,7426,-709,61743,128411,33422,15903,174,10994,7997,-23333,2877,13347,15106,-4940,-5160,220,0,-34850,-565,32632,4591,58267,0,4786,66668,-305,66826,49375,21092,-7895,1143,3111,567,-420,-22628
1986:Q3,938730,110494,828236,758991,69246,220,-968,32289,95928,2621,196031,220987,159153,104868,47326,7697,-738,61834,148823,18878,34305,321,16007,-4141,17473,-555,-13357,-7702,3624,6023,-2399,0,-30846,174,30319,4568,69657,0,5957,86989,806,86229,62137,21997,-4085,3814,2366,373,-419,-24956
1986:Q4,948001,112443,835558,768311,67247,480,-2458,28870,98793,2533,195315,288522,159324,103792,48084,8214,-766,129198,216484,52139,48610,120,-3602,33100,8698,2156,13997,8249,15254,15588,-334,0,-51641,-4843,34153,5159,82514,0,5521,87286,-827,87752,61158,16467,9833,2661,-2367,605,-244,-93207
1987:Q1,960755,117502,843253,775562,67692,206,-1635,22215,100518,2679,189587,219310,154734,98314,48683,8524,-787,64576,82778,-35926,19802,-66,12194,8575,-30733,-2523,23880,17951,3982,-1700,5682,0,-43066,-6914,49351,7065,60231,0,7550,18202,-33,15453,44088,-22038,-4197,-5216,2816,2811,-29,-29723
1987:Q2,975317,128255,847062,793166,53896,495,5959,25459,102639,2643,173887,193184,160897,103155,49640,8909,-807,32287,128372,12773,32911,-162,-2051,58147,12783,4120,28355,12889,1462,1376,86,0,-47524,-9875,11983,6382,57276,0,7050,96085,-151,95279,71142,15996,922,6325,894,617,340,-19297
1987:Q3,993026,120577,872450,809662,62788,922,-1284,28777,104867,2730,195908,252935,166705,108191,50247,9087,-821,86230,167507,4743,40295,-125,5380,49653,5800,2004,27186,14663,5377,1993,3384,0,-22265,-6185,1439,7306,75269,0,6620,81277,-240,81103,53723,19324,6128,2167,-239,104,310,-57027
1987:Q4,1017710,123255,894455,818239,76216,-506,-1515,24451,107199,2525,206349,254636,165323,105703,51657,8793,-830,89312,152085,13883,56190,222,9966,35908,29705,2863,27075,-23735,-7471,-11150,3679,0,-28281,-5443,-15161,10478,73630,0,8165,62773,125,60616,53068,19003,1084,-15353,2814,1131,901,-48286
1988:Q1,1038292,121767,916525,838879,77646,164,-2222,27425,108525,2646,213335,280723,169224,109409,50966,9683,-834,111499,145764,-8793,49056,-35,23992,-3229,-8837,-5953,8226,3335,7457,7309,148,0,-17220,-6061,3401,5961,85922,694,4619,34265,105,33661,36308,-4908,1760,-1538,2039,636,-137,-67388
1988:Q2,1057860,124402,933458,854359,79099,746,7130,26698,110287,2596,207103,216887,170997,110056,52559,9226,-844,45889,131702,4543,37204,406,-18057,27195,18904,-2823,15791,-4677,4593,4108,485,0,-8322,-4917,1124,7214,75720,718,4281,85813,107,84987,66533,16396,-691,1437,1312,664,55,-9783
1988:Q3,1081191,128444,952747,872406,80341,60,-1011,24107,112673,2926,215265,257736,170686,109397,53224,8924,-858,87049,170557,-1194,44248,188,-2269,37846,22008,2996,16671,-3829,3494,2738,756,0,9296,-7837,-4337,6150,78890,730,5353,83508,704,81979,57508,15710,3047,4402,1312,664,161,-42470
1988:Q4,1102677,131326,971351,891327,80024,379,-2223,25824,115143,2947,220646,277544,175326,113065,54090,9050,-879,102218,176800,15237,37620,353,9257,45996,13962,26528,18078,-12572,4058,2455,1603,0,-23262,-10418,-2507,8504,84999,730,6232,74582,575,73018,55282,19368,-3903,2363,-92,640,349,-56898
1989:Q1,1133439,136647,996792,906578,90215,-72,-1555,24684,116958,2887,230452,222599,175600,113155,53626,9716,-896,46999,81261,-19570,26995,445,25714,-6519,14093,-13222,-1283,-6106,5455,4972,483,0,-27702,-890,-759,3828,69351,1492,3421,34262,-293,30577,35750,-9113,4526,-2806,2220,4072,-94,7853
1989:Q2,1147007,141817,1005190,923482,81708,869,7758,24513,119273,3147,215458,195255,176140,114758,52319,9993,-929,19115,107562,-3801,-836,-121,21314,29000,31202,-12132,6251,3678,10071,7775,2296,0,-37558,-10437,7256,8556,78912,1516,3689,88447,246,84040,57617,16424,1232,7052,1715,4052,109,20203
1989:Q3,1160830,143928,1016902,937932,78970,-70,-1588,25973,121171,1797,225835,220557,179234,117618,52064,10520,-968,41323,125695,-2763,27343,236,32071,26402,2630,9597,9948,4226,-2928,-5283,2355,0,-35618,-11465,8586,5673,71936,1504,4719,84372,954,79244,64200,14590,-2263,1167,1550,4048,126,5278
1989:Q4,1179734,145343,1034391,949868,84522,522,-2908,21173,123226,2956,229395,283341,174901,114419,51141,10354,-1012,108440,209822,17175,26378,205,14436,46967,10811,15115,15075,5966,21378,18515,2863,0,-22190,-8655,13448,11417,83113,1464,4687,101382,2244,94402,67309,25078,547,-256,1724,4063,673,-53946
1990:Q1,1203856,143647,1060208,971117,89092,-76,-2458,26213,124713,3400,238999,313242,182080,120535,51951,10625,-1032,131163,170241,-14523,16317,-119,26809,-9592,-31186,10484,15146,-4036,37091,33843,3248,0,68,5073,7727,6681,84664,1491,8554,39078,167,36449,45653,-16965,1456,4576,1729,2815,-353,-74243
1990:Q2,1224379,148541,1075838,982657,93181,502,8119,20213,127130,4683,228224,236520,176296,116563,50066,10734,-1067,60223,133331,8770,-4971,557,-14471,38134,-356,16530,14651,7309,9010,6454,2556,0,-16158,4471,10824,7736,86430,1443,1555,73108,813,69463,60518,6392,-513,1510,1556,2818,14,-8295
1990:Q3,1239727,151484,1088243,999272,88971,4,-1235,17826,128755,3892,232900,284170,173051,115431,47600,11111,-1091,111119,174702,-361,4296,637,23058,38274,23034,14528,-280,992,13037,10299,2738,0,-5729,8037,-709,7291,80627,1441,4804,63582,570,60225,51349,13590,-1832,-4620,1738,2826,-39,-51270
1990:Q4,1245338,150996,1094342,1004955,89387,415,-2460,13697,130282,3781,232459,318381,167624,112479,45070,11181,-1106,150757,217443,16932,25533,335,6798,71079,22496,6770,6278,35535,26537,24160,2377,0,-40589,5909,11909,6446,80530,1485,4539,66687,1429,61927,42546,12089,1167,3863,2262,2838,493,-85922
1991:Q1,1249443,142818,1106625,1007064,99561,-8,-2516,10259,131886,3882,240332,294180,163518,110316,43041,11226,-1065,130662,156583,10868,3274,532,47311,-33584,-32206,-11803,-4067,14492,9366,8240,1126,0,17201,4816,14922,6208,72992,1008,1669,25921,-199,23995,39881,-22184,2545,1577,2176,2251,-126,-53848
1991:Q2,1265083,146566,1118517,1020807,97710,799,9298,9677,133616,3741,228763,205339,166368,111147,44928,11359,-1066,38971,104335,1991,-47344,-2,-21226,38419,3872,2172,20552,11823,2485,634,1851,0,70,4273,21625,8783,92017,1044,2200,65364,1430,61889,60958,-901,-1825,1466,2191,2268,-223,23424
