date,FA596000105.Q,FA595013005.Q,FA594090005.Q,FA593020005.Q,FA593030005.Q,FA593034005.Q,FA592051005.Q,FA594022005.Q,FA593069105.Q,FA593061105.Q,FA593061705.Q,FA593062045.Q,FA593063005.Q,FA594023005.Q,FA343069005.Q,FA593065005.Q,FA593064105.Q,FA593064205.Q,FA593090005.Q,FA593095005.Q,FA573074005.Q,FA593073005.Q,FA593093005.Q,FA594190005.Q,FA153050015.Q,FA594190045.Q,FA594090055.Q,FA893131573.Q,FA543150015.Q
1985:Q3,38,125,165131,-1400,-4944,896,1036,40688,5088,25016,11168,-212,-372,29232,31100,-1868,26180,1528,71915,0,-692,86347,-13740,165220,279292,167104,-1884,72816,41256
1985:Q4,39,128,213402,-2740,-12180,9100,31272,124904,11224,100980,46504,-388,-33416,-19864,-30436,10572,37252,5316,40342,0,16648,-48798,72492,213492,360368,168816,44676,72816,74060
1986:Q1,42,151,207904,-2044,8752,1988,3188,81160,4904,50272,-6732,-760,33476,34456,34708,-252,-3080,7628,75856,16032,0,67836,-8012,208012,307176,169456,38556,81748,17416
1986:Q2,42,139,174298,-1960,4144,-416,4060,-32244,5580,-61360,-5144,1032,27648,82452,86744,-4292,21328,-768,97702,11616,0,83078,3008,174396,308900,167036,7360,81748,52756
1986:Q3,44,138,196984,-104,580,3144,4876,144264,7060,77676,4536,-644,55636,-38088,-37224,-864,-13860,-1112,97284,9736,20,76168,11360,197080,354984,167344,29736,81748,76156
1986:Q4,44,139,240019,1516,14056,4088,7700,14800,10532,-6604,-24452,-1304,36628,26084,30756,-4672,41316,456,130003,18324,120,50583,60976,240116,406596,167024,73092,81748,84732
1987:Q1,45,150,216165,2048,-22880,944,3016,60240,9884,30608,16456,-624,3916,29928,35432,-5504,79236,14528,49105,34752,1200,-30487,43640,216272,306148,174452,41820,73208,16668
1987:Q2,46,153,200867,2048,-6068,3768,6240,28084,14800,3900,34164,212,-24992,26636,30208,-3572,21156,9976,109027,32728,1800,71591,2908,200976,294000,176780,24196,73208,19816
1987:Q3,52,163,263551,1424,-13644,1524,2808,44328,10968,35460,13700,164,-15964,31124,32736,-1612,3056,8888,184043,35548,2600,75767,70128,263664,366460,179936,83728,73208,29588
1987:Q4,53,170,221186,464,-19376,2292,-1748,61112,5384,24376,7428,644,23280,25272,27660,-2388,25320,-5304,133154,31144,432,195706,-94128,221304,360312,183748,37556,73208,65800
1988:Q1,52,165,235121,832,3748,2860,-80,-9236,-10164,-18968,23668,-564,-3208,42820,36716,6104,74460,-4116,123833,-17376,-2000,134661,8548,235236,390980,191500,43736,55252,100492
1988:Q2,54,169,225775,3372,25500,6124,5384,37712,-1568,1848,-448,300,37580,41544,34168,7376,9192,-2540,99487,2080,-2800,73191,27016,225892,349640,195976,29916,55252,68496
1988:Q3,57,173,238258,2964,2024,2732,-2536,83268,-12112,62256,9800,-480,23804,41792,31140,10652,14952,-6544,99606,-22756,-5000,81126,46236,238376,362588,200248,38128,55252,68960
1988:Q4,57,174,259261,2740,19684,1192,1432,26796,-6472,948,-6172,-356,38848,46448,35648,10800,20124,1620,139225,21996,4848,77613,34768,259380,387812,204996,54384,55252,73180
1989:Q1,58,178,236751,-600,34328,4252,4500,53196,1072,-31464,53508,-264,30344,43748,41776,1972,-30420,2796,124951,24764,6736,87723,5728,236872,335800,201768,35104,56940,41988
1989:Q2,59,181,235716,-568,29512,5732,1916,90256,-2008,23736,38524,-256,30260,44516,38004,6512,-11340,4764,70928,11220,7436,77300,-25028,235838,373398,204218,31620,56940,80620
1989:Q3,63,191,242603,-2680,30092,1436,4964,73916,988,28504,29264,-268,15428,40520,32584,7936,-7216,5176,96396,16544,7596,111312,-39056,242731,345711,204255,38476,56940,46040
1989:Q4,64,194,258421,-2732,23700,6216,-4376,84328,-8656,25520,37504,-272,30232,42585,33709,8876,-30360,5464,133596,9756,7304,98464,18072,258551,391331,206827,51724,56940,75840
1990:Q1,63,181,263126,576,4060,4860,1224,82092,1224,-3688,62104,844,21608,42412,42820,-408,-2300,6588,123614,22124,6896,124846,-30252,263244,430704,213380,49864,96388,71072
1990:Q2,63,181,206304,512,-12996,-2688,4360,99596,4360,43796,27392,28,24020,36853,33129,3724,5116,12944,62607,-2744,5056,91707,-31412,206422,437226,216642,-10220,96388,134416
1990:Q3,67,182,292479,2192,-9276,-720,212,52064,212,20192,31608,-964,1016,38200,36188,2012,17704,1220,190882,28684,5496,160594,-3892,292594,414230,220646,71948,96388,25248
1990:Q4,67,176,254349,612,-3956,2584,-916,7584,-916,2608,14324,912,-9344,35810,31662,4148,72020,9804,130807,8624,6756,178447,-63020,254460,414956,224972,29488,96388,64108
1991:Q1,69,162,268734,-2772,17484,-5804,4692,71696,4692,5516,55960,-436,5964,40499,44535,-4036,56148,16728,70064,7056,10736,79440,-27168,268826,380442,227682,41144,95596,16020
1991:Q2,69,158,305369,756,-1076,2380,14576,20396,14576,4364,-1480,492,2444,31479,40483,-9004,42260,15132,179466,18916,13856,112178,34516,305458,456002,231554,73904,95596,54948
1991:Q3,69,150,299366,-6748,9060,6416,23148,44368,23148,-48284,11416,248,57840,34495,38631,-4136,29792,19524,139312,23328,12936,108712,-5664,299446,437062,234998,64448,95596,42020
1991:Q4,69,149,306797,2712,1024,-1064,-944,2064,-944,6620,-32528,280,28636,33768,39992,-6224,75968,19628,173641,21560,10760,164069,-22748,306877,450413,238529,68348,95596,47940
1992:Q1,63,151,299185,420,-21884,396,1020,67844,1020,-16704,35124,-260,48664,38277,45061,-6784,-41188,34772,219528,8648,9640,249664,-48424,299272,415076,239808,59464,82904,32900
1992:Q2,63,152,314228,1868,-18396,360,6056,29284,6056,20960,-32836,-80,35184,38235,39339,-1104,97392,37696,121733,5656,9504,92581,13992,314319,463791,242791,71528,82904,66568
1992:Q3,67,155,335611,7876,-14312,3484,12220,122496,12220,89072,3152,-624,18676,38501,44149,-5648,-11780,7016,170111,1000,9880,168319,-9088,335701,471073,245541,90160,82904,52468
1992:Q4,68,161,250126,484,-21396,1000,4700,51524,4700,25180,-35652,268,57028,38343,41259,-2916,19596,34056,121820,-15372,10648,135716,-9172,250219,448303,248503,1716,82904,115180
1993:Q1,66,171,395083,-2580,6968,10452,5904,51944,5904,-32372,30812,60,47540,36084,38884,-2800,202236,31112,52963,21524,10616,20807,16,395187,540483,247503,147684,86692,58604
1993:Q2,67,171,333959,1272,2872,9600,6252,52448,6252,21152,-7864,628,32280,30013,35865,-5852,21280,45380,164842,8684,11416,162890,-18148,334063,488623,247987,86076,86692,67868
1993:Q3,67,171,286956,-2608,-17584,1020,-28684,159700,-28684,93192,1780,2420,90992,49861,45689,4172,-11624,30664,106211,6652,12416,113123,-25980,287059,460731,249419,37640,86692,86980
1993:Q4,68,181,288872,4876,-8520,9632,3264,1688,3264,-42724,15696,596,24856,29038,38502,-9464,65220,54100,129575,18716,14812,102543,-6496,288986,410858,251726,37260,86692,35180
1994:Q1,69,153,377176,-4056,5440,11708,-4924,20828,-4924,26632,40640,-2620,-38900,38441,39757,-1316,-12328,66180,255888,28740,13336,226988,-13176,377262,504470,253850,123412,85552,41656
1994:Q2,69,159,393196,1984,308,7724,4496,79880,4496,18804,69520,516,-13456,38896,37616,1280,104860,39660,115388,26424,12368,60492,16104,393286,478130,254502,138784,85552,-708
1994:Q3,73,164,311292,6088,-16216,1404,1308,73720,1308,10952,29764,1036,30660,48854,48530,324,53124,43252,99758,8256,11544,69354,10604,311383,424311,258223,53160,85552,27376
1994:Q4,73,167,239152,188,21332,4736,3896,41316,3896,3300,39068,32,-4980,19122,37486,-18364,-56152,157340,47374,63300,9508,-13462,-11972,239245,306125,260793,-21548,85552,-18672
1995:Q1,75,175,303839,-5544,11168,4356,7064,112452,7064,40644,25600,-236,39380,49733,48157,1576,-80984,77696,127898,80,5428,117818,4572,303940,462984,262704,41236,122152,36892
1995:Q2,76,179,278760,-952,4492,11904,7236,20984,7236,-30632,13972,312,30096,40365,38933,1432,-50896,67976,177651,-16216,5436,181007,7424,278863,493331,265175,13688,122152,92316
1995:Q3,76,184,343823,2692,16020,5484,-7204,7528,-7204,-29268,30412,972,12616,48851,47315,1536,-68356,88356,250452,-128,5428,238132,7020,343930,516942,268006,75924,122152,50860
1995:Q4,77,186,330943,-2856,8652,8632,8656,45264,8656,-11788,30960,1824,15612,-36834,-38390,1556,-83156,80220,302364,12732,5436,278316,5880,331051,480463,268859,62192,122152,27260
1996:Q1,79,172,330403,3152,10476,13460,-16104,88764,-16104,25864,23836,1764,53404,100338,98806,1532,-115096,53472,191941,2872,5428,164817,18824,330498,488390,267690,62808,132752,25140
1996:Q2,79,175,312051,5328,8212,8040,11088,74660,11088,29356,4100,-3896,34012,53611,52039,1572,-119684,54024,216772,7288,5428,185516,18540,312148,462792,268304,43844,132752,17892
1996:Q3,81,182,319483,6108,3156,12860,1664,-93636,1664,-47396,-41980,-3204,-2720,37396,35796,1600,20928,51096,279912,23268,5432,234480,16732,319583,459147,268187,51396,132752,6812
1996:Q4,82,191,309755,1112,4184,19516,9888,2980,9888,-10236,-11796,260,14864,44128,42784,1344,-61108,68084,220972,-22756,5424,210288,28016,309863,555143,268967,40896,132752,112528
1997:Q1,83,193,320372,-6292,19748,23772,-4460,122888,-4456,-2804,47544,5960,76644,45215,43315,1900,-151396,93952,176945,-25048,9700,191685,608,320484,487836,276936,43548,151768,15584
1997:Q2,83,193,346724,14988,1164,12420,21208,100304,21208,14712,4476,32,59876,40379,38423,1956,-152692,65576,243378,20700,5796,203742,13140,346836,563068,277684,69152,151768,64464
1997:Q3,89,201,346642,-5956,992,35220,-500,105192,-492,37108,19168,1632,47776,46545,44437,2108,-118064,67016,216197,13500,5796,189909,6992,346754,531410,281550,65204,151768,32888
1997:Q4,89,205,402459,-5868,22500,-3584,-9852,80660,-9844,-15924,27448,-3856,82836,42601,41885,716,-133664,115948,293718,23900,12256,238114,19448,402577,495057,284069,118508,151768,-59288
1998:Q1,92,225,448895,4100,27216,4112,34832,54760,34860,-39356,10024,2308,46924,40787,36399,4388,-73128,68616,287600,16904,17428,245092,8176,449029,698257,286629,162400,191460,57768
1998:Q2,93,236,419415,2412,33340,3992,-2848,39828,-2788,-5000,11720,588,35308,47428,39216,8212,-72336,91528,276071,-29192,18000,279211,8052,419559,710843,290883,128676,191460,99824
1998:Q3,97,239,419025,-828,28688,6180,10972,49432,11096,-37856,16616,-304,59880,51086,47246,3840,-110188,153092,230592,-27704,18188,234068,6040,419169,675233,290557,128612,191460,64604
1998:Q4,99,243,417153,9496,27808,7052,-2680,49544,-2468,2820,-33632,4404,78420,52671,50727,1944,38680,33072,201509,16228,-2092,187653,-280,417299,608359,293419,123880,191460,-400
1999:Q1,102,231,307218,-10568,-35192,20480,18688,141856,17336,3180,63776,5136,52428,42448,39104,3344,-324880,124720,329666,4884,-12456,316962,20276,307349,501225,298485,8864,219664,-25788
1999:Q2,105,232,339175,9112,-35764,14112,152,128896,2412,38448,44992,-5180,48224,43975,37459,6516,-172800,64628,286864,-6740,-15864,286372,23096,339301,561981,298273,41028,219664,3016
1999:Q3,109,235,383274,1000,-44368,25440,-4956,123188,-4160,-7468,16052,-476,119240,51121,49761,1360,-189364,154836,266377,17800,-20148,248341,20384,383400,555916,303144,80256,219664,-47148
1999:Q4,111,239,379683,2956,-42532,4068,5264,172164,6336,-21704,113624,-312,74220,58019,48879,9140,-26432,-10616,216792,-49136,-25012,270656,20284,379810,668386,306198,73612,219664,68912
2000:Q1,114,232,381686,8884,-8524,-680,16320,22516,17676,-17212,-5060,-576,27688,32860,37556,-4696,141744,50004,118561,-19688,-8056,152681,-6376,381804,642244,303884,77920,228608,31832
2000:Q2,116,243,331553,9092,-32772,216,-5948,-111148,5544,-13628,21996,-256,-124804,33962,31842,2120,20452,179604,238095,-39364,-27116,303955,620,331680,643888,302100,29580,228608,83600
2000:Q3,121,253,326090,3644,-21436,13888,-18736,-108440,-7064,-44744,27040,-2256,-81416,41255,52919,-11664,195736,176872,43306,-41924,-21164,107778,-1384,326223,649315,307551,18672,228608,94484
2000:Q4,122,257,388576,-5544,-28744,3852,-14200,-128700,-2504,-40680,29092,-2260,-112348,-29942,-30858,916,-32912,227136,397629,-55824,-20032,470885,2600,388710,699926,313330,75380,228608,82608
2001:Q1,124,240,264800,-11288,-48628,-9280,-35012,-11436,-23424,18308,57520,944,-64784,118568,126364,-7796,157724,95184,8968,-89192,-8920,232964,-125884,264918,609894,326746,-61828,169864,175112
2001:Q2,127,244,411819,20476,-26460,2216,5616,-32620,16940,292,60216,-656,-109412,44406,50494,-6088,229288,-23280,192178,35816,-25672,200482,-18448,411936,577484,327832,84104,169864,-4316
2001:Q3,127,243,387367,864,-34008,2564,-14504,-182204,-3576,-66532,-104324,-4256,-3516,45495,44263,1232,359892,185424,23845,-137816,-28544,200477,-10272,387484,788136,331684,55800,169864,230788
2001:Q4,128,225,452342,-7236,-35996,-3664,-15072,-116932,-4648,-75132,5564,3744,-46460,46123,46759,-636,129540,39948,415630,81120,-35196,385406,-15700,452438,519770,341482,110956,169864,-102532
2002:Q1,121,154,596620,2736,-2348,4728,-2284,72396,6700,51236,-7352,-3860,25672,51789,49641,2148,54968,149160,265476,76760,19828,168856,32,596653,639429,342933,253720,174808,-132032
2002:Q2,122,150,251706,-7452,-6428,15100,1808,-28600,-3488,-68136,-10552,476,53100,40377,41041,-664,-45052,95672,186281,-85524,-9488,273233,8060,251734,524566,333698,-81964,174808,98024
2002:Q3,127,145,278102,3532,-7588,1992,632,-247720,-4836,-45368,-34064,-148,-163304,43276,40320,2956,521548,187312,-224882,-137100,17416,-101198,-4000,278119,585103,339191,-61072,174808,132176
2002:Q4,129,143,347260,9972,2248,31584,1984,-220548,15224,-38216,-41120,80,-156516,1295,-129,1424,-322728,39236,804218,49800,-21656,767466,8608,347274,620430,334506,12768,174808,98348
2003:Q1,121,145,657118,7844,-17136,12652,2736,65020,9880,51096,80824,52,-76832,4491,11303,-6812,697284,95600,-211373,-9436,14148,-234109,18024,657144,887028,346772,310372,160368,69516
2003:Q2,123,149,498695,-6984,9220,-76676,-2960,88860,-46240,63676,106020,-32,-34564,65069,55485,9584,-663108,-24772,1110045,125640,-14212,976957,21660,498722,641138,354062,144660,160368,-17952
2003:Q3,125,153,436960,-636,-8548,-42800,-1420,131260,-20872,-56084,108608,7452,92156,34707,26135,8572,-169108,71476,422030,52060,-5280,386162,-10912,436989,617145,358853,78136,160368,19788
2003:Q4,127,156,510120,17244,24380,28668,3232,301620,21820,14120,167372,7260,91048,-5511,22989,-28500,-459480,17972,581995,127276,4668,433815,16236,510149,691969,366481,143668,160368,21452
2004:Q1,126,366,461564,20076,-6700,40420,3424,161640,19268,-10592,138208,7208,7548,31542,43886,-12344,-168864,101540,278486,-21696,-9108,311134,-1844,461806,783838,356066,105740,175904,146128
2004:Q2,127,376,499804,-11332,-34120,-87556,-2988,177856,-41056,-5544,146832,8496,69128,72097,59829,12268,165572,224868,-4593,25488,13600,-101345,57664,500053,786969,358985,141068,175904,111012
2004:Q3,135,394,569406,4504,7388,18424,2164,-174012,11312,13540,-85580,-7796,-105488,48065,59701,-11636,44952,-2164,620085,-42392,-11932,712981,-38572,569666,927162,362338,207328,175904,181592
2004:Q4,136,405,566910,-12332,14908,-17844,-2848,263532,-7620,40664,-61452,-6844,298784,23504,26364,-2860,330404,63136,-95550,100636,-5024,-226206,35044,567179,814787,361923,205256,175904,71704
2005:Q1,142,342,486340,-1992,-7116,5968,3896,68372,6436,68532,-16836,-6460,16700,56919,66667,-9748,80952,86852,192489,-2120,-4604,205629,-6416,486540,794604,370220,116320,206420,101644
2005:Q2,143,352,499886,2708,14248,15284,888,-169844,9128,5516,-141860,-6800,-35828,72070,73094,-1024,-46892,67748,543677,6012,-6364,534733,9296,500095,815679,375795,124300,206420,109164
2005:Q3,149,361,512523,-7276,14656,-15048,-980,88288,-7100,-35200,40180,304,90104,47646,56054,-8408,-277796,-3076,666109,25316,9280,643441,-11928,512735,712799,377115,135620,206420,-6356
2005:Q4,150,378,509387,10000,3240,30276,2464,219336,17372,22392,164636,300,14636,1877,-4771,6648,-84172,70124,256242,27240,-5852,230058,4796,509614,803046,380890,128724,206420,87012
2006:Q1,155,266,591665,-1360,1244,-508,-3868,65896,2036,-20276,46796,344,36996,87896,62636,25260,264124,95148,83093,-3932,1980,-100091,185136,591775,886531,373827,217948,247448,47308
2006:Q2,157,280,513742,-592,1300,3752,-3736,156484,3084,3120,86440,364,63476,99577,72853,26724,-112436,53760,315632,-20532,1984,327884,6296,513867,860075,374679,139188,247448,98760
2006:Q3,163,292,483533,772,496,17468,-2824,43576,11416,11360,-40892,-564,62256,99811,68959,30852,-200684,38768,486150,-5608,1980,455618,34160,483663,789831,374519,109144,247448,58720
2006:Q4,165,298,477437,1692,628,19572,-2628,152096,13364,24136,25672,-396,89320,-9972,-28068,18096,-302828,24548,594329,7104,1984,538929,46312,477572,734184,374140,103432,247448,9164
2007:Q1,169,415,491035,-3868,3152,7996,316,-56484,6764,-42032,-135872,-372,115028,94711,86839,7872,-49356,28624,465944,28840,4536,406040,26528,491283,767531,383003,108280,293348,-17100
2007:Q2,170,437,543251,6052,4424,35112,2060,363176,23164,77464,90064,-288,172772,10963,2043,8920,88028,59040,-25604,61652,4544,-141552,49752,543520,915820,386540,156980,331448,40852
2007:Q3,176,462,495825,-9368,1768,-27952,-2392,-36804,-18816,-15836,-25772,-256,23876,87943,78551,9392,-81044,-572,564246,30164,4540,472046,57496,496112,846668,390180,105932,339712,10844
2007:Q4,177,480,497139,1796,3288,5704,172,103180,5320,-63592,-89064,140,250376,43763,10319,33444,75380,-5308,269164,10036,4544,231344,23240,497444,935284,393408,104036,356364,81476
2008:Q1,197,506,423396,2480,-4080,31504,728,-65496,11868,-27060,-16904,-124,-33276,74775,88863,-14088,318416,26588,38481,-76792,14736,116377,-15840,423707,1024483,390683,33024,452404,148372
2008:Q2,199,515,537879,-5616,-5196,100,-1164,35372,-6476,-288,-524,-212,42872,76808,118752,-41944,309472,17456,110647,-2760,14736,101635,-2964,538195,836803,394139,144056,263608,35000
2008:Q3,201,518,414328,-6528,-6128,-22080,-2824,-147948,-23224,-10260,-45880,24,-68608,85202,99662,-14460,189448,83588,241598,-93340,14736,353194,-32992,414644,1040244,396176,18468,362188,263412
2008:Q4,202,506,386058,10528,-4284,36688,816,-295908,13416,-32024,-69056,-212,-208032,25883,43175,-17292,294224,74932,243179,-131132,14744,421635,-62068,386362,1073470,397138,-10776,502476,184632
2009:Q1,247,457,506181,8648,3012,-112,840,-64604,11256,45824,-104216,-436,-17032,33619,37927,-4308,204868,57664,262246,43420,-8608,234802,-7368,506393,706245,399333,107060,235952,-36100
2009:Q2,246,426,647100,-1520,1860,-37496,-1432,30504,-12256,58316,-91992,-352,76788,118693,124149,-5456,-619360,1460,1154392,156440,-8604,977696,28860,647281,449733,397305,249976,-128876,-68672
2009:Q3,240,410,623901,7048,3040,-7020,748,39884,10432,24072,-68836,372,73844,68730,71082,-2352,-122700,53688,580483,152404,-8604,406015,30668,624071,321487,398815,225256,-198764,-103820
2009:Q4,239,400,598786,-5516,2420,-28132,-872,100088,-6784,48636,-48576,788,106024,44139,49443,-5304,-55364,121696,420327,102448,-8604,259215,67268,598947,785175,403011,195936,193212,-6984
2010:Q1,299,517,587463,3672,-788,-18704,-600,146132,-3624,76496,42736,680,29844,30178,26162,4016,-69336,57976,438933,22968,15380,375477,25108,587681,744809,392405,195276,100716,56412
2010:Q2,295,525,469826,5832,-656,-13724,-276,26728,-180,18040,5292,624,2952,220943,217355,3588,335264,67368,-171652,-66048,15384,-142064,21076,470055,831555,391087,78968,206196,155304
2010:Q3,295,534,605450,-9052,-1044,-15652,-404,68272,-1540,17980,-17056,316,68572,102800,98856,3944,-173084,3852,629761,56784,15388,534057,23532,605689,687281,387677,218012,30504,51088
2010:Q4,299,544,608957,6384,-508,15024,1368,180540,10348,84952,25152,940,59148,-33165,-33289,124,-183596,68036,554874,43068,15380,448582,47844,609203,844111,385963,223240,196616,38292
2011:Q1,389,603,489695,14888,1824,48972,2260,105576,21648,56460,-1172,584,28056,51918,57770,-5852,-245420,47480,462197,49540,2960,332489,77208,489907,741087,386223,103684,247656,3524
2011:Q2,393,626,440467,6468,1528,37024,1252,70120,10656,60192,17028,228,-17984,-153204,-149156,-4048,-73172,30536,519914,17800,2960,440598,58556,440701,702729,385205,55496,213824,48204
2011:Q3,399,658,394565,532,2412,2992,-1816,-247172,-27068,-61524,-129132,-1620,-27828,487180,482900,4280,513840,-197984,-165419,-11972,2960,-208331,51924,394824,1004568,381664,13160,462304,147440
2011:Q4,402,679,467980,24,2396,-768,-1900,20100,-28028,1080,-98516,-1396,146960,-17154,-9374,-7780,-281124,-46164,792570,32928,2960,709998,46684,468257,554249,383573,84684,76280,9712
2012:Q1,566,1109,491250,6364,-2776,-7040,-36,400692,-9360,223704,73800,-1376,113924,32528,37476,-4948,-20148,-147832,229498,15092,-12320,223906,2820,491794,587210,362526,129268,-5048,100464
2012:Q2,570,1138,457022,3520,-2852,-11180,-488,133376,-14676,69972,-42136,-1384,121600,228241,229449,-1208,120240,-51668,37832,-13540,-12324,9188,54508,457588,603652,354628,102960,154260,-8196
2012:Q3,578,1135,464071,4084,-1700,-1564,280,57284,-5776,17612,-56384,1656,100176,110865,110577,288,-253636,68104,480354,6504,-12320,441138,45032,464629,634273,346481,118148,146448,23196
2012:Q4,583,1154,443570,1812,-1824,-5040,-12,176768,-9164,72124,-21844,1436,134216,-165774,-167370,1596,-7372,56752,388260,176,-12320,377640,22764,444141,725017,339129,105012,212832,68044
2013:Q1,657,388,477373,2712,6592,22284,640,114448,-76,52732,9440,1452,50900,151634,156490,-4856,-517524,162376,534210,1232,-2476,501494,33960,477104,782220,318504,158600,314976,-9860
2013:Q2,666,380,465780,-6804,6084,9032,-524,125684,-13492,2556,-19568,1760,154428,-149596,-147268,-2328,-266716,176500,572120,-13076,-2468,558600,29064,465492,886208,306072,159420,373116,47600
2013:Q3,673,389,455344,3856,5184,31792,980,76148,3832,-13256,-4924,164,90332,-39490,-32802,-6688,-429412,137840,668447,-6608,-2472,646687,30840,455058,679582,292090,162968,171720,52804
2013:Q4,680,396,491832,15064,6420,34868,2248,198892,26532,31632,-6424,108,147044,436756,441668,-4912,-484512,120696,161400,9160,-2472,129004,25708,491546,738126,280878,210668,199012,47568
2014:Q1,623,429,314063,100,1524,-4228,-152,112364,-1948,16168,17496,-248,80896,89642,84210,5432,-360972,69320,406465,-19780,-2864,395089,34020,313867,546647,301679,12188,224956,7824
2014:Q2,630,439,301744,-1760,1304,-7036,-376,243220,-4452,58996,45256,-132,143552,228564,218424,10140,-284064,39872,82020,-13060,-2868,66816,31132,301554,538438,304190,-2636,236668,216
2014:Q3,638,447,327870,6264,172,-6888,-376,145748,-4480,18268,10228,-280,122012,83220,88828,-5608,-82204,45864,136070,-6692,-2864,134506,11120,327678,587822,304050,23628,247496,12648
2014:Q4,646,451,329465,18456,1604,19660,1116,84028,4784,5008,6964,-52,67324,-32770,-36390,3620,-358808,83360,512819,-12344,-2864,489003,39024,329269,591209,305145,24124,231520,30420
2015:Q1,642,607,328457,2648,-5248,-11920,-996,-86172,-11416,-111456,-54764,-24,91488,-65411,-65635,224,36432,32256,426868,-7540,15160,424044,-4796,328420,258904,290788,37632,-65364,-4152
2015:Q2,650,609,315893,19744,-3296,14664,1036,99828,12060,35576,23992,172,28028,-43412,-43204,-208,-2440,13432,216337,-5820,15164,231809,-24816,315851,399751,286451,29400,7000,76900
2015:Q3,656,615,297564,-8472,-4268,-16132,-1108,-93708,-12724,-82900,-32788,176,34528,-88353,-87237,-1116,221948,16968,270689,-9884,15160,281045,-15632,297524,1175680,280824,16700,770944,107212
2015:Q4,667,628,358000,608,-3684,2192,-220,61824,-2388,24204,16768,176,23064,548332,555964,-7632,-282432,6188,25192,-4012,15164,16876,-2836,357961,1121121,275865,82096,648020,115140
2016:Q1,723,841,336170,-9908,-1400,-14612,-640,41920,1012,-10192,-40,168,50972,97698,95814,1884,-71636,-48872,343620,20064,8824,294568,20164,336287,831319,282743,53544,479548,15484
2016:Q2,732,855,320820,11248,-24,22556,1428,2940,16864,59956,45456,-8,-119328,230644,227336,3308,-249640,52420,249248,7152,8820,147816,85460,320942,480734,282234,38708,192532,-32740
2016:Q3,741,874,331624,-11288,-176,3848,596,74788,15292,105776,1676,272,-48228,115602,79338,36264,-280812,-39408,468474,6232,8828,376842,76572,331757,147937,282833,48924,-208344,24524
2016:Q4,754,892,348022,6576,840,34376,2364,116716,27724,119960,-3320,560,-28208,-12308,2012,-14320,-248364,-92752,540574,104012,8824,354926,72812,348158,570498,282826,65332,309380,-87040
2017:Q1,822,992,488094,-17564,3304,-10560,-392,196332,-4708,129944,15184,48,55864,-26264,-14104,-12160,-191188,58124,476301,-12964,19168,330329,139768,488265,844817,272177,216088,357916,-1364
2017:Q2,833,1013,484718,-13396,3544,-4908,36,165656,164,128200,19120,-56,18228,-77493,-73417,-4076,-40044,45872,405451,108,19164,255859,130320,484896,781740,267664,217232,300012,-3168
2017:Q3,846,1028,462401,7504,3372,8932,944,194148,10640,64772,35984,1264,81488,475793,487841,-12048,-80644,15428,-163076,15500,19164,-303900,106160,462581,626469,264097,198484,209620,-45732
2017:Q4,855,1053,496699,1140,2836,-3156,44,237560,288,145892,65840,1368,24172,-112256,-127652,15396,-122204,49884,442851,31312,19168,296247,96124,496898,1392546,260478,236420,904264,-8616
2018:Q1,770,254,297295,-3556,-5372,5004,-40,256700,-48,89572,37488,1652,128036,205710,206402,-692,-65720,29488,-124919,-12468,-34552,-102339,24440,296778,375002,266842,29936,34804,43420
2018:Q2,783,262,339758,-6448,-5644,-1308,-472,10876,-5120,56228,30708,1344,-72284,253341,248253,5088,-182616,27372,244657,5376,-34556,244769,29068,339238,587802,267494,71744,231648,16916
2018:Q3,796,266,336668,-6664,-5152,-4120,-720,84664,-7928,18800,6616,-2764,69940,146138,136518,9620,-264988,-103692,491202,31756,-34556,524114,-30112,336137,815129,267221,68916,516008,-37016
2018:Q4,809,270,181553,-10780,-5468,-10740,-1376,198032,-15512,145816,26548,2548,38632,41866,45566,-3700,-222256,8064,184210,-43948,-34556,316446,-53732,181015,719619,267959,-86944,381416,157188
2019:Q1,635,316,453539,12456,-15028,31628,14152,15784,7400,61152,16864,-3996,-65636,9039,8359,680,-84492,-59036,529036,20564,-4576,404764,108284,453227,627783,262615,190612,248656,-74100
2019:Q2,649,321,407272,27680,-8220,792,11876,-135772,-12812,127608,17088,0,-267656,-93730,-90270,-3460,-559048,-143272,1306966,-5752,-4572,519698,797592,406945,744917,262925,144020,306872,31100
2019:Q3,661,332,393048,28564,-15216,22956,46508,-169980,-23360,-148732,132080,-12,-129956,506476,506540,-64,94996,339956,-461212,-19444,-4580,-81296,-355892,392720,954124,260536,132184,477408,83996
2019:Q4,668,333,380567,-22568,-5936,39292,-6056,-70212,524,39972,-23552,8,-87164,13311,18427,-5116,-327824,-7548,768108,-3532,-4576,316900,459316,380232,666184,257888,122344,344948,-58996
2020:Q1,574,382,346481,-5680,1372,62132,1908,91904,21620,-125860,21808,-32,174368,197926,194978,2948,-130044,-19028,145991,7056,-2740,190927,-49252,346289,1516997,257853,88436,960668,210040
2020:Q2,580,365,448810,-10156,-3676,17944,-7148,65112,-18836,-151488,65720,8,169708,193179,195967,-2788,-296744,-14364,504663,19920,-2740,170095,317388,448596,694520,256140,192456,386092,-140168
2020:Q3,586,371,366133,1368,996,28184,-2448,225272,5464,125060,67148,-28,27628,113715,111411,2304,140900,-15768,-126085,27636,-2740,242511,-393492,365917,822453,257257,108660,434800,21736
