date,FU893161705.Q,FU313161705.Q,FU403161705.Q,FU413065005.Q,FU893061705.Q,FU153061705.Q,FU103061703.Q,FU313061703.Q,FU213061703.Q,FU713061705.Q,FU763061705.Q,FU753061703.Q,FU743061703.Q,FU473061705.Q,FU513061705.Q,FU543061705.Q,FU573061705.Q,FU343061705.Q,FU223061743.Q,FU633061700.Q,FU653061703.Q,FU403061705.Q,FU673061703.Q,FU643061773.Q,FU663061705.Q,FU733061703.Q,FU263061705.Q
1970:Q3,1913,-99,1593,419,1913,753,-322,-4,-475,80,1580,0,0,87,-145,43,256,0,-33,0,0,7,0,0,0,0,86
1970:Q4,2166,79,1464,623,2166,208,45,-106,-982,-80,3020,0,0,73,-10,44,-12,0,-85,0,0,1,0,0,0,0,50
1971:Q1,-536,-707,-1031,1202,-536,-992,-160,0,-1143,185,1520,0,0,55,76,7,-145,0,-77,0,0,10,0,0,0,0,128
1971:Q2,456,-235,-924,1615,456,-1839,-120,-7,-732,-185,3404,0,0,34,120,0,-166,0,-14,0,0,10,0,0,0,0,-49
1971:Q3,2067,-441,1711,797,2067,825,-27,0,-151,99,1077,0,0,42,57,74,-3,0,48,0,0,-1,0,0,0,0,27
1971:Q4,2866,333,1386,1147,2866,678,9,25,-146,386,1759,0,0,79,16,14,16,0,96,0,0,1,0,0,0,0,-67
1972:Q1,1542,86,430,1026,1542,-1784,-88,-21,231,273,2103,70,0,117,153,89,252,0,124,0,0,5,0,0,0,0,18
1972:Q2,2625,-15,1434,1206,2625,-1163,-15,-1,962,308,1475,70,0,158,204,-17,349,0,132,0,0,8,0,0,0,0,155
1972:Q3,2197,462,668,1067,2197,-725,167,0,688,-45,1017,70,0,162,161,51,534,0,144,0,0,8,0,0,0,0,-35
1972:Q4,2944,366,989,1589,2944,-2060,61,5,1440,290,2710,-7,0,130,-127,-15,337,0,161,0,0,12,0,0,0,0,7
1973:Q1,3021,261,2004,756,3021,-361,61,5,1366,8,976,84,0,-2,163,29,520,0,179,0,0,1,0,0,0,0,-8
1973:Q2,6076,-417,5038,1455,6076,-65,159,-7,1718,100,3451,48,0,75,28,51,190,0,196,0,0,68,0,0,0,0,64
1973:Q3,6971,442,6087,442,6971,1009,403,-2,1786,216,2730,74,0,70,-87,94,180,0,360,0,0,3,0,0,0,0,135
1973:Q4,4293,144,3166,983,4293,-1149,376,2,1763,302,2458,-15,0,75,-82,-25,224,0,494,0,0,9,0,0,0,0,-139
1974:Q1,2066,357,40,1669,2066,-2594,295,2,1635,10,1627,109,0,71,142,48,60,0,483,0,0,-9,0,0,0,0,187
1974:Q2,5908,-29,5514,423,5908,1232,277,-8,1241,881,1385,31,0,57,329,5,12,0,328,0,0,-1,0,0,0,0,139
1974:Q3,8919,-208,7657,1470,8919,5605,473,0,578,1006,568,-45,0,72,159,52,247,0,256,0,0,-2,0,0,0,0,-50
1974:Q4,4062,-250,3391,921,4062,2159,-127,0,-368,868,1180,45,0,117,-260,76,794,0,182,0,0,139,0,0,0,0,-743
1975:Q1,2302,-293,-367,2962,2302,-1291,197,0,283,342,1921,-223,0,164,283,45,368,0,136,0,0,-65,0,0,0,0,142
1975:Q2,1084,-49,-50,1183,1084,-2760,-444,0,1283,-198,2779,-48,0,215,-49,69,227,0,117,0,0,15,0,0,0,0,-122
1975:Q3,2107,-9,934,1182,2107,-1088,-71,0,896,769,1558,-54,0,222,-85,103,81,0,209,0,0,0,0,0,0,0,-433
1975:Q4,3549,-2,1825,1726,3549,-97,-220,0,-300,457,1488,54,0,185,473,137,485,0,209,0,0,25,0,0,0,330,323
1976:Q1,2945,56,248,2641,2945,-1097,-176,0,183,535,2065,-15,0,144,272,223,485,0,282,0,0,-54,0,0,0,22,76
1976:Q2,3433,42,527,2864,3433,621,-59,0,340,198,806,55,0,118,313,6,375,0,319,0,0,8,0,0,0,22,311
1976:Q3,4568,285,1315,2968,4568,-591,-11,0,1016,-76,2935,-69,0,105,134,442,191,0,420,0,0,-22,0,0,0,22,72
1976:Q4,3675,-404,370,3709,3675,3460,-150,0,614,65,-888,23,0,105,-162,228,-442,0,561,0,0,99,0,0,0,56,106
1977:Q1,5448,-154,877,4725,5448,-4193,-79,0,3591,-104,2667,-67,0,101,452,229,1014,0,1576,0,0,94,0,0,0,54,113
1977:Q2,5037,-78,2553,2562,5037,89,-107,0,880,733,1868,-18,0,90,15,138,541,0,207,0,0,-182,0,0,0,66,717
1977:Q3,5285,-498,1351,4432,5285,325,-307,0,1572,-53,1414,-8,0,89,-101,355,980,0,220,0,0,-25,0,0,0,88,736
1977:Q4,6523,-43,2175,4391,6523,428,297,0,303,634,2063,-21,0,97,161,962,-109,0,746,0,0,-258,0,0,0,77,1143
1978:Q1,6810,-323,4424,2709,6810,192,225,0,1710,-75,2404,31,0,117,-24,603,-29,0,1383,0,0,126,0,0,0,-77,224
1978:Q2,9660,-97,6658,3099,9660,-112,461,0,4625,239,2668,89,0,-61,163,290,-49,0,383,200,0,427,0,0,0,-66,403
1978:Q3,8581,-552,5989,3144,8581,48,-579,0,1541,-218,4267,11,0,-71,-212,936,1551,0,570,200,0,-282,0,0,0,-66,885
1978:Q4,10287,-363,5998,4652,10287,607,-6,0,4914,-54,3116,67,0,-119,574,712,-1293,0,2044,200,0,-162,0,0,0,-74,-239
1979:Q1,10360,-628,6088,4900,10360,1448,591,0,3500,-432,2244,-40,0,-169,237,578,1214,0,467,600,0,32,0,0,0,96,-6
1979:Q2,9637,-447,5205,4879,9637,-322,66,0,3509,297,3343,-10,0,-221,231,867,839,0,64,633,0,120,0,0,0,110,111
1979:Q3,11144,-76,4417,6803,11144,1073,-860,0,3707,463,2948,35,0,-214,319,1035,1270,0,-431,1252,0,45,0,0,0,110,392
1979:Q4,14883,-132,8546,6469,14883,-968,-770,0,9146,-8,4062,36,0,-364,297,358,555,0,1295,935,0,212,0,0,0,49,48
1980:Q1,13885,-64,8773,5176,13885,6186,133,0,2374,-5,2832,-53,0,-533,-62,489,784,0,621,-413,0,8,0,0,358,17,1149
1980:Q2,8454,-189,4581,4062,8454,-2039,36,0,-1395,664,4465,-23,0,714,-73,-131,1684,0,1802,2118,0,97,0,0,489,0,46
1980:Q3,7431,-112,1868,5675,7431,-1018,-290,0,-869,-93,6319,-1,0,471,-61,564,1420,0,269,-326,0,59,0,0,338,22,627
1980:Q4,13322,-128,9182,4268,13322,90,526,0,254,-43,6374,36,0,18,403,841,1898,0,1031,-645,0,59,0,0,1756,1,723
1981:Q1,6704,-54,3457,3301,6704,-5310,38,0,843,-17,3751,58,0,123,118,1112,1960,0,1118,1591,0,-145,0,0,928,-45,581
1981:Q2,13447,-159,10015,3591,13447,1142,1621,0,2064,-28,2978,13,0,-55,209,1411,2621,0,747,1058,0,183,0,0,-1159,-13,655
1981:Q3,16778,-62,13321,3519,16778,-1124,611,0,3625,-33,5748,194,0,-329,292,655,2787,0,1173,2252,0,-118,0,0,401,13,631
1981:Q4,8262,-66,3712,4616,8262,-952,1304,0,2832,464,4687,-64,0,530,185,-29,-5514,0,2129,715,0,238,0,0,2012,35,-310
1982:Q1,9827,-598,1783,8642,9827,460,-1970,0,-3322,-112,8615,-10,0,400,316,864,3703,0,2987,-481,0,-108,0,0,-1234,-211,-70
1982:Q2,18097,-21,8795,9323,18097,874,28,0,-1513,-11,9742,2,0,271,364,1117,3678,0,656,3398,0,208,0,0,-1026,-219,528
1982:Q3,19331,-42,6093,13280,19331,-2344,-1331,0,5672,-53,8856,15,0,-416,407,1033,2116,0,3446,1850,0,-35,0,0,417,87,-389
1982:Q4,16467,-92,-1729,18288,16467,-6268,816,0,258,-12,11634,-8,0,674,446,1327,2301,0,2971,-3165,0,-119,0,0,5954,88,-430
1983:Q1,14854,36,-3180,17998,14854,1919,-492,0,402,-22,15311,-34,0,-135,495,685,1232,0,1029,-2213,349,-469,0,0,-2781,11,-433
1983:Q2,16977,-43,476,16544,16977,265,923,0,475,-25,8264,-32,0,2094,556,946,1212,0,817,1332,509,96,0,0,-467,5,7
1983:Q3,19364,-24,911,18477,19364,-711,-612,0,-710,-153,9983,94,0,1012,577,1886,2531,0,250,931,352,-236,1789,0,2406,182,-207
1983:Q4,16460,-9,3200,13269,16460,-231,1046,0,-293,-92,3262,31,0,-1234,557,3712,1918,0,2846,1353,443,177,1206,0,948,196,615
1984:Q1,16629,-37,5543,11123,16629,711,-1639,0,1585,-87,6005,-45,0,118,773,2231,412,0,940,2354,705,-292,1755,690,554,-86,-55
1984:Q2,16814,-12,9045,7781,16814,3909,743,0,68,-57,8654,-4,0,416,793,2444,-888,0,-1391,904,868,221,1750,689,-2437,-50,182
1984:Q3,24643,-7,12456,12194,24643,-194,424,0,3709,-8,4290,157,0,-34,892,2685,2988,0,691,1440,1074,329,1750,687,3137,160,466
1984:Q4,16824,-11,3386,13449,16824,3128,1604,0,-844,-104,-3387,-159,0,-903,754,3647,3216,0,3816,-1111,1021,-30,549,506,4378,164,579
1985:Q1,18954,-14,3922,15046,18954,-2438,-1136,0,10315,-17,-706,-16,0,275,1550,3028,1697,0,187,643,4031,-475,3828,8,-2262,122,320
1985:Q2,25852,-9,8804,17057,25852,14287,-681,0,4081,-69,-6979,9,0,392,2194,2963,3656,0,-2654,2097,2844,678,1684,11,427,138,774
1985:Q3,25832,-6,3596,22242,25832,-5541,31,0,1903,-76,6560,118,0,573,1971,4707,2077,0,715,2259,4082,222,2751,12,1850,346,1272
1985:Q4,28797,2,4263,24532,28797,-13896,484,0,14212,0,-1215,371,0,-108,2530,1800,15058,0,-3432,-3868,9193,-351,724,160,4813,354,1968
1986:Q1,25427,-54,-1242,26723,25427,-3685,150,0,-2118,-40,11024,504,0,397,663,4132,1540,0,-3223,-990,6680,-420,6866,1152,1680,-200,1315
1986:Q2,39235,2,4748,34485,39235,2877,351,0,-7296,-50,24687,495,0,284,-99,2385,-2409,0,1123,-2297,9945,-191,4627,1289,1634,-168,2048
1986:Q3,53140,394,5922,46824,53140,-555,1232,0,6604,-90,22836,300,0,719,-354,835,-747,0,1881,370,10970,21,3678,1286,2595,75,1484
1986:Q4,61531,49,5787,55695,61531,2156,-3390,0,1390,-218,24225,211,0,391,-105,3256,-6355,0,242,-75,8133,-9,28180,1207,276,-103,2119
1987:Q1,40196,986,-4634,43844,40196,-2523,-86,0,-10849,-110,13442,-5,0,877,19,2780,2344,0,1770,1543,12691,20,15725,1730,-40,157,711
1987:Q2,46635,-467,7395,39707,46635,4120,732,0,1428,-36,22571,333,0,894,12,1988,7147,0,1394,-809,890,-20,6778,1951,-3871,110,1023
1987:Q3,39670,-226,7954,31942,39670,2004,30,0,5776,-60,15535,623,0,-1095,16,2910,1809,0,1616,2557,-1791,-35,5411,2040,884,0,1440
1987:Q4,43042,1243,19489,22310,43042,2863,-388,0,8878,-70,19950,292,0,-656,31,459,1823,0,34,8565,-6905,-39,332,1305,4657,49,1862
1988:Q1,18629,-123,10305,8447,18629,-5953,1054,0,-3363,0,3540,151,289,-1333,25,1754,8551,0,-2634,2775,-1339,349,9949,462,4430,-220,142
1988:Q2,23768,1931,4363,17474,23768,-2823,2405,0,5355,0,13946,298,35,-402,1,2625,647,0,-759,-7771,1900,-75,6372,844,-1454,-26,2650
1988:Q3,41651,5224,10605,25822,41651,2996,-189,0,13721,0,14369,318,42,190,43,1670,2461,0,-11,-1117,-1152,0,3852,718,2231,48,1461
1988:Q4,54162,10402,19610,24150,54162,26528,104,0,7104,0,17320,323,57,-116,154,3169,2667,0,-4210,-2411,-1278,-61,5187,833,-3918,230,2480
1989:Q1,41097,-294,16219,25172,41097,-13222,1670,0,11814,-774,8317,675,79,-176,570,5914,10804,0,2573,-4373,-155,-18,2860,466,10051,-12,4034
1989:Q2,29976,1283,4670,24023,29976,-12132,-602,0,9405,-125,8593,381,104,-121,792,8094,3623,0,6008,3268,-3425,249,-2067,-613,6753,-22,1813
1989:Q3,35747,1775,1443,32529,35747,9597,-526,0,8663,-99,-5350,-793,101,-269,972,6506,3851,0,3465,-828,2039,813,2122,378,2207,-85,2983
1989:Q4,44290,-1145,2898,42537,44290,15115,2606,0,1034,-30,-5678,37,70,-317,1110,5057,5566,0,3810,4500,-39,4879,-10946,45,10832,388,6251
1990:Q1,44534,7393,1525,35616,44534,10484,-2124,0,-10638,-1,12256,680,40,3306,1237,4157,12515,0,3011,1093,4443,1746,6041,196,-6262,185,2169
1990:Q2,43280,1343,2904,39033,43280,16530,-1754,0,-31,-78,3119,292,13,1836,1350,3998,4977,0,1871,6989,680,1382,790,-460,768,-461,1469
1990:Q3,37441,-330,3436,34335,37441,14528,-2406,0,-165,-69,4257,347,6,1569,1555,6655,2732,0,5170,1274,895,1050,1447,-114,-708,-49,-533
1990:Q4,50359,-253,9284,41328,50359,6770,399,0,-762,-35,9920,612,19,1087,1851,6038,1985,0,1596,6849,1645,1443,-4194,-807,13366,-568,3145
1991:Q1,27724,-6000,3278,30446,27724,-11803,-412,0,1872,0,828,789,11,1757,2361,8167,13906,0,84,2466,8450,-772,-1785,6,838,142,819
1991:Q2,26756,-1550,-7371,35677,26756,2172,2082,0,908,-129,-3437,718,-16,1513,3051,16987,-2086,0,1716,-3326,6186,1088,-7252,140,4661,442,1338
1991:Q3,35271,-7198,5140,37329,35271,8614,-1605,0,3702,-59,-1598,340,15,1623,2879,3414,2934,20,-100,4769,7032,5508,-7084,-536,1352,-247,4298
