date,FU893161705.Q,FU313161705.Q,FU403161705.Q,FU413065005.Q,FU893061705.Q,FU153061705.Q,FU103061703.Q,FU313061703.Q,FU213061703.Q,FU713061705.Q,FU763061705.Q,FU753061703.Q,FU743061703.Q,FU473061705.Q,FU513061705.Q,FU543061705.Q,FU573061705.Q,FU343061705.Q,FU223061743.Q,FU633061700.Q,FU653061703.Q,FU403061705.Q,FU673061703.Q,FU643061773.Q,FU663061705.Q,FU733061703.Q,FU263061705.Q
1991:Q4,42293,954,8162,33177,42293,4284,1762,0,5210,-110,9885,2151,106,-177,1844,15836,-1644,25,-6513,209,12863,5299,-6900,-364,-5900,656,3771
1992:Q1,23280,-2791,2833,23238,23280,15948,2760,0,-14570,-84,4960,569,213,2770,854,7709,11376,35,-2630,-1443,-8206,5522,-6494,530,932,-650,3179
1992:Q2,51910,97,12553,39260,51910,-16866,-145,0,18472,-250,12200,1812,333,1972,-92,5385,-2064,27,-6172,4307,12892,5231,-4649,-420,13435,-174,6676
1992:Q3,43842,2257,16925,24660,43842,4256,735,0,5880,-176,7767,227,337,2166,-351,9188,1947,41,-1200,7019,5469,-143,-7756,-730,6991,733,1442
1992:Q4,37462,667,8395,28400,37462,2873,123,0,2395,-121,12000,325,223,1788,75,7522,-673,35,-8275,3903,21750,2108,-4061,58,-11440,-124,6978
1993:Q1,36607,790,8068,27749,36607,-19485,6582,0,-13275,-290,15627,2952,126,3195,364,6496,14690,34,-7021,-4195,12003,-1639,5663,-471,13398,35,1818
1993:Q2,19688,1020,17164,1504,19688,-27134,-3547,0,4891,-91,10900,952,46,971,511,10157,-1355,51,-662,5515,5684,1682,3291,-255,-1106,227,8960
1993:Q3,75236,4058,41923,29255,75236,-5604,5604,0,14208,-228,8296,1033,16,1855,534,7913,-1690,64,2071,9794,437,5051,7999,-1071,9146,45,9763
1993:Q4,41549,1931,13407,26211,41549,-20470,1835,0,-5359,-166,5587,2460,38,979,433,6198,2229,48,1647,2391,18701,13465,6639,1122,-11769,673,14868
1994:Q1,82199,-326,39994,42531,82199,41570,3355,0,-6768,-411,-78,3608,97,3702,328,6065,5310,58,4792,720,-20760,11618,11185,-883,12477,267,5947
1994:Q2,70928,1179,36628,33121,70928,25769,2487,0,4760,-307,4560,-295,100,790,328,-1649,12938,16,4426,2632,-1670,11802,6378,-1151,-7284,353,5945
1994:Q3,61238,724,37998,22516,61238,3186,-10001,0,11606,-114,10231,-824,100,483,328,872,14046,19,-6624,2677,-2609,21957,4409,-1451,8538,492,3917
1994:Q4,77948,-1419,62253,17114,77948,37867,4975,0,2908,-169,-284,-940,171,-773,327,6413,8288,-3,1482,4219,1579,19375,1201,-1416,-13747,630,5845
1995:Q1,23273,-307,15739,7841,23273,-32915,1167,0,19610,-229,1114,8210,-2,-97,626,8304,1591,16,4793,-2320,-1335,5344,170,-616,5437,-758,5163
1995:Q2,51335,402,31781,19152,51335,1771,3264,0,-5139,-312,7447,4870,18,1621,562,2095,65,26,3402,13428,-13112,22764,4215,-631,1558,-210,3633
1995:Q3,53263,102,25529,27632,53263,18013,-3523,0,-28311,-201,17351,55,42,-275,538,3843,-554,32,8125,-6861,11929,5040,13025,-242,6637,257,8343
1995:Q4,77898,1283,32914,43701,77898,28334,2638,0,-20672,-261,2114,1123,1196,1600,650,-4461,770,44,6926,9434,9297,26887,3410,510,7333,541,485
1996:Q1,36685,-580,7901,29364,36685,-18948,-2568,0,-831,-108,1253,1823,-28,1949,112,-4076,-205,51,6113,5363,14716,17676,2901,1007,9855,71,559
1996:Q2,75832,562,31660,43610,75832,61748,2027,0,-1218,-138,2461,1394,-289,1953,-548,-4599,38,4,983,-6607,6486,13929,-672,735,-7049,78,5116
1996:Q3,54928,-768,20037,35659,54928,26285,3046,0,-11755,-79,-5898,2882,476,-1025,357,7959,-5346,28,-5177,5795,6061,14313,-2593,738,8442,-108,10527
1996:Q4,62358,-824,30838,32344,62358,32492,2554,0,-21794,-84,8949,6335,74,-9,2915,1487,-6542,8,3585,6787,1419,19885,-4220,762,-3010,194,10571
1997:Q1,26666,-355,-1630,28651,26666,-10355,-9208,0,-7293,-231,9262,5050,874,1860,-327,-1342,1738,7,10141,-9555,1916,15280,-6479,294,14924,-386,10496
1997:Q2,71942,61,49719,22162,71942,17247,-7449,0,12861,-498,12803,2695,-72,1885,535,2449,1075,9,35,883,1114,22604,-1816,978,-2859,684,6779
1997:Q3,39904,-230,11567,28567,39904,12840,-3429,0,-11424,-571,7700,2853,400,-29,660,3240,1966,16,2810,-5011,3703,17264,-9587,2240,6184,-876,8955
1997:Q4,75055,437,39412,35206,75055,30719,-423,0,5358,-240,29856,1876,846,-1788,798,-21409,1425,39,5398,7891,6351,12459,-3861,5164,-10640,1153,4083
1998:Q1,56398,-608,35745,21261,56398,-58413,-688,0,-5270,-60,10484,5049,685,1855,761,-401,-645,41,3110,-616,11302,32314,-1505,2152,40888,3150,12205
1998:Q2,103172,-360,41698,61834,103172,65297,-247,0,22889,-99,-8283,3217,558,1009,-94,-1464,-5020,25,7925,-2217,34,28621,156,-2232,-11149,-2861,7107
1998:Q3,140371,-103,73616,66858,140371,28356,1252,0,8359,-123,32206,-4579,495,-426,-281,-1748,-2694,69,6779,28907,-9613,39739,12208,-3240,8837,635,-4767
1998:Q4,173623,3046,127855,42722,173623,42280,2321,0,17471,-65,35743,1553,2165,1931,-1538,-1393,-9770,78,1284,51880,-2045,57767,14357,-4880,-32236,213,-3493
1999:Q1,141991,-383,48333,94041,141991,-45030,715,0,10854,-27,13240,2583,391,5774,1009,4076,8914,28,7002,-2798,15339,56174,17796,2162,30395,-535,13929
1999:Q2,147481,150,76699,70632,147481,34281,39,0,10338,-52,7789,-5350,1078,1664,2636,2501,9413,9,1826,-12490,18299,48704,14944,327,276,-2000,13249
1999:Q3,165460,8,101877,63575,165460,44090,1082,0,10560,-21,10855,5049,1509,-921,1161,1193,6121,-15,-2093,5889,5331,40546,8674,-146,8969,-171,17798
1999:Q4,138198,8,91876,46314,138198,14711,-29,0,14461,-57,961,2632,350,-3244,1058,-75,12268,-45,16183,29090,6572,27487,-42,-2992,-935,1374,18470
2000:Q1,55725,-516,26273,29968,55725,-50683,2789,0,11529,-31,13852,-660,210,2057,2081,3908,3319,-62,-4522,-17697,-4787,28803,7735,49,27038,-590,31387
2000:Q2,95852,459,62260,33133,95852,40255,2884,0,9978,-10,1471,-1250,410,541,1985,1802,-13277,-15,18791,-12355,1484,19393,5096,-901,-7947,227,27290
2000:Q3,128517,-606,69860,59263,128517,965,844,0,11788,-10,-10398,349,1815,-3278,2840,3474,-9053,22,15791,2054,10611,38452,-1285,1070,21584,112,40770
2000:Q4,153825,-295,76770,77350,153825,10168,-3510,0,9999,0,6581,1914,1857,-282,2095,2435,-12630,112,19791,25034,3197,62529,-2733,-32,-14876,-280,42456
2001:Q1,108503,-559,66483,42579,108503,-175935,-1139,0,10986,-120,-3451,2613,-1420,5314,2365,5911,16676,513,-2809,65934,23007,64724,9392,965,54032,462,30483
2001:Q2,173556,281,71709,101566,173556,16737,544,0,14902,0,8992,-18411,83,-2800,143,4611,-3697,160,18591,23829,34535,44515,5028,2357,12018,-198,11617
2001:Q3,204648,-88,81669,123067,204648,50310,1375,0,8383,0,34004,-634,337,6727,4640,4650,-10454,682,-16309,55474,-3004,58572,1790,1924,-13052,-72,19305
2001:Q4,155431,-183,84287,71327,155431,-70668,1336,0,15120,0,55189,-5589,3473,5773,1715,3648,-1710,710,2391,14376,29658,39099,17345,2950,8788,1219,30608
2002:Q1,169245,-449,45058,124636,169245,-10208,786,0,10227,0,36999,999,1038,9000,4349,20126,-2992,-37,1191,-19635,14604,60680,5412,7198,5743,3997,19768
2002:Q2,121416,447,34777,86192,121416,-21736,639,0,10155,0,41275,3577,1453,-425,4122,14714,2848,186,-5672,-26150,3406,7487,7242,3724,21322,1317,51932
2002:Q3,115369,395,72389,42585,115369,-61702,-838,0,8561,0,23000,6229,283,1093,4223,21050,-7055,632,-2093,24336,32533,22416,26096,1198,-12167,-582,28156
2002:Q4,141120,105,67609,73406,141120,-24858,-1243,0,14720,0,34576,72,1167,6262,5549,26415,-9366,561,-1475,2721,9570,41116,35281,-1953,-25025,-185,27215
2003:Q1,127915,-395,56438,71872,127915,-115558,1061,0,-179,0,54662,779,-875,10736,433,6828,7815,560,11831,-1088,25128,28313,30949,-4142,55899,823,13940
2003:Q2,110724,129,48109,62486,110724,-62892,-5752,0,-516,0,76211,3088,1596,4338,-222,6704,7480,5,19020,9713,19039,-9691,32721,1708,-4797,-609,13580
2003:Q3,197182,14,114968,82200,197182,89313,-407,0,16358,0,-62637,-8424,3319,1839,204,2006,11193,-785,16744,29643,2742,91843,23186,-2238,5479,1263,-23459
2003:Q4,148015,-2157,31358,118814,148015,63756,-555,0,29935,-10,39459,-1739,665,841,2161,2508,10941,-116,31018,-31735,-6143,-8605,-4451,2588,9857,-563,8203
2004:Q1,4803,266,1400,3137,4803,-40255,412,0,16600,0,88028,-2800,974,1135,533,2648,764,-195,33983,-27893,-76597,-37604,2285,8575,14928,889,18393
2004:Q2,72936,-911,53703,20144,72936,-39474,-306,0,-3890,0,7767,3056,1608,2583,-1370,1864,3900,-199,33007,-20288,103314,-29887,-2340,787,-6661,374,19091
2004:Q3,43765,-38,29570,14233,43765,32250,-709,0,35500,0,-62156,-3349,1788,-2794,-1233,1494,3851,1049,-26295,-6700,5135,-21205,-22815,3017,74270,1449,31218
2004:Q4,-6343,78,-9674,3253,-6343,159243,711,0,-40325,0,-26301,1669,290,-2637,-2755,524,2331,123,-17817,-8337,-5602,-113681,6077,3947,-48869,-812,85878
2005:Q1,-12401,-185,-35379,23163,-12401,-38213,5072,0,-934,0,92733,-916,591,2379,2097,10162,2563,6,-6778,-57381,-3037,-42286,4113,155,13686,45,3542
2005:Q2,18906,-346,-15917,35169,18906,85099,1233,0,23990,0,-25757,6993,1566,-970,652,1214,278,122,-35865,-47061,11017,-47804,-17469,-460,7670,-777,55235
2005:Q3,-24806,-94,-67313,42601,-24806,-79295,-1482,0,54861,0,-10297,-6784,199,-3684,2977,1987,3854,1345,4846,-22379,27140,-35500,-3425,-698,4047,-1284,38766
2005:Q4,98299,199,34568,63532,98299,52773,1211,0,5422,0,-4201,-188,-1206,-5081,-64,-1588,12273,310,28576,16381,21638,-9835,-23910,-2132,-33976,-350,42246
2006:Q1,75968,-253,-2514,78735,75968,-4390,-702,0,-24046,0,51792,-6654,-106,63,1364,6935,2833,78,8788,-6950,-12818,-4924,-3660,221,29114,746,38284
2006:Q2,113440,57,48789,64594,113440,-86951,-1710,0,20751,0,31057,7388,-1216,-4646,1264,-468,2833,-42,18819,-2718,12327,-2897,-11153,8043,32296,1373,89090
2006:Q3,55785,-254,-20874,76913,55785,7193,-29,0,19897,0,-32079,227,-1226,-3496,570,-6080,2833,108,-13164,-12666,7445,-18500,13051,6070,43372,-571,42830
2006:Q4,82699,124,10181,72394,82699,-51882,223,0,39763,0,-16614,3194,-3206,-4485,5047,-7357,2833,692,2893,-6218,42732,-10744,24313,12849,3158,-1385,46893
2007:Q1,131680,-329,16350,115659,131680,18410,-2098,0,31897,0,-7888,-706,0,-846,1204,2236,4283,145,-38396,-4053,16167,-16669,-776,11016,71477,1416,44861
2007:Q2,161695,-24,40007,121712,161695,24608,-2016,0,-23678,0,-5134,2133,-130,858,2631,1779,4283,136,18097,6070,49202,-8989,4296,607,-9064,-972,96978
2007:Q3,313741,-203,138147,175797,313741,234326,1949,0,41856,0,-65192,1539,-1427,-2068,-1,2376,4283,-60,-10666,45330,-1203,5576,-6274,928,5762,1150,55557
2007:Q4,298194,186,85160,212848,298194,123046,-216,0,-2072,0,-32790,-930,-1111,-2848,-4578,-1553,4283,141,-26690,56576,41641,9013,20829,8539,67834,-3007,42087
2008:Q1,166064,319,26154,139591,166064,-31048,-3693,0,-18614,0,-10149,-2221,-604,4468,-5631,1232,5596,775,-10597,156237,-9178,25433,-7324,1768,42224,3126,24264
2008:Q2,322027,63,161752,160212,322027,110792,519,0,-8251,0,66159,-293,2094,8136,-892,-8800,5596,-123,-5604,36873,-46,125893,-1499,9144,-57938,15413,24854
2008:Q3,182591,-423,47234,135780,182591,167790,-1097,3311,-18512,14500,-1096,-9224,-419,-41,-8190,10320,5596,208,-17274,96226,-3204,-17528,-184,-6378,79152,-11770,-99595
2008:Q4,98266,248,26177,71841,98266,104557,1650,51116,-54580,5208,81284,5199,-3021,2986,-8359,4433,5596,-1355,-21505,243478,-79765,73243,-17025,-9050,-113639,9266,-181451
2009:Q1,16129,-798,-68561,85488,16129,-162210,-450,52284,-23046,267321,18842,-5463,-1580,9418,1988,-414,-14965,-180,-10909,30850,39264,43980,-60458,5076,-94558,-9837,-68824
2009:Q2,-41727,-274,-177630,136177,-41727,-371419,4261,43659,62379,272022,58248,-6456,682,8000,5417,4168,-14965,254,-8287,-46590,16929,-4917,-37660,9227,-15755,720,-21644
2009:Q3,-19840,928,-161773,141005,-19840,-76271,-351,22957,32884,264490,-5798,-4170,-1677,4640,6809,740,-14965,-31,-2213,-108154,29604,-29634,-61591,3905,-1580,-35,-79399
2009:Q4,-14466,293,-110418,95659,-14466,-81523,709,23080,5764,244709,96722,-3211,-1320,6026,-390,3896,-14965,394,2427,-95731,-8939,-36690,-64449,1043,-37848,1974,-56144
2010:Q1,70801,86,35498,35217,70801,8361,3138,-10011,13093,169435,4769,-539,-2101,14036,352,289,4920,197,5567,-78765,20042,-45133,-34081,3607,23725,-1772,-28328
2010:Q2,-18374,269,-84919,66276,-18374,-42480,878,-11066,-29163,45204,-9031,-752,-2205,10178,-1187,1673,4920,116,-3713,-14756,68852,-30556,-35616,3344,15981,-457,11462
2010:Q3,-65740,121,-115299,49438,-65740,34367,626,-10929,26773,-50245,50688,-501,-3214,2332,1263,952,4920,456,-9640,-36821,-16681,-13651,-23967,12518,-20058,8015,-22943
2010:Q4,-25555,190,-69046,43301,-25555,-3765,-2668,-15179,18916,-93043,63655,-2985,-161,9784,-4247,2336,4920,-613,1981,-12669,2507,2987,-2340,16646,24182,-9049,-26750
2011:Q1,50546,298,2775,47473,50546,182613,-2177,-10777,-14791,-69951,34593,4902,-5869,14962,1494,-221,-1233,-62,1002,-17567,-97458,-19738,4501,47855,9366,1153,-12051
2011:Q2,-70990,39,-119979,48950,-70990,36406,2323,-34770,-20774,-44093,-2206,-853,-935,4053,1881,-1754,-1233,315,5175,-15246,227,-5528,-1807,24071,-10657,9298,-14883
2011:Q3,7168,484,-34578,41262,7168,37269,-2976,-33087,-24591,-46406,16964,1616,-640,1615,2236,-1065,-1233,-48,-31002,42975,28060,14855,-5933,17643,-16107,11786,-4763
2011:Q4,-7746,286,-35417,27385,-7746,-56617,669,-39496,20450,-37474,57552,-1618,-525,9586,110,-2428,-1233,88,-23484,-1515,140093,-9358,-13,8270,-50775,-10172,-9856
2012:Q1,-44637,-835,-68727,24925,-44637,-135146,-1287,-29630,-16898,-7198,64411,-1401,310,14065,-995,-1604,-3978,578,21850,-75576,39838,-10943,-5,55832,45665,-3422,897
2012:Q2,8307,35,-38758,47030,8307,63563,-292,-1461,-18160,15369,-29410,2860,-375,2373,-2372,-12181,-3978,556,-7112,10847,40869,-6253,-59,13896,2462,-16630,-46205
2012:Q3,2145,-74,-28298,30517,2145,17066,212,0,15622,-26812,6562,-2074,-853,-3208,-1085,-1193,-3978,221,-10339,10748,-40374,-18840,-22,55069,-944,738,5629
2012:Q4,10004,485,-18852,28371,10004,-8285,33,0,-21621,92355,-3255,1770,-1361,-1174,-2598,-2707,-3978,376,-1859,840,66276,-13145,73,-19291,-40752,2235,-33928
2013:Q1,35865,-253,10785,25333,35865,-98623,-2177,0,19818,148299,38774,-4152,-165,10406,-1483,-13,-546,-505,3411,-15602,1508,-9723,-143,-9267,-7380,2848,-39420
2013:Q2,68882,336,34169,34377,68882,-44155,1847,0,-7916,139827,19178,-257,-210,9268,-3304,263,-546,-431,-3915,14479,16751,-7054,-71,-4289,-29557,-245,-30781
2013:Q3,52748,136,10057,42555,52748,65417,24,0,-7076,125637,-20440,-53,-224,-3919,-2605,-1588,-546,-459,-226,8704,-55244,2198,-36,-20740,-59309,4088,19145
2013:Q4,80435,-611,52526,28520,80435,-20052,583,0,13620,149419,19031,-572,-74,-4777,-2556,-822,-546,-961,-99,24175,-4352,-6414,46,-39808,-15587,2741,-32560
2014:Q1,-73115,-484,-88873,16242,-73115,71382,-117,0,-7275,106245,8073,-3206,-116,387,860,-756,2300,-712,2786,-54656,-151098,-4567,0,-12318,804,-2379,-28752
2014:Q2,53414,32,39214,14168,53414,21289,480,0,-20440,58967,-4479,-1780,10,-2789,-453,911,2300,190,8824,3827,-15751,1814,0,8924,-6253,1829,-4006
2014:Q3,59036,-178,35622,23592,59036,53778,287,0,-28200,30280,22127,-418,2,-6430,564,-1291,2300,-228,485,29692,-60598,4826,0,-4047,-6205,-67,22179
2014:Q4,110823,517,89316,20990,110823,-9098,-12,0,14045,40599,2067,-142,-63,-7817,-990,-12705,2300,219,-778,40092,27097,5132,0,9653,-1010,-235,2469
2015:Q1,-43447,-243,-40886,-2318,-43447,1097,-2427,0,9989,-6600,50014,-1305,-265,1744,-584,-4468,-250,123,-13564,-58839,14928,-3217,0,-9804,-9285,2460,-13194
2015:Q2,54940,519,23363,31058,54940,26601,-690,0,-15553,-931,30277,4188,361,-730,-2828,-338,-250,99,6149,8430,-25761,-6428,0,-17733,-5168,-575,55820
2015:Q3,87194,-555,35535,52214,87194,105083,-286,0,-24844,8359,16486,-2526,-3,-9857,-2005,-2454,-250,-68,-7879,60282,-51996,-4565,0,-9171,29920,372,-17404
2015:Q4,121932,459,75479,45994,121932,44216,2100,0,18331,4296,50661,2385,11,-914,-1184,5370,-250,41,4401,66389,-35420,440,-100,-10051,-25499,-2830,-461
2016:Q1,9388,-115,-18896,28399,9388,-32598,2653,0,-11079,2196,5815,-284,-320,1078,1383,3989,2704,61,-2775,3999,7863,576,0,-4439,11858,-2336,19044
2016:Q2,145653,117,105413,40123,145653,25244,-3687,0,-5516,-14173,18450,-486,-41,-3196,1040,2888,2704,196,8464,90048,-10131,16312,0,-16538,5975,1055,27045
2016:Q3,90649,-193,49487,41355,90649,-46741,1346,0,15662,-10866,59110,1707,-16,-3543,1826,2522,2704,469,-2754,49709,6660,-7965,0,-307,-8302,-705,30133
2016:Q4,105892,96,58167,47629,105892,18649,983,0,-551,297,65939,-3140,80,3396,105,2500,2704,-375,-3159,23681,8527,-2574,0,-5564,-11680,3246,2828
2017:Q1,50972,-231,7050,44153,50972,11956,-859,0,2322,24685,36900,715,6,5981,-96,2166,6234,52,-2490,-33876,-7699,-5025,0,7562,21646,-325,-18883
2017:Q2,95426,163,49594,45669,95426,17095,1100,0,-6064,-4146,36196,915,-165,-1624,1420,1125,6234,79,-1533,-747,34473,-2649,0,3892,-1348,-5840,17013
2017:Q3,91882,-23,38287,53618,91882,-5766,-28,0,-2688,-3696,43803,-1615,56,-5639,1342,2333,6234,253,2509,32694,-16743,-5696,0,26893,-5108,10518,12226
2017:Q4,108256,27,58168,50061,108256,2589,9774,0,14067,-6042,31847,24494,95,-3548,2921,1563,6234,57,10169,17780,-7052,-6659,0,15534,-16679,-581,11693
2018:Q1,4691,267,-30597,35021,4691,-16790,-1138,0,-21817,-11699,4236,-1553,235,1536,3882,5509,3214,-110,6268,-42777,23790,656,0,-4963,10281,6996,38935
2018:Q2,88044,-1151,50473,38722,88044,50723,-2062,0,9324,-36780,12603,-258,267,322,1382,-2904,3214,13,4450,20973,19736,-2329,0,-3183,-5962,-1554,20069
2018:Q3,61484,-689,17130,45043,61484,66880,-2630,0,10834,-41273,8058,-8562,-184,-4801,8815,2266,3214,245,-1805,-36150,4762,-4993,0,17061,17043,9365,13339
2018:Q4,91224,118,44077,47029,91224,76194,375,0,-20054,-46427,41890,7880,-396,-3854,6128,-3359,3214,-402,3825,22188,-42666,1608,0,10482,12053,-791,23336
2019:Q1,33050,-739,11084,22705,33050,-2298,2399,0,-4619,-46077,24694,-1814,62,17,2031,2800,2899,281,1036,32139,-26457,-1315,0,28303,1704,1773,15492
2019:Q2,118412,-204,93362,25254,118412,85404,-2345,0,-6057,-62044,40255,3190,40,-955,-2038,-93,2899,305,1068,17143,14678,2033,0,17156,-12043,-501,20317
2019:Q3,79200,-542,50885,28857,79200,-24428,-264,0,-9809,-67707,34541,6087,-631,-1362,1882,317,2899,355,29766,34481,18609,10040,0,4080,20243,-1164,21265
2019:Q4,86244,-244,49535,36953,86244,22074,2590,0,-13242,-60799,3178,1407,218,1049,4370,-4477,2899,363,-9150,63848,48106,-6948,0,760,2952,2195,24851
2020:Q1,339633,-27,315884,23776,339633,9978,8569,0,-35343,50913,116615,4333,-1070,4020,-2020,-5208,3153,-712,3011,243961,-33841,-4149,0,-135364,51351,-3382,64818
2020:Q2,-25374,-165,-12962,-12247,-25374,-345115,6992,0,-19725,477256,60772,1111,1993,29254,-3012,-10600,3153,726,12551,-176278,9955,-122,0,2334,-33579,-1926,-41114
2020:Q3,122459,-868,112523,10804,122459,-31998,-5157,0,-12918,75942,163140,-2681,3299,24135,9391,1158,3153,493,13141,-127594,40296,-9418,0,-133,21102,-1633,-41259
2020:Q4,220486,56,220480,-50,220486,-61214,-6767,0,12838,58592,262566,5126,2849,17985,-1287,-7680,3153,801,-2331,-80204,-7794,-15624,0,3716,14793,-2309,23277
2021:Q1,139687,-380,137005,3062,139687,-112650,-3433,0,-1375,148148,235207,2880,1924,38721,-2509,-14804,7465,-135,3271,-71350,-25737,-8693,0,-6247,-38551,-2383,-10062
2021:Q2,181113,-1,152916,28198,181113,122889,-1941,0,-8405,131912,110001,-4137,422,20145,-4043,-10613,7465,-89,-3919,-80841,-59556,-6769,0,-11495,-22237,-1809,4133
2021:Q3,128426,-325,113686,15065,128426,-87062,6017,0,12246,176351,111482,814,70,6825,-400,-7678,7465,-485,6852,-61874,4782,-3083,0,-20791,2333,-1943,-23495
2021:Q4,163264,286,135817,27161,163264,84339,2243,0,8072,119118,78397,-5225,-510,9028,-3257,-9983,7465,1003,3093,-64190,-39398,-5224,0,3335,-42404,-2239,19601
2022:Q1,227658,-390,195077,32971,227658,91204,-420,0,-2674,95511,51601,-1730,1175,12714,2244,-3475,-3662,-144,5721,-6457,28015,1901,0,-3086,-27671,-1110,-11999
2022:Q2,268643,324,219231,49088,268643,200039,2422,0,24518,-10630,-92430,4423,390,1473,2164,-6757,-3662,-566,-5771,20054,15785,4744,0,-6576,33502,-672,86193
2022:Q3,246983,-369,193836,53516,246983,202318,585,0,7242,-13870,-100346,1304,270,-5053,3246,1926,-3662,-174,-9469,68752,-10976,10383,0,13693,34183,-854,47485
2022:Q4,236110,447,185112,50551,236110,222413,3163,0,1291,-58722,-89994,-4153,-415,-9112,4139,-7947,-3662,-308,-6068,87597,16666,8798,0,-7297,36600,-455,43576
2023:Q1,362756,-56,332875,29937,362756,81274,-398,0,13616,-48471,-27205,-6575,-559,-6818,2933,-2672,-1730,114,-13402,212132,45685,16526,0,19856,38460,-466,40456
2023:Q2,-68925,-1752,-114302,47129,-68925,-99434,4406,0,7365,-58209,-45736,3444,-105,-7278,5862,1101,14,266,15839,-37455,63673,11393,0,2581,19636,-202,43914
2023:Q3,-33598,1576,-91051,55877,-33598,78546,2215,0,-7386,-60162,-57137,-2000,226,-8385,11535,-610,-189,23,-15105,-64249,12391,7454,0,10999,18361,-396,40271
2023:Q4,37186,610,-13224,49800,37186,10290,410,0,8878,-49432,-34966,-1068,-647,-6214,7726,316,-817,-66,6175,17972,29264,12838,0,-10123,25004,-580,22226
2024:Q1,-2317,-231,-37605,35519,-2317,-20982,78,0,5785,-44674,-17730,55,-280,-2197,8500,3633,464,91,6105,20700,13938,-3357,0,1837,10297,231,15189
2024:Q2,83799,273,38959,44567,83799,49937,-6237,0,10492,-53936,-835,661,-172,-1822,8825,1042,573,7,4531,12366,15335,3671,0,4903,49741,400,-15683
2024:Q3,80303,43,36661,43599,80303,-27887,7695,0,11254,-55426,14823,4385,-586,-2213,10261,-4002,-655,384,3424,52475,4474,-10,0,13284,14266,-305,34662
2024:Q4,136817,193,86403,50221,136817,82356,1763,0,947,-50201,-5264,946,59,-367,14223,-1281,-909,-37,5258,92624,4288,1873,0,-3546,-39914,-202,34201
2025:Q1,21886,239,-11734,33381,21886,-101313,-1927,0,3866,-45530,27497,1530,-625,4526,4833,3462,-407,190,8143,16062,905,3331,0,12484,98472,-182,-13431
