1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q1,1821,965,19542,23877,1362,4049,2532,845,4468,-20,-3776,3082,1601,7904,7112,174,592,26,-6423,-155,431,-13104,32365,0,4572,27714,-1274,-3800,5153,13679,4624
2008:Q2,1683,973,18230,-9267,-2171,4887,-2213,-819,8136,0,-217,15181,1300,12945,11647,286,969,43,936,293,-46,9353,11849,0,-782,9840,-134,6900,-3975,-5671,1140
2008:Q3,1588,972,-2230,-11320,-3089,-6363,-745,-287,-41,0,-5290,11993,-120,7103,6392,156,531,24,5010,202,-86,6433,-2513,0,-3534,-5209,1156,8100,-3026,333,-5777
2008:Q4,1531,932,681,7498,-29,-4716,0,-1052,2986,0,-6650,6238,1163,4969,4483,107,363,16,106,-82,468,-8696,11014,0,2068,10279,-1970,-2900,3537,10932,491
2009:Q1,1528,858,12619,23668,-123,-10320,0,-359,9418,0,-19379,655,571,1435,1302,30,99,4,-1351,-335,1404,-2330,48240,0,4938,38742,-519,-10300,15379,36291,7902
2009:Q2,1570,819,15986,-3641,-26,11548,0,4129,8000,0,-581,5047,3147,2158,1953,45,153,7,-258,88,-1872,4842,9162,0,-123,10866,19,-1800,200,-6073,2514
2009:Q3,1647,805,6517,-49,24,5363,0,549,4640,0,174,4037,-3449,1874,1702,38,128,6,5612,-2,-509,-2347,2238,0,-926,3671,-157,-200,-150,-3437,4317
2009:Q4,1764,805,3993,8780,36,7846,0,1162,6026,0,658,-2164,971,-58,-32,-6,-19,-1,-3077,-137,-93,-10275,11124,0,7771,6635,-66,-1800,-1416,8090,-57751
2010:Q1,1928,658,6529,13667,-50,14604,0,1550,14036,214,-1196,-7801,2022,-695,-605,-20,-67,-3,-9128,-7,178,-14062,11824,0,874,19946,0,-1100,-7896,6565,823
2010:Q2,2080,675,12704,-4095,29,10327,0,1120,10178,-214,-757,1729,2453,1453,1327,28,94,4,-2177,0,-90,4804,4674,0,-555,5042,0,-400,587,-6626,199
2010:Q3,2209,694,-4119,6163,-72,-12037,0,-5530,2332,0,-8839,1750,2185,484,458,6,19,1,-919,45,-183,215,2713,0,1042,1062,0,200,409,8347,1094
2010:Q4,2318,708,-20320,-43891,-104,-8114,0,8185,9784,0,-26083,-1921,-3035,-453,-383,-16,-52,-2,1567,-238,-161,34109,6172,0,3433,3089,0,905,-1255,28102,641
2011:Q1,2392,650,17866,6409,-2,18904,0,1336,14962,2825,-219,-6853,2290,-811,-793,-4,-13,-1,-8332,13,70,-675,23531,0,6374,19077,0,-2412,492,7407,1123
2011:Q2,2488,672,29893,6211,18845,4816,0,451,4053,483,-171,4806,844,1247,629,23,567,28,2715,-174,161,-4772,82,0,-1712,2144,0,-878,528,-27995,39
2011:Q3,2610,707,3567,9865,-7936,3047,0,728,1615,964,-260,4276,293,932,1165,15,-280,32,3051,22,206,-5913,7113,0,4665,2249,0,931,-732,5449,1159
2011:Q4,2757,729,22022,9919,4984,3732,0,-5134,9586,-1052,332,5357,4222,2009,1567,39,394,9,-874,817,-70,-2717,9954,0,1453,6973,0,408,1120,-10040,1082
2012:Q1,2959,767,39741,14704,4966,19297,0,3249,14065,1441,542,279,-1116,1379,1296,25,29,29,16,-33,72,456,38575,0,11433,27682,0,-1270,730,1026,1791
2012:Q2,3073,789,3583,-2165,-7919,739,0,-843,2373,-851,60,10890,-209,2972,2980,60,-99,31,8127,120,25,1893,3501,0,-2017,4797,0,836,-115,2203,602
2012:Q3,3125,787,3149,-2639,-4360,-2691,0,1199,-3208,-115,-567,10318,2589,2235,2023,44,151,17,5494,-31,11,2541,2763,0,-375,1290,0,660,1188,1952,1590
2012:Q4,3110,800,11065,5305,1077,-2210,0,-1449,-1174,363,50,7414,-1080,1522,1237,28,214,43,6972,0,97,-618,7302,0,1895,6328,0,694,-1615,-1452,2193
2013:Q1,3091,816,22137,12859,-9268,12922,0,105,10406,1156,1255,1708,-824,630,86,10,516,18,1902,48,146,3722,32277,0,10221,22306,0,-2857,2607,12415,1671
2013:Q2,3059,812,13965,-13139,-219,11696,0,1394,9268,-79,1113,13751,1542,4608,3950,98,522,38,7601,22,-192,2046,942,0,-2517,1946,0,1236,277,-10775,12
2013:Q3,3067,827,3710,-8388,-120,-3798,0,-409,-3919,466,64,17014,-72,8353,7778,183,354,38,8733,26,-257,-767,-803,0,-2047,-1638,0,3116,-234,-2273,2029
2013:Q4,3114,848,7758,601,0,-5517,0,-223,-4777,-827,310,12985,3403,5902,5169,128,568,37,3680,-649,-173,511,3343,0,1827,2416,0,421,-1321,-2149,951
2014:Q1,3237,853,28607,14111,150,1943,0,1207,387,-162,511,7468,262,3602,2732,80,751,39,3604,13,-2,4924,33604,0,10446,22982,0,417,-241,7382,2149
2014:Q2,3292,877,8254,-13191,-150,-2175,0,405,-2789,313,-104,22003,198,7494,6612,164,673,45,14311,219,-115,1663,1859,0,-2570,-440,0,2551,2318,-3980,-1117
2014:Q3,3303,898,7852,-11913,-20,-1882,0,5263,-6430,-75,-640,22037,3876,8366,7294,183,845,44,9795,167,-9,-528,2644,0,-996,-208,0,3185,663,-2804,1441
2014:Q4,3267,904,11897,7685,0,-13033,0,-5046,-7817,-1235,1065,17373,3178,6453,5503,141,782,27,7742,167,-29,-266,12692,0,5731,6131,0,2254,-1424,3158,1476
2015:Q1,3154,1326,31339,13488,10,4163,0,1119,1744,153,1147,10576,1487,4419,3675,96,626,22,4670,65,-141,3178,33894,0,8303,25766,16,-494,303,4383,1883
2015:Q2,3045,1332,16917,-8701,0,667,0,883,-730,362,152,24035,2384,10060,8925,222,845,68,11591,210,141,565,8245,0,-2182,4494,0,5020,913,-6960,475
2015:Q3,3038,1342,11317,-3479,0,-10662,0,-802,-9857,109,-112,24027,792,10819,9614,238,908,59,12416,124,135,1172,9511,0,816,4745,-1,4949,-998,-110,2051
2015:Q4,3127,1341,23534,1968,0,6313,0,6987,-914,-62,302,17399,74,7906,6375,173,1312,46,9419,22,-250,-1918,23984,0,12354,11672,-1,-222,181,2236,2203
2016:Q1,3436,1588,30719,15548,0,-4569,0,-6356,1078,411,298,13054,926,5542,4217,122,1157,46,6586,146,9,6531,32959,0,5435,29903,0,-1732,-647,4088,3096
2016:Q2,3583,1601,14668,-8712,0,-3664,0,-480,-3196,-6,18,25639,3570,9151,7679,202,1191,79,12918,-246,22,1629,11341,0,-877,9203,-1,1545,1471,-1346,912
2016:Q3,3684,1626,22060,5518,0,-3982,0,-306,-3543,46,-179,24202,1629,9946,8039,219,1661,27,12627,128,-74,-3732,20781,0,-3390,22522,-13,1891,-229,779,2776
2016:Q4,3744,1650,23086,-10372,0,10778,10,6621,3396,373,378,21789,-468,10292,8085,227,1945,35,11965,80,-48,859,16286,0,2610,12595,12,312,757,-4706,1822
2017:Q1,3775,1769,40009,17032,12,5785,-10,-319,5981,-14,147,16017,1139,8059,6317,177,1558,7,6819,14,46,1103,43255,0,12519,33707,0,-1495,-1476,5252,3346
2017:Q2,3852,1804,13816,-13045,50,-2172,0,-220,-1624,134,-462,28366,2707,11564,9026,256,2242,40,14095,118,-28,527,8575,0,-625,7026,0,1454,720,-3193,831
2017:Q3,3990,1827,13628,-3922,49,-6973,0,-360,-5639,-347,-627,24548,1234,11686,11854,258,-510,84,11628,126,117,-317,10209,0,-558,5680,-1,3887,1201,-1256,1443
2017:Q4,4199,1872,16881,-2021,-1,-1961,0,1590,-3548,66,-69,19821,-717,10508,8678,286,1513,31,10030,387,-17,673,13779,0,3533,5342,-1,4320,585,-776,2158
2018:Q1,4626,2180,34653,15560,100,3043,149,944,1536,-147,561,13979,-362,8067,6051,294,1650,72,6274,-421,90,2302,36354,0,11927,32560,0,-8319,186,4146,2590
2018:Q2,4844,2214,18636,-15818,139,966,285,331,322,75,-47,31268,3101,13761,11492,537,1665,67,14406,206,-112,1987,10446,0,-1687,5789,0,5861,483,-5560,350
2018:Q3,4999,2241,12215,-8427,-198,-5629,-195,557,-4801,-449,-741,24027,186,11148,8992,358,1763,35,12693,57,-11,2396,7084,0,-2849,3538,-1,5892,504,-2373,1520
2018:Q4,5086,2261,11215,-725,2,-2113,-60,776,-3854,402,623,17387,-490,9316,6983,618,1700,15,8561,43,384,-3763,9964,0,14418,-2654,0,-520,-1280,1574,2869
2019:Q1,4893,2485,42853,29137,397,2503,92,1625,17,-78,847,4695,522,4590,2461,885,1205,39,-417,-158,235,6044,47979,0,-639,54215,-1,-7020,1424,7535,3390
2019:Q2,4929,2539,12920,-7936,151,-1480,158,-439,-955,-132,-112,21096,4810,9638,7522,724,1364,28,6648,47,174,868,8772,0,-253,7204,0,680,1141,-1758,1836
2019:Q3,4964,2568,17089,-6343,60,-1182,7,375,-1362,-334,132,22023,2836,12696,10256,492,1889,59,6491,-24,-35,2590,14010,0,10946,1476,0,2779,-1191,-683,3844
2019:Q4,4998,2563,27874,5128,17,5693,273,3124,1049,990,257,20740,-429,17062,13170,998,2833,61,4107,98,-89,-3713,25561,0,7574,20078,-1,-1927,-163,122,6024
2020:Q1,5215,2340,60811,37298,-36,6051,451,-1955,4020,894,2641,10128,2243,10722,7654,989,2082,-3,-2837,342,438,6590,67969,0,19034,37782,0,10602,551,10033,2292
2020:Q2,4986,2184,104109,40300,-32,33119,-474,3803,29254,954,-418,24246,6925,14222,11437,1256,1468,61,3099,-363,50,6789,108162,501,34119,81673,0,-12312,4181,6855,9512
2020:Q3,4480,2268,43281,-1232,47,26578,-387,1204,24135,1194,432,18314,680,12060,9109,735,2214,2,5574,39,71,-536,34724,1,7777,30543,-1,-2799,-797,-6345,6306
2020:Q4,3710,2338,54266,25284,-265,22185,41,2879,17985,1329,-49,7369,713,5425,1999,1184,2175,67,1231,-72,334,-569,54933,-106,23925,35683,0,-4496,-73,2039,7692
2021:Q1,2711,2185,103396,49218,-51,44686,-178,2050,38721,895,3198,1690,565,3286,57,943,2272,14,-2161,-52,1129,6776,105140,-169,36179,71142,0,-2967,955,2270,8965
2021:Q2,2339,2241,30776,-25004,-229,25782,-87,6387,20145,505,-1168,27217,2661,15074,11440,1203,2402,29,9482,145,492,2373,21074,-62,15787,5448,-1,-1126,1028,-9605,6132
2021:Q3,2628,2254,42930,-1614,43,12059,-75,3574,6825,674,1061,28701,1522,17612,13356,1695,2517,44,9567,149,518,3074,36555,-61,11603,22492,-5,269,2257,-6001,8362
2021:Q4,3570,2306,46084,-1817,-50,19374,270,7776,9028,225,2075,34194,3327,20822,15059,1682,4003,78,10045,171,-529,-5259,40162,-66,12995,27447,0,1282,-1496,-4658,10811
2022:Q1,5318,2773,75738,-6059,-20,31989,204,14809,12714,509,3753,42026,-1248,28058,23090,1524,3390,54,15216,28,737,7037,67717,-20,20761,41731,0,1622,3623,-5477,7488
2022:Q2,6610,2871,42135,-53338,-6,12031,-104,8800,1473,161,1701,82847,2248,43476,35613,2446,5340,77,37123,786,-743,558,23891,-13,-5038,7848,0,17593,3501,-14506,2517
2022:Q3,7603,2969,32658,-28830,-66,-2170,-292,3623,-5053,-105,-343,70827,3064,35816,29245,2044,4419,108,31947,534,-1059,-6578,20059,-1,5566,-557,0,17638,-2587,-7965,478
2022:Q4,8267,3028,16694,-20245,-68,-12646,1,-1101,-9112,-512,-1922,48277,912,26977,20753,1941,4290,-7,20388,618,-346,1104,11160,-4,-6489,-3410,152,19112,1799,-294,-350
2023:Q1,8778,2944,30381,26700,-25,-11757,-49,-3656,-6818,-26,-1208,24231,1586,14473,10009,1581,2842,41,8172,-96,-432,-8240,40542,0,10989,28771,-84,-8982,9848,15996,-5452
2023:Q2,9044,3000,12506,-14317,4,-5845,-30,2164,-7278,-168,-533,32189,3467,19734,15316,1160,3253,5,8988,-130,-193,798,5748,0,-9573,-2519,-25,-2658,20523,-714,-4877
2023:Q3,9227,3019,19159,-2804,-2,-6832,0,621,-8385,149,783,28134,1332,19235,15039,1529,2624,43,7567,299,-394,758,11553,0,-6618,4528,4,4287,9352,-1399,2989
2023:Q4,9327,3065,10758,11658,-8,-15976,0,-9064,-6214,-404,-294,15606,1950,12495,8427,1160,2831,77,1161,-193,179,-508,14646,0,-7620,13092,-47,-4051,13272,10150,1681
2024:Q1,9361,3115,47005,45892,-1,-1236,0,-1529,-2197,48,2442,-4572,-3757,7324,4619,999,1710,-4,-8139,-59,-448,7429,49175,0,12043,41751,0,-6531,1912,8416,5451
2024:Q2,9411,3180,-5718,-22273,3,-1571,89,-1037,-1822,-70,1269,17483,979,16416,12375,1279,2688,74,88,94,65,481,-15471,0,-4703,-3026,0,2163,-9905,-3522,1714
2024:Q3,9466,3250,2995,-4307,-3,-5903,51,-3645,-2213,51,-147,13342,191,15516,11567,1217,2714,18,-2365,342,-652,176,2516,0,-4165,12420,0,6548,-12287,5737,6372
2024:Q4,9512,3245,2858,-7132,-1,555,-80,364,-367,-510,1148,14176,-981,17222,12085,1723,3362,52,-2065,232,87,-5059,-1634,0,5917,18479,0,2946,-28976,1775,6117
2025:Q1,9534,3351,48790,29712,2,4736,0,-1293,4526,137,1366,8025,-876,12330,8130,1309,2842,49,-3429,-83,-40,6438,51954,0,19390,41980,0,-7298,-2118,9348,7346
