1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q2,41758,234,465,36185,30581,3556,254,1794,-168,5042,42171,28548,3988,3846,142,2191,587,4950,-619,4510,254,3758,8,490,43,-67,945,0,-108,206,-4,54,0,-10,0,0,1907,-413
1975:Q3,17935,247,4992,13263,13218,-909,275,679,-476,-91,20419,17440,1917,1628,289,1846,-2491,-1005,1463,-2658,988,-2163,47,-1530,72,-252,949,0,-382,-224,-26,54,0,-1,0,0,2712,-2484
1975:Q4,51131,284,1634,43319,37144,4659,281,1235,417,5477,41098,23394,5779,5388,391,-1875,3048,8982,106,7276,2768,4504,49,-45,154,630,839,0,-192,-169,77,52,0,9,200,0,1769,10034
1976:Q1,17392,185,635,13621,12243,-548,-25,1951,459,2492,23599,24064,1925,1531,394,-825,-1357,1548,-1759,3404,2990,-575,-24,1013,-195,-629,858,0,-116,-434,4,50,0,165,200,0,-1757,-6207
1976:Q2,50180,155,7434,35597,31339,2560,-31,1729,-261,7255,48829,29030,2724,2156,568,8272,-1502,8515,1712,5521,4229,1715,-11,-412,129,125,638,0,88,-36,-20,50,0,108,200,0,1790,1351
1976:Q3,22042,127,3075,19482,16671,1824,216,771,207,-849,27946,22118,-1023,-2033,1010,2852,170,2423,-751,3118,2629,1810,-64,-1257,124,-339,365,0,-109,-139,-48,49,0,-47,200,0,1406,-5904
1976:Q4,68647,135,-2143,60326,53529,5037,219,1541,799,9530,58298,34460,9888,8511,1377,-4206,3828,8520,-494,7151,2378,4415,-56,414,171,616,434,0,105,-43,18,48,0,54,460,0,5807,10350
1977:Q1,20606,119,-1693,24004,23414,-1994,235,2349,-357,-1467,28508,35795,-3761,-4759,998,-2846,1218,2034,435,1597,1749,-1664,156,1356,-145,-741,650,0,-80,-32,-1,47,0,64,240,0,-3933,-7902
1977:Q2,51231,142,8365,38036,31893,3843,240,2060,203,4485,47245,23758,5454,4318,1136,7545,460,5932,807,3065,723,2471,193,-322,130,163,802,0,367,114,-10,46,0,48,400,0,4096,3987
1977:Q3,34937,125,928,33616,26349,5598,179,1490,-140,408,44415,33501,1986,523,1463,2581,1312,257,-616,-617,-2683,2574,79,-587,-67,113,914,0,102,-13,48,46,0,-53,400,0,4778,-9478
1977:Q4,77531,125,181,65964,57045,6948,179,1792,574,10687,68907,24032,14310,12588,1722,-7309,5054,24512,826,21081,13473,6997,80,531,355,651,964,0,-107,237,32,44,0,-41,470,0,8308,8624
1978:Q1,18441,110,-2960,16360,11513,1655,370,2822,293,4638,23639,29116,-4417,-5753,1336,-6046,1877,4158,-1010,3501,2477,-602,80,1546,-505,-760,1057,0,394,865,-40,42,0,84,530,0,-1050,-5198
1978:Q2,51890,124,10600,43674,37206,3845,483,2140,571,-3079,48056,25825,4548,3078,1470,10863,933,3041,1675,-1479,-1663,1425,82,-1323,143,162,1085,0,340,457,34,42,0,-18,600,0,2846,3835
1978:Q3,47631,118,5085,41764,31779,8849,400,736,614,50,54886,31109,592,-1205,1797,4674,1768,8310,340,4279,-270,5436,75,-962,398,-107,1007,0,425,980,-50,41,0,197,800,0,8433,-7255
1978:Q4,71812,148,-1065,59878,47500,11356,368,654,582,12269,75351,21326,17600,15535,2065,-9069,3578,34476,2601,28563,21775,7299,89,-600,383,679,1216,0,-116,363,86,40,0,-74,735,0,7440,-3539
1979:Q1,-2961,327,-851,3021,-4209,4944,317,1969,483,-5941,7120,17318,1840,-393,2233,-9408,569,-11715,-2380,-12518,-14883,885,95,1385,-477,-988,1090,0,467,2771,-33,39,0,149,165,0,8515,-10081
1979:Q2,54689,367,376,48046,35407,10278,317,2044,1259,4641,55011,23196,-2891,-5096,2205,11190,-2165,14682,170,9535,2513,6059,82,881,328,343,932,0,117,2812,55,38,0,152,200,0,10999,-322
1979:Q3,75876,300,3631,59434,45286,12284,733,1131,323,12188,79131,34026,4298,2173,2125,6365,-494,20514,-1672,16207,10783,5480,335,-391,128,-370,990,0,216,4353,14,38,0,410,200,0,14422,-3255
1979:Q4,61262,266,5367,51376,47692,3642,775,-733,983,3270,47194,13105,15437,13369,2068,-8705,874,24738,4417,13779,13818,262,351,-652,271,1253,1093,0,485,2702,136,36,0,269,297,0,1744,14069
1980:Q1,-2856,261,-2243,497,2628,-762,290,-1659,430,-1801,5471,15363,-3954,-4980,1026,-7070,-400,-2730,-2038,-5089,-3221,-1643,90,-315,253,-1032,800,0,161,3360,-24,34,0,442,403,0,4262,-8327
1980:Q2,45784,171,6284,20838,16492,2227,119,2000,442,18049,44778,18907,304,-890,1194,6135,-2338,25275,-1805,22220,14170,5420,90,2540,-79,670,671,0,35,2981,-16,34,0,64,500,0,-3505,1007
1980:Q3,65162,130,-2190,56688,41056,12299,133,3200,-628,11162,80633,50011,2945,1333,1612,8577,-2368,19042,-216,14150,8937,4300,90,823,-41,-537,547,0,-72,4584,-100,33,0,194,500,0,2426,-15471
1980:Q4,109198,179,5415,87657,70002,16622,333,700,570,15377,92905,52971,10308,8348,1960,-8932,2795,27447,2083,22185,14781,7853,89,-538,-38,1447,1022,0,139,-51,167,32,0,92,369,0,8316,16293
1981:Q1,1845,172,-4780,3969,2902,-788,555,1300,-374,2858,9293,4674,993,66,927,2803,-731,10627,-2345,-816,1708,-3372,-46,894,29,-878,865,0,604,12702,-149,31,0,-47,631,0,-9073,-7448
1981:Q2,90460,154,1269,77052,50633,24628,791,1000,99,11886,84494,28774,-3826,-4667,841,-1768,-1683,48495,-400,41348,22323,19646,21,-642,27,219,613,0,-414,5482,0,30,0,-230,1820,0,14502,5966
1981:Q3,70560,155,4505,50815,38072,12272,771,-300,2008,13077,89833,35073,-3631,-4541,910,7377,-703,36499,1784,18849,15477,4380,58,-1066,16,573,1064,0,562,11356,66,30,0,419,1780,0,15218,-19273
1981:Q4,73462,169,5828,39436,47311,-9265,490,900,113,27916,62810,73488,1907,795,1112,-5870,4032,-10606,-1933,-17502,-12266,-6556,67,1253,-37,604,1371,0,-602,5699,260,28,0,-295,1801,0,-140,10652
1982:Q1,76324,155,-3546,45431,32998,9199,234,3000,676,33608,80354,49351,-5838,-6669,831,1735,2524,34809,1164,29492,19067,6458,99,3868,115,-2367,2607,0,187,1022,-189,25,0,554,2199,0,-2227,-4030
1982:Q2,86278,140,645,58553,40048,16215,-10,2300,-390,27330,86819,42329,-1656,-2785,1129,-555,-104,37678,-344,26583,18766,7345,146,326,-40,798,3343,0,746,4437,-30,24,0,-123,2284,0,9126,-541
1982:Q3,93008,135,7703,74780,55872,17271,-63,1700,1613,8777,97063,36082,6749,4943,1806,17629,905,39138,-2502,33292,21736,10244,149,1163,-93,59,2864,0,549,5111,-64,24,0,1282,-1384,0,-3440,-4054
1982:Q4,112601,131,6960,90801,83642,3891,68,3200,919,13790,105269,73363,23516,21135,2381,-9004,1484,14597,1780,17394,12212,2812,106,2264,-190,1788,2959,0,1054,-8919,133,28,0,-53,-1377,0,1312,7332
1983:Q1,60171,170,-4912,52633,45759,1481,193,5200,-950,13229,70527,64705,-2032,-4833,2801,-1907,-734,6487,-140,16811,8555,2562,70,5624,-372,-2134,3929,0,1579,-15078,-61,28,0,-552,2477,0,4007,-10356
1983:Q2,80887,179,5744,74102,63014,5991,297,4800,-699,1561,77791,51880,14063,11087,2976,12741,-1706,1885,1312,-3300,-4032,936,33,-237,-198,473,5691,0,431,-3766,-143,29,0,61,1295,0,-1072,3096
1983:Q3,72903,176,11125,62678,47318,12684,276,2400,-643,-433,70838,55867,8514,5380,3134,8741,-3530,-317,-3067,3742,2119,5374,33,-3784,-460,-434,512,0,-517,-1303,267,30,0,-592,1505,0,1563,2065
1983:Q4,48302,164,-3230,67152,44896,19630,126,2500,-599,-15184,54853,41404,23825,20651,3174,-23786,2242,-9381,906,-17704,-16041,-2170,64,443,-561,1183,1795,0,1719,1487,142,33,0,220,1399,0,20549,-6551
1984:Q1,78880,157,-2523,66127,65985,-6131,-27,6300,-940,16059,76094,49012,13310,11546,1764,2606,812,15381,-785,17565,5917,10381,99,1168,-96,-1279,-358,0,1542,-1526,-1,-367,0,85,601,0,-5027,2786
1984:Q2,116631,224,4830,102156,78083,19070,-197,5200,1450,7971,113157,76639,-4142,-5935,1793,425,2547,20310,2407,12091,3116,8161,126,688,811,595,255,0,1156,2965,-101,3,0,-201,329,0,17378,3473
1984:Q3,69525,124,7539,63271,63407,-1242,-194,1300,2591,-4000,68804,50033,-7087,-9278,2191,16261,1517,10026,2820,6574,5894,1922,133,-1375,-249,-654,4842,0,1847,-4013,289,136,0,-37,-1529,0,-1946,721
1984:Q4,124718,181,3368,109506,98992,10438,-24,100,3910,7753,114403,82819,17530,14833,2697,-12104,4158,18605,-2509,16507,14240,3423,117,-1273,64,1870,2981,0,-771,1697,394,-193,0,416,-1851,0,3395,10315
1985:Q1,37650,170,-1832,41863,26904,7930,129,6900,-3448,897,40238,37789,-5540,-9122,3582,-4869,3699,7238,-1526,4539,-3784,6112,119,2092,606,-1540,5409,0,2465,-2533,-402,86,0,33,101,0,1921,-2588
1985:Q2,71553,195,7051,63955,58486,-2381,250,7600,4914,-4562,72623,36969,3419,-775,4194,10023,1892,12266,-1290,9138,10642,-3203,131,1568,19,103,6645,0,1076,-3907,203,372,0,-186,93,0,8054,-1070
1985:Q3,77122,141,2351,67920,47525,14488,307,5600,-2182,8892,73966,41031,17840,13009,4831,-6662,-108,13596,991,11295,5197,5618,113,367,611,832,-731,0,-855,-714,861,850,0,449,7,0,8269,3156
1985:Q4,98569,128,16467,70891,74130,-6336,297,2800,5206,5877,97644,22813,29945,22820,7125,13492,4333,7045,1463,140,-2676,1109,62,1645,3570,5092,-2763,0,-967,-1723,121,-32,0,2075,69,0,20016,924
1986:Q1,11240,155,-7955,15583,-905,8547,341,7600,2320,1138,22383,39985,-1033,-3208,2175,-18660,32,-1287,-2666,1860,-8375,6943,29,3263,353,-1491,983,0,694,465,-23,501,0,-744,-1219,0,3345,-11142
1986:Q2,91448,123,6925,76102,54521,12551,430,8600,-2337,10635,92992,49499,4951,3838,1113,12010,3479,19664,-157,14359,210,11643,4,2502,544,902,535,0,11,2645,344,16,0,-306,771,0,3390,-1544
1986:Q3,131007,108,10582,88019,51082,30544,393,6000,1716,30583,128669,53504,3134,2594,540,5650,-4730,53662,496,46280,21892,22650,-35,1773,499,255,2408,0,-2289,2972,212,1473,0,971,385,0,17450,2338
1986:Q4,223751,129,22856,164751,103858,55662,231,5000,1913,34102,217536,100869,14926,14467,459,-865,3316,70262,1089,59019,26344,32554,-92,213,836,2323,5014,0,-1121,-197,995,-252,0,2254,302,0,29029,6215
1987:Q1,-95369,168,-14719,-55866,-53490,-11131,55,8700,-1763,-23189,-88847,-16190,-5895,-5845,-50,-22770,-1151,-31093,4000,-33387,-26247,-9361,-158,2379,51,-1554,-3347,0,-1861,4622,-592,305,0,-1675,2345,0,-11749,-6521
1987:Q2,125286,154,11271,96004,66606,23730,-132,5800,-3864,21721,116482,45522,3223,3860,-637,30756,1852,21682,-4283,27294,-1725,27348,-246,1917,619,-299,53,0,-1058,1704,-699,-150,0,-463,-1036,0,13448,8804
1987:Q3,68567,117,-133,67182,43591,24436,-145,-700,-3200,4600,65987,44913,-2557,-2002,-555,-3432,-3313,7750,-358,5681,4637,4877,-251,-3582,485,510,-2732,0,-323,1543,-273,863,0,-344,2698,0,22625,2580
1987:Q4,135891,171,12585,101424,68966,32944,14,-500,2224,19487,122387,70295,11302,11114,188,-14361,6065,22707,2435,20275,2358,18410,-180,-313,325,604,-5057,0,329,6224,1494,932,0,1103,-5957,0,26378,13504
1988:Q1,9265,162,-9419,19247,30281,-16952,118,5800,4193,-4918,19836,40228,-2904,-6745,3841,-3088,596,-4365,-2013,-6115,-9327,329,-166,3049,-1321,-2203,592,0,553,3156,-234,470,0,2208,542,0,-10631,-10571
1988:Q2,117754,162,12165,89049,63548,20605,196,4700,-4276,20654,115551,42153,10019,6559,3460,18031,113,19634,116,11642,-2797,16152,-148,-1565,-350,-79,6871,0,347,-2409,-213,958,0,1295,1456,0,25600,2203
1988:Q3,97858,136,6441,66852,45122,20279,251,1200,-562,24992,100853,43242,5504,3507,1997,4958,23,37538,624,33302,15749,20935,-134,-3248,-735,-904,983,0,264,3286,161,-203,0,-779,1539,0,9589,-2995
1988:Q4,95652,162,8086,75906,50395,24527,284,700,-676,12174,84913,53210,11901,10055,1846,-12462,1741,10457,111,5928,9366,-1819,-126,-1493,-1278,-119,5304,0,302,3486,255,426,0,-782,-3176,0,20065,10739
1989:Q1,11408,237,-11277,-9935,-25287,11950,302,3100,-1356,33739,636,7870,-16682,-18034,1352,-19409,-2094,28200,-458,12587,-6721,19391,-109,26,956,-229,8150,0,282,2173,-455,367,0,-578,5405,0,2751,10772
1989:Q2,11257,217,13487,20385,37178,-16700,307,-400,3781,-26613,-2734,-4758,6036,6520,-484,25902,364,-7784,-2362,-13810,-1945,-10125,-97,-1643,1036,777,7033,0,203,411,299,726,0,919,-3016,0,-22494,13991
1989:Q3,47576,172,-5505,40466,15806,21371,389,2900,1878,10566,44403,24816,-9690,-9199,-491,-9313,-2758,38516,487,22628,1883,21695,-83,-867,1161,667,6716,0,137,8480,-231,389,0,-982,-936,0,2832,3174
1989:Q4,132535,202,12781,87985,57797,26641,547,3000,2564,29003,119068,43758,22923,20721,2202,-12088,2768,45525,499,36885,26422,10154,-71,380,4713,3878,5159,0,83,-5027,-885,592,0,1009,-1381,0,16181,13467
1990:Q1,-108622,214,-7776,-64738,-40935,-32209,806,7600,-1519,-34803,-104366,1675,-17327,-19488,2161,-12278,-2500,-54383,1036,-48852,-37236,-12876,-39,1299,-1329,278,1121,0,38,-6142,-229,-56,0,387,-635,0,-19554,-4256
1990:Q2,36817,225,10004,9194,3962,-131,1163,4200,-443,17837,19229,4356,1970,896,1074,15545,-547,-11766,-1393,356,-10452,10187,1,620,-1021,-1192,-3123,0,2,-4685,179,739,0,-1419,-209,0,9671,17588
1990:Q3,37261,155,4465,12545,3761,6637,1047,1100,2730,17365,29626,4572,-2726,-4980,2254,4997,-2053,-2066,1201,3142,2842,1583,-10,-1273,-1972,-1819,-2018,0,247,-2171,-122,532,0,2153,-1239,0,26902,7635
1990:Q4,139595,181,20943,81357,47774,32231,452,900,4002,33112,126783,42800,22180,22780,-600,-3881,1227,44414,34,59416,50580,9133,-80,-217,-2621,-2041,-993,0,157,-7596,-3,648,0,-631,-1956,0,20042,12812
1991:Q1,-35436,172,-13211,-22001,-26840,-1604,-157,6600,475,-870,-23986,14674,-28890,-28747,-143,5542,-622,-19829,541,-34377,-36816,-824,-150,3413,-1186,-647,-2671,0,6349,12789,-154,716,0,-80,-1109,0,5140,-11450
1991:Q2,-18339,175,3741,-20098,-10375,-15224,-799,6300,-107,-2050,-24257,-45355,9941,7385,2556,7185,-522,392,-995,2859,-6135,8071,-233,1156,-370,98,2074,0,-2154,-2446,-100,784,0,426,216,0,4102,5917
1991:Q3,25472,137,3345,21037,-15686,34487,-864,3100,2444,-1492,15985,-14147,16035,15911,124,-8807,-2145,13107,-1371,15050,15847,-345,-228,-224,-377,281,4508,0,-3930,-479,-102,1812,0,-1523,-762,0,11942,9486
1991:Q4,94083,128,27932,56392,13095,39158,-361,4500,-1788,11419,121911,13269,17315,15514,1801,24973,-1357,44644,351,43521,17365,25038,-139,1257,-203,18,1239,0,-305,-1752,-548,1764,0,1120,-561,0,23067,-27829
1992:Q1,-100424,121,-17430,-54140,-35046,-30189,95,11000,3618,-32593,-86689,-26380,-9334,-14768,5434,-28421,-1097,-21684,-318,-37816,-8436,-32217,-82,2919,-36,-28,-5097,0,-269,-1006,64,-215,0,-215,23252,0,226,-13734
1992:Q2,-9669,118,7389,-19587,-26246,2880,479,3300,-448,2859,-16830,-26043,714,-1921,2635,29806,-3747,-12985,509,518,-1438,3078,-100,-1022,111,-117,-4559,0,427,-5304,-260,-924,0,337,-3723,0,-4574,7160
1992:Q3,-1427,85,23070,-17511,-39968,19515,542,2400,997,-8068,1802,-4721,3991,209,3782,11904,1969,-19422,-794,-24748,-26995,3457,-113,-1097,135,-225,-3135,0,1526,8107,-82,1080,0,338,-1624,0,8081,-3229
1992:Q4,42775,109,3689,41313,19964,16163,286,4900,-5085,2749,36507,33238,8914,8422,492,-28030,-1273,15840,3469,23863,23131,226,-167,673,32,-267,-4366,0,-862,-3570,269,711,0,-284,-3155,0,7818,6268
1993:Q1,-131615,126,-234,-97864,-75018,-27930,84,5000,-2037,-31606,-124074,-68117,441,-2650,3091,-7234,1970,-41822,-2780,-49524,-22521,-26761,-131,-111,-51,99,1127,0,-30,641,-185,1298,0,719,6864,0,-9313,-7541
1993:Q2,23684,132,25849,16233,17848,-4949,-66,3400,-3865,-14665,14367,-3620,10500,9366,1134,39170,-1286,-23422,558,-16234,-4750,-10475,-150,-859,-120,99,-267,0,1303,-3362,-160,813,0,-214,-5838,0,-6975,9317
1993:Q3,-12363,161,-1458,994,-4576,4078,-108,1600,-2116,-9943,12148,9127,-6407,-6727,320,-6998,678,-10245,2086,903,-4689,6319,-82,-645,-130,100,-4332,0,-716,-12659,452,1405,0,135,2511,0,25994,-24511
1993:Q4,78072,229,16020,63322,43347,17418,-43,2600,990,-2489,59149,-8266,36157,34060,2097,-3891,-1548,11736,-2871,12806,14499,-1968,66,209,-86,99,254,0,-1165,2013,820,1142,0,1274,-2550,0,24961,18923
1994:Q1,-27285,223,-4326,-8617,-18157,963,277,8300,-1829,-12736,-7652,-22387,-1458,-6381,4923,-4558,2951,-11971,-30,-14196,-9318,-2229,-88,-2561,-44,106,1850,0,-1504,-2083,-403,279,0,2632,1422,0,29771,-19633
1994:Q2,21878,210,13816,-9665,-3643,-9218,496,2700,-3711,21228,-5446,-41175,6644,3371,3273,6694,-1718,-4547,526,-10124,-3337,-4445,30,-2372,-44,108,604,0,-31,-1243,-141,684,0,-732,5846,0,28657,27324
1994:Q3,810,251,-2871,-4506,-25108,21410,292,-1100,-2795,10731,-7207,7890,4048,-1072,5120,-15475,-1003,1214,-815,2161,-9864,12001,130,-106,-44,105,-991,0,-1541,5104,70,575,0,-722,-2688,0,-3882,8017
1994:Q4,100683,215,19549,58785,48812,11379,594,-2000,584,21550,79173,2125,19719,17128,2591,-8919,4458,17025,-1225,7433,7464,3490,377,-3898,-44,107,5933,0,-553,3985,-312,1058,0,-1437,2080,0,44764,21510
1995:Q1,6549,232,-6182,-7110,-7806,-5165,61,5800,-1198,20807,4295,27595,-30931,-37641,6710,-6319,2168,7271,749,-9490,-11036,1481,-218,283,-40,-116,2951,0,-1545,9463,-61,1698,0,1968,1694,0,4510,2255
1995:Q2,177257,264,19559,102910,58784,38315,811,5000,3131,51393,156052,43328,8869,5797,3072,46085,469,36313,292,34986,2594,32127,256,9,-41,-115,1279,0,-394,1578,327,687,0,-720,-1566,0,20988,21204
1995:Q3,-48062,270,-15222,-10354,-14555,1753,248,2200,-1005,-21752,-25688,-1926,13643,8748,4895,-19910,973,-958,63,-31909,-17672,-14739,-314,816,-40,-114,2605,0,2073,20617,-505,242,0,1518,4492,0,-17510,-22375
1995:Q4,47884,243,19006,22369,26000,-7521,1490,2400,2332,3933,44065,20169,33858,30718,3140,-16894,5836,-22220,-263,-16107,-5964,-10757,426,188,-41,-115,2132,0,-683,-6390,414,1810,0,-1039,-1938,0,23315,3819
1996:Q1,-2657,266,-12793,-1140,2470,-16259,249,12400,-1749,12759,-21501,60213,-25071,-29935,4864,2508,1017,-26345,-15,-35745,-12690,-25436,-194,2575,-40,-232,2337,0,1070,5819,-448,530,0,-825,1204,0,-33822,18844
1996:Q2,38180,251,8728,25043,23306,-2233,870,3100,-2649,6807,33778,-1486,20833,13165,7668,21406,1105,-4361,348,1271,2687,55,90,-1561,-1055,-121,3372,0,13,-9146,-353,478,0,2403,-1571,0,-3720,4403
1996:Q3,98274,224,1892,54828,48110,9593,-375,-2500,501,40829,84183,21887,27618,22730,4888,58,-48,31040,1893,6154,5826,1511,-66,-1117,333,-125,2610,0,-294,17067,-106,1408,240,-27,1887,0,3629,14090
1996:Q4,187457,222,24013,99242,47346,48535,61,3300,2668,61312,169795,9361,41353,36049,5304,-10401,4066,77041,2082,41802,25670,16665,-16,-517,-151,-444,1025,0,299,20851,175,2872,50,351,8129,0,48374,17663
1997:Q1,135717,191,-10517,66860,28858,27725,-623,10900,-2785,81968,85645,17550,13833,6063,7770,-2189,647,33247,-819,26259,-2806,26611,-30,2484,295,-885,2749,0,615,15031,390,46,94,-891,-9637,0,22557,50072
1997:Q2,122308,117,19979,80422,50388,25346,-312,5000,-2203,23993,122409,21414,20323,11107,9216,18986,1291,38211,-1305,18434,-6944,26497,52,-1171,-171,566,3290,0,748,6269,2080,2336,-12,3318,2658,0,22184,-100
1997:Q3,13999,128,-5606,-2424,-4621,1997,300,-100,2287,19614,17622,29468,6967,-670,7637,-9034,2935,-16020,-2271,-22108,-12575,-7037,-33,-2463,106,-384,553,0,-1794,11320,-1060,-2188,125,873,808,0,3305,-3623
1997:Q4,286704,141,31535,162585,118617,38412,1056,4500,2701,89742,254030,53379,11050,2612,8438,-3759,3290,86906,2638,76730,46770,27466,-41,2535,67,4541,5752,0,-1594,-3615,-93,3131,-69,2731,-3313,0,103163,32675
1998:Q1,-59819,121,-14619,-7499,25634,-46805,672,13000,4305,-42127,-45247,-8464,67568,57622,9946,-4375,2060,-50208,-1152,-61409,-35434,-27790,-33,1848,-526,-4729,7244,0,585,3300,-2725,2347,166,3245,3446,0,-51829,-14572
1998:Q2,120809,122,20483,67597,51799,9884,714,5200,-715,33322,89857,-5265,2259,-7692,9951,46173,3654,12579,714,9184,5392,2357,188,1247,-115,1284,8026,0,912,-8949,1712,1124,35,-2692,1344,0,30457,30952
1998:Q3,106970,205,-807,42096,2680,36522,694,2200,1184,64291,86182,549,5831,-7137,12968,-33054,119,48330,-2526,31921,-16753,48682,-134,126,207,-438,6730,0,235,18552,-3017,-3251,-128,3699,-3654,0,64407,20788
1998:Q4,141593,279,25758,122676,111056,-2643,1063,13200,2074,-9194,193219,112870,-8769,-22758,13989,-19134,9301,49949,1760,19066,23226,-9138,611,4367,213,1011,6836,0,2490,7347,5194,2203,28,-556,4357,0,49002,-51626
1999:Q1,-51837,368,-5889,-41815,-15453,-35089,-1873,10600,-3376,-1125,-72173,-22250,11314,-205,11519,5995,246,-18122,-2248,-32466,-16395,-18323,-384,2636,-795,-2858,-9253,0,-2187,27331,-326,3549,-41,-919,2091,0,-49355,20336
1999:Q2,119203,366,15029,74674,59806,7094,1074,6700,-4174,33309,102290,-27350,43349,30306,13043,30379,3889,17239,1004,10738,-13932,24772,-349,247,442,1301,-7995,0,1332,2088,4035,1364,-8,3182,-244,0,34784,16914
1999:Q3,51299,453,10871,43773,28117,15164,392,100,-1438,-2360,62870,29346,26772,10468,16304,1333,3430,604,54,-664,-10314,9838,392,-580,-516,-120,-11231,0,389,8177,-4545,-524,86,-907,10405,0,1385,-11570
1999:Q4,343134,556,108712,209383,133269,73776,2038,300,1193,23290,363141,83728,51528,34236,17292,24315,9288,129124,-648,100766,57947,34169,596,8054,1109,1539,-9321,0,-573,6473,13229,4837,89,1977,9647,0,65159,-20007
2000:Q1,11235,990,-96969,643,27868,-41080,-145,14000,-2024,108595,-54461,60333,14645,-10497,25142,-39791,832,-30630,313,-27857,-48972,19252,-331,2194,-1099,-1428,-2493,0,2583,19936,-10926,943,-114,-1594,-8988,94,-59850,65696
2000:Q2,154517,976,9004,132628,124290,7291,1247,-200,-2184,14093,133848,5757,48395,25267,23128,9348,3866,2398,693,8831,20752,-7449,162,-4634,-399,1661,-8067,0,2147,-9791,951,717,-101,-149,5905,0,64084,20670
2000:Q3,43885,832,-1856,52013,46489,1454,1070,3000,707,-7812,68513,6280,39799,24182,15617,-5755,3107,14896,376,3576,-2998,7479,-662,-243,376,-2021,-6095,0,1647,7522,5399,2656,80,-6187,7567,0,10186,-24629
2000:Q4,289805,832,23902,166869,133001,27720,548,5600,3523,94679,240420,107345,36598,23989,12609,-30199,3578,89549,379,61662,40090,19387,291,1894,640,1357,-2819,0,-5753,16712,-2623,2110,48,9548,7957,331,33549,49385
2001:Q1,144851,628,-10429,58639,3784,28673,-318,26500,12783,83229,164518,188120,-80726,-88479,7753,6566,-1546,96006,-578,39391,-3903,31451,157,11686,6919,13232,-13226,0,-1753,60771,-4627,1335,63,625,-6146,0,-43902,-19667
2001:Q2,55229,399,12792,83191,61676,8258,2557,10700,-3770,-37383,98089,35721,8241,1998,6243,20600,8420,7571,-480,3412,-8340,6633,-144,5263,1244,6569,-6943,0,5447,-9833,2372,-2467,44,6112,2094,0,17536,-42859
2001:Q3,73231,287,24360,65276,85540,-36496,1232,15000,3302,-19994,68178,60308,-4163,-3144,-1019,7486,229,-220,-217,-25360,25873,-41892,799,-10140,1906,5651,-8233,0,-53,1645,3805,2194,-78,16661,1859,0,4538,5053
2001:Q4,375858,60,20703,284973,174062,93275,8736,8900,-3754,73876,387344,84264,31708,36752,-5044,14156,10610,158995,379,88613,5152,74610,251,8600,-506,7020,-8855,0,-1953,65835,8847,5443,93,-6607,1699,-1013,87612,-11486
2002:Q1,87715,613,1504,74892,-30758,80330,820,24500,2771,7935,85476,100374,7140,2831,4309,-37831,2141,29276,-402,35678,2451,34133,-1087,181,3902,-1889,-1350,0,1447,-1815,-3722,-1435,76,-4066,2852,0,-15624,2239
2002:Q2,103878,365,17824,40681,45589,-17113,3705,8500,-2175,47183,101379,7670,8565,4273,4292,26167,4363,26487,237,22632,-3501,18839,1043,6251,275,-538,-1666,0,-1804,-4691,5812,1548,-137,2636,2183,0,28127,2499
2002:Q3,59765,320,2515,92669,142639,-55070,-1200,6300,2387,-38125,56766,119029,-15313,-19599,4286,34002,394,-59134,756,-57747,-12754,-47963,-20,2990,8409,9230,-1340,0,326,-21529,5650,3171,48,-5230,-878,0,-22212,2999
2002:Q4,186225,282,24150,126091,131147,-6929,-8327,10200,-1034,36736,179247,50123,19065,14779,4286,-19680,8507,28661,-179,28392,-6037,38989,-223,-4337,352,-8704,672,0,2383,-1336,-4714,2907,194,3757,4789,148,92571,6978
2003:Q1,370290,201,3800,213854,213450,-26401,98,26707,2882,149553,343843,101928,37650,24951,12699,-32276,4557,131662,-1494,136055,130753,-14325,565,19062,4287,8837,-4036,0,1713,-24149,4155,2929,93,-41,3313,0,100322,26447
2003:Q2,241553,267,9011,155972,108753,35052,1218,10949,351,75952,211758,80807,60720,48033,12687,28261,2612,32106,1240,48089,3193,46507,-54,-1557,6155,692,3506,1,-2948,-32551,2305,5512,-8,-597,710,0,7253,29795
2003:Q3,-57198,208,5481,22054,32068,-15589,569,5006,-2405,-82536,-20588,11062,49065,36375,12690,-6139,3999,-61874,-585,-47130,-28143,-12605,-598,-5784,-932,2490,-2288,0,-8,-10056,-7612,6373,594,278,-2998,0,-16702,-36610
2003:Q4,112151,195,18710,104876,119536,-19133,2167,2306,-7933,-3697,81754,61827,35219,22536,12683,-7095,16078,-26675,-30,-30141,-3015,-21500,71,-5697,-628,589,5671,36,4699,-31648,6660,3415,-449,3305,11878,-32,2400,30397
