1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004:Q1,329121,293,-6803,202729,114232,72279,780,15438,4389,128513,298961,116975,51589,28052,23537,-32825,7407,144572,-120,113704,16811,86392,716,9785,-3452,-1493,-2166,35,5475,5271,4926,-1667,387,5800,17871,0,11243,30160
2004:Q2,273617,278,21728,186392,168866,9614,1262,6650,-5830,71049,200673,81841,43099,19721,23378,22571,-10156,22135,959,7420,2396,15187,-454,-9709,-10,4766,-8528,36,-2871,22155,3198,-3411,1437,466,-3482,0,41183,72945
2004:Q3,101812,240,-220,94004,64195,25938,1884,1987,-1195,8983,85461,37068,60733,37344,23389,-11799,3563,4181,1643,9621,231,11617,353,-2580,3265,188,1918,36,1019,-15498,-13885,1428,-1002,-348,15796,0,-8285,16352
2004:Q4,331227,155,16632,233852,168225,59734,783,5110,515,80073,281571,145446,-7419,-30811,23392,-12664,7014,66390,-1134,35172,-21994,56245,422,499,-8531,631,4232,68,-3656,5427,22658,1011,1583,9801,-926,53,82804,49657
2005:Q1,120233,111,-1067,95291,88936,-10993,2961,14387,-198,26096,53812,130008,23907,-1108,25015,-5766,6412,-65798,-2308,-56120,-8036,-51096,115,2897,-1885,-5790,-1529,69,-817,12229,-7488,-2672,278,-2049,2486,-202,-34952,66422
2005:Q2,262545,70,7213,194409,132979,55613,3793,2024,-367,61220,334037,67223,45853,20829,25024,11468,-325,93514,561,84414,49429,41924,178,-7117,-793,5904,3697,68,474,-5665,-1785,1484,31,-1880,7013,-9,116304,-71492
2005:Q3,375525,-186,782,269432,160974,102553,1358,4547,1323,104174,352695,106710,64245,39193,25052,-411,-1070,104820,1422,95727,5960,91778,-520,-1491,-228,1696,3623,68,-1846,28082,-5020,-16538,951,-1224,-2151,258,78401,22830
2005:Q4,155301,111,26626,151327,113659,35395,1534,739,22,-22785,192983,74648,86571,61506,25065,-4204,16693,-463,401,18303,-4661,24064,-234,-866,-2025,-5508,485,28,2797,-12805,1814,-231,-467,-1268,-2094,107,19738,-37682
2006:Q1,376108,1339,-5662,239064,131074,87642,2247,18101,2362,139005,307322,200700,-23515,-47240,23725,-28734,1709,88344,-1106,59731,299,52212,-347,7567,7648,2250,535,28,-592,6009,994,-1043,749,6061,5822,1258,68817,68787
2006:Q2,312800,111,8323,174903,186486,-12044,202,259,-2927,132390,207011,64458,-21713,-45456,23743,38523,625,77284,-507,22085,43087,-12910,-67,-8025,8019,711,536,28,-387,7469,21349,-3644,-926,12132,10515,-96,47834,105789
2006:Q3,141829,94,-10440,147498,52352,96251,-934,-171,-389,5066,91295,88207,12457,-11282,23739,7216,7175,-25532,158,-1346,-61915,62112,-171,-1372,4767,675,535,27,-245,-6836,-20971,-2169,894,-4875,4222,-367,1771,50535
2006:Q4,364484,122,31027,244545,146152,88791,1637,7965,762,88028,406605,92087,46553,22805,23748,-22664,18933,137909,484,114436,19725,91122,452,3137,-11401,5291,534,-13,59,12150,-1071,453,28,10702,6899,-642,133787,-42121
2007:Q1,371500,165,-16291,212061,79847,107306,-757,25665,3769,171796,330020,221489,-20588,-41044,20456,-25827,1106,149857,-368,139575,30934,94399,-210,14452,1825,3189,1210,-14,-1375,-5887,3419,1472,582,1379,4332,518,3982,41481
2007:Q2,263664,150,6497,93057,45907,41170,2052,3928,-1616,165576,150789,-6169,39702,19250,20452,20352,-5074,33236,-177,12812,8501,11531,-558,-6662,1317,-2078,1210,-13,1422,-1810,2158,969,-39,7966,9635,-137,68742,112876
2007:Q3,311809,118,4230,223069,107696,115714,2178,-2519,3430,80962,256243,48390,7566,-12888,20454,49931,11943,106874,805,-19799,-34304,23861,764,-10120,12222,6887,1210,-14,-3096,88802,9577,1362,70,-3530,12913,-535,31539,55567
2007:Q4,529892,42,29353,308802,226088,77847,430,4437,-3662,195357,533038,187063,-20621,-41060,20439,-18897,28378,262871,73260,157873,57794,99270,-304,1113,-2410,-4955,1208,33,30,29915,-5104,-2258,-43,18685,-4861,1498,94244,-3146
2008:Q1,379036,-2,-22409,278340,212487,34510,-943,32286,5789,117318,475608,196211,-75520,-76201,681,-10510,-3934,363603,59367,178036,91058,63055,46,23877,-846,5221,-2612,33,2179,98450,-7621,3080,1995,17398,8657,266,5758,-96572
2008:Q2,-237545,-2,20011,-79189,-56602,-33466,1821,9058,-6555,-171810,-124854,-90565,67,-588,655,8703,-4407,93083,103887,-109967,-84759,-16010,69,-9267,-1365,9306,-2612,33,-124,17050,24026,-200,-1568,-6773,61687,-297,-131734,-112691
2008:Q3,900409,-2,553877,330968,384717,-47397,2391,-8743,6964,8602,991466,157293,-53450,-54076,626,318522,3281,439608,352122,90841,154307,-52061,-85,-11320,2785,2438,-2613,32,-583,-31732,11242,-928,3045,46329,-33323,-47,126212,-91057
2008:Q4,1484835,-1,720781,599023,622445,-33579,-2190,12347,-11595,176627,1552220,256467,-135780,-136374,594,-1089,32541,1090503,524738,526764,468664,50005,597,7498,-15480,9509,-2612,203,3970,7306,33883,-920,-3739,-41856,45826,2911,309577,-67385
2009:Q1,-487309,3587,-142755,-54050,11954,-107149,-2535,43680,3495,-297586,-508837,-33279,21637,19089,2548,-97012,7963,-264779,-264102,-68777,-58745,-34778,1078,23668,-2061,-13108,125,202,2588,59634,-9374,2508,-499,-16914,44089,910,-143367,21528
2009:Q2,-431789,166,-89382,-201230,-192748,-18539,-686,10743,-829,-140514,-479310,-10857,14151,11645,2506,51772,13910,-450953,-407434,-138087,-172907,39478,-1017,-3641,7941,-5009,125,203,-243,95621,157,1726,-381,-11136,4824,740,-97332,47521
2009:Q3,314465,137,144863,97330,-43733,138451,-133,2745,-3509,75644,292582,-19393,152879,150372,2507,-41531,-8375,76473,-178497,281614,173168,108979,-484,-49,-340,-1862,123,202,2197,7278,-29838,-1660,2248,-10095,4674,429,132528,21884
2009:Q4,195504,127,84177,196959,82586,100974,-1007,14406,1244,-87003,287968,219402,89835,87277,2558,-83707,16539,2652,-156669,191714,140825,40726,1383,8780,-5911,-14008,125,-199,-700,21148,7379,-436,731,8788,-50525,1215,43247,-92464
2010:Q1,-143273,54,91777,-135223,-131966,-23750,-327,20820,5243,-105124,-84322,-30819,37286,37248,38,25611,2201,-82190,-94858,69351,44983,11015,-314,13667,620,-3002,435,-200,486,-67271,-4887,-4440,-1593,-544,23022,691,-36410,-58952
2010:Q2,-66317,460,11443,-112763,-8184,-100433,-8633,4487,-3335,37878,-112639,-29776,20786,20721,65,71368,-16291,-149784,-10029,-88670,-22795,-63293,1513,-4095,8860,10383,435,-200,1059,-76101,2535,1054,-608,-4105,2825,2778,-8942,46322
2010:Q3,312125,208,-31561,204518,62050,139945,419,2104,1882,137078,282323,74671,45182,45091,91,21357,2864,74267,-1036,67743,-58153,119861,-128,6163,2248,1816,435,-199,-2760,49545,-53411,-2449,650,3451,8556,-322,63982,29802
2010:Q4,314630,129,103254,173083,149833,18004,-1276,6522,-5286,43450,248273,133655,42319,42253,66,31925,16953,-11044,160,-26264,-11047,30604,-1930,-43891,-6666,-7961,435,-17,1051,-7119,20027,-1092,-75,7400,9994,-916,34464,66358
2011:Q1,698001,248,229773,418947,123082,269700,714,25451,610,48423,642721,189970,-44235,-51918,7683,-218005,2817,438437,-202,427662,162651,257820,782,6409,1145,-4629,1813,-17,2382,-1281,4721,9841,2998,-8162,2288,-123,273737,55280
2011:Q2,130343,163,230307,105206,115940,-11743,577,432,-905,-204428,234141,140652,86765,79091,7674,24774,624,88897,461,56138,100846,-51209,290,6211,1737,1369,1813,-17,203,1387,-8786,10950,-2027,16649,7688,1332,-107571,-103798
2011:Q3,22958,129,-38555,141498,255544,-120813,-147,6914,2158,-82272,-11844,157480,-32980,-40634,7654,-74380,4997,-116061,822,-30202,26452,-66982,463,9865,-9982,9909,1813,-17,-1060,-91813,-10006,8029,4641,5644,5551,-9389,49100,34802
2011:Q4,207941,116,50086,158570,151837,-2613,920,8426,-3700,2869,297068,167654,62875,55241,7634,27983,26594,21380,99489,-9184,-10311,-8482,-310,9919,-1613,-3773,1813,-17,-1191,-57449,10717,-8301,-781,795,-9647,522,-9418,-89127
2012:Q1,-256981,191,-59746,-8300,5173,-51984,-604,39115,4267,-193393,-254851,151711,-76174,-93585,17411,-41297,-2731,-206994,-53600,-121950,-62064,-74247,-343,14704,5773,-1469,-1431,-17,2345,-13561,-32508,-1587,2744,5518,2569,180,-79367,-2130
2012:Q2,-165379,128,12678,11711,16058,-11515,4388,2780,-3788,-186108,-74091,3105,58377,40994,17383,50304,-8180,-140395,-18625,-101761,-65069,-34656,129,-2165,-57,4021,-1430,-16,1613,-24908,9142,-10711,-81,-12187,14573,32,-37302,-91288
2012:Q3,196383,118,-59496,225785,183895,44411,-3436,915,-521,30497,134886,21417,59105,41749,17356,-4781,7518,47522,-15189,15757,-10830,28485,741,-2639,3799,-3332,-1431,-17,2044,55332,-22817,8826,2995,8309,-6075,-679,4104,61498
2012:Q4,324363,116,103434,268643,263066,-4219,1573,8223,1199,-49029,351293,243641,86864,69550,17314,6651,13337,82164,-3679,48566,65740,-22148,-331,5305,2962,2408,-1430,15,1412,35051,16995,-11812,-2104,14701,-21243,322,-81364,-26930
2013:Q1,431668,220,289110,155026,63078,58647,774,32527,-345,-12343,402828,62035,27312,21426,5886,-13395,2921,297245,-1007,245686,160698,72304,-175,12859,-4204,584,1074,16,1236,25835,10855,9332,6271,-16556,18122,0,26710,28841
2013:Q2,404128,176,295349,144377,-52040,196538,450,-571,-1404,-34370,356937,64906,-44241,-50108,5867,55339,-4001,64904,-6508,126246,-48918,187891,412,-13139,-907,-10492,1077,16,-1273,-6719,-11188,-674,-6298,10123,-28993,493,220031,47191
2013:Q3,350242,187,189254,215485,224601,-8973,3542,-3685,-1515,-53169,378755,101802,62573,56745,5828,-47123,11224,296054,-930,178808,191469,-4008,-265,-8388,-436,8419,1076,15,1169,42901,28331,16690,-1984,-4960,27521,-567,-45775,-28513
2013:Q4,466510,159,126009,299428,254384,41203,-402,4243,98,40816,482992,80637,129855,124009,5846,70854,17171,92492,-797,95871,52788,42751,-269,601,-1203,-6991,1075,91,4205,4346,2115,-8471,-1290,-5077,7819,798,91983,-16482
2014:Q1,374450,256,184926,226376,99454,95739,-2245,33428,-117,-36991,346752,219533,-102711,-123944,21233,-21345,5171,187721,517,189331,62418,112047,755,14111,4053,6313,1289,91,-974,8037,-33622,3241,-101,496,9050,0,58383,27698
2014:Q2,150431,214,21249,178391,134125,44553,2723,-3010,-1393,-48030,231090,76336,76895,55673,21222,-2203,-6267,11590,-199,9540,6123,16226,382,-13191,1061,-1218,1290,90,-1494,-2381,1872,-2188,679,2129,-1649,4058,74738,-80659
2014:Q3,299907,208,123750,105429,115459,-7085,-1741,-1204,267,70253,256509,48333,26861,5591,21270,18046,8845,122286,28,59020,30320,41235,-622,-11913,1050,3214,1290,91,228,7871,39501,-4840,334,2362,12062,75,32139,43397
2014:Q4,-139491,130,-49007,78025,235277,-180019,10905,11862,-248,-168391,-22701,98196,106876,85530,21346,62533,20633,-185280,1410,-169393,43000,-220211,133,7685,-88,-2608,1290,-5,3730,-19008,-26502,3116,397,-4945,25738,1589,-125659,-116790
2015:Q1,88001,370,-47619,195665,198219,-32303,-4320,34069,1094,-61509,61320,321692,-91885,-96464,4579,-127717,566,-29399,-1049,15274,41552,-40165,399,13488,23,43,-611,-6,-33,-12388,-12903,639,580,5899,-24866,-1,-11938,26682
2015:Q2,-224453,329,-24017,-78275,-59014,-26816,5243,2312,-919,-121571,-131710,70391,13738,9085,4653,153319,-3707,-292559,316,-226126,-165190,-52714,479,-8701,-5332,-8242,-612,-5,4729,-28832,-11347,3556,-667,-3568,-26043,9614,-72892,-92743
2015:Q3,-115101,327,-76860,46623,78186,-35631,-1493,5561,-986,-84205,-77320,44341,79120,74417,4703,-55915,-961,-103457,507,-84463,-29315,-50922,-747,-3479,4095,11371,-610,-5,-2570,-29422,6078,3401,1306,1458,-13228,-1374,-40449,-37781
2015:Q4,31452,240,-50640,155027,281343,-149314,-1028,24026,280,-73455,104644,217359,56660,51954,4706,133751,9618,-294555,201,-207882,-42562,-166960,-328,1968,-1586,7057,-613,-25,-131,-77161,-6569,-7098,-1829,-9475,6510,4046,-18189,-73192
2016:Q1,347757,159,156680,191449,149136,989,5986,35338,-254,-277,308154,263557,-71290,-91562,20272,-20538,4430,156833,-2190,120895,74812,29887,648,15548,-1459,-668,-846,-25,-1956,17222,-5493,15906,1300,4809,-3271,12609,-24839,39604
2016:Q2,101077,317,-6820,114256,90254,18625,-2949,8326,382,-7058,152708,10409,76474,60431,16043,50054,-4780,-83704,2846,-60498,-84060,32145,129,-8712,4010,11695,-845,-24,3675,-40810,9674,-44835,-196,3087,25564,2953,104255,-51631
2016:Q3,-55065,327,-130906,102348,254088,-171055,183,19132,119,-26953,-45478,231232,170508,150815,19693,-9347,-3108,-373396,4625,-137295,19593,-163740,1334,5518,-8049,-5669,-846,-25,-1995,-229067,-2735,-6405,-308,10088,5092,-807,-61367,-9587
2016:Q4,-777,166,-65482,105910,98347,-12675,5033,15205,-691,-40680,33077,140769,75479,58480,16999,46784,17572,-220329,-1734,-117514,-111260,5337,-1219,-10372,-1815,-12968,-847,59,2642,-68747,9744,-3259,-1686,-4859,-24615,5270,-27198,-33854
2017:Q1,607019,245,144966,378914,186433,145500,755,46226,445,82449,506852,324817,-47472,-75664,28192,-307275,-5485,445436,-232,390519,194563,178155,769,17032,956,1115,2079,60,-5704,53896,-7324,-7024,-842,7748,-21000,31189,96830,100168
2017:Q2,76021,205,-57485,16552,-261,10172,240,6401,804,115945,40790,-82662,74453,44564,29889,88810,-6736,-104477,-2049,-116575,-85951,-18543,964,-13045,107,8357,2077,59,-4599,-13510,-8458,-2591,-528,-6665,32362,7536,71402,35231
2017:Q3,338434,189,87955,143429,102518,43201,-7412,5122,-1384,108245,362902,48285,171477,141587,29890,-21290,-855,113615,547,75459,9071,68630,1680,-3922,9941,419,2077,60,582,32151,5316,-2488,-444,-758,-8627,-620,51670,-24469
2017:Q4,111174,206,-18540,127099,146428,-30257,2053,8875,-165,2574,104108,142075,-13753,-43647,29894,68152,24740,-146671,8234,-111179,-18952,-89802,-404,-2021,-6733,8153,2078,-50,-1034,-33453,12798,3522,60,-567,-21522,-6978,29565,7067
2018:Q1,480367,136,242252,221746,144252,30430,2577,44487,449,15784,421657,302372,5135,-9675,14810,60378,-5753,56965,-7007,118414,78334,22786,1734,15560,1315,-5395,-2516,-51,335,-6664,-24623,-5164,-584,5654,-21330,4581,2560,58710
2018:Q2,-338586,100,-158763,-83420,-35758,-54867,3103,4102,-164,-96339,-331944,-74639,73679,58852,14827,47188,-11496,-335087,-3602,-341975,-210053,-117660,1556,-15818,6679,7066,-2516,-50,-457,7128,13693,-14898,-221,-9271,10331,-6994,-31588,-6642
2018:Q3,-37750,74,-50831,19064,67964,-47887,-1702,689,161,-6218,-119387,-139603,84514,69698,14816,51304,-1085,-102919,-1412,-120408,-22241,-85829,-3911,-8427,-7195,-11176,-2515,-50,-389,15827,7723,5951,2955,-2839,11155,-546,-11598,81637
2018:Q4,189072,71,-161750,323313,295127,16498,-76,11764,-675,28113,164767,170492,42489,27673,14816,19624,18608,-170867,4076,-182790,-142420,-38845,-800,-725,-2489,8998,-2516,-40,-1506,-291,3219,-3279,-1489,13740,-11267,4767,84421,24306
2019:Q1,185189,103,-50638,166920,73829,40213,-698,53576,769,68035,183401,250881,-61475,-73829,12354,-68237,124,80146,-2908,77139,46820,695,487,29137,2153,-1359,-2028,-39,1424,36985,-8917,-2250,-305,-17452,8185,-10482,-18038,1788
2019:Q2,-151817,65,-210812,87076,114283,-37292,3134,6951,617,-28763,-103286,-109997,158156,145804,12352,-68006,-1591,-78318,-1313,-164252,-113243,-41688,-1385,-7936,8576,6985,-2029,-39,6933,38956,2884,-783,1924,10110,13806,-76,-3531,-48531
2019:Q3,405555,64,157180,221118,204337,-820,5179,12422,1827,25366,376106,11678,210654,198313,12341,120550,3931,4079,1041,1491,33056,-27505,2283,-6343,4456,9599,-2028,-40,5405,-5750,-5421,-2820,474,110,-13946,11508,25215,29449
2019:Q4,653829,77,187877,399995,272728,101040,-1425,27652,-369,66249,660538,445881,-78379,-90706,12327,21262,23469,168497,2736,183585,86195,95014,-2752,5128,2218,-11030,-2029,40,-5137,-8490,4906,-2211,325,6223,1643,-4282,79809,-6709
2020:Q1,3472070,109,1326814,1588710,1193262,336115,2517,56816,4649,551788,3306481,443813,436623,379435,57188,110840,10434,1746650,430517,978868,639676,297934,3960,37298,-3467,49968,-468,39,-648,-25715,107528,16940,8184,36752,47697,100455,558121,165590
2020:Q2,2451008,76,1504532,1203600,1213893,-135629,9043,116293,740,-257940,2595274,935992,475251,354262,120989,1211731,24302,147759,-124231,297228,454715,-203162,5375,40300,10395,4911,-468,39,-3029,-29099,-73681,17055,-3049,-23018,98569,-23864,-199760,-144266
2020:Q3,3981,118,76644,77300,143220,-107015,2774,38321,-867,-149214,-44943,321599,-13127,-17821,4694,61498,15171,-387424,-220430,-58963,-31776,-28127,2172,-1232,-8066,-16918,-468,39,1020,-40547,-18183,-14923,746,-5031,-11681,5981,-42660,48925
2020:Q4,928263,81,291910,596052,584947,-48135,-262,59502,414,39806,884533,712582,-110856,-190750,79894,-50304,31348,277001,-27225,303120,334587,-55262,-1489,25284,3695,-4566,-468,129,6942,-47327,35135,-2388,-38,4491,-6038,11539,24761,43731
2021:Q1,1194250,75,252031,830766,606005,107331,10278,107152,2301,109077,1176735,871738,52711,32676,20035,-609419,11597,819736,-19144,775611,494696,231854,-157,49218,9025,-9496,1258,129,-3734,51759,59817,-2685,-934,-1578,-74971,34679,30372,17515
2021:Q2,-367774,56,-509882,190740,233225,-71257,7599,21173,-2065,-46623,-326745,151595,101727,71995,29732,-269472,33625,-312945,-1754,-208645,-166140,-26211,8710,-25004,-3231,15269,1258,129,824,-40280,-86210,2120,369,-4244,-1052,12502,-31275,-41029
2021:Q3,228469,88,-262342,559554,446413,87486,-8379,34034,-26,-68805,213722,190353,229089,188484,40605,-636415,14754,305978,-25100,303716,199112,107012,-794,-1614,14186,-5969,1257,129,5813,3593,17839,2270,-1159,4539,-26229,11092,109963,14748
2021:Q4,701586,153,32278,620542,603523,-18997,-4360,40376,-1247,49860,675628,538194,92362,9153,83209,193239,25132,-268045,-239,-205256,-92481,-110372,-586,-1817,2527,-8272,1257,-227,-3061,-36066,-23555,-16700,415,3528,3955,13649,94746,25958
2022:Q1,638524,-6,243258,373902,171193,147355,-7118,62472,-196,21566,611300,325001,4675,-10420,15095,244563,-1699,-102792,-7477,-51590,-205129,168125,-8527,-6059,-19153,-8346,-1305,-227,-2739,32335,-9241,-30106,-145,5968,-30428,19662,141552,27224
2022:Q2,-704444,182,-522065,-232687,-321316,85618,214,2797,-809,50935,-727068,-113621,-151433,-166542,15109,130862,-11690,-566770,606,-589224,-493775,-40617,-1494,-53338,-5716,3680,-1305,-227,1426,12344,4656,-2743,-654,3409,26183,-19204,-14416,22624
2022:Q3,-344901,182,-250118,-107230,-183338,65792,5308,5008,-1308,13573,-386926,-203931,8437,-6693,15130,-147069,-8519,-102584,2483,-120400,-131942,45888,-5516,-28830,351,1244,-1307,-227,-3530,22776,-6293,-10197,1773,3148,24044,-16449,66740,42025
2022:Q4,-530612,182,-355756,-136364,-142470,22570,-6561,-9903,-1625,-37049,-433217,-342322,196194,181080,15114,-185952,24243,-132454,-2718,-191782,-93246,-77976,-315,-20245,2162,-430,-1307,47,6814,-19887,33741,3108,-1663,-4358,49859,-6040,7073,-97395
2023:Q1,253475,182,244671,-2879,-124405,79287,2479,39760,4764,6737,176595,-360171,-78294,-99618,21324,-270017,-9238,807173,309122,461409,307998,126132,579,26700,-2755,2474,-455,48,-5311,37555,6722,3113,1512,-16138,13710,-3833,87142,76881
2023:Q2,-146240,182,82779,-169400,-145059,-12632,383,-12092,-1815,-57986,-51018,-164865,71359,60849,10510,225151,1551,-149345,-42135,-121958,-130056,19784,2631,-14317,4679,12701,-623,47,1359,40683,-5359,3617,-1726,4065,-19661,-25034,-34869,-95223
2023:Q3,200866,703,229855,-100779,-90794,-8061,166,-2090,-58,71145,188710,-158448,152617,146873,5744,252576,-6478,-70854,-80007,54297,13699,46178,-2776,-2804,-7506,-12265,-492,47,3415,33984,-4731,928,-92,-6633,-27901,-23898,19296,12156
2023:Q4,467385,182,212303,223391,170121,47728,70,5472,-106,31615,478932,72669,-459,-9953,9494,108873,33119,109578,-60669,95665,124823,-40921,105,11658,13468,22034,-335,76,-6093,-9166,-17535,12339,-357,-1804,54566,7389,155152,-11547
2024:Q1,541172,182,214556,265899,154173,67565,-9633,53794,-315,60850,465738,236827,-1332,-24101,22769,7046,2368,233401,3662,213822,96671,72390,-1131,45892,-2456,-290,-486,76,10168,48719,-25638,-10525,238,-1536,412,-2765,-12573,75435
2024:Q2,-493756,182,-293083,-222948,-194306,-21078,165,-7729,-8,22101,-477834,-236643,100578,90495,10083,1864,-12921,-325504,-23578,-279698,-199211,-58275,61,-22273,-1479,-278,-524,76,5705,-33401,32035,-8295,-699,-7216,-268,-7884,-5208,-15922
2024:Q3,74123,107,-13583,107260,120273,-19694,-1574,8255,1110,-20771,-10566,12557,125333,112225,13108,104962,-3795,-165312,-35125,-199259,-65437,-129580,65,-4307,4555,14088,-722,77,3722,7197,-2437,7012,721,6077,18785,9997,-84311,84689
2024:Q4,29109,16,-170612,250186,197217,26086,2487,24396,393,-50874,832,226973,68472,53397,15075,-165894,29200,-194392,-70822,-76992,10956,-81408,592,-7132,1514,-6208,-641,76,1488,-49295,1370,-2265,-370,1773,2086,3894,36473,28277
2025:Q1,408752,-96,-38219,383453,156341,168649,-2907,61370,189,63425,387324,257917,-79606,-92569,12963,-319796,-2846,349212,-5444,289936,50512,209708,4,29712,-3427,-3693,-653,76,5834,53203,274,3285,237,383,-13152,22353,182443,21428
