1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016:Q3,21080393,56910,34060,236820,6867,2203321,66332,541556,284997,2698,1307738,1748080,1707725,40355,4828079,3796409,8169847,743803,97884,6493239,834921,21242768,14728902,8235663,6493239,31678461,14728902,6513866,7950000,2485693
2016:Q4,21237777,58554,34270,245414,7458,2149295,73263,547440,277156,2722,1248714,1826654,1789879,36775,4912220,3769846,8234066,768405,100090,6512447,853124,21386763,14824323,8311877,6512447,31856267,14824323,6562440,8015000,2454504
2017:Q1,21631894,54163,35096,242774,7360,2203119,72086,580191,281452,2747,1266643,1783356,1749621,33735,5130973,3959271,8215782,773876,104882,6448958,888066,21771443,14919991,8471033,6448958,32698973,14919991,6851452,8415000,2512530
2017:Q2,21932316,50814,35982,241547,7369,2266700,72127,615832,288267,2773,1287701,1713776,1681060,32716,5267428,4077933,8270767,779376,109673,6461072,920646,22061710,15015136,8554064,6461072,33290465,15015136,7046574,8680000,2548755
2017:Q3,22272762,52690,36825,243780,7605,2316668,74787,630868,297367,3104,1310542,1836602,1806898,29704,5470916,4221637,8086039,790304,114464,6234085,947186,22398743,15110467,8876382,6234085,33964187,15110467,7288276,8980000,2585444
2017:Q4,22647530,52975,37534,242991,7616,2371417,74859,664256,312258,3449,1316595,1891599,1858046,33553,5744041,4367995,7931362,805402,119256,6035487,971217,22770890,15205660,9170173,6035487,34842753,15205660,7565230,9439000,2632863
2018:Q1,22699768,52086,36191,244242,7606,2377201,74847,674693,318354,3789,1305518,1904087,1870707,33380,5655145,4347391,8075819,800601,110618,6187273,977327,22816909,15297029,9109756,6187273,34857139,15297029,7519880,9395000,2645230
2018:Q2,22914310,50474,34780,243915,7488,2349248,73567,685724,324378,4132,1261447,1917384,1882732,34652,5773709,4403186,8134126,805889,101979,6241664,984594,23026427,15388414,9146750,6241664,35242834,15388414,7638013,9540000,2676407
2018:Q3,23261896,48808,33492,242885,7308,2360681,71585,681924,325069,3440,1278663,1961636,1924579,37057,6024554,4512073,8070459,821697,93340,6178356,977066,23374453,15479910,9301554,6178356,36005135,15479910,7894543,9910000,2720682
2018:Q4,22637671,46113,32125,240200,6964,2414101,67707,762092,355678,4078,1224546,2053363,2017231,36132,5218646,4041481,8584678,788346,84701,6747998,963633,22744962,15569032,8821034,6747998,34488672,15569032,7175930,9135000,2608710
2019:Q1,23356357,38754,26121,187849,9504,2572794,56572,771419,364294,51,1380458,2012252,1978932,33320,5475200,4275787,8758096,813602,83557,6519351,1341586,23521559,15707679,9188328,6519351,36195578,15707679,7813880,9948000,2726019
2019:Q2,23734279,45674,24066,188047,12473,2609808,53369,822165,374792,52,1359430,1940643,1908188,32455,5509833,4364020,9039715,819237,82414,6530820,1607244,23892448,15845685,9314865,6530820,36941562,15845685,8046763,10267000,2782114
2019:Q3,23921791,52815,20262,193786,24100,2611712,47529,799524,411446,49,1353164,2080429,2047990,32439,5558795,4453854,8926038,815747,81269,6510133,1518889,24088387,15982853,9472720,6510133,37297005,15982853,8105534,10396000,2812618
2019:Q4,24461931,47173,18778,203609,22586,2582130,47660,796732,403553,51,1334134,2159155,2127995,31160,5887962,4692756,8847782,826091,80125,6233956,1707610,24643165,16120781,9886825,6233956,38469091,16120781,8522384,10949000,2876926
2020:Q1,23452727,45753,19121,219142,23063,2617034,53065,830705,422733,42,1310489,2166293,2134396,31897,4758525,3931576,9672220,794799,79440,7163834,1634147,23604824,16202146,9038312,7163834,35998092,16202146,7402678,9700000,2693268
2020:Q2,24485513,43214,18202,223628,21276,2737578,48356,786056,433303,45,1469818,2167144,2135944,31200,5497323,4533875,9243273,828002,78755,6585134,1751382,24668675,16288290,9703156,6585134,38578269,16288290,8380385,11050000,2859594
2020:Q3,25014315,43556,18451,230674,20664,2786894,49722,810706,443571,39,1482856,2213116,2181340,31776,5938368,4796511,8966081,846265,78070,6363386,1678360,25197796,16374250,10010864,6363386,39845236,16374250,8823546,11700000,2947440
2020:Q4,25905273,49596,19014,228433,26368,2866533,49379,839574,441135,42,1536403,2304952,2273524,31428,6703495,5312905,8393977,874469,77384,5697299,1744825,26081141,16461360,10764061,5697299,41869087,16461360,9619781,12661000,3126946
2021:Q1,26273818,47160,19103,231703,36888,2814387,56252,821971,441756,43,1494365,2298920,2266843,32077,6928270,5425709,8471678,880223,75758,5711881,1803816,26465546,16566435,10854554,5711881,42601744,16566435,9899111,13000000,3136198
2021:Q2,26879770,49169,19305,230673,42307,2969632,58993,894086,448801,45,1567707,2314632,2282594,32038,7310473,5686861,8256718,902119,74130,5446821,1833648,27079321,16670616,11223795,5446821,44039957,16670616,10408705,13725000,3235636
2021:Q3,26927174,56640,19033,240389,33458,2986694,60749,903189,462295,33,1560428,2304968,2272960,32008,7181827,5624860,8479305,901185,72503,5662738,1842879,27129131,16775233,11112495,5662738,44115312,16775233,10353898,13740000,3246181
2021:Q4,27463896,54008,19634,238546,46361,3064190,62242,943617,469477,34,1588820,2466909,2434650,32259,7763630,5728248,8082370,914601,70876,5163839,1933054,27677295,16879005,11715166,5163839,45552987,16879005,10798290,14563000,3312692
2022:Q1,26608641,52652,16719,233736,37942,2873553,63538,878140,449393,33,1482449,2496785,2466257,30528,7419533,5345992,8131729,902198,71469,5253250,1904812,26844534,16574065,11320815,5253250,44047653,16574065,10270469,14000000,3203119
2022:Q2,25175378,51571,17694,226823,37537,2703866,62312,840039,428771,29,1372715,2523761,2494524,29237,6430261,4636103,8547762,874326,72062,5691579,1909795,25378176,16267075,10575496,5691579,40946613,16267075,9111101,12550000,3018437
2022:Q3,24481020,48950,15251,224578,49600,2548752,51220,782089,400678,25,1314740,2570002,2541783,28219,6120228,4354145,8549514,866551,72655,5730595,1879713,24682102,15961161,10230566,5730595,39764962,15961161,8720941,12100000,2982860
2022:Q4,24527013,48908,20847,222732,62504,2555397,46105,768103,392290,26,1348873,2705465,2680240,25225,6559651,4551395,7800114,882004,73247,5006836,1838027,24784833,15658267,10651431,5006836,40757168,15658267,9126566,12900000,3072335
2023:Q1,25128645,47271,16766,220591,68186,2645094,45114,812549,383858,27,1403546,2661704,2637154,24550,6759411,4847159,7862463,897346,72868,5005935,1886314,25318761,15750333,10744398,5005935,42104931,15750333,9568428,13600000,3186170
2023:Q2,25635192,51144,13676,214242,30728,2613300,44589,805363,395858,27,1367463,2697771,2675271,22500,7222350,4996446,7795535,908943,73205,4897849,1915538,25825746,15841796,10943947,4897849,43323475,15841796,9983950,14220000,3277729
2023:Q3,25461075,51687,16103,215866,66197,2535228,45317,805728,375423,21,1308739,2738392,2717040,21352,7003099,4810840,8023663,903725,73398,5179070,1867470,25650858,15931663,10752593,5179070,42591240,15931663,9719195,13715000,3225382
2023:Q4,26370824,46148,15290,213822,70134,2686114,42965,860745,392422,22,1389960,2954425,2934369,20056,7670169,5254269,7460453,925473,73283,4553093,1908604,26557295,16023804,11470711,4553093,44900566,16023804,10533491,15000000,3343271
2024:Q1,27053357,56558,14638,221778,74103,2711000,44676,876115,396910,23,1393276,2944168,2925582,18586,8287075,5533439,7210598,944630,73708,4277306,1914954,27242093,16081377,11804071,4277306,46535048,16081377,11160716,15830000,3462955
2024:Q2,27287132,61871,14582,219735,84237,2776200,43784,912082,402839,23,1417472,2960463,2942688,17775,8432453,5575456,7162135,953405,74191,4237725,1896814,27473613,16138414,11900689,4237725,47172648,16138414,11335199,16185000,3514035
2024:Q3,27880715,67439,12091,216227,89595,2946409,39640,984707,418091,26,1503945,3010279,2993613,16666,8823961,5824448,6890266,972974,74339,3919500,1923453,28068301,16196135,12276635,3919500,48715764,16196135,11872166,17030000,3617463
2024:Q4,27938100,68844,11609,215814,104638,2876563,40047,965068,414470,25,1456953,3192346,3176044,16302,8902778,5727795,6837713,975057,74354,3898966,1889336,28127544,16252579,12353613,3898966,48761646,16252579,11874965,17000000,3634102
2025:Q1,27717744,74526,11184,216827,120510,2969510,39149,993312,427923,25,1509101,3176800,3161535,15265,8462223,5588362,7097802,975926,74554,4189449,1857873,27908014,16309204,12119756,4189449,ND,16309204,11598810,ND,ND
