date,FA893190005.Q,FA543077073.Q,FA103190005.Q,FA113193003.Q,FA313190005.Q,FA223073045.Q,FA713193005.Q,FA763190005.Q,FA753193005.Q,FA743193005.Q,FA473193005.Q,FA513190005.Q,FA543190005.Q,FA403193005.Q,FA613190005.Q,FA643193075.Q,FA663190005.Q,FA733190005.Q,FA503190005.Q,FA263190005.Q,FA893090005.Q,FA153090005.Q,FA103090005.Q,FA113090005.Q,FA213093003.Q,FA713090005.Q,FA763090005.Q,FA753093005.Q,FA743093005.Q,FA473093005.Q,FA513090005.Q,FA543090005.Q,FA573090005.Q,FA343073045.Q,FA223090005.Q,FA633093005.Q,FA653093005.Q,FA563093003.Q,FA403093005.Q,FA673090543.Q,FA613090005.Q,FA643093075.Q,FA663090005.Q,FA733090005.Q,FA503093023.Q,FA263090005.Q,FA903090005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,8297,65,2623,0,3741,608,-183,374,0,0,10,717,300,-202,159,0,-9,0,94,0,4299,438,-47,234,0,445,-2324,0,44,0,0,72,1088,3677,608,0,0,0,-26,0,94,0,-4,0,0,0,3999
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,10369,81,2658,0,4948,759,337,126,0,0,9,817,387,25,224,0,-21,0,19,0,8408,394,658,261,0,2294,-445,0,53,0,0,66,1217,3123,759,0,0,0,-25,0,59,0,-6,0,0,0,1960
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,9004,51,2538,0,4523,894,-146,58,0,1,14,727,253,-7,-16,0,-16,0,130,0,7562,476,835,221,0,1521,-750,0,-40,0,0,137,1065,3238,894,0,0,0,-12,0,-16,0,-8,0,0,0,1443
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,8591,69,2516,0,3293,1003,304,207,0,0,18,644,381,-65,165,0,-21,0,77,0,6984,510,661,172,0,137,-2,0,14,0,0,88,907,3430,1003,0,0,0,3,0,69,0,-8,0,0,0,1608
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,9174,103,3459,0,2472,1011,417,468,0,-11,25,493,250,111,258,0,-28,0,146,0,6148,602,559,119,0,-1696,286,0,44,0,0,243,648,4183,1011,0,0,0,1,0,158,0,-10,0,0,0,3025
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,31168,79,22831,0,5868,1094,-443,98,0,-1,30,872,380,84,-78,0,-17,0,371,0,12241,806,961,204,0,6,-325,0,3,0,0,183,3725,5699,1094,0,0,0,-3,0,-100,0,-12,0,0,0,18927
1952:Q1,25887,76,16851,0,8720,960,-1548,-1800,8,0,28,976,464,-124,532,0,-64,0,808,0,6862,864,-9104,260,124,2500,1436,128,8,0,0,176,2407,6508,960,0,0,0,912,0,-316,0,0,0,0,0,19025
1952:Q2,32636,72,25452,0,6772,1260,208,-2492,40,0,36,1048,724,-464,492,0,-68,0,-444,0,10763,904,356,292,388,328,-3848,64,8,0,0,160,3119,6756,1260,0,0,0,316,0,672,0,-12,0,0,0,21873
1952:Q3,2720,76,-1005,0,5464,661,-2820,-1908,4,4,40,1044,636,-152,400,0,-124,0,400,0,28613,904,9808,300,464,280,7400,-36,8,0,0,156,2940,5616,661,0,0,0,-32,0,160,0,-16,0,0,0,-25893
1952:Q4,-19297,80,-41286,0,6512,1277,4408,7744,-40,0,40,960,632,24,388,0,-248,0,212,0,10653,904,3064,280,468,-1020,-3532,-44,12,0,0,136,2656,7364,1277,0,0,0,-1288,0,404,0,-28,0,0,0,-29950
1953:Q1,-7565,88,-12528,0,4512,1003,-1156,-2112,-72,0,28,896,648,224,-104,0,72,0,936,0,1445,876,-8664,260,-464,-2428,76,760,-4,0,0,140,3054,7044,1003,0,0,0,1032,0,-1224,0,-16,0,0,0,-9010
1953:Q2,-27545,92,-34552,0,6660,647,-676,-1616,96,-4,44,864,608,-92,572,0,64,0,-252,0,9777,872,1056,256,-436,-704,-2444,-952,-16,0,0,124,3182,7120,647,0,0,0,316,0,772,0,-16,0,0,0,-37322
1953:Q3,-9742,96,-15618,0,5608,740,-1068,-1864,-4,0,44,812,444,36,524,0,40,0,468,0,27903,832,9916,256,548,-956,5904,-64,-4,0,0,132,3435,6900,740,0,0,0,-32,0,312,0,-16,0,0,0,-37645
1953:Q4,79442,92,61286,0,6828,1336,3128,6144,-48,0,60,740,396,-12,-300,0,-128,0,-80,0,12815,764,2500,256,496,-548,-2592,-104,4,0,0,144,3719,7368,1336,0,0,0,-728,0,216,0,-16,0,0,0,66627
1954:Q1,55527,84,49283,0,7040,760,-1192,-2652,-12,0,72,644,900,104,300,0,-260,0,456,0,2331,660,-8448,260,-520,-204,-476,136,16,0,0,172,2803,7276,760,0,0,0,428,0,-512,0,-20,0,0,0,53196
1954:Q2,75004,76,66280,0,7116,724,4,-512,-8,-4,76,528,912,-132,468,0,-196,0,-328,0,12743,556,268,264,-584,-428,872,88,16,0,0,188,2487,7332,724,0,0,0,408,0,572,0,-20,0,0,0,62261
1954:Q3,85528,84,79972,0,6684,1204,-1408,-1720,-24,4,72,516,492,-32,260,0,-312,0,-264,0,25387,548,9456,256,364,-140,4388,80,24,0,0,196,2087,7016,1204,0,0,0,-152,0,80,0,-20,0,0,0,60141
1954:Q4,31971,104,12947,0,6972,1244,1944,7396,-228,0,84,584,208,136,1620,0,-276,0,-764,0,11687,640,1956,252,412,-548,-1824,-128,48,0,0,188,1659,7392,1244,0,0,0,-312,0,728,0,-20,0,0,0,20284
1955:Q1,38494,120,30419,0,7772,1419,-600,-4428,44,0,56,680,412,-4,1416,0,-96,0,1284,0,3446,724,-7880,244,-408,52,-664,68,8,0,0,172,1975,7548,1419,0,0,0,280,0,-68,0,-24,0,0,0,35048
1955:Q2,114791,136,95868,0,7140,1503,512,3020,88,4,72,736,756,92,4516,0,-268,0,616,0,17622,804,888,244,-288,-172,3720,-32,0,0,0,160,1951,7456,1503,0,0,0,432,0,980,0,-24,0,0,0,97169
1955:Q3,71943,148,63179,0,6572,1324,-704,-1676,-44,4,76,756,612,152,1860,0,-196,0,-120,0,22060,804,8564,240,688,68,1628,-200,4,0,0,172,2100,6340,1324,0,0,0,-104,0,456,0,-24,0,0,0,49883
1955:Q4,32597,160,11741,0,6828,1292,1684,6780,8,0,84,736,680,-180,3504,0,-124,0,-596,0,13328,708,3552,240,624,76,-3324,-40,16,0,0,224,2296,7664,1292,0,0,0,-640,0,664,0,-24,0,0,0,19269
1956:Q1,78287,172,72855,0,8620,928,-1424,-4248,20,-4,92,732,896,-36,-2276,0,-296,0,2256,0,6733,660,-6356,196,-312,-52,816,420,12,0,0,272,2609,7992,928,0,0,0,284,0,-708,0,-28,0,0,0,71554
1956:Q2,-22093,192,-37117,0,8160,1828,728,2624,12,4,92,704,908,228,-36,0,60,0,-480,0,20329,576,472,180,-400,772,4728,356,12,0,0,328,2593,8100,1828,0,0,0,492,0,320,0,-28,0,0,0,-42422
1956:Q3,-19001,196,-23397,0,7448,1920,-1280,-2976,-56,-4,96,736,272,-172,-1184,0,68,0,-668,0,15193,572,7304,184,700,584,-4252,308,20,0,0,332,2385,5812,1920,0,0,0,-160,0,-488,0,-28,0,0,0,-34194
1956:Q4,102524,188,83756,0,8920,2040,1456,5736,-112,0,104,848,564,624,-800,0,-24,0,-776,0,18417,668,4896,208,268,148,-604,128,32,0,0,292,2129,8488,2040,0,0,0,-684,0,436,0,-28,0,0,0,84107
1957:Q1,-48989,180,-56569,0,8996,1552,-1104,-5724,12,0,104,948,628,-288,168,0,104,0,2004,0,7842,684,-6864,220,-616,1008,376,4,56,0,0,260,3234,8804,1552,0,0,0,268,0,-1112,0,-32,0,0,0,-56831
1957:Q2,95841,184,76293,0,11468,1592,156,4172,56,0,112,1068,848,28,680,0,-148,0,-668,0,25002,728,668,236,-628,1236,7252,172,80,0,0,244,3870,9028,1592,0,0,0,488,0,68,0,-32,0,0,0,70839
1957:Q3,-100165,176,-107017,0,7972,1396,-836,-2092,-296,0,120,1076,444,-40,-1068,0,192,0,-192,0,14298,708,6364,232,616,40,-7516,-80,84,0,0,232,4598,8852,1396,0,0,0,-84,0,-1112,0,-32,0,0,0,-114463
1957:Q4,25989,156,4093,0,10884,1752,1280,5964,-236,-4,144,1008,704,204,-160,0,104,0,96,0,23938,640,3720,192,656,976,816,120,92,0,0,216,5258,9356,1752,0,0,0,-656,0,836,0,-36,0,0,0,2051
1958:Q1,65120,136,65231,0,6404,1301,-864,-7036,92,-4,152,892,380,8,-2864,0,-120,0,1412,0,6609,564,-7632,192,-880,-1744,2100,92,40,0,0,204,3108,8824,1301,0,0,0,248,0,220,0,-28,0,0,0,58511
1958:Q2,85096,104,67619,0,6440,2333,2800,4096,368,0,144,792,1296,-16,-1296,0,-212,0,628,0,22489,472,2652,152,-780,-4152,7972,328,20,0,0,164,2524,9224,2333,0,0,0,588,0,1024,0,-32,0,0,0,62607
1958:Q3,134262,112,129297,0,5968,1869,-3880,-1136,-56,0,140,808,576,-104,1480,0,-360,0,-452,0,3765,480,5404,152,484,-1988,-12596,288,12,0,0,184,1888,8632,1869,0,0,0,-92,0,-920,0,-32,0,0,0,130497
1958:Q4,79268,152,55995,0,8376,1821,2608,8268,-48,-4,152,916,-12,116,2288,0,-152,0,-1208,0,23797,580,4920,180,860,-1376,5260,-68,24,0,0,240,1220,9320,1821,0,0,0,-664,0,1512,0,-32,0,0,0,55471
1959:Q1,36968,192,32164,0,7220,1872,-1248,-4956,24,0,120,1068,-44,540,-844,0,-68,0,928,0,13684,684,-5542,232,112,-348,3152,572,20,0,0,308,2998,9260,1872,0,0,0,216,0,184,0,-36,0,0,0,23284
1959:Q2,74030,228,57118,0,7224,2308,176,5892,16,4,120,1208,216,-324,-528,0,-52,0,424,0,22531,772,2961,272,-148,-2812,4844,800,16,0,0,376,2642,9472,2308,0,0,0,600,0,464,0,-36,0,0,0,51499
1959:Q3,-15833,236,-22901,0,7332,1592,-2224,-2272,-172,0,120,1216,12,-200,1156,0,-8,0,280,0,10893,800,5211,272,36,-696,-8936,648,16,0,0,388,3394,9440,1592,0,0,0,-8,0,-1228,0,-36,0,0,0,-26726
1959:Q4,114312,216,89064,0,10108,2068,4420,6432,-184,-4,136,1096,712,312,2116,0,-44,0,-2136,0,18004,736,4778,244,44,36,-1808,-2052,76,0,0,348,3026,9684,2068,0,0,0,-636,0,1496,0,-36,0,0,0,96308
1960:Q1,-88404,204,-89477,0,8820,1645,-4112,-8800,-184,-8,144,996,1248,64,-4124,0,104,0,5076,0,12290,728,-2741,192,-36,-184,44,560,24,0,0,316,2094,9740,1645,0,0,0,192,0,-244,0,-40,0,0,0,-100694
1960:Q2,52438,200,32521,0,11164,2101,3160,40,320,-8,140,932,1132,-48,104,0,-32,0,712,0,18049,720,-162,164,24,336,1160,464,24,0,0,288,1786,9968,2101,0,0,0,684,0,532,0,-40,0,0,0,34389
1960:Q3,-102258,192,-105055,0,7020,2545,-4136,-4468,-548,-4,112,892,732,112,604,0,88,0,-344,0,9269,712,6570,160,128,-3152,-7352,-268,28,0,0,288,1302,9876,2545,0,0,0,20,0,-1548,0,-40,0,0,0,-111527
1960:Q4,192735,172,173126,0,6792,2005,4392,6900,-376,-8,112,872,672,-104,-88,0,-160,0,-1572,0,14032,712,-2379,188,88,-3940,6932,-188,56,0,0,304,82,10052,2005,0,0,0,-884,0,1048,0,-44,0,0,0,178703
1961:Q1,184951,152,181378,0,8332,1693,-3756,-7304,-188,-8,116,868,912,344,-72,0,-304,0,2788,0,966,760,-7135,216,144,-1498,-2712,-1560,44,0,0,328,626,10216,1693,0,0,0,296,0,-408,0,-44,0,0,0,183985
1961:Q2,19423,124,-1294,0,12000,2225,640,3444,-160,-4,116,840,1400,-424,544,0,-8,0,-20,0,29225,764,3636,244,-88,850,9372,264,64,0,0,348,-670,10236,2225,0,0,0,696,0,1332,0,-48,0,0,0,-9802
1961:Q3,56419,120,47198,0,8448,2445,-1716,-2212,-200,-4,104,816,960,-64,1376,0,-16,0,-836,0,4890,764,3791,232,-140,-764,-10392,-116,64,0,0,344,-822,10596,2445,0,0,0,-108,0,-956,0,-48,0,0,0,51529
1961:Q4,74995,136,47478,0,9388,2937,4256,12140,-372,0,96,740,440,248,936,0,-36,0,-3392,0,16955,744,-816,188,24,-1972,5048,-208,72,0,0,304,-1842,10776,2937,0,0,0,-800,0,2548,0,-48,0,0,0,58040
1962:Q1,7412,148,1927,0,10536,1837,-4120,-8180,-88,-8,68,720,268,12,-364,0,-24,0,4680,0,2184,716,-6011,152,28,-1000,-3076,-12,32,0,0,280,-1138,10892,1837,0,0,0,284,0,-748,0,-52,0,0,0,5228
1962:Q2,16992,152,-4433,0,9520,2885,1064,3224,164,-8,60,632,1028,204,2188,0,20,0,292,0,21615,688,2596,92,-216,-748,5196,-44,16,0,0,240,-2782,10948,2885,0,0,0,696,0,2100,0,-52,0,0,0,-4623
1962:Q3,13107,156,-862,0,10592,2993,-488,-2912,256,-4,36,664,936,-372,2032,0,-68,0,148,0,15220,684,6237,104,-164,-1340,-1972,-12,24,0,0,236,-1678,11380,2993,0,0,0,-52,0,-1164,0,-56,0,0,0,-2113
1962:Q4,24340,164,-5033,0,10396,3601,3904,9780,-140,0,32,832,1848,216,252,0,-72,0,-1440,0,16271,704,-126,180,-156,-302,2644,660,56,0,0,276,-3314,11412,3601,0,0,0,-876,0,1568,0,-56,0,0,0,8069
1963:Q1,9780,176,3009,0,11468,3243,-5048,-8668,228,-8,20,1016,128,296,-224,0,-80,0,4224,0,-6543,724,-14444,296,96,-466,-6028,-500,44,0,0,308,-988,11508,3243,0,0,0,228,0,-504,0,-60,0,0,0,16323
1963:Q2,25101,188,-3466,0,10564,2519,776,6628,-8,-4,-4,1272,1324,-108,3340,0,4,0,2076,0,26719,744,4116,400,-100,-652,6796,-104,44,0,0,340,-1772,11484,2519,0,0,0,804,0,2160,0,-60,0,0,0,-1618
1963:Q3,20812,192,740,0,10892,3244,-200,1320,60,0,-8,1196,704,-308,2544,0,-44,0,480,0,20279,736,5746,396,-12,-540,552,80,60,0,0,348,-1311,11860,3244,0,0,0,8,0,-824,0,-64,0,0,0,533
1963:Q4,26356,188,-2956,0,11284,3408,3864,9980,-144,0,-4,792,688,208,972,0,-24,0,-1900,0,20519,700,-782,268,-196,-440,4384,564,64,0,0,332,-995,12000,3408,0,0,0,-1140,0,2416,0,-64,0,0,0,5837
1964:Q1,4166,180,2874,0,11728,2436,-4772,-10880,-184,-20,-44,1180,436,116,-1048,0,-148,0,2312,0,476,912,-11997,376,-168,136,-2364,36,92,0,0,316,-655,11988,2436,0,0,0,316,0,-880,0,-68,0,0,0,3690
1964:Q2,26082,172,-4014,0,12104,2484,568,7336,-484,-24,-36,1200,1152,292,2288,0,-20,0,3064,0,20519,960,3938,400,-28,-352,-2676,360,108,0,0,300,-191,12444,2484,0,0,0,752,0,2088,0,-68,0,0,0,5563
1964:Q3,16219,180,1190,0,12616,3485,860,-1452,-636,-4,-36,1288,620,-368,1524,0,-88,0,-2960,0,28258,1080,4433,416,56,442,6432,28,100,0,0,308,858,12452,3485,0,0,0,-72,0,-1688,0,-72,0,0,0,-12039
1964:Q4,34905,212,-1844,0,11684,4001,6076,9684,-852,-12,-28,1416,876,228,96,0,1976,0,1392,0,23894,1276,3173,408,64,-698,1288,560,92,0,0,360,-382,12820,4001,0,0,0,-948,0,1956,0,-76,0,0,0,11011
1965:Q1,12737,232,3410,0,10004,2443,-4984,-5948,-460,-12,-32,1452,1068,256,464,0,-84,0,4928,0,-3426,1372,-11687,392,-156,-2880,-8556,1212,16,0,0,400,1002,12996,2443,0,0,0,320,0,-224,0,-76,0,0,0,16163
1965:Q2,24780,252,-2667,0,11316,3191,-496,8016,536,-12,-28,1516,1620,-160,-60,0,116,0,1640,0,31356,1464,8319,384,48,-2724,2056,1232,-32,0,0,448,1458,13092,3191,0,0,0,1036,0,1464,0,-80,0,0,0,-6576
1965:Q3,22843,272,3927,0,12792,4200,1048,-1564,1260,-8,-36,1576,1032,-296,1228,0,-384,0,-2204,0,22054,1508,117,396,148,-170,2980,-2192,-28,0,0,464,2463,13372,4200,0,0,0,-220,0,-900,0,-84,0,0,0,789
1965:Q4,36689,300,3893,0,12840,4268,3112,11504,-52,-16,-20,1632,988,796,-2464,0,-72,0,-20,0,53297,1500,25202,436,-48,-480,5108,-120,56,0,0,476,2151,14016,4268,0,0,0,-916,0,1732,0,-84,0,0,0,-16608
1966:Q1,12693,328,2790,0,13356,2603,-5664,-3180,616,-4,-20,1692,-440,512,-2600,0,80,0,2624,0,3499,1508,-9049,464,8,236,-8184,88,76,0,0,-188,2133,14220,2603,0,0,0,372,0,-700,0,-88,0,0,0,9194
1966:Q2,29403,360,-232,0,13288,3679,212,11892,116,0,-8,1764,2312,-788,-3368,0,84,0,92,0,36187,1520,5217,496,260,-802,3868,1572,116,0,0,-80,5073,14392,3679,0,0,0,744,0,224,0,-92,0,0,0,-6784
1966:Q3,29467,372,5308,0,14796,2559,1880,-1520,-64,-4,-28,1824,2432,-4,-1240,0,420,0,2736,0,29308,1544,5868,520,12,-380,1540,-220,128,0,0,-104,5557,14892,2559,0,0,0,40,0,-2552,0,-96,0,0,0,159
1966:Q4,25570,364,8591,0,14564,3995,4140,-6980,-340,-8,-8,1904,620,-88,-5660,0,-156,0,4632,0,12247,1588,-15475,520,300,-558,2208,-868,128,0,0,1220,4693,15372,3995,0,0,0,-1520,0,740,0,-96,0,0,0,13323
1967:Q1,19880,308,3633,0,16408,4639,-6456,-3936,-672,-4,8,1992,608,4,-1564,0,-720,0,5632,0,-1676,1692,-20294,564,20,126,-10168,-1832,100,0,-52,2856,5233,15832,4639,0,0,0,200,0,-560,0,-32,0,0,0,21556
1967:Q2,43147,284,369,0,17604,4166,112,15356,-32,-4,20,2076,2496,76,584,0,-80,0,120,0,45639,1660,6641,584,164,-268,6224,1072,108,0,0,148,6480,15836,4166,0,0,0,960,0,1900,0,-36,0,0,0,-2492
1967:Q3,20340,276,7787,0,15776,4357,2836,-8444,256,0,0,2152,1992,-32,-2020,0,-380,0,-4216,0,30944,1692,2328,612,-120,324,2488,-1048,96,0,0,108,5495,16288,4357,0,0,0,108,0,-1752,0,-32,0,0,0,-10604
1967:Q4,45411,284,21864,0,9968,3723,3760,184,412,0,16,2076,1992,196,-5088,0,-24,0,6048,0,48146,1704,13436,608,-64,-4806,10348,-472,80,0,0,288,6633,15812,3723,0,0,0,-1104,0,1996,0,-36,0,0,0,-2735
1968:Q1,17488,336,-3531,0,12032,5509,-6204,216,20,4,-4,2292,832,100,2112,36,432,0,3306,0,4918,1832,-8666,660,76,-5514,-12456,684,128,0,0,456,6621,16412,5509,0,0,0,424,0,-1052,-160,-36,0,0,0,12570
1968:Q2,51536,360,304,0,16660,4989,224,24728,-804,4,0,2328,1672,428,1232,36,-824,0,199,0,43022,1872,-2854,684,-28,-478,10516,1176,4,0,0,564,8293,16424,4989,0,0,0,956,0,1272,-336,-32,0,0,0,8514
1968:Q3,33978,368,11983,0,18240,5483,3076,-12380,4,0,-16,2488,1224,-488,3380,52,-188,0,752,0,23371,1936,-4195,748,-256,124,-720,-3644,108,0,0,628,7803,17588,5483,0,0,0,-588,0,-1412,-196,-36,0,0,0,10607
1968:Q4,55295,356,16034,0,17744,4747,4252,7256,-1004,-4,16,2740,1956,-168,-3356,52,-112,0,4786,0,56404,2032,10816,832,-132,350,4776,3980,336,0,0,664,7655,17820,4747,0,0,0,-740,0,3668,-364,-36,0,0,0,-1109
1969:Q1,41338,352,10496,0,18436,6557,-7700,6984,-5344,-116,0,3372,844,412,1664,80,224,1580,3497,0,11030,2420,-15270,928,-172,-252,-18788,992,728,0,0,836,11127,18008,6557,0,0,0,528,0,1728,-260,-40,1960,0,0,30308
1969:Q2,69286,352,9325,0,17636,5613,936,16688,-444,-160,12,3340,2128,76,6396,12,52,740,6584,0,71422,2168,7391,1032,-88,-268,16472,-1012,1200,0,0,852,13374,18740,5613,0,0,0,1432,0,3704,-524,-36,1372,0,0,-2136
1969:Q3,62101,360,17299,0,19328,5003,2896,1048,-600,-12,0,2776,1100,804,1172,-12,288,1536,9115,0,22349,1552,3162,1068,-52,480,-17240,-208,1088,0,0,648,12600,19020,5003,0,0,0,-112,0,-3644,-476,-36,-504,0,0,39752
1969:Q4,42311,480,22873,0,18936,7091,5100,-24044,5932,-12,40,3944,1800,696,-6968,48,-16,-2200,8611,0,64704,2800,9142,1040,-128,-480,12132,-2880,384,0,0,944,13119,20004,7091,0,0,0,-424,0,1288,-1056,-40,1768,0,0,-22393
1970:Q1,54727,416,-17622,30492,26184,7042,-5664,-7028,-9028,-16,-144,3396,752,792,9724,-104,192,-824,16167,0,91466,2564,-282,1080,-4,6218,31824,2592,452,0,0,788,12124,21012,7042,0,0,0,764,0,3844,-1160,-36,2644,0,0,-36739
1970:Q2,26810,428,7019,560,23800,6341,-3000,-21040,1272,-16,-120,3412,2248,328,-208,-20,788,-192,5210,0,75934,2760,24900,1108,8,-254,-1692,-2512,260,0,0,776,13015,23312,6341,0,0,0,1460,0,2936,-764,-40,4320,0,0,-49124
1970:Q3,10836,436,15015,1368,23584,7062,552,-12908,-1764,-20,392,3428,1144,340,-1752,32,-1068,224,-25229,0,30219,2796,-11355,1096,-116,-476,10316,-2156,152,0,0,772,9060,23584,7062,0,0,0,-892,0,-3824,-864,-40,-4896,0,0,-19383
1970:Q4,79119,440,3752,1904,23920,7271,9996,34112,2184,-16,108,3456,1604,624,-10524,-44,-528,5428,-4568,0,-3933,2680,-5171,1040,-48,-2062,-43616,-3388,160,0,0,768,7769,24364,7271,0,0,0,1736,0,1708,-1504,-36,4396,0,0,83052
1971:Q1,41323,352,15178,3016,25064,8126,-6320,-9356,-3900,-36,-176,3452,1228,-400,16132,8,-856,-1632,-8557,0,103555,2624,6669,5172,-44,394,44092,2380,-704,0,0,844,10878,23796,8126,0,0,0,236,0,3656,-748,-40,-3776,0,0,-62232
1971:Q2,25766,304,2721,1616,26304,8826,-4728,-11412,-4044,-32,-164,3348,2296,-168,3904,-72,108,1640,-4681,0,58943,2480,2483,5204,196,-1496,360,-1092,-652,0,0,900,9990,26376,8826,0,0,0,1752,0,4044,-1260,-44,876,0,0,-33177
1971:Q3,69358,296,10562,2740,23824,9689,-1308,2392,2192,-40,340,3528,1560,1556,6292,-1036,-156,7516,-589,0,88763,2480,20801,5264,280,-876,16916,1056,932,0,0,892,7489,25560,9689,0,0,0,432,0,-3288,-808,-40,1984,0,0,-19405
