1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015:Q4,302080,-124,298102,20684,-409493,423360,294922,-33898,-16412,77408,2189,-51036,-145250,16091,-35584,-45076,-277324,240,219932,-36652,-950727,35198,-867528,279748,31120,3592,-73169,-35588,73276,10175,-39756,-207348,49171,-458979,435000,40881,39370,2340,-24020,18412,67185,-14432,-287535,-40084,1352,10892,1252807
2016:Q1,917498,4736,-255213,201364,-1690,233411,-274917,137317,77088,25200,12588,91147,182740,-21170,78131,21692,20276,-18880,441110,-37432,1812318,61001,1100,230260,16092,-3866,126191,47020,49812,-15629,90460,130955,105036,6325,232259,48487,86690,36996,31884,-3388,83698,19724,337703,89040,4,4464,-894820
2016:Q2,1864739,3280,953531,201364,-108764,222633,89181,128923,54716,-5880,222,49988,135344,-38786,-42257,12320,77185,-10744,157129,-14648,1600206,69683,1092105,229268,19364,1036,84142,26384,-18384,23140,43468,85287,105697,-130210,273761,-122085,-97889,26396,31592,6988,-14562,14908,-68483,-55440,340,-26300,264533
2016:Q3,879521,-3860,769213,201368,22908,304183,-101643,-149075,-112400,-86416,-9317,100504,-8220,30172,-20887,-17072,55777,-427000,283422,47864,1359076,58112,345573,229520,34556,-4432,59005,-26600,-88328,-4691,7512,-43068,106152,16639,345683,156508,-183442,7864,30072,1468,-76859,6836,-216715,580712,-144,17144,-479555
2016:Q4,1673629,-5448,1066092,201364,134074,218843,290135,107543,-63440,-9548,1914,-4584,-67948,35299,-77707,9172,-428147,-18220,192242,91992,-423081,39960,77478,230656,6356,8050,-125650,-4160,12948,18328,-53900,-70744,105633,79198,355743,-73698,-404519,-26696,-83316,21624,-76161,34188,-428024,-46112,-520,-19744,2096710
2017:Q1,169157,5496,-495990,104388,61404,296439,-249591,20743,-5640,1724,13291,117732,17744,-52820,18915,-5116,232034,-102548,130972,59980,802402,31916,-149088,415608,25484,-10098,69784,-31196,596,-32185,112028,11075,24542,97928,353831,20694,-58607,2264,-105180,10232,-26094,-43668,401075,-350016,216,31260,-633245
2017:Q2,737665,1688,-195485,104388,183121,162101,29600,23920,14460,-8020,-3709,143996,82528,-43658,39679,5864,143612,76024,-55192,32748,1287930,43320,173567,415488,19212,2764,-34513,42420,-10972,15809,23808,-2087,22201,159837,223413,-58095,-8946,8072,31268,15128,-3220,8832,229176,-36092,24,7516,-550265
2017:Q3,740729,228,829045,104388,-363271,161925,-29045,-286102,11776,9372,-4494,253988,26100,63173,-115088,18532,47978,-37800,64663,-14640,1365985,136457,927818,408024,19616,-658,61742,27072,-21736,8399,37800,22613,20243,-397644,214325,51427,-272787,1956,9604,29592,-20723,5720,-24190,97032,-48,24332,-625256
2017:Q4,-1155367,-288,-1706286,104392,193765,202838,241911,275767,34780,-5980,-969,-82712,2056,19085,23330,-17256,-413595,104672,-160990,30112,-284668,4251,-718529,415992,39104,4658,-219694,96320,-5552,15921,-69020,-95154,18159,163706,260986,-42773,293689,-6868,-94700,-7132,-38248,-8420,-319676,7376,460,20476,-870699
2018:Q1,965432,9736,603145,93616,-100843,-67783,-226091,-89237,11852,-4608,24111,55360,39276,-27526,-51389,3544,305756,22212,287661,76640,1121554,66313,1070971,193356,-13264,-6168,40891,-276,-2604,-22516,33536,71184,31072,-108864,-47127,5885,-297646,12776,-25488,10788,-6043,23192,169166,-92164,604,13980,-156122
2018:Q2,1138242,-596,794261,93620,-89622,299446,-7669,125740,-41660,-560,-6326,64264,-32744,-38447,-73086,20024,54201,-82828,31585,28640,815813,33601,518688,191372,34184,3286,-94684,11296,4200,18567,4928,75513,32238,-129867,342286,7581,-227482,-652,9528,5716,40730,-484,49860,-103728,-504,-10360,322430
2018:Q3,1705299,3388,730034,93616,-28149,478901,43775,26999,12320,14476,-9586,104500,39768,54048,-90458,11964,78817,90632,79803,-29548,1050398,69632,82474,191936,39560,-6384,206823,-36500,14528,14755,10940,64791,33210,-30909,488901,-33132,-123005,-10936,-24000,3228,-9028,31132,9471,-9344,-100,72356,654900
2018:Q4,222914,-4932,651222,93620,67850,182244,195302,30659,-47952,-14852,-8627,-58160,-63656,14137,-48531,25476,-627914,-126736,-114056,77820,-130110,40854,543292,192456,6176,-854,-500185,-56108,-12588,882,40432,1904,33482,56992,93736,-277642,320870,6104,-22872,-7384,77221,30856,-635729,-80724,-24,18744,353023
2019:Q1,2990480,5840,1586768,103984,97926,259814,-181166,318293,-15416,1048,30981,72992,65284,-22645,54722,4548,374853,90900,38650,103104,3269781,24350,1021673,161856,29876,-4032,294891,68092,-13116,-5830,-25078,-20784,179158,69924,279954,124709,310622,984,30744,13516,-11976,38140,478843,193948,104,29212,-279300
2019:Q2,1970713,-2780,1260801,103984,222196,259817,-65521,21274,27624,16584,-3994,108056,99984,-35435,38505,-68976,2683,87328,-151371,49956,2937831,38504,1289165,161212,31332,2854,41300,6716,-3460,11033,20182,72564,177938,185959,943069,116393,-434764,-612,50240,-1828,18740,-30864,191494,35076,-16,15604,-967118
2019:Q3,968356,3496,1161901,103988,-440490,258742,88138,-269773,-23184,7696,-19366,77836,148668,69129,-49549,4060,-17382,41788,-148991,-28352,1759439,31274,1897436,160920,-8664,-9004,29464,-36180,14580,12526,37475,117007,176758,-412816,-225154,-189115,212691,35264,79388,4224,-170,-100,-70515,-66324,-92,-31436,-791082
2019:Q4,2144331,-484,1777339,103984,23093,258747,161361,-24898,-130532,5544,-2776,62768,-50428,1827,-23599,3156,-77054,61156,112460,-117332,2549574,71792,1777246,161548,-9572,4380,-205964,-8644,-12264,5426,80232,-14298,175804,-13451,605755,180213,82835,-5224,-32056,8208,-23638,11048,-96594,-186212,468,-7464,-405243
2020:Q1,611321,10084,-927649,496640,-61531,258700,-106783,34165,151100,24456,30909,-3968,461096,-23168,70874,-7728,-289651,65608,361920,66248,2555438,30906,431662,428436,-77600,12046,300787,88836,8492,175,-55000,468453,64396,-61121,142716,-40285,464065,44732,91344,25408,69459,28896,-133553,82056,228,139904,-1944117
2020:Q2,533683,-3812,-1127907,350920,618762,258706,-152698,-361378,-29348,8040,6953,157024,40844,-40071,24152,3292,370910,50876,359595,-1176,-748550,101977,-1832615,654436,46176,23684,75794,-75812,-3864,31643,-52321,-97636,63268,-82279,523674,-123484,-371327,89528,79460,17680,19568,-35504,361892,-131460,-128,-30900,1282233
2020:Q3,1576261,-1640,-380721,376320,1001627,257928,145976,-383465,-28096,-27836,-20326,179844,-16964,64076,-8647,16996,234612,-1976,229750,-61196,1591321,175340,684815,760080,49316,-2202,406459,-20648,-25364,-3976,59313,-51630,63632,-9041,-180676,-179085,-155192,52020,65756,31880,-30843,-12516,-13472,-59168,-44,-13432,-15061
2020:Q4,1183824,-4360,-2125,433080,48102,257923,118433,-7910,-28072,-9316,-2088,-27680,133144,30292,-16383,10284,83121,14496,171581,-18700,902487,10465,-217999,450340,-63612,4006,-171092,-16880,-5240,21254,113492,138453,63239,10821,131291,291383,-197522,-21908,12836,17244,-6316,13848,263129,92808,64,-31616,281336
2021:Q1,1849073,8504,151716,349200,-428216,256551,-110668,242312,14892,-13908,34943,198944,24676,-75770,61682,21420,858462,-1292,214354,41272,1134412,55773,-85106,439380,-484,-3980,357751,22300,23504,3338,-122785,77739,152991,-79949,348271,-130176,-462322,-16768,38320,46716,-43815,32096,499498,1340,124,-19344,714661
2021:Q2,1231723,-3320,353000,549200,-377082,256508,-167178,47123,2572,752,-6264,160860,57600,-44050,-64506,-31920,161447,-30136,336005,31112,1147336,35080,-374205,520636,-114772,2324,129891,39824,3668,10916,21568,124729,147710,-160974,199396,-76581,-23647,18436,-98536,61720,-16064,-28072,532856,206920,-72,-15416,84387
2021:Q3,1048104,-88,-437243,509200,-133832,240433,194079,17167,-4000,-3384,-10955,253552,50872,82361,-136828,-18412,60397,144492,204162,36132,3067797,111814,1508472,428232,34536,2238,212870,-28472,-46932,7128,-84088,49172,143399,210702,247193,343628,-280727,-16360,-4380,42868,-86880,-13388,154885,106276,-180,25792,-2019694
2021:Q4,313839,784,259761,399200,-691870,240415,90468,-7130,14132,-4120,-6748,-33660,129128,19664,-1831,-6172,-308522,17040,214173,-10872,266063,13700,29284,392508,30204,3254,-209608,-36288,-16504,6474,-43996,77604,138105,-346950,500199,-177039,210077,136,-57404,19568,-54034,-632,-267287,29960,432,24300,47776
2022:Q1,3213260,7036,1607218,636824,-310471,241001,-84736,210731,42784,5236,48702,209044,80248,-42073,47141,21820,350210,171688,-126119,96976,4367384,71625,2109259,777088,-78808,-2638,486648,31472,8824,7736,182153,96821,37890,-125960,290601,143071,-396405,69184,-54904,59536,-6517,-7404,377258,215180,108,75568,-1154124
2022:Q2,1464379,-3212,1162947,583664,-272259,240963,-218479,-182296,109500,-132,2618,114908,12316,-16187,169176,-5740,-513335,138276,150319,-8668,3440413,104463,2445448,818564,32360,6172,225246,56732,-8256,585,190011,90234,71843,-194870,476487,35895,-17268,-10612,-98300,8184,19626,-26912,-576672,-192780,-136,-15632,-1976034
2022:Q3,4909173,52,2847446,680248,-25085,260056,257397,244029,112384,5640,-32971,208428,80988,107985,-48948,51640,-118379,287064,-14646,5844,3980100,120340,3361256,838200,-13160,-292,96864,62148,34440,-35258,194566,160250,42689,-17649,203632,-105842,-270217,-43368,-29204,-2936,171,-4684,-579487,-101152,12,68780,929073
2022:Q4,2960110,-9768,2675289,657040,-191741,260033,-39922,-105432,83940,1140,6995,-34500,-134856,21927,7495,-56048,-150217,7892,-25473,-13684,1265502,86708,874648,858840,-16100,11306,-314035,94152,-13828,35421,-81032,-70410,40986,-315857,280245,70559,36506,-22564,32608,9056,4140,-24168,-91303,-120636,292,-100032,1694607
2023:Q1,2583390,4084,1197605,291856,56607,260260,-137706,34080,-194792,-256,76243,237968,49968,-81133,90372,11396,451936,41248,183831,9824,2399896,105330,642325,230876,59260,-8730,131311,-136332,10936,-50642,83095,134590,238266,62241,248524,-13222,24655,-28,-12716,15524,53345,18452,434458,64888,-112,63600,183494
2023:Q2,1662253,64,1209001,119384,-231515,260254,-401739,54690,61992,2096,69966,130752,93000,11286,12481,8640,14012,34256,142817,70816,1090127,78160,716391,113804,6800,14158,3437,6388,-7324,-1520,-65201,208271,34997,-267323,411946,51047,-361865,-3452,-1156,12980,43499,-5716,7166,96736,-84,-2012,572126
2023:Q3,2696866,2756,907854,64324,104023,260236,208797,539678,47924,89732,12009,146360,95224,125210,151027,-8212,-176313,229488,-20942,-82308,1066771,75346,415746,61416,-30056,11042,198938,53472,19024,-9397,-31586,188845,36714,21208,125136,-137393,-168878,-26232,26832,21092,44118,3428,-314398,297944,392,184016,1630095
2023:Q4,2311781,2740,1307877,124688,-468382,260221,-125848,482808,-44280,31288,53762,99948,158644,-23324,44141,32372,200442,61584,87844,25256,1151576,93404,968694,105068,47476,-9304,-413038,-38004,5872,32791,-97518,36897,27324,-565966,348921,-103043,73584,-2772,4808,7472,44909,64688,417953,71540,-372,30192,1160205
2024:Q1,312851,6368,-607453,81048,-57881,260194,-96961,57190,22684,9604,47437,144452,55180,-62767,-28617,4748,426456,96560,47953,-93344,308866,123743,-930657,117064,24284,-8778,230384,3720,-30096,15180,-51662,420,-21306,-105252,224318,-8934,-13395,-15448,-52664,58492,100467,-5068,537262,132268,60,-15536,3986
2024:Q2,-548387,224,-404160,130456,-87996,260166,-409207,-41863,-14284,6880,-52666,116044,-52124,-11546,-19202,7468,-217894,108248,88729,44340,32843,101027,-295277,111744,19168,20628,7354,14468,-7420,-5857,98430,27810,-23121,-171479,238982,218066,-112788,1912,85496,-1380,-50074,-13940,-181089,-45480,68,-4404,-581230
2024:Q3,1674256,-6356,254864,203624,10078,260147,291773,-187140,-81080,25400,-77232,306208,136312,42857,63700,8456,286362,156312,-66855,46828,2127634,125754,507142,148900,41272,-5436,-9820,-69024,14268,-15404,40513,86574,63235,31040,348719,-360827,71823,18744,-4004,49964,172367,49276,632527,195032,312,-5312,-453378
2024:Q4,621006,396,923643,226604,-374041,267128,-110704,295305,-35760,3820,-114562,-102964,-67968,38204,11251,12416,-338101,40844,-34113,-20392,62293,72212,667186,168784,-13280,13168,-314482,-21068,-1648,18189,20603,25641,67884,-467321,188224,336772,56765,10012,-15552,27712,9708,16196,-650832,-172480,-244,20144,558712
2025:Q1,870293,11672,-264504,186828,53152,256635,-1258,-35626,80148,7668,34057,186558,26506,-96512,83937,12600,59382,43500,190027,35524,2346955,102621,293329,146304,16792,-1606,323491,90520,-2932,14085,-145770,142325,41860,13083,241663,-84185,265520,44712,-5196,59064,82671,532,418180,276157,128,13608,-1476663
