1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2021:Q2,422309,-830,133880,137300,-50563,64127,221,26680,643,188,1028,40215,14400,-4577,-16625,-7980,39103,-7534,44855,7778,264818,6435,-126649,130159,-28693,581,20338,9956,917,2373,5392,27705,36928,5799,49849,-23395,-12160,4609,-24634,15430,-6146,-7018,129184,51730,-18,-3854,157491
2021:Q3,171334,-22,-104495,127300,-59926,60108,-1517,30401,-1000,-846,2257,63388,12718,4159,-30941,-4603,13067,36123,16130,9033,636944,24222,269453,107058,8634,560,31526,-7118,-11733,3074,-21022,12399,35850,29939,61798,102253,-79910,-4090,-1095,10717,-19101,-3347,53905,26569,-45,6448,-465610
2021:Q4,16786,196,45432,99800,-229315,60104,2686,-34404,3533,-1030,-1496,-8415,32282,3837,5976,-1543,-45696,4260,83297,-2718,241178,14565,115699,98127,7551,814,22919,-9072,-4126,-5259,-10999,26983,34526,-154225,125050,-44238,86735,34,-14351,4892,-4417,-158,-63544,7490,108,6075,-224392
2022:Q1,828211,1759,379584,159206,-36888,60250,-1542,41609,10696,1309,3623,52261,20062,2111,2121,5455,60298,42922,-870,24244,1057026,12624,554732,194272,-19702,-660,74125,7868,2206,7037,45538,19281,9473,14522,72650,25673,-121319,17296,-13726,14884,-12843,-1851,82232,53795,27,18892,-228815
2022:Q2,492127,-803,333321,145916,-25457,60241,-266,-27530,27375,-33,3501,28727,3079,1670,42991,-1435,-129892,34569,-1679,-2167,838759,23649,585810,204641,8090,1543,40280,14183,-2064,558,47503,18962,17961,-3643,119122,607,-9336,-2653,-24575,2046,3508,-6728,-148568,-48195,-34,-3908,-346631
2022:Q3,1130169,13,724474,170062,-37441,65014,87,84598,28096,1410,-2587,52107,20247,8912,-8454,12910,-30281,71766,-32225,1461,865856,26284,726656,209550,-3290,-73,4077,15537,8610,-6578,48641,39851,10672,-31781,50908,-7304,-74572,-10842,-7301,-734,3993,-1171,-127188,-25288,3,17195,264313
2022:Q4,686223,-2442,635845,164260,-100103,65008,-19714,-56919,20985,285,1799,-8625,-33714,5220,7058,-14012,-8055,1973,30795,-3421,501711,33227,330455,214710,-4025,2827,5199,23538,-3457,1104,-20258,-8869,10247,-142682,70061,16945,43381,-5641,8152,2264,9697,-6042,-24027,-30159,73,-25008,184512
2023:Q1,653322,1021,304865,72964,56327,65065,-23575,-5102,-48698,-64,9848,59492,12492,-5818,12679,2849,86390,10312,39819,2456,552517,20816,184016,57719,14815,-2183,-22188,-34083,2734,-8240,20774,28056,59567,63252,62131,-11528,-20105,-7,-3179,3881,810,4613,98752,16222,-28,15900,100806
2023:Q2,552658,16,332606,29846,-16659,65064,-33263,34536,15498,524,20523,32688,23250,7216,4830,2160,1684,8564,5871,17704,255506,16986,163416,28451,1700,3540,-17532,1597,-1831,798,-16300,48345,8749,-23057,102987,588,-94422,-863,-289,3245,9994,-1429,-2826,24184,-21,-503,297152
2023:Q3,559000,689,211197,16081,-10151,65059,-25582,156172,11981,22433,9352,36590,23806,11855,42323,-2053,-43370,57372,-4177,-20577,153775,14998,-2389,15354,-7514,2761,33317,13368,4756,758,-7896,46623,9179,-27016,31284,-12762,-46118,-6558,6708,5273,16643,857,-58437,74486,98,46004,405225
2023:Q4,548590,685,306914,31172,-164334,65055,-31704,92208,-11070,7822,13272,24987,39661,-5243,14673,8093,77815,15396,56874,6314,465296,35260,340747,26267,11869,-2326,-13435,-9501,1468,-508,-24379,19128,6831,-200639,87230,-26951,52519,-693,1202,1868,19021,16172,98806,17885,-93,7548,83294
2024:Q1,79199,1592,-114460,20262,29268,65049,-21859,-1965,5671,2401,1912,36113,13795,422,-17460,1187,80833,24140,-24365,-23336,17055,25202,-214241,29266,6071,-2195,-3941,930,-7524,7429,-12916,-6186,-5327,23159,56080,-8483,-33620,-3862,-13166,14623,11064,-1267,126759,33067,15,-3884,62145
2024:Q2,17190,56,-69174,32614,18025,65042,-22632,13434,-3571,1720,-9905,29011,-13031,588,-1956,1867,-56579,27062,-6465,11085,-9461,22586,-83715,27936,4792,5157,-19937,3617,-1855,481,24607,3109,-5780,-175,59746,38329,-30979,478,21374,-345,-12739,-3485,-50209,-11370,17,-1101,26652
2024:Q3,291892,-1589,20595,50906,-38434,65037,-18828,-27991,-20270,6350,-12287,76552,34078,-10290,21097,2114,73661,39078,20406,11707,421625,27541,15568,37225,10318,-1359,-16597,-17256,3567,176,10128,20718,15809,-29296,87180,-65937,16904,4686,-1001,12491,50147,12319,180787,48758,78,-1328,-129733
2024:Q4,126648,99,204761,56651,-136319,66782,-17956,47395,-8940,955,-28976,-25741,-16992,10967,5102,3104,-58709,10211,19352,-5098,203693,30355,269487,42196,-3320,3292,18834,-5267,-412,-5059,5151,17473,16971,-171941,47056,82360,48296,2503,-3888,6928,9645,4049,-172870,-43120,-61,5036,-77045
2025:Q1,216475,2918,-39560,46707,58511,64159,-6617,-27748,20037,1917,-2118,46640,6626,-6241,10382,3150,-10224,10875,28181,8881,513917,19693,87431,36576,4198,-402,12176,22630,-733,6438,-36443,28613,10465,54456,60416,-25390,32074,11178,-1299,14766,5231,133,99237,69039,32,3402,-297442
