date,FU893190005.Q,FU543077073.Q,FU103190005.Q,FU113193003.Q,FU313190005.Q,FU223073045.Q,FU713193005.Q,FU763190005.Q,FU753193005.Q,FU743193005.Q,FU473193005.Q,FU513190005.Q,FU543190005.Q,FU403193005.Q,FU613190005.Q,FU643193075.Q,FU663190005.Q,FU733190005.Q,FU503190005.Q,FU263190005.Q,FU893090005.Q,FU153090005.Q,FU103090005.Q,FU113090005.Q,FU213093003.Q,FU713090005.Q,FU763090005.Q,FU753093005.Q,FU743093005.Q,FU473093005.Q,FU513090005.Q,FU543090005.Q,FU573090005.Q,FU343073045.Q,FU223090005.Q,FU633093005.Q,FU653093005.Q,FU563093003.Q,FU403093005.Q,FU673090543.Q,FU613090005.Q,FU643093075.Q,FU663090005.Q,FU733090005.Q,FU503093023.Q,FU263090005.Q,FU903090005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,8297,65,2623,0,3741,608,-183,374,0,0,10,717,300,-202,159,0,-9,0,94,0,4299,438,-47,234,0,445,-2324,0,44,0,0,72,1088,3677,608,0,0,0,-26,0,94,0,-4,0,0,0,3999
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,10369,81,2658,0,4948,759,337,126,0,0,9,817,387,25,224,0,-21,0,19,0,8408,394,658,261,0,2294,-445,0,53,0,0,66,1217,3123,759,0,0,0,-25,0,59,0,-6,0,0,0,1960
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,9004,51,2538,0,4523,894,-146,58,0,1,14,727,253,-7,-16,0,-16,0,130,0,7562,476,835,221,0,1521,-750,0,-40,0,0,137,1065,3238,894,0,0,0,-12,0,-16,0,-8,0,0,0,1443
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,8591,69,2516,0,3293,1003,304,207,0,0,18,644,381,-65,165,0,-21,0,77,0,6984,510,661,172,0,137,-2,0,14,0,0,88,907,3430,1003,0,0,0,3,0,69,0,-8,0,0,0,1608
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,9174,103,3459,0,2472,1011,417,468,0,-11,25,493,250,111,258,0,-28,0,146,0,6148,602,559,119,0,-1696,286,0,44,0,0,243,648,4183,1011,0,0,0,1,0,158,0,-10,0,0,0,3025
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,31168,79,22831,0,5868,1094,-443,98,0,-1,30,872,380,84,-78,0,-17,0,371,0,12241,806,961,204,0,6,-325,0,3,0,0,183,3725,5699,1094,0,0,0,-3,0,-100,0,-12,0,0,0,18927
1952:Q1,6982,19,3834,0,2227,240,-180,195,2,0,7,244,116,-31,133,0,-16,0,192,0,3914,216,58,65,31,625,93,32,2,0,0,44,602,1674,240,0,0,0,112,0,120,0,0,0,0,0,3068
1952:Q2,9009,18,6578,0,1550,315,99,93,10,0,9,262,181,-116,123,0,-17,0,-96,0,3168,226,-85,73,97,82,46,16,2,0,0,40,780,1546,315,0,0,0,2,0,31,0,-3,0,0,0,5841
1952:Q3,2213,19,-130,0,1434,165,-171,284,1,1,10,261,159,-38,100,0,-31,0,149,0,3184,226,143,75,116,70,94,-9,2,0,0,39,735,1472,165,0,0,0,4,0,56,0,-4,0,0,0,-971
1952:Q4,-7717,20,-10278,0,1656,319,314,-186,-10,0,10,240,158,6,97,0,-62,0,-1,0,3958,226,916,70,117,-255,131,-11,3,0,0,34,664,1869,319,0,0,0,-141,0,23,0,-7,0,0,0,-11675
1953:Q1,-1273,22,-3516,0,1176,251,-84,221,-18,0,7,224,162,56,-26,0,18,0,234,0,2586,219,143,65,-116,-607,-191,190,-1,0,0,35,764,1809,251,0,0,0,148,0,-118,0,-4,0,0,0,-3860
1953:Q2,-6262,23,-8391,0,1510,162,-143,106,24,-1,11,216,152,-23,143,0,16,0,-67,0,2680,218,103,64,-109,-176,154,-238,-4,0,0,31,796,1625,162,0,0,0,-1,0,60,0,-4,0,0,0,-8942
1953:Q3,-918,24,-3801,0,1489,185,171,366,-1,0,11,203,111,9,131,0,10,0,174,0,3339,208,223,64,137,-239,-43,-16,-1,0,0,33,859,1812,185,0,0,0,5,0,116,0,-4,0,0,0,-4257
1953:Q4,17102,23,15356,0,1727,334,113,-555,-12,0,15,185,99,-3,-75,0,-32,0,-73,0,4380,191,733,64,124,-137,316,-26,1,0,0,36,930,1862,334,0,0,0,-5,0,-39,0,-4,0,0,0,12723
1954:Q1,14638,21,11941,0,1807,190,-118,236,-3,0,18,161,225,26,75,0,-65,0,124,0,2816,165,138,65,-130,-51,-239,34,4,0,0,43,701,1866,190,0,0,0,6,0,29,0,-5,0,0,0,11822
1954:Q2,19060,19,16808,0,1617,181,6,148,-2,-1,19,132,228,-33,117,0,-49,0,-130,0,3000,139,-27,66,-146,-107,484,22,4,0,0,47,622,1671,181,0,0,0,18,0,31,0,-5,0,0,0,16060
1954:Q3,22848,21,20086,0,1772,301,-81,501,-6,1,18,129,123,-8,65,0,-78,0,4,0,3262,137,81,64,91,-35,103,20,6,0,0,49,522,1855,301,0,0,0,-19,0,92,0,-5,0,0,0,19586
1954:Q4,5463,26,3287,0,1757,311,30,-257,-57,0,21,146,52,34,405,0,-69,0,-223,0,3960,160,616,63,103,-137,392,-32,12,0,0,47,415,1862,311,0,0,0,88,0,65,0,-5,0,0,0,1503
1955:Q1,10603,30,7124,0,1987,355,19,155,11,0,14,170,103,-1,354,0,-24,0,307,0,3026,181,173,61,-102,13,-220,17,2,0,0,43,494,1931,355,0,0,0,-15,0,99,0,-6,0,0,0,7578
1955:Q2,28499,34,24293,0,1616,376,39,550,22,1,18,184,189,23,1129,0,-67,0,92,0,3507,201,134,61,-72,-43,468,-8,0,0,0,40,488,1695,376,0,0,0,13,0,160,0,-6,0,0,0,24992
1955:Q3,19535,37,15916,0,1762,331,11,614,-11,1,19,189,153,38,465,0,-49,0,59,0,3684,201,89,60,172,17,358,-50,1,0,0,43,525,1704,331,0,0,0,-2,0,241,0,-6,0,0,0,15851
1955:Q4,5817,40,2967,0,1713,323,154,-395,2,0,21,184,170,-45,876,0,-31,0,-162,0,3898,177,885,60,156,19,-266,-10,4,0,0,56,574,1922,323,0,0,0,-4,0,8,0,-6,0,0,0,1919
1956:Q1,20766,43,17714,0,2193,232,-200,480,5,-1,23,183,224,-9,-569,0,-74,0,522,0,3664,165,468,49,-78,-13,74,105,3,0,0,68,652,2036,232,0,0,0,-2,0,-88,0,-7,0,0,0,17102
1956:Q2,-6186,48,-8984,0,1878,457,0,109,3,1,23,176,227,57,-9,0,15,0,-187,0,3552,144,-7,45,-100,193,134,89,3,0,0,82,648,1863,457,0,0,0,17,0,-9,0,-7,0,0,0,-9738
1956:Q3,-3076,49,-5751,0,1975,480,-99,390,-14,-1,24,184,68,-43,-296,0,17,0,-59,0,3395,143,22,46,175,146,-2,77,5,0,0,83,596,1566,480,0,0,0,-12,0,77,0,-7,0,0,0,-6471
1956:Q4,23422,47,21042,0,2241,510,169,-695,-28,0,26,212,141,156,-200,0,-6,0,-193,0,4556,167,1096,52,67,37,-34,32,8,0,0,73,532,2133,510,0,0,0,-20,0,-90,0,-7,0,0,0,18866
1957:Q1,-10785,45,-14657,0,2281,388,-104,413,3,0,26,237,157,-72,44,0,26,0,428,0,3636,171,262,55,-154,252,-245,1,14,0,0,65,809,2233,388,0,0,0,4,0,-211,0,-8,0,0,0,-14420
1957:Q2,22896,46,19348,0,2705,398,-224,165,14,0,28,267,212,7,180,0,-37,0,-213,0,4391,182,-42,59,-157,309,552,43,20,0,0,61,968,2095,398,0,0,0,1,0,-90,0,-8,0,0,0,18506
1957:Q3,-23121,44,-26665,0,2106,349,207,635,-74,0,30,269,111,-10,-260,0,48,0,89,0,4521,177,214,58,154,10,25,-20,21,0,0,58,1150,2326,349,0,0,0,7,0,0,0,-8,0,0,0,-27642
1957:Q4,4178,39,1173,0,2738,438,-5,-633,-59,-1,36,252,176,51,-59,0,26,0,6,0,5224,160,538,48,164,244,-100,30,23,0,0,54,1315,2356,438,0,0,0,-8,0,-29,0,-9,0,0,0,-1045
1958:Q1,17866,34,15715,0,1633,325,41,184,23,-1,38,223,95,2,-710,0,-30,0,294,0,3076,141,96,48,-220,-436,-83,23,10,0,0,51,777,2238,325,0,0,0,-2,0,115,0,-7,0,0,0,14790
1958:Q2,20219,26,17175,0,1455,583,429,189,92,0,36,198,324,-4,-316,0,-53,0,85,0,3776,118,349,38,-195,-1038,888,82,5,0,0,41,631,2151,583,0,0,0,16,0,115,0,-8,0,0,0,16443
1958:Q3,35738,28,32464,0,1585,467,-390,943,-14,0,35,202,144,-26,371,0,-90,0,18,0,2628,120,130,38,121,-497,-707,72,3,0,0,46,472,2251,467,0,0,0,4,0,116,0,-8,0,0,0,33109
1958:Q4,17113,38,14181,0,2124,455,86,-268,-12,-1,38,229,-3,29,557,0,-38,0,-302,0,4684,145,761,45,215,-344,586,-17,6,0,0,60,305,2360,455,0,0,0,2,0,113,0,-8,0,0,0,12429
1959:Q1,11526,48,7654,0,1841,468,129,1046,6,0,30,267,-11,135,-200,0,-17,0,130,0,4666,171,604,58,28,-87,10,143,5,0,0,77,750,2351,468,0,0,0,-12,0,110,0,-9,0,0,0,6860
1959:Q2,17227,57,14440,0,1650,577,-230,547,4,1,30,302,54,-81,-129,0,-13,0,18,0,4090,193,358,68,-37,-703,526,200,4,0,0,94,661,2212,577,0,0,0,8,0,-62,0,-9,0,0,0,13137
1959:Q3,-1890,59,-5814,0,1907,398,59,761,-43,0,30,304,3,-50,281,0,-2,0,217,0,4535,200,172,68,9,-174,197,162,4,0,0,97,849,2434,398,0,0,0,26,0,103,0,-9,0,0,0,-6426
1959:Q4,25506,54,22581,0,2573,517,323,-1080,-46,-1,34,274,178,78,523,0,-11,0,-491,0,2987,184,719,61,11,9,-1420,-513,19,0,0,87,757,2467,517,0,0,0,21,0,78,0,-9,0,0,0,22519
1960:Q1,-19327,51,-22862,0,2252,411,-384,471,-46,-2,36,249,312,16,-1019,0,26,0,1161,0,4355,182,1315,48,-9,-46,-774,140,6,0,0,79,524,2482,411,0,0,0,-20,0,27,0,-10,0,0,0,-23682
1960:Q2,11758,50,8357,0,2625,525,521,-1012,80,-2,35,233,283,-12,35,0,-8,0,48,0,3203,180,-528,41,6,84,18,116,6,0,0,72,447,2326,525,0,0,0,17,0,-97,0,-10,0,0,0,8555
1960:Q3,-23582,48,-26369,0,1812,636,-514,255,-137,-1,28,223,183,28,121,0,22,0,83,0,3763,178,508,40,32,-788,189,-67,7,0,0,72,326,2526,636,0,0,0,32,0,83,0,-10,0,0,0,-27345
1960:Q4,44780,43,43654,0,1760,501,203,-1296,-94,-2,28,218,168,-26,-13,0,-40,0,-324,0,2089,178,-973,47,22,-985,763,-47,14,0,0,76,21,2575,501,0,0,0,-26,0,-66,0,-11,0,0,0,42691
1961:Q1,49469,38,44740,0,2144,423,-136,1260,-47,-2,29,217,228,86,4,0,-76,0,561,0,1746,190,329,54,36,-375,-1380,-390,11,0,0,82,157,2615,423,0,0,0,4,0,0,0,-11,0,0,0,47724
1961:Q2,3486,31,1,0,2809,556,-72,-297,-40,-1,29,210,350,-106,144,0,-2,0,-126,0,6478,191,402,61,-22,213,2635,66,16,0,0,87,-168,2368,556,0,0,0,10,0,75,0,-12,0,0,0,-2993
1961:Q3,16010,30,11633,0,2174,611,-106,965,-50,-1,26,204,240,-16,298,0,-4,0,5,0,1778,191,-244,58,-35,-191,-1452,-29,16,0,0,86,-206,2711,611,0,0,0,4,0,269,0,-12,0,0,0,14232
1961:Q4,14982,34,12316,0,2415,734,170,-411,-93,0,24,185,110,62,250,0,-9,0,-805,0,3008,186,-618,47,6,-493,526,-52,18,0,0,76,-461,2762,734,0,0,0,3,0,285,0,-12,0,0,0,11974
1962:Q1,5497,37,-234,0,2712,459,-117,1420,-22,-2,17,180,67,3,-61,0,-6,0,1044,0,2802,179,902,38,7,-250,-1035,-3,8,0,0,70,-285,2801,459,0,0,0,-1,0,-76,0,-13,0,0,0,2695
1962:Q2,2926,38,-666,0,2162,721,71,-434,41,-2,15,158,257,51,555,0,5,0,-47,0,4625,172,58,23,-54,-187,1781,-11,4,0,0,60,-696,2519,721,0,0,0,-2,0,249,0,-13,0,0,0,-1699
1962:Q3,4843,39,-445,0,2713,748,7,721,64,-1,9,166,234,-93,443,0,-17,0,255,0,3470,171,302,26,-41,-335,-220,-3,6,0,0,59,-420,2910,748,0,0,0,20,0,260,0,-14,0,0,0,1373
1962:Q4,2197,41,-755,0,2674,900,129,-1229,-35,0,8,208,462,54,90,0,-18,0,-332,0,2926,176,-589,45,-39,-76,172,165,14,0,0,69,-829,2928,900,0,0,0,-4,0,6,0,-14,0,0,0,-729
1963:Q1,6230,44,-78,0,2958,811,-262,1495,57,-2,5,254,32,74,-21,0,-20,0,883,0,1474,181,-798,74,24,-117,-1340,-125,11,0,0,77,-247,2968,811,0,0,0,-18,0,-12,0,-15,0,0,0,4756
1963:Q2,5056,47,-257,0,2402,630,42,260,-2,-1,-1,318,331,-27,828,0,1,0,485,0,6001,186,266,100,-25,-163,2469,-26,11,0,0,85,-443,2632,630,0,0,0,12,0,282,0,-15,0,0,0,-945
1963:Q3,6645,48,-155,0,2786,811,-57,1858,15,0,-2,299,176,-77,564,0,-11,0,390,0,3733,184,197,99,-3,-135,-634,20,15,0,0,87,-328,3028,811,0,0,0,45,0,363,0,-16,0,0,0,2912
1963:Q4,2580,47,-180,0,2906,852,125,-1298,-36,0,-1,198,172,52,287,0,-6,0,-538,0,4036,175,-1006,67,-49,-110,931,141,16,0,0,83,-249,3085,852,0,0,0,-64,0,179,0,-16,0,0,0,-1456
1964:Q1,4816,45,-168,0,3037,609,-84,846,-46,-5,-11,295,109,29,-240,0,-37,0,437,0,4176,228,214,94,-42,34,111,9,23,0,0,79,-164,3102,609,0,0,0,1,0,-105,0,-17,0,0,0,640
1964:Q2,5522,43,-85,0,2769,621,29,266,-121,-6,-9,300,288,73,561,0,-5,0,798,0,4325,240,80,100,-7,-88,117,90,27,0,0,75,-48,2854,621,0,0,0,-17,0,298,0,-17,0,0,0,1197
1964:Q3,5375,45,143,0,3212,871,43,1000,-159,-1,-9,322,155,-92,300,0,-22,0,-433,0,5573,270,-90,104,14,111,627,7,25,0,0,77,215,3171,871,0,0,0,35,0,154,0,-18,0,0,0,-197
1964:Q4,4630,53,-338,0,3015,1000,695,-940,-213,-3,-7,354,219,57,94,0,494,0,150,0,4214,319,-317,102,16,-175,-185,140,23,0,0,90,-96,3299,1000,0,0,0,-7,0,22,0,-19,0,0,0,417
1965:Q1,7100,58,349,0,2620,611,-73,1704,-115,-3,-8,363,267,64,122,0,-21,0,1163,0,4409,343,768,98,-39,-720,-707,303,4,0,0,100,251,3368,611,0,0,0,-6,0,54,0,-19,0,0,0,2692
1965:Q2,5065,63,373,0,2556,798,-116,36,134,-3,-7,379,405,-40,-39,0,29,0,497,0,6373,366,794,96,12,-681,1014,308,-8,0,0,112,365,3000,798,0,0,0,39,0,179,0,-20,0,0,0,-1308
1965:Q3,7100,68,808,0,3254,1050,-96,1255,315,-2,-9,394,258,-74,230,0,-96,0,-255,0,3981,377,-1132,99,37,-43,-333,-548,-7,0,0,116,616,3399,1050,0,0,0,14,0,356,0,-21,0,0,0,3119
1965:Q4,4998,75,612,0,3308,1067,-45,7,-13,-4,-5,408,247,199,-521,0,-18,0,-319,0,11058,375,5058,109,-12,-120,423,-30,14,0,0,119,538,3602,1067,0,0,0,8,0,-71,0,-21,0,0,0,-6061
1966:Q1,7741,82,575,0,3471,651,-112,2422,154,-1,-5,423,-110,128,-662,0,20,0,705,0,7089,377,1714,116,2,59,53,22,19,0,0,-47,533,3687,651,0,0,0,-1,0,-74,0,-22,0,0,0,652
1966:Q2,4977,90,1204,0,3034,920,97,-431,29,0,-2,441,578,-197,-873,0,21,0,66,0,6358,380,-377,124,65,-201,615,393,29,0,0,-20,1268,3310,920,0,0,0,-48,0,-78,0,-23,0,0,0,-1381
1966:Q3,9560,93,1129,0,3751,640,-75,2324,-16,-1,-7,456,608,-1,-391,0,105,0,945,0,6765,386,370,130,3,-95,203,-55,32,0,0,-26,1389,3775,640,0,0,0,93,0,-56,0,-24,0,0,0,2795
1966:Q4,2003,91,1203,0,3745,999,232,-4262,-85,-2,-2,476,155,-22,-1291,0,-39,0,805,0,99,397,-5067,130,75,-140,-1013,-217,32,0,0,305,1173,3947,999,0,0,0,-135,0,-364,0,-24,0,0,0,1904
1967:Q1,10342,77,1262,0,4242,1160,-205,2393,-168,-1,2,498,152,1,-417,0,-180,0,1526,0,6102,423,-1233,141,5,32,6,-458,25,0,-13,714,1308,4098,1160,0,0,0,-55,0,-43,0,-8,0,0,0,4240
1967:Q2,6716,71,1431,0,4100,1042,110,-1300,-8,-1,5,519,624,19,105,0,-20,0,20,0,7806,415,-152,146,41,-67,389,268,27,0,0,37,1620,3658,1042,0,0,0,-3,0,394,0,-9,0,0,0,-1090
1967:Q3,8442,69,1466,0,3997,1089,13,2198,64,0,0,538,498,-8,-586,0,-95,0,-801,0,7798,423,-523,153,-30,81,1075,-262,24,0,0,27,1374,4125,1089,0,0,0,126,0,124,0,-8,0,0,0,644
1967:Q4,6692,71,4252,0,2600,931,145,-2501,103,0,4,519,498,49,-1124,0,-6,0,1151,0,9058,426,2435,152,-16,-1202,753,-118,20,0,0,72,1658,4061,931,0,0,0,-27,0,-79,0,-9,0,0,0,-2366
1968:Q1,10493,84,-337,0,3151,1377,-21,3818,5,1,-1,573,208,25,491,9,108,0,1002,0,7691,458,1563,165,19,-1379,-499,171,32,0,0,114,1655,4246,1377,0,0,0,-7,0,-176,-40,-9,0,0,0,2803
1968:Q2,7149,90,1615,0,3858,1247,101,-719,-201,1,0,582,418,107,268,9,-206,0,-21,0,6105,468,-2904,171,-7,-120,748,294,1,0,0,141,2073,3799,1247,0,0,0,-9,0,293,-84,-8,0,0,0,1044
1968:Q3,13184,92,2456,0,4613,1371,-42,2706,1,0,-4,622,306,-122,754,13,-47,0,465,0,6815,484,-2330,187,-64,31,1385,-911,27,0,0,157,1951,4450,1371,0,0,0,-37,0,172,-49,-9,0,0,0,6369
1968:Q4,8749,89,2464,0,4547,1187,299,-850,-251,-1,4,685,489,-42,-671,13,-28,0,816,0,11319,508,2446,208,-33,88,-1105,995,84,0,0,166,1914,4566,1187,0,0,0,66,0,330,-91,-9,0,0,0,-2570
1969:Q1,16787,88,3414,0,4753,1639,-354,5526,-1336,-29,0,843,211,103,373,20,56,395,1085,0,9360,605,3,232,-43,-63,-2023,248,182,0,0,209,2782,4646,1639,0,0,0,13,0,515,-65,-10,490,0,0,7428
1969:Q2,10992,88,3910,0,4099,1403,287,-3342,-111,-40,3,835,532,19,1561,3,13,185,1547,0,12774,542,-496,258,-22,-67,1950,-253,300,0,0,213,3344,4375,1403,0,0,0,108,0,916,-131,-9,343,0,0,-1782
1969:Q3,20779,90,3768,0,4887,1251,-200,6773,-150,-3,0,694,275,201,200,-3,72,384,2541,0,7185,388,-536,267,-13,120,-2064,-52,272,0,0,162,3150,4810,1251,0,0,0,87,0,-403,-119,-9,-126,0,0,13594
1969:Q4,5199,120,3906,0,4845,1773,575,-8788,1483,-3,10,986,450,174,-1568,12,-4,-550,1779,0,13058,700,2136,260,-32,-120,281,-720,96,0,0,236,3280,5112,1773,0,0,0,148,0,-259,-264,-10,442,0,0,-7859
1970:Q1,20721,104,-6151,7623,7015,1761,-175,5404,-2257,-4,12,849,188,198,1967,-26,48,-206,4372,0,15876,641,847,270,-1,1555,-128,648,113,0,0,197,3031,5722,1761,0,0,0,109,0,750,-290,-9,661,0,0,4846
1970:Q2,7997,107,3025,140,5166,1585,109,-5372,318,-4,16,853,562,82,-125,-5,197,-48,1391,0,17719,690,5756,277,2,-64,349,-628,65,0,0,194,3254,5044,1585,0,0,0,179,0,136,-191,-10,1080,0,0,-9722
1970:Q3,6537,109,2840,342,6165,1766,50,1569,-441,-5,11,857,286,85,-366,8,-267,56,-6528,0,2230,699,-5086,274,-29,-119,-1598,-539,38,0,0,193,2265,6165,1766,0,0,0,-338,0,-11,-216,-10,-1224,0,0,4307
1970:Q4,7619,110,2327,476,6026,1818,487,-3317,546,-4,20,864,401,156,-2166,-11,-132,1357,-1339,0,12598,670,506,260,-12,-516,585,-847,40,0,0,192,1942,6137,1818,0,0,0,817,0,291,-376,-9,1099,0,0,-4979
1971:Q1,17563,88,2018,754,6799,2032,-500,5146,-975,-9,4,863,307,-100,3556,2,-214,-408,-1799,0,18557,656,2264,1293,-11,99,2780,595,-176,0,0,211,2720,6482,2032,0,0,0,-2,0,756,-187,-10,-944,0,0,-993
1971:Q2,8086,76,1945,404,5689,2207,-44,-2722,-1011,-8,1,837,574,-42,904,-18,27,410,-1142,0,14057,620,312,1301,49,-374,1381,-273,-163,0,0,225,2498,5707,2207,0,0,0,227,0,448,-315,-11,219,0,0,-5971
1971:Q3,21398,74,1781,685,6270,2422,-195,5283,548,-10,-7,882,390,389,1629,-259,-39,1879,-324,0,15971,620,2372,1316,70,-219,-220,264,233,0,0,223,1872,6704,2422,0,0,0,-23,0,52,-202,-10,496,0,0,5427
1971:Q4,8614,80,1465,1052,7099,2681,534,-4638,332,-11,1,978,543,-349,-1273,-422,-52,124,470,0,19920,647,6173,1340,-17,80,677,41,177,0,0,209,970,6736,2681,0,0,0,-49,0,482,-290,-10,73,0,0,-11306
1972:Q1,20680,120,704,920,6588,2794,-287,5487,2443,-7,3,1106,494,166,1889,-466,282,-949,-607,0,22203,686,7613,1363,25,-716,487,542,-175,0,0,233,1762,7241,2794,0,0,0,115,0,257,-434,239,170,0,0,-1523
1972:Q2,12237,145,-778,285,6092,2667,289,-77,1066,-8,2,1217,988,34,1239,-518,421,197,-1024,0,18302,703,2691,1592,2,92,2434,60,-143,0,0,244,1160,5986,2667,0,0,0,-9,0,352,-517,240,748,0,0,-6065
1972:Q3,10853,148,-1171,503,6773,2523,-86,2185,-213,-6,-7,1262,641,334,625,-574,414,4,-2502,0,13447,733,390,1597,-45,-11,-1513,34,74,0,0,244,833,7068,2523,0,0,0,-36,0,211,-242,239,1348,0,0,-2594
1972:Q4,15079,127,1341,976,7134,2362,86,1827,563,-6,3,1222,403,-129,-305,-530,449,-187,-257,0,38713,781,19606,1579,-84,107,3286,813,254,0,0,231,1935,6806,2362,0,0,0,-389,0,555,-624,239,1256,0,0,-23634
