1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q3,315259,4170,186719,124370,314999,8332,4475,0,66253,8661,128164,654,0,3067,6797,14322,25713,0,22121,9655,0,745,0,0,4886,814,10340,260
1981:Q4,323521,4104,190431,128986,323934,7380,5779,0,69085,9125,132851,590,0,3597,6982,14293,20199,0,24250,10370,0,983,0,0,7257,849,10344,-413
1982:Q1,333348,3506,192214,137628,333812,8143,3809,0,65763,9013,141163,580,0,3997,7298,15157,23902,0,27237,9889,0,875,0,0,6074,638,10274,-464
1982:Q2,351445,3485,201009,146951,351904,9017,3837,0,64250,9002,150905,582,0,4268,7662,16274,27580,0,27893,13287,0,1083,0,0,5043,419,10802,-459
1982:Q3,370776,3443,207102,160231,371716,8568,2506,0,69922,8949,157866,597,0,3852,8069,17307,29696,0,31339,15137,0,1048,0,0,5941,506,10413,-940
1982:Q4,387243,3351,205373,178519,389357,3400,3322,0,70180,8937,168400,589,0,4526,8515,18634,31997,0,34310,11972,0,929,0,0,12138,594,10914,-2114
1983:Q1,402097,3387,202193,196517,404048,5319,2830,0,70582,8915,183711,555,0,4391,9010,19319,33229,0,35339,9759,349,460,0,0,9194,605,10481,-1951
1983:Q2,419074,3344,202669,213061,420859,5584,3753,0,71057,8890,191975,523,0,6485,9566,20265,34441,0,36156,11091,852,556,0,0,8567,610,10488,-1785
1983:Q3,438438,3320,203580,231538,440093,4873,3141,0,70347,8737,201958,617,0,7497,10143,22151,36972,0,36406,12022,1192,320,1789,0,10855,792,10281,-1655
1983:Q4,454898,3311,206780,244807,456690,4642,4187,0,70054,8645,205220,648,0,6263,10700,25863,38890,0,39252,13375,1620,497,2995,0,11668,988,11183,-1792
1984:Q1,471527,3274,212323,255930,473013,5353,2548,0,71639,8558,211225,603,0,6381,11473,28094,39302,0,40192,15729,2288,205,4750,690,11953,902,11128,-1486
1984:Q2,487974,3262,221368,263344,488875,8895,3291,0,71707,8501,219879,599,0,6797,12266,30538,38414,0,38801,16633,3062,426,6500,1379,9025,852,11310,-901
1984:Q3,512617,3255,233824,275538,514120,8701,3715,0,75416,8493,224169,756,0,6763,13158,33223,41402,0,39492,18073,4289,755,8250,2066,12611,1012,11776,-1503
1984:Q4,529441,3244,237210,288987,531314,11880,5319,0,74572,8389,220782,597,0,5860,13912,36870,44618,0,43308,16962,5489,725,8799,2572,17515,1176,11969,-1873
1985:Q1,548395,3230,241132,304033,550082,14465,4183,0,84887,8372,222665,581,0,6135,15462,39898,46315,0,43495,17605,9476,250,5015,2580,15111,1298,12289,-1687
1985:Q2,574247,3221,249936,321090,577204,28752,3502,0,88968,8303,215686,590,0,6527,17656,42861,49971,0,40841,19702,12810,928,6699,2591,16318,1436,13063,-2957
1985:Q3,600079,3215,253532,343332,602738,23211,3533,0,90871,8227,222246,708,0,7100,19627,47568,52048,0,41556,21961,16761,1150,9450,2603,18001,1782,14335,-2659
1985:Q4,628876,3217,257795,367864,634236,9315,4017,0,105083,8227,221031,1079,0,6992,22157,49368,67106,0,38124,18093,26690,799,10174,2763,23604,2136,17478,-5360
1986:Q1,654303,3163,256553,394587,662234,5630,4167,0,102965,8187,232055,1583,0,7389,22820,53500,68646,0,34901,17103,35079,379,17040,4005,26056,1936,18793,-7931
1986:Q2,693538,3165,261301,429072,700477,8507,4518,0,95669,8137,256742,2078,0,7673,22721,55885,66237,0,36024,14806,44384,188,21667,5247,27385,1768,20841,-6939
1986:Q3,746678,3559,267223,475896,752890,7952,5750,0,102273,8047,279578,2378,0,8392,22367,56720,65490,0,37905,15176,54902,209,25345,6489,29749,1843,22325,-6212
1986:Q4,808209,3608,273010,531591,815086,10108,2360,0,103663,7829,303803,2589,0,8783,22262,59976,59135,0,38147,15101,62962,200,53525,7731,30183,1740,24989,-6877
1987:Q1,848405,4594,268376,575435,851640,7585,2274,0,92814,7719,317245,2584,0,9660,22281,62756,61479,0,39917,16644,72575,220,69250,9346,29694,1897,25700,-3235
1987:Q2,895040,4127,275771,615142,895410,11705,3006,0,94242,7683,339816,2917,0,10554,22293,64744,68626,0,41311,15835,72003,200,76028,10961,24756,2007,26723,-370
1987:Q3,934710,3901,283725,647084,930605,13709,3036,0,100018,7623,355351,3540,0,9459,22309,67654,70435,0,42927,18392,67121,165,81439,12576,24681,2007,28163,4105
1987:Q4,977752,5144,303214,669394,975139,16572,2648,0,108896,7553,375301,3832,0,8803,22340,68113,72258,0,42961,26957,62493,126,81771,14191,29946,2056,28322,2613
1988:Q1,996381,5021,313519,677841,994978,9967,3702,0,105533,7553,379493,3983,289,7470,22365,69867,80809,0,40327,29732,61833,475,91720,14824,34736,1836,28464,1403
1988:Q2,1020149,6952,317882,695315,1017147,7144,6107,0,110888,7553,393439,4281,324,7068,22366,72492,81456,0,39568,21961,62839,400,98092,15457,32788,1810,31114,3002
1988:Q3,1061800,12176,328487,721137,1058114,10140,5918,0,124609,7553,407808,4599,366,7258,22409,74162,83917,0,39557,20844,61268,400,101944,16090,34839,1858,32575,3686
1988:Q4,1115962,22578,348097,745287,1109971,36668,6022,0,131713,7553,425128,4922,423,7142,22563,77331,86584,0,35347,18433,59180,339,107131,16723,30488,2088,34193,5991
1989:Q1,1157059,22284,364316,770459,1149670,23446,7692,0,143527,6779,433445,5597,502,6966,23133,83245,97388,0,37920,14060,58326,321,109991,16941,40088,2076,38227,7389
1989:Q2,1187035,23567,368986,794482,1185917,11314,7090,0,152932,6654,442038,5978,606,6845,23925,91339,101011,0,43928,17328,58378,570,107924,17158,48805,2054,40040,1118
1989:Q3,1222783,25342,370429,827012,1220210,20912,6564,0,161595,6555,436688,5185,707,6576,24897,97845,104862,0,47393,16500,59577,1383,110046,17376,50557,1969,43023,2573
1989:Q4,1267073,24197,373327,869549,1265063,37056,9170,0,162629,6525,431010,5222,777,6259,26007,102902,110428,0,51203,21000,60454,6262,99100,17593,61890,2357,47219,2010
1990:Q1,1314825,31590,378070,905165,1308453,50758,7046,0,151991,6524,443266,5902,817,9565,27244,107059,122943,0,54214,22093,62663,8008,105141,17318,53971,2542,49388,6372
1990:Q2,1358105,32933,380974,944198,1353277,67288,5292,0,151960,6446,446385,6194,830,11401,28594,111057,127920,0,56085,29082,64126,9390,105931,17043,55315,2081,50857,4828
1990:Q3,1395546,32603,384410,978533,1389031,81816,2886,0,151795,6377,450642,6541,836,12970,30149,117712,130652,0,61255,30356,64019,10440,107378,16768,54083,2032,50324,6515
1990:Q4,1445905,32350,393694,1019861,1442297,91164,3285,0,151033,6342,460562,7153,855,14057,32000,123750,132637,0,62851,37205,67741,11883,103252,16493,69164,1464,49406,3608
1991:Q1,1473629,26350,396972,1050307,1469978,67603,2873,0,152905,6342,461390,7942,866,15814,34361,131917,146543,0,62935,39671,76056,22869,101467,16517,70076,1606,50225,3651
1991:Q2,1500385,24800,389601,1085984,1495324,69775,4955,0,153813,6213,457953,8660,850,17327,37412,148904,144457,0,64651,36345,81440,23957,94215,16541,74245,2048,51563,5061
1991:Q3,1535656,17602,394741,1123313,1536414,78389,3350,0,157515,6154,456355,9000,865,18950,40291,152318,147391,20,64551,41114,91217,29465,87131,16565,78111,1801,55861,-758
1991:Q4,1577948,18556,402903,1156489,1582637,86272,5112,0,162725,6044,466240,11151,971,18773,42135,168154,145747,45,58038,41323,106893,34764,76631,16589,74042,2457,58531,-4689
1992:Q1,1601229,15765,405736,1179728,1599373,95921,7872,0,148155,5960,471200,11720,1184,21543,42989,175863,157123,79,55408,39880,95413,40286,76437,16520,72303,1807,61710,1856
1992:Q2,1653139,15862,418289,1218988,1654542,79055,7727,0,166627,5710,483400,13532,1517,23515,42897,181248,155059,107,49236,44187,109948,45517,71788,16400,87053,1633,68386,-1403
1992:Q3,1696980,18119,435214,1243647,1704279,83310,8462,0,172507,5534,491167,13759,1854,25681,42546,190436,157006,151,48036,51206,118280,45374,64032,16150,96594,2366,69828,-7299
1992:Q4,1734442,18786,443609,1272047,1735147,89881,8585,0,174902,5413,503167,14084,2077,27469,42621,197958,156333,183,39761,55109,137348,47482,59971,15900,83309,2242,71352,-705
1993:Q1,1771049,19576,451677,1299796,1777195,70396,15167,0,161627,5123,518794,17036,2203,30664,42985,204454,171023,222,32740,50914,152474,45843,65634,15800,98649,2277,73170,-6146
1993:Q2,1790737,20596,468841,1301300,1795831,43262,11620,0,166518,5032,529694,17988,2249,31635,43496,214611,169668,275,32078,56429,155984,47525,68925,15700,98508,2504,82130,-5094
1993:Q3,1865973,24654,510764,1330555,1877710,37658,17224,0,180726,4804,537990,19021,2265,33490,44030,222524,167978,343,34149,66223,161818,52576,76924,14800,108725,2549,91893,-11737
1993:Q4,1907522,26585,524171,1356766,1911170,18567,19059,0,175367,4638,543577,21481,2303,34469,44463,228722,170207,383,35796,68614,177268,66041,83563,15600,94589,3222,103241,-3648
1994:Q1,1989720,26259,564165,1399296,1980675,60136,22414,0,168599,4227,543499,25089,2400,38171,44791,234787,175517,424,40588,69334,148899,77659,94748,14000,102716,3489,109188,9045
1994:Q2,2060648,27438,600793,1432417,2043890,85905,24901,0,173359,3920,548059,24794,2500,38961,45119,233138,188455,426,45014,71966,143273,89461,101126,12400,92138,3842,115133,16758
1994:Q3,2121886,28162,638791,1454933,2102145,89091,14900,0,184965,3806,558290,23970,2600,39444,45447,234010,202501,440,38390,74643,138941,111418,105535,10800,99570,4334,119050,19741
1994:Q4,2200192,26743,701044,1472405,2165873,133816,19875,0,187873,3637,558006,23030,2771,38671,45774,240423,210789,430,39872,78862,139434,130793,106736,9200,84124,4964,106793,34319
1995:Q1,2223465,26436,716783,1480246,2195417,100901,21042,0,207483,3408,559120,31240,2769,38574,46400,248727,212380,461,44665,76542,141152,136137,106906,8900,92448,4206,111956,28048
1995:Q2,2274800,26838,748564,1499398,2256259,102672,24306,0,202344,3096,566567,36110,2787,40195,46962,250822,212445,504,48067,89970,133757,158901,111121,8600,97448,3996,115589,18541
1995:Q3,2328063,26940,774093,1527030,2308933,120685,20783,0,174033,2895,583918,36165,2829,39920,47500,254665,211891,533,56192,83109,145817,163941,124146,8300,103426,4253,123932,19130
1995:Q4,2405961,28223,807007,1570731,2391903,149019,23421,0,153361,2634,586032,37288,4025,41520,48150,250204,212661,589,63118,92543,158980,190828,127556,9000,113129,4794,123051,14058
1996:Q1,2442646,27643,814908,1600095,2418424,130071,20853,0,152530,2526,587285,39111,3997,43469,48262,246128,212456,620,69231,97906,167718,208504,130457,9700,119125,4865,123610,24222
1996:Q2,2518478,28205,846568,1643705,2493257,191819,22880,0,151312,2388,589746,40505,3708,45422,47714,241529,212494,621,70214,91299,173671,222433,129785,10400,111648,4943,128726,25221
1996:Q3,2573406,27437,866605,1679364,2547914,218104,25926,0,139557,2309,583848,43387,4184,44397,48071,249488,207148,649,65037,97094,179580,236746,127192,11128,119981,4835,139253,25492
1996:Q4,2635764,26613,897443,1711708,2611054,256553,28480,0,117763,2225,592797,49722,4258,44388,50986,253128,200606,675,68622,103881,185448,256631,122972,12198,120292,5029,134400,24710
1997:Q1,2662430,26258,895813,1740359,2625276,222093,19272,0,110470,1994,602059,54772,5132,46248,68827,252157,202344,666,78763,94326,183568,271911,116493,12210,132432,4643,144896,37154
1997:Q2,2734372,26319,945532,1762521,2706961,243178,11823,0,123331,1496,614862,57467,5060,48133,69362,255305,203419,687,78798,95209,187376,294515,114677,13399,131862,5327,151675,27411
1997:Q3,2774276,26089,957099,1791088,2754717,259128,8394,0,111907,925,622562,60320,5460,48104,70022,259364,205385,712,81608,90198,193136,311779,105090,15810,139732,4451,160630,19559
1997:Q4,2849331,26526,996511,1826294,2828382,293339,7971,0,117265,685,652418,62196,6306,46316,70820,236188,206810,761,87006,98089,201680,324238,101229,21187,130975,5604,157299,20949
1998:Q1,2905729,25918,1032256,1847555,2879768,232771,7283,0,111995,625,662902,67245,6991,48171,71581,235319,206165,796,90116,97473,211717,356552,99724,23183,170901,8754,169504,25961
1998:Q2,3008901,25558,1073954,1909389,2984822,299180,7036,0,134884,526,654619,70462,7549,49180,71487,232838,201145,825,98041,95256,212607,385173,99880,21062,160568,5893,176611,24079
1998:Q3,3149272,25455,1147570,1976247,3139327,334342,8288,0,143243,403,686825,65883,8044,48754,71206,229961,198451,912,104820,124163,207302,424912,112088,18301,173057,6528,171844,9945
1998:Q4,3322895,28501,1275425,2018969,3317380,371106,10609,0,160714,338,722568,67436,10209,50685,69668,227483,188681,976,106104,176043,202247,482679,126445,13119,137966,6741,185563,5515
1999:Q1,3464886,28118,1323758,2113010,3438628,315359,11324,0,171568,311,735808,70019,10600,56459,70677,230773,197595,976,113106,173245,212589,538853,144241,14915,164512,6206,199492,26258
1999:Q2,3612367,28268,1400457,2183642,3568174,341883,11363,0,181906,259,743597,64669,11678,58123,73313,232152,207008,962,114932,160755,226269,587557,159185,14875,160741,4206,212741,44193
1999:Q3,3777827,28276,1502334,2247217,3726757,383200,12445,0,192466,238,754452,69718,13187,57202,74474,232261,213129,939,112839,166644,230013,628103,167859,14608,168406,4035,230539,51070
1999:Q4,3916025,28284,1594210,2293531,3834164,389567,12416,0,206927,181,755413,72350,13537,53958,77305,231215,225397,877,129022,195734,233166,655590,167817,11366,164583,5409,232334,81861
2000:Q1,3971750,27768,1620483,2323499,3879547,334720,15205,0,218456,150,769265,71690,13747,56015,79386,235376,228716,803,124500,176850,225564,684393,175552,11259,189360,4819,263721,92203
2000:Q2,4067602,28227,1682743,2356632,3977179,375520,18089,0,228434,140,770736,70440,14157,56556,81371,237760,215439,790,143291,164495,227372,703786,180648,10376,181722,5046,291011,90423
2000:Q3,4196119,27621,1752603,2415895,4117938,382316,18933,0,240222,130,760338,70789,15972,53278,84210,241594,206386,824,159082,166549,241041,742238,179363,11607,206127,5158,331781,78181
2000:Q4,4346988,27326,1826417,2493245,4272364,397139,15423,0,250221,130,766919,72703,17829,52996,86305,244570,193756,966,178873,191583,251644,810911,176630,11993,198667,4878,348228,74624
2001:Q1,4455491,26767,1892900,2535824,4389334,225916,14284,0,261207,10,763468,75316,16409,58310,88670,249189,210432,1491,176064,257517,277187,875635,186022,13100,255056,5340,378711,66157
2001:Q2,4629047,27048,1964609,2637390,4550635,238992,14828,0,276109,10,772460,56905,16492,55510,88813,253384,206735,1627,194655,281346,307914,920150,191050,15245,262940,5142,390328,78412
2001:Q3,4833695,26960,2046278,2760457,4809640,298080,16203,0,284492,10,806464,56271,16829,62237,93453,258296,196281,2369,178346,336820,314242,978722,192840,17729,285253,5070,409633,24055
2001:Q4,4989126,26777,2130565,2831784,5001283,219825,17539,0,299612,10,861653,50682,20302,68010,98657,260730,194571,4026,180737,351196,337931,1017821,210185,20288,277096,6289,504123,-12157
2002:Q1,5158371,26328,2175623,2956420,5163211,205373,18325,0,309839,10,898652,51681,21340,77010,103536,282011,191579,3911,181928,331561,346949,1078501,215597,27094,284137,10286,523891,-4840
2002:Q2,5279787,26775,2210400,3042612,5319350,189222,18964,0,319994,10,939927,55258,22793,76585,108494,301996,194427,4204,181204,305411,358516,1085988,222839,31555,314537,11603,575823,-39563
2002:Q3,5395156,27170,2282789,3085197,5466184,134181,18126,0,328555,10,962927,61487,23076,77678,112823,324899,187372,4984,185490,329747,402210,1108404,248935,33864,306416,11021,603979,-71028
2002:Q4,5536276,27275,2350398,3158603,5602658,108745,16883,0,343275,10,997503,61559,24243,83940,119598,345793,178006,5524,183215,332468,410213,1149520,284216,31765,277868,10836,637478,-66382
2003:Q1,5664191,26880,2406836,3230475,5727562,-974,17944,0,343096,10,1052165,60338,23368,90276,119843,352968,185821,6055,194101,331380,433425,1177833,315165,27459,334212,11659,651418,-63371
2003:Q2,5774915,27009,2454945,3292961,5852416,-80877,12192,0,363126,10,1128376,63426,24964,94614,119577,359366,193301,6130,215348,341093,456962,1168142,347886,29482,333250,11050,664998,-77501
2003:Q3,5972097,27023,2569913,3375161,6024992,9990,11785,0,372507,10,1065739,55002,28283,96453,120201,360777,204494,5227,227955,370736,451919,1259985,371072,26678,332327,12313,641539,-52895
2003:Q4,5969388,24866,2601271,3343251,6012556,85379,11230,0,397091,0,1105198,53263,28948,97294,121775,362561,215435,5036,255699,339001,439992,1088880,366621,28883,337410,11750,661110,-43168
2004:Q1,5974191,25132,2602671,3346388,6037134,26075,11642,0,418118,0,1213226,50463,29922,98429,122954,367647,216199,4897,292533,311108,367718,1051276,368906,37780,356099,12639,679503,-62943
2004:Q2,6047127,24221,2656374,3366532,6053830,-14393,11336,0,398277,0,1220993,53519,31530,101012,122035,371072,220099,4511,314380,290820,456097,1021389,366566,37126,335854,13013,698594,-6703
2004:Q3,6090892,24183,2685944,3380765,6125060,17608,10627,0,440687,0,1158837,50170,33318,98218,121200,374137,223950,5639,293540,284120,468062,1000184,343751,40787,415951,14462,729812,-34168
2004:Q4,6084549,24261,2676270,3384018,6164129,176824,11338,0,399726,0,1132536,51839,33608,95581,119201,375659,226281,5753,275299,275783,461887,886503,349828,44675,366481,13650,861677,-79580
2005:Q1,6072148,24076,2640891,3407181,6124192,135934,16410,0,392739,0,1225269,50923,34199,97960,121385,383547,228844,5673,264351,218402,452714,844217,353941,44153,374617,13695,865219,-52044
2005:Q2,6091054,23730,2624974,3442350,6171295,223587,17643,0,424109,0,1199512,57916,35765,96990,121849,382754,229122,5901,233454,171341,471246,796413,336472,44523,389326,12918,920454,-80241
2005:Q3,6066248,23636,2557661,3484951,6111986,140161,16161,0,471136,0,1189215,51132,35964,93306,124547,382727,232976,7136,233987,148962,490578,760913,333047,43003,386181,11634,959220,-45738
2005:Q4,6164547,23835,2592229,3548483,6202822,192144,17372,0,473900,0,1185014,50944,34758,88225,123791,379478,245249,7407,261243,165343,509657,751078,309137,40628,350027,11284,1006143,-38275
2006:Q1,6240515,23582,2589715,3627218,6170670,187060,16670,0,443541,0,1234940,44290,34652,88288,125224,387796,163484,7386,266551,158393,490731,746154,305477,40308,374478,12030,1043217,69845
2006:Q2,6353955,23639,2638504,3691812,6263042,98197,14960,0,459759,0,1265997,51678,33436,83642,126122,391081,163159,7267,282646,155675,498444,743257,294324,47939,402947,13403,1129109,90913
2006:Q3,6409740,23385,2617630,3768725,6399211,107585,14931,0,489930,0,1233918,51905,32210,80146,126379,393167,170969,7537,275797,143009,515870,724757,307375,55080,455323,12832,1200491,10529
2006:Q4,6492439,23509,2627811,3841119,6405744,50787,15154,0,507307,0,1217304,55099,29004,75661,127152,388604,173251,7885,266089,136791,537186,714013,331688,65412,437677,11447,1258233,86695
2007:Q1,6624119,23180,2644481,3956458,6570712,69501,13056,0,542235,0,1209416,54393,29004,74815,128350,392238,177727,8077,229283,132738,556265,697344,330912,76819,511769,12863,1323907,53407
2007:Q2,6785814,23156,2684834,4077824,6700265,93003,11040,0,509930,0,1204282,56526,28874,75673,129520,395289,178053,8083,243732,138808,597466,688355,335208,76204,494563,11891,1423765,85549
2007:Q3,7099555,22953,2823986,4252616,7085697,329221,12989,0,562161,0,1139090,58065,27447,73605,130774,399553,183267,8187,238025,184138,607356,693931,328934,78682,510387,13041,1506844,13858
2007:Q4,7397749,23139,2910192,4464418,7467817,459333,12773,0,572155,0,1106300,57135,26336,70757,130972,399505,188424,8504,216443,240714,660824,702944,349763,88910,589176,10034,1576815,-70068
2008:Q1,7563813,23458,2938117,4602238,7709835,436785,9080,0,564128,0,1096151,54914,25732,75225,127293,398522,191288,9437,209852,396951,662477,728377,342439,92323,642303,13160,1633398,-146022
2008:Q2,7885840,23521,3102075,4760244,7946359,537474,9599,0,542828,0,1162310,54621,27826,83361,123801,396584,192994,9094,199394,433824,648909,851373,340940,99331,569508,28573,1634015,-60519
2008:Q3,8068431,23098,3152680,4892653,8097841,706468,8502,3311,525532,14500,1161214,45397,27407,83320,119619,391137,183717,9323,182566,530050,646990,832609,340756,93175,649936,16803,1525509,-29410
2008:Q4,8166697,23346,3181923,4961428,8424199,852774,10152,54427,502009,19708,1242498,50596,24386,86306,116227,383564,190979,8519,171851,773528,601191,919168,323731,89631,574705,26069,1402180,-257502
2009:Q1,8182826,22548,3118309,5041969,8382514,670296,9702,106711,470298,287029,1261340,45133,22806,95724,117115,381699,173388,8191,157976,804378,631336,971687,263273,93160,470228,21782,1319262,-199688
2009:Q2,8141099,22274,2948078,5170747,8314933,284640,13963,150370,527538,559051,1326500,38677,23488,103724,119203,386864,176231,8356,147962,757788,642042,965688,225613,101369,449334,22502,1284030,-173834
2009:Q3,8121259,23202,2800509,5297548,8327567,209696,13612,173327,562881,823541,1320702,34507,21811,108364,121190,388901,173339,8365,146439,649634,674308,940784,164022,105747,449849,22467,1214081,-206308
2009:Q4,8106793,23495,2706589,5376709,8274931,83007,14321,196407,560147,1068250,1417424,31296,20491,114390,123769,393870,157697,8633,146655,553903,656110,944141,99573,105193,405209,24441,1150004,-168138
2010:Q1,7715167,23581,6703787,987799,7878263,91962,17459,186396,574886,1237685,1421895,30757,18390,128426,123319,395549,164387,8855,152653,475138,677886,428004,65492,109109,430125,22669,1117221,-163096
2010:Q2,7696793,23850,6618868,1054075,7928147,51306,18337,175330,557127,1282889,1412864,30005,16185,138604,122913,397265,172181,9146,151968,460382,758944,403055,29876,114617,454638,22212,1148303,-231354
2010:Q3,7631053,23971,6503569,1103513,7904011,86371,18963,164401,591476,1232644,1463552,29504,12971,140936,122430,399118,182365,9727,144394,423561,751825,391120,5909,128694,440762,30227,1133061,-272958
2010:Q4,7605498,24161,6434523,1146814,7827940,41581,16008,149222,601445,1139601,1527207,26519,12810,150720,122114,401122,181169,8966,144191,450611,743796,388630,3569,143393,458277,21178,1095811,-222442
2011:Q1,7656044,24459,6437298,1194287,7869969,224037,13771,138445,584387,1069650,1561800,31421,6941,165682,124426,406576,178669,8870,144649,433044,643718,367507,8070,190707,465915,22331,1079353,-213925
2011:Q2,7585054,24498,6317319,1243237,7843224,262993,16250,103675,570264,1025557,1559594,30568,6006,169735,125766,410209,178751,9287,151470,417798,650601,365222,6263,216949,460561,31629,1074076,-258170
2011:Q3,7592222,24982,6282741,1284499,7929275,305848,13619,70588,557786,979151,1576558,32184,5366,171350,128248,414937,179000,9436,123686,460773,691163,383435,330,239200,454237,43415,1088965,-337053
2011:Q4,7584476,25268,6247324,1311884,7938187,250007,14323,31092,579651,941677,1634110,30566,4841,180936,134608,418150,178505,9548,100515,459258,832980,372984,316,248077,404614,33243,1078186,-353711
2012:Q1,7539839,24433,6178597,1336809,8016057,119584,12977,1462,560381,997887,1762723,29040,5131,194261,130389,418674,176136,10087,121954,383682,869714,360894,312,302894,448623,36247,1073005,-476218
2012:Q2,7548146,24468,6139839,1383839,8065824,184655,12849,1,549290,1018162,1724930,32266,4821,199084,126454,411948,174033,10770,116380,394529,920634,355835,253,320611,456744,20074,1031501,-517678
2012:Q3,7550291,24394,6111541,1414356,8107104,202953,13146,1,568574,996607,1740006,30407,4000,197203,122966,413511,174161,11062,106818,405277,885896,337366,230,377817,458845,20946,1039312,-556813
2012:Q4,7560295,24879,6092689,1442727,8085700,194974,13146,1,545495,1078994,1726922,32099,2629,195524,120766,412473,169305,11411,104685,406117,950102,322776,304,357557,416916,22300,1001204,-525405
2013:Q1,7596160,24626,6103474,1468060,8064672,95034,10880,1,561625,1214697,1756630,27730,2446,204609,119188,404468,166298,10829,107388,390515,945739,311549,160,345873,406718,24997,957298,-468512
2013:Q2,7665042,24962,6137643,1502437,7932658,48403,12443,1,539086,1306124,1734343,26751,2172,208550,117620,396693,157664,10114,100677,404994,940259,299335,90,332579,366571,24101,904088,-267616
2013:Q3,7717790,25098,6147700,1544992,7981466,113786,12459,1,531621,1434717,1714130,26679,1946,204480,116001,387576,156623,9649,100379,413698,884401,300485,54,311599,306998,28172,926012,-263676
2013:Q4,7798225,24487,6200226,1573512,7981886,96752,12941,1,540933,1557808,1716168,25891,1856,198046,115060,380396,155598,8610,99466,437873,873616,292062,100,269266,288923,26744,883776,-183661
2014:Q1,7725110,24003,6111353,1589754,7978991,169225,12970,1,539756,1681889,1736294,22977,1761,200665,114358,385121,160488,7996,103373,383217,731362,287992,100,259983,292984,24666,861813,-253881
2014:Q2,7778524,24035,6150567,1603922,8125645,191881,13555,1,523677,1775459,1750638,21383,1785,199497,113788,391672,165229,8250,113032,387044,720869,290883,100,271007,289098,26694,870103,-347121
2014:Q3,7837560,23857,6186189,1627514,8160802,244969,13793,1,493593,1796936,1766941,20888,1781,192349,114197,396156,165455,7993,113110,416736,657971,295126,100,265985,281853,26531,888338,-323242
2014:Q4,7948383,24374,6275505,1648504,8357438,237853,13893,1,511631,1863043,1783763,20915,1732,186088,115278,399190,168063,8276,113248,456828,689820,300647,100,277790,283123,26511,899645,-409055
2015:Q1,7904936,24131,6234619,1646186,8347132,240178,11538,1,524262,1865167,1844899,19718,1476,188793,112163,391839,169776,8442,100268,397989,707895,298395,100,269420,275300,29108,890405,-442196
2015:Q2,7959876,24650,6257982,1677244,8303406,263867,10708,1,502353,1835138,1855148,23667,1819,185774,110461,388308,162722,8439,105202,406419,674577,290066,100,248420,266794,28180,935243,-343530
2015:Q3,8047070,24095,6293517,1729458,8439107,370906,10501,1,481233,1859714,1885017,21316,1829,177294,108158,383127,161279,8433,98102,466701,627004,286012,100,241091,298692,28761,923836,-392037
2015:Q4,8169002,24554,6368996,1775452,8475783,414323,12475,1,493786,1845421,1916914,23445,1818,174251,106232,381105,158288,8372,101326,533090,584903,283892,0,228146,269607,21932,916456,-306781
2016:Q1,8178390,24439,6350100,1803851,8599107,388332,15326,1,490582,1874823,1948943,23535,1527,178108,109269,391340,163515,8566,100166,537089,601036,286456,0,227345,285764,19946,947438,-420717
2016:Q2,8324043,24556,6455513,1843974,8802409,417298,11797,1,490125,1871587,1978866,23292,1502,176749,110701,398870,167911,8851,109663,627137,596428,300435,0,213151,294686,21207,982152,-478366
2016:Q3,8414692,24363,6505000,1885329,8871554,367875,13067,1,502637,1860175,2033651,24849,1476,172071,112054,400349,169531,9262,106204,676846,599641,294737,0,211474,284490,20366,1010798,-456862
2016:Q4,8520584,24459,6563167,1932958,8756182,377468,13728,1,489711,1804926,2046204,21097,1520,171231,108045,383064,168065,8660,100431,700527,594858,285403,0,200704,265806,23111,991622,-235598
2017:Q1,8571556,24228,6570217,1977111,8811672,391768,12894,1,492914,1826607,2084034,21850,1529,177520,108032,387150,174604,8727,98121,666651,588132,280947,0,208627,287930,21162,972472,-240116
2017:Q2,8666982,24391,6619811,2022780,8947141,411698,14088,1,490417,1828546,2129030,22923,1375,177181,110501,391509,182098,8870,97299,665904,626441,279322,0,214029,288666,15475,991768,-280159
2017:Q3,8758864,24368,6658098,2076398,9053975,406072,14065,1,487895,1831381,2176093,21316,1431,171602,112310,395032,188401,9125,99841,698598,609886,274138,0,240995,283656,25998,1006139,-295111
2017:Q4,8867120,24395,6716266,2126459,9121110,406518,23765,1,499387,1815301,2195476,45697,1518,167149,115068,397595,193640,9135,109483,716378,599950,266851,0,255257,265480,25280,1012181,-253990
2018:Q1,8871811,24662,6685669,2161480,8996176,385479,22379,1,472351,1767976,2165615,43666,1737,166938,115881,395005,194818,8929,114607,673601,618129,264529,0,247626,272986,32012,1031911,-124365
2018:Q2,8959855,23511,6736142,2200202,9040404,427687,20199,1,479205,1723101,2169922,43180,8495,166387,114677,385793,197024,8896,118458,694574,634973,260339,0,243148,265597,30291,1048457,-80549
2018:Q3,9021339,22822,6753272,2245245,9049131,493307,17510,1,488627,1666947,2165840,34491,8286,161096,121273,382663,199651,9114,116304,658424,638063,254662,0,259493,281858,39567,1051954,-27792
