date,FA893140005.Q,FA313140003.Q,FA543140005.Q,FA263140005.Q,FA893140005.Q,FA153040005.Q,FA763040005.Q,FA543040005.Q,FA733040005.Q,FA543141905.Q
1958:Q3,3176,64,3112,0,3176,3176,0,0,0,0
1958:Q4,3132,88,3044,0,3132,3132,0,0,0,0
1959:Q1,3184,108,3076,0,3184,3184,0,0,0,0
1959:Q2,3208,124,3084,0,3208,3208,0,0,0,0
1959:Q3,3444,112,3332,0,3444,3444,0,0,0,0
1959:Q4,3848,92,3756,0,3848,3848,0,0,0,0
1960:Q1,3756,84,3672,0,3756,3756,0,0,0,0
1960:Q2,3508,72,3436,0,3508,3508,0,0,0,0
1960:Q3,3068,68,3000,0,3068,3068,0,0,0,0
1960:Q4,2580,80,2500,0,2580,2580,0,0,0,0
1961:Q1,2752,84,2668,0,2752,2752,0,0,0,0
1961:Q2,3172,88,3084,0,3172,3172,0,0,0,0
1961:Q3,3692,96,3596,0,3692,3692,0,0,0,0
1961:Q4,4172,104,4068,0,4172,4172,0,0,0,0
1962:Q1,4128,116,4012,0,4128,4128,0,0,0,0
1962:Q2,3952,124,3828,0,3952,3952,0,0,0,0
1962:Q3,3648,132,3516,0,3648,3648,0,0,0,0
1962:Q4,3340,128,3212,0,3340,3340,0,0,0,0
1963:Q1,3828,132,3696,0,3828,3828,0,0,0,0
1963:Q2,4092,136,3956,0,4092,4092,0,0,0,0
1963:Q3,4380,132,4248,0,4380,4380,0,0,0,0
1963:Q4,4648,124,4524,0,4648,4648,0,0,0,0
1964:Q1,4336,112,4224,0,4336,4336,0,0,0,0
1964:Q2,4348,96,4252,0,4348,4348,0,0,0,0
1964:Q3,4428,96,4332,0,4428,4428,0,0,0,0
1964:Q4,4552,112,4440,0,4552,4552,0,0,0,0
1965:Q1,4392,124,4268,0,4392,4392,0,0,0,0
1965:Q2,4932,136,4796,0,4932,4932,0,0,0,0
1965:Q3,5096,140,4956,0,5096,5096,0,0,0,0
1965:Q4,4880,136,4744,0,4880,4880,0,0,0,0
1966:Q1,4692,116,4576,0,4692,4692,0,0,0,0
1966:Q2,4564,112,4452,0,4564,4564,0,0,0,0
1966:Q3,4628,104,4524,0,4628,4628,0,0,0,0
1966:Q4,4884,96,4788,0,4884,4884,0,0,0,0
1967:Q1,5060,96,4964,0,5060,5060,0,0,0,0
1967:Q2,4948,96,4852,0,4948,4948,0,0,0,0
1967:Q3,4968,80,4888,0,4968,4968,0,0,0,0
1967:Q4,4884,48,4836,0,4884,4884,0,0,0,0
1968:Q1,4808,8,4800,0,4808,4808,0,0,0,0
1968:Q2,4736,-32,4768,0,4736,4736,0,0,0,0
1968:Q3,4756,-32,4788,0,4756,4756,0,0,0,0
1968:Q4,4852,0,4852,0,4852,4852,0,0,0,0
1969:Q1,4948,44,4904,0,4948,4948,0,0,0,0
1969:Q2,5012,80,4932,0,5012,5012,0,0,0,0
1969:Q3,5076,88,4988,0,5076,5076,0,0,0,0
1969:Q4,5116,52,5064,0,5116,5116,0,0,0,0
1970:Q1,5364,276,5088,0,5364,5364,0,0,0,0
1970:Q2,5100,48,5052,0,5100,5100,0,0,0,0
1970:Q3,5264,44,5220,0,5264,5264,0,0,0,0
1970:Q4,5632,56,5576,0,5632,5632,0,0,0,0
1971:Q1,5996,68,5928,0,5996,5996,0,0,0,0
1971:Q2,6336,72,6264,0,6336,6336,0,0,0,0
1971:Q3,6520,76,6444,0,6520,6520,0,0,0,0
1971:Q4,6552,68,6484,0,6552,6552,0,0,0,0
1972:Q1,6676,120,6556,0,6676,6676,0,0,0,0
1972:Q2,6824,156,6668,0,6824,6824,0,0,0,0
1972:Q3,6940,168,6772,0,6940,6940,0,0,0,0
1972:Q4,7056,164,6892,0,7056,7056,0,0,0,0
1973:Q1,7216,172,7044,0,7216,7216,0,0,0,0
1973:Q2,7416,188,7228,0,7416,7416,0,0,0,0
1973:Q3,7452,184,7268,0,7452,7452,0,0,0,0
1973:Q4,7304,156,7148,0,7304,7304,0,0,0,0
1974:Q1,7128,132,6996,0,7128,7128,0,0,0,0
1974:Q2,6928,108,6820,0,6928,6928,0,0,0,0
1974:Q3,7016,104,6912,0,7016,7016,0,0,0,0
1974:Q4,7404,116,7288,0,7404,7404,0,0,0,0
1975:Q1,12188,4576,7612,0,12188,12188,0,0,0,0
1975:Q2,9396,1516,7880,0,9396,9396,0,0,0,0
1975:Q3,8236,156,8080,0,8236,8236,0,0,0,0
1975:Q4,11080,2876,8204,0,11080,11080,0,0,0,0
1976:Q1,7952,-396,8348,0,7952,7952,0,0,0,0
1976:Q2,9840,1336,8504,0,9840,9840,0,0,0,0
1976:Q3,8884,212,8672,0,8884,8884,0,0,0,0
1976:Q4,10104,1244,8860,0,10104,10104,0,0,0,0
1977:Q1,9200,208,8992,0,9200,9200,0,0,0,0
1977:Q2,9728,668,9060,0,9728,9728,0,0,0,0
1977:Q3,9740,396,9344,0,9740,9740,0,0,0,0
1977:Q4,11256,1412,9844,0,11256,11256,0,0,0,0
1978:Q1,10624,212,10412,0,10624,10624,0,0,0,0
1978:Q2,12272,1224,11048,0,12272,12272,0,0,0,0
1978:Q3,11456,268,11188,0,11456,11456,0,0,0,0
1978:Q4,11880,1056,10824,0,11880,11880,0,0,0,0
1979:Q1,10528,-72,10600,0,10528,10528,0,0,0,0
1979:Q2,11572,1052,10520,0,11572,11572,0,0,0,0
1979:Q3,10384,8,10376,0,10384,10384,0,0,0,0
1979:Q4,11240,1084,10156,0,11240,11240,0,0,0,0
1980:Q1,9832,-128,9960,0,9832,9832,0,0,0,0
1980:Q2,10752,976,9776,0,10752,10752,0,0,0,0
1980:Q3,9668,72,9596,0,9668,9668,0,0,0,0
1980:Q4,10740,1340,9400,0,10740,10740,0,0,0,0
1981:Q1,9168,-128,9296,0,9168,9168,0,0,0,0
1981:Q2,10596,1336,9260,0,10596,10596,0,0,0,0
1981:Q3,8824,-96,8920,0,8824,8824,0,0,0,0
1981:Q4,9712,1440,8272,0,9712,9712,0,0,0,0
1982:Q1,7668,140,7528,0,7668,7668,0,0,0,0
1982:Q2,8136,1456,6680,0,8136,8136,0,0,0,0
1982:Q3,6580,40,6540,0,6580,6580,0,0,0,0
1982:Q4,8852,1748,7104,0,8852,8852,0,0,0,0
1983:Q1,7652,112,7540,0,7652,7652,0,0,0,0
1983:Q2,9472,1620,7852,0,9472,9472,0,0,0,0
1983:Q3,8172,208,7964,0,8172,8172,0,0,0,0
1983:Q4,9776,1892,7884,0,9776,9776,0,0,0,0
1984:Q1,5032,344,4688,0,5032,5032,0,0,0,0
1984:Q2,6080,1816,4264,0,6080,6080,0,0,0,0
1984:Q3,5424,212,5212,0,5424,5424,0,0,0,0
1984:Q4,7612,1964,5648,0,7612,7612,0,0,0,0
1985:Q1,8440,144,8296,0,8440,8440,0,0,0,0
1985:Q2,11372,1876,9496,0,11372,11372,0,0,0,0
1985:Q3,11252,224,11028,0,11252,11252,0,0,0,0
1985:Q4,15068,2188,12880,0,15068,15068,0,0,0,0
1986:Q1,15704,120,15584,0,15704,15704,0,0,0,0
1986:Q2,18364,1984,16380,0,18364,18364,0,0,0,0
1986:Q3,18272,292,17980,0,18272,18272,0,0,0,0
1986:Q4,20636,1772,18864,0,20636,20636,0,0,0,0
1987:Q1,28260,508,27752,0,28260,28260,0,0,0,0
1987:Q2,25528,1956,23572,0,25528,25528,0,0,0,0
1987:Q3,29224,4124,25100,0,29224,29224,0,0,0,0
1987:Q4,41912,-1768,43680,0,41912,41912,0,0,0,0
1988:Q1,23844,84,23760,0,23844,23844,0,0,0,0
1988:Q2,28856,2080,26776,0,28856,28856,0,0,0,0
1988:Q3,24600,148,24452,0,24600,24600,0,0,0,0
1988:Q4,34016,2380,31636,0,34016,34016,0,0,0,0
1989:Q1,15312,88,15224,0,15312,15312,0,0,0,0
1989:Q2,34224,2108,32116,0,34224,34224,0,0,0,0
1989:Q3,22692,-32,22724,0,22692,22692,0,0,0,0
1989:Q4,45668,2464,43204,0,45668,45668,0,0,0,0
1990:Q1,26724,-16,26740,0,26724,26724,0,0,0,0
1990:Q2,30944,2192,28752,0,30944,30944,0,0,0,0
1990:Q3,29164,140,29024,0,29164,29164,0,0,0,0
1990:Q4,25784,2436,23348,0,25784,25784,0,0,0,0
1991:Q1,24832,244,24588,0,24832,24832,0,0,0,0
1991:Q2,35132,2288,32844,0,35132,35132,0,0,0,0
1991:Q3,18484,-436,18920,0,18484,18484,0,0,0,0
1991:Q4,26004,2688,23316,0,26004,26004,0,0,0,0
1992:Q1,30112,-464,30576,0,30112,30112,0,0,0,0
1992:Q2,18636,2452,16184,0,18636,18636,0,0,0,0
1992:Q3,38100,668,37432,0,38100,38100,0,0,0,0
1992:Q4,32320,3100,29220,0,32320,32320,0,0,0,0
1993:Q1,31116,12,31104,0,31116,31116,0,0,0,0
1993:Q2,36376,2560,33816,0,36376,36376,0,0,0,0
1993:Q3,37144,276,36868,0,37144,37144,0,0,0,0
1993:Q4,38404,2724,35680,0,38404,38404,0,0,0,0
1994:Q1,27860,24,27836,0,27860,27860,0,0,0,0
1994:Q2,28948,2716,26232,0,28948,28948,0,0,0,0
1994:Q3,69884,392,69492,0,69884,69884,0,0,0,0
1994:Q4,25168,1940,23228,0,25168,25168,0,0,0,0
1995:Q1,46092,200,45892,0,46092,46092,0,0,0,0
1995:Q2,55472,1724,53748,0,55472,55472,0,0,0,0
1995:Q3,31104,296,30808,0,31104,31104,0,0,0,0
1995:Q4,37628,1856,35772,0,37628,37628,0,0,0,0
1996:Q1,14728,368,14360,0,14728,14728,0,0,0,0
1996:Q2,30848,2432,28416,0,30848,30848,0,0,0,0
1996:Q3,56892,156,56736,0,56892,56892,0,0,0,0
1996:Q4,57776,-488,58264,0,57776,57776,0,0,0,0
1997:Q1,46200,2840,43360,0,46200,46200,0,0,0,0
1997:Q2,50928,2204,48724,0,50928,50928,0,0,0,0
1997:Q3,54740,-96,54836,0,54740,54740,0,0,0,0
1997:Q4,32616,2000,30616,0,32616,32616,0,0,0,0
1998:Q1,27832,720,27112,0,27832,27832,0,0,0,0
1998:Q2,42144,2612,39532,0,42144,42144,0,0,0,0
1998:Q3,35176,12,35164,0,35176,35176,0,0,0,0
1998:Q4,83360,1824,81536,0,83360,83360,0,0,0,0
1999:Q1,41572,676,40896,0,41572,41572,0,0,0,0
1999:Q2,60000,2696,57304,0,60000,60000,0,0,0,0
1999:Q3,28180,228,27952,0,28180,28180,0,0,0,0
1999:Q4,72244,2004,70240,0,72244,72244,0,0,0,0
2000:Q1,53276,1168,51116,992,53276,49868,0,3396,0,12
2000:Q2,35768,2624,32148,996,35768,32364,0,3396,0,8
2000:Q3,51012,216,49804,992,51012,47608,0,3396,0,8
2000:Q4,49904,1752,47160,992,49904,46504,0,3392,0,8
2001:Q1,117600,636,113472,3492,117600,108172,0,9396,0,32
2001:Q2,115664,2372,109804,3488,115664,106248,0,9392,0,24
2001:Q3,23236,28,19720,3488,23236,13816,0,9388,0,32
2001:Q4,97000,2504,91008,3488,97000,87584,0,9392,0,24
2002:Q1,107596,-272,104396,3472,107596,98572,0,8992,0,32
2002:Q2,107888,4000,100412,3476,107888,98860,0,9000,0,28
2002:Q3,72404,-116,69052,3468,72404,63388,0,8988,0,28
2002:Q4,8908,2680,2756,3472,8908,-112,0,8992,0,28
2003:Q1,89100,76,84168,4856,89100,77252,0,11808,0,40
2003:Q2,93236,1680,86696,4860,93236,81384,0,11812,0,40
2003:Q3,99212,548,93812,4852,99212,87372,0,11800,0,40
2003:Q4,60476,2200,53420,4856,60476,48632,0,11808,0,36
2004:Q1,27776,-48,19588,8236,27776,7276,0,20432,0,68
2004:Q2,75628,1888,65500,8240,75628,55120,0,20440,0,68
2004:Q3,68676,216,60228,8232,68676,48184,0,20428,0,64
2004:Q4,75448,2288,64924,8236,75448,54948,0,20432,0,68
2005:Q1,25256,4,17796,7456,25256,17336,0,7664,0,256
2005:Q2,17540,1672,8420,7448,17540,9616,0,7660,0,264
2005:Q3,49832,280,42100,7452,49832,41916,0,7660,0,256
2005:Q4,22284,2588,12248,7448,22284,14372,0,7656,0,256
2006:Q1,120644,304,114888,5452,120644,99464,0,20788,0,392
2006:Q2,45620,2220,37952,5448,45620,20012,7320,20780,-2876,384
2006:Q3,99152,548,93156,5448,99152,65460,11224,20784,1292,392
2006:Q4,112620,2936,104236,5448,112620,76996,14304,20780,156,384
2007:Q1,63900,1444,54124,8332,63900,43316,12864,7372,-124,472
2007:Q2,82224,2268,71620,8336,82224,66980,5528,7380,1872,464
2007:Q3,59504,-64,51244,8324,59504,25816,9148,7364,16704,472
2007:Q4,83888,2612,72944,8332,83888,57288,16056,7372,2708,464
2008:Q1,67148,-348,55928,11568,67148,41728,4152,21180,-1148,1236
2008:Q2,78376,1952,64856,11568,78376,57680,12056,21180,-13772,1232
2008:Q3,136616,-464,125512,11568,136616,85656,26320,21176,2228,1236
2008:Q4,119820,2772,105480,11568,119820,106092,-16732,21180,8048,1232
2009:Q1,86964,-232,85708,1488,86964,72028,-1060,7760,6740,1496
2009:Q2,22268,2060,18724,1484,22268,11664,2724,7756,-1376,1500
2009:Q3,17440,140,15820,1480,17440,8056,-2960,7752,3096,1496
2009:Q4,60064,2424,56152,1488,60064,46696,4320,7760,-208,1496
2010:Q1,4944,-380,13060,-7736,4944,4760,2460,-6496,2732,1488
2010:Q2,12872,708,19896,-7732,12872,5772,2860,-6492,9248,1484
2010:Q3,58284,660,65356,-7732,58284,55792,6124,-6492,1372,1488
2010:Q4,6216,2460,11492,-7736,6216,3056,6512,-6496,1660,1484
2011:Q1,68284,280,80532,-12528,68284,64848,5360,-2924,176,824
2011:Q2,74688,1728,85488,-12528,74688,73336,3952,-2924,-500,824
2011:Q3,136584,1156,147972,-12544,136584,128728,4112,-2944,5872,816
2011:Q4,97624,1888,108244,-12508,97624,87908,7556,-2904,4240,824
2012:Q1,18124,424,18548,-848,18124,-32340,12400,11980,24536,1548
2012:Q2,-32964,1440,-33520,-884,-32964,-55704,4988,11944,4264,1544
2012:Q3,40648,-220,41736,-868,40648,15544,5796,11956,5804,1548
2012:Q4,46000,-496,47380,-884,46000,31408,6408,11944,-5304,1544
2013:Q1,28500,164,31340,-3004,28500,2300,4776,20604,4952,-4132
2013:Q2,46232,732,48516,-3016,46232,23876,4748,20588,1148,-4128
2013:Q3,59720,-496,63216,-3000,59720,33884,4848,20608,4516,-4136
2013:Q4,59252,520,61744,-3012,59252,24420,8760,20592,9612,-4132
2014:Q1,56760,-80,61392,-4552,56760,37404,5100,2840,4732,6684
2014:Q2,69108,552,73100,-4544,69108,48364,5956,2848,5252,6688
2014:Q3,72936,1224,76268,-4556,72936,53820,4796,2832,4804,6684
2014:Q4,90616,1384,93788,-4556,90616,68688,7076,2836,5332,6684
2015:Q1,87200,-2084,86352,2932,87200,65192,5520,16928,4200,-4640
2015:Q2,61952,924,58092,2936,61952,37036,8624,16932,4000,-4640
2015:Q3,82120,-580,79772,2928,82120,60180,5656,16924,4000,-4640
2015:Q4,56100,1308,51860,2932,56100,33168,6644,16928,4000,-4640
2016:Q1,118616,-396,94752,24260,118616,54276,5524,43800,4000,11016
2016:Q2,147868,780,122832,24256,147868,83364,5692,43792,4000,11020
2016:Q3,102736,64,78412,24260,102736,37964,5956,43800,4000,11016
2016:Q4,68724,8,44460,24256,68724,4628,5288,43792,4000,11016
2017:Q1,72528,-1140,50576,23092,72528,26000,5572,34208,4000,2748
2017:Q2,52228,-508,29648,23088,52228,5892,5388,34204,4000,2744
2017:Q3,77112,648,53372,23092,77112,27640,8520,34204,4000,2748
2017:Q4,76076,308,52684,23084,76076,28980,6152,34200,4000,2744
2018:Q1,15152,416,46284,-31548,15152,51680,4872,-36152,4000,-9248
2018:Q2,11880,-616,44044,-31548,11880,49376,3904,-36148,4000,-9252
2018:Q3,592,724,31420,-31552,592,36876,5120,-36156,4000,-9248
2018:Q4,15868,252,47168,-31552,15868,55608,1668,-36156,4000,-9252
2019:Q1,31324,2036,27496,1792,31324,14960,5352,6732,4000,280
2019:Q2,36596,-412,35220,1788,36596,17356,8224,6732,4000,284
2019:Q3,70152,1632,66728,1792,70152,53312,5828,6732,4000,280
2019:Q4,12752,332,10636,1784,12752,-5540,7288,6724,4000,280
2020:Q1,196528,-588,181628,15488,196528,192452,3604,5604,4000,-9132
2020:Q2,5768,-40,-9684,15492,5768,24,5268,5608,4000,-9132
2020:Q3,95548,1356,78712,15480,95548,87964,7124,5592,4000,-9132
2020:Q4,99316,32,83792,15492,99316,90624,8220,5608,4000,-9136
2021:Q1,29104,1136,7232,20736,29104,-3996,8324,22200,4000,-1424
2021:Q2,78380,-3392,61048,20724,78380,34852,18756,22192,4000,-1420
2021:Q3,115160,3740,90684,20736,115160,81044,9340,22200,4000,-1424
2021:Q4,51632,-376,31284,20724,51632,9900,16968,22188,4000,-1424
2022:Q1,70804,884,78004,-8084,70804,63760,8568,-5632,4000,108
2022:Q2,79796,-296,88180,-8088,79796,73664,7652,-5632,4000,112
2022:Q3,77456,984,84560,-8088,77456,70140,8848,-5636,4000,104
2022:Q4,32672,-92,40852,-8088,32672,33128,1072,-5636,4000,108
2023:Q1,146132,2048,93584,50500,146132,91056,5332,45600,4000,144
2023:Q2,90376,-200,40072,50504,90376,55524,-14892,45600,4000,144
2023:Q3,50176,2868,-3184,50492,50176,1032,-588,45592,4000,140
2023:Q4,6600,544,-44444,50500,6600,-45240,2100,45596,4000,144
2024:Q1,100972,3660,101992,-4680,100972,98484,2368,-4144,4000,264
2024:Q2,56536,28,61180,-4672,56536,52300,4100,-4132,4000,268
2024:Q3,36080,4224,36536,-4680,36080,28844,7116,-4144,4000,264
2024:Q4,73720,784,77616,-4680,73720,69832,3768,-4144,4000,264
2025:Q1,61116,4468,51268,5380,61116,39792,5168,12132,4000,24
