date,FA893150005.Q,FA543150005.Q,FA574190005.Q,FA344090005.Q,FA224190005.Q,FA263150005.Q,FA893150005.Q,FA153050005.Q,FA543050005.Q,FA543151905.Q,FA893131573.Q,FA763131573.Q,FA473131573.Q,FA543131503.Q,FA633131573.Q,FA653131573.Q,FA153131575.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,6705,400,1380,4047,878,0,6705,6705,0,0,ND,ND,ND,ND,ND,ND,ND
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,7057,500,1517,3946,1094,0,7057,7057,0,0,ND,ND,ND,ND,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q4,294988,73684,79480,62560,79264,0,294988,294988,0,0,73208,19404,1936,7884,4960,15852,23172
1988:Q1,343756,108520,89664,64712,80860,0,343756,343756,0,0,55252,29888,2148,8028,4948,8040,2200
1988:Q2,302416,76524,77636,65108,83148,0,302416,302416,0,0,55252,28504,2144,8028,4952,8040,3584
1988:Q3,315364,76988,89316,65120,83940,0,315364,315364,0,0,55252,17392,820,8028,4948,8040,16024
1988:Q4,340588,81208,107940,65696,85744,0,340588,340588,0,0,55252,16628,820,8028,4952,8040,16784
1989:Q1,277552,40680,81124,66644,89104,0,277552,277552,0,0,56940,24380,1532,-1308,8948,10200,13188
1989:Q2,315150,79312,76040,68290,91508,0,315150,315150,0,0,56940,33936,1528,-1308,8952,10200,3632
1989:Q3,287463,44732,81984,67279,93468,0,287463,287463,0,0,56940,16984,2220,-1308,8952,10200,19892
1989:Q4,333083,74532,93200,69163,96188,0,333083,333083,0,0,56940,16304,2216,-1308,8948,10200,20580
1990:Q1,338676,75432,96616,68416,98212,0,338676,338676,0,0,96388,19448,4092,4360,13000,9716,45772
1990:Q2,345198,138776,37520,68542,100360,0,345198,345198,0,0,96388,26116,4088,4360,13000,9716,39108
1990:Q3,322202,29608,121272,68946,102376,0,322202,322202,0,0,96388,16976,2328,4360,13000,9716,50008
1990:Q4,322928,68468,78664,70820,104976,0,322928,322928,0,0,96388,13616,2328,4360,13000,9716,53368
1991:Q1,291926,23100,92296,70518,106012,0,291926,291926,0,0,95596,18212,5172,7080,0,25944,39188
1991:Q2,367486,62028,121860,71922,111676,0,367486,367486,0,0,95596,18560,5168,7080,0,25944,38844
1991:Q3,348546,49100,112644,72494,114308,0,348546,348546,0,0,95596,3736,2052,7080,0,25944,56784
1991:Q4,361897,55020,114728,74545,117604,0,361897,361897,0,0,95596,10748,2048,7080,0,25944,49776
1992:Q1,337120,37848,105012,73588,120672,0,337120,337120,0,0,82904,-10240,1216,4948,3000,37660,46320
1992:Q2,385835,71516,114576,74967,124776,0,385835,385835,0,0,82904,-6864,1216,4948,3000,37660,42944
1992:Q3,393117,57416,132920,74993,127788,0,393117,393117,0,0,82904,-12276,660,4948,3000,37660,48912
1992:Q4,370347,120128,41608,76495,132116,0,370347,370347,0,0,82904,-5932,660,4948,3000,37660,42568
1993:Q1,466351,71164,192528,73235,129424,0,466351,466351,0,0,86692,-11304,-192,12560,6000,53768,25860
1993:Q2,414491,80428,131352,72227,130484,0,414491,414491,0,0,86692,-12676,-196,12560,6000,53768,27236
1993:Q3,386599,99540,89772,71643,125644,0,386599,386599,0,0,86692,-7712,-352,12560,6000,53768,22428
1993:Q4,336726,47740,83448,72382,133156,0,336726,336726,0,0,86692,-16184,-352,12560,6000,53768,30900
1994:Q1,432082,54820,170100,72358,134804,0,432082,432082,0,0,85552,-8144,-892,13164,13000,26036,42388
1994:Q2,405742,12456,186616,71030,135640,0,405742,405742,0,0,85552,-10312,-892,13164,13000,26036,44556
1994:Q3,351923,40540,97412,74443,139528,0,351923,351923,0,0,85552,-6632,804,13164,13000,26036,39180
1994:Q4,233737,-5508,25432,74073,139740,0,233737,233737,0,0,85552,-4496,800,13164,13000,26036,37048
1995:Q1,352020,48080,86532,75968,141440,0,352020,352020,0,0,122152,8604,1096,11188,15000,43344,42920
1995:Q2,382367,103504,67724,75803,135336,0,382367,382367,0,0,122152,11912,1092,11188,15000,43344,39616
1995:Q3,405978,62048,122020,76314,145596,0,405978,405978,0,0,122152,5008,1324,11188,15000,43344,46288
1995:Q4,369499,38448,106648,75759,148644,0,369499,369499,0,0,122152,-7360,1320,11188,15000,43344,58660
1996:Q1,365978,35480,103552,76506,150440,0,365978,365978,0,0,132752,136,1048,10340,13000,63884,44344
1996:Q2,340380,28232,82448,77588,152112,0,340380,340380,0,0,132752,-2092,1044,10340,13000,63884,46576
1996:Q3,336735,17152,92320,74619,152644,0,336735,336735,0,0,132752,-2808,668,10340,13000,63884,47668
1996:Q4,432731,122868,75012,76763,158088,0,432731,432731,0,0,132752,-7856,664,10340,13000,63884,52720
1997:Q1,383600,63116,58024,75296,187164,0,383600,383600,0,0,151768,-7016,1376,47532,-2000,84496,27380
1997:Q2,458832,111996,87480,75996,183360,0,458832,458832,0,0,151768,-1912,1376,47532,-2000,84496,22276
1997:Q3,427174,80420,94716,73846,178192,0,427174,427174,0,0,151768,7860,1376,47532,-2000,84496,12504
1997:Q4,390821,-11756,127984,76877,197716,0,390821,390821,0,0,151768,-22660,572,47532,-2000,84496,43828
1998:Q1,531405,82376,182924,76701,189404,0,531405,531405,0,0,191460,-6252,1200,24608,24000,85768,62136
1998:Q2,543991,124432,142028,81823,195708,0,543991,543991,0,0,191460,-15460,-2752,24608,24000,85768,75296
1998:Q3,508381,89212,133204,74533,211432,0,508381,508381,0,0,191460,6868,192,24608,24000,85768,50024
1998:Q4,441507,24208,139560,83643,194096,0,441507,441507,0,0,191460,-8100,2700,24608,24000,85768,62484
1999:Q1,322365,15016,20716,78649,207984,0,322365,322365,0,0,219664,-3136,1480,40804,18000,79948,82568
1999:Q2,383121,43820,53448,80801,205052,0,383121,383121,0,0,219664,-344,1484,40804,18000,79948,79772
1999:Q3,377056,-6344,75800,79772,227828,0,377056,377056,0,0,219664,-9072,1496,40804,18000,79948,88488
1999:Q4,489526,109716,116652,83498,179660,0,489526,489526,0,0,219664,-13236,-832,40804,18000,79948,94980
2000:Q1,433488,51344,144364,79544,157896,340,433488,432028,1452,8,228608,-9468,-328,19512,4000,68096,146796
2000:Q2,435132,103112,67432,76416,187832,340,435132,433684,1448,0,228608,17740,-736,19512,4000,68096,119996
2000:Q3,440559,113996,71512,80787,173924,340,440559,439103,1448,8,228608,16124,496,19512,4000,68096,120380
2000:Q4,491170,102120,101796,83642,203272,340,491170,489722,1448,0,228608,2132,2344,19512,4000,68096,132524
2001:Q1,467622,201676,-35532,85834,214616,1028,467622,463554,4056,12,169864,24804,1256,26564,16000,56656,44584
2001:Q2,435212,22248,151612,83820,176504,1028,435212,431136,4064,12,169864,-7504,6996,26564,16000,56656,71152
2001:Q3,645864,257352,81572,78492,227420,1028,645864,641800,4052,12,169864,-3792,6156,26564,16000,56656,68280
2001:Q4,377494,-75968,189892,90226,172320,1024,377494,373422,4064,8,169864,-8452,-1432,26564,16000,56656,80528
2002:Q1,547673,-50032,314196,92261,190196,1052,547673,543589,4076,8,174808,7240,3576,82000,11000,32984,38008
2002:Q2,432810,180024,-40104,76842,214996,1052,432810,428714,4080,16,174808,10416,2796,82000,11000,32984,35612
2002:Q3,493339,214176,-30176,85119,223176,1044,493339,489271,4060,8,174808,14248,2832,82000,11000,32984,31744
2002:Q4,529474,181148,80644,77366,189264,1052,529474,525386,4080,8,174808,-13072,4352,82800,11000,32984,56744
2003:Q1,733348,74736,314152,86604,256388,1468,733348,728804,4528,16,160368,12548,4932,5220,-12000,84712,64956
2003:Q2,487454,-12732,186932,89978,221812,1464,487454,482902,4536,16,160368,4992,6696,5220,-12000,84712,70748
2003:Q3,463465,25008,98936,91421,246632,1468,463465,458921,4532,12,160368,-2536,304,5220,-12000,84712,84668
2003:Q4,538289,26676,178112,99513,232524,1464,538289,533741,4532,16,160368,-8988,2008,5224,-12000,84712,89412
2004:Q1,608338,143928,133528,90702,237576,2604,608338,599362,8948,28,175904,1064,-332,-2200,-13000,86984,103388
2004:Q2,611469,108812,159752,92009,248292,2604,611469,602497,8948,24,175904,7136,3532,-2200,-13000,86984,93452
2004:Q3,751658,179392,222244,100134,247288,2600,751658,742686,8944,28,175904,-1740,-1748,-2200,-13000,86984,107608
2004:Q4,643483,73704,242308,101635,223236,2600,643483,634507,8952,24,175904,-3480,2040,2000,-13000,86984,101360
2005:Q1,620288,129844,134776,98388,253376,3904,620288,615960,4264,64,206420,2040,60,28200,6000,85264,84856
2005:Q2,641355,137364,160700,99867,239528,3896,641355,637035,4256,64,206420,3464,4488,28200,6000,85264,79004
2005:Q3,538479,21844,179852,99395,233488,3900,538479,534159,4260,60,206420,6320,-92,28200,6000,85264,80728
2005:Q4,628722,115212,167736,96470,245408,3896,628722,624406,4252,64,206420,17792,2072,28200,6000,85264,67092
2006:Q1,657991,59540,137308,95667,358800,6676,657991,638687,19176,128,247448,12996,1948,12232,34000,106272,80000
2006:Q2,631531,110992,144916,96099,272852,6672,631531,612239,19160,132,247448,17976,4948,12232,34000,106272,72020
2006:Q3,561291,70952,135812,94743,253108,6676,561291,541987,19176,128,247448,30812,4740,12232,34000,106272,59392
2006:Q4,505640,21396,134708,97884,244980,6672,505640,486336,19176,128,247448,60436,4052,12232,34000,106272,30456
2007:Q1,529599,31948,140424,96331,254528,6368,529599,520635,8908,56,293348,21244,6452,49048,28000,132000,56604
2007:Q2,628856,78976,159900,95192,288428,6360,628856,619884,8916,56,331448,25340,5952,38124,36000,140420,85612
2007:Q3,523004,20524,144344,95108,256660,6368,523004,514032,8916,56,339712,15876,4160,9680,56000,89608,164388
2007:Q4,589176,85372,133956,99356,264132,6360,589176,580232,8892,52,356364,26480,3488,3896,56000,126436,140064
2008:Q1,570191,129752,117328,93167,213212,16732,570191,556535,13196,460,452404,36748,7608,-18620,92000,30192,304476
2008:Q2,588243,33312,159156,96023,283016,16736,588243,574559,13220,464,263608,26824,6284,-1688,-36000,85912,182276
2008:Q3,703428,272056,105320,96152,213172,16728,703428,689788,13184,456,362188,40568,3192,8644,72000,-100064,337848
2008:Q4,548482,145396,97280,100038,189044,16724,548482,534850,13172,460,502476,72484,11768,-39236,56000,-161056,562516
2009:Q1,438205,-64216,168148,94685,243560,-3972,438205,444405,-6340,140,235952,59096,16784,-28116,20000,-59236,227424
2009:Q2,597209,-46096,219856,95265,332160,-3976,597209,603389,-6316,136,-128876,43108,9428,22576,-76000,175684,-303672
2009:Q3,537891,-82208,216224,88595,319252,-3972,537891,544071,-6320,140,-198764,15536,5012,21612,-64000,117096,-294020
2009:Q4,606783,11812,194460,105223,299264,-3976,606783,612975,-6328,136,193212,5104,3760,18796,-48000,170728,42824
2010:Q1,654117,75100,201996,94621,291064,-8664,654117,662817,-8984,284,100716,16676,4452,18688,-40000,132916,-32016
2010:Q2,627671,166288,149536,100651,219868,-8672,627671,636399,-9012,284,206196,34768,4112,10984,-8000,57216,107116
2010:Q3,697553,100528,203436,98101,304152,-8664,697553,706241,-8972,284,30504,20756,3308,49440,-24000,126812,-145812
2010:Q4,677355,76824,198176,106003,305024,-8672,677355,686059,-8984,280,196616,34148,164,38532,-24000,157448,-9676
2011:Q1,517671,31076,105684,101207,283016,-3312,517671,516903,204,564,247656,9048,1120,27552,-20000,116404,113532
2011:Q2,497097,59704,109024,105525,226152,-3308,497097,496333,200,564,213824,28020,1464,11500,20000,79172,73668
2011:Q3,531900,140396,96884,102404,195536,-3320,531900,531168,168,564,462304,47124,1668,-7044,40000,-75880,456436
2011:Q4,496001,31056,112700,109809,245748,-3312,496001,495229,208,564,76280,-2836,668,21344,-4000,59640,1464
2012:Q1,660446,169188,153880,92078,245836,-536,660446,654962,4512,972,-5048,12272,3236,68724,-32000,103476,-160756
2012:Q2,425192,-31852,137040,106716,213832,-544,425192,419724,4488,980,154260,27004,2352,-23656,8000,54808,85752
2012:Q3,513961,49868,134212,98729,231688,-536,513961,508493,4496,972,146448,26312,1824,26672,16000,83308,-7668
2012:Q4,527337,83740,124332,101173,218636,-544,527337,521873,4492,972,212832,31940,-1772,15696,28000,74536,64432
2013:Q1,511732,35880,159888,89300,227916,-1252,511732,506740,5828,-836,314976,-15436,136,45740,-20000,223096,81440
2013:Q2,520740,56504,145880,103196,216416,-1256,520740,515756,5820,-836,373116,38436,104,8904,60000,121588,144084
2013:Q3,534246,80448,136492,102642,215924,-1260,534246,529266,5816,-836,171720,2340,-100,27644,28000,96976,16860
2013:Q4,576606,86316,122604,150770,218172,-1256,576606,571626,5820,-840,199012,-23320,-2780,38748,-16000,170664,31700
2014:Q1,339239,32176,38640,100327,174900,-6804,339239,343615,-7144,2768,224956,-30520,-1232,24352,-16000,100076,148280
2014:Q2,312526,17776,38396,96882,166276,-6804,312526,316914,-7148,2760,236668,-6940,-1552,17560,-16000,128576,115024
2014:Q3,329114,8244,34924,113870,178884,-6808,329114,333494,-7148,2768,247496,15428,-1440,-4404,8000,27740,202172
2014:Q4,371021,48556,43808,104653,180808,-6804,371021,375409,-7148,2760,231520,20592,-2068,18136,-16000,95260,115600
2015:Q1,332356,3548,34740,95896,197784,388,332356,329200,5164,-2008,-65364,-21196,-844,7700,-28000,134364,-157388
2015:Q2,409235,92992,24148,93819,197884,392,409235,406079,5164,-2008,7000,20648,-264,16092,8000,96356,-133832
2015:Q3,399072,101160,15128,95988,186408,388,399072,395920,5160,-2008,770944,57136,48,-6052,32000,-34820,722632
2015:Q4,506705,148360,25632,112169,220160,384,506705,503561,5156,-2012,648020,14056,-244,33220,-28000,60260,568728
2016:Q1,360903,30564,39216,91251,205820,-5948,360903,362807,-3132,1228,479548,32444,2040,15080,52000,22492,355492
2016:Q2,308118,-6876,40012,82498,198432,-5948,308118,310018,-3128,1228,192532,21256,2612,25864,0,25344,117456
2016:Q3,368681,42872,45512,91665,194580,-5948,368681,370589,-3136,1228,-208344,62652,2816,18348,32000,-12600,-311560
2016:Q4,247682,-94528,41700,87534,218924,-5948,247682,249586,-3128,1224,309380,29600,-1176,-7488,36000,23904,228540
2017:Q1,530357,38532,174608,88041,225616,3560,530357,522125,7820,412,357916,-20676,264,39896,-4000,79640,262792
2017:Q2,499436,10984,170824,86312,227760,3556,499436,491204,7820,412,300012,-27528,604,14152,-28000,58496,282288
2017:Q3,433157,-32980,154104,86677,221800,3556,433157,424933,7812,412,209620,-2908,-172,12752,16000,4004,179944
2017:Q4,507818,7364,175104,62598,259196,3556,507818,499594,7816,408,904264,-1232,-2464,15980,0,184504,707476
2018:Q1,408482,53028,13636,94994,188148,58676,408482,297330,100136,11016,34804,-2868,-1264,9608,-32000,88476,-27148
2018:Q2,429706,31788,19920,108974,210344,58680,429706,318546,100144,11016,231648,-9416,476,14872,8000,25320,192396
2018:Q3,371565,-23244,8144,100045,227948,58672,371565,260421,100132,11012,516008,13932,716,13772,24000,100056,363532
2018:Q4,365247,125556,5688,26099,149228,58676,365247,254095,100136,11016,381416,82204,-568,-31632,100000,-239088,470500
2019:Q1,429683,-26668,119872,81979,251376,3124,429683,421359,7692,632,248656,-102812,4548,47432,4000,124688,170800
2019:Q2,470321,60256,108124,83417,215404,3120,470321,462001,7688,632,306872,84,3244,29156,52000,48100,174288
2019:Q3,507416,111576,102756,83128,206836,3120,507416,499096,7688,632,477408,-107964,4164,27580,84000,-9832,479460
2019:Q4,347580,-35772,131992,14960,233280,3120,347580,339260,7688,632,344948,155760,1936,23224,56000,155672,-47644
2020:Q1,531673,138384,85380,73385,187524,47000,531673,453685,91616,-13628,960668,190604,3916,-71656,220000,-316772,934576
2020:Q2,422524,-73068,83032,136304,229260,46996,422524,344544,91600,-13620,386092,141916,3440,67100,36000,146828,-9192
2020:Q3,486649,73740,58756,86677,220484,46992,486649,408673,91604,-13628,434800,-42540,3260,52004,56000,56464,309612
2020:Q4,568494,160920,73048,58582,228948,46996,568494,490518,91604,-13628,-148488,206808,936,100436,-4000,244472,-697140
2021:Q1,185911,-126312,-20156,87879,202128,42372,185911,99027,88512,-1628,17128,-167384,1796,-8876,-44000,221860,13732
2021:Q2,158731,-138748,-42008,93943,203168,42376,158731,71839,88516,-1624,417184,92276,-168,30228,-56000,190216,160632
2021:Q3,392937,114920,-29544,65661,199528,42372,392937,306053,88512,-1628,375636,-113960,-1148,21520,0,101476,367748
2021:Q4,295413,4920,-19052,53209,213968,42368,295413,208529,88512,-1628,1479832,155368,-3224,32696,8000,155384,1131608
2022:Q1,505214,44960,5048,149702,219180,86324,505214,400210,104484,520,884200,-55400,488,-48812,64000,-73904,997828
2022:Q2,498012,109968,-3836,102024,203532,86324,498012,392996,104496,520,315736,230264,-372,-85868,92000,-267536,347248
2022:Q3,543971,201340,-416,45523,211200,86324,543971,438963,104488,520,556416,-253184,-724,-4216,52000,-78184,840724
2022:Q4,386215,81268,18584,-8821,208864,86320,386215,281231,104464,520,793852,-50224,-3112,58048,80000,-173832,882972
2023:Q1,618273,188336,53124,80845,232140,63828,618273,527569,90668,36,606184,-356524,1876,77780,104000,-27328,806380
2023:Q2,553787,190640,-14156,80171,233304,63828,553787,463071,90672,44,555120,46572,3288,66964,136000,-22280,324576
2023:Q3,411900,11732,33532,80316,222496,63824,411900,321180,90684,36,-337092,-218716,2568,-23036,132000,33608,-263516
2023:Q4,401899,-20844,51524,83931,223464,63824,401899,311207,90656,36,996440,121280,1820,63760,120000,-62720,752300
2024:Q1,541821,152236,-29368,68945,235448,114560,541821,410981,129608,1232,160916,-180720,3220,51320,60000,73816,153280
2024:Q2,538482,145792,-28540,75958,230708,114564,538482,407626,129624,1232,792748,100560,2364,10248,100000,11756,567820
2024:Q3,443705,54876,-32624,76729,230168,114556,443705,312873,129604,1228,459696,-99844,2556,35972,108000,-26624,439636
2024:Q4,572892,165964,-12456,69184,235640,114560,572892,442036,129624,1232,691876,193876,-164,-11500,116000,19112,374552
2025:Q1,415044,49540,-11880,52424,225628,99332,415044,297436,117436,172,ND,ND,ND,ND,ND,ND,ND
