1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q1,25683040,16567200,13795840,2771360,3955860,66853,61825,5028,457717,454862,2855,128274,126975,1299,243889,1055034,29167,54462,51686,2776,117404,115291,2113,1412570,1353810,58760,390490,370574,19916,5159980,25683040,9409638,973102,62137,101050,0,34444,44,227850,446981,1862638,153467,1772348,6251220,100411,801067,48706,0,3437937,17658953,2864107,1823484,1040623,5.917387771513782
2011:Q2,25560562,16518909,13814495,2704414,3836778,64907,59997,4910,428316,425718,2598,116526,115331,1195,248739,1077345,35252,54245,51468,2777,109375,107326,2049,1304609,1250513,54096,397464,377374,20090,5204875,25560562,9298263,975429,65960,97389,0,38310,0,225811,454132,1833265,154377,1766572,6230062,100930,811856,48382,0,3459824,17563558,2792129,1786154,1005975,-0.4677711703122728
2011:Q3,21610431,14191024,11773117,2417907,3132186,49295,45272,4023,371204,369136,2068,86363,85515,848,240722,951457,32636,53137,50667,2470,79773,78177,1596,963164,923358,39806,304435,287872,16563,4287221,21610431,7808723,840928,59282,96258,0,32855,3,209336,405401,1525638,124825,1625858,5077347,95097,671938,9243,0,3027699,14837929,2485281,1602195,883086,-15.653251176549201
2011:Q4,23487112,15598834,13023982,2574852,3386840,53768,49334,4434,404925,402742,2183,97440,96499,941,244024,1048141,32906,52817,50389,2428,83223,81820,1403,1045568,1003550,42018,324028,306609,17419,4501438,23487112,8334800,940555,57823,101092,0,34080,3,231062,442388,1680431,132201,1735762,5510024,95855,754137,39725,0,3397174,16339996,2645678,1760468,885210,11.500278336830386
2012:Q1,26322560,17020124,14141765,2878359,4297033,33392,29105,4287,418141,415837,2304,111292,110187,1105,249886,1193177,34109,57471,54580,2891,51825,50323,1502,1803953,1719150,84803,343787,323945,19842,5005403,26322560,9309030,1046924,48166,98781,0,27425,3,256011,478085,1882071,150762,1938328,6220859,97913,873197,49138,0,3845867,18322064,2995093,1935666,1059427,12.351864496867345
2012:Q2,25296204,16546012,13691708,2854304,4077177,32123,28156,3967,419577,417370,2207,78622,77730,892,251098,1166660,33736,61169,58084,3085,45982,44660,1322,1660495,1579963,80532,327715,307878,19837,4673015,25296204,9005181,1006139,43628,97878,0,28099,3,251621,458462,1808310,143914,1881620,5883383,96216,835004,40315,0,3716431,17657043,2966146,1913348,1052798,-3.604316812351559
2012:Q3,26753529,17648895,14671658,2977237,4056284,33333,29150,4183,451783,449465,2318,84505,83563,942,262148,1281125,33626,67079,63600,3479,44862,43680,1182,1450176,1390375,59801,347647,326725,20922,5048350,26753529,9547425,1057400,41158,102428,0,29894,3,265515,479150,1904268,152353,1935270,6217479,100376,921316,59452,0,3940042,18635115,3070064,1982174,1087890,5.634088497784435
2012:Q4,26984060,17486791,14496468,2990323,4175412,33181,29258,3923,401525,399794,1731,125272,123899,1373,265175,1337122,34180,64545,61230,3315,48303,47202,1101,1506835,1444406,62429,359274,338827,20447,5321857,26984060,9623047,1040110,39908,99364,0,30466,3,266253,480858,1890700,153076,1962660,6297415,100640,972228,74339,0,3952993,18577561,3084642,2061782,1022860,-0.40135189390023446
2013:Q1,29807375,19640529,16007537,3632992,4620497,38124,33659,4465,472715,470267,2448,141163,139394,1769,279940,1446268,36252,73822,69461,4361,54081,52575,1506,1656514,1587200,69314,421618,396308,25310,5546349,29807375,10917179,1146896,38618,103454,0,32330,3,281677,511953,2037753,172386,2053219,6865679,108020,1086464,58462,0,4393282,20518861,3742165,2276274,1465891,10.524318363208886
2013:Q2,30342940,20002143,16233193,3768950,4799416,39360,34574,4786,497561,494824,2737,171119,168767,2352,278355,1417649,38325,69986,66266,3720,57053,55399,1654,1791452,1713100,78352,438556,410539,28017,5541381,30342940,11211490,1176561,37924,100435,0,31361,3,286541,515967,2032448,178168,2055993,6989334,107934,1099591,55776,0,4463414,20910991,3890568,2344123,1546445,2.2880981205953823
2013:Q3,32183033,21085354,17163211,3922143,5012765,44291,39379,4912,512256,509254,3002,181088,178460,2628,278559,1541948,39554,65031,61583,3448,60859,59007,1852,1824160,1745845,78315,465019,435464,29555,6084914,32183033,11805732,1234370,35348,100189,0,33429,3,294673,533782,2095274,189887,2146169,7554511,110125,1215450,57897,0,4776194,22052264,4045855,2423885,1621970,5.646189832517547
2013:Q4,34676520,22686251,18672464,4013787,5517392,51301,45788,5513,541278,538003,3275,209735,206664,3071,281806,1674713,42855,70145,65626,4519,97548,95545,2003,1984070,1899116,84954,563941,530783,33158,6472877,34676520,12519716,1359761,35068,103136,0,35821,3,325409,564503,2243776,217002,2246766,8227282,114237,1363158,115504,0,5205378,24053363,4150280,2533803,1616477,9.565956005813206
2014:Q1,35753976,23438216,18977160,4461056,5668064,55832,49901,5931,547891,544622,3269,206248,203150,3098,289399,1710738,43534,73467,70131,3336,99163,96971,2192,2042019,1951613,90406,599773,564377,35396,6647696,35753976,13247003,1386292,34930,104131,0,35646,3,327797,563425,2232247,222762,2226300,8411502,117326,1382876,82032,0,5379704,24501596,4604684,2683173,1921511,1.53529794464275
2014:Q2,37461827,24513345,19954677,4558668,5846666,61994,56382,5612,560527,557249,3278,213773,210622,3151,299639,1831962,36569,78090,74673,3417,97628,95313,2315,2043600,1957615,85985,622884,588791,34093,7101816,37461827,13975465,1460674,34660,102242,0,37000,3,334908,572398,2283371,232763,2293029,8787880,124037,1488754,98510,0,5636133,25663492,4696519,2778822,1917697,4.349959058850747
2014:Q3,37064739,24323936,19724354,4599582,5911855,59838,54676,5162,585196,581974,3222,206860,203784,3076,297505,1831035,34541,74075,71000,3075,103077,100970,2107,2060766,1975022,85744,658962,626829,32133,6828948,37064739,13728136,1479025,33601,97540,0,36458,3,335329,565565,2225200,235550,2268488,8622827,123515,1491337,111936,0,5710229,25501690,4734101,2837891,1896210,-0.5339679560885218
2014:Q4,38367268,25323624,20495535,4828089,6273015,67169,61821,5348,638045,634498,3547,210583,207548,3035,291613,1974551,34122,76380,73324,3056,110000,107901,2099,2157659,2073288,84371,712893,678384,34509,6770629,38367268,14327226,1553751,33431,102351,0,37995,3,341932,571447,2284263,240154,2283589,8799214,119384,1619032,132928,0,5920568,26632585,4964054,3099608,1864446,4.720506852301365
2015:Q1,38971801,25487643,20620779,4866864,6309687,69679,64504,5175,625944,622483,3461,192967,190197,2770,291885,2063204,34224,76864,73984,2880,112816,110774,2042,2062288,1985643,76645,779816,744720,35096,7174471,38971801,14501129,1549779,33321,106188,0,37766,3,336835,570862,2307117,247891,2339626,9061589,118659,1682805,104107,0,5974124,26802397,4994933,3230703,1764230,1.3208660333131288
2015:Q2,38961078,25179445,20286560,4892885,6470383,75385,69929,5456,598469,594921,3548,203665,200583,3082,285683,2083140,34610,73529,70726,2803,111843,109730,2113,2199476,2118333,81143,804583,769605,34978,7311250,38961078,14537688,1535465,33467,103039,0,38214,3,333691,568769,2291650,247362,2338699,9118140,115978,1708049,102270,0,5888594,26623820,5026008,3217939,1808069,-0.3531947610902476
2015:Q3,35787693,23272183,18642486,4629697,5969521,72282,67061,5221,581681,578076,3605,178397,175667,2730,267016,1955834,33471,70689,68080,2609,93381,91490,1891,1981942,1910097,71845,734828,702952,31876,6545989,35787693,13393786,1418991,33417,99975,0,35474,3,319433,556672,2107237,227651,2199783,8282557,101407,1566838,70000,0,5374469,24492230,4749474,3040091,1709383,-7.727787563161959
2015:Q4,37294756,24338423,19567299,4771124,6200170,76159,70446,5713,588228,584756,3472,182191,179320,2871,262990,2100680,32068,67027,64630,2397,95012,93344,1668,2040893,1967601,73292,754922,723141,31781,6756163,37294756,13953554,1499935,33407,103919,0,37579,3,333955,578703,2220447,240348,2249974,8625329,99794,1708670,108212,0,5500927,25646275,4892318,3169560,1722758,5.719736804528808
2016:Q1,37396362,24749916,19615989,5133927,5981128,73797,68204,5593,591391,587898,3493,162015,159440,2575,261904,2154998,31641,67197,64648,2549,91387,89681,1706,1791190,1724234,66956,755608,723062,32546,6665318,37396362,14261107,1527627,33407,104608,0,30444,3,330612,574471,2200332,238051,2253409,8555730,97809,1708406,67072,0,5413274,25481699,5249345,3314916,1934429,0.3719267349827688
2016:Q2,38088560,25241855,20003931,5237924,6118366,74250,68442,5808,605011,601657,3354,159813,157418,2395,268587,2229526,32543,69669,66963,2706,92196,90600,1596,1785170,1718640,66530,801601,769185,32416,6728339,38088560,14708915,1573044,33377,105911,0,30816,3,329401,579133,2217884,240754,2242570,8649293,101728,1748639,76845,0,5450247,26007492,5352729,3419264,1933465,2.087168622733113
2016:Q3,39456608,25826193,20571756,5254437,6482312,81527,75235,6292,600317,597028,3289,173472,170878,2594,272275,2387532,32606,92274,89428,2846,96791,95161,1630,1918793,1846745,72048,826725,793617,33108,7148103,39456608,15099371,1642010,33357,110091,0,31703,0,329807,590971,2276407,250524,2301148,9007479,103561,1877255,91746,0,5711178,26932261,5376244,3456613,1919631,3.9180055370913944
2016:Q4,40254490,25846461,20741195,5105266,7261709,101676,93517,8159,644731,640883,3848,211938,208654,3284,264802,2524541,38106,93393,90469,2924,102047,100073,1974,2419286,2325638,93648,861189,823715,37474,7146320,40254490,15404748,1712941,33347,108740,0,33388,0,354315,586930,2329911,260768,2321541,9069933,101804,2029285,124159,0,5782680,27851593,5256577,3535773,1720804,3.5967544024791915
2017:Q1,42579397,27250946,21880330,5370616,7616141,101737,93782,7955,668574,664853,3721,208887,205762,3125,271252,2774752,36342,96964,93790,3174,98415,96288,2127,2412761,2319460,93301,946457,909142,37315,7712310,42579397,16264929,1786453,33348,110984,0,33757,0,364000,608481,2439909,277059,2414005,9604948,105522,2236763,105728,0,6193511,29345753,5521334,3709963,1811371,5.291078257126324
2017:Q2,43846317,27685659,22346089,5339570,7953888,111819,103756,8063,743222,738748,4474,214523,211535,2988,274174,2944343,35680,102270,98849,3421,114992,112995,1997,2388574,2295197,93377,1024291,985096,39195,8206770,43846317,16753677,1810517,33218,111992,0,34583,0,369742,624094,2488019,288076,2491333,9923346,106018,2369562,126244,0,6315896,30146462,5493085,3779848,1713237,2.516043531339559
2017:Q3,45552475,28461034,23089240,5371794,8366607,115624,107331,8293,783218,778812,4406,223130,220114,3016,277056,3137550,36876,105949,102364,3585,125090,122840,2250,2489545,2391135,98410,1072569,1031084,41485,8724834,45552475,17222187,1859513,33208,113026,0,34680,0,383438,644924,2576101,300372,2594443,10351331,108579,2526556,134122,0,6669995,31294402,5533239,3833638,1699601,4.073956734657496
2017:Q4,48080149,30025909,24356405,5669504,8936102,118007,109215,8792,835762,831287,4475,230614,227560,3054,277300,3401019,36215,104802,101221,3581,129099,126405,2694,2666563,2557230,109333,1136721,1090925,45796,9118138,48080149,18284505,1949283,33208,117385,0,36521,0,410585,660820,2713027,324207,2706807,10819639,109298,2771577,123874,0,7019413,33114782,5847229,4100282,1746947,5.830727069274222
2018:Q1,47742438,29745677,24065392,5680285,8856729,119147,110353,8794,833318,828759,4559,212780,209842,2938,268739,3411600,34164,101161,97854,3307,132004,129269,2735,2599569,2494721,104848,1144247,1098840,45407,9140032,47742438,18123409,1915449,33198,112684,0,38406,0,407419,641130,2664578,322057,2668510,10761948,103379,2771359,123093,0,7055819,32749533,5852873,4046123,1806750,-1.0486322682711995
2018:Q2,48554118,30845418,25125632,5719786,8863599,121684,113330,8354,788498,784250,4248,208300,205427,2873,271416,3497885,34468,103512,100242,3270,126581,123794,2787,2537097,2440149,96948,1174158,1130385,43773,8845101,48554118,18394077,1961404,33198,116051,0,38099,0,409744,641342,2735148,330805,2707756,10930539,104415,2834369,132223,0,7184948,33826978,5882039,4132823,1749216,3.399079720994779
2018:Q3,50780136,32560063,26691687,5868376,9239142,127152,119126,8026,878110,873444,4666,221073,217966,3107,272377,3700859,34032,106260,102954,3306,119947,117377,2570,2539596,2444812,94784,1239736,1194676,45060,8980931,50780136,19162536,2091549,33178,120154,0,38720,0,434263,651362,2896356,348599,2779599,11367339,105826,3016061,158944,0,7575650,35769310,6029895,4213869,1816026,6.625150942456615
2018:Q4,43944507,27923534,22485665,5437869,8121410,104406,97687,6719,810385,806357,4028,188470,185837,2633,252205,3371154,32041,105398,102185,3213,102903,100608,2295,2078393,2002861,75532,1076055,1034734,41321,7899563,43944507,16649630,1789868,33178,118770,0,34893,0,392117,573740,2447979,292063,2478604,9657450,91200,2659009,96473,0,6629533,30471334,5573610,3866356,1707254,-14.790159525134486
2019:Q1,49337419,31837545,25655970,6181575,8812716,112002,104977,7025,848594,844283,4311,201705,198901,2804,268599,3771298,35835,116218,112469,3749,109329,107149,2180,2219351,2137799,81552,1129785,1087760,42025,8687158,49337419,19276832,2026146,33178,121143,0,39560,0,417468,622132,2735930,331025,2408245,10880165,101888,3000124,100193,0,7243390,34325040,6325221,4451224,1873997,13.486709756570692
2019:Q2,50808365,32623379,26479937,6143442,9290410,110389,103350,7039,913607,908949,4658,218739,215777,2962,272984,3933355,35491,115509,111804,3705,114867,112697,2170,2342799,2259209,83590,1232670,1187148,45522,8894576,50808365,19787886,2105393,33178,123647,0,41144,0,436805,642600,2792123,341350,2376360,11183989,103629,3103378,115716,0,7621167,35620701,6293088,4554165,1738923,3.596401988086553
2019:Q3,50804321,32779427,26545723,6233704,9302560,116327,108939,7388,865131,860141,4990,204153,201224,2929,274228,4024327,37055,116759,112942,3817,117107,114919,2188,2347815,2262552,85263,1199658,1151484,48174,8722334,50804321,19712683,2132960,33178,122317,0,40337,0,457118,648009,2768196,339426,2451173,11073533,103065,3139209,123586,0,7659531,35693534,6388453,4570618,1817835,0.6545136644399769
2019:Q4,54640503,35065278,28530744,6534534,10097211,125200,118774,6426,896545,891479,5066,211663,208410,3253,278674,4396207,35931,90095,85886,4209,128365,126171,2194,2600612,2502359,98253,1333919,1282153,51766,9478014,54640503,21153102,2317738,33178,120849,0,43521,0,493890,683513,2961841,370695,2555426,11934519,107181,3476225,110277,0,8278548,38456788,6705701,4823441,1882260,8.519869731664832
2020:Q1,43006375,28002656,23042167,4960489,7561069,76962,73667,3295,690806,687964,2842,125690,124186,1504,231312,3639718,31933,39297,37737,1560,93691,92065,1626,1527631,1479634,47997,1104029,1067378,36651,7442650,43006375,16331335,1832349,33178,117166,0,33365,0,395710,585465,2301607,277938,2178980,9203756,79652,2704388,79198,0,6852288,30507761,5055964,4441806,614158,-21.342663532249357
2020:Q2,51888332,34553381,28569621,5983760,8760080,89852,85237,4615,701957,698582,3375,142238,140296,1942,254304,4355705,33109,53902,51220,2682,127377,125630,1747,1719916,1652754,67162,1281720,1233885,47835,8574871,51888332,20035523,2165023,33178,126900,0,38869,0,429717,657541,2768826,342540,2385957,11129401,92189,3275349,109155,7974,8290190,37200343,6113118,4802311,1310807,21.520468736470434
2020:Q3,56526574,38113361,31570301,6543060,9270538,82380,77661,4719,790108,786446,3662,144618,142538,2080,262020,4725232,33177,56500,53258,3242,130008,127914,2094,1705733,1635688,70045,1340762,1282338,58424,9142675,56526574,22108807,2312758,33178,128049,0,42074,0,462565,695285,2980021,366003,2592344,11843423,95724,3562703,140153,8618,9154869,40696573,6687326,5093951,1593375,8.642392086086009
2020:Q4,65435061,43788193,36091357,7696836,11031852,117996,111149,6847,870721,866169,4552,177370,174672,2698,281712,5449361,35552,69949,65420,4529,140295,138631,1664,2310524,2209227,101297,1578372,1504269,74103,10615016,65435061,26139763,2543177,33178,130709,0,49008,0,518606,771089,3378771,418582,2906142,13391070,105888,4229440,137500,8776,10673362,46927519,7892526,5764986,2127540,14.323650416926839
2021:Q1,70082135,46707531,38163013,8544518,12276364,151851,143120,8731,934046,928532,5514,223736,220236,3500,293404,5909740,36512,77636,72764,4872,139730,137489,2241,2828896,2699728,129168,1680813,1595268,85545,11098240,70082135,28584173,2691108,33168,113600,0,53666,0,546084,782494,3510327,449244,2968699,13977907,114987,4692647,146514,8507,11409010,50199806,8784089,6460320,2323769,6.076117004703255
2021:Q2,75652293,50523557,41624661,8898896,13318215,148450,139553,8897,987782,982251,5531,227689,224186,3503,304600,6491253,36026,82800,77652,5148,149897,147598,2299,2999022,2863106,135916,1890696,1796250,94446,11810521,75652293,31141255,2885874,33168,114827,0,57908,0,584442,816285,3715172,487596,3107705,14919355,121379,5184637,145590,1062,12336038,54687136,9154636,6897269,2257367,7.9362011794921665
2021:Q3,75868662,50549327,41431652,9117675,13529929,158067,147983,10084,968164,962483,5681,229700,226080,3620,307744,6580569,33662,80442,75230,5212,176723,172244,4479,3076588,2932381,144207,1918270,1815564,102706,11789406,75868662,31654722,2867443,33168,119118,0,55881,0,588407,805068,3625005,483793,3073029,14716362,121982,5234459,115094,0,12375131,54685592,9393664,7058445,2335219,-0.442117818508328
2021:Q4,81074296,54534086,45067587,9466499,14478916,170219,158866,11353,1024463,1018539,5924,235253,231278,3975,310068,7190516,34105,83380,77938,5442,167622,164010,3612,3068269,2921544,146725,2195021,2084295,110726,12061294,81074296,33032952,3144897,33158,121542,0,60401,0,642792,810557,3869810,524006,3369814,15533811,123363,5803330,105598,0,13898265,59258746,9754256,7433387,2320869,8.787497100487423
2022:Q1,77140479,51548969,42142948,9406021,14126245,156527,145373,11154,1159801,1152313,7488,248254,243680,4574,289955,7014507,33334,79553,74183,5370,136906,133431,3475,2865410,2722305,143105,2141998,2028193,113805,11465265,77140479,31973618,2946674,33158,115771,0,59243,0,674305,770722,3676719,485522,3257292,14328619,116316,5633588,75615,0,12993317,55980222,9694992,7374200,2320792,-5.730542902736762
2022:Q2,64856978,42677726,34558421,8119305,12181511,128710,118857,9853,952153,944211,7942,209429,204709,4720,259849,6156505,31626,67044,62432,4612,111548,108632,2916,2343859,2223284,120575,1920788,1818584,102204,9997741,64856978,26811622,2429344,33158,121243,0,49546,0,595765,672572,3074191,410083,2945987,11894395,100670,4802268,8013,0,10908121,46487110,8372127,6417132,1954995,-17.16737954034372
2022:Q3,61663444,40759542,32759050,8000492,11711495,126683,116741,9942,914155,906098,8057,210903,205432,5471,243950,5892048,31303,54751,50941,3810,105931,102605,3326,2289715,2170495,119220,1842056,1741980,100076,9192407,61663444,25854503,2270125,33158,120041,0,45846,0,506497,629131,2950793,384859,2784576,11077427,93695,4552037,47726,0,10313030,44220643,8250394,6407207,1843187,-4.946556451196684
2022:Q4,65609523,42518083,34242977,8275106,12811714,125259,114999,10260,1030557,1021390,9167,243796,237517,6279,252696,6476913,31572,60996,56808,4188,116996,113530,3466,2511693,2379673,132020,1961236,1857130,104106,10279726,65609523,27305928,2397646,33158,121720,0,51375,0,532945,658943,3177495,418678,2963478,11867026,99426,5059126,47635,0,10874944,46785205,8544592,6596236,1948356,6.711204695884732
2023:Q1,69453346,45886096,37200379,8685717,12780539,85928,78513,7415,1011957,1003687,8270,213733,208392,5341,252704,6882594,30897,59043,54998,4045,126086,122474,3612,2245103,2125595,119508,1872494,1770189,102305,10786711,69453346,28983650,2571331,33158,128986,0,51691,0,577603,678472,3383792,448833,2926786,12537122,99300,5376387,76095,0,11580140,49730422,8936213,6950602,1985611,6.791041676401729
2023:Q2,73838831,49422419,40304850,9117569,13393064,82246,75087,7159,1079066,1070668,8398,224236,218516,5720,253658,7299631,31728,63576,59211,4365,121912,118296,3616,2286217,2164709,121508,1950794,1842562,108232,11023348,73838831,30732641,2762731,33158,130841,0,54686,0,606645,688350,3664657,485144,3072549,13229677,101979,5766124,107845,0,12401804,53438916,9376567,7364597,2011970,7.961095424871551
2023:Q3,71288572,47396907,38532472,8864435,13186544,84118,76723,7395,1103320,1094336,8984,237627,231185,6442,241992,7134480,31529,61553,57336,4217,119897,116068,3829,2188915,2070088,118827,1983113,1870155,112958,10705121,71288572,29746251,2640743,33158,127755,0,54208,0,557731,656655,3537763,474013,2991323,12605474,96422,5608189,84661,0,12074226,51456364,9127087,7175479,1951608,-3.653965968701326
2023:Q4,78624849,52271749,42641301,9630448,14870511,100346,91551,8795,1154113,1144791,9322,255456,248597,6859,255219,8085683,33680,66884,62198,4686,132622,128723,3899,2651515,2509150,142365,2134993,2013602,121391,11482589,78624849,32654037,2913842,33158,135721,0,59716,0,596349,696389,3948765,534457,3186947,13882105,100720,6433296,116104,0,13333243,57214495,9927765,7795429,2132336,11.682479645906426
2024:Q1,85545981,57214450,46617783,10596667,16220448,99109,91027,8082,1365390,1353806,11584,279203,271317,7886,260506,8842739,35186,65637,60924,4713,148473,143494,4979,2911209,2751366,159843,2212996,2078395,134601,12111083,85545981,35511393,3121244,33158,137820,0,75820,0,598822,744042,4343761,585631,3357683,14994580,105163,7148748,116797,0,14671319,62506543,10928355,8539426,2388929,9.658159345954074
2024:Q2,87460948,58759093,48172224,10586869,16547799,93490,85367,8123,1311826,1300828,10998,266253,258551,7702,258899,9142862,34560,63820,59145,4675,157054,151532,5522,2922982,2762646,160336,2296053,2160564,135489,12154056,87460948,36389293,3151629,33158,141472,0,75046,0,549900,772187,4484578,601743,3346132,15149634,104611,7380607,131325,0,15149633,64387178,10919714,8574018,2345696,2.8869035010684523
2024:Q3,92716325,61968051,50809004,11159047,18016874,106662,97443,9219,1484721,1472798,11923,296024,287557,8467,266637,9968174,34562,71054,65780,5274,166455,160620,5835,3083678,2915363,168315,2538907,2400157,138750,12731400,92716325,38725129,3228781,33158,149332,0,82018,0,544687,802843,4751371,635459,3437131,15905702,109280,8030190,156353,0,16124891,68478095,11506830,9052874,2453956,5.80671522644248
2024:Q4,94176374,63398969,52066233,11332736,18668121,113753,103958,9795,1464098,1451733,12365,289373,280333,9040,258339,10304963,39268,65222,60437,4785,197533,190235,7298,3445590,3254611,190979,2489982,2342442,147540,12109284,94176374,39398943,3196379,33158,146803,0,79847,0,545945,800533,4866406,649846,3386526,15716125,106399,8352544,143212,0,16753708,70352552,11714538,9260376,2454162,2.371472630793062
2025:Q1,90521537,59201997,48807817,10394180,18843753,115959,106988,8971,1688878,1677008,11870,297288,289876,7412,254661,10368653,44211,68789,64167,4622,185980,179278,6702,3292389,3120263,172126,2526945,2389161,137784,12475787,90521537,37887106,2955525,33158,150001,0,81226,0,538940,783581,4622073,598447,3241703,15084366,104132,8248623,148664,0,16043992,67302083,10743667,8529671,2213996,-5.178713767728184
