date,FU386000105.Q,FU385090005.Q,FU385050005.Q,FU155111003.Q,FU385012005.Q,FU385013005.Q,FU145020005.Q,FU385420005.Q,FU385000005.Q,FU384090005.Q,FU313011105.Q,FU383020005.Q,FU383030005.Q,FU383030505.Q,FU383034005.Q,FU382051005.Q,FU384022005.Q,FU383069105.Q,FU383061105.Q,FU383061705.Q,FU383062005.Q,FU383063005.Q,FU384023005.Q,FU383069005.Q,FU383065005.Q,FU383066005.Q,FU103092305.Q,FU383064105.Q,FU103092105.Q,FU383094905.Q,FU383064205.Q,FU153040005.Q,FU153050005.Q,FU383070005.Q,FU383078005.Q,FU383090005.Q,FU384194005.Q,FU384190005.Q,FU313111303.Q,FU313125003.Q,FU313131003.Q,FU384122005.Q,FU103169100.Q,FU313161105.Q,FU313161705.Q,FU383162005.Q,FU103163005.Q,FU384123005.Q,FU383168005.Q,FU383169005.Q,FU383165005.Q,FU153166000.Q,FU143192305.Q,FU313140003.Q,FU383170005.Q,FU143178005.Q,FU383190005.Q,FU143181105.Q,FU103164105.Q,FU143192105.Q,FU112090205.Q,FU387005005.Q
1963:Q3,49723,51029,50421,12679,8496,27816,1429,0,609,20040,-196,246,4661,-167,0,1018,365,-563,1305,-108,243,-512,607,173,211,223,25,-1465,581,701,370,1095,6743,3225,1755,477,19432,18541,0,1,-28,1515,124,239,-553,1175,530,10040,-23,500,7418,2145,24,33,2496,970,3490,891,96,100,695,-1307
1963:Q4,52248,43566,50146,12920,8718,27242,1266,0,-6580,24128,-38,4661,8405,-228,0,-1720,2364,524,295,1149,130,266,2582,848,316,1418,35,-2597,886,1273,263,1162,7010,-878,1760,-813,30708,29923,0,-10,-15,5496,-143,2878,431,1141,1189,15976,3454,1822,7192,3508,-36,31,3825,1031,3625,785,-421,-53,1259,8682
1964:Q1,52041,55348,50731,13429,9150,26871,1281,0,4617,14938,-46,-5589,7114,-84,0,-16,2734,372,2590,-411,365,-182,946,1654,425,-1133,29,-626,711,495,25,1084,7376,1696,-1405,494,10321,9111,0,1,-17,1972,-20,309,-131,1137,677,6543,-640,1391,5621,171,18,28,-2322,-635,3523,1210,637,70,503,-3307
1964:Q2,53972,52724,52571,13772,8913,28772,1114,0,153,22829,73,4393,7287,-118,0,915,-235,-283,-939,326,1113,-452,666,-294,288,672,38,-1373,915,-408,326,1087,8150,1695,-994,413,22676,22270,0,-1,-18,1396,-59,-1715,128,1771,1271,16371,2939,2335,7326,3771,23,24,1561,-434,3348,407,782,86,-461,1249
1964:Q3,54071,59132,54195,14212,8879,29930,1173,0,4938,29858,20,4314,5626,-120,0,333,520,671,-697,-34,461,119,2489,1791,517,181,34,-1564,876,438,261,1107,7921,5924,1382,298,24920,24229,0,-25,-18,5209,192,2696,-187,1812,696,10579,240,439,7570,2330,12,24,3514,663,4271,691,187,43,461,-5062
1964:Q4,56249,44608,53268,13749,8799,29466,1254,0,-8660,25064,-172,4622,8793,99,0,-1826,985,-35,-514,269,603,662,2101,117,542,1442,38,-3449,924,1749,369,1138,8154,148,1270,120,33723,32439,0,-148,-19,7105,44,3266,1045,1400,1350,15629,4366,792,7261,3210,-11,28,5252,873,3730,1284,-461,58,1687,11641
1965:Q1,58446,60364,56339,15089,8795,29569,2886,0,4025,20200,-833,-4581,9409,-295,0,910,1676,-699,2502,-74,124,-177,148,1211,95,-1158,61,-2006,1471,589,547,1098,8600,3416,-1180,1170,16175,15514,0,-15,-25,1650,-278,-593,86,1501,934,9678,1863,1825,5697,293,37,31,841,-320,3637,661,-56,138,579,-1918
1965:Q2,59702,58488,57930,15067,8946,31775,2142,0,558,24954,-590,3966,7287,325,0,794,-1340,-317,-1817,665,573,-444,1930,891,240,799,54,-2608,1360,-81,274,1233,9236,3142,-1296,1268,24396,24161,0,22,-23,132,-120,-3202,-342,2197,1599,17937,3620,2440,7279,4598,1,34,2843,-575,3790,235,330,4,-99,1214
1965:Q3,59127,63687,60555,15504,9044,33684,2323,0,3132,28240,-124,309,6641,-160,0,884,1700,215,-116,469,836,296,822,821,-13,14,36,-2096,913,1075,741,1274,8999,6207,1639,-619,25108,23899,0,60,-17,2721,199,-1520,302,2047,1693,10774,1032,209,7385,2148,33,35,4100,1013,5180,1209,13,132,1064,-4560
1965:Q4,61180,56504,60954,16068,9040,33951,1896,0,-4450,36343,-119,5309,8810,-152,0,-1079,764,477,-23,266,1008,-964,3335,1419,365,1551,45,-3782,853,1991,562,1220,9432,1480,2145,5530,40794,39023,0,103,-19,7964,-129,5573,402,1492,626,17912,5504,2195,7115,3098,21,34,5981,1965,5062,1771,-315,105,1981,4676
1966:Q1,63021,70289,63802,16851,9114,34370,3468,0,6487,24214,-68,-6089,6546,-132,0,251,7753,1005,4734,709,577,728,-680,809,-96,-1393,38,-2303,927,106,1027,1173,10035,4172,-751,2209,17727,17714,0,161,-20,4806,23,-65,440,1445,2963,8686,439,2241,6399,-393,27,29,-592,-162,4779,13,-132,111,34,-7268
1966:Q2,64257,65245,64477,16247,8740,36410,3079,0,768,27821,-209,6133,5654,-14,0,274,-30,98,-4281,3073,1082,-2,3323,1482,1093,748,57,-1959,1428,-109,608,1141,10831,4229,-3728,192,27052,25634,0,242,-116,-123,41,-6549,1519,2299,2567,20679,7164,3241,7165,3109,21,28,2193,-2538,5248,1418,1508,79,-169,-988
1966:Q3,62925,69849,66293,16854,8516,37960,2963,0,3556,28747,-173,-3525,2176,-252,0,1963,4703,-521,2269,688,719,1548,1715,1252,907,-444,46,-1506,1089,1625,207,1157,10473,6700,1460,889,25191,23364,0,108,-52,5884,605,2170,-707,1383,2433,6706,619,-345,5648,784,-6,26,4117,968,5613,1827,267,-29,1589,-6924
1966:Q4,66246,54340,66453,16924,7744,37660,4126,0,-12113,23182,-121,4807,5101,21,0,-403,2078,900,-515,608,1239,-154,2961,763,990,1208,60,-4048,1528,1677,505,1221,10940,-274,1593,-4465,35295,33807,0,231,-29,9176,156,5557,103,1109,2251,12583,3273,2412,4465,2433,67,24,4865,852,6038,1488,-384,99,1773,11906
1967:Q1,63758,69201,64403,16541,7516,36490,3856,-0,4798,20139,-51,-2495,12785,-377,0,-1616,-1733,643,-1466,-120,-1759,969,1181,1845,673,-1337,51,-2802,1271,1412,542,1265,10877,1516,-1025,-664,15341,13566,0,187,-36,8357,1055,1463,1464,1232,3143,2644,-255,1537,3436,-2074,40,24,-3707,-684,6741,1775,252,158,1365,-5443
1967:Q2,64364,62817,65229,17328,8451,37866,1585,-0,-2413,14308,-15,3754,10762,12,0,291,-7219,-77,-5647,-208,-1377,90,2289,1206,508,575,32,-4214,796,-774,267,1237,11842,2342,-7544,450,16721,16884,0,108,-16,-1505,565,-9621,1611,2321,3619,14794,4466,1960,5585,2783,45,24,2225,-5434,6643,-163,480,174,-817,1548
1967:Q3,65603,70447,67607,17378,8935,38979,2316,-0,2840,37154,-92,4859,7710,-91,0,1128,3700,498,1683,-305,707,1117,2230,1660,871,-301,46,-3621,1126,262,345,1242,11574,5245,1468,23,34314,33300,0,148,-39,14784,22,8310,-181,2124,4509,7490,-2365,1124,7318,1413,30,20,3676,570,6621,1014,736,112,166,-4845
1967:Q4,68683,50744,68005,17597,9579,38721,2108,-0,-17261,41269,-1012,8054,7308,317,0,-66,4870,36,2554,1328,-862,1814,3590,1248,1111,1231,49,-2914,1173,-22,-101,1221,11912,1804,2089,2997,58530,57562,0,24,-19,14501,-230,8609,1261,1474,3387,27216,14095,2808,7290,3023,11,12,6604,1359,7854,968,929,120,-81,17939
1968:Q1,67919,83087,69212,18922,9778,38404,2110,0,13875,30895,-1362,-6601,9020,226,0,1243,5895,-133,5317,659,-121,173,590,691,1236,-1337,42,-2838,1068,2400,957,1202,12413,1828,2607,2205,17020,14033,0,171,0,10107,448,5215,357,1485,2602,-2178,-8396,1547,5966,-1295,74,2,-2861,4442,4276,2987,365,281,2341,-15168
1968:Q2,71118,67758,73193,19442,10145,40086,3521,0,-5435,26899,-22,4469,4605,924,0,-839,1686,784,-2861,1997,543,1223,4689,3214,974,501,51,-4361,1235,-116,478,1184,13537,5597,-3947,-2272,32334,31907,0,-91,0,1696,-82,-4820,921,2149,3528,22959,6001,5286,7540,4132,29,-8,5148,-4636,6810,427,530,108,-211,3360
1968:Q3,71808,71589,73939,20486,10346,41187,1920,0,-2350,38426,74,5498,9119,106,0,1360,992,468,816,439,-980,249,3231,2496,1336,-601,62,-5367,1537,324,582,1189,13151,7748,543,-1723,40776,40700,0,33,0,14539,1528,6695,1019,1996,3301,10506,-235,316,7669,2756,24,-8,7175,-101,8532,76,-476,98,454,219
1968:Q4,75236,60551,74107,20552,10917,41136,1502,0,-13557,35757,137,5503,10117,81,0,-2255,1072,28,-447,729,-528,1290,3065,639,894,1532,42,-7246,941,184,366,1213,14085,3507,1816,3129,49314,49510,0,54,0,8149,-679,1690,863,2813,3462,24275,7860,2957,8294,5164,20,0,7325,1400,8287,-196,-578,141,241,14685
1969:Q1,75662,82007,76812,20849,11516,41575,2872,0,5196,33356,-56,-7652,2791,70,0,2229,14070,1108,8336,947,3387,292,-3276,-2538,578,-1316,61,-2880,1476,1079,945,1237,14758,6129,1579,797,28161,26542,0,31,0,7824,631,-127,212,3671,3437,7008,154,659,6635,-440,64,11,523,1187,9894,1619,337,249,1033,-6345
1969:Q2,77018,71300,78067,20950,11637,43175,2306,0,-6767,23999,317,6850,93,280,0,1081,-2971,599,-7550,1605,1988,387,3376,2517,458,401,70,-4359,1764,-1206,638,1253,16006,7039,-6514,282,30766,31472,0,-90,0,-5594,34,-11956,-509,3540,3297,24773,6629,5196,8157,4791,46,20,6114,-3297,9500,-706,421,176,-1303,5718
1969:Q3,77707,76663,79856,20992,11590,44727,2549,0,-3193,38630,11,-822,-5704,98,0,4701,13356,400,7260,1075,2789,1832,-1457,-2208,949,-198,64,-1391,1566,-176,768,1269,16163,9258,819,107,41823,40894,0,25,0,10926,864,6241,-1664,2711,2774,12345,-775,3159,7823,2138,51,22,7242,287,9996,929,990,197,-258,1044
1969:Q4,78271,68409,76680,21042,10930,43262,1447,0,-8271,44002,695,9002,63,86,0,-2359,8182,422,3170,1854,1673,1063,7109,3651,2254,1204,27,-5050,546,370,370,1279,16685,3010,924,3064,52273,50047,0,87,0,8130,-422,4889,-343,1464,2542,22032,6877,3720,8017,3418,128,13,8892,121,10644,2227,1658,291,278,9862
1970:Q1,75040,84783,75122,20814,10950,42902,456,0,9661,34832,964,-5595,3608,231,0,-554,8954,528,6075,2253,682,-584,-2098,-708,-70,-1320,82,1418,2039,3031,356,1341,14291,4034,973,1757,25171,20205,867,52,0,9350,1688,2741,-452,2140,3233,869,-4680,3614,4503,-2568,124,69,-1695,218,10351,4966,1317,473,3176,-9743
1970:Q2,76539,75945,77642,21138,10735,44498,1270,0,-1696,31225,23,7377,11720,-133,0,-4924,-5814,276,-8318,372,609,1247,2226,491,1381,354,99,284,2404,-1520,-19,1275,15317,2259,-6074,6725,32921,33133,0,86,0,2819,-149,-5691,-486,3340,5805,19760,4579,4808,7615,2758,47,12,3178,-2792,10023,-212,1195,182,-1589,594
1970:Q3,76171,82639,79348,21372,11010,45695,1271,0,3291,43825,-361,3346,21193,-543,0,-140,459,1,-2425,-48,-808,3739,3550,1199,1865,486,61,-276,1573,-1538,599,1316,14928,2456,1344,-4142,40533,40717,0,88,0,15731,466,7420,-99,2584,5360,10969,1749,-2003,9220,2003,75,11,2516,105,11222,-183,1114,296,-1593,-6469
1970:Q4,75163,65036,75569,20283,12168,44114,-996,0,-10533,39964,-562,6056,19016,-289,0,-2553,-2447,956,-4850,-835,-1060,3342,4481,2684,565,1232,39,-1535,824,-665,102,1408,15467,-1948,1146,1424,50497,49000,0,75,0,17990,-228,8463,79,3919,5757,15294,4816,-507,8749,2236,53,14,4980,-163,10757,1497,2083,174,-760,10128
1971:Q1,79088,88077,81923,22763,13143,42953,3064,0,6154,44810,483,-6726,29230,-31,0,492,-5788,565,-5482,-2295,-818,2242,1652,1083,-64,633,-55,-2425,-1401,1288,282,1499,15656,3203,3249,4202,38656,35265,717,121,0,11932,1200,1637,-707,4245,5557,8553,-3563,3884,7820,412,42,17,490,1702,11691,3392,1990,167,1235,-8988
1971:Q2,81522,81063,85894,23445,14688,45041,2719,0,-4831,48293,-652,10921,17338,-333,0,540,-2063,-163,-2469,-2698,496,2771,1713,726,390,597,88,-313,2181,-612,-13,1584,16835,2442,-3645,2282,53123,50362,0,150,0,10051,-1477,1916,-235,4240,5607,28489,5708,4991,12950,4840,33,18,1889,-588,10320,2761,3321,122,-682,459
1971:Q3,83533,85827,88508,24015,15595,46351,2547,0,-2681,56728,-450,2469,14719,-716,0,2920,4923,719,698,647,393,2466,325,415,-289,199,86,-423,2153,1259,-343,1630,16420,5744,1634,4378,59409,54662,0,127,0,16341,578,8745,-441,3942,3517,21361,1209,1513,14086,4553,-66,19,3953,1695,11232,4747,3839,-246,1154,-2294
1971:Q4,86155,75032,87317,24911,16402,46078,-74,0,-12284,57886,2,9823,19266,-15,0,-2746,-242,765,-1231,566,-497,155,4295,3259,-70,1106,22,-2759,277,-275,354,1638,16912,1748,1443,8143,70170,68021,0,80,0,18760,-1187,11435,333,3724,4455,25816,3908,2101,14029,5778,9,17,9644,1318,12377,2149,2296,230,-377,11123
1972:Q1,87270,102848,90745,25448,17642,46848,807,0,12102,58074,166,-7458,24315,81,0,2250,1320,1113,792,-1662,711,366,-201,9,1398,-1608,-118,-645,-2903,875,-84,1669,18419,6957,3744,9687,45972,43073,710,268,0,11623,1291,3209,86,4155,2882,18119,-254,5075,13694,-396,-46,30,-432,1675,11126,2899,2259,-181,821,-15578
1972:Q2,89392,92773,96696,26221,18121,49355,3000,0,-3923,46864,-7,2346,20288,7,0,735,-2645,831,-4034,-217,320,455,3336,1196,1546,594,62,-1999,1507,-3096,-569,1706,20471,5732,-5998,4988,50787,50373,0,171,0,1232,588,-6805,-15,3551,3913,38584,7577,5008,18624,7375,50,39,3664,-1778,8411,414,3422,193,-3201,-3381
1972:Q3,93791,104667,99235,27031,18433,50342,3429,0,5433,66435,-3,5906,19142,200,0,1252,2509,294,731,130,735,619,1464,-11,1159,316,77,-351,1929,-166,-203,1735,20301,8339,1629,2675,61002,58321,0,134,0,10512,-365,3754,462,3584,3077,26613,481,1652,19173,5307,79,42,10235,1930,8776,2681,2604,298,-221,-10877
1972:Q4,101494,104840,101936,28371,19654,52039,1873,0,2904,89632,0,15081,20393,333,0,-2714,3395,722,2853,-554,647,-273,5352,3536,516,1300,69,-2174,782,-2936,-555,1764,20249,6660,2051,21882,86728,86639,0,113,0,15937,-793,10878,366,2876,2610,42102,9566,4888,20420,7228,52,41,14394,2060,11940,89,2739,445,-3095,-3346
1973:Q1,104638,123229,107422,30549,20574,53662,2638,0,15807,78927,0,-5842,30437,595,0,4319,5153,-977,2300,1071,2502,257,-1066,797,1212,-3075,-618,2287,-15271,-2072,-658,1804,19869,12791,4349,22850,63120,63069,0,107,0,11358,-1097,7075,261,3548,1571,35594,13392,4788,16407,1007,199,43,2417,2477,10874,51,1727,772,-2448,-18590
1973:Q2,107417,106591,111829,30429,20093,56756,4552,0,-5238,64910,-9,5030,18193,313,0,180,2668,179,-665,1805,1534,-185,4061,2466,559,1036,105,1672,2594,-39,-536,1854,20522,12610,-6021,1714,70148,67499,0,111,0,-549,161,-7147,-417,3667,3187,47715,11690,4496,22659,8870,244,47,13096,-1505,8340,2649,2143,935,-429,826
1973:Q3,112703,112030,110971,30314,19834,58383,2440,0,1058,73963,0,-4436,15524,-307,0,4867,9796,196,2252,3196,2187,1965,2342,661,1684,-3,71,4624,1775,5013,-66,1863,19901,13891,1997,-2892,72905,66567,0,83,0,5547,303,-1955,442,4059,2698,37751,7402,2994,21058,6297,103,46,10521,2182,10334,6337,1314,398,4625,674
1973:Q4,117052,113453,113756,29712,19270,58525,6248,0,-303,92676,0,17569,10763,1194,0,566,5035,1243,1426,992,425,949,5657,4050,364,1243,109,-3030,2207,7152,-726,1826,20559,6999,2803,13993,92980,83460,0,102,0,14983,2047,5949,144,4705,2138,32656,6536,2300,17535,6285,-32,39,19667,2126,13919,9519,2643,73,6803,3599
1974:Q1,112461,118041,110298,29411,18470,59287,3130,0,7742,61757,0,-11447,26290,796,263,3480,9814,1336,5270,-662,2006,1864,-2805,-3216,1748,-1337,-43,3720,-1067,-4851,-310,1782,20808,14551,2912,-2136,54014,56166,0,97,0,11758,853,2232,357,4509,3807,21772,5809,3613,14870,-2520,380,33,2851,3454,15821,-2152,1551,1465,-5168,-5580
1974:Q2,112094,96053,116163,30324,18242,63243,4354,0,-20109,52240,29,3032,18964,-551,307,-5132,558,-1081,-5712,2742,1763,2846,6982,3524,2216,1242,72,1187,1783,-7570,-313,1732,22526,17491,-6019,-2838,72350,78725,0,111,0,3999,732,-6729,-29,4633,5392,50182,16880,7644,19341,6317,113,27,13720,-600,11173,-6376,1208,435,-8019,16040
1974:Q3,117693,121279,116862,31657,18119,65692,1395,0,4417,76351,123,1117,6605,177,816,1991,20271,1802,4757,6656,4617,2439,4142,1914,1968,260,162,-1863,4008,-8123,-751,1754,22401,9068,2988,11465,71934,79123,0,145,0,16099,2602,5371,-208,4169,4165,29817,7195,2338,15820,4464,333,26,11513,4508,16682,-7189,-32,1287,-8444,-3586
1974:Q4,112834,97028,116365,29526,16248,65479,5112,0,-19337,46110,20,9408,14973,105,993,-7856,11699,2069,1464,1664,-118,6620,7837,3929,3307,601,117,705,2890,-6447,283,1851,22972,-6690,1782,-8532,65446,70513,0,183,0,18234,-56,10114,-250,1995,6431,27624,8953,5834,12152,685,174,29,5328,1555,17386,-5066,1289,538,-6893,15805
1975:Q1,105929,118826,106270,30534,15822,62422,-2507,0,12556,56040,4,-8742,26218,247,1241,2714,6038,1668,-366,-811,1990,3557,3351,3528,1611,-1788,148,1257,3636,-3261,396,3047,23510,13485,494,-17742,43485,45028,0,201,0,28953,1496,16348,-293,2168,9234,-1112,-8895,5229,8568,-6014,23,1144,-13260,-1313,30392,-1543,1949,86,-3578,-12896
1975:Q2,109364,108283,109385,31670,16584,64619,-3489,0,-1102,66973,16,15432,20304,-422,41,-1609,2078,430,3710,-1921,1429,-1570,7980,3120,4069,791,152,2261,3776,-4971,-26,2349,25240,7568,-7719,-5477,68075,69456,0,234,0,26282,-2351,16527,-49,4081,8074,26408,-376,8267,15796,2721,158,379,2421,-4032,17606,-1381,3229,606,-5216,1082
1975:Q3,124355,119939,120729,34009,17737,69330,-347,0,-790,82004,25,1868,16780,64,47,2072,16801,582,11050,-263,972,4460,2973,-1175,3895,253,44,1323,1086,-2417,-865,2059,24958,17286,3188,-5287,82794,83864,0,247,0,30548,122,24286,-9,2669,3480,18551,-3248,176,16373,5250,-3,39,12595,2584,19303,-1070,1693,-17,-2746,4416
1975:Q4,124513,119720,124127,35539,18792,69708,87,0,-4406,81622,21,7062,22287,998,-63,-3609,18127,1104,10739,-617,2829,4072,9571,5486,2820,1265,153,-470,3826,-1328,-250,2770,24554,-12436,3697,6713,86029,83728,0,284,0,34208,-2164,24708,-2,6039,5627,29997,4202,4290,15692,5813,271,719,14207,1594,2448,2301,3045,1053,-1797,4793
1976:Q1,127332,132420,130413,37597,20709,68433,3673,0,2007,89864,45,-8003,30955,855,-88,2731,6255,953,5872,-1090,3348,-2828,4877,5023,1089,-1235,142,2833,3480,-5317,-838,1988,25189,18493,6540,-273,87857,88848,0,185,0,33978,1310,22104,56,4135,6373,16607,-8237,10469,16463,-2088,281,-99,-4874,3583,39187,-991,3164,1082,-5237,-5088
1976:Q2,132341,141264,137871,38197,21837,72226,5612,0,3393,98344,-15,15624,22121,779,-216,134,4959,-251,-2529,902,4376,2461,1776,642,82,1052,74,2845,1816,-3981,-888,2460,25715,16105,-5816,14852,94951,95170,0,155,0,22866,892,7249,42,9707,4976,47692,5982,12555,20915,8240,184,334,11142,-2375,15172,-219,3507,705,-4431,-8923
1976:Q3,139524,131768,142097,39105,21766,76025,5202,0,-10329,96486,18,3490,20520,107,-19,1041,6359,413,-506,414,1946,4092,6977,4473,2161,343,111,1383,2754,-2106,-892,2221,26824,13977,3474,10247,106815,106769,0,127,0,25584,-929,16266,285,4286,5676,35703,-1451,5190,24424,7540,166,53,10114,3384,31638,46,1836,636,-2426,7756
1976:Q4,136360,137214,143699,40397,24736,75937,2630,0,-6485,86619,29,9276,33539,1156,-223,-3298,6352,1025,-1903,3924,-1866,5172,12591,9929,721,1941,214,2037,1583,-1150,-318,2526,28355,-14089,3533,4506,93104,92391,0,135,0,22150,160,13941,-404,2792,5661,48450,5539,11886,22752,8273,193,311,14673,2089,4390,713,2048,331,-1666,-854
1977:Q1,137669,144982,148979,42424,26120,76729,3706,0,-3997,90515,60,-8483,38109,780,-129,750,5636,-17,5063,-681,127,1144,-2151,-1474,1922,-2599,59,-218,1476,-6933,-888,2300,29580,23219,3520,3829,94512,101117,0,119,0,25290,1034,14566,-154,4468,5376,35433,4129,9565,21686,53,160,52,5391,1687,32985,-6605,-157,611,-7059,-7313
1977:Q2,151295,143247,161056,43644,29833,82712,4867,0,-17810,76801,83,14711,21486,1020,121,1432,-5646,-1052,-10013,862,4735,-178,7156,3651,2696,809,135,-1253,3317,-3640,518,2432,29128,14307,-10681,2176,94611,97572,0,142,0,12520,711,-4352,-78,12570,3669,65124,8471,9747,34013,12893,168,167,11192,-5443,13702,-2961,434,651,-4046,8049
1977:Q3,161688,164620,169834,44744,30697,86671,7721,0,-5214,124663,9,10137,29249,-6,-5,1040,7635,-458,5929,1590,-44,618,7957,4261,3476,220,82,77,2007,-478,748,2435,30484,19129,3634,10529,129877,128766,0,125,0,29180,261,16419,-498,6889,6109,63469,2710,12931,36923,10905,182,99,8289,3602,23820,1111,1107,695,-691,-2931
1977:Q4,161299,151106,171289,46293,31126,87840,6030,0,-20183,118204,90,5665,29711,711,311,-2739,7730,406,2395,1028,1861,2040,16287,11229,3111,1947,73,-1371,2404,3004,-91,2814,28862,-6989,4181,27551,138387,133817,0,125,0,29482,-367,16421,-43,5817,7654,68098,7295,13144,35720,11939,212,353,18365,2584,14598,4570,1355,395,2820,10193
1978:Q1,161446,166878,171237,46029,32388,86457,6363,0,-4359,121891,15,-14145,33546,1129,1592,910,11420,942,4355,2127,5795,-1799,7641,5515,3926,-1800,156,-4009,4252,-2702,238,2656,32561,22904,4501,19226,126250,130087,0,110,0,30247,911,15577,-323,9722,4360,53518,9564,13704,28171,2079,260,53,1612,3096,41191,-3837,-1610,1000,-3227,-5433
1978:Q2,175889,159661,189095,50214,35056,97761,6064,0,-29434,102246,104,22406,19852,-89,1329,1321,8376,-1002,-2677,4974,7971,-890,10890,5347,5047,496,136,-2907,3324,-6068,-677,3068,31553,26092,-9891,-6572,131680,135713,0,124,0,23373,700,1071,-97,15297,6402,81624,12357,11628,40084,17555,436,306,14744,-4896,20002,-4033,695,1681,-6409,16228
1978:Q3,187571,187783,197795,50343,36426,104785,6242,0,-10012,139277,43,12784,26571,-1212,1246,264,10826,-269,7714,1010,5934,-3563,16321,9587,6270,464,-245,-3036,1879,-3070,-30,2864,32556,28110,3420,9987,149289,150656,0,118,0,29732,573,11732,-552,12803,5176,76337,3169,16608,43064,13496,503,67,9877,3861,30161,-1367,208,1932,-3507,-212
1978:Q4,191059,181377,203616,51634,37184,107677,7122,0,-22239,145846,-1347,9721,25004,-1290,1974,4370,6801,451,-6856,5515,6710,981,26223,19699,4086,2438,191,-1704,4003,-2401,55,2970,34504,-4153,6071,34854,168085,169085,0,148,0,22470,507,3869,-363,13434,5023,82986,11392,17623,40688,13283,384,264,28019,3940,30874,-1000,602,1023,-2625,9681
1979:Q1,192434,183796,201751,52019,37039,106730,5963,0,-17955,125460,1142,-19580,25567,4332,7183,3729,19850,-616,11178,5539,4645,-896,1536,-3625,7073,-1912,440,-4346,5146,-1208,-806,2632,33569,32844,6806,6624,143415,145642,1139,327,0,24730,2166,9593,-628,9251,4348,52223,8626,6460,34623,2514,253,-18,7547,5451,53990,-2227,-1670,974,-1531,8638
1979:Q2,194670,196019,209523,51745,37782,113146,6850,0,-13505,119760,-6,22747,7761,-1178,7541,3535,19450,-292,9853,3253,7063,-427,12044,3523,7932,589,520,-5075,6562,-11724,-24,2893,35531,24177,-12065,7072,133265,146432,0,367,0,18170,2899,-151,-447,10559,5310,84687,14102,11784,45301,13500,568,263,18608,-4245,28014,-13167,-3102,2188,-12253,-1349
1979:Q3,205627,199383,217556,53803,38590,122131,3033,0,-18173,159574,0,19420,26260,-1485,7806,849,996,-872,294,3920,3665,-6011,14773,6274,7861,638,742,-6706,5818,-7479,-625,2596,34009,33681,3333,25587,177747,185305,0,300,0,29208,3264,11169,-76,11071,3780,88101,12338,14040,47514,14209,575,2,21099,5385,40635,-7558,-1881,2210,-7887,6244
1979:Q4,201053,198869,215862,53364,37845,122515,2138,0,-16993,143349,64,5235,15221,256,10391,1990,37759,1854,21218,7408,3099,4180,16395,8853,5632,1910,837,-6464,4330,-7461,-418,2810,36236,-7900,4405,29665,160343,167374,0,266,0,30181,690,17354,-132,8425,3844,70536,9762,10604,37082,13088,710,271,24840,3184,37386,-7031,-1145,2110,-7996,2184
1980:Q1,195619,176408,214660,53916,35967,122303,2475,0,-38253,110839,1152,-20173,25147,-1035,15823,2491,20865,590,14977,8693,3762,-7157,-5697,-8224,6385,-3858,960,-2438,4966,-13379,-1643,2458,45502,34326,7874,-6360,149092,158408,1152,261,0,44085,6994,24515,-64,6682,5958,35526,7347,2161,30972,-4954,540,-32,5313,6113,65450,-9316,1368,2075,-12759,19211
1980:Q2,193962,192682,205337,49237,30233,123929,1938,0,-12655,74702,-112,9879,13686,-557,16078,3932,-2330,-419,-2720,-3398,3194,1013,10546,1230,8654,662,976,-3944,1994,-15641,470,2688,50569,77,-16484,2876,87357,98850,0,171,0,39479,5282,13212,-189,9945,11229,15477,-9924,3344,26082,-4025,1041,244,-3017,-5534,50989,-11493,884,4011,-16388,1280
1980:Q3,209512,228664,204924,52361,31925,129102,-8464,0,23739,207008,261,27169,31597,399,1032,3450,12710,-493,13478,-2177,1549,353,19061,7350,10658,1053,1105,-1514,2677,-12999,427,2417,54134,22295,1374,41413,183269,191209,0,130,0,41628,-4145,28548,-112,10051,7286,64799,10729,11665,37706,4699,753,18,10930,3219,69732,-7940,2542,2886,-13368,-19152
1980:Q4,215258,211323,219910,54886,35451,131853,-2280,0,-8587,172246,-1285,-4401,59278,2265,-4033,-650,13364,-132,14257,870,2944,-4575,18242,8045,7684,2513,1376,-107,5945,-2135,429,2685,57231,1870,5481,16691,180833,175719,0,179,0,34796,-4163,27300,-128,8580,3207,78980,23121,11766,36385,7708,677,335,30943,1613,28196,5114,5634,2171,-2691,3935
1981:Q1,223259,225141,235593,57190,35223,133491,9689,0,-10452,235638,1341,-2606,10131,213,36600,901,4790,-333,4303,-4429,8318,-3069,4028,-3728,9474,-1718,977,-7916,1533,127,967,2292,48021,45124,5669,83446,246090,243034,1093,172,0,55246,3811,36620,-54,8786,6083,26318,-1704,5307,26857,-4142,674,-32,22730,2802,134031,3056,821,2592,-357,-1882
1981:Q2,227655,242648,235934,56002,34703,142300,2928,0,6714,122917,23,2723,17791,983,13520,-1317,15555,-636,4358,4827,5952,1054,17388,2199,14197,992,907,-9311,4561,67,1069,2649,48028,18845,-17757,7193,116203,114583,0,154,0,23375,5982,-43,-159,9993,7602,76700,16905,13233,38854,7708,912,334,11239,-5803,7672,1619,-1335,3517,-563,-14993
