date,FU386000105.Q,FU385090005.Q,FU385050005.Q,FU155111003.Q,FU385012005.Q,FU385013005.Q,FU145020005.Q,FU385420005.Q,FU385000005.Q,FU384090005.Q,FU313011105.Q,FU383020005.Q,FU383030005.Q,FU383030505.Q,FU383034005.Q,FU382051005.Q,FU384022005.Q,FU383069105.Q,FU383061105.Q,FU383061705.Q,FU383062005.Q,FU383063005.Q,FU384023005.Q,FU383069005.Q,FU383065005.Q,FU383066005.Q,FU103092305.Q,FU383064105.Q,FU103092105.Q,FU383094905.Q,FU383064205.Q,FU153040005.Q,FU153050005.Q,FU383070005.Q,FU383078005.Q,FU383090005.Q,FU384194005.Q,FU384190005.Q,FU313111303.Q,FU313125003.Q,FU313131003.Q,FU384122005.Q,FU103169100.Q,FU313161105.Q,FU313161705.Q,FU383162005.Q,FU103163005.Q,FU384123005.Q,FU383168005.Q,FU383169005.Q,FU383165005.Q,FU153166000.Q,FU143192305.Q,FU313140003.Q,FU383170005.Q,FU143178005.Q,FU383190005.Q,FU143181105.Q,FU103164105.Q,FU143192105.Q,FU112090205.Q,FU387005005.Q
1953:Q1,28445,41765,29775,8415,5181,15206,973,0,11990,11189,-603,-1540,1918,0,0,9,906,17,24,43,973,-151,181,533,540,-892,15,160,359,359,137,774,4022,2311,1870,311,-801,-1744,0,14,-38,-963,39,-3428,102,1564,760,3227,-8,737,2119,379,18,8,-569,-1374,-2067,943,518,68,357,-13321
1953:Q2,28895,39830,30482,8375,5172,16041,894,0,9348,9291,-128,-3107,2711,-145,0,-256,2292,-18,1071,6,966,267,901,-12,437,476,16,295,407,-428,83,760,4167,-925,2372,276,-57,-194,0,28,-51,2043,-73,390,-445,1158,1013,4907,-57,325,2868,1771,6,18,357,-806,-6696,137,545,20,-428,-10935
1953:Q3,29035,37982,30373,8269,5035,16486,583,0,7609,21663,-301,4921,1536,-30,0,815,2369,20,1715,53,946,-365,761,606,243,-88,14,-15,352,219,77,738,4175,1619,3781,632,14054,13458,0,18,-58,8575,50,6437,142,1416,530,3531,202,146,2501,682,17,25,1255,2198,-2103,596,315,65,216,-8947
1953:Q4,25869,9996,28393,8056,5052,15787,-502,0,-18397,10646,-129,-394,2390,-72,0,-640,639,-10,38,-33,405,239,1472,326,256,890,-19,-69,-466,2688,86,710,4226,-3488,2600,1112,29044,26043,0,22,-44,6108,55,1796,1828,1217,1212,2447,-1148,-7,2342,1260,-8,23,-532,587,17440,3000,388,-74,2686,15873
1954:Q1,26866,23784,27714,7958,4925,15323,-492,0,-3930,4437,-56,-2148,2380,-125,0,-391,-748,108,-1185,35,562,-268,-923,113,161,-1197,12,-41,284,-480,100,692,4019,1387,237,238,8367,8047,0,41,-50,-1552,123,-4614,658,1504,777,256,-131,296,1961,-1870,14,-13,-962,-3646,13959,320,737,56,-473,3083
1954:Q2,27325,13775,28250,8136,5227,15732,-845,0,-14476,6044,-8,1192,3034,-8,0,216,-3466,26,-3714,11,308,-97,624,-196,338,482,16,115,393,-1105,53,679,4071,-431,637,32,20519,21010,0,24,-60,1050,-41,-285,-909,1350,935,4214,-479,386,3045,1262,20,-59,212,-3016,18625,-490,522,73,-1085,13550
1954:Q3,27548,10622,29023,8036,5645,15865,-523,0,-18401,16010,-164,2777,1773,-90,0,1006,677,-38,152,42,670,-149,498,170,450,-122,9,-114,200,-739,114,669,3924,2748,2349,373,34411,34852,0,12,-51,4550,100,3130,-1465,1510,1275,4167,164,376,3391,236,17,-100,2238,1839,22180,-441,228,72,-741,16926
1954:Q4,28610,22057,29888,8478,6016,15474,-79,0,-7832,16637,-70,2495,2799,-36,0,-834,1042,-9,931,49,692,-621,2056,426,447,1183,-13,-298,-302,1229,154,662,3992,28,2791,942,24469,23370,0,14,-65,7070,-53,3487,1801,1287,548,6821,214,1063,3823,1721,-42,-127,2714,1604,5381,1099,96,-131,1134,6553
1955:Q1,30291,35245,31521,9150,6352,15068,951,0,3724,14075,-30,-1803,2029,7,0,230,2174,-10,1563,121,602,-102,-320,409,425,-1154,12,317,283,-167,142,682,4101,3216,2889,313,10352,9911,0,12,-39,-2333,-31,-4559,257,1492,508,4455,477,563,3676,-261,19,-99,232,-1831,9495,440,531,78,-169,-4954
1955:Q2,33268,11100,33689,9691,6431,16412,1155,0,-22589,13475,-33,498,2640,-8,0,-402,1148,71,96,161,1018,-198,1140,57,405,678,18,-280,488,-1501,121,709,4296,1051,3266,324,36064,37321,0,5,-93,-305,-120,-976,-1045,1112,724,10190,1970,767,4400,3053,24,-52,2143,-910,26319,-1257,160,86,-1503,22168
1955:Q3,33988,20624,34845,10099,6430,17243,1074,0,-14221,22575,15,2425,1312,-85,0,1136,4255,-107,3080,144,1009,129,465,132,264,69,14,-69,349,-644,169,758,4260,4520,3173,522,36796,37097,0,4,-110,3418,-9,2194,-642,1401,474,7784,1386,370,4240,1788,18,1,4714,3222,18046,-301,278,69,-648,13364
1955:Q4,34131,26214,35328,9859,6228,17432,1808,0,-9113,20105,8,1035,2444,28,0,-415,4133,-28,2659,368,840,294,1685,10,478,1197,-15,-50,-406,1173,140,756,4271,863,3177,1278,29219,27418,0,2,-13,6032,-9,2998,703,1029,1311,9193,2268,592,3927,2406,-32,-15,4026,3182,5043,1800,750,-117,1167,7916
1956:Q1,34632,26640,34392,9393,6059,17341,1600,0,-7752,10902,12,-1185,2309,-42,0,-158,229,-46,-678,75,686,192,-467,194,495,-1156,22,-38,544,147,314,850,4469,2088,1204,604,18654,17904,0,7,-91,-2802,0,-4465,6,1235,422,4453,1111,605,3435,-698,23,58,-629,-3297,20182,750,522,86,142,7992
1956:Q2,35616,48549,34960,9427,6098,18539,896,0,13589,10126,103,-549,2960,61,0,-563,-1502,154,-3092,274,714,448,1025,21,499,505,25,-555,650,-988,35,909,4648,1583,2202,82,-3463,-2784,0,17,-35,-3880,-73,-5222,-466,921,960,8361,1903,361,4067,2030,20,90,2202,-2958,-6601,-679,234,78,-991,-12933
1956:Q3,36785,45823,35917,9395,6047,19582,892,0,9907,20064,164,1105,1428,173,0,1878,1964,46,687,231,830,170,366,-18,319,65,33,-50,805,-302,323,891,4651,4056,2193,386,10157,9859,0,14,-66,3104,112,974,-234,1185,1067,5387,558,353,3779,697,16,86,2481,2084,-3247,298,573,69,-344,-9038
1956:Q4,36781,11836,35937,9824,6007,19545,561,0,-24101,18608,26,1530,2767,698,0,-586,1873,-66,1048,-55,620,326,1889,322,398,1169,-8,143,-211,1124,114,820,4796,-561,2812,1382,42709,40763,0,20,-52,5428,-23,3161,439,824,1027,6818,1437,436,3343,1602,-8,69,2153,2495,23840,1946,921,-93,1118,24945
1957:Q1,37280,61648,35801,10002,5884,19375,541,0,25847,15305,348,-381,3426,221,0,-174,2297,50,663,142,699,743,-1400,-631,640,-1409,24,-157,588,314,231,744,5268,2156,1466,334,-10542,-11567,0,19,-47,1380,-25,-1150,22,1063,1470,2075,391,179,2843,-1338,8,46,-569,-2536,-11943,1025,760,35,230,-24368
1957:Q2,37779,21658,36444,9902,5713,20165,664,0,-14786,9500,326,-2065,3648,236,0,-1118,-841,-6,-1623,333,268,187,510,-710,561,659,47,73,1198,-420,224,667,5633,-459,1799,42,24286,23761,0,22,-101,-3539,-33,-5430,-452,911,1465,7281,2081,263,2956,1981,11,22,-171,-2261,22497,525,903,47,-425,16121
1957:Q3,37666,69819,37418,9833,5767,21116,702,0,32401,22157,27,2786,1920,247,0,2242,2976,-4,1802,6,861,311,210,-319,648,-119,18,-622,427,46,193,649,5764,1767,2904,603,-10244,-10592,0,19,-102,7303,44,4612,-222,1356,1513,3419,-486,-199,3356,748,2,12,1367,1554,-24166,348,299,9,40,-32153
1957:Q4,34917,29719,34851,9737,5812,20431,-1130,0,-5132,12802,98,-1013,3297,-77,0,-422,1534,90,842,408,370,-176,1665,124,608,933,2,-558,33,459,187,678,5948,-2488,2549,910,17934,16998,0,20,-77,4968,58,1174,975,1177,1584,4266,78,-97,3039,1246,19,7,2297,1110,4388,936,479,6,451,5198
1958:Q1,32716,28271,32637,9142,5521,18976,-1002,0,-4365,10502,-370,-1482,4707,202,0,-62,-1051,311,-2157,-357,345,807,-709,334,591,-1634,10,-540,309,689,325,721,5428,2085,175,65,14868,13894,0,36,-25,2432,294,-1783,596,1460,1865,-494,-2092,1345,2695,-2442,18,7,-2661,-3126,17707,973,221,69,683,4444
1958:Q2,32523,15627,33011,8966,5519,19585,-1059,0,-17385,11489,-1075,3158,5365,108,0,-1758,-3764,-291,-1592,-638,-561,-682,1440,25,901,514,25,-445,601,32,467,775,5436,-52,866,310,28874,27903,0,21,-100,4539,75,3294,-1053,1143,1080,5015,-61,574,3573,929,20,11,1662,-2504,19239,971,858,77,36,16896
1958:Q3,34844,7645,35476,9142,5999,19949,387,0,-27832,21407,-483,206,2420,137,0,2093,-470,-231,-1466,-24,792,459,1118,256,739,123,15,-207,353,859,339,794,5467,5142,3215,409,49238,47828,0,16,-1,3620,4,560,69,1541,1446,4440,-14,-89,4307,236,19,16,3842,1331,34545,1411,485,72,854,27199
1958:Q4,36722,18554,37515,9443,6670,20093,1309,0,-18960,23614,-347,3575,3339,-294,0,-676,4226,-14,3224,37,815,164,2431,273,1010,1148,-10,-930,-218,1218,277,783,5391,-49,3732,1166,42574,41091,0,15,-67,9910,-137,7182,307,1306,1252,9233,2073,753,4857,1550,-47,22,3523,1704,16798,1483,404,-134,1213,18167
1959:Q1,38132,34265,38701,10155,7300,20278,969,0,-4436,11897,-96,-2653,2068,-150,0,-1213,4682,292,3046,148,853,343,85,169,959,-1043,21,-477,515,-783,428,796,5841,2402,-429,861,16333,16513,0,12,-34,1902,-6,22,-284,1578,592,3916,-644,903,4156,-499,27,27,996,-344,10011,-179,511,102,-792,3868
1959:Q2,40578,25401,41634,10577,7619,21616,1822,0,-16234,16251,-740,898,3728,382,0,-204,2548,120,1054,821,661,-108,1606,-216,1128,694,31,-662,740,-2362,301,802,6185,1663,753,582,32485,33993,0,33,-59,2566,-194,928,-288,1258,862,11790,2774,952,5177,2887,32,31,1967,909,16724,-1508,738,124,-2370,15177
1959:Q3,38807,49700,40893,10780,7517,22501,96,0,8807,20694,-167,3936,1422,-103,0,998,5634,-382,3952,602,1427,35,223,-473,794,-98,19,-1177,480,-1621,355,861,6438,2078,869,449,11887,13163,0,30,-52,6991,69,4502,-87,1939,568,7987,1140,-417,5224,2040,24,28,921,684,-3450,-1276,260,94,-1630,-10893
1959:Q4,39738,9557,40260,10260,7155,21815,1030,0,-30702,14229,-72,91,2458,-257,0,-422,5096,502,3496,411,619,68,735,-2004,672,2067,-22,-1172,-521,246,335,962,6259,-1365,904,975,44932,44288,0,2,-44,5522,-212,3600,10,1067,1057,9866,1593,300,4678,3295,-34,23,2353,875,25725,644,569,-159,234,30181
1960:Q1,42071,70966,42436,10606,7406,21624,2800,0,28530,10866,-50,-4471,1929,-41,0,-422,4733,-2,2776,-602,1239,1322,-2099,-256,518,-2361,22,-720,538,-141,311,939,5895,4269,-1362,1536,-17664,-17936,0,29,-56,-1547,112,-3697,29,1587,422,3623,143,1115,3821,-1456,19,21,1455,-1333,-20147,272,351,74,-153,-28895
1960:Q2,41210,30020,41097,10835,6885,22572,806,0,-11077,10563,-94,1930,3863,54,0,-154,-699,17,-2480,477,816,471,1560,-160,856,864,13,-1049,316,-836,333,877,6221,-218,-1254,-301,21640,22148,0,14,-58,-35,120,-2126,-25,1105,891,10843,1929,1703,4346,2865,10,18,713,-914,11557,-509,369,46,-924,11190
1960:Q3,41631,70513,41453,10715,6687,22971,1080,0,29060,16334,-638,3631,3662,26,0,155,-1904,-109,-2077,-609,814,77,941,454,853,-366,12,-1010,323,-135,268,767,5755,3170,553,758,-12726,-13033,0,21,-44,3932,235,1905,-561,1571,782,5468,-328,20,4808,968,19,17,1535,-108,-23873,307,400,63,-156,-28882
1960:Q4,39833,-12223,38039,10428,6665,22400,-1453,0,-50263,11509,-921,284,5337,-98,0,-331,-1184,140,-2201,-45,397,525,2871,789,937,1145,62,-1195,1534,271,137,645,5801,-1569,591,-726,61772,61330,0,23,-29,4777,-13,2120,296,1047,1327,8614,1681,969,4306,1658,2,20,1200,765,45958,442,245,12,185,52056
1961:Q1,39158,-5508,38001,9839,6683,22116,-637,0,-43510,3277,-371,-6239,5876,10,0,268,-1762,-226,-1164,-618,219,27,-1006,261,998,-2265,29,-442,694,-1416,418,688,5776,2078,-1933,609,46787,47479,0,11,-41,-752,-146,-2662,246,1449,361,2858,-225,1148,3844,-1909,15,21,-339,-1639,47345,-692,670,62,-1424,44666
1961:Q2,40414,43152,40625,10090,6795,23292,448,0,2527,19712,170,1707,6357,138,0,2,64,51,-1658,-32,861,842,2210,470,991,749,26,-828,660,-247,288,793,6277,2336,-872,632,17185,16187,0,28,-29,2914,103,306,-278,830,1953,8956,1007,1788,4903,1258,23,22,1213,-337,3397,998,1168,83,-253,-2738
1961:Q3,43451,33058,43236,10384,7141,24048,1664,0,-10178,21906,-146,4844,3368,450,0,494,-616,-368,-172,417,-38,-455,1243,204,961,78,30,-1265,737,242,411,923,5836,3955,1430,-30,32084,31419,0,125,-31,7593,291,5047,-220,1768,707,6244,-161,285,5635,485,11,24,2031,973,14449,665,383,45,237,10393
1961:Q4,44797,23533,43777,10874,7387,24017,1499,0,-20244,19664,-510,2534,4813,-292,0,-584,2084,844,548,392,486,-186,2687,293,1034,1360,14,-2233,329,1679,554,1043,5851,166,1908,-379,39908,38449,0,23,-23,6506,77,3165,559,1331,1374,11517,1784,1202,6178,2353,-25,26,3302,1624,15499,1459,-100,59,1500,21264
1962:Q1,44639,47422,44778,11125,7472,23829,2352,-0,2644,11371,-304,-5021,8282,-232,0,153,480,-527,999,-18,-107,133,-256,519,664,-1439,17,-1559,450,243,353,1032,5916,1905,-1214,1126,8727,8395,0,3,-43,2946,37,96,299,1688,826,3397,-130,591,4333,-1397,8,29,-561,-358,2974,332,61,37,234,-2783
1962:Q2,45988,45471,45701,11439,7763,25138,1361,-0,-230,17454,-116,2635,7299,110,0,121,-1152,345,-895,-158,-425,-19,3030,1248,664,1118,27,-2206,644,-647,358,988,6269,670,-775,199,17683,18125,0,10,-29,2431,-39,-293,53,1166,1544,12525,1796,1202,6130,3397,19,31,797,85,2256,-441,144,69,-654,517
1962:Q3,46150,47923,46932,11560,7791,26034,1547,-0,991,19763,-445,1785,4436,-307,0,860,440,172,523,88,418,-761,931,405,499,27,24,-1366,584,212,105,912,5720,4265,1149,458,18772,18457,0,-48,-28,2490,271,892,-599,1349,577,8821,931,340,6359,1191,12,33,3127,995,3055,315,64,45,206,-1774
1962:Q4,47283,39488,46034,12022,7662,25509,841,-0,-6546,19730,-25,4761,7836,-195,0,-622,109,225,-11,70,-193,18,2080,139,689,1252,37,-1625,915,742,230,835,5904,-2211,1365,-407,26276,25495,0,17,-19,7811,-165,4853,790,1248,1085,13317,2616,1336,6647,2718,49,32,1069,359,2860,780,100,68,612,7795
1963:Q1,47711,46476,46552,12190,7838,24808,1717,0,-76,11461,-111,-5189,8131,109,0,-451,1023,-212,1481,-858,167,445,-554,510,325,-1389,35,-1240,857,401,215,957,6309,2852,-1365,-519,11537,11099,0,11,-26,2402,16,73,201,1176,936,5541,-717,1662,5005,-409,13,33,149,-759,3735,438,-5,49,394,1235
1963:Q2,49947,49658,48628,12489,8406,26524,1209,0,1030,22422,-116,4322,7232,406,0,-2,-938,-84,-1384,479,318,-267,2981,1566,474,941,33,-1954,859,-340,139,1023,7042,1557,-349,527,21391,21644,0,9,-24,1654,-227,-733,-250,1748,1116,15686,2211,2990,7203,3282,29,34,1287,147,2822,-252,-11,107,-348,289
