1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1964:Q1,907556,679498,383272,161028,32255,102943,228058,28846,6724,867,0,68,22638,1341,16148,1325,3824,0,10564,65,10499,1548,13226,38273,101,214,100167,4822,1102088,602347,90039,948,0,89091,85665,45036,11799,28831,1224,72804,15109,337506,499741,495027,4714,305209,163.73723487746244,35.159060533484045,57.56847352641997,713269,485211,207391,139994,29866,107960,110922,4723,178593
1964:Q2,923279,690345,389499,163549,32948,104349,232934,30806,6452,978,0,169,22000,1058,15240,1364,4338,0,11105,72,11033,1586,13568,39188,102,225,101853,4902,1122626,606734,91251,889,0,90362,88453,46688,12414,29351,1247,74377,14675,336731,515892,511094,4798,316545,162.9757523315873,34.83366252271804,56.7704235610459,724836,491902,210177,142520,30440,108765,118102,4865,180862
1964:Q3,937476,698493,392715,166037,33575,106166,238983,30996,6309,1243,0,135,21074,1729,14402,1152,3791,0,11260,79,11181,1620,13866,40064,102,238,107264,4812,1145682,611889,92139,1081,0,91058,89765,47295,12296,30174,1258,77360,15338,336029,533793,528953,4840,325587,163.94772121043596,34.0776878636772,55.86959269370405,738548,499565,213098,145215,31028,110224,126659,5000,183252
1964:Q4,953008,710024,399403,168605,34152,107863,242984,32738,6671,1097,0,309,20855,1694,14481,1000,3680,0,12365,84,12281,1658,13844,40974,103,253,107622,4495,1174364,623621,93533,1125,0,92408,94396,50264,12685,31447,1245,82924,16211,335312,550743,545955,4788,329387,167.20258749622346,34.12276466610527,57.05414544697508,752023,509039,216204,148056,31639,113140,128402,5124,185717
1965:Q1,966787,721519,403902,172028,34807,110782,245268,29399,7704,1033,0,280,21054,995,14092,1078,4889,0,11493,86,11407,1718,14085,42446,104,270,110418,5264,1192428,627669,94189,847,0,93342,98088,52461,13442,32185,1281,82781,15891,335439,564759,559834,4925,339118,166.53763792862168,34.045812322790624,56.69909165598711,765009,519741,219605,151405,32310,116421,137340,5233,188372
1965:Q2,983788,732901,409066,175140,35641,113054,250887,30209,8601,822,0,198,19512,678,12320,1059,5455,0,12125,86,12039,1773,13763,43805,107,289,113626,6057,1180879,636501,95668,727,0,94941,102187,55467,14108,32612,1282,85261,15316,336787,544378,539451,4927,347287,156.75148216197198,36.34519688511858,56.97163481211024,781163,530276,223415,154821,33026,119014,144662,5334,191324
1965:Q3,1001309,744517,413283,179329,36578,115327,256792,29266,9212,892,0,336,19162,893,11829,1254,5186,0,12131,86,12045,1809,14731,44718,107,309,119193,4926,1235212,642226,97560,926,0,96634,103579,56660,13777,33143,1313,88536,16329,334909,592986,587928,5058,359083,165.13883902768816,33.919732057331586,56.01465172077995,799561,542769,227298,158623,33791,123057,157335,5429,194333
1965:Q4,1037845,761547,423994,182462,37500,117591,276298,33053,8993,781,0,593,19756,1370,12548,1238,4600,0,13314,88,13226,2074,15148,51270,111,330,120892,9983,1285469,656553,98057,797,0,97260,110140,61141,14894,34105,1329,94592,18294,334141,628916,623812,5104,381292,164.94358250100035,33.104032586291574,54.60297730012789,831557,555259,231422,162641,34612,126584,175004,5522,197660
1966:Q1,1051273,772898,426137,187011,38563,121187,278375,27944,9886,884,0,512,20617,2375,12958,1216,4068,0,12265,93,12172,2112,15646,52197,118,351,124146,11697,1273512,662029,101043,820,0,100223,112570,62119,15760,34692,1354,93372,18132,335558,611483,606267,5216,389244,157.095007896787,34.933633049791275,54.8789935982042,846370,567995,235744,167050,35493,129708,184341,5748,201110
1966:Q2,1079849,796018,438945,192569,39605,124899,283831,28747,9708,917,0,439,19245,2473,11330,1382,4060,0,12891,100,12791,2169,15829,53625,126,370,128445,11320,1259681,673337,103651,861,0,102790,118667,66583,16261,35823,1375,95670,15594,338380,586344,581050,5294,406512,144.23791861651037,37.9160455705806,54.689314952693024,865681,581850,240044,171727,36428,133651,192344,5961,204591
1966:Q3,1098832,811013,443923,198051,40591,128448,287819,27617,9774,932,0,481,18339,1952,10774,1107,4506,0,12560,108,12452,2214,15179,54715,131,393,133794,11690,1214599,686108,106689,1466,0,105223,119911,67759,15365,36787,1369,98923,16562,342654,528491,523227,5264,412724,128.04958375850185,42.876714839414525,54.90345488119009,884327,596508,244446,176354,37399,138309,198219,6162,208200
1966:Q4,1121960,833092,454030,204456,41644,132962,288868,32371,8603,885,0,895,18572,2852,11054,1027,3639,0,13511,114,13397,2207,16847,54524,136,425,133268,6624,1251063,697659,109096,1622,0,107474,123832,69715,16422,37695,1434,103800,17414,342083,553404,547891,5513,424301,130.42720069942462,42.08998933432266,54.89679486344343,899871,611003,248727,181041,38397,142838,202212,6342,211698
1967:Q1,1134341,846996,458416,209627,42685,136268,287345,29265,9556,951,0,568,18078,3495,10445,793,3345,0,12509,115,12394,2258,18608,55795,138,469,133760,5390,1327242,696019,113294,2677,0,110617,125362,70151,16930,38281,1474,99739,16730,339420,631223,625556,5667,438322,144.0090975695422,37.80857891944988,54.44779330576793,911642,624297,253059,185225,39402,146611,215623,6491,215269
1967:Q2,1149808,861279,464959,214766,43940,137613,288529,31172,8777,843,0,667,15334,3418,7908,686,3322,0,13006,113,12893,2290,18388,56591,140,523,135559,5239,1347761,700612,117478,3242,0,114236,128543,73315,16578,38650,1518,100977,11296,340800,647149,641312,5837,449196,144.0682989023086,38.016139956583025,54.76920614377001,923637,635108,257298,189408,40393,148009,223025,6661,218719
1967:Q3,1172893,877630,472339,219926,45293,140073,295263,32297,9099,827,0,605,14993,3916,7287,684,3106,0,12806,111,12695,2336,19289,57717,147,581,139850,4716,1391235,706701,122009,3264,0,118745,127536,72504,16088,38945,1546,103648,11866,340096,684534,678588,5946,466192,146.83518401839635,36.4547444807112,53.52839114168848,941907,646644,261594,193392,41405,150253,235206,6822,222246
1967:Q4,1207166,898793,483207,225542,46791,143253,308373,34817,9682,1055,0,670,16871,3952,8614,1005,3300,0,13793,112,13681,2452,18911,60585,153,635,141598,7151,1442675,724426,125166,3034,0,122132,130088,76269,16575,37243,1567,109723,13225,344657,718249,712221,6028,482740,148.78581451412515,35.53834230418558,52.87601206210044,967459,659086,265892,197672,42441,153081,243033,6958,225830
1968:Q1,1231153,917425,492619,230752,48364,145691,313728,33207,9375,1357,0,1103,19243,3819,9950,1184,4290,0,12825,201,12624,2494,18496,61653,161,692,144408,8714,1397396,738356,128216,3482,0,124734,134421,76063,17656,40702,1640,108829,17667,347583,659040,652734,6306,492797,133.73445399470032,39.85139884641071,53.295050656497665,985761,672033,270238,202289,43511,155995,247405,7057,229568
1968:Q2,1257347,936539,501875,236831,49677,148156,320808,35000,8129,1749,0,1067,18304,4603,8627,1333,3741,0,13371,331,13040,2545,21318,62888,170,759,149697,5811,1480853,743328,131662,3400,0,128262,138817,79900,17958,40959,1668,113445,13031,344705,737525,731114,6411,514019,143.4820198937356,36.67381489836139,52.62033038825867,1005871,685063,274436,206639,44623,159365,262543,7118,233302
1968:Q3,1282707,955048,510628,243050,51014,150356,327659,34846,8539,1832,0,1021,17515,5071,7879,1364,3201,0,12999,415,12584,2607,22906,64425,178,816,156494,3481,1490826,755785,136491,4928,0,131563,139638,80567,17507,41564,1691,119316,12930,345719,735041,728536,6505,526922,139.4972067866848,37.56651238639097,52.40423546618938,1026583,698924,278661,211214,45759,163290,270798,7164,237013
1968:Q4,1325557,980641,524866,250075,52548,153153,344916,37531,9056,1587,0,1121,19274,5099,8959,1434,3782,0,14378,582,13796,2752,24109,68028,185,845,160123,5927,1625751,776053,139274,4249,0,135025,147531,86632,18296,42604,1702,126213,14330,347003,849698,843150,6548,549504,154.6298577279282,33.75374800878962,52.19337252383479,1057306,712390,283350,216128,46920,165992,281253,7228,240936
1969:Q1,1356596,1003661,536332,255934,54274,157121,352935,36754,7692,1856,0,2202,20976,6207,9399,1770,3600,0,13480,678,12802,2813,25548,69504,194,845,165141,5930,1600427,790235,143342,4880,0,138462,150757,87858,19325,43573,1765,126219,15517,352635,810192,803399,6793,566361,143.05218629557422,36.29986902997804,51.92775626981364,1081869,728934,288468,221337,48091,171038,291634,7330,244987
1969:Q2,1389761,1028667,550673,262232,55879,159882,361094,40552,4593,1809,0,1946,19656,6806,7949,1601,3300,0,14020,854,13166,2883,26502,71268,207,816,171408,5434,1589145,807696,146673,4914,0,141759,158106,92425,22533,43148,1811,131262,12220,357624,781449,774485,6964,582065,134.2546478337891,39.00177937202679,52.36170154482597,1107177,746083,293998,226569,49302,176214,299481,7447,249142
1969:Q3,1424180,1054994,563559,269569,57671,164195,369186,41094,3525,1618,0,2868,17611,7206,5786,1569,3050,0,14034,984,13050,2947,27077,72834,230,777,179673,4898,1577042,825930,150311,5778,0,144533,160716,91908,25853,42955,1860,137469,12507,363067,751112,743955,7157,598250,125.55149432842445,41.40890483197112,51.98949880157491,1132852,763666,299877,231883,50518,181388,306922,7571,253633
1969:Q4,1467875,1084257,580412,276657,59291,167897,383618,43122,3652,1173,0,3311,17750,7628,5646,1676,2800,0,15264,1237,14027,3104,28569,76695,253,745,182946,7034,1559906,847220,152431,5356,0,147075,167846,96543,27576,43727,1979,145730,12628,366606,712686,705075,7611,620655,114.82807318989265,44.93939885349281,51.6030458065865,1164288,780670,305520,237000,51731,186419,317068,7686,258179
1970:Q1,1495273,1107192,592236,284026,61110,169820,388081,40690,4348,1172,0,3762,17562,8156,5255,1476,2675,0,14253,1248,13005,3185,28802,78735,28,719,186944,7881,1545626,859795,157352,7044,0,150308,182281,94260,31125,56897,2102,143498,12846,361716,685831,677754,8077,635478,107.92365748724751,49.521445373862925,53.445355088022204,1182774,794693,310902,241956,52899,188936,322979,7788,262719
1970:Q2,1537084,1143523,617943,290895,62472,172213,393561,39393,5311,1220,0,1259,19033,8432,6065,1486,3050,0,14725,1430,13295,3284,24169,81139,29,688,189675,13636,1434760,884661,163008,6895,0,156113,189143,97671,33717,57755,2147,146363,10054,373946,550099,541846,8253,652423,84.31636660124602,64.01584807387073,53.97583714486153,1201011,807450,316194,246777,53995,190484,316350,7887,267375
1970:Q3,1556492,1158881,622640,297162,63925,175154,397611,40512,5325,1141,0,63,18488,8433,6966,1164,1925,0,15299,1620,13679,3346,28916,82711,30,662,192568,8550,1530405,888111,168834,7361,0,161473,188953,99467,30461,59025,2220,148279,10159,369666,642294,633751,8543,668381,96.09702296005467,55.70455304555201,53.530417129979945,1217117,819506,321402,251565,55037,191502,329006,7988,272018
1970:Q4,1593967,1183462,638015,303944,65365,176138,410505,44059,5347,798,0,234,19056,9389,6283,1209,2175,0,16624,1962,14662,3523,32658,87083,31,645,191389,9058,1610055,898785,174363,7133,0,167230,191008,102658,28035,60314,2286,153602,9996,367530,711270,702482,8788,695182,102.31424039115484,51.36882000139865,52.557617982330655,1242044,831539,326615,255637,55992,193295,343259,8103,276597
1971:Q1,1629436,1212547,654191,311069,66876,180411,416889,39955,7544,1082,0,1318,19163,9954,5735,1049,2425,0,17822,2154,15668,3468,35609,85682,32,645,193247,11322,1685587,901837,181120,8333,0,172787,191040,100885,28661,61494,2327,151671,11698,363981,783750,774797,8953,727599,107.71729349148968,47.48459213407728,51.14911747230085,1261287,844398,331862,259845,56931,195760,359450,8229,281196
1971:Q2,1666100,1240575,672201,316954,67875,183545,425525,40676,8824,1102,0,6,20525,9791,7130,929,2675,0,18605,2425,16180,3556,35451,87863,33,659,196592,11633,1702567,914833,185270,6856,20,178394,196659,103924,30091,62645,2359,153719,10799,366027,787734,778662,9072,751267,104.8540612626077,48.48455880631166,50.83802899367509,1281191,855666,337113,264232,57868,196453,366358,8373,285833
1971:Q3,1703956,1266588,690481,321244,68843,186020,437368,40734,9265,1239,0,1063,20548,10510,6211,902,2925,0,19148,2735,16413,3641,35026,90017,34,677,201971,14005,1700875,926447,189398,7434,53,181911,199256,105865,29810,63581,2292,156998,12131,366372,774428,765605,8823,777509,99.60372704339768,50.185950815945226,49.98707746484789,1306170,868802,342498,268565,58821,198918,379723,8527,290558
1971:Q4,1749131,1289214,707036,325368,69750,187060,459917,42581,9509,1234,0,1077,24418,11275,9057,911,3175,0,20394,3080,17314,3873,36422,95705,36,690,203801,20177,1776045,943133,192699,6247,86,186366,202548,107678,29248,65623,2307,167228,13086,365265,832912,824038,8874,805998,103.33918819289165,47.45363509040727,49.038201270444034,1341463,881546,348148,273209,59834,200355,398330,8694,295411
1972:Q1,1794828,1322520,728970,332609,71262,189679,472308,40251,11740,1421,0,2565,23843,12388,7207,823,3425,0,19485,3438,16047,3755,37700,92802,36,701,210218,27791,1831092,950172,196912,7538,126,189248,208001,108691,30562,68748,2260,166069,14398,362532,880920,872231,8689,844656,104.29337869516984,45.96481847270664,47.93826219628732,1372555,900247,354232,278303,60943,206769,422383,8912,300552
1972:Q2,1831542,1348853,743305,339251,72667,193630,482689,40246,12324,1626,0,3111,22902,13219,5200,808,3675,0,20440,3835,16605,3817,37135,94309,37,711,215549,30482,1847148,963075,201580,8126,293,193161,214020,112809,30838,70373,2309,168842,12257,364067,884073,875195,8878,868467,101.79700026855154,47.00965802552578,47.85442170648963,1401822,919133,360547,283641,62117,212828,438747,9136,305853
1972:Q3,1871313,1376311,758906,345273,74039,198093,495002,43158,10941,1820,0,2103,23241,13513,4828,975,3925,0,21229,4272,16957,3894,37755,96238,37,721,222993,30872,1881751,978869,204465,7761,466,196238,217403,114580,30460,72363,2386,177323,13824,363468,902882,893709,9173,892444,101.16963215346135,46.72464802585361,47.27115453275564,1434561,939559,367030,289152,63304,220073,455692,9365,311221
1972:Q4,1956679,1404128,775700,350690,75345,202392,552551,44938,11890,2172,0,2688,26327,14235,6881,1036,4175,0,22896,4898,17998,4685,39717,115780,41,732,230207,50478,2046814,1004385,206450,6968,634,198848,230383,121936,33116,75331,2465,190373,15521,359193,1042429,1032948,9481,952294,109.46508171603624,41.90526446122993,45.87163198580644,1512056,959505,373797,295473,64513,225722,507671,9605,316732
1973:Q1,2012060,1441360,793184,359006,77197,211973,570700,41062,15583,2722,0,6514,24727,13258,5947,1097,4425,0,22376,5350,17026,4067,41532,100509,42,743,240370,70453,2010118,1029097,207245,5871,955,200419,243384,130435,35284,77665,2659,191868,17634,366307,981021,970789,10232,982963,99.80243572386824,45.934647761794565,45.843897307450305,1554647,983947,380999,302444,65746,234758,525550,9811,322529
1973:Q2,2080122,1490555,819298,370024,79165,222068,589567,41060,17879,3005,0,6345,24502,13437,4759,1256,5050,0,24162,6183,17979,4173,42579,103102,45,754,251373,70588,1980184,1065214,211128,6032,1490,203606,257992,136506,37122,84365,2895,203022,15760,374417,914970,903834,11136,1014908,90.15300375877877,51.27166438372286,46.22294551904611,1599055,1009488,388712,310015,67009,243752,533841,10005,328613
1973:Q3,2149772,1542214,851932,380506,81427,228349,607558,42702,17271,2729,0,9501,21890,13633,1923,1659,4675,0,25120,7038,18082,4243,48182,104878,49,765,264071,66157,2053869,1088637,214618,6335,1979,206304,271586,137202,39100,95284,2992,211491,17565,370385,965232,953723,11509,1061135,90.96226073374774,50.37175465362462,45.81928680419374,1643771,1036213,396811,317730,68314,253358,555134,10191,335101
1973:Q4,2241083,1597325,883295,389100,84044,240886,643758,46315,16623,3329,0,11262,23431,14876,2482,2035,4038,0,26604,7448,19156,4679,46857,115623,51,775,269317,78892,1960534,1139392,219254,8382,2430,208442,287062,140013,40752,106296,3011,228428,19305,382332,821142,809566,11576,1101691,74.53469992437583,61.65998926189099,45.9580879697528,1707948,1064190,404878,325707,69706,263899,568556,10365,341827
1974:Q1,2314379,1657268,911389,403183,86977,255720,657111,42253,18791,3729,0,12472,24079,16212,968,2330,4569,0,25943,7808,18135,4636,52182,114556,52,785,281929,75704,1955738,1158372,224325,9235,2841,212249,295847,144446,43064,108337,3383,228286,22325,384206,797366,784355,13011,1156007,68.97585349583107,65.23626352525945,44.99726955533724,1752557,1095446,413141,333823,71149,277333,594185,10613,348867
1974:Q2,2414381,1742679,956293,422553,89859,273975,671702,42598,19179,3529,0,10046,23788,15131,1492,2607,4558,0,27186,7854,19332,4707,54194,116340,56,794,297374,71911,1934520,1197677,230873,9967,3265,217641,309818,155996,44885,108937,3489,238995,21308,393194,736843,723428,13415,1216704,60.56055614838013,73.37938269917608,44.43896226086926,1798604,1126902,421743,342235,72649,290275,600927,10852,356382
1974:Q3,2533069,1843821,1010504,449238,92786,291293,689248,45449,19045,3129,0,8630,26587,16933,1981,3080,4593,0,27745,8027,19718,4870,44800,120347,60,804,305285,82497,1797600,1242426,237971,12569,3596,221806,312847,160249,46427,106172,3814,248794,25444,413556,555174,540503,14671,1290643,43.01529737589171,99.21546813643963,42.677828661772594,1850626,1161378,430223,351246,74220,305689,608200,11075,363933
1974:Q4,2631825,1944114,1062857,479746,95674,305837,687711,47772,20464,4946,0,5485,26740,16520,2613,2953,4654,0,28324,8048,20276,4987,53476,123237,65,816,245519,125880,1740849,1167879,244828,12513,4078,228237,320394,164975,50091,105327,3981,165205,24516,408955,572970,557656,15314,1463946,39.13873706665505,98.64772778217599,38.609474798895484,1881736,1194025,438758,359955,75786,319526,713857,11257,371736
1975:Q1,2823361,2012358,1104445,506505,97887,303521,811003,52231,19761,2170,0,1453,22971,6255,6488,3999,6229,0,34514,15588,18926,5135,62821,126873,67,832,262584,219591,2125894,1425495,255988,14009,4508,237471,312367,156193,50686,105487,4005,153059,22901,677175,700399,684995,15404,1397866,50.10488416442954,81.1472950635248,40.658758194146955,2028612,1217609,446699,367628,77283,325999,603117,11362,379233
1975:Q2,2888753,2061492,1132710,526607,100425,301750,827261,54311,21958,1739,0,794,25659,6685,8123,3555,7296,0,34461,14758,19703,5287,69226,130649,71,851,269070,213185,2231356,1423642,262522,11658,5319,245545,310171,152390,51207,106575,4164,153416,18582,674787,807714,791700,16014,1465111,55.12988563333568,70.90294557203646,39.08871280452995,2052684,1225423,454115,375154,78778,317376,629042,11453,386487
1975:Q3,2924240,2096067,1149771,538611,102047,305638,828173,53584,24292,1760,0,813,25362,7267,9192,3484,5419,0,33811,13728,20083,5331,58781,131735,75,871,285011,206747,2169331,1451563,266725,11780,5920,249025,306528,146912,51417,108200,4161,163619,20917,689613,717768,701766,16002,1472677,48.73899784722283,79.86606165124678,38.92591806886283,2066265,1238092,461583,382917,80343,313249,614702,11540,393826
1975:Q4,2970200,2132839,1170930,551086,103649,307174,837361,58272,24130,2622,0,1189,30745,8371,14264,3264,4846,0,34256,13044,21212,5484,60832,135561,84,890,271441,211855,2229276,1457323,270946,9616,6678,254652,309037,146873,52700,109465,4434,176372,22292,674242,771953,754897,17056,1512877,51.02548998238492,75.13195114141983,38.33644620323551,2096124,1258763,469289,391012,82006,316456,638801,11631,401190
1976:Q1,3046990,2175056,1189770,565899,105145,314242,871934,58428,24945,3182,0,3107,35755,9324,19259,3088,4084,0,33220,12914,20306,5626,68056,139041,89,912,290075,209498,2361516,1475105,278936,10926,6985,261025,303887,138832,55715,109340,4714,167962,25583,694023,886411,868276,18135,1571885,56.391586827603604,65.75091933859963,37.07798676877401,2153949,1282015,477377,399492,83867,321279,678844,11691,408812
1976:Q2,3138952,2236703,1225909,577934,107884,324976,902249,59066,26347,3298,0,1329,36008,9073,20432,3029,3474,0,34104,12785,21319,5700,67776,140857,93,942,305080,221649,2410840,1504253,285306,11818,7487,266001,310665,140841,58008,111816,4897,176210,22915,704260,906587,887750,18837,1634699,55.458943468674825,65.73789399294704,36.457541467045885,2208969,1306720,485634,408330,85860,326896,704716,11756,416498
1976:Q3,3218481,2295750,1258746,592425,110517,334062,922731,58507,25462,2709,0,1961,35022,9486,18534,3018,3984,0,34442,12658,21784,5812,67108,143610,95,964,317988,229051,2457489,1540639,290926,10889,8360,271677,313259,139509,59147,114602,5063,182625,26002,722764,916850,897381,19469,1677842,54.6446129022714,65.8979040614311,36.009654585079204,2258919,1336188,494139,417801,88006,336242,718280,11818,424356
1976:Q4,3340681,2355293,1292062,609268,113360,340602,985388,62967,28783,3439,0,1459,39154,10511,21547,2868,4228,0,36031,12531,23500,8244,67205,203740,102,964,302449,230851,2521440,1559899,297550,11049,9163,277338,322692,141923,63866,116902,8872,195180,27790,707815,961541,927412,34129,1780782,53.99544885123946,64.50499202900514,34.82975997751756,2353472,1368084,502809,428037,90294,346944,793573,11900,432303
1977:Q1,3428940,2426145,1331389,627513,115677,351565,1002795,58578,27955,3897,31,1701,39768,10494,22381,2789,4104,0,34396,13176,21220,8303,64801,205216,107,941,325485,231616,2492715,1600862,306725,12083,11928,282714,329223,143995,67140,118088,9034,196568,29197,730115,891853,857111,34742,1828078,48.786386410872304,71.3064061146283,34.78781882278844,2400783,1397988,511747,439931,92655,353655,799921,11990,440443
1977:Q2,3506942,2483877,1361526,645622,118568,358162,1023065,60714,29290,4744,74,1848,34028,9442,17508,2682,4396,0,35962,13829,22133,8437,69475,208534,111,895,338436,230517,2540198,1622728,313376,12914,14079,286383,341281,149397,70964,120920,9202,204530,23478,730861,917470,882073,35397,1884214,48.692444142522916,71.3545842421275,34.74429107522739,2455721,1432656,521313,452590,95138,363615,832993,12102,449111
1977:Q3,3602290,2551267,1396992,665410,121706,367160,1051023,60460,29897,4914,130,2167,33482,8984,17055,2375,5068,0,37056,14491,22565,8520,69931,210540,113,841,355283,237689,2547890,1666486,321380,13175,15713,292492,346879,150423,71302,125154,9385,210061,26812,751969,881404,845309,36095,1935804,45.53167317963011,75.8175739994565,34.52101000615675,2518847,1467824,531335,465926,97669,372894,852361,12220,458172
1977:Q4,3716622,2619194,1430747,687076,124876,376495,1097428,66717,35456,5686,200,2115,32988,9390,16556,2672,4370,0,39516,15155,24361,11302,72035,224410,121,790,346406,259686,2572677,1713623,330331,12808,17377,300146,364205,155505,77648,131052,10368,227047,29134,752538,859054,819176,39878,2002999,42.88838942297322,80.84894791546232,34.67481162636027,2604872,1507444,541744,480475,100190,385035,891249,12346,467577
1978:Q1,3820859,2695322,1466860,708934,128497,391031,1125537,59929,35080,7097,255,2376,31857,10332,14993,2897,3635,0,38680,15605,23075,11458,67468,228662,128,738,366132,275677,2580494,1765752,336927,13719,18702,304506,376303,163617,78546,134140,10622,229719,32136,780045,814742,773891,40851,2055107,39.644744921412716,87.54062017751234,34.70525557199752,2675005,1549468,552466,495182,102697,399123,909253,12483,477238
1978:Q2,3939158,2788870,1517556,733107,131814,406393,1150288,62348,35386,7450,268,2272,31087,9330,13970,3358,4429,0,39764,16057,23707,11594,72135,231986,132,667,389338,265861,2670640,1794929,346165,14419,20838,310908,390920,170004,82257,138659,11049,241512,27075,778208,875711,833210,42501,2144229,40.8403594776285,84.16985276840371,34.37527044240672,2741104,1590816,564961,511994,105346,408515,946175,12640,488596
1978:Q3,4065940,2878314,1566328,758101,135597,418288,1187626,63256,34266,6457,349,2038,29508,9061,12692,2779,4976,0,40817,16502,24315,11349,77307,233865,137,615,415102,272560,2767470,1827264,354093,14992,23017,316084,394491,169128,83421,141942,11542,247814,30596,788728,940206,895811,44395,2238676,41.998311597678345,79.61913756350314,33.43869348530421,2822969,1635343,578780,529262,108146,419155,995705,12816,501223
1978:Q4,4234677,2979762,1620823,783664,139760,435516,1254915,73015,38182,8317,610,2509,31966,9512,15070,2773,4611,0,43474,16976,26498,13023,72345,259898,143,618,407281,303534,2803251,1896997,361647,15499,25041,321107,407961,174642,89550,143770,12979,271823,34055,808532,906254,856335,49919,2337680,38.76723115175984,84.92193383829554,32.92188238963659,2945429,1690514,593534,547349,111204,438427,1048432,13014,514750
1979:Q1,4390017,3090854,1675601,815011,144045,456196,1299163,70571,36026,12524,1028,3434,31664,8896,14519,3364,4885,0,42864,17772,25092,13463,76954,265044,149,680,438034,306728,2920489,1958785,370486,17665,27366,325455,422267,181089,93963,147215,13211,275152,38940,838729,961704,910897,50807,2431232,39.556248977577454,82.43213918733426,32.60706221448513,3046361,1747198,608414,566830,114538,457416,1087576,13252,528363
1979:Q2,4541347,3209557,1736602,845869,149213,477873,1331790,68771,33981,11273,1581,2949,34343,8604,17689,3430,4620,0,44358,18576,25782,13984,78445,271605,160,800,459209,310331,2977799,2003744,381010,20564,29681,330765,437653,191031,99016,147606,13756,289137,34071,848117,974055,921144,52911,2537603,38.38484720270354,84.04689792402314,32.2612733467485,3131855,1800065,623837,585870,118062,472296,1128111,13510,542513
1979:Q3,4726233,3330947,1804868,876174,154421,495484,1395286,68762,37659,9777,2246,2685,28160,7732,13855,2570,4003,0,45939,19389,26550,14725,83852,277424,166,939,490540,332412,3105532,2069333,390698,23828,32325,334545,447273,199241,99700,148332,14309,305384,38687,872982,1036199,981163,55036,2656900,39.00030408933111,80.8696997347011,31.53942881266242,3249831,1854545,640615,605820,121769,486341,1180498,13781,557941
1979:Q4,4900535,3440780,1860176,906981,159871,513752,1459755,79073,40414,10080,3000,3116,29316,9586,13472,1800,4458,0,48500,20202,28298,16695,83307,306867,176,1060,479655,358496,3214640,2136781,397935,24518,35028,338389,457048,205212,105883,145952,16399,327378,40986,897035,1077859,1014783,63076,2763754,38.999822652950925,79.322304098494115,30.935557922647128,3368796,1909041,658510,625315,125578,499638,1232015,14043,574354
1980:Q1,5051512,3567124,1912088,948473,165568,540995,1484388,76665,38748,9174,3757,2334,34124,10176,14300,1933,7715,0,47228,22314,24914,17655,80503,311833,192,1177,511553,349445,3243594,2221759,412546,31052,37147,344347,466000,212470,109698,143831,16881,328407,46024,951901,1021835,956911,64924,2829753,36.11039896098847,85.97726089049263,31.046731923286803,3462797,1978409,677151,645599,129552,526107,1241038,14281,591433
1980:Q2,5182644,3683536,1970951,987529,171121,553935,1499108,78363,36770,8564,4432,3023,29518,9757,9914,1969,7878,0,50187,24427,25760,18631,91998,313827,201,1304,510604,351686,3387179,2241846,431934,36334,40024,355576,452178,201304,112178,138697,17867,321601,39592,978674,1145333,1076609,68724,2940798,38.946332040474736,77.19259169305116,30.06368307142362,3527664,2028556,695688,663353,133503,536012,1285818,14466,608396
