1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002:Q2,597156,95878,53502,9851,22367,16083,0,0,0,270390,119770,74224,76396,0,38231,34660,56194,5683408,6519,33995,0,3039098,3012323,26775,1174796,0,1174796,1174796,38713,84298,1305989,11044,2200,1286569,0,6176
2002:Q3,668830,98783,77651,18414,23569,16126,0,0,0,273839,119606,73784,80449,0,38569,32480,89400,5790294,6481,34315,0,3123996,3096826,27170,1190508,0,1190508,1190508,38684,84450,1311860,11038,2200,1292419,0,6203
2002:Q4,655024,102972,47703,27595,34859,1598,4978,0,4978,274407,118904,75013,80490,0,38851,32197,89865,5906881,6661,34597,0,3208991,3181716,27275,1218337,0,1218337,1218337,39354,81414,1317527,11039,2200,1282891,0,21397
2003:Q1,667365,101563,23346,18415,35887,2077,5011,0,5011,274624,118904,72591,83129,0,39203,45581,121658,6052823,6731,34798,0,3320860,3293980,26880,1197032,0,1197032,1147512,39373,104448,1349581,11038,2200,1314143,0,22200
2003:Q2,679539,104649,41852,27783,36324,2477,5037,0,5037,273290,118409,72717,82164,0,39597,48735,99796,6149201,6864,35065,0,3383773,3356764,27009,1201770,0,1201770,1201770,39793,122536,1359400,11040,2200,1322966,0,23194
2003:Q3,679281,115749,53292,9106,37175,3208,5058,0,5058,272989,117363,72315,83311,0,39881,48424,94400,6295602,7005,35273,0,3465723,3438700,27023,1236906,0,1236906,1236906,39930,141020,1369745,11039,2200,1332061,0,24445
2003:Q4,697527,121504,54308,2408,37336,2034,5588,0,5588,272166,117238,72562,82366,0,40154,51277,110753,6464788,7281,35468,0,3578698,3553832,24866,1269337,0,1269337,1269337,40480,153571,1379953,11039,2200,1325911,0,40803
2004:Q1,714232,127529,22675,1850,36565,2103,5624,0,5624,278506,118549,74554,85403,0,40460,57635,141285,6628987,7254,35761,0,3727971,3702839,25132,1242134,0,1242134,1242134,40468,162256,1413143,11041,2200,1359534,0,40368
2004:Q2,705052,118022,46845,2114,35018,1576,5651,0,5651,274456,116676,73052,84728,0,40937,60967,119466,6697007,7184,36039,0,3760995,3736774,24221,1257849,0,1257849,1257849,40940,167726,1426274,11040,2200,1371979,0,41055
2004:Q3,673645,125271,35405,2247,34425,1730,5688,0,5688,275887,115495,73252,87140,0,41756,59836,91400,6805793,7197,36279,0,3846427,3822244,24183,1270837,0,1270837,1270837,40994,171224,1432835,11039,2200,1377952,0,41644
2004:Q4,674653,127529,22176,2402,33411,2142,7786,0,7786,274595,114345,74176,86074,0,42006,61768,100838,6943313,7609,36434,0,3944187,3919926,24261,1306696,0,1306696,1306696,41566,168971,1437850,11041,2200,1366639,0,57970
2005:Q1,708212,126281,20806,2393,29363,1375,7818,0,7818,270518,106652,74441,89425,0,42330,62466,144863,7142010,7402,36545,0,4086758,4062682,24076,1317237,0,1317237,1317237,41567,179621,1472880,11037,2200,1399759,0,59884
2005:Q2,695888,127926,33467,1692,29385,305,7848,0,7848,269525,105994,74595,88936,0,42660,67175,115906,7127768,7137,36615,0,4015794,3992064,23730,1341178,0,1341178,1341178,41985,189662,1495397,11037,2200,1425725,0,56435
2005:Q3,681675,133966,34784,2074,27426,87,7891,0,7891,272521,105248,75558,91715,0,42922,69305,90700,7233107,7102,36429,0,4068433,4044797,23636,1375343,0,1375343,1375343,42055,199590,1504155,11037,2200,1432495,0,58423
2005:Q4,699330,142385,37049,1439,18677,1927,8866,0,8866,271640,105253,76565,89822,0,43144,70992,103211,7392310,7003,36540,0,4166893,4143058,23835,1417882,0,1417882,1417882,42702,202635,1518655,11039,2200,1424668,0,80748
2006:Q1,744544,160565,8624,1537,18194,1988,8996,0,8996,291661,104558,77008,110095,0,44433,69468,139079,7572829,7059,37879,0,4321166,4297584,23582,1405590,0,1405590,1405590,42778,206183,1552174,11039,2200,1459318,0,79617
2006:Q2,751029,169048,45946,1575,19136,2107,9321,0,9321,293248,104910,78732,109606,0,44565,71816,94268,7525523,7248,37990,0,4235144,4211505,23639,1421386,0,1421386,1421386,43333,213579,1566843,11037,2200,1475130,0,78476
2006:Q3,755775,165358,51476,4822,17777,2109,9171,0,9171,294782,104688,79635,110459,0,44873,71108,94300,7589457,7234,38084,0,4281264,4257879,23385,1433564,0,1433564,1433564,43470,214219,1571622,11037,2200,1480349,0,78036
2006:Q4,740964,174137,33195,1660,16461,2213,9319,0,9319,294838,105899,80275,108664,0,45083,59397,104662,7684317,7371,38206,0,4321070,4297561,23509,1482853,0,1482853,1482853,44204,208857,1581756,11037,2200,1469955,0,98564
2007:Q1,763442,181995,7377,1561,16431,2263,9472,0,9472,299575,106320,81078,112177,0,45363,61231,138174,7866260,7399,38371,0,4446894,4423714,23180,1493930,0,1493930,1493930,44565,218470,1616631,11037,2200,1505955,0,97439
2007:Q2,739506,179123,28362,1433,16159,2313,9263,0,9263,300213,106466,81893,111854,0,46516,63511,92614,7811778,7426,38521,0,4317651,4294495,23156,1502332,0,1502332,1502332,45132,232637,1668079,11037,2200,1536961,0,117881
2007:Q3,828142,203595,77247,1351,16666,2454,9919,0,9919,302321,105444,81877,115000,0,46594,66496,101500,7949972,7627,38639,0,4426013,4403060,22953,1515927,0,1515927,1515927,45116,239438,1677212,11037,2200,1541278,0,122697
2007:Q4,809639,227501,56501,2841,16736,2547,10244,0,10244,301478,103686,82135,115657,0,46664,60593,84535,8078679,7742,38681,0,4516828,4493689,23139,1557487,0,1557487,1557487,45769,238176,1673996,11037,2200,1518554,0,142205
2008:Q1,854877,254001,42885,3782,18101,2786,11076,0,11076,307150,103396,82654,121100,0,46752,61938,106406,8318259,8057,38679,0,4715114,4691656,23458,1544339,0,1544339,1544339,45682,257445,1708943,11037,2200,1554229,0,141477
2008:Q2,810414,253108,53267,1776,18001,3339,10994,0,10994,310878,104347,84176,122355,0,47804,65025,46222,8318283,8004,38677,0,4679655,4656134,23521,1537950,0,1537950,1537950,46170,283298,1724529,11037,2200,1568285,0,143007
2008:Q3,1199754,240714,372655,2851,16213,3651,13729,3311,10418,319095,104758,83337,131000,0,47909,67438,115500,8872270,7630,38675,0,5216095,5192997,23098,1546831,0,1546831,1546831,46054,284237,1732748,11037,2200,1570088,0,149423
2008:Q4,1430876,236779,369385,1577,18217,4075,65975,54427,11548,331026,109856,86018,135152,188676,47970,64748,102449,9448564,7547,38674,0,5780401,5757055,23346,1596416,0,1596416,1596416,46747,259999,1718780,11037,2200,1537375,0,168168
2009:Q1,1490045,248746,272199,1730,18989,3896,117535,106711,10824,359210,124585,87737,146888,223856,48083,65015,130787,9920897,7325,42261,0,6249755,6227207,22548,1570412,0,1570412,1570412,46689,242548,1761907,11037,2200,1584784,0,163886
2009:Q2,1544827,253808,319388,1614,23464,4127,162036,150370,11666,391790,148665,88865,154260,157566,49363,68236,113436,10275247,7605,42427,0,6594082,6571808,22274,1568812,0,1568812,1568812,47204,232351,1782766,11037,2200,1604559,0,164970
2009:Q3,1641873,318333,275039,1922,27016,2643,185953,173327,12626,445779,172420,90146,183213,158847,49420,45722,131200,10719858,55953,42564,0,6991985,6968783,23202,1565523,0,1565523,1565523,47239,221554,1795040,11037,5200,1612798,0,166005
2009:Q4,1582277,342194,193921,1914,24767,2591,208708,196407,12301,501570,176146,92774,232650,67351,50431,43648,145183,11007990,55364,42691,0,7256184,7232689,23495,1626461,0,1626461,1626461,47845,204828,1774617,11037,5200,1573987,0,184393
2010:Q1,1688849,347698,219689,2017,24677,2465,198391,186396,11995,558703,217030,93915,247758,50234,51736,45040,188200,11539179,53618,42745,0,7738578,7714997,23581,1605151,0,1605151,1605151,47750,212611,1838726,11037,5200,1639261,0,183228
2010:Q2,1760847,379856,291859,1830,24015,2266,187366,175330,12036,575161,215053,95313,264795,49613,54017,42035,152830,11937056,52228,43205,0,8083278,8059428,23850,1609184,0,1609184,1609184,47927,216670,1884564,11037,5200,1684047,0,184280
2010:Q3,1847092,399189,310379,1770,26443,2503,177451,164401,13050,639094,215919,99194,323981,50814,54805,42745,141900,12380800,54958,43413,0,8481123,8457152,23971,1618125,0,1618125,1618125,48092,214735,1920354,11037,5200,1716009,0,188108
2010:Q4,1952830,424361,342322,1966,25961,2467,162622,149222,13400,682866,218196,100886,363784,49928,55282,42942,162114,12814920,54387,43542,0,8846823,8822662,24161,1681739,0,1681739,1681739,48707,213877,1925845,11037,5200,1703104,0,206504
2011:Q1,1855504,432840,118683,1528,31748,2636,151940,138445,13495,738932,223520,101489,413923,62137,56339,44671,214051,13101243,55993,43790,0,9115274,9090815,24459,1659374,0,1659374,1659374,48777,216464,1961571,11037,5200,1739012,0,206322
2011:Q2,1858183,450921,136704,1658,38601,2695,117169,103675,13494,764666,230373,103722,430571,65960,57847,46977,174986,13324006,56521,43953,0,9319638,9295140,24498,1565637,0,1565637,1461063,49209,225673,2063375,11037,5200,1847261,0,199877
2011:Q3,1808386,479503,58858,1802,41488,2505,84050,70588,13462,822957,244536,105630,472791,59282,58254,48188,151500,13635774,55150,44082,0,9613323,9588341,24982,1663621,0,1663621,1663621,49498,223238,1986862,11037,5200,1761870,0,208755
2011:Q4,1800359,455311,84558,1697,46095,0,44371,31092,13279,844070,241654,107657,494759,57823,58384,47703,160348,13998372,54219,44198,0,9931353,9906085,25268,1735897,0,1735897,1735897,49970,222987,1959748,11037,5200,1718882,0,224629
2012:Q1,1853166,490202,42306,1922,45037,2496,14351,1462,12889,896650,256502,108755,531393,48166,58150,49040,204847,14423937,54707,44389,0,10331125,10306692,24433,1717980,0,1717980,1717980,50076,229043,1996617,11037,5200,1757009,0,223371
2012:Q2,1880544,472347,89511,2150,47336,2421,12889,1,12888,926124,257755,109877,558492,43628,59810,50705,173624,14650443,53593,44517,0,10515016,10490548,24468,1738589,0,1738589,1738589,50436,233503,2014789,11037,5200,1772437,0,226115
2012:Q3,1945850,519654,83569,2116,50511,772,13074,1,13073,967835,255147,110481,602207,41158,58356,52006,156800,14896926,54463,44635,0,10747550,10723156,24394,1755559,0,1755559,1755559,50381,229313,2015025,11037,5200,1774455,0,224333
2012:Q4,1895877,488484,92159,2013,49380,659,12370,1,12369,935004,202523,110233,622248,39908,57085,50348,168468,15251590,54277,44751,0,11052823,11027944,24879,1795005,0,1795005,1795005,50257,235820,2018657,11037,5200,1764888,0,237532
2013:Q1,1950307,471645,79581,1594,48389,1092,11666,1,11665,982657,205097,112324,665236,38618,55603,48726,210737,15602699,52945,44971,0,11397755,11373129,24626,1797897,0,1797897,1797897,50298,231524,2027309,11037,5200,1774791,0,236281
2013:Q2,1879851,365588,135382,1828,47308,1919,11355,1,11354,1000262,207545,112147,680570,37924,57219,52014,169052,15626838,53113,45147,0,11393128,11368166,24962,1710880,0,1710880,1698080,50481,240855,2133234,11037,5200,1883220,0,233777
2013:Q3,1902031,401844,88643,1874,47015,2234,11596,1,11595,1041598,208792,112732,720074,35348,57279,50601,164000,15825302,54177,45334,0,11588687,11563589,25098,1669232,0,1669232,1554727,50357,246830,2170685,11037,5200,1921058,0,233390
2013:Q4,2124323,370159,163029,1548,43960,2550,11270,1,11269,1207124,357091,114516,735517,35068,57356,53603,178657,16122047,54386,45493,0,11858674,11834187,24487,1846453,0,1846453,1846453,50487,249919,2016635,11037,5200,1751191,0,249207
2014:Q1,2250490,393185,142571,1521,43040,2611,11414,1,11413,1287589,395968,115071,776550,34930,57356,55443,220831,16395412,54585,45749,0,12122507,12098504,24003,1832044,0,1832044,1832044,50467,250102,2039958,11037,5200,1775325,0,248396
2014:Q2,2207558,399282,139261,1840,45699,703,11464,1,11463,1270596,362913,115885,791798,34660,58726,56108,189220,16364238,54594,45963,0,12071546,12047511,24035,1839455,0,1839455,1839455,50605,250728,2051347,11037,5200,1784089,0,251021
2014:Q3,2054018,371261,160162,1900,42110,0,11644,1,11643,1166848,217151,116677,833020,33601,59202,45591,161700,16582846,52358,46171,0,12279629,12255772,23857,1861636,0,1861636,1861636,50911,249046,2043095,11037,5200,1776131,0,250727
2014:Q4,2121906,367309,226346,2226,37258,0,11919,1,11918,1180952,218206,116498,846248,33431,59414,48449,154603,16839722,51166,46301,0,12505228,12480854,24374,1935826,0,1935826,1935826,51257,246825,2003119,11037,5200,1727821,0,259061
2015:Q1,2087471,359858,104427,2020,31182,0,11233,1,11232,1223243,218339,117622,887282,33321,61500,50226,210461,16995449,48718,46671,0,12630834,12606703,24131,1889075,0,1889075,1828155,50736,261280,2068135,11037,5200,1797046,0,254852
2015:Q2,2216188,356640,258526,1863,30831,0,11353,1,11352,1239422,220419,117640,901363,33467,61501,50549,172037,17063318,49668,47000,0,12695304,12670654,24650,1810312,0,1810312,1682747,50967,259956,2150111,11037,5200,1881807,0,252067
2015:Q3,2182061,341642,202597,2078,30521,0,11441,1,11440,1271701,218476,116678,936547,33417,61511,49754,177400,17206026,49574,47327,0,12836937,12812842,24095,1763793,0,1763793,1563878,50822,263679,2193894,11037,5200,1925299,0,252358
2015:Q4,2326108,326877,338078,1764,29066,0,11274,1,11273,1287535,221563,116307,949665,33407,61511,61156,175440,17589029,48938,47567,0,13193550,13168996,24554,1972076,0,1972076,1972076,51149,261366,2014383,11037,5200,1732272,0,265874
2016:Q1,2439996,373992,317571,1816,29028,0,11527,1,11526,1326278,219304,117225,989749,33407,63000,63889,219488,17872304,49753,47726,0,13431541,13407102,24439,1970214,0,1970214,1970214,51050,279131,2042889,11037,5200,1762650,0,264002
2016:Q2,2494429,395536,366932,1931,29918,0,11110,1,11109,1334249,215936,117177,1001136,33377,63211,62992,195173,17899149,49401,48043,0,13416203,13391647,24556,1993504,0,1993504,1993504,51245,281089,2059664,11037,5200,1777567,0,265860
2016:Q3,2509490,395886,355655,1838,32853,0,10161,1,10160,1367867,213815,117399,1036653,33357,63231,63942,184700,18157193,49294,48370,0,13646328,13621965,24363,2021969,0,2021969,2021969,51261,282478,2057493,11037,5200,1775557,0,265699
2016:Q4,2535738,348535,404037,1536,29986,0,11063,1,11062,1385511,216636,119582,1049293,33347,63258,64943,193523,18450802,47476,48536,0,13904681,13880222,24459,2103610,0,2103610,2103610,51263,290741,2004495,11037,5200,1710130,0,278128
2017:Q1,2335190,374876,96826,1242,31089,0,10365,1,10364,1421210,215595,118580,1087035,33348,64093,63215,238926,18505764,47918,48781,0,13947233,13923005,24228,2058392,0,2058392,1950754,50978,294426,2058036,11037,5200,1766070,0,275729
2017:Q2,2366652,375467,184751,1337,32881,0,9860,1,9859,1430100,214473,117346,1098281,33218,64127,65951,168961,18554453,49138,48986,0,13990185,13965794,24391,1973943,0,1973943,1832515,50851,300614,2140736,11037,5200,1850901,0,273598
2017:Q3,2429574,386972,162903,1493,34507,0,8933,1,8932,1466345,213354,119414,1133577,33208,64764,66649,203800,18757456,49912,49175,0,14180431,14156063,24368,2086720,0,2086720,2074675,51013,306027,2034178,11037,5200,1742410,0,275531
2017:Q4,2741714,389459,231954,1921,33251,0,8976,1,8975,1481238,215956,119703,1145579,33208,64764,65017,431927,19064428,50294,49381,0,14458984,14434589,24395,2147955,0,2147955,1996277,51090,308225,1998499,11037,5200,1695037,0,287225
2018:Q1,2897763,399164,291767,1843,34308,0,8946,1,8945,1518494,216736,120125,1181633,33198,64764,67852,477428,19571210,51344,49517,0,14919352,14894690,24662,2151265,0,2151265,2151265,51194,334413,2014125,11037,5200,1711073,0,286815
2018:Q2,2906492,378279,336633,1909,37236,0,7636,1,7635,1530364,217607,121125,1191632,33198,66042,68952,446244,19637140,49674,49617,0,14957229,14933718,23511,2156967,0,2156967,2156967,51040,335422,2037191,11037,5200,1732854,0,288100
2018:Q3,2989082,361383,388391,2055,36680,0,7462,1,7461,1564456,218199,121886,1224371,33178,66092,72686,456700,19976037,49274,49691,0,15250445,15227623,22822,2190176,0,2190176,2190176,51221,360115,2025115,11037,5200,1721659,0,287219
2018:Q4,3055891,385260,405904,2048,38482,0,7724,1,7723,1580392,220990,123130,1236272,33178,66092,75420,461391,20373386,49117,49762,0,15589156,15566216,22940,2275870,0,2275870,2275870,51284,382266,1975931,11037,5200,1658834,0,300860
2019:Q1,3070558,389512,337874,2081,38581,0,7364,1,7363,1619093,225639,123883,1269571,33178,66092,75820,500963,20747964,49027,49865,0,15910909,15888708,22201,2232870,0,2232870,2017557,51793,414399,2039101,11037,5200,1725754,0,297110
2019:Q2,2994018,419350,266995,2328,41502,0,7133,1,7132,1626111,227136,120628,1278347,33178,67441,77356,452625,20766493,49096,49930,0,15906283,15884286,21997,2146738,0,2146738,1930002,51690,419660,2143096,11037,5200,1829451,0,297408
2019:Q3,3098315,438380,386029,2647,42494,1,6872,1,6871,1661731,227305,123438,1310988,33178,67459,75825,383700,21215095,48146,49994,0,16325145,16303690,21455,2291088,0,2291088,2267991,52098,411632,2036992,11037,5200,1722164,0,298591
2019:Q4,3134292,446854,407211,2312,43590,0,6561,1,6560,1673931,230899,123787,1319245,33178,67459,73524,379672,21590464,48835,50071,0,16650118,16628907,21211,2389780,0,2389780,2389780,52181,415545,1983934,11037,5200,1652499,0,315198
2020:Q1,3335169,470875,518948,1915,43053,0,6288,1,6287,1703340,227440,125302,1350598,33178,68757,73364,415451,22138338,48199,50180,0,17137013,17115829,21184,2402595,0,2402595,2402595,52034,435995,2012322,11037,5200,1682645,0,313440
2020:Q2,4879702,512912,1725416,2071,48721,0,5992,1,5991,1824384,341898,126712,1355774,33178,182767,80559,463703,25205001,48584,50256,0,19888054,19867035,21019,2503628,0,2503628,2503628,52024,447093,2215362,11037,5200,1712591,175838,310696
2020:Q3,5042333,545155,1784873,1649,51972,-1,5948,1,5947,1913039,407919,125709,1379411,33178,182982,81638,441900,25976285,49709,50374,0,20360332,20340181,20151,2560247,0,2560247,2560247,52363,453216,2450044,11037,5200,1695865,427179,310763
2020:Q4,5012735,546547,1732079,981,54191,0,7666,1,7665,1928007,419871,127148,1380988,33178,183306,84852,441929,26627366,50864,50455,0,20966365,20946158,20207,2654695,0,2654695,2654695,52371,450579,2402037,11037,5200,1629432,432735,323633
2021:Q1,4378215,494310,1117106,9851,50677,0,7335,1,7334,1965425,427079,128236,1410110,33168,122253,91867,486224,26940894,50050,50530,0,21367192,21347365,19827,2595617,0,2595617,2595617,52655,483849,2341001,11037,5200,1655127,347456,322181
2021:Q2,4053118,513507,855708,1251,51648,0,7128,1,7127,1979933,436539,129468,1413926,33168,110753,93364,406658,27266880,50375,50586,0,21718869,21699043,19826,2602490,0,2602490,2602490,51807,503803,2288950,11037,5200,1662079,284893,325741
2021:Q3,3689447,619614,219111,1747,52315,0,5625,1,5624,2056666,488739,131516,1436411,33168,97371,96030,507800,27454261,161826,50674,0,21865636,21846135,19501,2584332,0,2584332,2403775,52742,508726,2230325,11037,5200,1692823,192677,328588
2021:Q4,3926240,635858,410331,2093,52697,0,6685,1,6684,2105930,536433,133141,1436356,33158,91770,95478,492240,28077611,160760,50827,0,22577323,22557536,19787,2727161,0,2727161,2727161,52648,508402,2000490,11037,5200,1539054,100119,345080
2022:Q1,4342667,671002,656181,2133,51704,0,5922,1,5921,2173631,583733,134943,1454955,33158,92069,97466,559401,28775370,158785,50821,0,23265505,23246108,19397,2770366,0,2770366,2770366,52869,513163,1963861,11037,5200,1552796,48017,346811
2022:Q2,4378290,633339,789741,1329,48843,0,5556,1,5555,2211740,616445,138195,1457100,33158,90322,95055,469208,28772782,152511,51003,0,23273089,23253368,19721,2797292,0,2797292,2797292,52795,508382,1937710,11037,5200,1548278,19856,353339
2022:Q3,4202704,590336,643718,1316,47554,0,4603,1,4602,2243699,621480,143085,1479134,33158,90657,96264,451400,29130510,147009,51185,0,23636062,23616710,19352,2852032,0,2852032,2852032,53041,495020,1896161,11037,5200,1515529,6827,357568
2022:Q4,4102970,634831,454724,1100,51848,0,4879,1,4878,2282983,627720,167950,1487313,33158,88282,95374,455791,29381884,152863,51367,0,23864777,23844978,19799,2986599,0,2986599,2986599,53018,498661,1774599,11037,5200,1371785,3027,383550
2023:Q1,3972590,680930,184509,1346,52184,0,4867,1,4866,2297190,627879,169660,1499651,33158,88548,99912,529947,29872970,154516,51549,0,24301785,24282042,19743,2946443,0,2946443,2673619,53530,531906,1833241,11037,5200,1432883,1350,382771
2023:Q2,4069241,662257,410893,1185,50870,0,4723,1,4722,2251548,590715,170725,1490108,33158,88130,101944,464534,30378652,152775,51731,0,24790364,24772373,17991,2975645,0,2975645,2975645,53480,543295,1811362,11037,5200,1408222,545,386358
2023:Q3,4233821,651191,665311,1221,48789,0,4579,1,4578,2217204,580487,173650,1463067,33158,88866,104103,419400,31267640,151041,52434,0,25649734,25630167,19567,3018918,0,3018918,3018918,54197,558593,1782723,11037,5200,1380153,63,386270
2023:Q4,4350136,709997,775994,1235,47791,0,4360,1,4359,2198897,560682,176025,1462190,33158,82130,108216,388359,31925028,154107,52616,0,26246746,26226569,20177,3225064,0,3225064,3225064,54333,583551,1608611,11037,5200,1179012,0,413362
2024:Q1,4502220,745319,782845,1392,47652,0,4048,1,4047,2225567,558698,178244,1488625,33158,82135,110690,469414,32512218,152083,52798,0,26828554,26808608,19946,3210647,0,3210647,3210647,55248,582842,1630046,11037,5200,1202171,0,411638
2024:Q2,4452415,775740,785665,1421,46472,-1,4081,1,4080,2230336,565074,180356,1484906,33158,81518,112346,381679,32648485,151083,52980,0,26923354,26903135,20219,3229826,0,3229826,3229826,55255,596632,1639355,11037,10200,1201995,0,416123
2024:Q3,4704129,860624,890597,1847,45290,2117,3682,1,3681,2266628,569382,181555,1515691,33158,81964,114022,404200,33372280,155795,53087,0,27606688,27586426,20262,3290738,0,3290738,3290738,56311,600749,1608912,11037,10200,1172699,0,414976
2024:Q4,4548770,849167,728404,1492,39696,-1,6979,1,6978,2282101,580222,183905,1517974,33158,80425,111241,416108,33957987,149795,53103,0,28159925,28139470,20455,3456793,0,3456793,3456793,56507,615751,1466113,11037,15200,1000757,0,439119
2025:Q1,4485869,980746,410875,1415,41781,0,7360,1,7359,2325997,600123,186356,1539518,33158,80145,112757,491635,34308912,152617,53007,0,28467966,28447272,20694,3426517,0,3426517,3185026,57624,632130,1519051,11037,15200,1055213,0,437601
