1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q3,23569,5203,3011,-1374,-210,-1164,5742,793,-191,-224,5364,-1357,-1453,96,15098,3639,11459,9906,1553,0,256,548,-1672,1380,0,0,18205,-1374,-210,-1164,0,0,10273,4832,3639,1802,2464,-1004,342,-345,408,793,-1546,-1916,-668,1038,-228,-37,-191,-224,0,-224,10102,8453,1649,5364
1991:Q4,55625,2009,5179,402,499,-97,5207,7939,-168,1257,-3821,-431,-403,-28,26199,7188,19011,19105,-94,0,22238,22328,-845,754,0,0,59445,402,499,-97,0,0,14307,1869,7188,5250,3750,1841,-342,25038,111,7939,16988,18578,-2686,1096,-139,29,-168,1257,0,1257,18580,18702,-122,-3821
1992:Q1,-31299,67,14665,-385,-219,-166,-3267,-5771,-99,2919,-316,18317,18320,-3,-22174,-10428,-11746,-10853,-893,0,-23857,-13262,-7814,-2780,0,0,-30983,-385,-219,-166,0,0,-7789,202,-10428,2437,2797,-452,93,-32217,-152,-5771,-26294,-16059,-7362,-2873,-82,17,-99,2919,0,2919,6571,7467,-896,-316
1992:Q2,-10760,-6740,-3500,629,-678,1307,3437,6546,-135,-1022,-1952,-7566,-7230,-336,-1066,1415,-2481,-1895,-586,0,547,-3236,840,2943,0,0,-8807,629,-678,1307,0,0,-1345,-6474,1415,3714,4439,-1850,1125,3078,-301,6546,-3167,-7675,2690,1818,-100,35,-135,-1022,0,-1022,-10047,-9125,-922,-1952
1992:Q3,-13724,4925,-20633,-811,-61,-750,-5406,-8602,-63,-1097,4356,-14416,-14248,-168,14920,-8472,23392,21264,2128,0,-12937,-5559,-9555,2178,0,0,-18080,-811,-61,-750,0,0,-28493,4238,-8472,-24259,-23065,-1309,116,3457,737,-8602,11322,17506,-8246,2062,-113,-50,-63,-1097,0,-1097,8976,7016,1960,4356
1992:Q4,5917,4414,-2159,3546,3480,66,169,9593,-167,673,-9930,-5875,-5318,-557,1790,10886,-9096,-6604,-2492,0,1873,326,3617,-2070,0,0,15847,3546,3480,66,0,0,26540,4989,10886,10665,11618,480,-1433,226,-575,9593,-8792,-11292,3137,-637,-167,0,-167,673,0,673,-14971,-11922,-3049,-9930
1993:Q1,-38631,2454,2170,-2838,-2916,78,-1208,-7760,-110,-111,6773,6216,5969,247,-13740,-11136,-2604,-5156,2552,0,-29515,-11491,-15190,-2834,0,0,-45404,-2838,-2916,78,0,0,-19175,1953,-11136,-9992,-7279,-2767,54,-26761,522,-7760,-19523,-4212,-12423,-2888,-131,-21,-110,-111,0,-111,3612,813,2799,6773
1993:Q2,-34327,-6809,2446,665,-116,781,2768,3316,-148,-859,459,-987,-1095,108,-16778,3669,-20447,-20594,147,0,-13187,-11121,-2446,380,0,0,-34787,665,-116,781,0,0,-2534,-6487,3669,284,383,-570,471,-10475,-320,3316,-13471,-11504,-1876,-91,-150,-2,-148,-859,0,-859,-21434,-21689,255,459
1993:Q3,13398,2210,425,2110,726,1384,-1937,5205,-112,-645,-6385,252,139,113,10111,-3816,13927,12929,998,0,652,123,-62,591,0,0,19782,2110,726,1384,0,0,-2098,1552,-3816,166,-560,757,-31,6319,628,5205,486,683,-819,622,-82,30,-112,-645,0,-645,14179,13068,1111,-6385
1993:Q4,10505,5017,322,-2862,-38,-2824,796,-3167,41,209,3713,2388,2200,188,3697,7312,-3615,-7006,3391,0,1468,-3359,4385,442,0,0,6791,-2862,-38,-2824,0,0,12573,5493,7312,-232,-1718,1545,-59,-1968,-501,-3167,1700,-1641,2840,501,66,25,41,209,0,209,-1227,-4806,3579,3713
1994:Q1,6027,782,8008,-96,-465,369,-3411,3338,-115,-2561,-4073,11515,11435,80,9239,-577,9816,9395,421,0,-12002,-8342,-3198,-462,0,0,10100,-96,-465,369,0,0,-6257,1122,-577,-6802,-6137,-793,128,-2229,-367,3338,-5200,-2205,-2405,-590,-88,27,-115,-2561,0,-2561,21331,20830,501,-4073
1994:Q2,9423,-2375,21982,660,422,238,3859,-4668,71,-2372,10828,17464,17339,125,-12171,-2043,-10128,-6763,-3365,0,1987,-4151,6625,-487,0,0,-1405,660,422,238,0,0,-2613,-2480,-2043,1910,2199,-858,569,-4445,146,-4668,77,-6350,7483,-1056,30,-41,71,-2372,0,-2372,7336,10576,-3240,10828
1994:Q3,12907,-3304,7580,-875,-678,-197,6008,5611,135,-106,368,2447,2638,-191,6683,3943,2740,5805,-3065,0,1948,2264,1047,-1363,0,0,12539,-875,-678,-197,0,0,-3798,-3184,3943,-4557,-4089,376,-844,12001,-115,5611,6505,6353,671,-519,130,-5,135,-106,0,-106,5187,8443,-3256,368
1994:Q4,30345,735,26251,-1185,-904,-281,507,3718,351,-3898,336,26929,26480,449,7010,2619,4391,1697,2694,0,-3650,-7458,4065,-257,0,0,30010,-1185,-904,-281,0,0,-94,402,2619,-3115,-4596,937,544,3490,307,3718,-535,-2862,3128,-801,377,26,351,-3898,0,-3898,31320,28177,3143,336
1995:Q1,3811,-780,1198,634,773,-139,-4009,-6397,-208,283,2313,4573,4610,-37,-8727,-6472,-2255,-65,-2190,0,12120,11204,1503,-587,0,0,1498,634,773,-139,0,0,-3000,-237,-6472,3709,4098,-15,-374,1481,-533,-6397,8411,7106,1518,-213,-218,-10,-208,283,0,283,2318,4545,-2227,2313
1995:Q2,43788,-5063,-1505,368,235,133,4501,5871,244,9,-1623,-6375,-6295,-80,27747,5880,21867,22200,-333,0,22609,17235,5956,-582,0,0,45410,368,235,133,0,0,-2842,-5416,5880,-3306,-2162,-910,-234,32127,341,5871,25915,19397,6866,-348,256,12,244,9,0,9,15492,15905,-413,-1623
1995:Q3,-38096,-1514,-17663,-15,-219,204,-4393,-8175,-297,816,3263,-13256,-13438,182,-2059,-4350,2291,1459,832,0,-16860,-10224,-7355,719,0,0,-41359,-15,-219,204,0,0,-16143,-1210,-4350,-10583,-12620,1047,990,-14739,-287,-8175,-6277,2396,-8402,-271,-314,-17,-297,816,0,816,-10965,-11979,1014,3263
1995:Q4,-20342,6179,-27218,-252,34,-286,-23988,-13064,351,188,-11463,-2978,-3866,888,2203,-18077,20280,16817,3463,0,-1506,16693,-19739,1541,0,0,-8879,-252,34,-286,0,0,-15786,5729,-18077,-3438,1601,-4822,-216,-10757,375,-13064,1932,15092,-14917,1757,426,75,351,188,0,188,17302,12951,4351,-11463
1996:Q1,-49873,-4871,-16202,-171,-79,-92,976,-10065,-101,2575,8567,-17007,-17514,507,-15372,-1930,-13442,-14392,950,0,-13428,-20592,6587,577,0,0,-58440,-171,-79,-92,0,0,-4765,-4384,-1930,1549,-1231,2471,309,-25436,-394,-10065,-14977,-19361,4116,268,-194,-93,-101,2575,0,2575,-30449,-31906,1457,8567
1996:Q2,-8345,-146,-6904,375,-218,593,-4920,795,47,-1561,-4201,-2359,-2528,169,-7396,-2607,-4789,-3217,-1572,0,6101,7951,-6066,4217,0,0,-4143,375,-218,593,0,0,4045,-321,-2607,6973,5652,261,1061,55,132,795,-872,2299,-6327,3156,90,43,47,-1561,0,-1561,-7148,-5745,-1403,-4201
1996:Q3,-3080,-3597,884,1848,830,1018,-4635,-511,-15,-1117,-2992,3671,4765,-1094,-11124,-2414,-8710,-6502,-2208,0,10757,6165,7935,-3343,0,0,-88,1848,830,1018,0,0,2775,-3609,-2414,8798,6462,3254,-918,1511,63,-511,1959,-297,4681,-2425,-66,-51,-15,-1117,0,-1117,-5039,-1737,-3302,-2992
1996:Q4,76659,3527,13730,2087,3656,-1569,-1036,-2293,-85,-517,1859,12679,12994,-315,28236,377,27859,29939,-2080,0,31166,31191,-2376,2351,0,0,74800,2087,3656,-1569,0,0,16043,2988,377,12678,12343,-232,567,16665,470,-2293,18488,18848,-2144,1784,-16,69,-85,-517,0,-517,40538,42933,-2395,1859
1997:Q1,63172,-2679,14467,-902,-4815,3913,8281,-3425,46,2484,9176,7088,6890,198,14474,3743,10731,9995,736,0,36910,22680,13234,995,0,0,53995,-902,-4815,3913,0,0,8014,-2137,3743,6408,-2274,8447,234,26611,-466,-3425,30502,24954,4787,761,-30,-76,46,2484,0,2484,17819,16885,934,9176
1997:Q2,30796,1374,4226,-1124,980,-2104,-1273,2858,13,-1171,-2973,6622,6533,89,7205,-1685,8890,8074,816,0,17992,15414,-758,3336,0,0,33769,-1124,980,-2104,0,0,-5997,969,-1685,-5281,-4241,-1517,477,26497,366,2858,23273,19655,759,2859,52,39,13,-1171,0,-1171,15512,14607,905,-2973
1997:Q3,-42897,-1428,-23349,-2305,-724,-1581,-20333,-3575,-52,-2463,-14243,-711,-393,-318,-11823,-10704,-1119,470,-1589,0,-6297,3456,-10332,579,0,0,-28654,-2305,-724,-1581,0,0,-14986,-1018,-10704,-3264,-1944,-1698,378,-7037,-429,-3575,-3033,5400,-8634,201,-33,19,-52,-2463,0,-2463,-1830,77,-1907,-14243
1997:Q4,136319,9047,35639,2704,982,1722,-9355,1147,-28,2535,-13009,42290,42093,197,36155,-623,36778,38524,-1746,0,55478,58256,-3997,1219,0,0,149328,2704,982,1722,0,0,37596,6740,-623,31479,34032,-3132,579,27466,2320,1147,23999,24224,-865,640,-41,-13,-28,2535,0,2535,79068,80617,-1549,-13009
1998:Q1,-109721,-6393,-10152,-1223,783,-2006,-1372,-9595,-42,1848,6417,-7557,-7508,-49,-56978,-8114,-48864,-46931,-1933,0,-36198,-22919,-11629,-1650,0,0,-116138,-1223,783,-2006,0,0,-32519,-4368,-8114,-20037,-19368,-1394,725,-27790,-2034,-9595,-16161,-3551,-10235,-2375,-33,9,-42,1848,0,1848,-56421,-54439,-1982,6417
1998:Q2,47842,-794,14398,848,-86,934,2616,-3271,183,1247,4457,10934,9662,1272,18113,-4220,22333,20003,2330,0,16125,20403,-6228,1950,0,0,43385,848,-86,934,0,0,5478,-1616,-4220,11314,12133,-2010,1191,2357,817,-3271,4811,8270,-4218,759,188,5,183,1247,0,1247,33267,29665,3602,4457
1998:Q3,85723,2055,6515,-2554,-2646,92,313,851,-108,126,-556,8756,8817,-61,43382,-6743,50125,51502,-1377,0,33771,31526,5310,-3065,0,0,86279,-2554,-2646,92,0,0,-18722,3002,-6743,-14981,-14411,580,-1150,48682,-921,851,48752,45937,4730,-1915,-134,-26,-108,126,0,126,58881,60319,-1438,-556
1998:Q4,39642,600,-3136,1828,2866,-1038,-18288,-4195,580,4367,-19040,13323,11927,1396,23660,-5737,29397,28612,785,0,18518,11356,6076,1086,0,0,58681,1828,2866,-1038,0,0,18293,343,-5737,23687,18307,3731,1649,-9138,226,-4195,-5169,-6951,2345,-563,611,31,580,4367,0,4367,42720,40539,2181,-19040
1999:Q1,-54271,-3765,7244,-2289,-2518,229,15734,-1398,-372,2636,14868,-6201,-4740,-1461,-29129,5932,-35061,-29339,-5722,0,-28621,-15850,-10368,-2404,0,0,-69139,-2289,-2518,229,0,0,-9517,-3298,5932,-12151,-7758,-2824,-1570,-18323,-455,-1398,-16470,-8092,-7544,-834,-384,-12,-372,2636,0,2636,-41262,-34079,-7183,14868
1999:Q2,44287,-385,20533,1128,1154,-26,-713,-610,-330,247,-20,20118,20506,-388,8168,-1977,10145,11330,-1185,0,15971,18357,-626,-1760,0,0,44307,1128,1154,-26,0,0,-11754,-1031,-1977,-8746,-9429,286,397,24772,665,-610,24717,27786,-912,-2157,-349,-19,-330,247,0,247,30263,31836,-1573,-20
1999:Q3,-6592,-472,-3375,53,-207,260,2617,6531,374,-580,-3708,-6045,-6472,427,8864,6061,2803,1019,1784,0,-11609,-14218,5136,-2527,0,0,-2884,53,-207,260,0,0,-9345,225,6061,-15631,-16530,1332,-433,9838,-715,6531,4022,2312,3804,-2094,392,18,374,-580,0,-580,-3242,-5453,2211,-3708
1999:Q4,90922,2343,33264,-549,-302,-247,3665,16295,597,8054,-21281,30148,28971,1177,21986,13420,8566,10282,-1716,0,33329,40081,-4181,-2571,0,0,112203,-549,-302,-247,0,0,31219,1401,13420,16398,17693,-98,-1197,34169,943,16295,16931,22388,-4083,-1374,596,-1,597,8054,0,8054,38714,39253,-539,-21281
2000:Q1,-32563,-5831,262,27,24,3,-507,-13158,-326,1745,11232,742,2705,-1963,-60789,-10690,-50099,-47889,-2210,0,33795,33702,-62,155,0,0,-43795,27,24,3,0,0,-15580,-5296,-10690,406,2249,-2193,350,19252,-979,-13158,33389,31453,2131,-195,-331,-5,-326,2194,449,1745,-49357,-45184,-4173,11232
2000:Q2,75499,317,64958,477,201,276,3572,4056,121,-4667,4062,60909,60096,813,5380,4539,841,-460,1301,0,4844,8440,-2670,-926,0,0,71437,477,201,276,0,0,21131,83,4539,16509,16799,-403,113,-7449,160,4056,-11665,-8359,-2267,-1039,162,41,121,-4634,33,-4667,61750,59636,2114,4062
2000:Q3,4890,-889,-6725,244,384,-140,-10844,-4132,-584,-213,-5915,3875,3505,370,-3083,-4401,1318,2240,-922,0,15586,15729,-954,811,0,0,10805,244,384,-140,0,0,-1207,-596,-4401,3790,3950,-944,784,7479,-185,-4132,11796,11779,-10,27,-662,-78,-584,-243,-30,-213,5193,5745,-552,-5915
2000:Q4,80051,1421,23217,267,529,-262,12112,1069,244,1883,8916,10838,10596,242,24678,12890,11788,12212,-424,0,30735,29209,-1836,3362,0,0,71135,267,529,-262,0,0,26670,1318,12890,12462,10578,808,1076,19387,45,1069,18273,18631,-2644,2286,291,47,244,1894,11,1883,22626,22808,-182,8916
2001:Q1,1427,-1217,-39447,-809,-721,-88,2248,-4173,234,11711,-5524,-40886,-39635,-1251,163,-13483,13646,16635,-2989,0,41927,41381,-1540,2086,0,0,6950,-809,-721,-88,0,0,-8295,-1194,-13483,6382,5782,-1509,2109,31451,79,-4173,35545,35599,-31,-23,157,-77,234,11686,-25,11711,-27240,-23000,-4240,-5524
2001:Q2,13647,819,7390,-426,-554,128,-2976,-4474,-161,5249,-3590,10792,10324,468,5018,4157,861,-857,1718,0,421,9754,-1041,-8292,0,0,17237,-426,-554,128,0,0,-5741,884,4157,-10782,-9046,-179,-1557,6633,-96,-4474,11203,18800,-862,-6735,-144,17,-161,5263,14,5249,11653,9467,2186,-3590
2001:Q3,-23412,6290,7071,-237,-175,-62,-4629,-3328,827,-10217,8089,11937,11208,729,-14691,362,-15053,-14980,-73,0,-22082,-18636,-2988,-458,0,0,-31501,-237,-175,-62,0,0,23085,6073,362,16650,16100,-83,633,-41892,168,-3328,-38732,-34736,-2905,-1091,799,-28,827,-10140,77,-10217,-3116,-3772,656,8089
2001:Q4,171386,-7459,41571,472,526,-54,9397,2495,249,8590,-1937,31702,32572,-870,68093,8637,59456,61553,-2097,0,69182,74559,-1475,-3902,0,0,173324,472,526,-54,0,0,-1767,-7470,8637,-2934,-382,1017,-3569,74610,-1,2495,72116,74941,-2492,-333,251,2,249,8600,10,8590,91158,94125,-2967,-1937
2002:Q1,39884,4937,-32647,-467,-453,-14,16218,5038,-1125,107,12198,-48397,-47191,-1206,43939,12708,31231,34810,-3579,0,23654,19492,6803,-2640,0,0,27686,-467,-453,-14,0,0,12092,4889,12708,-5505,-9682,4916,-738,34133,-64,5038,29159,29174,1887,-1902,-1087,38,-1125,181,74,107,-17166,-12381,-4785,12198
2002:Q2,25623,-91,-1314,402,238,164,-11106,-8782,1078,6270,-9672,9390,10063,-673,-11127,-13454,2327,2856,-529,0,38155,33653,1986,2516,0,0,35295,402,238,164,0,0,-2957,-454,-13454,10951,1460,5961,3530,18839,417,-8782,27204,32193,-3975,-1014,1043,-35,1078,6251,-19,6270,11717,12919,-1202,-9672
2002:Q3,-90086,844,-16913,627,634,-7,-1827,2429,-28,2765,-6993,-15714,-16189,475,-8615,-2044,-6571,-6427,-144,0,-65401,-62573,1395,-4223,0,0,-83093,627,634,-7,0,0,-16442,649,-2044,-15047,-15118,2064,-1993,-47963,-38,2429,-50354,-47455,-669,-2230,-20,8,-28,2990,225,2765,-22285,-22616,331,-6993
2002:Q4,97088,-627,38679,-115,22,-137,-5165,-2152,-246,-4162,1395,43959,43757,202,25481,-6909,32390,30917,1473,0,33554,41521,-3628,-4339,0,0,95692,-115,22,-137,0,0,-14971,-765,-6909,-7297,-441,-3624,-3232,38989,290,-2152,40851,41962,-4,-1107,-223,23,-246,-4337,-175,-4162,76349,74674,1675,1395
2003:Q1,213961,4246,121105,-1625,-1615,-10,-667,-4591,591,19094,-15761,123397,123294,103,-33805,744,-34549,-34031,-518,0,122415,117672,-406,5109,40,0,229722,-1585,-1615,-10,40,0,137157,4410,744,132003,134230,-2642,415,-14325,-106,-4591,-9628,-16558,2236,4694,565,-26,591,19062,-32,19094,88848,89263,-415,-15761
2003:Q2,37818,933,-38862,1410,672,738,-5108,6798,-124,-1664,-10118,-35164,-35564,400,41472,6552,34920,35313,-393,0,34275,34774,-957,418,40,0,47936,1450,672,738,40,0,1834,737,6552,-5455,-3575,-1951,71,46507,19,6798,39690,38349,994,347,-54,70,-124,-1557,107,-1664,-244,-251,7,-10118
2003:Q3,-34253,1421,18748,-565,29,-594,11108,-1970,-540,-5803,19421,8205,7869,336,-17278,-1475,-15803,-18929,3126,0,-37144,-44318,7405,-266,35,0,-53674,-530,29,-594,35,0,-26559,181,-1475,-25265,-30439,6689,-1515,-12605,1279,-1970,-11914,-13879,716,1249,-598,-58,-540,-5784,19,-5803,-7598,-11060,3462,19421
2003:Q4,-38450,-6083,18109,65,177,-112,-2681,3568,34,-5833,-450,20725,20954,-229,-27794,1230,-29024,-26597,-2427,0,-22682,-15749,-7209,244,32,0,-38000,97,177,-112,32,0,-2672,-4686,1230,784,5246,-4415,-47,-21500,-1570,3568,-23498,-20995,-2794,291,71,37,34,-5697,136,-5833,-8299,-5643,-2656,-450
2004:Q1,125063,1897,6348,-268,-270,2,13887,4028,714,9659,-514,-7271,-7026,-245,22820,6046,16774,15127,1647,0,93998,88188,5407,370,33,0,125577,-236,-270,2,33,0,19416,1509,6046,11861,7544,3264,1053,86392,260,4028,82104,80644,2143,-683,716,2,714,9785,126,9659,9503,8101,1402,-514
2004:Q2,52999,4673,45301,1011,752,259,10401,1255,-432,-9674,19252,33889,33298,591,-3701,8342,-12043,-12865,822,0,6726,3229,1552,1915,30,0,33747,1041,752,259,30,0,5836,4978,8342,-7484,-12027,2809,1734,15187,-248,1255,14180,15256,-1257,181,-454,-22,-432,-9709,-35,-9674,21846,20433,1413,19252
2004:Q3,-3079,-4964,-26602,1589,1676,-87,3051,6301,335,-2486,-1099,-31242,-29934,-1308,18012,2510,15502,17275,-1773,0,10476,10960,-166,-346,28,0,-1980,1617,1676,-87,28,0,2754,-5074,2510,5318,8433,-2427,-688,11617,186,6301,5130,2527,2261,342,353,18,335,-2580,-94,-2486,-15740,-12659,-3081,-1099
2004:Q4,103797,-621,23423,-1107,-914,-193,7703,3178,427,523,3575,16827,17176,-349,54031,4709,49322,50071,-749,0,26964,19768,5637,1527,32,0,100222,-1076,-914,-193,32,0,-22018,-253,4709,-26474,-30064,2878,712,56245,-339,3178,53406,49832,2759,815,422,-5,427,499,-24,523,66149,67247,-1098,3575
2005:Q1,-104700,941,-12073,-2329,-2338,9,-601,-6097,-37,2831,2702,-9143,-10095,952,-32064,7374,-39438,-40965,1527,0,-61504,-61223,-4232,3921,30,0,-107402,-2299,-2338,9,30,0,-8438,745,7374,-16557,-12462,-4530,435,-51096,-22,-6097,-44977,-48761,298,3486,115,152,-37,2897,66,2831,-48581,-51060,2479,2702
2005:Q2,182000,-1876,38668,619,436,183,-17545,-229,256,-6978,-10594,55594,55182,412,36719,-18039,54758,53621,1137,0,108489,128577,-16139,-3977,28,0,192594,647,436,183,28,0,46610,-2109,-18039,66758,78295,-10310,-1227,41924,450,-229,41703,50282,-5829,-2750,178,-78,256,-7117,-139,-6978,110352,108803,1549,-10594
2005:Q3,172190,-1181,17245,1341,666,675,4506,2872,-504,-1478,3616,11398,10287,1111,70513,13263,57250,56346,904,0,85613,78246,2683,4656,28,0,168574,1369,666,675,28,0,8790,-901,13263,-3572,-5757,-653,2838,91778,-251,2872,89157,84003,3336,1818,-520,-16,-504,-1491,-13,-1478,68648,66633,2015,3616
2005:Q4,28542,-2884,-22463,358,1196,-838,-1214,-5199,-327,-850,5162,-21607,-21242,-365,29571,-5670,35241,33985,1256,0,24318,17495,6387,409,27,0,23380,385,1196,-838,27,0,-13603,-2966,-5670,-4967,-8857,2865,1025,24064,5,-5199,29258,26352,3522,-616,-234,93,-327,-866,-16,-850,13634,12743,891,5162
2006:Q1,133796,1979,29856,-1247,-1741,494,-3472,-5699,-306,7577,-5044,34575,32965,1610,31132,-6918,38050,35913,2137,0,70829,76617,-4455,-1363,30,0,138840,-1217,-1741,494,30,0,8000,1999,-6918,12919,12527,1108,-716,52212,31,-5699,57880,64090,-5563,-647,-347,-41,-306,7567,-10,7577,72625,68878,3747,-5044
2006:Q2,60016,-59,51741,-456,-181,-275,685,-886,-122,-8108,9801,51512,50650,862,-26008,-2724,-23284,-23040,-244,0,34342,38253,-5612,1666,35,0,50215,-421,-181,-275,35,0,43410,-177,-2724,46311,45779,-1359,1891,-12910,-20,-886,-12004,-7526,-4253,-225,-67,55,-122,-8025,83,-8108,28228,27610,618,9801
2006:Q3,16902,-3633,-4014,-31,-62,31,18976,1907,-77,-1204,18350,-22959,-21806,-1153,34914,15005,19909,23440,-3531,0,-10366,-6503,-899,-3005,42,0,-1449,11,-62,31,42,0,-58978,-3133,15005,-70850,-69357,-251,-1242,62112,-238,1907,60443,62854,-648,-1763,-171,-94,-77,-1372,-168,-1204,-3050,1634,-4684,18350
2006:Q4,187852,1369,28139,511,766,-255,-16846,3388,352,3169,-23755,44474,43433,1041,65940,1402,64538,61943,2595,0,92404,85852,874,5630,48,0,211607,559,766,-255,48,0,7325,1365,1402,4558,-146,-601,5305,91122,-64,3388,87798,85998,1475,325,452,100,352,3137,-32,3169,109012,105376,3636,-23755
2007:Q1,146574,-559,2792,-577,-537,-40,8328,-4626,-99,14502,-1449,-4959,-4890,-69,13449,6284,7165,7340,-175,0,130892,132900,870,-2933,55,0,148023,-522,-537,-40,55,0,37698,-533,6284,31947,34834,-101,-2786,94399,135,-4626,98890,98066,971,-147,-210,-111,-99,14452,-50,14502,2206,2450,-244,-1449
2007:Q2,56252,-1146,30415,-254,-431,177,-9610,1508,-539,-6704,-3875,40279,38690,1589,-3981,-11865,7884,6094,1790,0,30964,15247,7972,7682,63,0,60127,-192,-431,177,63,0,7844,-1426,-11865,21135,8145,7376,5614,11531,257,1508,9766,7102,596,2068,-558,-19,-539,-6662,42,-6704,48163,44784,3379,-3875
2007:Q3,25125,5739,8627,577,579,-2,4441,3991,741,-10122,9831,3609,5921,-2312,27506,-4793,32299,37199,-4900,0,-16748,-27418,5286,5317,68,0,15294,645,579,-2,68,0,-35764,5923,-4793,-36894,-37478,-527,1111,23861,-209,3991,20079,10060,5813,4206,764,23,741,-10120,2,-10122,35908,43120,-7212,9831
2007:Q4,303326,-2221,104281,49137,703,48434,-1627,-3698,-252,1234,1089,56771,55708,1063,26428,2193,24235,25683,-1448,0,174838,151108,778,-1122,74,24000,302237,73211,703,48434,74,24000,47941,-2239,2193,47987,45907,1708,372,99270,191,-3698,102777,105201,-930,-1494,-304,-52,-252,1113,-121,1234,81006,81391,-385,1089
2008:Q1,199137,3463,62363,62120,-536,62656,-8382,4202,1,23633,-36218,8625,9759,-1134,-20441,-6159,-14282,-13695,-587,0,153752,148368,-2749,11055,78,-3000,235355,59198,-536,62656,78,-3000,94836,3037,-6159,97958,91238,920,5800,63055,137,4202,58716,57130,-3669,5255,46,45,1,23877,244,23633,-5657,-3936,-1721,-36218
2008:Q2,-114979,9331,-12795,62814,-83,62897,2202,2977,42,-9210,8393,-77811,-78791,980,-50414,-4651,-45763,-45684,-79,0,-61101,-98436,-225,-3520,81,41000,-123372,103895,-83,62897,81,41000,-78484,9786,-4651,-83619,-82085,-900,-634,-16010,-425,2977,-18562,-16351,675,-2886,69,27,42,-9267,-57,-9210,-123574,-124475,901,8393
2008:Q3,515462,182787,190011,125552,-316,125868,-21860,4266,-115,-11830,-14181,86319,84260,2059,360,-9463,9823,4482,5341,0,142304,-88313,-1015,5285,84,226263,529643,351899,-316,125868,84,226263,145068,148847,-9463,5684,5973,-1834,1545,-52061,33400,4266,-89727,-94286,819,3740,-85,30,-115,-11320,510,-11830,96142,88742,7400,-14181
2008:Q4,1276355,575689,368850,259098,-540,259638,10725,-10573,-1042,4670,17670,99027,96947,2080,108804,2380,106424,105384,1040,0,223012,-31012,-4092,-7401,52,265465,1258685,524615,-540,259638,52,265465,470519,366358,2380,101781,103103,6222,-7544,50005,204864,-10573,-144286,-134115,-10314,143,597,1639,-1042,7498,2828,4670,205451,202331,3120,17670
2009:Q1,-389072,-32096,-28003,-20466,-1581,-18885,20501,-9306,351,3950,25506,-28038,-21690,-6348,-67239,-9806,-57433,-48315,-9118,0,-261734,-12067,-2238,-3640,23,-243811,-414578,-264255,-1581,-18885,23,-243811,-54820,-27210,-9806,-17804,-12114,-4351,-1339,-34778,-25331,-9306,-141,47,2113,-2301,1078,727,351,23668,19718,3950,-85471,-70005,-15466,25506
2009:Q2,-594787,-144243,-188970,-212055,244,-212299,24752,-2023,-325,-2458,29558,-1667,-3582,1915,-72192,5024,-77216,-79342,2126,0,-189382,16347,-6083,-4334,20,-195332,-624345,-407367,244,-212299,20,-195332,-172915,-74211,5024,-103728,-95596,-5162,-2970,39478,-68157,-2023,109658,111943,-921,-1364,-1017,-692,-325,-3641,-1183,-2458,-78883,-82924,4041,29558
2009:Q3,246268,219876,-62971,-120983,296,-121279,872,-2439,50,6142,-2881,57140,54861,2279,78027,-7257,85284,83697,1587,0,11336,66849,318,1981,17,-57829,249149,-178795,296,-121279,17,-57829,177074,142664,-7257,41667,48149,-6126,-356,108979,83937,-2439,27481,18700,6444,2337,-484,-534,50,-49,-6191,6142,142424,138558,3866,-2881
2009:Q4,75598,117378,-92691,-110176,438,-110614,-4563,-5024,338,-6356,6479,22048,21888,160,20165,2737,17428,18401,-973,0,30746,78063,-1621,778,10,-46484,69119,-156650,438,-110614,10,-46484,135404,46511,2737,86156,84734,268,1154,40726,54686,-5024,-8936,-6671,-1889,-376,1383,1045,338,8780,15136,-6356,39476,40289,-813,6479
2010:Q1,-68407,91412,-142987,-84623,472,-85095,3546,-2309,226,11531,-5902,-61910,-61790,-120,35395,8330,27065,26054,1011,0,-52227,-53156,5516,5678,7,-10272,-62505,-94888,472,-85095,7,-10272,42860,42472,8330,-7942,-12851,2317,2592,11015,47344,-2309,-34020,-40305,3199,3086,-314,-540,226,13667,2136,11531,-34845,-35736,891,-5902
