date,FU893140005.Q,FU313140003.Q,FU543140005.Q,FU263140005.Q,FU893140005.Q,FU153040005.Q,FU763040005.Q,FU543040005.Q,FU733040005.Q,FU543141905.Q
1959:Q3,861,28,833,0,861,861,0,0,0,0
1959:Q4,962,23,939,0,962,962,0,0,0,0
1960:Q1,939,21,918,0,939,939,0,0,0,0
1960:Q2,877,18,859,0,877,877,0,0,0,0
1960:Q3,767,17,750,0,767,767,0,0,0,0
1960:Q4,645,20,625,0,645,645,0,0,0,0
1961:Q1,688,21,667,0,688,688,0,0,0,0
1961:Q2,793,22,771,0,793,793,0,0,0,0
1961:Q3,923,24,899,0,923,923,0,0,0,0
1961:Q4,1043,26,1017,0,1043,1043,0,0,0,0
1962:Q1,1032,29,1003,0,1032,1032,0,0,0,0
1962:Q2,988,31,957,0,988,988,0,0,0,0
1962:Q3,912,33,879,0,912,912,0,0,0,0
1962:Q4,835,32,803,0,835,835,0,0,0,0
1963:Q1,957,33,924,0,957,957,0,0,0,0
1963:Q2,1023,34,989,0,1023,1023,0,0,0,0
1963:Q3,1095,33,1062,0,1095,1095,0,0,0,0
1963:Q4,1162,31,1131,0,1162,1162,0,0,0,0
1964:Q1,1084,28,1056,0,1084,1084,0,0,0,0
1964:Q2,1087,24,1063,0,1087,1087,0,0,0,0
1964:Q3,1107,24,1083,0,1107,1107,0,0,0,0
1964:Q4,1138,28,1110,0,1138,1138,0,0,0,0
1965:Q1,1098,31,1067,0,1098,1098,0,0,0,0
1965:Q2,1233,34,1199,0,1233,1233,0,0,0,0
1965:Q3,1274,35,1239,0,1274,1274,0,0,0,0
1965:Q4,1220,34,1186,0,1220,1220,0,0,0,0
1966:Q1,1173,29,1144,0,1173,1173,0,0,0,0
1966:Q2,1141,28,1113,0,1141,1141,0,0,0,0
1966:Q3,1157,26,1131,0,1157,1157,0,0,0,0
1966:Q4,1221,24,1197,0,1221,1221,0,0,0,0
1967:Q1,1265,24,1241,0,1265,1265,0,0,0,0
1967:Q2,1237,24,1213,0,1237,1237,0,0,0,0
1967:Q3,1242,20,1222,0,1242,1242,0,0,0,0
1967:Q4,1221,12,1209,0,1221,1221,0,0,0,0
1968:Q1,1202,2,1200,0,1202,1202,0,0,0,0
1968:Q2,1184,-8,1192,0,1184,1184,0,0,0,0
1968:Q3,1189,-8,1197,0,1189,1189,0,0,0,0
1968:Q4,1213,0,1213,0,1213,1213,0,0,0,0
1969:Q1,1237,11,1226,0,1237,1237,0,0,0,0
1969:Q2,1253,20,1233,0,1253,1253,0,0,0,0
1969:Q3,1269,22,1247,0,1269,1269,0,0,0,0
1969:Q4,1279,13,1266,0,1279,1279,0,0,0,0
1970:Q1,1341,69,1272,0,1341,1341,0,0,0,0
1970:Q2,1275,12,1263,0,1275,1275,0,0,0,0
1970:Q3,1316,11,1305,0,1316,1316,0,0,0,0
1970:Q4,1408,14,1394,0,1408,1408,0,0,0,0
1971:Q1,1499,17,1482,0,1499,1499,0,0,0,0
1971:Q2,1584,18,1566,0,1584,1584,0,0,0,0
1971:Q3,1630,19,1611,0,1630,1630,0,0,0,0
1971:Q4,1638,17,1621,0,1638,1638,0,0,0,0
1972:Q1,1669,30,1639,0,1669,1669,0,0,0,0
1972:Q2,1706,39,1667,0,1706,1706,0,0,0,0
1972:Q3,1735,42,1693,0,1735,1735,0,0,0,0
1972:Q4,1764,41,1723,0,1764,1764,0,0,0,0
1973:Q1,1804,43,1761,0,1804,1804,0,0,0,0
1973:Q2,1854,47,1807,0,1854,1854,0,0,0,0
1973:Q3,1863,46,1817,0,1863,1863,0,0,0,0
1973:Q4,1826,39,1787,0,1826,1826,0,0,0,0
1974:Q1,1782,33,1749,0,1782,1782,0,0,0,0
1974:Q2,1732,27,1705,0,1732,1732,0,0,0,0
1974:Q3,1754,26,1728,0,1754,1754,0,0,0,0
1974:Q4,1851,29,1822,0,1851,1851,0,0,0,0
1975:Q1,3047,1144,1903,0,3047,3047,0,0,0,0
1975:Q2,2349,379,1970,0,2349,2349,0,0,0,0
1975:Q3,2059,39,2020,0,2059,2059,0,0,0,0
1975:Q4,2770,719,2051,0,2770,2770,0,0,0,0
1976:Q1,1988,-99,2087,0,1988,1988,0,0,0,0
1976:Q2,2460,334,2126,0,2460,2460,0,0,0,0
1976:Q3,2221,53,2168,0,2221,2221,0,0,0,0
1976:Q4,2526,311,2215,0,2526,2526,0,0,0,0
1977:Q1,2300,52,2248,0,2300,2300,0,0,0,0
1977:Q2,2432,167,2265,0,2432,2432,0,0,0,0
1977:Q3,2435,99,2336,0,2435,2435,0,0,0,0
1977:Q4,2814,353,2461,0,2814,2814,0,0,0,0
1978:Q1,2656,53,2603,0,2656,2656,0,0,0,0
1978:Q2,3068,306,2762,0,3068,3068,0,0,0,0
1978:Q3,2864,67,2797,0,2864,2864,0,0,0,0
1978:Q4,2970,264,2706,0,2970,2970,0,0,0,0
1979:Q1,2632,-18,2650,0,2632,2632,0,0,0,0
1979:Q2,2893,263,2630,0,2893,2893,0,0,0,0
1979:Q3,2596,2,2594,0,2596,2596,0,0,0,0
1979:Q4,2810,271,2539,0,2810,2810,0,0,0,0
1980:Q1,2458,-32,2490,0,2458,2458,0,0,0,0
1980:Q2,2688,244,2444,0,2688,2688,0,0,0,0
1980:Q3,2417,18,2399,0,2417,2417,0,0,0,0
1980:Q4,2685,335,2350,0,2685,2685,0,0,0,0
1981:Q1,2292,-32,2324,0,2292,2292,0,0,0,0
1981:Q2,2649,334,2315,0,2649,2649,0,0,0,0
1981:Q3,2206,-24,2230,0,2206,2206,0,0,0,0
1981:Q4,2428,360,2068,0,2428,2428,0,0,0,0
1982:Q1,1917,35,1882,0,1917,1917,0,0,0,0
1982:Q2,2034,364,1670,0,2034,2034,0,0,0,0
1982:Q3,1645,10,1635,0,1645,1645,0,0,0,0
1982:Q4,2213,437,1776,0,2213,2213,0,0,0,0
1983:Q1,1913,28,1885,0,1913,1913,0,0,0,0
1983:Q2,2368,405,1963,0,2368,2368,0,0,0,0
1983:Q3,2043,52,1991,0,2043,2043,0,0,0,0
1983:Q4,2444,473,1971,0,2444,2444,0,0,0,0
1984:Q1,1258,86,1172,0,1258,1258,0,0,0,0
1984:Q2,1520,454,1066,0,1520,1520,0,0,0,0
1984:Q3,1356,53,1303,0,1356,1356,0,0,0,0
1984:Q4,1903,491,1412,0,1903,1903,0,0,0,0
1985:Q1,2110,36,2074,0,2110,2110,0,0,0,0
1985:Q2,2843,469,2374,0,2843,2843,0,0,0,0
1985:Q3,2813,56,2757,0,2813,2813,0,0,0,0
1985:Q4,3767,547,3220,0,3767,3767,0,0,0,0
1986:Q1,3926,30,3896,0,3926,3926,0,0,0,0
1986:Q2,4591,496,4095,0,4591,4591,0,0,0,0
1986:Q3,4568,73,4495,0,4568,4568,0,0,0,0
1986:Q4,5159,443,4716,0,5159,5159,0,0,0,0
1987:Q1,7065,127,6938,0,7065,7065,0,0,0,0
1987:Q2,6382,489,5893,0,6382,6382,0,0,0,0
1987:Q3,7306,1031,6275,0,7306,7306,0,0,0,0
1987:Q4,10478,-442,10920,0,10478,10478,0,0,0,0
1988:Q1,5961,21,5940,0,5961,5961,0,0,0,0
1988:Q2,7214,520,6694,0,7214,7214,0,0,0,0
1988:Q3,6150,37,6113,0,6150,6150,0,0,0,0
1988:Q4,8504,595,7909,0,8504,8504,0,0,0,0
1989:Q1,3828,22,3806,0,3828,3828,0,0,0,0
1989:Q2,8556,527,8029,0,8556,8556,0,0,0,0
1989:Q3,5673,-8,5681,0,5673,5673,0,0,0,0
1989:Q4,11417,616,10801,0,11417,11417,0,0,0,0
1990:Q1,6681,-4,6685,0,6681,6681,0,0,0,0
1990:Q2,7736,548,7188,0,7736,7736,0,0,0,0
1990:Q3,7291,35,7256,0,7291,7291,0,0,0,0
1990:Q4,6446,609,5837,0,6446,6446,0,0,0,0
1991:Q1,6208,61,6147,0,6208,6208,0,0,0,0
1991:Q2,8783,572,8211,0,8783,8783,0,0,0,0
1991:Q3,4621,-109,4730,0,4621,4621,0,0,0,0
1991:Q4,6501,672,5829,0,6501,6501,0,0,0,0
1992:Q1,7528,-116,7644,0,7528,7528,0,0,0,0
1992:Q2,4659,613,4046,0,4659,4659,0,0,0,0
1992:Q3,9525,167,9358,0,9525,9525,0,0,0,0
1992:Q4,8080,775,7305,0,8080,8080,0,0,0,0
1993:Q1,7779,3,7776,0,7779,7779,0,0,0,0
1993:Q2,9094,640,8454,0,9094,9094,0,0,0,0
1993:Q3,9286,69,9217,0,9286,9286,0,0,0,0
1993:Q4,9601,681,8920,0,9601,9601,0,0,0,0
1994:Q1,6965,6,6959,0,6965,6965,0,0,0,0
1994:Q2,7237,679,6558,0,7237,7237,0,0,0,0
1994:Q3,17471,98,17373,0,17471,17471,0,0,0,0
1994:Q4,6292,485,5807,0,6292,6292,0,0,0,0
1995:Q1,11523,50,11473,0,11523,11523,0,0,0,0
1995:Q2,13868,431,13437,0,13868,13868,0,0,0,0
1995:Q3,7776,74,7702,0,7776,7776,0,0,0,0
1995:Q4,9407,464,8943,0,9407,9407,0,0,0,0
1996:Q1,3682,92,3590,0,3682,3682,0,0,0,0
1996:Q2,7712,608,7104,0,7712,7712,0,0,0,0
1996:Q3,14223,39,14184,0,14223,14223,0,0,0,0
1996:Q4,14444,-122,14566,0,14444,14444,0,0,0,0
1997:Q1,11550,710,10840,0,11550,11550,0,0,0,0
1997:Q2,12732,551,12181,0,12732,12732,0,0,0,0
1997:Q3,13685,-24,13709,0,13685,13685,0,0,0,0
1997:Q4,8154,500,7654,0,8154,8154,0,0,0,0
1998:Q1,6958,180,6778,0,6958,6958,0,0,0,0
1998:Q2,10536,653,9883,0,10536,10536,0,0,0,0
1998:Q3,8794,3,8791,0,8794,8794,0,0,0,0
1998:Q4,20840,456,20384,0,20840,20840,0,0,0,0
1999:Q1,10393,169,10224,0,10393,10393,0,0,0,0
1999:Q2,15000,674,14326,0,15000,15000,0,0,0,0
1999:Q3,7045,57,6988,0,7045,7045,0,0,0,0
1999:Q4,18061,501,17560,0,18061,18061,0,0,0,0
2000:Q1,13319,292,12779,248,13319,12467,0,849,0,3
2000:Q2,8942,656,8037,249,8942,8091,0,849,0,2
2000:Q3,12753,54,12451,248,12753,11902,0,849,0,2
2000:Q4,12476,438,11790,248,12476,11626,0,848,0,2
2001:Q1,29400,159,28368,873,29400,27043,0,2349,0,8
2001:Q2,28916,593,27451,872,28916,26562,0,2348,0,6
2001:Q3,5809,7,4930,872,5809,3454,0,2347,0,8
2001:Q4,24250,626,22752,872,24250,21896,0,2348,0,6
2002:Q1,26899,-68,26099,868,26899,24643,0,2248,0,8
2002:Q2,26972,1000,25103,869,26972,24715,0,2250,0,7
2002:Q3,18101,-29,17263,867,18101,15847,0,2247,0,7
2002:Q4,2227,670,689,868,2227,-28,0,2248,0,7
2003:Q1,22275,19,21042,1214,22275,19313,0,2952,0,10
2003:Q2,23309,420,21674,1215,23309,20346,0,2953,0,10
2003:Q3,24803,137,23453,1213,24803,21843,0,2950,0,10
2003:Q4,15119,550,13355,1214,15119,12158,0,2952,0,9
2004:Q1,6944,-12,4897,2059,6944,1819,0,5108,0,17
2004:Q2,18907,472,16375,2060,18907,13780,0,5110,0,17
2004:Q3,17169,54,15057,2058,17169,12046,0,5107,0,16
2004:Q4,18862,572,16231,2059,18862,13737,0,5108,0,17
2005:Q1,6314,1,4449,1864,6314,4334,0,1916,0,64
2005:Q2,4385,418,2105,1862,4385,2404,0,1915,0,66
2005:Q3,12458,70,10525,1863,12458,10479,0,1915,0,64
2005:Q4,5571,647,3062,1862,5571,3593,0,1914,0,64
2006:Q1,30161,76,28722,1363,30161,24866,0,5197,0,98
2006:Q2,11405,555,9488,1362,11405,5003,1830,5195,-719,96
2006:Q3,24788,137,23289,1362,24788,16365,2806,5196,323,98
2006:Q4,28155,734,26059,1362,28155,19249,3576,5195,39,96
2007:Q1,15975,361,13531,2083,15975,10829,3216,1843,-31,118
2007:Q2,20556,567,17905,2084,20556,16745,1382,1845,468,116
2007:Q3,14876,-16,12811,2081,14876,6454,2287,1841,4176,118
2007:Q4,20972,653,18236,2083,20972,14322,4014,1843,677,116
2008:Q1,16787,-87,13982,2892,16787,10432,1038,5295,-287,309
2008:Q2,19594,488,16214,2892,19594,14420,3014,5295,-3443,308
2008:Q3,34154,-116,31378,2892,34154,21414,6580,5294,557,309
2008:Q4,29955,693,26370,2892,29955,26523,-4183,5295,2012,308
2009:Q1,21741,-58,21427,372,21741,18007,-265,1940,1685,374
2009:Q2,5567,515,4681,371,5567,2916,681,1939,-344,375
2009:Q3,4360,35,3955,370,4360,2014,-740,1938,774,374
2009:Q4,15016,606,14038,372,15016,11674,1080,1940,-52,374
2010:Q1,1236,-95,3265,-1934,1236,1190,615,-1624,683,372
2010:Q2,3218,177,4974,-1933,3218,1443,715,-1623,2312,371
2010:Q3,14571,165,16339,-1933,14571,13948,1531,-1623,343,372
2010:Q4,1554,615,2873,-1934,1554,764,1628,-1624,415,371
2011:Q1,17071,70,20133,-3132,17071,16212,1340,-731,44,206
2011:Q2,18672,432,21372,-3132,18672,18334,988,-731,-125,206
2011:Q3,34146,289,36993,-3136,34146,32182,1028,-736,1468,204
2011:Q4,24406,472,27061,-3127,24406,21977,1889,-726,1060,206
2012:Q1,4531,106,4637,-212,4531,-8085,3100,2995,6134,387
2012:Q2,-8241,360,-8380,-221,-8241,-13926,1247,2986,1066,386
2012:Q3,10162,-55,10434,-217,10162,3886,1449,2989,1451,387
2012:Q4,11500,-124,11845,-221,11500,7852,1602,2986,-1326,386
2013:Q1,7125,41,7835,-751,7125,575,1194,5151,1238,-1033
2013:Q2,11558,183,12129,-754,11558,5969,1187,5147,287,-1032
2013:Q3,14930,-124,15804,-750,14930,8471,1212,5152,1129,-1034
2013:Q4,14813,130,15436,-753,14813,6105,2190,5148,2403,-1033
2014:Q1,14190,-20,15348,-1138,14190,9351,1275,710,1183,1671
2014:Q2,17277,138,18275,-1136,17277,12091,1489,712,1313,1672
2014:Q3,18234,306,19067,-1139,18234,13455,1199,708,1201,1671
2014:Q4,22654,346,23447,-1139,22654,17172,1769,709,1333,1671
2015:Q1,21800,-521,21588,733,21800,16298,1380,4232,1050,-1160
2015:Q2,15488,231,14523,734,15488,9259,2156,4233,1000,-1160
2015:Q3,20530,-145,19943,732,20530,15045,1414,4231,1000,-1160
2015:Q4,14025,327,12965,733,14025,8292,1661,4232,1000,-1160
2016:Q1,29654,-99,23688,6065,29654,13569,1381,10950,1000,2754
2016:Q2,36967,195,30708,6064,36967,20841,1423,10948,1000,2755
2016:Q3,25684,16,19603,6065,25684,9491,1489,10950,1000,2754
2016:Q4,17181,2,11115,6064,17181,1157,1322,10948,1000,2754
2017:Q1,18132,-285,12644,5773,18132,6500,1393,8552,1000,687
2017:Q2,13057,-127,7412,5772,13057,1473,1347,8551,1000,686
2017:Q3,19278,162,13343,5773,19278,6910,2130,8551,1000,687
2017:Q4,19019,77,13171,5771,19019,7245,1538,8550,1000,686
2018:Q1,3788,104,11571,-7887,3788,12920,1218,-9038,1000,-2312
2018:Q2,2970,-154,11011,-7887,2970,12344,976,-9037,1000,-2313
2018:Q3,148,181,7855,-7888,148,9219,1280,-9039,1000,-2312
2018:Q4,3967,63,11792,-7888,3967,13902,417,-9039,1000,-2313
2019:Q1,7831,509,6874,448,7831,3740,1338,1683,1000,70
2019:Q2,9149,-103,8805,447,9149,4339,2056,1683,1000,71
2019:Q3,17538,408,16682,448,17538,13328,1457,1683,1000,70
2019:Q4,3188,83,2659,446,3188,-1385,1822,1681,1000,70
2020:Q1,49132,-147,45407,3872,49132,48113,901,1401,1000,-2283
2020:Q2,1442,-10,-2421,3873,1442,6,1317,1402,1000,-2283
2020:Q3,23887,339,19678,3870,23887,21991,1781,1398,1000,-2283
2020:Q4,24829,8,20948,3873,24829,22656,2055,1402,1000,-2284
2021:Q1,7276,284,1808,5184,7276,-999,2081,5550,1000,-356
2021:Q2,19595,-848,15262,5181,19595,8713,4689,5548,1000,-355
2021:Q3,28790,935,22671,5184,28790,20261,2335,5550,1000,-356
2021:Q4,12908,-94,7821,5181,12908,2475,4242,5547,1000,-356
2022:Q1,17701,221,19501,-2021,17701,15940,2142,-1408,1000,27
2022:Q2,19949,-74,22045,-2022,19949,18416,1913,-1408,1000,28
2022:Q3,19364,246,21140,-2022,19364,17535,2212,-1409,1000,26
2022:Q4,8168,-23,10213,-2022,8168,8282,268,-1409,1000,27
2023:Q1,36533,512,23396,12625,36533,22764,1333,11400,1000,36
2023:Q2,22594,-50,10018,12626,22594,13881,-3723,11400,1000,36
2023:Q3,12544,717,-796,12623,12544,258,-147,11398,1000,35
2023:Q4,1650,136,-11111,12625,1650,-11310,525,11399,1000,36
2024:Q1,25243,915,25498,-1170,25243,24621,592,-1036,1000,66
2024:Q2,14134,7,15295,-1168,14134,13075,1025,-1033,1000,67
2024:Q3,9020,1056,9134,-1170,9020,7211,1779,-1036,1000,66
2024:Q4,18430,196,19404,-1170,18430,17458,942,-1036,1000,66
2025:Q1,15279,1117,12817,1345,15279,9948,1292,3033,1000,6
