1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1999:Q1,10579,9548,24166,5788,-25588,-3502,-3376,-25080,30063,-403,9812,21988,1874,-3208,-19,7554,-1080,4400,-10893,711,912,504,1575,-426,0,30015,-18378,-25760,-21885,-36205,16275,16525,-181,-1143,962,9563,738,627,-11217,-1022,-10195,7382,484,-1030,8697,-769,-23135,0,ND
1999:Q2,10676,9236,-6466,104575,12916,1996,-4174,-4031,27865,260,-6828,5181,1269,27983,45680,16873,-1285,39016,-8924,382,-1004,445,968,-108,0,23641,111042,103176,28701,18881,27091,10146,36,-902,938,28719,1311,-4267,-7443,534,-7977,7866,217,13220,-4254,-1317,7906,0,ND
1999:Q3,10872,9153,-32647,92867,305,469,-1438,-31794,25259,-350,875,16492,1864,6378,111740,27503,-1035,81690,3582,277,739,421,1731,300,0,-15142,125513,107972,5489,-20154,58439,-21286,280,-1199,1479,36511,674,5055,42965,-2079,45044,17541,-23,-231,3789,14006,34366,0,ND
1999:Q4,11435,8062,2937,272334,74038,25535,1193,-1165,25426,-242,-388,699,1412,23945,151591,46422,323,70984,33862,113,652,91,2141,-933,0,-6348,269397,266929,55250,41226,112906,3060,738,306,432,31593,1869,6070,14216,-6759,20975,2468,3170,2921,5825,-9448,437,0,ND
2000:Q1,11555,9992,19271,131014,5535,-31368,-2024,39901,15091,471,-3104,15459,1248,1017,84297,20258,470,66910,-3341,-202,575,1956,1415,1642,0,14195,111743,73620,-60527,-45422,106592,44531,2863,381,2482,8776,188,-10,16629,2024,14605,38123,103,802,15682,21536,-17708,0,ND
2000:Q2,11643,8769,-36352,164748,9210,1805,-2184,-13673,-14032,-545,-15735,1172,413,663,158368,47080,292,92846,18150,-36,-124,1211,275,-1044,0,24973,201100,192301,70338,-1249,63539,20521,3580,294,3286,32773,106,-893,3585,1568,2017,8799,1234,147,7443,-25,39226,0,ND
2000:Q3,11954,8268,11029,144645,5367,-2498,707,9113,15271,-37,-1697,-11512,1088,27429,91460,11946,-568,57216,22866,379,710,4314,309,-58,0,19571,133617,114147,-9808,-37245,99066,2441,2393,-550,2943,-6609,1995,9627,52286,278,52008,19470,1077,-606,13620,5379,-7343,0,ND
2000:Q4,11924,8161,-49670,192344,48242,9897,3523,47430,19604,234,-18710,10070,783,27227,69996,30460,-942,15289,25189,48,-456,3196,720,1411,0,-11267,242014,204799,47895,5563,113411,21403,4606,-794,5400,8262,-2625,7167,-883,1855,-2738,37215,1969,5769,10729,18748,53433,0,ND
2001:Q1,10342,8987,-37068,122836,34999,-8391,12783,58998,-7715,48,-13414,3056,-757,3352,27735,-9670,-39,46974,-9530,105,782,535,879,4488,0,-2362,159905,142299,-39284,-49342,147265,34397,3191,-129,3320,7609,930,-1248,38780,663,38117,17606,1226,-1216,13949,3647,38423,0,ND
2001:Q2,10828,9091,824,30445,6011,1171,-3770,-35526,24010,383,-79,-12136,3846,31996,38064,-22272,-890,50204,11022,-94,702,948,584,1126,0,-2779,29621,21892,12408,19289,51495,-31345,-1659,-1026,-633,1140,650,-4373,-25712,-731,-24981,7729,1471,3388,10873,-8003,914,0,ND
2001:Q3,12072,8589,-32061,149039,-28148,-514,3302,19288,61240,-206,1133,40434,1990,17889,19094,-8449,-1709,28392,860,126,2004,455,813,1074,0,70304,181100,173223,-7620,6423,66473,5827,894,-1659,2553,8483,385,21993,70365,1379,68986,7877,715,-61,24203,-16980,35544,0,ND
2001:Q4,14107,8416,15697,184667,81694,10673,-3754,-13522,86121,846,-7954,58846,2621,31762,45756,-35424,-254,54947,26487,288,-92,-523,941,6707,0,-29621,168970,150577,109664,86760,88550,1692,64,-351,415,7571,177,-13993,-129906,-2000,-127906,18393,4756,2175,12005,-543,-10006,0,ND
2002:Q1,14310,7071,38490,153836,45319,-12412,2771,-3638,50871,2,6127,48036,-1370,-1924,-17759,-12093,-98,2966,-8534,204,-683,629,967,-2049,0,89616,115345,113370,11292,-106581,170181,-28567,-2807,-288,-2519,-8427,247,8780,69252,-16,69268,1975,1295,814,6376,-6510,-31252,0,6543
2002:Q2,14402,8155,-83474,141516,23176,1631,-2175,5935,50677,21,16070,45880,-197,-11097,47563,-33472,334,74216,6485,228,479,246,874,-985,0,13867,224990,182831,-12441,21534,31588,27468,699,454,245,3427,-964,16750,94771,-1342,96113,42159,2020,1624,17319,21196,89722,0,31350
2002:Q3,14088,8361,-43452,154107,-61435,1301,2387,22699,50392,-127,5228,30605,3001,11685,126554,-20230,-73,123382,23475,-29,482,732,471,-961,0,11515,197559,184133,-25528,24865,93332,38021,-1088,-55,-1033,11038,-700,-4425,48619,3555,45064,13426,1056,913,18207,-6750,49179,0,79018
2002:Q4,13353,7336,15088,210507,19458,9968,-1034,-3670,60574,1083,13744,42077,1039,2631,103664,-19830,-204,107214,16484,-143,1070,1182,374,4586,0,14478,195419,176232,64160,10414,51517,51269,2279,-272,2551,-1368,1794,-11310,7477,-515,7992,19187,1173,-1622,8999,10637,-9072,0,56626
2003:Q1,12927,7772,11136,334714,142459,-9286,2882,63112,90269,-861,6871,65302,1620,17337,43406,-23920,247,78234,-11155,-156,582,2140,1215,-3496,0,1588,323578,306344,87300,-26740,153294,58158,2145,216,1929,4716,-97,6332,21236,6830,14406,17234,1526,3918,11608,182,-5981,0,96014
2003:Q2,12743,7569,-6246,308739,46730,1008,351,11114,74388,1184,-9558,85233,4141,-6612,125820,-10866,-253,116437,20502,285,634,1133,479,-404,0,47201,314985,297508,2610,49600,103762,54303,1752,-244,1996,9312,-219,1657,74731,1279,73452,17477,3018,93,15728,-1362,11420,0,115307
2003:Q3,11686,8821,28220,2812,-45546,821,-2405,4209,-62450,-1340,241,-65903,5382,-830,88005,-22247,-281,96649,13884,61,1243,620,599,-3504,0,21159,-25408,-28561,1470,-19462,40046,-75237,492,-308,800,3440,-895,-6705,28290,1759,26531,3153,2649,749,2938,-3183,-25355,0,9850
2003:Q4,10904,9593,31878,87635,-29798,7590,-7933,-47447,77742,-464,7212,39226,704,31064,77743,11993,98,16762,48890,-255,-1101,2682,37,-1168,0,9543,55757,34382,-9685,43622,70939,-46318,1841,99,1742,10761,737,1949,-39464,2047,-41511,21375,1881,-118,7843,11769,-30567,0,29812
2004:Q1,10244,9845,22016,402451,116309,-6994,4389,51822,114265,99,9948,87337,1335,15546,108576,-17208,-501,132838,-6553,228,721,2563,1803,-631,0,9400,380435,335449,29168,-2246,175807,68603,47,-470,517,15046,291,7183,41550,350,41200,44986,1193,30,19510,24253,-21618,0,114989
2004:Q2,9324,11389,43198,267990,10860,2390,-5830,-8886,-725,-588,-3184,15014,3351,-15318,188268,18289,544,155634,13801,267,-877,2759,1313,-866,0,79317,224792,217341,41600,24998,119794,30549,3903,546,3357,40742,-513,-18016,-25716,1232,-26948,7451,841,1699,27383,-22472,-45263,0,84811
2004:Q3,9149,11867,-38291,220775,12144,-1328,-1195,27890,-50616,235,-19958,-66511,2282,33336,161017,11477,-423,130387,19576,44,-103,866,1270,-856,0,71642,259066,150792,-8590,-16889,119483,20815,1108,-418,1526,-3827,1241,16402,21049,1422,19627,108274,2222,10785,80685,14582,35573,0,81596
2004:Q4,9603,11609,-23796,271402,35148,-491,515,-46060,-337,178,-14100,-26979,1927,38637,200901,36254,25,133633,30989,1646,-1163,-219,514,-184,0,81132,295198,245858,77454,41507,114891,-80872,7535,68,7467,19058,4155,6200,55930,5385,50545,49340,1359,213,31081,16687,21790,0,100914
2005:Q1,8244,11658,83436,232743,-56522,600,-198,13798,182522,-129,17204,94787,4858,65802,102928,13644,12,110204,-20932,-58,-662,396,1013,-2197,0,-8877,149307,126464,-44137,-20797,160225,-6149,4443,-6,4449,3239,479,-6681,35842,-17338,53180,22843,2840,4954,13666,1383,-86850,0,70859
2005:Q2,7987,11189,2439,289159,81595,3186,-367,-32003,8404,-40,-15919,-18168,3276,39255,222248,58831,76,154059,9282,-212,868,35,1397,-1514,0,5522,286720,243522,75387,8789,110233,38348,681,58,623,32740,-1520,-516,-20620,2483,-23103,43198,2262,3642,21668,15626,-5641,0,46023
2005:Q3,6591,10630,35363,373694,98557,-4153,1323,40638,23900,-75,-1945,-20566,6240,40246,203316,24184,224,141079,37829,409,-745,408,1070,-28,0,8999,338331,325539,87758,-40289,221963,46216,2168,244,1924,2501,1125,-29,4126,-3643,7769,12792,2774,-271,5265,5024,-39402,0,100679
2005:Q4,4795,9911,34264,200902,9361,8920,22,-2677,-12876,335,-6543,-10676,4082,-74,156221,69203,-302,79749,7571,-398,-324,-31,217,410,0,42057,166638,149028,7108,22951,121268,6237,6223,-287,6510,5554,-809,-2698,-16806,1663,-18469,17610,542,1755,16312,-999,-39380,0,100453
2006:Q1,7733,11154,-2944,370044,67432,-10063,2362,39779,86508,278,-1795,45095,3780,39150,156867,54209,-23,122469,-19788,-714,-285,2284,785,-1708,0,26797,372988,332024,60988,-25686,203762,20400,4435,401,4034,-4024,-57,3642,68564,8175,60389,40964,1358,6453,9030,24123,-478,0,-219142
2006:Q2,6621,10403,-145,308300,22408,2604,-2927,-27120,69754,-432,6782,32583,1671,29150,215976,49613,-37,143563,22837,-570,-952,-10,1313,1368,1830,24626,308445,256609,25733,20927,128243,42718,6467,-970,7437,24286,337,-858,8756,3191,5565,51836,2301,947,46512,2076,-3636,0,71371
2006:Q3,5920,11050,-40895,263901,1591,-2548,-389,96932,-25762,520,-5629,-36574,7951,7970,144826,43133,-37,77524,24206,-389,-42,-1527,72,2219,2806,46112,304796,272848,30900,-36785,153383,100611,4769,549,4220,1569,815,15015,2571,2833,-262,31948,1711,3688,29725,-3176,35766,0,45462
2006:Q4,5505,12559,103350,184852,102036,11638,762,19060,27541,-247,1204,-21111,11651,36044,132172,49165,-218,50844,32381,-303,894,-438,-448,1277,3576,-112915,81502,49314,94079,1338,149128,-78558,13689,-176,13865,-3401,785,-1756,-125990,8028,-134018,32188,4795,827,41033,-14467,-110403,0,107648
2007:Q1,8269,11560,-7018,254447,146339,-10533,3769,46890,60555,604,6960,-9440,8358,54073,41559,35958,-126,27629,-21902,-53,-1383,10081,140,-2191,3216,-43942,261465,212411,16241,-3763,199583,28679,6028,1249,4779,-18216,-1901,-5180,-9060,1586,-10646,49054,1487,5360,8459,33748,3727,33,99935
2007:Q2,6449,11636,-23539,241396,12155,2273,-1616,-13984,54760,198,-9745,-2273,2851,63729,167152,59512,72,90611,16957,-50,770,7926,-122,598,1382,10152,264935,237062,26434,-9764,76387,24507,7181,145,7036,14299,-1020,-8661,107699,8877,98822,27873,1903,4790,11528,9652,18352,-429,63880
2007:Q3,4340,12174,3204,461390,-21259,-1970,3430,87546,26053,-654,7863,-67148,3112,82880,262791,137050,-115,98257,27599,277,2048,7335,7615,4020,2287,81217,458186,412137,36133,-108,187044,-29098,3252,-1842,5094,172878,463,6948,34625,-7556,42181,46049,1497,11420,48583,-15451,-11039,-815,127822
2007:Q4,-2058,12225,76586,419381,148020,13515,-3662,37608,4429,-700,5251,-37679,-1750,39307,214048,98751,216,79095,35986,1025,-1,6229,3112,1867,4014,-10823,342795,294550,130709,32212,145881,8491,8280,369,7911,42016,-5313,-5930,-61796,-100,-61696,48245,2640,-14604,44493,15716,-90869,-608,167956
2008:Q1,4692,14628,-33814,337727,181814,-9567,5789,-22182,14143,2532,-2384,-8506,9564,12937,133624,77218,-145,74026,-17475,456,1116,1299,-2016,171,1038,32042,371541,347525,41922,4523,231895,7649,-173,-363,190,25680,-185,-15538,51752,21952,29800,24016,2162,9604,12821,-571,23878,-8,201642
2008:Q2,3128,12938,133013,-102166,-103692,280,-6555,-28320,24815,-2213,-19243,76096,585,-30410,42696,16659,-37,5982,20092,439,-496,-1138,1850,-596,3014,-34463,-235179,-228326,-63209,2857,-18837,-25410,-562,-72,-490,9223,-801,-20486,-111101,1294,-112395,-6853,2008,5615,-11325,-3151,-142823,-454,-64556
2008:Q3,-111,11594,-3207,368711,81602,2275,6964,25896,80375,99292,15552,-10780,17810,-41499,95077,87473,0,-17781,25385,-706,-1396,3674,-717,-2927,6580,72014,371918,394353,190371,43819,96778,-12577,-7389,855,-8244,87434,-2719,-11369,10005,-9148,19153,-22435,2605,2689,16942,-44671,-8498,-873,60153
2008:Q4,5180,8345,36168,425010,528619,9740,-11595,-101957,-7785,-84352,-14471,86448,-7547,12137,36813,8795,0,-13691,41709,412,1627,13125,-2728,4566,-4183,-41644,388842,309631,477654,89679,31690,-138307,8207,-390,8597,-114527,-873,-46810,2918,46150,-43232,79211,5329,11422,-21564,84024,-39333,-327,-698730
2009:Q1,6335,8938,-50443,-262387,-64852,-7420,3495,-60591,-1893,-11233,23353,21217,-1036,-34194,-126373,-105368,0,14512,-35517,1879,4379,1520,3747,17707,-265,-33720,-211944,-260146,-95242,-57651,98843,2589,-14387,148,-14535,-107464,1581,1685,-90100,-36074,-54026,48202,3408,2089,50004,-7299,47840,-387,-80128
2009:Q2,8491,9997,-1184,-298587,-138095,837,-829,-90326,56813,5389,8636,60474,4989,-22675,-149220,-95858,0,-30184,-23178,1168,-4112,-3886,3381,-5088,681,30089,-297403,-280713,-261162,62056,-2124,38783,-2518,277,-2795,-70390,1080,-5145,-41293,-48353,7060,-16690,4012,-1140,25315,-44877,-322,-1080,15299
2009:Q3,13560,9973,-79057,-18887,285520,-397,-3509,-83853,43926,-9789,60206,-7005,-1147,1661,-225399,-124961,0,-103174,2736,1382,-2063,3863,-90,-12343,-740,-25184,60170,15732,15056,20193,62081,-36261,-7065,-197,-6868,-58843,2107,16388,2076,-5664,7740,44438,2263,2250,64463,-24538,82645,-764,-548141
2009:Q4,15196,10887,-136356,18883,186293,4177,1244,-73408,6336,-52,2663,98217,579,-95071,-145296,-83015,0,-54666,-7615,540,8076,-7236,-2151,-5798,1080,45026,155239,115646,-72526,85131,184354,-137343,-4375,-101,-4274,-43555,2260,-7232,108932,7083,101849,39593,1956,6360,28110,3167,140665,-362,135953
2010:Q1,14983,9261,-38551,-135816,67228,-3120,5243,-5518,31332,0,66798,16165,1334,-52965,-171025,-56716,0,-76512,-37797,-1288,-832,181,-93,-4439,615,-54100,-97265,-78080,-107592,-44813,17182,52161,170190,188283,-18093,-57056,842,-9747,-99247,-26867,-72380,-19185,4097,4090,-13469,-13903,44273,606,477281
2010:Q2,13728,8608,-45369,-190456,-87320,1985,-3335,7498,-10612,0,-2761,-1810,1329,-7370,-90739,-26509,0,-49199,-15031,-849,-2082,3257,-234,1053,715,-9793,-145087,-137899,-23752,18459,-107470,-13249,36887,19598,17289,-34089,253,16367,-31305,-929,-30376,-7188,2711,2926,25956,-38781,50489,-1128,-40027
2010:Q3,14874,8171,4982,229955,69100,-3239,1882,29740,201630,0,45546,49305,8818,97961,-42814,1474,0,-26431,-17857,-257,-1169,1946,-271,-1336,1531,-26788,224973,170907,68527,-2086,138077,24611,-41640,-19609,-22031,-42671,118,11897,14074,8319,5755,54066,4218,3170,20014,26664,1721,-292,350525
2010:Q4,17054,7842,-96693,-120161,-23152,2174,-5286,-10910,-102595,0,-7179,70293,17858,-183567,4841,30232,0,-15072,-10319,64,2360,-380,-1738,-1313,1628,14146,-23468,-9490,-4101,109047,68137,-56814,-51567,-18907,-32660,-15501,-644,738,-58785,-7676,-51109,-13978,885,1612,-10987,-5488,105905,44,-674634
2011:Q1,14088,7695,-49701,322137,426463,589,610,-43104,36534,0,5085,48588,8381,-25520,-137876,16975,0,-104625,-50226,473,-2367,2134,-720,-339,1340,38400,371838,317945,249763,42712,126472,-37363,6087,10368,-4281,-31246,2888,1553,-42921,-4299,-38622,53893,1744,7002,27779,17368,56094,-57,63640
2011:Q2,14330,7491,-13511,74835,54927,2116,-905,21106,-26290,0,-34301,59,7578,374,29293,37399,0,-26986,18880,216,4141,3000,-4109,-1090,988,-8558,88346,76827,-169864,83456,191614,-25877,-19959,-14381,-5578,-18727,1725,12394,22065,19802,2263,11519,2249,2264,22531,-15525,20350,43,156770
2011:Q3,15110,8201,-17861,137731,-27541,-4819,2158,53254,85211,0,3027,19555,17864,44765,86842,80120,0,403,6319,-1007,874,-6057,-1297,1084,1028,-51999,155592,151641,48766,114387,-21655,49826,-62137,-41883,-20254,-16648,3430,15074,20598,-1266,21864,3951,4021,6352,26864,-33286,24770,30,-129669
2011:Q4,14852,8721,-17879,119936,-15677,10193,-3700,-8736,42031,0,-20583,64995,12938,-15319,131913,82495,0,20771,28647,222,-1703,-5132,1062,98,1889,-32524,137815,143205,-64915,116192,107293,-13734,25752,13135,12617,3927,2734,-2168,-31876,2949,-34825,-5390,-1631,-346,-1122,-2291,24010,-126,15912
2012:Q1,12318,9133,-56801,-49216,-118692,-7525,4267,23878,72040,0,29218,77385,16062,-50625,-37356,26290,0,-27149,-36497,1099,-9982,1682,-502,-978,3100,19753,7585,-37057,-92369,-30399,114468,-829,-1249,4719,-5968,-24330,39,7558,-9946,-6181,-3765,44642,865,-6705,34057,16425,59986,-105,7805
2012:Q2,11753,9173,36693,53293,-98182,209,-3788,28105,9390,0,12015,-24552,17703,4224,108903,70765,0,12700,25438,-607,2028,2085,-568,-652,1247,5123,16600,17974,-71327,22832,60206,22678,-63321,-27579,-35742,19641,1514,-15,25766,-6528,32294,-1374,312,597,23469,-25752,-34112,-54,42007
2012:Q3,11861,9647,-61680,180686,16589,-311,-521,45241,75871,0,33537,427,21974,19933,65303,38726,0,9214,17363,-169,177,-1718,-457,-195,1449,-20573,242366,217271,73476,36544,115765,-32094,2043,5791,-3748,-5995,1700,12882,12950,202,12748,25095,206,-295,35760,-10576,63894,249,28498
2012:Q4,10830,10636,9719,214083,32648,14719,1199,14784,26498,0,12929,-4020,12646,4943,142315,81186,0,22406,38723,-167,-125,-3789,-116,2445,1602,-17930,204364,189818,-140119,177625,231137,-21923,-5945,-4457,-1488,16028,-158,-863,-65964,2031,-67995,14546,508,1046,4912,8080,-9525,288,281258
2013:Q1,12894,7529,13807,169197,257466,-11435,-345,-52244,30464,0,-9129,44863,11259,-16529,-56543,-107,0,-30950,-25486,-1784,-530,3859,-608,838,1194,-1135,155390,121272,76238,25893,52895,-24088,-9144,-652,-8492,-7433,239,-7853,14525,1147,13378,34118,-1391,2117,16478,16914,-8443,289,135264
2013:Q2,11093,7138,110897,232786,127066,584,-1404,-19626,4669,0,-43289,27979,16136,3843,82413,49447,0,1538,31428,466,-989,-4581,-29,-2428,1187,45458,121889,139961,162713,-66513,48177,-10865,-72712,-40116,-32596,41643,-223,-14301,52042,-11576,63618,-18072,133,2114,-19476,-843,-106941,505,103603
2013:Q3,11691,7286,79771,226869,178344,1979,-1515,-2246,2960,0,-5068,-24636,14771,17893,64372,31851,0,4232,28289,-819,318,7492,-591,1151,1212,-25788,147098,154749,-73263,71146,217602,-3558,-47931,-23265,-24666,7690,72,11837,-28846,-3549,-25297,-7651,650,2176,12926,-23403,-75366,450,304869
2013:Q4,10283,7101,-42319,264441,84355,11418,98,-23924,53751,0,29720,13608,12579,-2156,143670,81892,0,17928,43850,-570,-315,-3627,235,-390,2190,-2450,306760,275109,56349,157796,85283,-54274,37115,26656,10459,33378,31,-8498,-32071,-2716,-29355,31651,1181,2237,23421,4812,45501,210,171642
2014:Q1,10559,7256,6135,306638,198283,-8835,-117,9683,39537,0,46511,5138,8065,-20177,55926,61157,0,16301,-21532,2719,-614,-1320,-1118,2133,1275,9086,300503,277857,21772,5825,198779,57664,-13933,-5156,-8777,-14915,343,2765,19557,13482,6075,22646,-1692,155,23812,371,-2831,178,74734
2014:Q2,9919,8010,-9614,267790,10783,150,-1393,28452,24242,0,32492,-9038,4516,-3728,197866,87291,0,58603,51972,-582,-175,3174,1449,1166,1489,1169,277404,244013,14392,100823,63176,-1146,-8346,-4570,-3776,49987,-688,7332,18483,15958,2525,33391,1089,1305,34048,-3051,11523,231,182462
2014:Q3,-75,7822,42458,225891,58985,-232,267,-15882,63673,0,61946,15281,10661,-24215,114759,52996,0,30225,31538,-18,390,2107,100,-3213,1199,3756,183433,167502,25224,19738,60467,-10427,-3292,-2301,-991,7682,724,7004,60382,14900,45482,15931,685,-1908,10126,7028,-50355,263,26986
2014:Q4,9619,8349,-18494,85289,-180115,10970,-248,-11632,53862,0,51507,-5955,9446,-1136,216606,127584,0,43590,45432,-1087,1073,-2754,609,-929,1769,-2835,103783,108293,-187627,72823,192829,-20704,-5577,-6967,1390,23784,-1160,3456,30469,20882,9587,-4510,295,4934,14894,-24633,19764,21,180146
2015:Q1,8838,8587,19429,192923,22027,-7847,1094,11677,60430,0,695,50188,12202,-2655,88078,77599,-28,36801,-26294,43,-439,171,-1208,-756,1380,18273,173494,186855,-36223,33529,198359,-9063,-1217,2392,-3609,-32764,-525,347,34412,20057,14355,-13361,3023,-2254,-7154,-6976,-19179,33,74065
2015:Q2,8305,10182,37851,37920,-225662,455,-919,4631,40066,0,7065,34096,11611,-12706,206166,86662,189,70313,49002,-361,774,2587,736,1090,2156,6201,69,-51801,-59154,35920,-55041,2775,36319,22521,13798,47037,207,-12750,-47114,4317,-51431,51870,523,1294,37164,12889,-39727,-33,10173
2015:Q3,8533,11409,-11471,39754,-82813,-664,-986,-8669,9492,0,-7107,4100,10940,1559,139540,29923,-3280,66974,45923,-2008,816,-1213,-1234,-698,1414,-13223,51225,31368,-33868,-67105,147596,-19739,9002,-868,9870,-12961,-561,8048,956,15934,-14978,19857,526,406,19693,-768,8595,-354,5504
2015:Q4,9104,11941,-45757,151257,-214719,6557,280,17564,93210,0,37422,52143,10592,-6947,236920,89366,-3207,81140,69621,457,861,-9024,1637,-650,1661,16503,197014,190715,-43694,99988,98733,22105,7980,8695,-715,38171,88,-4843,-27813,-2214,-25599,6299,2732,1793,4750,-2976,42921,-293,56583
2016:Q1,11169,12274,-7519,296878,125521,-4372,-254,-16929,27691,0,1366,6289,8923,11113,121827,81769,50,55920,-15912,-250,-7372,2313,-812,1026,1381,47108,304397,253060,-62454,24157,229746,-1787,13012,10712,2300,-15960,1747,2314,62285,10712,51573,51337,-8648,881,37381,21723,6414,95,86511
2016:Q2,10519,12360,-14736,258685,-64351,3471,382,7596,57458,0,18970,14727,13042,10719,229898,69976,-311,106509,53724,-822,-470,-6181,2197,-92,1423,28176,273421,250080,64949,55375,-6068,11638,6415,4462,1953,65913,875,3335,47648,21520,26128,23341,1171,1597,32781,-12208,12895,240,26577
2016:Q3,11895,13027,60340,86481,-129212,-8202,119,20153,101448,0,51107,57258,10798,-17715,140079,16798,1690,79834,41757,-203,203,1399,363,-2134,1489,-39021,26141,13441,-66856,15305,153899,7584,-51576,-28405,-23171,-976,1554,6169,-51662,723,-52385,12700,787,1371,19541,-8999,-61471,679,23524
2016:Q4,13290,12547,24258,87493,-127728,10905,-691,-27593,107173,10,50467,66275,14457,-24036,116666,-6804,-183,55306,68347,-3,694,1596,1269,-736,1322,4619,63235,77602,-62774,11760,156924,15076,-23108,-8391,-14717,20464,1101,-10929,-30912,-20325,-10587,-14367,1728,1780,-11749,-6126,-23516,288,30823
2017:Q1,5669,14733,39955,404576,395872,-5798,445,-24481,49730,-10,-9619,43602,1888,13869,-10482,-119,-515,28330,-38178,202,-947,4621,-1189,290,1393,-5080,364621,326013,59218,121755,197941,-2643,-5206,-2689,-2517,-42288,-492,-7233,4961,-36299,41260,38608,-1964,3658,26557,10357,-49019,436,150582
2017:Q2,15776,13666,-39891,89187,-117964,585,804,47439,-25769,0,-45318,35322,6786,-22559,175483,49146,1079,83944,41314,-961,36,5514,2179,-1278,1347,1772,129078,115253,26058,28580,-38086,37659,348,1612,-1264,45326,-436,4869,10935,-7705,18640,13825,614,4687,29524,-21000,42002,971,-20715
2017:Q3,16677,13943,-21800,208880,79069,-2226,-1384,-6025,32241,0,-5089,36605,2702,-1977,115389,22849,1890,51916,38734,321,-1219,2919,581,566,2130,-13482,230680,218792,20899,-55099,177629,34448,46285,28306,17979,13837,-1139,10955,-29023,10174,-39197,11888,750,173,18604,-7639,24535,302,68540
2017:Q4,16975,14151,67565,206779,-119657,8643,-165,62197,77881,0,22742,52888,9048,-6797,162968,33453,-2543,51598,80460,-965,138,540,731,586,1538,12344,139214,132921,37753,87957,1389,17554,-81810,-43052,-38758,11141,-974,24054,35857,-8113,43970,6293,3433,1809,2838,-1787,-64741,218,61800
2018:Q1,13637,14585,-32234,151062,126924,-8959,449,14828,-13129,149,3056,4454,-12395,-8393,34913,31466,3034,32315,-31902,2144,2902,359,-495,-3377,1218,-6715,183296,130509,-51108,64177,208677,-39765,22975,13194,9781,-37792,-1560,-13988,-21107,-8194,-12913,52787,-6948,1472,13658,44605,31286,223,25218
2018:Q2,16235,15326,-117356,-152168,-343946,2135,-164,14793,17727,285,20729,12934,-9518,-6703,177657,71919,-189,65337,40590,270,-468,396,1835,63,976,-23442,-34812,-69795,-82490,-88062,87132,-22248,-30674,-17285,-13389,37388,-1455,2688,27926,-11338,39264,34983,941,5303,16709,12030,118265,365,-3236
2018:Q3,17347,16155,55021,26859,-118260,-2309,161,22283,9610,-195,21161,-5489,-14752,8885,95829,16347,2698,40717,36067,-14,-1141,5710,-1013,-216,1280,14939,-28162,19635,-36993,-46881,102938,-18239,-7718,-8458,740,-25662,-382,5563,47009,-5043,52052,-47797,668,2272,-39488,-11249,-53829,755,69094
2018:Q4,15298,18637,-98361,253319,-196118,14003,-675,159347,108510,-60,79750,45520,-3381,-13319,261002,168658,277,32385,59682,-189,1229,-7566,1095,426,417,-88162,351680,276935,65399,127151,130763,4043,-32256,-17121,-15135,19725,-873,11124,-48141,-4733,-43408,74745,111,3776,72872,-2014,95023,-146,118547
2019:Q1,18732,18230,-32057,177807,88543,-12173,769,22833,17215,92,-6284,22959,-13659,14107,-2274,13725,-730,22572,-37841,-3439,610,1286,-2651,572,1338,65178,209864,162503,-12352,-49018,228290,-6332,-6809,-4154,-2655,-60270,-1083,-4211,74288,-13296,87584,47361,-1689,2836,30791,15423,32559,589,-18957
2019:Q2,16683,21919,-67186,129642,-166486,1617,617,33954,53397,158,24359,42530,-16664,3014,197559,74307,1851,74921,46480,43,485,-1251,827,311,2056,6513,196828,167494,-48070,43515,91631,24256,10356,7097,3259,17014,-1018,3445,26365,3285,23080,29334,327,504,44642,-16139,61950,-312,157964
2019:Q3,16822,23887,-26617,202412,833,-1169,1827,-22738,123088,7,80916,38635,-1693,5223,113973,21588,-666,55005,38046,-1821,-665,10928,-1696,262,1457,-21867,229029,235921,2918,55792,162408,42150,40655,27168,13487,-35856,-847,10196,-41495,21093,-62588,-6892,1726,281,-5281,-3618,19552,425,182773
2019:Q4,17811,24428,1428,358959,170849,13105,-369,2285,19065,273,27303,5852,2892,-17255,152539,27390,1439,64544,59166,733,367,128,-1686,302,1822,-181,357531,337516,65883,131563,202549,10258,16549,9715,6834,-19065,-955,5116,-74382,-3461,-70921,20015,987,1873,16364,791,-8044,50,216939
