1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q1,17689,22164,-144827,1732190,958616,15603,4649,-79110,171856,27997,-17409,123898,28577,8793,575793,592438,5599,46389,-68633,-1384,1140,1895,6127,3283,901,72821,1877017,1869708,443601,530672,614437,71217,39931,28430,11501,140441,-1004,-16660,47073,-38994,86067,7309,-2372,584,6257,2840,140352,215,754303
2020:Q2,18920,16573,21633,828739,303563,-7075,740,204005,312718,-16264,212624,93130,12256,10972,26591,56864,-2036,34140,-62377,1007,348,896,-9768,-878,1317,-4725,807106,784421,-167177,700331,670446,-99606,5143,-4139,9282,-247125,-723,2380,-79248,-677,-78571,22685,745,270,32591,-10921,-19286,-96,592337
2020:Q3,20065,20171,121080,125689,-56174,-1922,-867,-28207,311732,-8245,85020,187893,12697,34367,-169012,-208275,194,28717,10352,-987,564,6618,-2645,1730,1781,63078,4609,-17945,-96975,132558,41717,31273,29708,10878,18830,-76208,-137,2408,-82289,2686,-84975,22554,1233,2782,28973,-10434,-121186,226,66806
2020:Q4,18859,20500,23451,575505,293537,9169,414,27434,295318,-1865,22558,288526,18741,-32642,-64520,-76674,-720,-24789,37663,-164,896,-5655,-2715,-1731,2055,21467,552054,515154,-41622,1170913,-533239,-4077,28361,13181,15180,-58942,-810,659,-46089,-2451,-43638,36900,2285,4565,39116,-9066,-25092,-29,352490
2021:Q1,13746,20968,95196,1009593,774905,-1595,2301,-259930,499578,-2060,80245,278732,14608,128053,-74076,15708,-553,-34656,-54575,296,1024,-1360,-1352,1551,2081,66170,914397,851977,-7071,323987,513850,29095,-17368,-7249,-10119,-26940,-238,-16730,53392,4978,48414,62420,-339,-519,20985,42293,-102419,-97,331959
2021:Q2,12353,21568,3561,109019,-201477,-5103,-2065,-25991,248586,-197,82496,126431,14078,25778,47152,-74295,-1334,45632,77149,-212,962,7036,-610,2468,4689,33584,105458,74815,-49355,444343,-204248,-59837,-57182,-31897,-25285,-23634,-1926,-1885,28539,8052,20487,30643,1607,-6911,53398,-17451,-12776,139,265658
2021:Q3,12618,19114,102425,720591,306731,-2989,-26,10620,271600,-75,113403,119191,12272,26809,118063,-30028,2712,94899,50480,-322,-591,2861,-722,-2718,2335,15749,618166,576243,88758,324594,146202,33992,-38896,-21958,-16938,-16014,75,6720,30812,10076,20736,41923,3769,3370,25793,8991,-108920,-33,163507
2021:Q4,12853,17354,31032,559617,-204991,982,-1247,6420,317607,270,191586,81690,14360,29701,427986,226890,1070,105967,94059,-1893,992,2023,740,2294,4242,4462,528585,524068,50406,265967,304169,-30645,-23164,-10729,-12435,-11778,-518,3028,-33397,934,-34331,4517,-2738,1264,23247,-17256,-35533,120,334981
2022:Q1,16805,23887,23949,450159,-50008,-1386,-196,-12724,249121,204,72588,63760,9320,103249,167191,54292,-4175,97997,19077,-1579,578,4865,1023,-104,2142,91236,426210,472487,80432,189122,104348,12074,60144,41791,18353,26914,-331,-57453,57237,-14896,72133,-46277,-6657,2008,-65293,23665,-31031,-429,94435
2022:Q2,18864,23497,166130,-3336,-588397,-18,-809,-10240,-10127,-104,59133,-86144,11969,5019,548383,196989,52,230264,121078,647,-1938,-1965,7482,-1224,1913,52957,-169466,-83119,24340,190295,-447322,-40757,61303,40744,20559,140416,-346,-14361,3313,5990,-2677,-86347,2257,1747,-63708,-26643,-170764,-785,-196390
2022:Q3,21317,23851,98946,191266,-109253,-9839,-1308,39373,-115646,-292,-38576,-103825,-2587,29634,347225,76709,-547,195232,75831,-2931,-227,13191,5822,1001,2212,21646,92320,128732,71085,88107,-266422,-7212,7439,4476,2963,138082,604,-14468,111517,-2502,114019,-36412,986,2889,-51322,11035,-101480,-754,-226515
2022:Q4,26231,24136,-69678,46651,-197616,7459,-1625,-13819,-134871,1,-34800,-103674,-13645,17247,358425,120469,1424,143749,92783,180,-297,-1452,7038,-3423,268,26384,116329,56915,4274,-130128,-10510,-3012,58889,32517,26372,159279,-406,12379,-33850,6836,-40686,59414,20720,6025,39848,-7179,71773,-723,-60828
2023:Q1,35245,23625,32608,378619,460111,-3466,4764,65097,-182725,-49,-111371,-41157,-22641,-7507,87367,19122,3187,87266,-22208,1520,-329,-2518,10091,-849,1333,-61777,346011,282835,422079,-45581,-379377,149706,-40391,-17388,-23003,218876,229,1310,-44016,1801,-45817,63176,-10256,3936,61782,7714,-20988,-554,-674476
2023:Q2,38013,24729,11761,-197583,-119825,-318,-1815,-35988,-117072,-30,-47785,-49675,-18814,-768,100332,-15824,356,72334,43466,-804,1311,3157,-6186,316,-3723,-16968,-209344,-219409,-92084,-119238,41922,23182,40774,26133,14641,-183186,537,-2397,71081,14111,56970,10065,141,3887,8986,-2949,1524,-269,-142098
2023:Q3,40681,24803,9945,74370,62661,-8306,-58,-19677,-103179,0,8054,-67296,-11955,-31982,92664,-7365,944,64068,35017,613,1167,158,-2384,-1341,-147,52199,64425,42240,-52173,-130132,81526,-16092,9774,7282,2492,-52143,-48,1590,199938,31068,168870,22185,917,688,-2724,23304,5933,-198,-4255
2023:Q4,42735,25120,-150304,225255,86629,9142,-106,51249,-48905,0,50991,-42895,-11776,-45225,149530,53871,581,54022,41056,68,387,-727,-582,21,525,-21976,375559,351126,61650,54992,106749,-10648,32593,29554,3039,-22080,-261,25899,102232,20201,82031,24433,688,3711,41894,-21860,167919,43,-128326
2024:Q1,40824,25694,29200,284226,224090,-9953,-315,-21631,111203,0,105242,-20152,-22191,48304,-26401,3052,-98,27083,-56438,-39,10931,1546,-1686,-1005,592,-3106,255026,232058,-41789,311717,-4029,22883,-1173,2357,-3530,-46876,149,-16843,8019,24717,-16698,22968,-16542,4297,24358,10855,-14070,114,145046
2024:Q2,39864,26730,-31925,-148975,-284550,4860,-8,17419,-40249,89,-13077,-2168,-6509,-18584,162474,82319,2720,52124,25311,-1273,411,3933,653,4024,1025,-17694,-117050,-147679,15589,-132485,-106052,51580,413,4204,-3791,14721,756,6121,1678,-6893,8571,30629,685,2514,38864,-11434,45059,481,-107677
2024:Q3,40579,27966,-64868,-37881,-196965,-3404,1110,76480,43880,51,33982,16409,-9559,2997,75484,26365,3287,33599,12233,-896,769,891,-1272,-5627,1779,-30110,26987,-53227,-130805,123307,114758,-129377,23646,15939,7707,-29688,18,29112,-54198,-3169,-51029,80214,822,5433,70531,3428,77482,44,229471
2024:Q4,42392,28399,-30690,101248,-88572,11187,393,-30677,6148,-80,71458,-4626,-3940,-56664,189550,110317,649,25396,53188,-445,-409,3998,-58,1095,942,8096,131938,163856,-20890,236070,35006,-42591,-26185,-9549,-16636,-14160,-71,-13757,10434,-12692,23126,-31918,2490,3191,-18276,-19323,44683,296,227115
2025:Q1,40450,30183,94244,555404,300183,-10436,189,83928,91961,0,114,32928,-6009,64928,52274,84350,2629,18004,-52709,140,130,-4972,-1675,1879,1292,40511,461160,383326,118036,195219,70198,48259,13823,2078,11745,-42464,-207,-11626,-7912,6232,-14144,77834,-3330,4813,52264,24087,-83977,144,96601
