1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q1,-471,59384,0,0,0,55888,55888,0,0,0,0,0,3496,0,59855,62511,13060,9760,3300,0,0,0,0,49451,15088,34363,-2656,0,-2656,0,0
1987:Q2,-661,59143,0,0,0,42239,42239,0,0,0,0,0,16904,0,59804,68328,34860,34432,428,0,0,0,0,33468,14368,19100,-8524,0,-8524,0,0
1987:Q3,-796,-43786,0,0,0,-43946,-43946,0,0,0,0,0,160,0,-42990,-44770,-17448,-18020,572,0,0,0,0,-27322,5952,-33274,1780,0,1780,0,0
1987:Q4,-972,-3945,0,-224,0,-21489,-21489,0,0,0,0,0,17768,0,-2973,-11937,-10176,-16612,6436,0,0,0,0,-1761,-22904,21143,8964,0,8964,0,0
1988:Q1,-631,63321,0,-88,0,30369,30369,0,0,0,0,0,33040,0,63952,82376,46500,44460,2040,0,0,0,0,35876,9004,26872,-18424,0,-18424,0,0
1988:Q2,-703,105891,0,-52,0,82783,82783,0,0,0,0,0,23160,0,106594,122126,49604,52840,-3236,0,0,0,0,72522,21436,51086,-15532,0,-15532,0,0
1988:Q3,-926,46600,0,-80,0,26804,26804,0,0,0,0,0,19876,0,47526,63802,22904,20620,2284,0,0,0,0,40898,-25760,66658,-16276,0,-16276,0,0
1988:Q4,-696,61108,0,-112,0,59080,59080,0,0,0,0,0,2140,0,61804,85504,29856,35200,-5344,0,0,0,0,55648,27464,28184,-23700,0,-23700,0,0
1989:Q1,-1111,69095,0,80,0,44115,44115,0,0,0,0,0,24900,0,70206,78346,7586,6814,772,0,0,0,-2,70762,-11244,82006,-8140,0,-8140,0,0
1989:Q2,-1046,7905,0,108,0,9905,9905,0,0,0,0,0,-2108,0,8951,4447,-8611,-9487,876,0,0,0,-1,13059,23736,-10677,4504,0,4504,0,0
1989:Q3,-998,-23717,0,80,0,-16593,-16593,0,0,0,0,0,-7204,0,-22719,-20939,-36747,-42195,5448,0,0,0,-1,15809,-8808,24617,-1780,0,-1780,0,0
1989:Q4,-761,-47339,0,212,0,-41795,-41795,0,0,0,0,0,-5756,0,-46578,-11858,23036,35436,-12400,0,0,0,-0,-34894,60668,-95562,-34720,0,-34720,0,0
1990:Q1,-1049,17278,0,-148,0,22706,22706,0,0,0,0,0,-5280,0,18327,-1565,-51402,-59478,8076,0,0,0,-2,49839,24076,25763,19892,0,19892,0,0
1990:Q2,-958,39294,0,-112,0,36834,36834,0,0,0,0,0,2572,0,40252,27112,-836,-13252,12416,0,0,0,0,27948,31736,-3788,13140,0,13140,0,0
1990:Q3,-909,-20516,0,-172,0,-35224,-35224,0,0,0,0,0,14880,0,-19607,23789,78768,86480,-7712,0,0,0,0,-54979,55484,-110463,-43396,0,-43396,0,0
1990:Q4,-924,-30600,0,-212,0,-32612,-32612,0,0,0,0,0,2224,0,-29676,12892,57411,58735,-1324,0,0,0,1,-44520,17272,-61792,-42568,0,-42568,0,0
1991:Q1,-888,-39244,0,1281,0,-42285,-42285,0,0,0,0,0,1760,0,-38356,-23328,-18842,-23914,5072,0,0,0,-2,-4484,2472,-6956,-15028,0,-15028,0,0
1991:Q2,-1022,-62505,0,8656,0,-62326,-62326,0,0,0,0,0,-8836,0,-61483,-71171,-1562,-13430,11868,0,0,0,-2,-69607,29892,-99499,9688,0,9688,0,0
1991:Q3,-1091,-41336,0,9778,0,-72571,-72571,0,0,0,0,0,21456,0,-40245,-71157,22808,18000,4808,0,0,0,0,-93965,42104,-136069,30912,0,30912,0,0
1991:Q4,-1218,47290,0,9837,0,10985,10985,0,0,0,0,0,26468,0,48508,17284,-32131,-38179,6048,0,0,0,-1,49416,51668,-2252,31224,0,31224,0,0
1992:Q1,-1363,56538,0,8002,0,25896,25896,0,0,0,0,0,22640,0,57901,76373,13570,-1266,14836,0,0,0,-2,62805,60220,2585,-18472,0,-18472,0,0
1992:Q2,-1467,63445,0,4724,0,30893,30893,0,0,0,0,0,27828,0,64912,64012,37226,32478,4748,0,0,0,-2,26788,-34640,61428,900,0,900,0,0
1992:Q3,-1448,7505,0,1546,0,-19801,-19801,0,0,0,0,0,25760,0,8953,-8827,-1676,-16208,14532,0,0,0,-0,-7151,139744,-146895,17780,0,17780,0,0
1992:Q4,-1298,26721,0,-1508,0,12269,12269,0,0,0,0,0,15960,0,28019,747,21276,8628,12648,0,0,0,-0,-20529,37064,-57593,27272,0,27272,0,0
1993:Q1,-1561,-80782,0,7141,0,-76331,-80331,0,4000,0,0,0,-11592,0,-79221,-73273,28539,-4185,32724,0,0,0,1,-101813,24600,-126413,-5948,0,-5948,0,0
1993:Q2,-1419,42973,0,8103,0,26094,22094,0,4000,0,0,0,8776,0,44392,54968,29811,20895,8916,0,0,0,1,25156,15228,9928,-10576,0,-10576,0,0
1993:Q3,-1216,89985,0,5462,0,47523,43523,0,4000,0,0,0,37000,0,91201,49313,27051,14491,12560,0,0,0,1,22261,57708,-35447,41888,0,41888,0,0
1993:Q4,-989,25292,0,7042,0,9974,5974,0,4000,0,0,0,8276,0,26281,34453,37643,37443,200,0,0,0,1,-3191,76748,-79939,-8172,0,-8172,0,0
1994:Q1,-1663,618,0,-17816,0,-17867,-21867,0,4000,0,0,0,36300,0,2281,11477,45017,-5747,50764,0,0,0,-1,-33539,39008,-72547,-9196,0,-9196,0,0
1994:Q2,-1437,-18281,0,-12927,0,-17439,-45439,0,28000,0,0,0,12084,0,-16844,-19716,13684,-3524,17208,0,0,0,-0,-33400,61552,-94952,2872,0,2872,0,0
1994:Q3,-1183,-12877,0,-11876,0,-137,-2137,0,2000,0,0,0,-864,0,-11694,1538,14930,-11006,25936,0,0,0,-2,-13390,45988,-59378,-13232,0,-13232,0,0
1994:Q4,-927,-2636,0,-10486,0,-7002,-13002,0,6000,0,0,0,14852,0,-1709,8591,19913,33737,-13824,0,0,0,-1,-11321,-48296,36975,-10300,0,-10300,0,0
1995:Q1,-2041,67333,0,7814,0,1320,1320,0,0,0,0,0,58200,0,69374,73386,57918,5226,52692,0,0,0,2,15466,47368,-31902,-4012,0,-4012,0,0
1995:Q2,-2163,17548,0,21990,0,-23690,-31690,0,8000,0,0,0,19248,0,19711,33707,32746,10634,22112,0,0,0,-2,963,-75292,76255,-13996,0,-13996,0,0
1995:Q3,-1715,51145,0,9734,0,15810,-190,0,16000,0,0,0,25600,0,52860,67988,44015,27583,16432,0,0,0,1,23972,-11048,35020,-15128,0,-15128,0,0
1995:Q4,-713,-36403,0,14826,0,-47096,-62096,0,15000,0,872,0,-5004,0,-35690,-27986,2689,-3663,6352,0,0,0,-1,-30674,16996,-47670,-7704,0,-7704,0,0
1996:Q1,-2698,158353,0,13717,0,87907,73783,0,14124,0,1464,0,55264,0,161051,103519,-6689,-77833,71144,0,0,0,1,110207,105592,4615,57532,0,57532,0,0
1996:Q2,-3060,60353,0,23484,0,-9827,-24703,0,14876,0,1464,0,45232,0,63413,116193,104897,91301,13596,0,0,0,-1,11297,27552,-16255,-52780,0,-52780,0,0
1996:Q3,-1165,124788,0,7920,0,60883,43631,0,17252,0,1472,0,54512,0,125953,107153,43492,30548,12944,0,0,0,-0,63661,63152,509,18800,0,18800,0,0
1996:Q4,777,32407,0,19015,0,-89312,-94252,0,4940,0,-3248,0,105952,0,31630,43414,130415,111215,19200,0,0,0,1,-87002,43256,-130258,-11784,0,-11784,0,0
1997:Q1,-3241,253570,0,7179,0,129091,137047,0,-7956,0,1064,0,116236,0,256811,265091,118962,73274,45688,0,0,0,-2,146131,61168,84963,-8280,0,-8280,0,0
1997:Q2,-29,18988,0,26817,0,4511,447,0,4064,0,1064,0,-13404,0,19017,99753,71436,74348,-2912,0,0,0,0,28317,183588,-155271,-80736,0,-80736,0,0
1997:Q3,1568,228983,0,19781,0,128331,130055,0,-1724,0,1060,0,79812,0,227415,286727,162387,110899,51488,0,0,0,1,124339,-11988,136327,-59312,0,-59312,0,0
1997:Q4,629,-2385,0,20340,0,-38561,-30493,0,-8068,0,1060,0,14776,0,-3014,-64930,-36576,-64568,27992,0,0,0,0,-28354,-3928,-24426,61916,0,61916,0,0
1998:Q1,2628,254197,0,14561,0,112527,126635,0,-14108,0,716,0,126392,0,251569,260161,141654,69946,71708,0,0,0,1,118506,83316,35190,-8592,0,-8592,0,0
1998:Q2,-4277,72035,0,22066,0,64490,36770,0,27720,0,1172,0,-15692,0,76312,131892,64815,40135,24680,0,0,0,0,67077,113792,-46715,-55580,0,-55580,0,0
1998:Q3,-2280,149365,0,7337,0,71608,61775,0,9833,0,736,0,69684,0,151645,131721,60184,31144,29040,0,0,0,-2,71539,140280,-68741,19924,0,19924,0,0
1998:Q4,-5038,-198087,0,9408,0,-216839,-211264,0,-5575,0,764,0,8580,0,-193049,-323837,-106770,-117302,10532,0,0,0,1,-217068,-57464,-159604,130788,0,130788,0,0
1999:Q1,-18934,264312,0,19184,0,94380,125757,0,-31378,0,1184,0,149564,0,283246,203678,167747,23587,144160,0,0,0,1,35930,-173224,209154,79568,0,79568,0,0
1999:Q2,-16578,197640,0,42687,0,132794,102959,0,29835,0,3792,0,18368,0,214218,188098,33661,-10651,44312,0,0,0,2,154435,61584,92851,26120,0,26120,0,0
1999:Q3,-11625,108122,0,5802,0,35407,64854,0,-29447,0,2944,0,63968,0,119747,84959,76384,81900,-5516,0,0,0,-2,8577,87560,-78983,34788,0,34788,0,0
1999:Q4,-10960,315350,0,55215,0,216311,200613,0,15697,0,2100,0,41724,0,326310,262646,88584,42016,46568,0,0,0,-1,174063,89200,84863,63664,0,63664,0,0
2000:Q1,-10211,122760,376,28217,252,12167,52017,104,-39953,0,5324,0,76284,140,132971,77067,2373,19941,-17568,204,0,204,0,74490,98044,-23554,55904,0,55904,0,0
2000:Q2,-17070,375685,0,15503,0,323902,294518,0,29384,0,10024,0,26256,0,392755,391855,118444,94656,23788,0,0,0,0,273411,99888,173523,900,0,900,0,0
2000:Q3,-24464,-88894,0,21929,0,-112031,-83191,0,-28840,0,-5336,0,6544,0,-64430,-65346,-3014,6618,-9632,0,0,0,0,-62332,3636,-65968,916,0,916,0,0
2000:Q4,-21837,-13937,1324,10540,384,-115832,-128092,8260,4000,0,11524,0,77704,420,7900,5420,-124155,-135335,11180,8864,0,8864,0,120711,150080,-29369,2480,0,2480,0,0
2001:Q1,-2029,218552,0,80458,0,66255,-15481,3012,78724,0,3108,0,68732,0,220581,216885,-2534,-48166,45632,3012,0,3012,0,216407,-81196,297603,3696,0,3696,0,0
2001:Q2,-1177,-171599,0,51830,0,-166093,-186769,1988,18688,0,-4392,0,-52944,0,-170422,-170982,-78540,-104820,26280,1988,0,1988,0,-94430,212256,-306686,560,0,560,0,0
2001:Q3,499,-358119,0,20903,0,-249491,-289859,-3184,43552,0,-21568,0,-107964,0,-358618,-359018,-129273,-124285,-4988,-3184,0,-3184,0,-226562,51196,-277758,400,0,400,0,0
2001:Q4,-2156,383898,-4052,46953,144,281249,227937,10880,42432,0,21880,0,37964,-240,386054,386230,77166,55290,21876,10628,0,10628,0,298436,85212,213224,-176,0,-176,0,0
2002:Q1,1663,-91453,0,-16459,0,-157211,-204019,600,46208,0,37052,0,45164,0,-93116,-93564,-56654,-146314,89660,600,0,600,0,-37510,60028,-97538,448,0,448,0,0
2002:Q2,253,-176635,0,-18113,0,-209182,-163470,3564,-49276,0,-11384,0,62044,0,-176888,-176548,-56446,-50830,-5616,3564,0,3564,0,-123666,38748,-162414,-340,0,-340,0,0
2002:Q3,-3666,83995,0,-28754,0,170370,181434,-136,-10928,0,-15096,0,-42524,0,87661,87485,-17946,-18022,76,-136,0,-136,0,105568,-1676,107244,176,0,176,0,0
2002:Q4,-7494,-77615,592,-2338,3328,-182813,-144633,5236,-43416,0,13156,0,90308,152,-70121,-68437,88235,50483,37752,11104,0,11104,0,-167776,-95400,-72376,-1684,0,-1684,0,0
2003:Q1,-6308,180510,0,-49987,0,199273,134233,-56,65096,0,-1832,0,33056,0,186818,186242,23080,13452,9628,-52,0,-52,0,163214,-31864,195078,576,0,576,0,0
2003:Q2,-577,159356,0,73370,0,76570,30410,616,45544,0,30536,0,-21120,0,159933,160033,-144956,-174296,29340,616,0,616,0,304373,275780,28593,-100,0,-100,0,0
2003:Q3,-940,62980,0,-846,0,129323,72891,236,56196,0,-40252,0,-25244,0,63920,63904,-8003,-11055,3052,236,0,236,0,71672,135396,-63724,16,0,16,0,0
2003:Q4,-4916,124190,-128,-48852,-740,90866,40870,-2896,52892,0,-3056,0,85920,180,129106,128698,117276,97780,19496,-4564,0,-4564,0,15986,23772,-7786,408,0,408,0,0
2004:Q1,-7261,45987,0,-90450,0,17681,47305,-88,-29536,0,-9780,0,128536,0,53248,52616,-6924,-28184,21260,-92,0,-92,0,59632,239248,-179616,632,0,632,0,0
2004:Q2,-8815,-49684,0,56268,0,7656,53500,-3128,-42716,0,6716,0,-120324,0,-40869,-40829,-134265,-124601,-9664,-3124,0,-3124,0,96560,-6428,102988,-40,0,-40,0,0
2004:Q3,-6969,132533,0,-71307,0,178816,159676,-1732,20872,0,-10648,0,35672,0,139502,139506,15815,30063,-14248,-1732,0,-1732,0,125423,12896,112527,-4,0,-4,0,0
2004:Q4,9877,408892,212,6069,124,272871,280979,-1488,-6621,0,7408,0,122044,164,399015,398499,113593,62045,51548,-1264,0,-1264,0,286169,102956,183213,516,0,516,0,0
2005:Q1,8331,106844,-808,-1306,0,74278,24823,1140,48315,0,-2692,0,37196,176,98513,97817,62520,47608,14912,1204,0,1204,0,34093,211696,-177603,696,0,696,0,0
2005:Q2,-12687,25798,-36,44121,0,-182975,-132214,-436,-50326,0,43372,0,121460,-144,38485,38297,126526,94550,31976,-472,0,-472,0,-87757,326260,-414017,188,0,188,0,0
2005:Q3,7959,284110,1032,65503,0,220364,273103,364,-53103,0,-18852,0,15956,108,276151,276135,121329,123229,-1900,388,0,388,0,154419,347392,-192973,16,0,16,0,0
2005:Q4,-10128,148513,428,60738,468,25998,80612,7772,-62385,0,-5160,0,66188,-148,158641,157201,108606,43222,65384,8668,0,8668,0,39927,-193500,233427,1440,0,1440,0,0
2006:Q1,-1657,194478,5032,4439,0,60190,30107,-28,30111,0,6936,0,117668,212,196135,195031,5592,-2744,8336,-52,0,-52,0,189490,307296,-117806,1104,0,1104,0,0
2006:Q2,4457,-315425,-384,17470,0,-341267,-301621,-192,-39454,0,-27812,0,36872,-304,-319882,-320478,-66299,-93915,27616,-188,0,-188,0,-253991,428132,-682123,596,0,596,0,0
2006:Q3,778,308165,-1468,-4408,0,321277,295931,212,25134,0,7340,0,-14740,164,307387,307363,141160,132524,8636,196,0,196,0,166006,365576,-199570,24,0,24,0,0
2006:Q4,18550,143908,-2568,-12542,440,143278,177251,10204,-44177,0,32252,0,-16840,-112,125358,124646,21230,-20634,41864,11308,0,11308,0,92108,105820,-13712,712,0,712,0,0
2007:Q1,-2276,216407,2072,27446,0,26240,-12221,1620,36841,0,10308,0,150272,68,218683,218683,197343,209863,-12520,1552,0,1552,0,19788,537180,-517392,0,0,0,0,0
2007:Q2,-7716,-29194,-548,25330,0,-79016,-38160,192,-41048,0,-18088,0,43172,-44,-21478,-21478,-20429,-20625,196,64,0,64,0,-1113,210896,-212009,0,0,0,0,0
2007:Q3,-25641,186432,-2140,152576,0,1572,-326051,-1124,328747,0,6428,0,28132,-136,212073,212073,214937,118397,96540,-1248,0,-1248,0,-1615,-82776,81161,0,0,0,0,0
2007:Q4,-32830,-249284,5992,39903,9180,-555975,-505907,19880,-69948,0,54424,0,196960,232,-216454,-216454,66025,-55875,121900,39428,0,39428,0,-321907,-688944,367037,0,0,0,0,0
2008:Q1,-30531,-8460,1064,76394,0,-54514,-109158,3108,51536,0,28,0,-31884,452,22071,22070,-39418,-10830,-28588,3092,0,3092,0,58396,498948,-440552,1,1,0,0,0
2008:Q2,-21086,-139422,-1188,-26512,0,-97063,-206047,-2556,111540,0,2956,0,-17332,-284,-118336,-118336,-64754,-78142,13388,112756,115312,-2556,0,-166338,-42796,-123542,-0,-0,0,0,0
2008:Q3,-18689,-140419,-188,41040,0,-142227,-324223,26140,155856,0,114360,0,-153704,300,-121730,-121729,-185747,-245803,60056,271028,244972,26056,0,-207010,-831900,624890,-2,-2,0,0,0
2008:Q4,-45581,956990,11644,24638,15780,570051,491395,91252,-12596,0,-16264,0,351624,-484,1002571,842570,364395,415123,-50728,1548008,1419424,128584,0,-1069833,-1148112,78279,160001,160001,0,0,0
2009:Q1,-6704,-288025,3640,57290,400,-339159,-297627,-31552,-9980,0,18872,0,-29196,128,-281321,-281319,-159665,-159665,0,-354056,-325060,-28996,0,232401,-276376,508777,-2,-2,0,0,0
2009:Q2,-14740,-536773,2960,31125,21200,-438898,-430774,-4908,-3216,0,26404,0,-179508,-56,-522033,-526634,-163064,-163064,0,-539764,-559640,19876,0,176194,186668,-10474,4601,4601,0,0,0
2009:Q3,-2622,-225372,1716,-55754,-7756,-30794,-8770,-6856,-15168,0,-34700,0,-98152,68,-222750,-230974,-177998,-177998,0,-344772,-330272,-14500,0,291796,172108,119688,8224,8224,0,0,0
2009:Q4,1446,-264419,4860,-46342,-21756,-242513,-127001,-44964,-70548,0,-71888,100424,12668,128,-265865,-384413,479,479,0,-239096,-183536,-55560,0,-145795,-140908,-4887,118548,108980,0,9568,0
2010:Q1,-2489,133327,2764,-22359,4,190598,170126,-5888,26360,0,16584,1240,-55612,108,135816,112412,-226159,-226159,0,-14396,-20380,5984,0,352966,-1704,354670,23404,10036,0,13368,0
2010:Q2,-6952,-77279,11112,-7430,4,74747,97423,-3008,-19668,0,-1816,1268,-155124,-40,-70327,-81779,-89787,-89787,0,1044,-20924,21968,0,6964,-344644,351608,11453,1269,0,10184,0
2010:Q3,-4780,182778,-1288,23166,4,39292,66980,-3048,-24640,0,13668,1296,106656,-16,187558,181272,58834,58834,0,-36664,-34700,-1964,0,159102,48956,110146,6287,1295,0,4992,0
2010:Q4,-8720,-45874,-3664,-7113,-1128,4959,34811,-8532,-21320,0,-18452,1312,-21952,164,-37154,-41563,67424,67424,0,-24048,-11780,-12268,0,-84939,-166440,81501,4409,1313,0,3096,0
2011:Q1,-11011,-233598,-492,-20527,4,-167278,-61330,-2860,-103088,0,-9292,-105540,69472,56,-222587,-161892,-70904,-70904,0,-97776,-93768,-4008,0,6788,-87840,94628,-60695,-60351,0,-344,0
2011:Q2,-13653,59104,5328,1424,4,106320,121472,3672,-18824,0,8160,0,-62100,-32,72757,70644,-57342,-57342,0,-17840,-29612,11772,0,145826,67780,78046,2113,1,0,2112,0
2011:Q3,-17881,-140565,-37556,-53201,52384,27192,57104,13744,-43656,0,3736,0,-133144,24,-122684,-115477,-71174,-71174,0,-17256,-45908,28652,0,-27047,-17972,-9075,-7206,-9222,0,2016,0
2011:Q4,-13859,-272849,2088,-53608,5872,-189682,-94126,-30424,-65132,0,-28508,0,-9164,152,-258990,-255326,-91441,-91441,0,-58584,-38220,-20364,0,-105302,-292756,187454,-3664,-3888,0,224,0
2012:Q1,-14617,47931,720,11709,-9828,19082,70922,-6384,-45456,0,-39408,0,65700,-44,62548,99957,-22322,-22322,0,-55968,-38284,-17684,0,178247,-26896,205143,-37409,-34545,0,-2864,0
2012:Q2,-19226,-119373,128,-25428,11256,37218,70778,-5320,-28240,0,-39588,0,-103008,48,-100147,-99749,-42982,-42982,0,-43932,-47624,3692,0,-12835,177500,-190335,-398,2,0,-400,0
2012:Q3,-10855,-96802,-2716,-22953,-4584,-37093,3691,3952,-44736,0,12844,0,-42304,4,-85947,-72315,-131675,-131675,0,-11964,0,-11964,0,71324,-182860,254184,-13632,-0,0,-13632,0
2012:Q4,-24600,-70892,1288,15968,4544,-137007,-77195,-6032,-53780,0,11500,0,32320,496,-46292,-35915,-13585,-13585,0,-16740,0,-16740,0,-5591,-297596,292005,-10377,-1,0,-10376,0
2013:Q1,6517,-10118,0,-8378,1184,-31144,-54188,13308,9736,0,-39436,0,67656,0,-16635,-4483,12804,12804,0,12760,0,12760,0,-30046,183048,-213094,-12152,-0,0,-12152,0
2013:Q2,-11399,-68572,1972,12929,0,-51964,-96888,17456,27468,0,-27868,0,-3372,-268,-57173,-55251,27399,27399,0,17012,0,17012,0,-99662,250380,-350042,-1921,-1,0,-1920,0
2013:Q3,-2797,-19067,-2268,4400,0,66277,62973,7668,-4364,0,6096,0,-93612,40,-16270,-16271,-66295,-66295,0,7532,0,7532,0,42491,-39700,82191,1,1,0,0,0
2013:Q4,-16872,83397,3192,-61795,2872,80168,66704,24948,-11484,0,40152,0,19248,-440,100269,100268,90097,90097,0,32860,0,32860,-0,-22689,-108400,85711,1,1,0,0,0
2014:Q1,-45208,44703,0,31358,6056,46084,-3532,1216,48400,0,-40280,0,1484,0,89911,89910,-9761,-9761,0,7272,0,7272,0,92398,438960,-346562,1,1,0,0,0
2014:Q2,-37678,25585,16232,20562,-18488,28419,53891,-6276,-19196,0,-8936,0,-12204,0,63263,63263,3172,3172,0,-8532,0,-8532,0,68623,-191972,260595,1,1,0,0,0
2014:Q3,-37892,81988,300,-174,1200,37685,-7015,49180,-4480,0,14864,0,28112,0,119880,119879,92495,92495,0,50684,0,50684,0,-23300,-86056,62756,0,0,0,0,0
2014:Q4,-43583,-211168,6356,5837,-11640,-118557,-154865,42200,-5892,0,5332,0,-98532,36,-167585,-167587,-71538,-71538,0,45832,0,45832,0,-141880,-101080,-40800,2,2,0,0,0
2015:Q1,-53281,-49827,-4,-5477,-7552,2337,-32471,20900,13908,0,-11228,0,-27904,0,3454,3453,-68975,-68975,0,15320,0,15320,0,57108,106692,-49584,0,0,0,0,0
2015:Q2,-42539,-32259,38456,-15703,-37548,-33084,-3132,-9028,-20924,0,-35936,0,51556,0,10280,10280,117061,117061,0,-5720,0,-5720,0,-101061,-236092,135031,1,1,0,0,0
2015:Q3,-58068,93059,-5496,-57488,14580,86318,44470,24080,17768,0,58220,0,-3072,-4,151127,151129,119393,119393,0,40272,0,40272,0,-8536,181148,-189684,-2,-2,0,0,0
2015:Q4,-51147,51676,16184,11276,-2720,11228,83320,-55828,-16264,0,26260,0,-11904,1352,102823,102821,-56843,-56843,0,-60268,0,-60268,0,219932,-91016,310948,1,1,0,0,0
2016:Q1,-66052,472443,50436,178355,-24120,172532,127528,13472,31532,0,8344,0,86892,4,538495,538493,76339,76339,0,21044,0,21044,0,441110,294368,146742,2,2,0,0,0
2016:Q2,-53585,107119,11812,103101,-600,7094,28778,4964,-26648,0,34204,0,-48832,340,160704,160704,-11545,-11545,0,15120,0,15120,0,157129,-243504,400633,-0,-0,0,0,0
2016:Q3,-52428,156853,-3228,78378,-1660,130143,163291,-22484,-10664,0,-10640,0,-35996,-144,209281,209281,-47341,-47341,0,-26800,0,-26800,0,283422,-76092,359514,-0,-0,0,0,0
2016:Q4,-42162,163825,21080,78038,-1440,64115,72171,2380,-10436,0,27056,0,-24504,-520,205987,205989,-9245,-9245,0,22992,0,22992,0,192242,-99168,291410,-1,-1,0,0,0
2017:Q1,-35369,130944,124756,-3901,600,-49303,26113,-94836,19420,0,17148,0,41428,216,166313,166312,7007,7007,0,28332,0,28332,0,130972,176396,-45424,1,1,0,0,0
2017:Q2,-34013,-114594,30144,6213,-100,-120868,-126180,2308,3004,0,53992,0,-84000,24,-80581,-80581,-54929,-54929,0,29540,0,29540,0,-55192,58944,-114136,-0,-0,0,0,0
2017:Q3,-35024,3134,-2480,-42215,500,99782,105486,-736,-4968,0,-21848,0,-30556,-48,38158,38158,-19997,-19997,0,-6508,0,-6508,0,64663,-52368,117031,0,0,0,0,0
2017:Q4,-40219,-93464,-27912,-63385,6000,-29767,-62423,35568,-2912,0,28288,0,-7148,460,-53245,-53244,91842,91842,0,15904,0,15904,0,-160990,-18076,-142914,-1,-1,0,0,0
2018:Q1,-20352,265250,18324,13016,-6520,72294,80158,-7596,-268,0,-10888,0,178420,604,285602,285601,-4704,-4704,0,2644,0,2644,0,287661,-2272,289933,1,1,0,0,0
2018:Q2,-12028,27048,-27976,25459,-500,-36531,-53267,19292,-2556,0,18980,0,48120,-504,39076,39076,22671,22671,0,-15180,0,-15180,0,31585,10576,21009,-0,-0,0,0,0
2018:Q3,-2202,73715,-2184,51819,100,80196,61980,14984,3232,0,-11120,0,-44996,-100,75917,75918,-11189,-11189,0,7304,0,7304,0,79803,27548,52255,-2,-2,0,0,0
2018:Q4,1025,-72993,19068,51834,7660,-70863,-19047,-11272,-40544,0,-72612,0,-8056,-24,-74018,-74018,30602,30602,0,9436,0,9436,0,-114056,-163696,49640,1,1,0,0,0
2019:Q1,-67318,-63354,-41928,24985,1016,-154895,-158695,-10440,14240,0,45672,0,61692,104,3964,3963,8797,8797,0,-43484,0,-43484,0,38650,145340,-106690,2,2,0,0,0
2019:Q2,-56189,-204629,-304,52174,2388,-218118,-231402,6888,6396,0,23804,0,-64556,-16,-148440,-148440,163,163,0,2768,0,2768,0,-151371,62900,-214271,1,1,0,0,0
2019:Q3,-23968,-156117,46032,28609,1644,-216770,-214922,-208,-1640,0,-1068,0,-14472,-92,-132149,-132150,-30251,-30251,0,47092,0,47092,0,-148991,-17552,-131439,0,0,0,0,0
2019:Q4,-52029,62012,-17128,-1928,-3144,46163,33007,20784,-7628,0,34416,0,3164,468,114041,114039,-1676,-1676,0,3256,0,3256,0,112460,-89216,201676,1,1,0,0,0
2020:Q1,-68689,647018,401820,382271,1296,-112698,-115686,26616,-23628,0,-37260,0,11360,228,715707,715705,-71255,-71255,0,425040,0,425040,0,361920,-228240,590160,2,2,0,0,0
2020:Q2,-82922,638884,-95456,270377,6760,-14573,-98281,48628,30280,4800,483692,31896,-43684,-128,721806,271808,-31335,-31335,0,-56452,60560,-117012,0,359595,230264,129331,449998,-2,0,0,450000
2020:Q3,-73541,176543,23924,-100269,1620,256967,285299,-28004,-2132,1804,33504,2576,-41736,-44,250084,250082,-20287,-20287,0,40620,19272,21348,0,229750,-124952,354702,1,1,0,0,0
2020:Q4,-65353,206700,46156,-43435,-840,195787,191903,-31744,17100,18528,44600,632,-36264,64,272053,272054,12685,12685,0,87788,82796,4992,0,171581,125576,46005,-1,-1,0,0,0
2021:Q1,-56950,255117,138716,250431,-8936,-162599,-185891,31548,-7356,-900,-130716,-1076,169172,124,312067,560954,167497,167497,0,179104,-7016,186120,0,214354,-63220,277574,-248888,0,0,0,-248888
2021:Q2,-58950,159591,50008,170359,3412,117345,117249,-38988,44232,-5148,-81876,-29780,-69804,-72,218541,258540,-95233,-95233,0,17768,-8192,25960,0,336005,289088,46917,-39999,1,0,0,-40000
2021:Q3,-71866,135175,44368,29579,-508,126893,149625,-1908,-19232,-1592,-96692,-4248,35964,-180,207041,260717,73943,73943,0,-17388,-60400,43012,0,204162,172168,31994,-53676,-0,0,0,-53676
2021:Q4,-85500,83705,54596,255044,-1192,-138323,-122107,2008,-17256,-968,-17828,0,-69024,432,169205,191610,-72694,-72694,0,50132,-2964,53096,0,214173,-172588,386761,-22406,-2,0,0,-22404
2022:Q1,-31233,-18122,78648,-233465,936,-15218,-32998,-10332,33008,-4896,56208,0,94660,108,13111,13113,93077,93077,0,46156,-8932,55088,0,-126119,330076,-456195,-2,2,0,0,-4
2022:Q2,-77287,-122892,-76816,-178803,2932,365275,386795,-19352,-2168,0,-128772,0,-106572,-136,-45605,-32338,-85812,-85812,0,-96844,-4524,-92320,0,150319,-21664,171983,-13267,1,0,0,-13268
2022:Q3,-73332,-142449,-65796,-190863,-876,73422,87494,13732,-27804,0,-2488,0,44140,12,-69117,-69117,441,441,0,-54912,-4020,-50892,0,-14646,-278036,263390,0,0,0,0,0
