1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1964:Q3,4889,3124,3057,3057,67,93927,2092,-648,352,-652,0,3350,19804,-2112,12796,-424,5404,4140,39148,-512,3728,27688,8244,12,7560,252,228,0,0,156,22273,93860,94028,4560,22052,27448,-656,0,1936,3952,1088,524,2340,-2248,-6256,4008,4,1372,4332,32216,40,272,-1252,-168,-164,-4,1765
1964:Q4,5023,9172,3169,3169,6003,114659,6520,940,364,844,0,-1126,16284,1844,-164,3424,3188,7992,58724,20568,3964,27112,7080,4,12464,280,232,0,0,156,18973,108656,108544,1480,-392,37328,840,0,-412,4516,260,656,3600,4956,6016,-1060,92,1704,4440,33044,0,96,20852,112,76,36,-4149
1965:Q1,5683,-1463,3348,3348,-4811,75933,-5180,-1452,436,-616,0,3360,20856,4400,3268,988,5508,6692,43428,9112,1520,23492,9304,4,7872,332,84,0,0,156,6653,80744,80724,2572,4224,35252,-604,0,3100,6472,3828,684,1960,-8096,-5636,-2460,4,2240,4268,35008,40,-404,-3352,20,-172,192,7146
1965:Q2,5893,6718,3433,3433,3285,122909,4132,2292,440,512,0,-2284,14392,2788,-4576,564,6496,9120,70044,21976,8328,27396,12344,12,11704,272,100,0,0,152,21141,119624,120020,4524,10964,29300,508,0,-1596,7132,1940,4928,264,16352,12792,3560,-12,772,4796,35316,0,-724,12688,-396,-492,96,-825
1965:Q3,6157,585,3494,3494,-2909,76059,-3084,88,468,-936,0,3318,3956,-1248,-6300,1228,4844,5432,43084,2976,3032,29108,7968,12,8912,264,-72,0,0,164,19885,78968,79960,-5360,7216,30652,-924,0,3724,1952,504,2232,-784,-4720,-6620,1900,-8,3284,4956,36576,40,920,1652,-992,-1032,40,5572
1965:Q4,6715,18504,3557,3557,14947,133879,4836,964,484,408,0,-448,17604,-2632,7516,980,1936,9804,69772,28428,8076,27160,6108,-32,13588,316,-8,0,0,188,26207,118932,119840,-592,7356,37476,404,0,-3052,2652,-1500,772,3380,14684,12124,2560,-8,2304,4744,38168,0,316,15388,-908,-880,-28,-11789
1966:Q1,7033,-1422,3578,3578,-5000,74356,-784,-648,504,-924,0,-316,17080,2484,-2756,2764,3472,11116,38840,-284,4128,27112,7884,8,9356,368,84,0,0,220,10568,79356,78688,5792,3048,23696,-884,0,-168,12584,6844,4176,1564,-9908,-6940,-2968,-4,4132,4576,40792,40,1376,-6384,668,288,380,8455
1966:Q2,6725,4903,3587,3587,1316,132024,1228,1264,512,800,0,1150,11228,-472,-6992,4064,4868,9760,72516,32496,9976,23536,6508,12,13848,380,144,0,0,248,28694,130708,129636,2768,19304,23388,804,0,-208,12136,252,10616,1268,13736,8948,4788,12,1764,4452,41588,40,-2456,12308,1072,628,444,1822
1966:Q3,6759,162,3606,3606,-3444,61496,504,328,512,-1128,0,2668,9440,3884,324,-2456,2656,5032,19372,-4812,1488,18516,4180,4,7516,344,308,0,0,264,21364,64940,65236,7532,-7352,12120,-1160,0,1040,6692,1536,3460,1696,-9300,-13480,4180,8,1880,4524,42548,40,232,6432,-296,-556,260,6597
1966:Q4,6667,24029,3653,3653,20376,127844,6764,1892,612,1188,0,2374,29988,5488,12664,1404,-520,10952,42848,17704,6492,13968,4684,16,16288,292,4,0,0,264,25314,107468,105920,8500,2260,22172,1208,0,936,11932,6300,3760,1872,9120,11320,-2200,-100,2152,4788,44188,40,668,-1944,1548,1188,360,-17362
1967:Q1,6440,-3394,3678,3678,-7072,90972,-5952,-372,508,1804,0,-6,58828,8688,23696,4080,11964,10400,7072,-5432,-1052,12236,1320,12,12232,336,-96,0,0,264,16342,98044,97756,-9204,10948,50356,1816,0,3100,6876,7596,-1920,1200,-14020,-10100,-3920,12,1972,4964,44196,40,1808,-5108,288,92,196,9834
1967:Q2,6678,6994,3816,3816,3178,119570,1832,-772,660,1744,0,3400,18824,2596,-16196,5080,14792,12552,40132,13500,1400,19528,5704,12,16492,292,96,0,0,268,36590,116392,117296,1960,1096,44120,1740,0,3244,-3340,-12,-1860,-1468,540,2108,-1568,0,16,4852,45536,40,-3232,20724,-904,-960,56,-316
1967:Q3,6889,3100,4004,4004,-904,129776,3088,3556,824,-2428,0,584,41020,-2032,22400,-8,5668,14992,39544,2424,5664,25412,6044,8,16572,284,16,0,0,276,26432,130680,131528,7556,34956,35388,-2432,0,1144,1248,584,-168,832,6364,3988,2376,0,2488,4888,47032,40,712,-7856,-848,-952,104,3789
1967:Q4,7217,58755,4359,4359,54396,193408,8316,868,1136,448,0,2470,36512,2852,8300,3824,9344,12192,97268,55788,9952,24688,6840,4,13152,316,152,0,0,304,32462,139012,140084,10748,14336,32588,456,0,1104,10564,2828,4428,3308,7880,6336,1544,60,-96,4836,48056,40,-60,9572,-1072,-1100,28,-51538
1968:Q1,7573,-36993,4823,4823,-41816,64898,5276,-2128,304,-504,0,3530,43968,7680,16892,3628,6424,9344,-10232,-38452,3412,20100,4708,16,12512,428,428,0,0,284,11016,106714,105990,6656,1664,32644,-516,0,2900,12240,6468,5172,600,-13260,-10536,-2724,0,4120,4800,50368,40,1192,3142,724,488,236,44566
1968:Q2,7837,10629,5006,5006,5623,147070,-1932,1044,552,372,0,-114,10104,-1988,-3140,1696,6424,7112,74960,20760,17468,25516,11216,8,18308,348,-208,0,0,280,43348,141447,139819,9152,2424,16416,388,0,3336,8068,1736,6336,-4,14540,3472,11068,4,364,4768,52236,80,-1180,29223,1628,1336,292,-2792
1968:Q3,7862,5164,5210,5210,-46,161438,7968,4980,1024,-592,0,5032,46380,2932,18364,2944,11904,10236,50680,8844,4244,24976,12616,12,20252,224,44,0,0,296,25138,161484,161232,7684,40148,40848,-588,0,1904,648,-64,960,-248,9744,2520,7224,20,3680,4788,53420,80,952,-2096,252,880,-628,2698
1968:Q4,7693,29775,5419,5419,24356,190890,-1628,4816,1136,536,0,4974,22388,1272,-5648,2800,13364,10600,89788,35460,10696,29524,14108,-4,25044,392,252,0,0,340,42856,166534,165618,-800,20588,43472,520,0,1896,8440,3800,2600,2040,11860,12072,-212,56,1884,4852,56720,40,-324,16414,916,1248,-332,-22082
1969:Q1,8334,-13536,5477,5477,-19013,81584,3072,-6000,-216,-556,0,3240,4504,7792,-14848,1680,1136,8744,34068,264,196,25408,8200,8,15228,4152,576,0,0,384,23124,100597,91361,17644,-9204,7768,-556,0,7380,13036,10640,4956,-2560,-20756,-6332,-14424,8,4216,4904,59764,40,1620,5497,9236,5312,3924,21870
1969:Q2,8047,5186,5479,5479,-293,188003,-8868,1916,1352,132,0,1360,8036,6912,-15688,872,6208,9732,92912,26552,22216,30060,14084,20,25028,4064,700,0,0,432,60919,188296,177588,17756,12188,-668,136,0,7420,18928,11140,9664,-1876,18328,6848,11480,12,1820,4932,62084,80,-1788,36360,10708,6776,3932,2861
1969:Q3,7931,-5018,5578,5578,-10596,115903,11504,832,1028,-1536,0,7316,4508,11920,-15276,488,-312,7688,53360,-3364,21000,27152,8572,12,17260,3980,572,0,0,448,16619,126499,116227,6416,11452,-18748,-1548,0,7448,27640,12692,11780,3168,-13332,-7208,-6124,12,5040,4988,65500,80,1168,20111,10272,6492,3780,12949
1969:Q4,8039,28634,5563,5563,23071,194418,-2080,3348,708,580,0,3864,27648,9128,6484,3452,-836,9420,76132,27172,17600,22952,8408,-4,27192,4164,592,0,0,424,51850,171347,165271,12416,18068,9012,600,0,6800,28616,10944,12576,5096,22744,7596,15148,-152,2248,5064,67100,80,-256,-7069,6076,1960,4116,-20595
1970:Q1,8076,6384,5557,5557,827,158018,2040,-2888,784,-216,0,2158,35368,17164,-4652,4444,5832,12580,21800,-19312,14924,20688,5500,20,5548,4384,460,0,0,452,88108,157191,148635,9996,27800,15608,-220,0,2004,29264,15808,15712,-2256,-11760,-8908,-2852,8,2008,5088,57912,40,2672,8215,8556,5388,3168,1692
1970:Q2,8029,11659,5677,5677,5982,167124,588,2808,1216,1352,0,-1806,40240,2024,7116,3212,10924,16964,57044,16556,13396,22988,4104,12,11944,4172,1932,0,0,464,47158,161142,149534,-3916,18992,58156,1388,0,1872,13644,5776,7032,836,6972,5520,1452,8,2092,5052,58900,40,-2328,-11338,11608,7776,3832,-3630
1970:Q3,8918,-2494,5887,5887,-8381,147910,8036,-2136,828,80,0,15480,36888,-16688,23060,7532,13568,9416,43928,16040,-2548,28036,2400,28,-1020,7732,-208,0,0,476,37798,156291,154991,-4168,41152,81820,24,0,1732,-6492,-17224,8048,2684,7316,4528,2788,12,2696,5220,60788,0,1520,-36629,1300,-6028,7328,11412
1970:Q4,9721,10016,5996,5996,4020,181956,10696,2008,1124,3884,0,8190,71744,-3116,26312,11856,19916,16776,58036,20936,724,33672,2704,-4,20472,7780,-36,0,0,496,-2434,177936,161988,-6512,-39236,63860,3964,0,2172,12560,-3092,8348,7304,15356,7788,7568,-16,-496,5576,62412,40,476,41832,15948,8516,7432,-295
1971:Q1,9487,7638,6469,6469,1169,221384,-1884,412,1164,4300,0,-358,63424,-5624,23916,6440,20252,18440,42216,-7928,6100,33956,10088,16,18916,4272,-520,0,0,292,89134,220215,215459,4248,27876,119016,4380,0,7524,1052,-5608,684,5976,-10212,-2168,-8044,16,784,5928,63396,40,1824,-10413,4756,888,3868,1849
1971:Q2,10230,12169,6828,6828,5341,188880,5320,5128,652,-5164,0,-400,27320,-4424,-8712,12808,14976,12672,81832,21296,972,48276,11288,24,21348,4084,44,0,0,112,48580,183539,173671,-7476,45072,80036,-5252,0,7668,4456,640,2764,1052,-5768,4824,-10592,12,216,6264,64920,40,-2512,-14005,9868,6176,3692,-1939
1971:Q3,11211,3743,6964,6964,-3221,207122,7144,-172,1116,-2664,0,10168,15168,-488,-12384,5608,14196,8236,88072,7356,11036,56140,13540,28,20248,7772,104,0,0,200,59938,210343,199551,-1444,27384,61304,-2648,0,7964,17152,2832,10032,4288,-5904,-4400,-1504,24,-784,6444,66788,80,944,22247,10792,3500,7292,7468
1971:Q4,11537,21001,7042,7042,13959,233226,20536,-464,912,1360,0,11500,71680,3204,19832,9520,16884,22240,103632,21244,7812,57300,17276,-16,19112,4348,-280,0,0,560,346,219267,213259,5540,-28076,67016,1356,0,8884,21704,5256,10132,6316,19716,10160,9556,180,252,6484,68188,80,-400,42335,6008,2248,3760,-9464
1972:Q1,11998,2618,7061,7061,-4443,250869,2976,2896,600,872,0,4074,40048,1612,-5128,12736,13776,17052,95672,13340,11096,51712,19524,28,16792,4676,-160,0,0,936,81459,255312,244660,-4768,35872,89984,876,0,14556,13756,1416,5824,6516,-10352,3428,-13780,12,972,6556,74504,80,868,21744,10652,6512,4140,9380
1972:Q2,12396,12406,7084,7084,5322,239896,7588,2136,1276,-1052,0,1940,27488,-6644,-8552,10760,12924,19000,115876,27576,2836,66480,18984,24,23772,4364,56,0,0,1336,55092,234574,227202,5624,13176,84096,-1048,0,11980,14344,-2860,10560,6644,8120,6868,1252,12,-2528,6668,79060,80,-2392,10010,7372,3492,3880,-10
1972:Q3,12188,7993,7237,7237,756,251352,4496,3044,1528,-1228,0,11468,27748,-1320,-4668,8380,11396,13960,120400,23220,11504,70736,14940,32,18660,7968,80,0,0,1380,55776,250596,234428,-7520,29504,89288,-1208,0,7768,10732,-1800,6940,5592,4996,9208,-4212,8,-504,6772,82556,80,1344,10612,16168,8836,7332,4195
1972:Q4,12824,17086,7791,7791,9295,316843,1160,764,1992,436,0,8704,72028,1136,28428,13988,8916,19560,176192,53672,20080,80240,22200,-112,25120,8260,-176,0,0,1072,21403,307548,288036,-8020,20836,90196,416,0,6488,26784,6736,10312,9736,34068,21056,13012,212,-3784,6892,81640,80,208,32020,19512,12112,7400,-4262
1973:Q1,13580,16111,8534,8534,7577,306017,3484,1712,2036,-1036,0,12116,8180,308,-14508,7824,4184,10372,162380,54144,13368,63448,31420,32,12232,2340,1144,0,0,832,100565,298440,276924,944,27488,118192,-1028,0,23728,19208,1808,11040,6360,-18576,-10740,-7836,-8,-48,7044,80300,40,2372,17268,21516,18876,2640,-2531
1973:Q2,13847,17136,9332,9332,7804,311492,14140,672,1924,596,0,4688,32384,4340,-11564,16844,8532,14232,165208,40668,15100,86480,22960,32,16052,5076,1152,0,0,672,68896,303688,282924,800,24700,80176,648,0,13884,35560,8000,25972,1588,17640,2312,15328,16,-1260,7228,79216,40,-2640,26916,20764,15204,5560,-3289
1973:Q3,13853,15635,9979,9979,5656,296717,18172,3220,-3220,4952,0,7076,29208,5796,-5952,14536,7488,7340,161332,34592,30512,76140,20088,40,6484,2348,-208,0,0,564,66749,291061,265185,32924,-17084,65500,-1100,0,13620,40964,10112,26116,4736,7044,-2496,9540,28,-328,7268,81024,40,1008,34277,25876,23164,2712,-1782
1973:Q4,14302,25222,10523,10523,14699,297077,972,4852,2008,2268,0,11392,90216,19252,27088,13776,17120,12980,126552,28868,9828,69292,18564,-36,21692,5044,1344,0,0,504,30269,282378,274994,-12560,37920,49796,2268,0,12732,31628,7888,16596,7144,23752,8656,15096,216,-2876,7148,82864,40,-108,42174,7384,2316,5068,-10920
1974:Q1,14455,3606,11049,11049,-7443,272188,9500,-3084,340,3104,0,20162,32456,12568,-11140,10152,10012,10864,107288,23332,17488,55476,10992,40,2924,8288,816,0,0,616,89738,279631,259711,24820,3324,94684,1128,1052,18712,24120,16464,6836,820,-22344,-11764,-10580,-48,1040,6996,84100,80,2068,19979,19920,11948,7972,10849
1974:Q2,14194,23696,11672,11672,12024,365865,70224,-888,3532,164,0,12478,42176,13832,-11744,12124,11480,16484,169972,60320,31616,66436,11600,44,9464,8724,1156,0,0,500,48319,353841,334577,52664,16044,91392,148,1228,23772,40192,10064,23748,6380,17492,-1316,18808,-8,-400,6820,87120,80,-2688,721,19264,10388,8876,-9502
1974:Q3,14763,-2168,12280,12280,-14448,242011,-12188,5792,2952,2024,0,12416,51156,20812,7576,9244,-1792,15316,133476,30920,37012,53976,11568,44,6124,8028,2800,0,0,484,28903,256459,248999,-4324,-464,50848,-4,3264,6272,63548,18344,36508,8696,5684,-6912,12596,-4,-136,6912,91132,80,1176,25015,7460,-372,7832,16931
1974:Q4,14319,22430,12685,12685,9745,188110,-12224,4628,6576,1288,0,10270,64436,5668,20276,12568,8452,17472,84340,28060,21832,35888,-1440,48,8408,5472,-204,0,0,540,14532,178365,165757,-23896,10584,74728,1320,3972,6564,40676,8916,17248,14512,9140,1116,8024,-12,-300,7288,92476,80,-216,-56647,12608,6920,5688,-8111
1975:Q1,14723,2647,12556,12556,-9909,217494,8836,-840,4104,4184,0,8652,91300,92,42864,11872,712,35760,-11652,-40648,-2276,31444,-172,48,7816,8284,-740,0,0,648,96854,227403,212279,-9928,12200,101444,1984,4964,6060,17824,1904,10380,5540,-34264,-18132,-16132,136,2316,7612,94988,80,1792,5071,15124,6892,8232,12076
1975:Q2,14728,14180,12667,12667,1513,240840,23816,2048,3008,-652,0,10784,103396,-17856,51880,12528,10608,46236,39080,-7744,3560,44712,-1448,56,10972,9120,-416,0,0,708,38920,239327,219955,-18612,52920,93040,-672,164,6384,3808,-3320,4532,2596,912,1964,-1052,88,-848,7880,97824,80,-3452,-19561,19372,10740,8632,548
1975:Q3,14727,-2552,13020,13020,-15572,209345,-13044,2176,500,-1876,0,-41774,73488,-9256,55712,11200,6788,9044,66488,-14836,18784,48260,14280,56,6332,9548,2512,0,0,668,104271,224917,205641,14984,-900,74616,-1904,188,-29984,10216,-5952,8464,7704,-19884,-14976,-4908,84,-1096,8080,101544,80,672,48945,19276,10276,9000,17279
1975:Q4,16184,32867,13351,13351,19516,318549,34012,3964,1180,2456,0,24086,116468,5048,47496,15376,12840,35708,89792,10420,11316,51720,16336,68,12176,9884,192,0,0,568,23703,299033,286245,4520,12000,87872,1668,-252,2276,48620,12608,14204,21808,15400,532,14868,44,-1804,8204,98692,80,-36,8961,12788,3104,9684,-16683
1976:Q1,17127,4858,13722,13722,-8864,334551,-1908,456,1252,1812,620,2582,124996,2172,56808,15840,3148,47028,76596,-23820,19828,66040,14548,60,7832,6616,104,0,0,1028,112505,343415,330495,-4992,35840,112352,1836,268,20052,15352,2068,11556,1728,-12572,-4420,-8152,92,-1876,8348,101844,80,2164,51707,12920,8484,4436,12269
1976:Q2,17963,13338,13950,13950,-612,329167,33216,6112,2784,-704,-264,4608,91968,3180,35408,8908,21324,23148,149656,21256,28180,81084,19136,64,7124,5996,-308,0,0,1228,27687,329779,319571,9476,44264,96908,-1044,-1128,12832,24868,1924,13564,9380,788,6384,-5596,160,-4132,8504,99564,80,-1452,29883,10208,4924,5284,4625
1976:Q3,18769,19444,14238,14238,5206,332515,4844,-860,1780,840,40,9732,90888,-4052,46664,16296,9360,22620,138292,-172,28528,86944,22992,68,7844,6552,776,0,0,1308,70411,327309,316413,23132,720,85480,828,-36,36376,26228,1884,17132,7212,-2668,-2780,112,160,-3008,8672,109160,80,924,30365,10896,5488,5408,-675
1976:Q4,19575,43268,14431,14431,28837,412643,31168,-4292,3860,3664,824,47430,107076,21680,47216,-1420,18632,20968,171292,38508,22068,87936,22780,-500,8020,9256,1084,0,0,1276,32485,383806,366606,-3648,16696,135880,3196,-68,26912,45548,18240,16316,10992,33912,18948,14964,-120,-1072,8860,113764,80,456,-13790,17200,8112,9088,-23693
1977:Q1,21374,9077,14860,14860,-5783,405619,-312,4620,3324,-1432,740,-6330,89796,8908,16228,24168,17364,23128,150444,17024,18432,84572,30416,84,6796,7964,660,0,0,1260,148005,411402,399162,-9892,48592,145960,-1428,224,21572,34972,6448,22408,6116,-44616,-10356,-34260,168,-1644,8992,119564,80,604,76014,12240,5848,6392,12297
1977:Q2,23056,31690,15293,15293,16397,465203,17288,4348,5848,1232,-552,18398,110008,20784,10140,13744,31224,34116,204248,23808,19484,123152,37804,84,10376,6740,1280,0,0,1268,84637,448806,438558,18280,35900,105644,812,-68,19276,56252,17992,20460,17800,11852,3392,8460,124,3152,9060,113088,80,976,64130,10248,4460,5788,-8634
1977:Q3,24552,13275,15867,15867,-2592,402825,3364,-4084,5072,-560,100,8684,77456,2776,3016,11764,27620,32280,260800,32780,59856,131260,36904,88,10420,6920,-716,0,0,1304,33977,405417,394473,12176,30664,113156,-560,80,22364,30348,664,23132,6552,9348,13892,-4544,116,2004,9344,123940,80,1104,40309,10944,5940,5004,11277
1977:Q4,25996,47305,16865,16865,30440,493781,77636,6408,5496,2692,452,29728,111208,30416,6432,17464,15708,41188,243900,41800,36008,129564,36528,0,13988,13792,276,0,0,1360,-13155,463341,444361,36316,10284,130524,2296,1696,5472,71816,26080,26264,19472,51448,16448,35000,-220,-864,9844,115624,40,1012,9073,18980,6980,12000,-21309
1978:Q1,27046,14830,17753,17753,-2923,447021,9156,-3780,10380,1576,564,-2010,63696,28,-6676,17988,15596,36760,196380,34704,21276,103468,36932,76,10540,6968,268,0,0,1416,151791,449944,441300,772,13188,139172,1172,6932,54748,40228,4056,28532,7640,-26312,-17280,-9032,80,2188,10412,131668,80,884,66088,8644,2232,6412,12216
1978:Q2,29097,35564,19909,19909,15655,557575,2244,1996,17252,-5592,40,2670,148568,20880,39212,16888,29188,42400,283952,52236,36432,138056,57228,72,12580,9776,956,0,0,1468,81593,541920,530204,16648,66872,108056,2284,5356,3756,69496,19092,39028,11376,36744,13592,23152,164,-1792,11048,122676,80,1268,87548,11716,2400,9316,-6467
1978:Q3,30280,38290,21315,21315,16975,509502,19764,4740,12256,2616,808,-2310,90408,-1552,304,26760,27364,37532,281420,26816,64168,144348,46088,80,15096,6368,-1908,0,0,1508,78656,492527,484503,50776,41404,110588,2456,5792,11416,34456,-4752,36532,2676,21364,-264,21628,152,-2184,11188,132240,80,1220,63555,8024,2060,5964,-8010
1978:Q4,30753,63966,22701,22701,41265,622295,108312,7996,8032,2992,1708,43928,108008,48964,-17068,20120,26780,29212,285208,69820,31536,144840,39012,-112,13388,10640,-1160,0,0,1528,31827,581030,566314,53916,-35040,126992,2328,9604,-10944,90648,37376,42600,10672,45676,6624,39052,-208,-1712,10824,138112,120,448,135550,14716,5392,9324,-33213
1979:Q1,30132,11390,23933,23933,-12543,473614,-56996,-6440,10276,9312,116,32766,120092,28540,23112,19480,18292,30668,213768,35536,20196,117352,40684,88,11288,6996,2488,0,0,1804,128056,486157,478045,21504,-13020,98032,1932,28848,91164,74964,24248,43952,6764,-41876,-11688,-30188,268,-180,10600,135796,200,452,69361,8112,1608,6504,18742
1979:Q2,30676,57635,24869,24869,32766,676310,35556,5180,8552,12708,1416,46812,124140,43296,15848,24548,13852,26596,305584,64288,53644,147276,40376,92,13544,5736,368,0,0,1992,114630,643544,629936,51556,72432,42716,5036,31580,67016,82896,38272,40336,4288,43988,21280,22708,496,492,10520,138476,120,332,82280,13608,6716,6892,-26959
1979:Q3,29705,49944,26818,26818,23126,639470,61728,3572,18480,6056,1892,20470,145156,36096,10244,27480,29492,41844,355748,73856,78012,155868,48012,96,22056,11148,1056,0,0,2032,-10020,616344,603516,72060,61004,116360,1292,33116,15912,64868,20556,44880,-568,26272,4332,21940,492,-1644,10376,138028,120,168,65092,12828,1072,11756,-20239
1979:Q4,28254,50209,28319,28319,21890,480330,45592,16980,17760,4560,2516,22310,102252,34100,5984,29928,21172,11068,241292,47488,30940,123592,39272,-116,23916,14780,248,0,0,1912,-13672,458440,439472,23192,33968,101796,3932,44080,-49016,98468,24272,60060,14136,36952,-628,37580,120,-2000,10156,145080,160,-364,-7052,18968,2256,16712,-21955
1980:Q1,25452,52996,30476,30476,22520,514274,-23636,-4572,10132,10856,1020,-23552,156076,27004,50188,16080,9612,53192,216032,26340,64456,104632,20604,108,14069,5556,3388,0,0,1960,146837,491754,487194,14112,-24420,101148,1720,62376,15672,79456,14712,55796,8948,-20140,-7764,-12376,580,-2408,9960,183364,240,180,65354,4560,2728,1832,-27544
1980:Q2,24058,38240,30570,30570,7670,631408,88568,-2788,15296,3844,1828,73646,203400,24900,54096,45448,27156,51800,37924,-20880,18756,66904,-26856,116,22926,49108,2496,0,0,2000,133044,623738,571594,-35396,31404,100116,1768,66424,80536,62168,11836,34572,15760,7480,-364,7844,588,5372,9776,198228,400,596,42134,52144,1252,50892,-14182
1980:Q3,24518,38993,31946,31946,7047,550302,50164,3212,14312,6808,4168,-1264,134532,-12060,49184,36596,34312,26500,175616,39048,26000,106724,3844,112,20340,13040,2184,0,0,1996,125082,543255,527379,2656,45240,150716,-2512,8740,12888,44120,5680,30172,8268,18816,-5156,23972,880,3336,9596,218316,400,468,13719,15876,1984,13892,-14475
1980:Q4,26740,53798,33471,33471,20327,774537,82372,12332,9328,-92,2188,70688,145592,35464,11452,48112,23616,26948,299904,106540,65928,112796,14640,-152,20873,4100,1208,0,0,1980,124216,754210,744442,67512,18872,219824,2280,-12736,14672,77856,19472,53800,4584,56040,10832,45208,-128,1704,9400,229836,400,-304,59214,9768,5984,3784,-27058
1981:Q1,25747,20933,34870,34870,-13937,605150,-7792,-4472,42120,15880,4832,566,202176,39928,97252,42068,-1500,24428,124684,-3800,36132,76140,16212,128,36901,16356,-800,0,0,2456,172114,619087,598863,-19976,41628,71308,-1496,147992,93964,56188,30956,27032,-1800,-37180,-10348,-26832,-100,3956,9296,193268,400,-712,40327,20224,6272,13952,4814
1981:Q2,24467,51586,36436,36436,15150,818248,169672,-2976,7424,24044,8512,23688,135592,65880,-8684,30072,17016,31308,294456,102652,77404,95644,18756,128,21739,18676,-1096,0,0,2760,115628,803098,784934,171648,20324,108956,396,63576,4284,106228,43352,54424,8452,42308,20860,21448,720,4404,9260,188020,400,-924,65334,18164,-1144,19308,-27119
1981:Q3,22704,406,38210,38210,-37804,741327,69324,8212,33036,34656,9568,34996,187956,69588,26968,52592,18484,20324,239816,63944,64284,81308,30280,148,25359,25332,-1460,0,0,2816,71568,779131,756307,68072,-7020,142300,8032,139012,15272,117880,44444,67360,6076,31540,-1972,33512,720,1816,8920,196728,400,-888,33523,22824,-1560,24384,22298
1981:Q4,21875,61556,40455,40455,21101,651295,-77993,-5692,24716,9900,9980,171864,232168,38508,122436,23028,21076,27120,247736,129484,49400,57932,10920,64,24156,-16996,-1808,0,0,2136,31064,630194,608926,-166369,49840,231667,452,88980,172596,67052,11968,33312,21772,38948,10080,28868,-76,3652,8272,176620,400,-504,-62603,21268,35476,-14208,-39681
1982:Q1,19091,76407,40967,40967,35440,653485,118003,-640,1788,26892,4084,-56210,182018,20352,68924,57756,-5644,40630,172975,77843,9828,60200,25104,164,23564,7576,1484,0,0,2228,169559,618045,612489,17066,19620,239570,2704,36256,-9332,56040,2824,41700,11516,-27132,-15584,-11548,-468,6720,7528,189252,400,-364,74629,5556,408,5148,-57316
1982:Q2,21895,47125,41110,41110,6015,803685,107284,11820,24608,17092,276,18588,185389,57188,15040,70428,13496,29237,250349,116525,47332,67476,19016,-1464,14582,5656,4604,0,0,2128,162772,797670,792314,21037,-12628,209390,-1560,48020,-14260,133816,52196,72472,9148,29172,3952,25220,1480,7040,6680,209836,400,148,153743,5356,924,4432,-25230
1982:Q3,22553,-26423,41275,41275,-67698,888937,116756,5148,46108,-10348,-792,75357,235128,-38236,151368,70720,22816,28460,183776,72116,28548,73196,9916,-1340,23189,55100,5960,0,0,2076,152818,956635,880119,42340,87192,195605,6452,106488,82344,62288,-28644,77492,13440,28,5528,-5500,196,10432,6540,234940,600,784,43889,76516,22920,53596,48976
1982:Q4,25680,88414,41926,41926,46488,731486,70441,-9300,-27924,7160,56,45977,386328,-8784,206112,91988,48928,48084,139281,31069,17064,71600,19548,-308,98460,18440,7504,0,0,2068,-6697,684998,629278,12973,58208,234934,3676,-56272,81968,105512,13336,66236,25940,27164,10692,16472,1964,13760,7104,234524,600,1000,-97836,55720,29196,26524,-62734
1983:Q1,29526,64252,42495,42495,21757,641824,67309,856,-18016,-14356,5184,-8662,180384,-13492,117388,53144,-26056,49400,156203,13895,-18384,129704,30988,-1448,59834,-9104,-1624,0,0,2044,223220,620067,638791,14037,107868,212125,-3800,-126412,-46028,52236,-19128,59272,12092,-42024,1576,-43600,-32,20912,7540,242568,368,4,199429,-18724,-5592,-13132,-34726
1983:Q2,32049,16055,44012,44012,-27957,751409,-5044,8036,10504,608,-268,35075,245214,12496,88608,59848,18196,66066,291373,36269,61288,164156,29660,-884,57428,7140,-976,0,0,2884,100319,779366,775598,-12505,62628,227852,-2796,-56756,14280,107488,30192,68080,9216,18288,16600,1688,820,29216,7852,278548,2116,-604,99170,3768,-1436,5204,15994
1983:Q3,30377,48373,46654,46654,1719,971515,16093,-15128,-3420,564,4016,40241,265755,26600,124220,85452,22300,7183,378827,68435,63596,208324,38472,-392,49118,34692,3480,0,0,2868,194801,969796,911424,45328,36816,221479,-2572,9868,92760,125496,22320,77552,25624,-4964,-7940,2976,1612,25372,7964,261732,-552,-232,91318,58372,23948,34424,-17996
