1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q4,31619,-66458,50029,50029,-116487,737504,-78349,3376,12184,9480,7808,18888,260991,62028,64440,64324,45260,24939,316930,3466,44040,194216,75208,-972,31124,50504,3520,0,0,2832,99188,853992,771664,10461,-46352,181430,-2396,11456,58584,138704,51768,65876,21060,32592,14956,17636,-580,24620,7884,292980,8012,-88,54357,82328,34708,47620,98077
1984:Q1,29021,96897,51869,51869,45028,937451,76230,1568,-17620,12300,5164,56075,220956,49732,70900,63548,-23408,60184,390479,100951,25288,175568,88672,-1456,-6167,-10228,3308,0,0,3408,203434,892423,914551,58074,167200,233588,-3760,16100,73669,91512,30888,66664,-6040,-28304,-9124,-19180,1228,20306,4688,210952,-4236,-1164,74697,-22128,-14604,-7524,-67876
1984:Q2,30358,67491,54857,54857,12634,962942,58184,7040,10264,12020,1596,66101,190240,99256,-13520,46780,15608,42116,539190,117530,98208,231696,91756,-1604,-25420,-30808,-792,0,0,3808,133124,950308,997684,89085,-35148,314109,5800,40956,31374,142836,39208,67304,36324,46616,13276,33340,1580,14653,4264,196616,424,272,144246,-47376,-12972,-34404,-37133
1984:Q3,31480,-32421,57215,57215,-89636,1102357,26133,-2488,14356,-56,9148,11238,361919,12696,143760,80340,37580,87543,390056,59692,68816,206956,54592,-864,40525,91260,3296,0,0,3752,154081,1191992,1061836,19447,33924,229132,10364,33224,83908,142208,3584,98600,40024,38880,2404,36476,1380,37391,5212,239856,2376,940,183595,130156,35584,94572,63901
1984:Q4,34094,38882,59377,59377,-20495,1143694,17163,17908,17972,6316,3308,169524,453905,50948,155436,51468,72876,123177,424139,106423,34700,203264,79752,1172,4250,47184,5648,0,0,3596,-28391,1164189,1078681,-3229,31924,278984,15640,126068,145491,158132,38428,67340,52364,55320,19152,36168,332,28157,5648,245588,2952,-496,-11830,85508,36996,48512,-4788
1985:Q1,34663,32932,61184,61184,-28252,776622,49467,-10628,14428,-8580,1668,-67711,176227,51244,112776,47573,-19032,-16334,396623,34577,71072,181750,109224,-80,55055,13964,3880,0,0,3456,148854,804874,791058,61221,82368,239544,-13792,-17212,-99363,142240,32344,75872,34024,-39032,-22720,-16312,-252,38639,8296,232148,-5064,636,160681,13816,-2792,16608,1731
1985:Q2,35026,61384,63381,63381,-1997,1061053,18897,4040,26840,5608,6820,74383,302876,26176,98676,28789,48600,100636,422884,55415,65184,228993,73292,-1012,81231,17940,4220,0,0,3316,93009,1063051,1036091,33445,34164,133535,19656,49824,31020,172532,3012,103444,66076,65588,10708,54880,744,72940,9496,262400,4324,-820,147243,26960,10700,16260,-26358
1985:Q3,38330,27723,64344,64344,-36621,1260442,46197,20976,5800,-21440,660,82278,459522,74432,114268,110754,81132,78935,469328,56103,83252,265077,64896,964,34872,54940,4588,0,0,2904,98854,1297063,1226463,34402,104136,142131,-8728,-6556,103965,213308,61132,103352,48824,45056,28588,16468,1228,89804,11028,214244,1676,1964,278806,70600,11336,59264,10607
1985:Q4,40000,81160,67531,67531,13629,1523682,-38664,45628,-29216,31228,-8948,237408,683926,57148,181496,106804,285884,52594,435457,77389,31764,254264,72040,820,23810,28720,2688,0,0,2604,108220,1510052,1453896,15521,117024,77174,20824,14944,244188,229888,74312,115180,40396,102160,4768,97392,1260,126354,12880,295320,9196,2428,184736,56156,28972,27184,-41160
1986:Q1,40274,22099,69012,69012,-46913,1017498,14748,-10172,24892,-9360,3444,18430,401173,1600,175516,119044,-37636,142650,336186,28733,53736,196089,57628,1600,56019,53360,19216,0,0,5948,102014,1064411,1003647,23033,86752,140841,9280,38726,84562,190448,-32032,101924,120556,-3104,-8440,5336,364,140614,15584,231040,-5012,868,49650,60764,3788,56976,18175
1986:Q2,42126,75248,69449,69449,5799,1303177,69884,4216,1196,7224,-1468,116124,424694,48072,22124,163858,49276,141364,490355,31300,114324,283687,61044,636,17216,24372,9244,0,0,5248,134236,1297378,1256922,39282,92252,110232,-9348,89476,110175,283848,38632,156932,88284,48668,40752,7916,616,137456,16380,232764,2196,2056,100870,40456,14236,26220,-33122
1986:Q3,44112,102276,69953,69953,32323,1664874,173599,17680,6844,15512,2608,123834,743498,73248,180424,175979,122768,191079,411816,11211,604,346986,53016,692,14714,17092,5808,0,0,6704,124472,1632551,1602067,148413,83440,191858,6864,77010,122942,318172,27964,210984,79224,27684,-904,28588,2456,143017,17980,278848,-868,2180,182072,30484,8936,21548,-58164
1986:Q4,46953,94140,71264,71264,22876,1765731,208043,21524,10148,13224,-856,96652,470947,-15676,97448,239724,28820,120631,631487,199905,89252,308942,33388,-136,66523,12392,12888,0,0,5108,217788,1742856,1720268,191694,237568,162087,7652,-11816,97339,372248,59680,245928,66640,74472,-1528,76000,3560,161473,18864,330460,2220,708,71740,22588,10236,12352,-47187
1987:Q1,48284,69621,69393,69393,228,999577,-94799,-7496,-26596,24892,-2292,9272,459922,39684,75208,211142,6316,127572,226454,-75539,63512,255969,-17488,368,121218,26732,8428,0,0,5644,247831,999349,960081,-17980,-79092,23148,-7052,-5414,24059,338804,52776,156840,129188,-61204,-32228,-28976,3208,189495,27752,240824,4620,640,278273,39268,11092,28176,-21337
1987:Q2,58662,205328,71174,71174,134154,1155745,104957,1156,23276,-42332,-2292,62750,302775,48856,32128,155728,-20372,86435,501060,2262,110368,350994,37436,736,74013,-26516,6280,0,0,4660,145222,1021591,1041703,54788,95560,165431,-15456,35578,16971,326888,56732,188408,81748,30964,4448,26516,2560,41055,23572,228676,-1452,-7692,44260,-20112,7816,-27928,-146666
1987:Q3,63880,62465,74283,74283,-11818,1251799,32597,12064,-6732,-1696,-2924,87335,303532,11492,69276,121061,-12492,114196,483691,52841,86888,302382,41580,500,12229,26088,4664,0,0,4932,295519,1263617,1230669,149253,32948,155424,-12800,21946,128152,268380,7116,159584,101680,16556,-9916,26472,3908,22480,25100,301136,1872,-196,116509,32948,8800,24148,1415
1987:Q4,65982,70308,76697,76697,-6389,723531,73488,-288,11580,-19884,-1528,-121951,285043,5376,8368,122157,-10264,159406,464262,22315,63920,338459,39568,688,10564,28708,-312,0,0,6256,-13094,729920,674328,68293,-39136,262355,8896,43666,-151424,136652,-4984,167196,-25560,-32748,-33556,808,124,-54242,43680,294988,-8256,-528,102009,55592,21444,34148,-4326
1988:Q1,55491,19798,74649,74649,-54851,1147517,-43628,11536,11380,24512,12804,178071,241126,27924,-23296,105086,-16264,147675,382693,35452,68640,229217,49384,1296,86728,37744,-3876,0,0,7476,199656,1202368,1162512,-83724,129548,174297,16772,53852,202334,164160,43600,75008,45552,-20672,-13660,-7012,508,-8246,23760,343756,5888,-816,161095,39856,12040,27816,35693
1988:Q2,62997,80295,79117,79117,1178,1274301,56050,16220,13008,-7264,10172,28590,363040,101032,-15576,63429,15584,198571,491537,71928,70164,303761,45684,480,-23641,55880,208,0,0,9372,260650,1273123,1212379,104491,87572,162330,-17104,-11139,15328,240652,81156,87348,72148,44472,13568,30904,-1596,-6761,26776,302416,4452,-1580,262070,60744,24864,35880,-17298
1988:Q3,59969,168992,82096,82096,86896,1228411,156954,-18904,11476,7332,9700,185253,340223,34752,86652,93882,-3840,128776,444873,14175,81724,316270,32704,56,-3011,50412,-3076,0,0,9480,37642,1141515,1075203,118748,8808,208148,-2248,-952,162340,195220,20012,145708,29500,13992,-11136,25128,2588,-7374,24452,315364,-1604,2496,35225,66312,30328,35984,-109023
1988:Q4,60115,69043,85391,85391,-16348,981830,-557,-3824,4404,14360,11092,-126860,373825,130172,6744,75754,152,161004,491899,37235,106948,316140,31576,2528,-9817,22728,2924,0,0,7760,191368,998178,975950,19842,-48540,191789,-2704,49302,-148888,284616,14556,175040,95020,55408,10716,44692,1328,-1280,31636,340588,-1856,5352,199355,22228,19484,2744,-8928
1989:Q1,63434,123625,86188,86188,37437,1247696,73677,-2285,51772,10156,-2336,221601,306956,83810,-16674,142550,-8608,105878,418110,18953,114504,227320,57333,1683,-25771,54540,108,0,0,5316,134169,1210259,1158475,11799,-9796,90635,-5424,35949,286866,273521,66410,165563,41547,18732,-31040,49772,9462,-15633,15224,277552,-340,-1688,171615,51784,700,51084,-60191
1989:Q2,66759,110334,91239,91239,19095,1327158,-75293,12955,62440,-27164,-2656,323612,231134,50896,-68785,125069,15760,108194,453941,58529,69290,267589,58533,1089,42307,34616,-1592,0,0,3928,267841,1308063,1276491,-91243,70383,121310,15124,152618,304416,182822,22991,114774,45057,32528,17556,14972,4935,19699,32116,315150,276,4228,112130,31572,1696,29876,-43575
1989:Q3,56910,202081,92683,92683,109398,875513,86506,-1554,44548,23744,-6180,-136870,203520,47186,1753,60260,17910,76411,383312,32529,5102,312298,33383,1178,33919,5724,-72,0,0,3320,234420,766116,767764,62241,-11236,117067,7512,122491,-154200,167172,-1553,135890,32835,-63512,11288,-74800,-4109,48183,22724,287463,-1264,3224,164008,-1648,14100,-15748,-145171
1989:Q4,60356,50782,88123,88123,-37341,859176,108986,40144,17792,-8596,-4112,-72873,372759,72104,129238,82549,-10822,99690,369607,14718,25723,302786,26379,6882,22553,-9016,4920,0,0,6400,3730,896516,911348,65471,-20127,187043,10256,53522,-52673,263588,37543,181740,44305,22484,13460,9024,6536,64958,43204,333083,-844,-1236,-63917,-14832,9728,-24560,9574
1990:Q1,66091,108427,90248,90248,18179,797776,-167077,-3603,-26772,-2444,18868,49764,474285,41296,137977,173836,22143,99033,253739,-58628,42566,251878,17924,374,-14905,-380,11679,0,0,8828,195419,779597,730557,-126755,73193,-68434,-6076,69479,-1404,184274,3682,148564,32028,-78004,-32448,-45556,214,35441,26740,338676,-7640,3068,287784,49040,18292,30748,-42336
1990:Q2,70487,18394,87485,87485,-69091,729224,9910,-11880,-29392,-3908,9080,-14950,273208,-19892,64237,108105,14116,106643,248260,17218,29481,179206,22354,-496,27356,13556,19245,0,0,9764,179472,798315,770087,15519,49089,-11373,-1772,34372,-18593,198501,-37157,167749,67909,-2947,11240,-14187,1624,59449,28752,345198,-916,2148,71035,28228,-5452,33680,52093
1990:Q3,68553,147631,88091,88091,59540,782012,-549,-5504,-32568,21308,19244,61505,364207,89732,93757,103769,36854,40095,122378,-25775,-23261,145987,25427,2806,-37593,30636,13207,0,0,11124,211811,722472,749964,53328,47684,-8169,10920,125772,-37420,201784,39302,151082,11400,-18456,3260,-21716,-2408,25375,29024,322202,-584,11456,-10543,-27492,3496,-30988,-79078
1990:Q4,65576,124056,85617,85617,38439,801847,182408,107,-32484,7244,21964,-62091,350720,11589,115826,168422,5843,49041,177424,-5252,48598,152608,-18529,-3520,105342,-18644,-1587,0,0,12952,62011,763408,806860,128750,12962,98182,16008,55421,-58715,326738,28545,202449,95743,27523,3916,23607,-3499,51151,23348,322928,1532,-2640,-192830,-43452,1436,-44888,-58480
1991:Q1,85956,92759,82018,82018,10741,883038,-110100,-26277,41816,25300,6725,111280,500607,-30676,266189,142764,46850,75479,124256,-44920,-12121,166403,14894,1846,-13310,36776,17653,0,0,5732,160735,872297,843817,-99639,54052,1331,1900,141698,12369,161503,-47108,134894,73717,-59904,-19900,-40004,-1082,72548,24588,291926,-1316,-480,244323,28480,20896,7584,-6803
1991:Q2,85777,98982,80754,80754,18228,807576,26703,-1415,11204,-17212,9360,107679,237619,-91654,119098,81056,17978,111141,119853,-56416,-11032,186091,1210,-3276,33963,-15244,19205,0,0,6176,272960,789348,713052,16597,20182,-134493,-428,-263,148699,165402,-24738,113224,76916,-32620,24112,-56732,11174,109765,32844,367486,2780,-3688,9614,76296,38120,38176,-13205
1991:Q3,87390,91049,81103,81103,9946,1135600,24228,3769,22012,-5248,12750,178061,503566,-42065,262736,81769,17160,183965,-35874,-33570,38846,-18856,-22294,-205,102515,35608,29491,0,0,6148,258780,1125654,1045034,77497,126325,-53617,9776,2811,180736,194862,-20340,169876,45326,1733,3132,-1399,-5528,157949,18920,348546,-1068,10084,-23992,80620,23216,57404,-3659
1991:Q4,84713,-143,78348,78348,-78491,934262,153380,17651,-6888,-5668,6969,-260100,508932,-37310,235540,114539,69056,127106,174840,-24316,39972,171622,-12438,127,87903,28660,29851,0,0,5652,192953,1012753,908717,152224,152161,-84074,-7152,20447,-257033,211223,12822,165355,33045,87768,16380,71388,4783,181798,23316,361897,2332,-4328,63356,104036,32844,71192,84856
1992:Q1,105915,25043,77107,77107,-52064,956852,-158575,-2347,41822,26204,10806,100053,396355,31751,95094,74138,43755,151618,142683,-50607,24002,147192,22097,4628,1937,66984,51507,0,0,3936,270858,1008916,932172,-65951,63483,-209059,14472,56625,150010,198805,-17301,104285,111820,-74331,-19528,-54803,138,190681,30576,337120,-3132,3612,239124,76744,42084,34660,80872
1992:Q2,107138,102444,80602,80602,21842,1191156,26331,-1950,-18073,-31492,6676,107877,571669,16133,188726,173597,67527,125686,125073,-24144,69387,90126,-10296,461,126231,65456,49724,0,0,-832,164007,1169314,1055778,-30076,55815,-132688,-1792,14648,163756,277892,1082,207251,69559,39746,8540,31206,2062,200172,16184,385835,1720,2444,60061,113536,41472,72064,4694
1992:Q3,37439,52321,80373,80373,-28052,1657860,-110552,21301,-13235,15732,7458,257527,577944,6433,211140,118631,64333,177407,210212,-8083,62999,154322,975,-892,24923,42904,20749,0,0,2868,600921,1685912,1568448,1974,238226,-111039,3988,-3534,319811,256010,18551,166339,71121,15773,12016,3757,-744,207968,37432,393117,488,6548,202428,117464,37120,80344,-14882
1992:Q4,101140,51309,84281,84281,-32972,688731,112583,-12964,-9394,-38396,-252,-45167,435952,-38169,157752,99067,82535,134767,157892,-13444,36271,122101,12964,3227,172549,52176,41576,0,0,10920,-191971,721702,591930,32087,82403,-58002,-20340,-52726,-72473,204133,-24664,147180,81617,6564,28772,-22208,-5416,209532,29220,370347,3340,-4308,-132429,129772,43480,86292,49831
1993:Q1,72405,106383,84292,84292,22091,1247057,-200963,23643,11118,8464,16157,56767,630904,-94029,134986,246372,71357,272219,142678,-76786,80513,85186,53766,1262,258661,23828,53263,0,0,2088,219187,1224966,1152738,-59576,10548,-263761,-8148,-20810,309337,206410,-59237,145346,120301,94328,-18664,112992,2425,252998,31104,466351,2848,5296,123388,72228,40652,31576,-33978
1993:Q2,84653,152607,90314,90314,62293,1461858,-38596,3010,1296,-37536,16975,6311,708509,-4913,196814,153614,154013,208980,301801,29071,40285,201244,31200,5747,176399,80840,68290,0,0,4020,164792,1399565,1294033,-68193,168326,-21322,-15460,49006,-44162,164113,2991,79490,81632,106624,42704,63920,8997,273226,33816,414491,7320,-4328,221579,105532,42840,62692,-67954
1993:Q3,83241,102275,87287,87287,14988,2025761,24776,1306,-57617,-22648,6774,231425,784573,2535,193789,199894,94884,293472,353591,1719,112409,187838,51625,-2258,146529,68668,69119,0,0,-3304,424826,2010773,1846813,55577,175702,-76140,-8464,5146,352054,418238,1495,281160,135583,35146,25592,9554,6353,297340,36868,386599,2024,18880,141490,163960,32092,131868,-19034
1993:Q4,89603,204273,91533,91533,112740,1394191,19796,-6623,33926,-18364,17082,-31468,509226,27715,14435,197819,97168,172088,350544,41483,77511,151609,79942,13988,282391,116440,84149,0,0,14136,8968,1281451,1181211,38294,115293,16698,3960,43158,-116546,349352,26663,155126,167564,32958,22940,10018,20401,297087,35680,336726,-1472,6976,2645,100240,30740,69500,-114670
1994:Q1,45659,-52408,95119,95119,-147527,1889783,-41699,29749,-15538,1228,-1504,230289,308060,-61865,9900,155904,22192,181929,400916,9840,100774,167145,123158,9087,99240,47452,88348,0,0,4632,729523,2037310,1992062,73551,43619,-101526,-7316,-8056,260103,556218,40255,351399,164565,3662,-19432,23094,-177,183936,27836,432082,8748,8488,510894,45248,1736,43512,98067
1994:Q2,88945,78351,94905,94905,-16554,1200626,-27790,7662,22694,-1664,-3079,67780,175950,21948,-3715,128220,-39858,69356,402070,34476,78258,170114,119222,-207,236256,41600,59595,0,0,-1968,221727,1217180,1175876,27131,-95593,733,-14844,62640,119978,395012,30195,274926,89891,-33341,-42952,9611,780,120004,26232,405742,-9068,-12608,183077,41304,-3452,44756,10594
1994:Q3,98878,194167,95430,95430,98737,1412280,35730,-5199,-11913,-25504,-10240,133093,395804,67871,-43208,220329,53408,97404,447959,58586,104268,165965,119141,935,199303,34768,57645,0,0,15492,144406,1313544,1296272,64800,4239,69532,-11180,50584,211218,378573,45474,237155,95944,12272,-18052,30324,1470,132237,69492,351923,1072,11388,-51349,17272,-8468,25740,-95289
1994:Q4,92793,95649,98913,98913,-3264,621056,-21960,-3852,24873,40064,-4662,-279541,77204,75011,-78694,91327,-64113,53673,519521,111686,112965,180012,114858,-8027,80993,24892,169304,0,0,18048,-15801,624320,595636,116199,18856,27122,2336,77576,-418644,490529,19885,305137,165507,37343,15244,22099,-13801,21011,23228,233737,-4432,-4904,-10520,28684,-9276,37960,-2856
1995:Q1,87177,69521,97751,97751,-28230,1786591,4562,9023,48489,-3128,13690,211706,472136,47929,152600,134196,47162,90250,577842,131299,97495,194048,155000,424,-5956,123532,90171,0,0,16296,227804,1814821,1687437,-24115,-21684,108598,-4792,39758,331582,321742,38352,119194,164196,16109,-18876,34985,-1734,69584,45892,352020,-512,20164,434826,127384,5760,121624,17656
1995:Q2,96922,247107,96921,96921,150186,2056243,122253,3311,27477,12320,40298,316765,616953,51958,-1160,204496,55386,306273,572295,158126,64424,213336,136409,186,78662,66024,99557,0,0,16592,83550,1906058,1856662,76424,36646,284014,12524,285948,209029,385099,55517,196026,133556,35348,39236,-3888,1402,127207,53748,382367,1236,-1052,-33279,49396,-3548,52944,-150185
1995:Q3,101163,149693,98105,98105,51588,1752193,-112846,3010,55229,33948,19150,54663,412515,49828,-22736,243096,12225,130102,586479,74857,125703,234943,150977,340,91388,80300,114854,0,0,8668,404495,1700605,1626761,-66803,-68896,228454,-4020,100247,150532,464190,60216,204958,199016,19002,7300,11702,2897,223314,30808,405978,2668,24184,114206,73844,-4944,78788,-48530
1995:Q4,89585,101500,100019,100019,1481,1590475,-123877,-3500,8401,-3044,27702,168783,606852,-1803,26221,233844,72504,276086,410985,74716,29074,164641,142554,-574,15305,22996,111158,0,0,39020,310269,1588994,1583274,-94319,-55754,97341,9328,142099,117620,539769,16680,296977,226112,74433,-15048,89481,9763,255267,35772,369499,1056,11100,70300,5720,-4320,10040,-11915
1996:Q1,98045,117122,104518,104518,12604,2048353,-102510,2568,10686,1668,32785,150491,524431,48060,-300,257149,36110,183413,733270,88340,194238,335374,115317,-1164,64051,92300,93400,0,0,12144,434233,2035749,1912277,-136238,-71513,248205,-6996,188977,172935,338448,-2101,178159,162389,120405,40868,79537,4745,326287,14360,365978,5408,2696,338581,123472,-28116,151588,-19077
1996:Q2,97432,124930,109152,109152,15778,1832528,15524,12038,42389,-49348,25956,89633,447341,74879,88662,72055,49408,162336,651051,90559,133383,302041,125069,238,182478,100168,94633,0,0,2180,218247,1816749,1791701,-68190,-26195,198827,-10596,114976,119155,596653,153610,283888,159156,18354,-10040,28394,1263,290525,28416,340380,5652,8332,174148,25048,-14600,39648,-27498
1996:Q3,93309,50308,112847,112847,-62539,1908646,26212,18175,54894,20328,27600,-16506,306746,84641,-99170,97415,2812,221047,539945,120164,73608,238813,107360,2162,204932,93060,93322,0,0,10712,527065,1971185,1893929,-45259,121326,288092,2004,133018,32523,389945,104781,209838,75327,16481,-11924,28405,-688,247387,56736,336735,5740,4600,305289,77256,-26496,103752,43001
1996:Q4,86724,-22872,111542,111542,-134414,1822609,117679,11159,75864,52176,39519,52610,321163,17036,-202557,101348,82700,322635,487729,77602,87129,252565,70433,4496,163519,156700,103277,0,0,11128,225590,1957023,1852479,172747,-52934,170385,10672,158185,886,576045,112623,253767,209655,197203,43588,153615,1777,276149,58264,432731,-716,14860,-163775,104544,-43224,147768,109596
1997:Q1,101748,288090,112975,112975,175115,2845762,159763,-11254,46041,-43668,39123,367054,662678,229699,-26745,210317,18207,231200,618029,180012,97789,282370,57858,631,-21014,183228,133508,0,0,20300,691343,2670646,2570934,133049,-5848,184827,-11140,145936,384141,324496,203724,123823,-3051,-16075,-8452,-7623,7938,249078,43360,383600,13524,13480,720567,99712,-80444,180156,-186342
1997:Q2,109080,226125,112076,112076,114049,2446411,78619,45567,73265,3772,36001,77276,782532,142759,101144,214070,49637,274923,609878,149288,134815,257858,67917,886,33654,69288,102200,0,0,-4864,538337,2332362,2377346,43183,46792,306635,-8812,175886,130671,595593,173511,280930,141151,132103,8704,123399,7760,262814,48724,458832,-5228,-2920,185313,-44984,-46884,1900,-117045
1997:Q3,113132,64733,117915,117915,-53182,2639304,-106410,-10119,24307,27684,53777,380871,536341,162709,-8287,121516,61954,198449,701039,38562,200115,389310,73052,81,167571,141144,123551,0,0,48972,550496,2692486,2641494,-136316,-49497,293837,9148,188962,463685,411896,218237,143250,50409,65516,21176,44340,593,422397,54836,427174,29092,26148,434023,50992,-37864,88856,48399
1997:Q4,119616,65159,121605,121605,-56446,2179770,259506,16314,-4593,10580,14496,-171815,692823,44420,158884,69338,49830,370350,592470,169981,164342,242338,15809,1906,127509,62940,153798,0,0,30664,393173,2236216,2167176,293318,40810,220548,10804,117528,2933,659894,71132,306613,282150,89280,-12348,101628,17736,387518,30616,390821,-14764,5824,-85692,69040,-40624,109664,54457
1998:Q1,100404,50720,129572,129572,-78852,3474524,-228929,7419,-8821,35704,21797,350936,1172962,371634,-85152,463350,81808,341322,813585,103949,181612,482065,45959,1987,173393,179288,110234,0,0,20436,824531,3553376,3364824,-278426,-11072,265580,17220,214399,470745,774113,292179,247313,234621,185405,7340,178065,1293,362219,27112,531405,-1624,24732,781722,188552,6192,182360,49684
1998:Q2,94523,183923,140091,140091,43832,2853472,44469,-818,94126,-33000,34974,148274,794232,194699,-11751,88743,95641,426900,955753,197268,173953,431997,152535,7739,138755,72016,146663,0,0,1904,448384,2809640,2819644,130134,128515,134274,-2860,331506,-57252,924985,241917,406467,276601,155948,28776,127172,3940,357809,39532,543991,5348,-1504,125277,-10004,-11124,1120,-89400
1998:Q3,92146,66100,139004,139004,-72904,2786540,110527,13283,64947,15944,36353,16821,600780,177380,-322996,400260,89430,256705,864782,126834,175352,447283,115314,-1571,-56310,124780,204785,0,0,5464,785954,2859444,2739740,222219,-104520,143494,4736,370793,174386,875997,185241,533466,157290,183911,-47072,230983,4286,242622,35164,508381,3652,22952,51667,119704,-26236,145940,26046
1998:Q4,93669,258374,151100,151100,107274,1853568,48973,1695,42808,34272,15660,-522281,794530,-180266,56203,403267,85743,429583,1105615,112034,343657,590587,59337,6285,263881,166264,61669,0,0,-4904,-160900,1746293,1481633,51150,16777,324615,8296,254474,-645126,917797,-75406,699111,294093,106983,-7752,114735,7873,244698,81536,441507,-11400,6820,-324368,264660,-29136,293796,-164705
1999:Q1,118222,236910,151692,151692,85218,2920298,-103742,-5940,35255,11072,50104,-50511,1106738,200457,-42445,670897,49809,228021,980428,41393,184818,630805,123411,14815,-159101,219508,153040,0,0,-11004,679635,2835080,2583556,-89377,8113,-57577,-13504,237817,160357,1110925,136800,587980,386145,37131,-26356,63487,9921,192807,40896,322365,1988,4948,616746,251524,-9176,260700,-118688
1999:Q2,119370,85014,153948,153948,-68934,2850954,57411,33421,28005,-4196,46075,9290,1104474,119227,61998,418210,68490,436549,966673,72622,274947,527315,91788,8322,-16814,44088,100146,0,0,-12316,486376,2919889,2704717,119376,63872,225873,-16696,180392,-86630,930386,167793,581258,181334,135325,20604,114721,10354,264915,57304,383121,48440,-14204,402889,215172,37640,177532,34356
1999:Q3,129632,39128,156853,156853,-117725,2320705,3280,-88,-26613,37260,52970,-26087,687001,185194,-119414,332273,35852,253095,1148446,113676,257462,636477,140830,6575,-60700,113684,196094,0,0,-13060,201943,2438431,2364907,29135,40162,230101,-5752,205149,1820,918021,124794,638255,154972,208527,-3204,211731,12434,242605,27952,377056,-6068,23140,60624,73524,-84232,157756,90504
1999:Q4,137940,34461,152751,152751,-118290,3744117,283105,121391,37277,8480,54763,536240,1101880,334103,34768,313068,3309,416631,1179311,165715,392253,560946,60398,-7212,310551,115844,34981,0,0,-25192,-7301,3862407,3625315,201972,426853,460450,4772,422514,170274,730236,275505,565894,-111163,326261,58408,267853,11143,258682,70240,489526,3348,29432,19612,237092,25388,211704,103479
2000:Q1,120612,309493,157998,157998,151495,3798340,-9286,-131026,-60075,37088,29757,-152797,664944,295159,-143895,238919,7013,267748,1246648,83000,480392,546933,136324,-4006,602997,184060,137720,3396,1452,34736,1212732,3646845,3465749,-294280,-387145,274764,-8096,256586,342444,577886,226797,238118,112970,273296,-15124,288420,1808,372838,51116,433148,27448,1876,1542061,181096,-36764,217860,-188881
2000:Q2,108584,29517,157106,157106,-127589,2711299,32501,19233,-22540,11512,13863,107435,364411,311266,-37270,117258,-25406,-1437,1102713,214722,140802,579216,167973,-417,211028,96144,231077,3396,1448,12720,526776,2838888,2703056,311434,-9201,397948,-8736,90740,144027,786559,219598,402151,164810,64998,16700,48298,3604,249515,32148,434792,38400,-5332,172161,135832,40308,95524,79067
2000:Q3,109932,276186,156127,156127,120059,2660333,46446,-32931,55654,19420,37661,-28364,433262,99777,-23854,233085,24750,99504,845522,41497,83298,560987,159740,4300,455899,146744,242880,3396,1448,35584,393412,2540275,2392355,-35126,-108831,382722,2828,271116,156524,646857,52400,509283,85173,69828,17540,52288,29720,342054,49804,440219,1836,39788,103017,147920,2888,145032,-166254
2000:Q4,115507,-147065,156107,156107,-303172,3148648,207817,58784,-29931,102188,28564,430113,314836,-1118,-36648,390778,42013,-80189,770517,99757,-51706,548494,173972,-4845,201939,156252,262083,3392,1448,31684,613808,3451820,3055336,189638,-51983,475000,14092,309965,323892,857331,28108,589956,239267,205155,-7776,212931,-12152,216197,47160,490830,15836,31114,-56740,396484,93724,302760,262572
2001:Q1,146040,190014,156969,156969,33045,3728809,100675,81489,20733,162596,81834,558557,1283929,-80768,-18837,976177,62312,345044,668177,-45508,52909,465449,195327,1686,339959,233756,113997,9396,4056,32028,35941,3695763,3386687,-175552,-42557,401205,51132,728855,408848,548008,145152,427081,-24225,38939,18820,20119,20504,97700,113472,466594,19276,18974,691288,309076,38820,270256,-43974
2001:Q2,146734,302849,153758,153758,149091,3244013,24192,74773,-51202,-3280,43094,3864,902992,-193559,187773,611432,44357,252989,928126,-57789,108572,735549,141794,-2145,421047,28164,26513,9392,4064,17328,817092,3094922,3039282,86266,4930,347587,-15080,278470,58488,853870,-62399,719250,197019,45053,31060,13993,5772,276250,109804,434184,13536,-23811,563964,55640,176,55464,-156115
