1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q3,261287,274423,274423,315763,314596,1167,-41340,29316,-36260,38764,1044,-7884,-7532,-352,-2972,-2972,0,764,-2968,38828,7028,0,31800,70656,431175,292305,116413,-18632,194524,132,17766,6684,114288,-360519,708,-361227
2008:Q4,262557,262557,262557,305735,313301,-7566,-43178,28936,-36388,38764,1044,-7884,-7532,-352,-2976,-2976,0,1084,-2968,38260,-2616,0,40876,72114,428854,304948,117149,-7137,194936,-216,3154,6684,114284,-356740,-476,-356264
2009:Q1,261611,265175,265175,261773,281166,-19393,3402,-85260,-25036,35228,-1660,-5492,-5660,168,-1204,-1204,0,-2364,-26328,-58404,-11124,0,-47280,-88662,1715,-41030,-39805,-14813,13588,-112,16469,-6260,32648,-90377,-1484,-88893
2009:Q2,258712,265984,265984,234814,259981,-25167,31170,-85780,-25204,35228,-1660,-5500,-5660,160,-1208,-1208,0,408,-26328,-61516,-10032,0,-51484,-116950,-71677,-108283,-124699,8300,8116,192,10026,-6260,32648,-45274,-344,-44930
2009:Q3,256533,263489,263489,221621,250740,-29119,41868,-85764,-25200,35228,-1660,-5496,-5660,164,-1208,-1208,0,772,-26328,-61872,-9304,0,-52568,-127632,-73606,-120572,-120279,-9737,9444,716,19862,-6260,32648,-54026,1708,-55734
2009:Q4,256868,263052,263052,225452,234136,-8684,37600,-85160,-24996,35228,-1664,-5496,-5660,164,-1208,-1208,0,1100,-26328,-61796,-8692,0,-53104,-122760,-72639,-120333,-123100,-7533,10300,108,21202,-6264,32648,-50122,-236,-49886
2010:Q1,256440,260848,260848,236510,240861,-4351,24338,146512,-42780,42932,3112,2460,1916,544,4172,4172,0,64,37032,99520,29028,0,70492,122174,-69040,-40167,-3997,-29429,-6740,-12,42059,-732,-70188,191214,-160,191374
2010:Q2,255980,272068,272068,244610,247148,-2538,27458,146800,-42672,42932,3108,2460,1916,544,4164,4164,0,312,37032,99464,32724,0,66740,119342,-35692,-20382,-22465,8615,-6532,32,34434,-732,-49044,155034,264,154770
2010:Q3,256396,264389,264389,247922,243291,4631,16467,147120,-42568,42932,3112,2460,1916,544,4164,4164,0,1216,37032,98772,30632,0,68140,130653,-32058,-6852,-20214,20306,-6944,-36,24606,-732,-49044,162712,96,162616
2010:Q4,257633,260219,260219,246990,246810,180,13229,146836,-42668,42932,3108,2460,1916,544,4172,4172,0,-76,37036,99872,27504,0,72368,133607,-36049,-9934,-20363,19026,-8596,88,23573,-732,-49044,169655,1008,168647
2011:Q1,259018,261508,261508,243427,240528,2899,18081,156688,-15260,45992,844,3244,2884,360,-5808,-5808,0,-140,77568,50248,-9160,0,59408,138607,-32721,-56179,-3438,-13105,-39636,32,43889,584,-21048,171328,-464,171792
2011:Q2,260490,263893,263893,251443,247014,4429,12450,135548,-15292,45988,848,-2724,-2088,-636,-5804,-5804,0,516,62484,49532,-2048,0,51580,123098,-23996,-66147,-26130,-9757,-30260,124,62491,584,-21048,147095,68,147027
2011:Q3,261333,261594,261594,256760,259106,-2346,4834,127860,-15376,45992,844,-10168,-9660,-508,-5808,-5808,0,652,62488,49236,-4380,0,53616,123026,-23294,-69292,-19972,-18157,-31164,212,66254,584,-21052,146321,-136,146457
2011:Q4,261514,261724,261724,284838,270644,14194,-23114,138744,-15452,45988,848,940,896,44,-5804,-5804,0,132,62484,49608,-2812,0,52420,161858,-12931,-41301,-19284,9687,-31704,300,48533,584,-21048,174789,-136,174925
2012:Q1,261579,261460,261460,271164,264607,6557,-9704,248588,19564,50080,3012,8512,8500,12,-2412,-2412,0,324,6464,163044,11612,0,151432,258292,237949,167512,67587,-2830,102756,-44,11109,7608,51764,20342,436,19906
2012:Q2,263789,263888,263888,278339,275909,2430,-14451,239564,19456,50076,3016,-196,-124,-72,-2416,-2416,0,-340,6464,163504,16940,0,146564,254015,256405,185021,62616,19934,102472,220,11795,7608,51760,-2390,1756,-4146
2012:Q3,268497,268513,268513,277015,284605,-7590,-8502,243864,19344,50080,3012,4436,4672,-236,-2416,-2416,0,404,6464,162540,15252,0,147288,252366,248752,174522,58148,14194,102180,-40,14898,7608,51764,3614,204,3410
2012:Q4,275294,294961,294961,289302,299959,-10657,5659,245480,19180,50076,3016,6528,6280,248,-2408,-2408,0,216,6468,162404,18876,0,143528,239821,253195,176606,59634,16204,100768,-180,17397,7608,51764,-13374,808,-14182
2013:Q1,268795,268812,268812,326349,313418,12931,-57537,265316,-27980,51524,2024,2600,4244,-1644,1000,1000,0,-176,47272,189052,-28132,0,217184,322853,178146,93743,23120,-11545,82168,52,39376,3172,41804,144707,36,144671
2013:Q2,276145,276166,276166,357056,336520,20536,-80890,270572,-28056,51524,2024,8080,8836,-756,996,996,0,1056,47272,187676,-23676,0,211352,351462,192839,113967,19644,12312,82012,-44,33936,3176,41804,158623,-172,158795
2013:Q3,281682,281694,281694,376729,347215,29514,-95035,264576,11788,11524,2024,2536,3928,-1392,996,996,0,1020,47272,187416,-25844,0,213260,359611,188875,108530,21903,5594,81032,288,35077,3172,41808,170736,1456,169280
2013:Q4,286267,286273,286273,370473,347247,23226,-84200,266464,11860,11524,2020,4228,5836,-1608,996,996,0,460,47272,188104,-27140,0,215244,350664,194824,120961,22249,18643,80068,8,28875,3176,41804,155840,12,155828
2014:Q1,289562,289556,289556,350112,344680,5432,-60556,371564,69244,15688,2932,-936,-80,-856,-380,-380,0,1100,21376,262540,10352,0,252188,432120,363149,272467,88283,-3708,187892,-104,6030,6848,77908,68972,-1812,70784
2014:Q2,291458,291458,291458,357715,343296,14419,-66257,371768,69204,15684,2928,-616,32,-648,-376,-376,0,320,21380,263244,15176,0,248068,438025,379432,277584,77638,12614,187332,256,16835,6848,77908,58593,1096,57497
2014:Q3,295152,295152,295152,370652,357321,13331,-75500,374808,69392,15688,2928,1884,2644,-760,-380,-380,0,712,21376,263208,14516,0,248692,450308,380237,284028,83328,12791,187908,332,11121,6848,77908,70072,-60,70132
2014:Q4,298227,298227,298227,386213,378998,7215,-87986,371832,69700,15684,2928,-2020,-1600,-420,-376,-376,0,860,21380,263676,10704,0,252972,459818,392461,304591,91683,23132,189776,1128,1990,6844,77908,67357,6556,60801
2015:Q1,301830,301830,301830,401232,374213,27019,-99402,306044,7060,11256,2464,2408,2136,272,7056,7056,0,368,-3564,278996,-13340,0,292336,405446,248445,229251,65583,-16288,179956,668,-7322,5164,20684,157001,2692,154309
2015:Q2,304505,304505,304505,407703,385717,21986,-103198,315596,7356,11256,2468,11080,10460,620,7064,7064,0,504,-3560,279428,-8156,0,287584,418794,265945,255436,58179,16654,180604,460,-15792,5160,20680,152849,1544,151305
2015:Q3,307188,307188,307188,408848,391941,16907,-101660,306948,7556,11256,2464,1864,1688,176,7056,7056,0,596,-3564,279720,-7400,0,287120,408608,266663,261100,61925,17412,181764,124,-20405,5160,20684,141945,536,141409
2015:Q4,308847,308847,308847,398202,382190,16012,-89355,313708,7568,11256,2468,8576,8408,168,7056,7056,0,596,-3560,279748,-11784,0,291532,403063,265361,259854,66581,11221,182052,320,-20661,5164,20684,137702,1116,136586
2016:Q1,309626,309626,309626,359274,358132,1142,-49648,385220,49852,31236,2592,-3824,-4436,612,-1992,-1992,0,348,76748,230260,-4024,0,234284,434868,648326,375969,129245,-22484,269208,828,60156,10008,201364,-213458,464,-213922
2016:Q2,312601,312601,312601,363493,360906,2587,-50892,368796,39300,24872,2588,-3528,-3820,292,-1988,-1988,0,1536,76748,229268,-2140,0,231408,419688,666669,391097,109855,11587,269656,1028,63168,10012,201364,-246981,2808,-249789
2016:Q3,314848,314848,314848,366736,365667,1069,-51888,391176,8412,70360,2592,4392,3464,928,-1988,-1988,0,1140,76748,229520,-224,0,229744,443064,670737,383180,117571,-3815,269424,1372,74805,10012,201368,-227673,3400,-231073
2016:Q4,318040,318040,318040,379710,374643,5067,-61670,390256,1652,66344,2588,14312,12696,1616,-1992,-1992,0,-52,76748,230656,-5652,0,236308,451926,679903,402999,116233,18014,268752,604,64923,10012,201364,-227977,164,-228141
2017:Q1,321333,321333,321333,387206,389718,-2512,-65873,608032,25620,87148,8696,6740,5920,820,8428,8428,0,780,55012,415608,-2532,0,418140,673905,568983,455748,133332,-9312,331728,-504,4747,4604,104388,104922,2008,102914
2017:Q2,325156,325156,325156,418721,418349,372,-93565,613552,27088,92468,9224,5032,4416,616,8420,8420,0,816,55016,415488,7328,0,408160,707117,584866,461936,124307,6193,331436,-440,14378,4604,104388,122251,2492,119759
2017:Q3,328532,366038,366038,422523,418183,4340,-56485,615856,27092,92468,9228,7340,6548,792,8416,8416,0,8276,55012,408024,16724,0,391300,672341,579785,462533,125361,5876,331296,-752,9012,4604,104388,92556,448,92108
2017:Q4,331422,331422,331422,420516,417394,3122,-89094,616888,27108,92468,9224,8320,7404,916,8420,8420,0,340,55016,415992,-5392,0,421384,705982,587349,475278,126324,17698,331256,172,2903,4604,104392,118633,5796,112837
2018:Q1,336160,336160,336160,414406,411949,2457,-78246,313400,11452,47788,4768,6312,6220,92,1044,1044,0,-956,49636,193356,-3844,0,197200,391646,396194,281211,79934,-4571,205848,3800,-881,18448,93616,-4548,-5832,1284
2018:Q2,340794,340794,340794,398501,402714,-4213,-57707,309260,11520,47788,4768,1976,2432,-456,1044,1044,0,1152,49640,191372,484,0,190888,366967,419553,286453,73657,5737,207060,3652,17376,18452,93620,-52586,-880,-51706
2018:Q3,344806,348302,348302,419140,410276,8864,-70838,311660,11476,47788,4768,4508,4676,-168,1044,1044,0,504,49636,191936,2952,0,188984,382498,428009,301059,79028,14923,207108,11208,3674,18452,93616,-45511,47960,-93471
2018:Q4,348466,357078,357078,428338,421769,6569,-71260,302112,11476,47788,4768,-5060,-4540,-520,1048,1048,0,-4,49640,192456,-4840,0,197296,373372,418119,303276,77410,18998,206868,-20,2795,18448,93620,-44747,-21356,-23391
2019:Q1,352296,352296,352296,439971,435852,4119,-87675,122112,13884,35532,3548,-4936,-2628,-2308,1716,1716,0,-128,-89360,161856,7184,0,154672,209787,162729,114214,26842,-1044,88416,-720,-61537,6788,103984,47058,-96,47154
2019:Q2,356143,356143,356143,459463,458019,1444,-103320,119736,13872,35536,3544,-7276,-5116,-2160,1712,1712,0,492,-89356,161212,11656,0,149556,223056,167482,115472,12780,14721,87972,-300,-58459,6784,103984,55574,420,55154
2019:Q3,359698,359698,359698,470938,470284,654,-111240,121676,13832,35532,3544,-5216,-3204,-2012,1712,1712,0,712,-89360,160920,9396,0,151524,232916,168102,101651,11508,2791,87352,1848,-46169,6784,103988,64814,15960,48854
2019:Q4,362832,362832,362832,460316,463582,-3266,-97484,131436,13772,35536,3548,4704,6508,-1804,1716,1716,0,-32,-89356,161548,11560,0,149988,228920,171398,123102,15474,20804,86824,-672,-61800,6784,103984,57522,-612,58134
2020:Q1,367173,367173,367173,451322,465419,-14097,-84149,834376,46608,182144,20244,-21788,-22788,1000,2628,2628,0,-504,176608,428436,4060,0,424376,918525,963487,337205,-6369,15606,327968,-1564,123626,7580,496640,-44962,276,-45238
2020:Q2,369454,369454,369454,379100,429504,-50404,-9646,1342580,148628,335328,20244,4000,3540,460,2632,2632,0,708,176604,654436,9980,227408,417048,1352226,1314851,818401,335006,173515,309880,-728,138681,7576,350920,37375,3976,33399
2020:Q3,372970,372970,372970,454467,443795,10672,-81497,983340,-37708,56484,20248,4276,3624,652,2636,2636,0,716,176608,760080,12960,333132,413988,1064837,980147,466192,56459,124736,284996,-856,130912,7580,376320,84690,-168,84858
2020:Q4,377714,377714,377714,466094,458093,8001,-88380,976444,82572,237004,20244,7064,6544,520,2632,2632,0,-16,176604,450340,724,22808,426808,1064824,1054526,482861,21400,72233,389228,-1372,132376,7580,433080,10298,3612,6686
2021:Q1,382393,384766,384766,471614,476148,-4534,-86848,607916,40840,39300,3024,6936,6648,288,-1756,-1756,0,128,80064,439380,17312,-109052,531120,694764,825975,381185,17118,42075,321992,-776,64062,32304,349200,-131211,-1040,-130171
2021:Q2,391390,393763,393763,453456,479198,-25742,-59693,718412,59440,59488,1544,-3216,-3116,-100,-1756,-1756,0,2208,80068,520636,17268,-25912,529280,778105,845696,178575,-246954,102797,322732,-1696,87313,32304,549200,-67591,1740,-69331
2021:Q3,402534,425580,425580,486152,486722,-570,-60572,671096,77112,85308,2264,-964,-1312,348,-1756,-1756,0,836,80064,428232,26420,-119640,521452,731668,823475,215046,-168502,61204,322344,-836,67757,32308,509200,-91807,-1888,-89919
2021:Q4,415232,417605,417605,550299,515410,34889,-132694,814712,135460,197376,2600,6560,6500,60,-1756,-1756,0,1896,80068,392508,7436,-154728,539800,947406,1182450,697738,277166,26243,394328,-1028,54236,32304,399200,-235044,516,-235560
2022:Q1,430335,430335,430335,559668,528168,31500,-129333,1016060,14300,46080,4596,28380,28524,-144,2252,2252,0,132,143232,777088,1712,-88328,863704,1145393,1293325,570466,152118,78848,339500,-40,58635,27440,636824,-147932,1364,-149296
2022:Q2,443821,443821,443821,568306,558027,10279,-124485,1052460,14356,46080,4600,23124,23856,-732,2252,2252,0,248,143236,818564,15264,-46836,850136,1176945,1305120,575943,148782,34040,393120,-220,118289,27444,583664,-128175,-920,-127255
2022:Q3,454679,490694,490694,578094,575483,2611,-87400,1078640,14436,46084,4596,26308,27052,-744,2252,2252,0,3532,143232,838200,17120,-24088,845168,1166040,1283832,483123,165190,20741,297192,832,92189,27440,680248,-117792,472,-118264
2022:Q4,461520,465940,465940,603909,584257,19652,-137969,1077380,14376,46080,4600,8328,10220,-1892,2252,2252,0,-328,143232,858840,4888,-7180,861132,1215349,1302114,527228,166157,41178,319892,-464,90871,27440,657040,-86765,1568,-88333
2023:Q1,467109,467109,467109,569620,570254,-634,-102511,378764,21248,64048,6072,-5400,-5296,-104,2416,2416,0,7320,52184,230876,9132,-3268,225012,481275,626530,275398,51822,308,223268,-324,41984,17616,291856,-145255,752,-146007
2023:Q2,471520,471520,471520,592168,593469,-1301,-120648,196184,10836,31204,2956,8140,7964,176,1176,1176,0,2644,25424,113804,12484,-2136,103456,316832,288187,125879,-39813,-38608,204300,-68,34409,8584,119384,28645,-448,29093
2023:Q3,477058,477058,477058,619144,604953,14191,-142086,115956,6224,16752,1588,14600,13960,640,632,632,0,1096,13648,61416,12488,-1928,50856,258042,193081,120632,-76930,19498,178064,480,3037,4608,64324,64961,11420,53541
2023:Q4,482883,482883,482883,627350,620271,7079,-144467,153920,9972,28004,2652,-17220,-16376,-844,1052,1052,0,1576,22816,105068,4896,-252,100424,298387,280489,133103,23061,3066,106976,2276,12722,7700,124688,17898,43248,-25350
2024:Q1,487189,487189,487189,626005,624712,1293,-138816,243276,60184,30892,2928,6600,6392,208,1168,1168,0,-732,25172,117064,10012,0,107052,382092,253333,145515,-22820,-8593,176928,-260,18534,8496,81048,128759,-368,129127
2024:Q2,493565,493565,493565,661545,642171,19374,-167980,186008,10048,30284,2872,2816,2696,120,1144,1144,0,2428,24672,111744,12992,0,98752,353988,326698,172362,17219,39188,115956,536,15015,8328,130456,27290,-1216,28506
2024:Q3,500559,515377,515377,665433,648161,17272,-150056,225208,12984,39448,3740,-13096,-12908,-188,1484,1484,0,-392,32140,148900,16056,0,132844,375264,392906,167848,285,32687,134876,-432,11017,10848,203624,-17642,708,-18350
2024:Q4,506031,526804,526804,644717,636827,7890,-117913,290528,14872,45428,4304,16320,15976,344,1716,1716,0,2092,37012,168784,-1780,0,170564,408441,500621,241808,39884,34640,167284,-424,20137,12496,226604,-92180,-548,-91632
2025:Q1,509860,540354,540354,684950,650216,34734,-144596,226148,14396,37456,3548,-6196,-6452,256,1412,1412,0,-1288,30516,146304,16208,0,130096,370744,370179,157119,40922,-1440,117636,418,15515,10300,186828,565,-536,1101
