1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q3,6800864,4183347,966373,5296,6412,643481,143894,38976,10942,130812,285103,81620,453483,7326,431230,43279,-630710,8724955,5475043,1065728,84022,17785,800199,41745,6127,27579,37493,270424,448358,135176,44680,160876,11395,122828,192993,14475,-294491,62300,220,-1924090
2006:Q4,6696969,4147326,1002525,5095,6192,519897,136667,37746,8965,133852,280108,84670,469360,11624,444898,48727,-640683,8894868,5684705,1144238,85381,17026,678963,37571,5944,28294,27017,283094,455093,140019,47225,150384,14699,114651,210888,21074,-317595,66005,192,-2197898
2007:Q1,6814545,4305127,1025997,5163,6731,490969,155447,36833,9380,142399,299542,78892,426763,9222,552313,45786,-776019,9188777,5858874,1213446,89531,16772,633628,41262,6380,22079,36997,287526,463145,138599,52327,151371,17345,123531,207006,16594,-262520,74675,209,-2374232
2007:Q2,7082073,4365681,1049469,5011,6462,584860,161972,36510,8109,145865,297778,87891,425676,7234,646590,47862,-794897,9453807,5951307,1282631,82574,17388,623912,44742,8666,29915,33898,299301,471196,142986,49086,146996,17354,140335,210804,17695,-191879,74702,198,-2371734
2007:Q3,7158416,4447755,1072940,5015,6919,630009,165964,34611,3048,153466,314567,89188,432553,10225,557081,50014,-814939,9795841,6067414,1351912,89245,16715,705589,53033,8571,40482,34503,304634,479247,149309,69975,152271,23378,135466,218703,17640,-190916,68506,164,-2637425
2007:Q4,7176205,4492540,1096412,4861,4562,580967,161494,26167,3308,141348,305921,92013,440215,11912,506869,49774,-742158,10161891,6333220,1422152,89017,16474,729266,45920,12061,38422,36704,331650,487298,147068,72377,156331,28906,141695,224724,15190,-233159,66353,222,-2985686
2008:Q1,7041429,4468555,1124984,4562,3717,588255,178210,26810,8461,145025,319679,106532,448418,12954,429833,45476,-870042,10038530,6106798,1429255,85982,16260,833737,61677,12752,22642,81692,344385,487392,143014,43535,157136,36019,127384,231960,15634,-274904,75845,335,-2997101
2008:Q2,6965626,4474413,1153556,4484,3133,505340,152204,27311,4486,134200,328444,100445,449321,12684,383853,53332,-821580,9745768,5868147,1438063,81020,15194,770060,42716,13518,31998,89062,336564,487486,142179,43101,172971,40775,128375,243351,18634,-298671,80961,264,-2780142
2008:Q3,6970072,4471462,1182128,4404,4753,519964,163506,23564,1460,143281,267382,117672,463728,15023,247608,48204,-704067,9815083,5748396,1446013,76780,14863,862732,53686,12841,38716,133852,354585,487580,133837,42094,159608,37561,107743,258760,19967,-245909,71039,339,-2845012
2008:Q4,7229555,4706046,1210699,4322,3039,432499,206061,21705,4997,125307,279100,139695,465445,14720,223343,52501,-659924,9966913,5820530,1456232,71762,15118,980363,48959,11074,30440,142882,416189,487674,118226,43635,124953,35728,99113,257652,16681,-285440,74924,218,-2737358
2009:Q1,6833364,4678645,1218861,4241,3834,336263,178572,21833,20376,140839,257482,171341,459122,14878,-151201,91300,-613022,9981988,5760577,1444412,65750,24009,920883,49979,10009,28230,168170,419578,494634,109424,49652,88513,51252,109651,259754,14256,-217141,130146,250,-3148624
2009:Q2,6866053,4694157,1227023,4156,5849,382631,140059,20838,20576,131716,240896,172587,429490,17272,-133969,93863,-581091,9857953,5713185,1431541,72097,45981,837730,49512,9063,32784,133473,396592,501595,109678,31691,105998,58480,127222,248610,12841,-191106,130750,236,-2991901
2009:Q3,7034702,4762965,1235185,4069,5651,377307,147362,26749,20426,137504,261161,192544,412600,13605,-64575,89805,-587656,9684507,5619146,1418399,75163,56351,769347,41778,8010,30165,104968,399602,508556,110384,32218,129838,62730,104658,253470,12685,-181712,128498,253,-2649805
2009:Q4,7257154,4888396,1243347,3980,-509,490283,120753,24996,19010,127057,229457,201562,363747,13189,-28436,102554,-542232,9859520,5748428,1405123,73046,64568,778275,44512,6529,19822,85891,375402,515516,120241,45732,144530,74528,100313,245869,13677,-146553,143786,285,-2602366
2010:Q1,7170658,4922807,1225800,3891,-1470,397857,134361,22204,11114,144358,243328,98272,356823,16768,-18341,98141,-485255,9836576,5723400,1422746,73173,67607,712192,44206,7462,5701,122488,382470,519055,122979,31446,134694,71476,129453,253305,14448,-141011,138974,312,-2665917
2010:Q2,7287016,5019659,1213539,3799,-2056,350122,147221,26116,11701,124701,278820,89377,354855,14669,-51902,96944,-390549,9979442,5831792,1439431,69176,66759,750811,43575,13277,10613,136081,387896,522594,124709,34097,95389,83947,120092,263381,12643,-164379,137256,302,-2692426
2010:Q3,7370200,5090472,1201278,3704,-4472,348764,158478,21563,12110,134037,265521,90094,353495,23224,-55817,103143,-375394,9945410,5852167,1456466,71601,65799,690696,42894,12091,10676,123895,371151,526132,127054,42514,103189,88475,146441,245672,14595,-180774,134378,298,-2575210
2010:Q4,7142615,5101517,1189017,3607,25567,337190,121762,19999,10855,134686,267638,115930,187767,17778,-70882,99368,-419184,8006077,3992764,1474558,70940,81483,627580,29193,11015,44691,152138,343923,529671,135476,22399,-468,97038,148632,246957,12451,-152066,137363,339,-863462
2011:Q1,7115932,5183091,1183755,3511,-2948,298741,122323,18773,11347,141410,272261,75624,185990,21109,-83535,104578,-420098,8084114,3971344,1489410,67116,91127,632998,42698,10875,43948,147821,356491,554104,117999,13908,89779,103334,108822,239714,14058,-158795,147010,353,-968181
2011:Q2,7172928,5177248,1178493,3410,-7393,289389,135013,17170,11875,143166,280542,78163,180626,21315,-23830,107142,-419401,8137562,3849550,1502305,63728,103218,631208,47923,11948,39161,166128,365467,565175,121567,54875,172482,103106,109190,231187,15608,-168511,151902,345,-964634
2011:Q3,7234467,5184967,1173230,3307,3332,279592,164408,20168,11143,143479,313317,79803,201748,23272,-49913,107821,-425207,8764300,4051124,1515709,65874,102213,747767,44939,16687,33464,202520,424749,576242,123481,19047,340945,106253,153984,256923,16205,-177078,142901,351,-1529833
2011:Q4,7397546,5368081,1167968,3201,5989,247731,165665,14827,12263,136052,303365,74537,204003,20311,-72687,111265,-365025,8345746,3823820,1528814,72216,124030,690772,44219,11808,30651,180247,403582,587305,124089,51616,132976,104809,148492,251914,12838,-118916,140076,389,-948200
2012:Q1,7818954,5506094,1180909,3095,8945,244886,156272,34805,12993,156947,271651,72750,209677,34938,-89657,357758,-343109,8451317,3833607,1566672,73533,19591,576900,49910,32402,31107,170604,392649,595833,116266,12189,138749,111875,150059,248750,17680,-91710,404273,378,-632363
2012:Q2,7927786,5638678,1193849,2986,5528,281428,151125,35819,12878,158549,278478,73985,198475,30930,-96923,349915,-387914,8750239,4059616,1603313,75804,20611,638273,45588,38798,33001,178956,399731,604351,121375,13109,157536,104376,135949,234315,18658,-104543,371032,390,-822452
2012:Q3,7920538,5684373,1206790,2873,11882,279595,164627,35710,14066,176685,306942,71065,194655,50654,-209728,259225,-328876,8432900,3974632,1640135,82412,19688,594512,54288,35245,35542,162508,402312,612863,124121,11906,169583,120504,139629,228113,23555,-241577,242538,391,-512362
2012:Q4,7872316,5749033,1219731,2758,12077,236238,142181,35133,12451,158658,327153,69150,200979,41178,-333453,254522,-255473,8242134,3779774,1676017,82942,19655,575642,43919,34039,34923,165744,414646,621368,121307,34184,171225,115215,152575,221060,30063,-297934,245255,515,-369818
2013:Q1,7904000,5843121,1230182,2643,14200,247459,141148,35716,15058,171380,329657,66204,204854,36043,-361239,248321,-320747,8214918,3714611,1730313,89478,21195,540786,52838,35540,38646,157036,426737,628866,122299,13635,206993,104749,167897,210835,33369,-326126,244706,515,-310918
2013:Q2,7845702,5822028,1240633,2524,11044,317760,134068,35836,15335,172157,343531,69259,201732,37889,-411718,249612,-395988,8183422,3589549,1783151,89900,22873,585990,67312,36895,40693,156312,435382,636377,122054,23734,209689,69618,167708,208654,34335,-340559,243307,448,-337720
2013:Q3,7971193,5893967,1251085,2402,14835,305634,122545,34422,15101,176644,336883,68688,207978,22010,-350757,254493,-384737,8207726,3642390,1836466,92708,22283,526630,63585,39540,39927,146557,431009,643901,122240,4157,223970,73205,166834,205012,20241,-355169,261782,458,-236533
2013:Q4,7963154,5941208,1261536,2276,11729,292368,111104,33596,13780,177489,341163,62402,202339,18654,-269941,119184,-355733,8267013,3678975,1890277,98557,24215,502254,65021,38614,40437,141204,429920,651437,121131,20078,221158,61480,165627,202968,23269,-286660,176703,348,-303859
2014:Q1,7950510,5954661,1281013,2151,12059,298115,109876,35393,13539,208152,358837,60241,214140,22521,-258162,113937,-475963,8542637,3729425,1953324,102663,24841,495163,70800,37604,45361,165561,455650,658393,122680,26305,322214,64658,152109,205022,26520,-287917,171913,348,-592126
2014:Q2,8045936,6005947,1300490,2022,12628,305509,107460,30622,15857,192031,357900,59935,214005,23728,-280803,119280,-420675,8544579,3672032,2015341,103901,26265,491193,71595,37778,47024,141848,455061,665334,123522,29821,338759,65082,151430,203456,26900,-292717,170606,348,-498643
2014:Q3,8194349,6062325,1319967,1888,14527,342832,117341,28237,16520,202028,357809,61029,218986,21833,-293459,115309,-392823,8818464,3799761,2077514,102085,25956,520352,73758,36131,46494,154430,465992,672263,119373,25902,359711,59045,149274,223977,28359,-273222,150961,348,-624115
2014:Q4,8577291,6407628,1339444,1752,12304,355965,115101,28355,15096,193097,372329,59045,221665,20631,-273125,119741,-411737,8901954,3823992,2140757,110231,27097,547084,70678,47976,46229,139141,504435,679178,122214,11645,285308,54695,154660,225039,26323,-259383,144298,357,-324663
2015:Q1,8706148,6518519,1344615,1615,17466,356459,129426,27588,15399,201169,395247,57981,233462,18804,-258530,112494,-465566,9320211,4073685,2213841,117595,25498,551693,75803,46801,49405,143627,549472,676284,123909,4147,300444,57964,164706,238027,25524,-257051,138480,357,-614063
2015:Q2,8822496,6717555,1349785,1474,17059,326247,105083,29799,16312,200260,364946,52772,237559,19061,-303397,114837,-426856,9648104,4361632,2285737,117246,26137,544928,70045,54293,49970,161752,536909,673403,120586,24693,286895,55544,166255,212447,27658,-253764,125381,357,-825608
2015:Q3,9089382,6993103,1354956,1329,15872,311426,112406,23317,15314,196306,383745,55427,242129,26562,-268733,105238,-479016,10041125,4681112,2357517,116807,25391,583541,61205,47869,51142,183703,530565,670532,119549,23899,275276,50593,154161,202520,27580,-240164,117971,356,-951743
2015:Q4,9125530,7100892,1360127,1180,15369,270513,108303,42669,15495,183257,346045,53716,207304,15293,-215184,98738,-478188,10129834,4522130,2430400,124587,26289,582528,52308,66188,49224,174104,480808,667675,121697,41158,276120,47344,148156,212347,27446,-27713,106344,694,-1004304
2016:Q1,9198074,7055226,1410468,1030,14763,297161,127575,48969,14848,195587,382260,53951,232237,20716,-255542,89181,-490356,10417002,4594783,2488971,128610,25323,617521,64063,78641,55756,189875,511424,675445,118968,25135,302497,61090,156127,233666,27580,-48215,109047,695,-1218928
2016:Q2,9640228,7261692,1460809,878,14258,309609,141254,47499,16319,194782,422765,51518,213907,23796,-223714,91611,-386755,10813798,4795678,2546823,133451,25582,663319,70659,74045,57385,194938,544492,683202,132576,21923,297776,73566,164025,222401,28170,-23383,106390,780,-1173570
2016:Q3,9678710,7399822,1511151,722,13974,312157,113154,25895,16090,203957,418913,51777,220082,19528,-320212,-18818,-289482,10847848,4810981,2604259,142090,24474,614580,64009,51963,53652,190321,535396,690946,143975,56352,301146,74300,171543,202317,31195,-25057,108662,744,-1169138
2016:Q4,10019709,7674278,1561492,568,16058,319060,97294,23508,16847,197743,367242,55095,216508,21821,-303441,-12620,-231744,10952951,4922729,2663336,143679,26486,617631,62969,55200,54511,171662,519105,698676,154448,43461,260276,60266,150714,191377,46332,5112,104367,614,-933243
2017:Q1,9948417,7522219,1587589,417,15303,326098,95884,23939,15371,224004,368686,46482,215648,20542,-218689,-28387,-266689,11020626,4946131,2767871,150050,23962,587216,55170,55349,55614,188533,516351,717216,170850,28565,287063,63466,124419,181506,34943,-22952,88635,668,-1072209
2017:Q2,9967033,7478833,1613686,289,14916,342408,99499,21934,16091,235471,385244,45444,217065,22008,-195948,-27025,-302882,11121516,4911864,2869911,154853,24653,565657,65775,52606,56141,183350,509657,735773,184873,25969,290910,63690,132236,175845,35181,-10443,92341,674,-1154483
2017:Q3,10139015,7691473,1639783,193,13858,296723,102443,24277,17292,243296,380025,51147,194851,26641,-223702,-28770,-290515,11318958,5031889,2967736,159757,24489,556113,72543,47172,55823,181664,513932,754347,192839,44287,235419,66209,134637,167646,36469,-28180,103505,662,-1179943
2017:Q4,9606054,7192286,1665881,110,14277,332908,111138,22782,17877,229643,371095,51540,201526,22327,-285226,-26839,-315271,11262045,4946471,3073082,169533,25654,530272,96623,45784,56496,153275,490420,772938,198279,36274,279457,66170,110962,169306,35635,-73433,78070,777,-1655991
2018:Q1,9832106,7356712,1689285,29,12258,317998,114101,21630,18063,235247,370661,50120,183094,23213,-272235,-25674,-262396,11588234,5260611,3122382,166217,24112,538402,96554,45133,58798,159893,501961,770576,206751,20067,259208,68811,104590,162033,45247,-89852,65812,928,-1756128
2018:Q2,9766272,7213712,1712690,-44,13722,367334,103686,21490,18546,238727,359178,51137,164135,28219,-235358,-23678,-267224,11724972,5333597,3170104,174763,24933,513819,99378,46183,60785,159357,516297,768227,216367,29017,220769,66176,106972,168612,47170,-69431,71075,802,-1958700
2018:Q3,10016763,7388120,1736094,-109,14921,412183,106766,25109,19050,244256,355677,52199,142616,31210,-233161,-17473,-260695,11686954,5251102,3217350,184653,23337,524619,90253,49815,63180,160327,531314,765888,211178,29933,196409,60824,100972,163860,55678,-63939,69424,777,-1670191
2018:Q4,10134919,7519300,1759499,-163,15606,385756,94778,21396,17770,226778,338058,52093,146358,37579,-242444,-17481,-219964,12361250,5894454,3266674,186197,23124,494396,76226,46668,59418,168669,535494,763563,200070,-38053,241362,63233,95254,195026,60140,-39537,68101,771,-2226331
2019:Q1,11128551,8359357,1785495,-187,15247,475508,110424,21658,19194,239290,346784,54186,152243,38716,-263675,-17995,-207694,13552579,6610093,3305342,193666,22116,452631,93249,43389,65462,152186,521926,792855,548731,-22927,352412,65083,102940,185478,64250,-64673,67573,797,-2424028
2019:Q2,11439503,8652414,1811491,-193,15846,486395,117330,25804,20335,251204,372504,53653,161754,21472,-271627,-13697,-265182,14097680,6900505,3342731,201499,22830,471560,94928,42524,66330,147017,533430,822173,785071,9923,242518,68495,115500,186729,49992,-74147,67279,793,-2658177
2019:Q3,11705533,8940818,1837488,-196,15765,428870,111534,27728,19144,263569,410808,57593,152419,22487,-264820,-2832,-314842,14451593,7295616,3380612,199333,20579,469708,85883,46169,68920,146173,558499,851519,667370,-26345,279602,80745,135347,186395,46030,-96160,54828,770,-2746060
2019:Q4,12171943,9382588,1863484,-199,16309,389359,78901,29114,18981,262024,393982,55312,157044,23276,-252934,10495,-255793,15257711,7860306,3418109,196940,21674,457715,83722,43103,65208,156018,556215,880892,826718,19997,274085,81534,127333,190764,50357,-98169,44303,887,-3085768
2020:Q1,12076418,8959479,1987644,-200,26596,430986,116676,35228,19532,254129,489171,58618,167756,21344,-387657,-3401,-99483,15849124,8018620,3524203,177540,24685,666852,105931,45226,71799,140669,663397,895469,738678,-3989,318595,90258,150169,199701,48271,-68443,40549,944,-3772705
2020:Q2,11931503,8686752,2075374,0,17379,353561,109339,37238,23713,275675,493414,56660,176170,22167,-312362,7390,-90967,15265452,7419217,3628465,189084,30606,599290,86978,44260,78588,125988,632743,910009,841373,-35458,252321,122726,170034,201311,40068,-116782,43719,912,-3333949
2020:Q3,11917768,8603602,2169454,0,17002,283366,102315,30279,22916,292630,470817,57466,180098,26416,-294267,742,-45068,15283221,7342971,3731962,201413,30056,643578,81816,37919,78051,139218,616912,924511,753849,-66123,278924,145815,186473,193337,40016,-117481,39103,901,-3365453
2020:Q4,11959574,8607128,2277724,0,17541,249148,95297,27950,22843,285588,498313,63094,179656,28987,-289855,1522,-105362,15639619,7399362,3838664,185510,31058,633301,77596,36609,77481,165992,655169,938976,805849,7129,286108,144286,189682,201931,45060,-122013,40952,917,-3680045
2021:Q1,12294047,8584675,2365024,0,17826,296361,99020,24473,23798,302818,490497,55226,186513,34342,-245246,-1664,60384,15793261,7449458,3971444,185389,30063,614404,83171,42485,84258,127075,670736,949391,854425,-37533,299537,127511,199262,181929,58685,-142059,42682,948,-3499215
2021:Q2,12493691,8512368,2502324,0,18047,314989,99663,24661,24826,317107,492872,50649,352142,26362,-270338,-3671,31690,15980373,7312098,4103764,156696,30644,617848,93127,43402,86631,124246,701735,959867,873781,-60928,347302,139206,174628,317696,49771,-136717,44646,930,-3486682
2021:Q3,12364820,8376140,2629624,0,16530,335314,98663,23815,27083,331597,486839,54808,325769,21759,-308784,6946,-61283,16481331,7624385,4234127,165330,31203,667262,86009,31669,89705,95004,716624,970407,872472,41325,349838,132020,173533,299125,46707,-189010,42711,885,-4116510
2021:Q4,12627099,8414243,2729424,0,19216,299976,102196,22785,25587,319448,509609,58645,327230,20216,-301193,2748,76969,16820178,7781876,4369077,172881,32016,643157,76937,27543,84444,75376,745877,981010,952044,-2913,346849,133231,159182,294823,48229,-141978,39524,993,-4193078
2022:Q1,13116386,8755537,2888630,0,17674,356481,112892,24094,29210,353224,498871,60756,334655,25671,-329536,2225,-13998,17739293,8339430,4585003,153179,31356,771685,84805,29749,81481,121418,775325,950628,954184,22760,331197,165545,145456,281980,55275,-185761,43578,1020,-4622907
2022:Q2,13567244,9027890,3034546,0,17408,322961,140267,24061,32711,342593,486265,62426,368823,24236,-301355,13304,-28892,18685044,8893305,4797537,161269,32899,903316,98988,27685,82038,168803,807018,920228,989567,23367,338196,151848,120881,285488,54959,-214984,41650,986,-5117800
2022:Q3,14638793,9713086,3204608,0,17495,410061,168363,25471,30124,347559,497742,71338,364508,37146,-265434,26107,-9381,19649769,9584494,5008829,157979,32826,970554,114525,36295,75460,216482,858781,889814,989899,16063,300899,129994,113580,289481,59455,-242134,45504,989,-5010976
2022:Q4,15284672,10384237,3368868,0,-2219,346306,189348,25756,31923,324169,459028,76558,379823,23134,-386841,46593,17989,20056742,9893273,5224112,153954,35653,882131,138063,32838,76564,196344,864272,859384,978643,33008,296110,131918,121732,299178,52497,-253005,39011,1062,-4772070
2023:Q1,15538906,10619735,3441832,0,-25794,339403,140650,25692,41771,349763,459987,70740,374182,25983,-379086,41335,12713,20241987,10057023,5280365,168769,33471,782115,103980,35572,68324,207072,890326,848209,1038105,21480,319506,137281,118553,299989,54335,-260668,37146,1034,-4703081
2023:Q2,16027462,10925959,3471678,0,-59057,359828,156148,26216,62294,354167,476696,77956,394884,28143,-378362,43805,87107,20431654,10236829,5306229,170469,37010,766894,105577,33741,69122,181068,937675,828019,1087519,22068,267627,130971,118264,309983,54848,-268441,35169,1013,-4404192
2023:Q3,16371472,11114505,3487759,0,-84639,484932,168129,48649,71646,360014,488420,89811,410018,26090,-397974,49361,54751,20531890,10206721,5318943,162955,39770,836642,118945,38497,69880,163637,982632,812509,1054961,9306,287668,123953,124972,326626,58298,-245610,39474,1111,-4160418
2023:Q4,16857268,11409042,3518931,0,-116343,525439,157059,56471,84918,373053,525443,84568,450633,34183,-397261,56214,94918,20861772,10578588,5344049,174824,37444,749658,109444,39965,69373,129081,1000094,803413,1105191,-17645,296873,129623,126174,345647,68121,-260489,31326,1018,-4004503
2024:Q1,16586830,11286228,3539193,0,-138202,498757,162730,58872,86830,373932,514983,84990,443800,35370,-410672,54435,-4416,20477523,10364999,5370812,180895,35249,687475,110374,32441,76803,106380,994029,786766,1128188,-26128,285542,133701,113008,356711,67927,-364161,35479,1033,-3890693
2024:Q2,16512904,11202768,3571807,0,-160834,519084,159159,60592,76925,360915,500491,85578,443548,37237,-413668,68768,534,20479351,10270171,5395500,185687,35406,675085,113991,30586,77284,121202,998796,768677,1128137,12201,259904,141539,134382,343972,64180,-315523,37124,1050,-3966447
2024:Q3,16477414,11188428,3622713,0,-179662,494262,138889,66942,64638,389412,515612,75288,464397,39351,-444155,79522,-38223,20508395,10270726,5428711,196005,34047,614731,96735,34153,77460,121546,1022817,746659,1176794,-53736,277474,159720,133381,394118,70465,-332390,37851,1128,-4030981
2024:Q4,16989901,11481231,3679364,0,-197618,554349,129949,67897,35662,360635,481041,86255,471495,42455,-371499,80833,87852,20981539,10546659,5471352,192685,32339,718119,91468,33741,72400,116913,1041906,727704,1161632,28624,220663,160775,129493,403763,78793,-283263,34706,1067,-3991638
2025:Q1,16870450,11434107,3726071,0,-204235,520369,149986,69814,33544,362100,467377,80014,469952,45605,-460772,73113,103405,21019251,10607947,5503876,196883,31938,656995,114098,33008,78838,70223,1067249,707423,1150450,3234,253672,198365,128194,408995,76171,-308045,38638,1099,-4148802
