1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,28267,28267,0,0,28267,6757,0,0,625,50,16872,0,28,225,3497,16,11,0,0,0,186,0,ND,ND,ND,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,33422,33422,0,0,33422,7274,0,0,710,100,19821,0,54,302,4943,25,16,0,0,0,177,0,ND,ND,ND,ND,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q4,435176,419339,3167,12670,435176,22649,34,942,5617,3385,321010,0,766,1513,19026,819,3237,28441,18038,0,8025,1674,ND,ND,ND,ND,ND,1785
1975:Q1,439951,424313,3128,12510,439951,17131,5736,903,5513,3704,323432,0,730,1605,18750,751,3154,28444,20820,0,7845,1433,ND,ND,ND,ND,ND,1869
1975:Q2,450826,434575,3250,13001,450826,18075,5732,880,6701,3845,330263,0,745,1744,18365,723,3129,29027,22351,0,8051,1195,ND,ND,ND,ND,ND,1946
1975:Q3,462776,446324,3290,13162,462776,18864,5724,895,8114,3961,337781,0,753,1887,17955,700,3114,30197,23486,0,8426,919,ND,ND,ND,ND,ND,2325
1975:Q4,474003,459087,2983,11933,474003,19005,5746,945,9667,4154,345117,0,760,1993,17590,679,2867,30934,25339,0,8482,725,ND,ND,ND,ND,ND,2693
1976:Q1,486205,469994,3242,12969,486205,20162,5190,996,10098,4212,353744,0,810,2119,17160,679,2847,31064,27700,0,8737,687,ND,ND,ND,ND,ND,2789
1976:Q2,501045,483990,3411,13644,501045,20805,5004,1064,8869,4513,366279,0,859,2251,16855,664,2836,30856,30627,0,8920,643,ND,ND,ND,ND,ND,2853
1976:Q3,518784,501121,3533,14130,518784,21341,4875,1170,9012,4695,380150,0,875,2381,16448,649,2805,31540,33513,0,8735,595,ND,ND,ND,ND,ND,2913
1976:Q4,535022,517073,3590,14359,535022,21320,4796,1310,8927,4970,392391,0,889,2500,16088,623,2844,31430,37257,0,9135,542,ND,ND,ND,ND,ND,2913
1977:Q1,550282,531310,3794,15178,550282,21776,5177,1362,8868,4972,403738,0,925,2590,15709,596,2789,30656,41753,0,8857,514,ND,ND,ND,ND,ND,3240
1977:Q2,575838,554091,4349,17398,575838,22274,5501,1434,9592,4746,424209,0,961,2656,15434,600,2841,31467,44402,0,9237,484,ND,ND,ND,ND,ND,3561
1977:Q3,603197,579911,4657,18629,603197,22563,5767,1554,10439,4908,444583,0,910,2721,15038,574,2834,31652,48830,0,10370,454,ND,ND,ND,ND,ND,3825
1977:Q4,627724,602997,4945,19782,627724,22293,6049,1716,11386,5173,463088,0,877,2800,14740,611,2913,31918,52988,0,10750,422,ND,ND,ND,ND,ND,4175
1978:Q1,646079,621021,5012,20046,646079,23113,6241,1899,10818,5607,476129,0,930,2915,14417,676,2926,33566,55350,0,11082,410,ND,ND,ND,ND,ND,4651
1978:Q2,674540,648036,5301,21203,674540,24846,6349,2094,11665,5978,495528,0,996,3052,14217,717,2928,35564,57993,0,12215,398,ND,ND,ND,ND,ND,5252
1978:Q3,707359,678951,5682,22726,707359,26887,6396,2321,12656,6622,517024,0,1010,2702,14158,791,2984,38282,61032,0,14113,381,ND,ND,ND,ND,ND,5914
1978:Q4,738254,708641,5923,23690,738254,27834,6470,2575,13273,7159,536775,0,1025,2512,14436,853,2802,40942,65354,0,15871,373,ND,ND,ND,ND,ND,6645
1979:Q1,762873,733605,5854,23414,762873,29402,6805,2800,14012,7991,548890,0,1040,2641,14495,916,2826,44367,70268,0,16064,356,ND,ND,ND,ND,ND,7168
1979:Q2,794869,763421,6290,25158,794869,31662,7098,3006,14679,8938,567805,0,1055,2632,14469,902,2868,46341,74795,0,18281,338,ND,ND,ND,ND,ND,7641
1979:Q3,828850,795927,6585,26338,828850,33892,7421,3166,15240,10194,585923,0,1070,2499,14850,1021,2967,47778,81301,0,21207,321,ND,ND,ND,ND,ND,8374
1979:Q4,855779,826724,5811,23244,855779,34075,7690,3290,15592,11835,598749,0,1085,3102,16144,1179,3091,50128,88429,0,21086,304,ND,ND,ND,ND,ND,9133
1980:Q1,886093,856228,5773,24092,886093,42475,9251,3173,16546,13516,606147,0,1105,4477,17143,1218,3228,53327,93521,0,20666,300,ND,ND,ND,ND,ND,9799
1980:Q2,902289,873960,5466,22863,902289,43599,11111,3141,17174,15466,610367,0,1125,4732,17804,1287,3355,54775,97347,0,20711,295,ND,ND,ND,ND,ND,10451
1980:Q3,931530,901374,5631,24525,931530,47810,13083,3319,17623,17719,622428,0,1145,4432,17990,1347,3448,55536,102880,0,22480,290,ND,ND,ND,ND,ND,10690
1980:Q4,957912,926526,5877,25509,957912,48602,15086,3666,18301,19744,636320,0,1165,4645,17943,1413,3529,57758,107126,0,22329,285,ND,ND,ND,ND,ND,11318
1981:Q1,973129,940590,5908,26631,973129,50936,14934,4208,18979,21753,641996,0,1185,4505,17799,1482,3632,58050,110264,0,23120,286,ND,ND,ND,ND,ND,12243
1981:Q2,996937,964154,5957,26826,996937,57594,13406,4815,19539,23446,652727,0,1205,4136,17549,1497,3687,58624,113866,0,24560,286,ND,ND,ND,ND,ND,13101
1981:Q3,1014571,981849,5744,26978,1014571,62384,11398,5584,20219,24570,659148,0,1225,3828,17376,1503,3748,61015,117244,0,25042,287,ND,ND,ND,ND,ND,13114
1981:Q4,1030213,998261,5590,26362,1030213,65702,9154,6483,20690,25566,661423,0,1245,3686,17201,1495,3837,63990,125010,0,24444,287,ND,ND,ND,ND,ND,13265
1982:Q1,1041585,1007909,5535,28141,1041585,72223,5081,7108,21014,26163,658234,0,1213,3125,17094,2415,3866,65298,133734,0,24733,284,ND,ND,ND,ND,ND,13504
1982:Q2,1055044,1019260,5557,30227,1055044,74598,6342,7682,21411,26727,654040,0,1150,3082,16467,2694,3918,67837,142967,0,25848,281,ND,ND,ND,ND,ND,14135
1982:Q3,1055314,1017736,5716,31862,1055314,70572,5565,8132,21872,27577,639412,0,1080,3099,16874,3085,3916,71692,156168,0,25992,278,ND,ND,ND,ND,ND,14257
1982:Q4,1070187,1031175,5802,33210,1070187,77087,3766,8480,22143,28557,625935,0,1025,2686,16751,3282,3906,74316,174349,0,27630,274,ND,ND,ND,ND,ND,14203
1983:Q1,1087139,1026258,5976,54905,1087139,74195,4091,8741,21976,29721,624162,0,1010,2765,16422,2746,3950,76228,191975,0,28895,262,ND,ND,ND,ND,ND,14303
1983:Q2,1116296,1053751,6109,56436,1116296,74561,3852,9053,22388,30940,630939,0,1020,3535,15860,2989,3904,78617,208340,0,30049,249,ND,ND,ND,ND,ND,14535
1983:Q3,1153484,1087568,6583,59333,1153484,72351,5729,9492,22765,32063,647460,0,1035,4051,15534,2863,3899,79822,226385,0,29799,236,ND,ND,ND,ND,ND,14736
1983:Q4,1186271,1116384,7177,62710,1186271,71848,5890,10032,22891,33712,661631,0,1060,4381,15319,2797,3899,83685,239439,0,29464,223,ND,ND,ND,ND,ND,15184
1984:Q1,1216062,1144101,7392,64569,1216062,72613,4940,10944,22954,35098,672573,0,1085,5538,14900,3425,3891,87569,250431,0,29872,229,ND,ND,ND,ND,ND,14807
1984:Q2,1254448,1177677,8354,68417,1254448,74714,3916,11817,22964,36425,696113,0,1125,6398,14404,3305,3869,89128,257762,0,32273,235,ND,ND,ND,ND,ND,15337
1984:Q3,1289107,1211497,8322,69288,1289107,78158,1861,12593,22678,37547,714464,0,1150,7020,14159,3559,3845,90598,269261,0,31974,240,ND,ND,ND,ND,ND,16329
1984:Q4,1321526,1243294,8446,69786,1321526,68107,1397,13294,23513,39157,724234,0,1185,7534,14120,3737,3842,94426,282953,11000,32786,241,ND,ND,ND,ND,ND,17127
1985:Q1,1385660,1304981,8736,71943,1385660,91582,7555,13707,23717,40634,730639,0,1221,7788,14041,4040,3835,99584,297096,19153,30821,247,ND,ND,ND,ND,ND,17466
1985:Q2,1428061,1343287,9355,75419,1428061,94379,7437,14012,23767,41994,742196,0,1239,8821,14219,3805,3801,102889,313763,20969,34512,258,ND,ND,ND,ND,ND,18410
1985:Q3,1477181,1402164,7203,67814,1477181,91452,8262,14050,24155,43552,759106,0,1251,10041,14435,3626,3766,104812,335965,21561,40879,268,ND,ND,ND,ND,ND,18618
1985:Q4,1526876,1450249,7325,69302,1526876,91590,9526,13875,24403,45042,773548,0,1265,11086,13637,4466,3741,111639,360508,24016,38218,316,ND,ND,ND,ND,ND,19726
1986:Q1,1557666,1476952,6995,73719,1557666,92904,10853,13375,24241,46845,771714,0,1275,13622,13883,4388,3647,111517,385169,25472,38433,328,ND,ND,ND,ND,ND,20537
1986:Q2,1616328,1525857,7397,83074,1616328,94221,10258,14275,23753,47986,782260,0,1285,15128,13803,4337,3506,108912,419545,27637,49082,340,ND,ND,ND,ND,ND,21006
1986:Q3,1683521,1587994,7621,87906,1683521,92555,10735,14975,23508,48637,793551,0,1295,17255,14448,4132,3344,107951,465354,30032,55404,345,ND,ND,ND,ND,ND,21699
1986:Q4,1730129,1649024,7332,73773,1730129,91921,13031,14093,24058,48963,801323,0,1320,19325,14128,3981,3173,105943,519520,16617,52421,312,ND,ND,ND,ND,ND,22915
1987:Q1,1770490,1681564,8307,80619,1770490,99248,16428,13381,23883,49147,790833,0,1343,22046,13996,2316,3253,103920,561534,18500,50338,324,ND,ND,ND,ND,ND,24146
1987:Q2,1843953,1752706,8052,83195,1843953,102131,17389,12247,23733,48816,818316,0,1378,24928,13975,1857,3160,101270,600095,21444,52889,325,ND,ND,ND,ND,ND,25113
1987:Q3,1898660,1802929,8365,87366,1898660,101700,20652,11466,20588,49100,840954,0,1416,27623,13961,1611,3354,102506,631037,27262,45111,319,ND,ND,ND,ND,ND,26299
1987:Q4,1928861,1829012,8464,91385,1928861,103282,19852,11827,20750,50127,843355,0,1462,29872,14926,1407,3456,102840,652892,27800,44671,342,ND,ND,ND,ND,ND,27004
1988:Q1,1975292,1875971,8254,91067,1975292,104081,16983,9641,20818,51066,882556,0,1512,31520,11879,1625,3562,106069,660006,29241,44376,357,ND,ND,ND,ND,ND,27956
1988:Q2,2045358,1942504,8829,94025,2045358,105205,12800,21201,20836,51251,908241,0,1562,34063,12067,1913,3587,108749,676706,30749,56069,359,ND,ND,ND,ND,ND,28808
1988:Q3,2106338,2000012,9401,96925,2106338,106632,17582,17519,20751,51251,943510,0,1612,36377,12228,2293,3414,108159,701023,32782,50820,385,ND,ND,ND,ND,ND,28896
1988:Q4,2163251,2055294,9606,98351,2163251,108384,18832,17607,21045,52613,965952,0,1662,38060,12990,2836,3384,109044,723602,34865,51950,425,ND,ND,ND,ND,ND,29328
1989:Q1,2197391,2089337,9534,98520,2197391,109165,17631,19503,21045,53775,974141,0,1712,40753,13091,3698,2924,108372,747328,36027,47813,413,ND,ND,ND,ND,ND,29979
1989:Q2,2255839,2146954,9595,99290,2255839,111794,20759,17263,21242,55285,993608,0,1762,42912,13339,4005,3088,109892,769788,36869,53825,409,ND,ND,ND,ND,ND,31388
1989:Q3,2322095,2211154,9868,101073,2322095,114311,24073,14689,21329,56470,1005085,0,1812,44352,13617,4898,3236,112360,801394,33685,70383,402,ND,ND,ND,ND,ND,31951
1989:Q4,2370023,2260581,9423,100019,2370023,117379,27768,12079,21319,57312,1005653,0,1862,26964,14054,5456,3429,114121,843800,43325,75092,410,ND,ND,ND,ND,ND,16135
1990:Q1,2450635,2335399,10439,104797,2450635,120603,29504,9987,25179,57934,1045733,0,1918,27613,14413,5128,3457,116565,878320,38165,75710,406,ND,ND,ND,ND,ND,17159
1990:Q2,2517657,2395917,11607,110133,2517657,123256,31598,9761,31009,58676,1054066,0,1992,29117,14808,5319,3512,114468,917021,42863,79786,404,ND,ND,ND,ND,ND,17930
1990:Q3,2567754,2447266,11246,109242,2567754,126129,32450,9780,35345,59667,1050524,0,2046,31183,15260,5415,3473,115825,951547,47260,81446,403,ND,ND,0,ND,ND,18729
1990:Q4,2607360,2489811,10564,106985,2607360,128643,33412,9527,37940,60900,1031434,0,2043,32747,15535,5478,3508,119462,991084,55029,80211,407,214685,175301,0,20147,68,19169
1991:Q1,2642100,2529692,9411,102997,2642100,129531,34311,9089,39443,61796,1017547,0,2074,32733,14543,5146,3664,122760,1023310,59430,86370,352,216610,177501,0,20499,110,18500
1991:Q2,2701075,2590650,8863,101562,2701075,131312,35739,8592,41300,62038,1014830,0,2029,34456,14314,4703,3592,125485,1058760,72495,91055,375,220573,180578,0,20919,179,18897
1991:Q3,2723333,2614503,8484,100346,2723333,131856,36396,9025,44224,62580,994396,0,1982,36624,13849,4398,3856,125887,1097340,84444,76119,357,222130,181800,0,21109,261,18960
1991:Q4,2775228,2667879,8044,99305,2775228,130107,36447,8876,37087,62901,991961,0,2000,36914,12603,4009,3730,130700,1130351,96732,90455,355,221994,181596,0,21374,359,18665
1992:Q1,2814898,2708276,7759,98863,2814898,128382,36632,8550,38389,62710,985186,0,2155,35619,13802,3793,3344,138227,1154063,106805,96906,334,219229,178500,0,21310,462,18957
1992:Q2,2846334,2741243,7386,97705,2846334,126680,36770,8313,37978,62340,972089,0,2423,38762,13419,3536,3662,142379,1193954,116694,86823,513,218756,178048,0,21140,578,18990
1992:Q3,2899641,2795878,6974,96789,2899641,125000,36555,8719,35656,62574,974182,0,2725,38344,13389,3393,3508,148618,1219206,132056,94919,797,219991,178411,0,21326,736,19518
1992:Q4,2942617,2840902,6437,95278,2942617,122723,36152,9444,36573,62293,968764,0,2981,39838,13083,3200,3428,161047,1248186,142265,91534,1105,217107,176286,0,20525,883,19413
1993:Q1,2952698,2854704,5632,92362,2952698,120496,34870,8816,35342,62176,960157,0,3320,40555,11763,3224,3391,166021,1276567,145921,78729,1350,215572,174839,0,20438,995,19300
1993:Q2,3006984,2908346,5621,93017,3006984,118244,33525,8621,32836,58670,980583,0,3672,41038,11747,3153,3456,183355,1278722,153845,93807,1709,215442,175380,0,20144,1145,18773
1993:Q3,3059398,2958532,5917,94949,3059398,115967,32202,8486,31391,57795,989906,0,3974,41277,11384,3262,3445,193292,1308202,164005,92799,2011,214378,174558,0,19992,1324,18504
1993:Q4,3101618,2999676,6003,95939,3101618,113690,30992,8194,30639,56444,1003984,0,4136,41782,10374,3186,3487,201093,1334286,167899,89239,2194,210376,171146,0,19268,1461,18501
1994:Q1,3133136,3029953,6048,97135,3133136,111462,31366,7811,28966,55703,990135,0,4261,43112,10307,3310,3553,206572,1376967,179616,77180,2815,208700,169575,0,19018,1676,18431
1994:Q2,3180691,3075116,6332,99243,3180691,109210,31837,8488,28797,55650,1010397,0,4280,44088,10345,3534,3699,206827,1410106,181026,68672,3734,214092,174130,0,19438,1805,18719
1994:Q3,3231431,3121544,6967,102920,3231431,106933,32338,8584,29326,56627,1037465,0,4358,45502,10367,3753,3802,206185,1432867,182173,66469,4682,219102,177354,0,20448,1936,19364
1994:Q4,3279108,3166443,7286,105379,3279108,104656,32798,8925,28063,57674,1067725,0,4769,47025,10480,3720,3915,204067,1449589,183002,67739,4961,221795,179139,0,20861,2062,19733
1995:Q1,3307245,3192436,7061,107748,3307245,102429,33090,8633,27518,58916,1087530,0,4837,48591,10623,3886,4044,202815,1457651,185999,65016,5666,224620,180337,0,21852,2214,20217
1995:Q2,3357165,3238836,7019,111310,3357165,100177,33382,8501,25699,59953,1109289,0,5340,48830,10803,4052,4166,203073,1475137,189046,73588,6129,232082,186862,0,22059,2370,20791
1995:Q3,3413969,3290338,7351,116280,3413969,97900,33669,8289,25075,60426,1131678,0,5351,50146,11141,4218,4295,207233,1501933,189468,76394,6752,236441,189575,0,22947,2499,21420
1995:Q4,3446997,3320508,7171,119318,3446997,95909,33962,8155,23577,61241,1127798,0,5719,50986,10905,4385,4429,209497,1543402,193759,66496,6777,237465,190546,0,22870,2678,21371
1996:Q1,3509533,3378859,7334,123340,3509533,93678,30155,8006,21748,61572,1138900,0,5849,65384,10500,4551,4563,204128,1571858,201074,80523,7044,237781,189797,0,23181,2899,21904
1996:Q2,3569098,3432208,7931,128959,3569098,91447,28509,7796,21259,61963,1153047,0,6084,68650,10118,4717,4702,204200,1614335,208206,77050,7015,248020,197703,0,23557,3131,23629
1996:Q3,3633992,3489362,8842,135788,3633992,89216,26617,7725,20565,62823,1176253,0,6393,70310,9366,4883,4844,203072,1648231,213851,82829,7014,253915,201245,0,23398,3348,25924
1996:Q4,3683264,3538631,8284,136349,3683264,86985,24644,7645,20830,63647,1189341,0,6339,73064,8967,4957,4990,202918,1678786,215357,86950,7844,262553,206093,0,25476,3499,27485
1997:Q1,3721435,3573449,7639,140347,3721435,84754,25870,7383,19512,64286,1200243,0,6185,67013,8936,5157,5141,199191,1706181,224576,88452,8555,268787,209775,0,26449,3775,28788
1997:Q2,3775714,3624587,8045,143082,3775714,82523,27206,7281,19545,65018,1230122,0,6124,69778,9091,5369,5296,197408,1726919,229072,84941,10021,280835,219541,0,27202,4007,30085
1997:Q3,3867990,3709280,8341,150369,3867990,80292,28605,7139,18902,66008,1252309,0,6224,73194,9016,5600,5456,196864,1754275,243766,109226,11114,290615,226142,0,28186,4418,31869
1997:Q4,3909675,3746359,8594,154722,3909675,78061,30034,7028,19028,66805,1264016,0,6408,74627,9209,5733,5622,198229,1788052,253804,89328,13691,296982,229411,0,29002,4798,33771
1998:Q1,3978064,3801444,8787,167833,3978064,75830,29406,7708,18809,67645,1288701,0,6693,76064,8884,5778,5975,199413,1808089,268984,94793,15292,298023,228670,0,29264,5239,34850
1998:Q2,4068420,3879702,9074,179644,4068420,73599,28783,8388,18676,68639,1289346,0,7077,79734,8716,5831,6618,199675,1868500,287717,99207,17914,301718,231379,0,29485,5819,35035
1998:Q3,4159820,3956156,9670,193994,4159820,71370,28106,9068,18582,64005,1292722,0,7307,82020,8412,5980,6880,199440,1931146,307746,109394,17642,305882,232023,0,29896,6399,37564
1998:Q4,4266987,4048590,9966,208431,4266987,73143,27369,9748,18751,67739,1327356,0,7466,83952,8711,5838,7171,203861,1970167,321869,119371,14475,309933,232793,0,29741,6900,40499
1999:Q1,4356768,4127637,10315,218816,4356768,74916,25713,9535,18496,68329,1314264,0,6947,85544,9083,6016,7294,198401,2061639,334008,123547,13036,311110,232626,0,30286,7358,40840
1999:Q2,4464844,4223691,10803,230350,4464844,76689,24008,9322,18284,68559,1331703,0,7538,89972,9526,6194,7670,196222,2129994,345311,131125,12727,313676,233828,0,30527,7818,41503
1999:Q3,4596401,4341259,11523,243619,4596401,78462,22240,9109,18604,68745,1384216,0,7805,94147,9730,6372,7634,195029,2191289,348527,141649,12843,326274,241766,0,32568,8113,43827
1999:Q4,4690967,4424263,12101,254603,4690967,80235,20325,8896,18364,70132,1424495,0,8065,96333,8854,6550,8220,193454,2234749,353744,147407,11144,334344,249214,0,33423,8410,43297
2000:Q1,4761885,4486213,12597,263075,4761885,82008,20602,8837,18310,70336,1460574,0,8425,98803,8358,6814,7765,193464,2263011,354338,152492,7748,349285,261819,0,35742,8070,43654
2000:Q2,4885589,4598096,13141,274352,4885589,83781,20923,8778,18274,69943,1522966,0,8976,103122,8296,7076,7949,201549,2294135,355761,166700,7360,370280,277721,0,37675,9322,45562
2000:Q3,5009339,4710446,13793,285100,5009339,85554,21255,8719,16550,70016,1558500,0,9363,106247,8186,7379,7014,204646,2351364,368991,178400,7155,389117,291974,0,39994,9693,47456
2000:Q4,5113414,4805227,14078,294109,5113414,87327,21578,8661,16459,69483,1555570,0,9104,107868,7962,7666,7128,209580,2425625,384835,186901,7667,407940,307765,0,40720,10497,48958
2001:Q1,5210083,4889625,14947,305511,5210083,89100,21961,8963,16352,69161,1582566,0,7072,109490,7840,6775,7078,210690,2464923,402816,197400,7896,411452,308804,0,41406,11503,49739
2001:Q2,5381711,5050018,15608,316085,5381711,90873,22352,9266,16199,69757,1610965,0,7515,113451,8060,5923,6654,217118,2561685,419771,214500,7622,428584,322525,0,42201,12228,51630
2001:Q3,5540603,5197552,15998,327053,5540603,92640,22777,9569,15946,68626,1605624,0,7648,120139,8216,5209,6816,221119,2681500,441525,225001,8248,440924,330172,0,45300,12772,52680
2001:Q4,5664880,5311785,16178,336917,5664880,94162,23112,9871,15866,69049,1641030,0,8173,122006,8311,4614,6863,231241,2748518,463899,209701,8464,438935,336530,0,44935,12438,45032
2002:Q1,5811881,5448810,16136,346935,5811881,95684,23580,9815,15702,68256,1620279,0,8196,126189,8287,4055,6852,235721,2870618,494656,215201,8790,452147,347535,0,44223,14607,45782
2002:Q2,5999286,5625040,16327,357919,5999286,97206,24052,9758,15309,67418,1666498,0,8628,130545,8459,3556,7483,243980,2954972,520664,230000,10758,477666,368569,0,46686,14845,47566
2002:Q3,6207940,5819160,16814,371966,6207940,98728,24589,9701,15172,66229,1765758,0,9159,133752,8462,3174,7725,256993,2996036,542262,256200,14000,497930,382789,0,48127,15853,51161
2002:Q4,6419560,6016313,16868,386379,6419560,100250,25002,9645,14951,66229,1849099,0,9653,136671,7224,2780,7871,276813,3063697,545462,285600,18613,500724,381774,0,47951,15028,55971
2003:Q1,6587145,6187241,17232,382672,6587145,101772,25296,9656,14685,66195,1903782,0,10563,136245,7148,2408,7283,299877,3131919,570346,282800,17170,514333,398172,0,45073,15161,55927
2003:Q2,6832053,6448380,17660,366013,6832053,103294,25594,9666,14439,70747,1994265,0,11104,140857,6649,2082,8207,331377,3190784,585258,313800,23930,534239,411716,0,46267,15082,61174
2003:Q3,7059689,6690933,18110,350646,7059689,104816,25855,9677,14192,71909,2058018,0,11531,147517,6972,1846,8965,366451,3264639,616540,320500,30261,557255,431028,0,47167,15385,63675
2003:Q4,7241064,6895613,18801,326650,7241064,106338,26174,9687,14094,73091,2050966,0,12176,152585,8951,1658,6358,519127,3233511,669041,320200,37107,591294,461600,0,49591,16123,63980
2004:Q1,7445131,7068688,19830,356613,7445131,107860,29603,10097,13959,74293,2147518,0,12735,155471,8986,1462,5271,518086,3241227,743121,333000,42442,616799,480521,0,51333,18186,66759
2004:Q2,7738588,7341273,20830,376485,7738588,109382,33020,10507,13813,75514,2261593,0,13830,164664,8935,1453,6392,514961,3258248,835473,378300,52503,672663,522834,0,55395,19980,74454
2004:Q3,7998610,7579492,22225,396893,7998610,110900,36503,10916,13704,76755,2350466,0,14709,170257,8912,1454,5320,511066,3273410,954877,393200,66161,727617,570060,0,59127,20645,77785
2004:Q4,8273492,7840578,23496,409418,8273492,112900,39984,11326,13621,78017,2440830,0,15565,175843,8594,1429,5126,508610,3277346,1059205,422000,103096,774338,604764,0,62272,23608,83694
2005:Q1,8516556,8068560,25000,422996,8516556,115400,40229,11807,13501,77505,2510881,0,20343,179685,8520,1411,4280,498023,3301814,1194255,428800,110102,803486,627227,0,63585,27329,85345
2005:Q2,8821636,8352759,27049,441828,8821636,117400,40476,12288,13445,76998,2613577,0,20270,186761,8600,1400,4195,485593,3338254,1342584,438800,120995,852977,666371,0,67728,31349,87529
2005:Q3,9130560,8641881,28948,459731,9130560,118400,40722,12769,13295,76493,2694861,0,20459,194031,8608,1390,3448,470659,3382026,1508777,454099,130523,882777,684447,0,70736,36796,90798
2005:Q4,9410975,8902867,31127,476981,9410975,117900,40972,13251,13193,75992,2730186,0,16314,200407,7930,1380,4076,453866,3446357,1671454,489800,127897,915919,700659,0,73839,43461,97960
2006:Q1,9740178,9206938,33705,499535,9740178,115900,39724,13112,13179,77980,2800324,0,15773,204564,8336,1372,4358,454842,3527445,1818834,508890,135545,947647,714939,0,75454,54503,102751
2006:Q2,10068934,9512090,35945,520899,10068934,111900,38481,12973,13395,80020,2891034,0,18129,213885,9053,1362,4771,456117,3594720,1964970,520503,137621,1000753,752128,0,80000,64023,104602
2006:Q3,10325457,9748424,37939,539094,10325457,106900,37199,12834,13372,82114,2920618,0,17046,220558,9611,1353,5557,456652,3673577,2094416,539542,134108,1037416,772380,0,83836,72819,108381
2006:Q4,10489862,9899344,39358,551160,10489862,102900,35925,12695,13346,84262,2933474,0,17236,224297,10915,1327,5194,457587,3749120,2196026,541449,104109,1067658,791182,0,85125,83079,108272
2007:Q1,10703696,10097254,40995,565447,10703696,99400,33222,13364,13298,85452,2949414,0,16701,227566,10464,1293,5703,455227,3866021,2286422,529685,110464,1081704,797595,0,85575,90347,108187
2007:Q2,10912564,10295194,41100,576270,10912564,96400,30512,14034,13379,86660,2993549,0,17460,234749,10296,1279,6306,453856,3987383,2354889,512293,99519,1102909,823140,0,87306,87801,104662
2007:Q3,11097176,10472672,41933,582571,11097176,93287,27766,14704,13440,87884,3043823,0,17815,242770,10052,1284,6952,456689,4162092,2322420,505835,90363,1126984,851115,0,90323,80715,104831
2007:Q4,11204451,10577134,42229,585088,11204451,90787,25023,15374,13601,89125,3068927,0,21522,249155,9997,1219,9762,447861,4371759,2234065,475648,80626,1136161,872720,0,92286,72423,98732
2008:Q1,11276445,10650123,41485,584837,11276445,88787,23702,15106,13715,90075,3081698,0,22060,256243,9712,1259,9216,450945,4509951,2176418,461439,66119,1134174,878518,0,92883,65649,97124
2008:Q2,11251527,10639283,38813,573431,11251527,95187,22556,14839,14318,91035,3020263,0,22071,267846,9464,1288,6161,450970,4665549,2086289,423164,60527,1135868,891467,0,94456,58985,90960
2008:Q3,11209813,10611842,36346,561625,11209813,103959,21418,14572,13349,92005,2947461,8401,22393,274193,9136,1371,5580,434338,4799492,2005964,400810,55371,1127278,888287,1214,96867,53312,87598
2008:Q4,11113726,10540066,32717,540943,11113726,106627,20258,14304,13502,92985,2887388,6968,22901,278541,9209,1331,4745,456647,4863990,1919104,381037,34189,1123882,894711,812,98129,47016,83214
2009:Q1,11109992,10546587,30018,533387,11109992,109295,19659,14196,13937,95880,2882985,6185,23017,279727,9385,1739,4578,469826,4943534,1853661,374003,8385,1106078,884741,893,96457,42056,81931
2009:Q2,11061352,10511574,26776,523002,11061352,111963,19045,14087,14130,98865,2837041,5216,22938,281553,9581,1811,4307,450019,5068631,1751307,361538,9320,1083265,870941,291,94858,37824,79351
2009:Q3,10982717,10453428,23319,505970,10982717,114631,18430,13978,14394,101943,2736552,1218,22950,283094,9846,1919,4316,440459,5192139,1667206,350614,9028,1060661,854362,298,94617,34336,77048
2009:Q4,10926487,10406753,20326,499408,10926487,117299,17816,13870,14822,105117,2700616,920,22619,282863,9870,2047,4058,433446,5266500,1592736,333076,8812,1040470,841444,255,93754,31817,73200
2010:Q1,10795176,10275461,18398,501317,10795176,119967,17588,14245,15135,107214,2656845,1134,22250,282068,9023,2046,4170,4783934,926934,1500559,321117,10947,1021447,829574,282,92039,28802,70750
2010:Q2,10732686,10212856,15938,503892,10732686,122635,17358,14620,15867,109353,2626472,1120,20812,283185,8934,2203,4243,4763409,988722,1437599,307316,8838,1003558,817596,269,91340,26588,67765
