1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1958:Q2,21985,11395,-7121,10497,11748,1002,10746,-1059,-193,-17618,1832,1804,550,-28,0,0,-2080,-291,-2054,-200,465,0,518,4,514,25,0,601,0,0,55,387,19450,18479,1155,75,0,1080,1154,368,-216,1002,20,1479,-2504,17175,971,858,77,36,18516
1958:Q3,23129,12013,-20745,11940,11750,1085,10664,387,-196,-32685,8143,1473,-100,40,0,0,951,-231,835,50,297,0,127,4,123,15,0,353,11,0,5105,168,40828,39417,1450,4,0,1446,632,-153,-464,1249,19,3521,1331,32464,1411,485,72,854,32758
1958:Q4,24585,12859,-5110,13418,12307,1204,11103,1309,-198,-18528,6455,2022,-100,-23,0,0,2932,-14,2917,50,-21,0,1151,3,1148,-10,0,-218,5,0,-110,806,24983,23500,1115,-137,0,1252,3443,1306,457,1680,-47,3104,1704,14181,1483,404,-134,1213,17969
1959:Q1,25342,13263,4521,13531,12761,1287,11474,969,-198,-9011,1001,-2984,-100,-6,0,0,1580,292,1188,100,0,0,-1056,-13,-1043,21,0,515,6,0,2363,662,10011,10191,586,-6,0,592,1719,-186,830,1075,27,549,-344,7654,-179,511,102,-792,8743
1959:Q2,26584,13866,-1296,14828,13206,1328,11878,1822,-200,-16123,4998,474,-100,-6,0,0,1195,120,824,200,51,0,682,-12,694,31,0,740,5,0,1551,426,21121,22629,668,-194,0,862,4757,2539,693,1525,32,1823,909,14440,-1508,738,124,-2370,15161
1959:Q3,24937,13238,20332,13294,13543,1289,12254,96,-345,7038,3852,-1044,-100,8,0,0,2371,-382,2207,100,446,0,-139,-41,-98,19,0,480,16,0,2001,240,-3186,-1910,637,69,0,568,1902,836,-233,1299,24,657,684,-5814,-1276,260,94,-1630,-7094
1959:Q4,24594,13449,-13005,14186,13502,1251,12251,1030,-346,-27190,3108,1068,-100,-13,0,0,1351,502,1310,200,-661,0,2067,0,2067,-22,0,-521,10,0,-1512,780,30298,29654,845,-212,0,1057,3536,1489,560,1487,-34,1851,875,22581,644,569,-159,234,26453
1960:Q1,25601,13844,35728,16578,13899,1259,12641,2800,-121,19150,-494,-2927,-232,-11,0,0,-982,-2,-1635,0,655,0,-2360,1,-2361,22,0,538,12,0,4083,1363,-19644,-19917,534,112,0,422,2737,659,1277,801,19,988,-1333,-22862,272,351,74,-153,-21884
1960:Q2,24730,13442,2003,14644,14017,1187,12830,806,-179,-12641,-712,814,-181,19,0,0,-1849,17,-1739,143,-270,0,865,1,864,13,0,316,6,0,-228,-487,11929,12438,1011,120,0,891,3430,1265,840,1325,10,544,-914,8357,-509,369,46,-924,11439
1960:Q3,24270,13464,40210,14686,13791,1200,12591,1080,-185,25524,2304,63,259,51,0,0,-1694,-109,-1801,-153,369,0,-365,1,-366,12,0,323,17,0,3090,548,-23220,-23527,1017,235,0,782,673,-282,-398,1353,19,1241,-108,-26369,307,400,63,-156,-26746
1960:Q4,23741,13206,-36335,12150,13770,1258,12512,-1453,-168,-48484,1343,417,1654,-56,0,0,-794,140,-694,-74,-166,0,1145,0,1145,62,0,1534,7,0,-1700,-926,49827,49386,1314,-13,0,1327,3007,1085,642,1280,2,644,765,43654,442,245,12,185,49541
1961:Q1,23753,12983,-31817,12850,13636,1338,12298,-637,-150,-44666,-1100,-1808,272,41,0,0,-535,-226,-527,-180,398,0,-2263,2,-2265,29,0,694,8,0,2079,383,43567,44259,215,-146,0,361,1600,102,96,1402,15,-672,-1639,44740,-692,670,62,-1424,44799
1961:Q2,24702,13790,14395,14219,13968,1426,12542,448,-197,176,5930,1355,591,24,0,0,-239,51,-589,297,2,0,751,2,749,26,0,660,2,0,2297,463,5754,4756,2056,103,0,1953,1910,-55,199,1766,23,1103,-337,1,998,1168,83,-253,-605
1961:Q3,25588,14170,2336,15659,14207,1573,12634,1664,-212,-13323,4141,202,743,25,0,0,-1292,-368,-1348,15,409,0,80,2,78,30,0,737,16,0,3786,-186,17464,16798,998,291,0,707,1581,-29,-246,1856,11,1602,973,11633,665,383,45,237,11833
1961:Q4,26952,14759,-2790,16020,14686,1684,13002,1499,-165,-18810,5022,3452,-506,-2,0,0,856,844,808,0,-796,0,1363,3,1360,14,0,329,7,0,80,-571,23832,22373,1451,77,0,1374,4277,1517,630,2130,-25,2730,1624,12316,1459,-100,59,1500,17548
1962:Q1,26844,15324,15809,17154,15007,1769,13238,2352,-205,-1345,316,-3447,1295,-2,0,0,565,-527,121,-10,981,0,-1434,5,-1439,17,0,450,8,31,1893,940,1661,1329,863,37,0,826,1711,-340,400,1651,8,-661,-358,-234,332,61,37,234,-486
1962:Q2,26563,15316,14100,16602,15479,1872,13607,1361,-238,-2502,2842,1297,159,32,0,0,-1172,345,-1156,-54,-307,0,1124,6,1118,27,0,644,5,74,571,81,5344,5786,1505,-39,0,1544,4388,1914,340,2134,19,454,85,-666,-441,144,69,-654,1216
1962:Q3,26949,15622,14783,17039,15692,1910,13782,1547,-200,-2256,4542,1289,-651,-19,0,0,-1133,172,-1416,124,-13,0,33,6,27,24,0,584,17,49,4021,328,6798,6484,848,271,0,577,2400,756,-398,2042,12,2674,995,-445,315,64,45,206,839
1962:Q4,27300,16365,13354,16321,15678,1932,13747,841,-199,-2967,4171,4432,97,-136,0,0,495,225,662,-33,-359,0,1256,4,1252,37,0,915,6,20,-2408,-544,7137,6357,920,-165,0,1085,5429,2425,498,2506,49,355,359,-755,780,100,68,612,3012
1963:Q1,27402,16542,13617,17392,15841,2013,13828,1717,-166,-3774,-1087,-6817,344,38,0,0,4172,-212,4060,-345,669,0,-1387,2,-1389,35,-151,857,5,11,2530,-724,2687,2249,952,16,0,936,2212,-427,907,1732,13,-91,-759,-78,438,-5,49,394,2924
1963:Q2,28362,16982,15257,17413,16445,2165,14280,1209,-241,-2156,4273,1479,-184,121,0,0,-415,-84,-1115,384,400,0,941,0,941,33,-157,859,-1,-2,1233,366,6429,6681,889,-227,0,1116,4739,1615,504,2620,29,1134,147,-257,-252,-11,107,-348,1725
1963:Q3,28898,17249,15554,18087,16900,2206,14694,1429,-242,-2533,4257,587,-43,-65,0,0,-323,-563,-650,85,805,0,223,0,223,25,-162,581,19,-1,3120,296,6790,5899,654,124,0,530,2457,360,-330,2427,24,1949,970,-155,891,96,100,695,1695
1963:Q4,29592,17439,10989,18551,17429,2317,15112,1266,-144,-7562,4533,3619,570,-303,0,0,475,524,526,209,-784,0,1422,4,1418,35,-170,886,5,8,-1076,-939,12094,11309,1046,-143,0,1189,6465,3033,850,2582,-36,2983,1031,-180,785,-421,-53,1259,6450
1964:Q1,30323,18390,17081,18887,17860,2471,15389,1281,-254,-1805,-677,-4580,1037,136,0,68,1146,372,1020,-283,37,0,-1128,5,-1133,29,-109,711,6,-1,1700,308,1128,-82,657,-20,0,677,2685,-407,1284,1808,18,-2639,-635,-168,1210,637,70,503,1309
1964:Q2,30559,18441,15236,18998,18191,2398,15793,1114,-308,-3762,4570,2008,-272,92,0,101,-638,-283,-908,39,514,0,679,7,672,38,-112,915,2,11,1566,180,8331,7925,1212,-59,0,1271,5656,2134,938,2584,23,1553,-434,-85,407,782,86,-461,3205
1964:Q3,31072,18609,16775,19499,18643,2352,16291,1173,-317,-2724,6031,438,-143,56,0,-34,-926,671,-838,-212,-547,0,188,7,181,34,-116,876,21,5,5618,14,8755,8064,888,192,0,696,3384,743,-52,2693,12,2974,663,143,691,187,43,461,1833
1964:Q4,31174,18655,10051,20238,19025,2314,16711,1254,-41,-10187,3857,1810,362,-181,0,174,-219,-35,79,-152,-111,0,1447,5,1442,38,-116,924,8,22,-197,-215,14044,12760,1394,44,0,1350,6327,3095,403,2829,-11,4515,873,-338,1284,-461,58,1687,8604
1965:Q1,33352,20233,17530,22733,20070,2260,17810,2886,-223,-5203,2418,-3313,1033,-64,0,-29,199,-699,-389,78,1209,0,-1156,2,-1158,61,11,1471,10,12,3317,866,7622,6961,656,-278,0,934,5800,2688,1173,1939,37,439,-320,349,661,-56,138,579,2703
1965:Q2,34273,20566,17595,22795,20767,2232,18535,2142,-113,-5200,5913,840,897,-211,0,-82,-1542,-317,-1772,-19,566,0,799,0,799,54,11,1360,23,27,2847,890,11113,10878,1479,-120,0,1599,7253,3637,988,2628,1,2347,-575,373,235,330,4,-99,2971
1965:Q3,34829,20750,17043,23644,21525,2213,19312,2323,-204,-6601,5301,-916,611,70,0,138,-350,215,-491,195,-269,0,14,0,14,36,12,913,16,2,5788,-1033,11902,10693,1892,199,0,1693,3571,1395,-330,2506,33,3376,1013,808,1209,13,132,1064,3707
1965:Q4,36257,21418,18775,24145,22481,2228,20253,1896,-232,-5370,13121,3804,-219,-107,0,257,594,477,719,-16,-586,0,1553,2,1551,45,12,853,10,10,1142,5167,18491,16720,497,-129,0,626,8394,4726,1116,2552,21,5231,1965,612,1771,-315,105,1981,2643
1966:Q1,37726,22204,21469,26571,23435,2267,21168,3468,-332,-5102,3096,-5106,893,103,0,-81,861,1005,410,-22,-532,0,-1388,5,-1393,38,1023,927,20,25,3951,1830,8198,8184,2986,23,0,2963,5817,1600,1550,2667,27,-1059,-162,575,13,-132,111,34,735
1966:Q2,37315,22435,19313,26799,23936,2164,21772,3079,-216,-7486,6152,796,-178,33,0,-73,-1372,98,-1628,166,-8,0,755,7,748,57,971,1428,22,34,3932,-253,13639,12220,2608,41,0,2567,9295,5418,751,3126,21,1630,-2538,1204,1418,1508,79,-169,3122
1966:Q3,37085,22518,20044,26911,24212,2071,22141,2963,-264,-6867,6249,-1138,66,15,0,42,-906,-521,-556,-275,446,0,-436,8,-444,46,878,1089,22,67,6004,500,13116,11289,3038,605,0,2433,2769,1204,-874,2439,-6,3391,968,1129,1827,267,-29,1589,2474
1966:Q4,36915,23417,14682,28177,24200,1867,22333,4126,-149,-13495,2050,4756,-1171,-47,0,414,233,900,280,-80,-867,0,1214,6,1208,60,921,1528,14,15,-950,-4937,15545,14057,2407,156,0,2251,5575,2602,1117,1856,67,3953,852,1203,1488,-384,99,1773,8736
1967:Q1,36245,23078,18630,27589,23825,1779,22046,3856,-92,-8959,-3135,-3083,953,66,0,-327,-494,643,-609,-234,-294,0,-1336,1,-1337,51,-309,1271,14,0,1151,-1092,5824,4049,4198,1055,0,3143,3349,635,1063,1651,40,-4116,-684,1262,1775,252,158,1365,4447
1967:Q2,36120,22980,18983,25678,24040,1957,22083,1585,53,-6694,1190,1937,-779,-108,0,99,-2744,-77,-2537,-107,-23,0,573,-2,575,32,-310,796,26,43,1631,-6,7884,8048,4184,565,0,3619,6603,3909,-3,2697,45,1219,-5434,1431,-163,480,174,-817,3997
1967:Q3,36849,23372,20314,26237,24242,2081,22161,2316,-320,-5924,6057,1162,322,-16,0,-62,-291,498,-571,-2,-216,0,-303,-2,-301,46,-331,1126,16,27,4731,-370,11981,10967,4531,22,0,4509,1303,-852,-511,2666,30,3067,570,1466,1014,736,112,166,3059
1967:Q4,37802,24271,18224,27456,25079,2293,22786,2108,269,-9231,11497,2648,583,142,0,65,1928,36,1377,321,194,0,1232,1,1231,49,-330,1173,18,54,1348,2587,20728,19760,3157,-230,0,3387,5319,4223,762,334,11,5662,1359,4252,968,929,120,-81,6046
1968:Q1,38793,23476,20796,28583,26033,2431,23602,2110,441,-7787,5502,-1579,-307,302,0,433,2422,-133,1386,179,990,0,-1248,89,-1337,42,815,1068,19,126,1681,1728,13289,10301,3050,448,0,2602,6236,32,1491,4713,74,-3164,4442,-337,2987,365,281,2341,2679
1968:Q2,39565,24425,20363,29766,26106,2600,23507,3521,139,-9402,5301,1836,-1246,392,0,-36,-889,784,-1273,149,-549,0,631,130,501,51,899,1235,41,-13,5132,-2733,14703,14276,3446,-82,0,3528,9045,4701,1353,2991,29,4777,-4636,1615,427,530,108,-211,4062
1968:Q3,40066,24787,18783,28816,26754,2752,24002,1920,142,-10033,6836,-110,410,83,0,-46,-739,468,-698,31,-540,0,-517,84,-601,62,927,1537,16,32,7324,-2143,16869,16793,4829,1528,0,3301,3122,617,-489,2994,24,6463,-101,2456,76,-476,98,454,6004
1968:Q4,40783,25328,20092,29364,28000,2987,25013,1502,-137,-9272,14294,2722,517,-245,0,100,1809,28,1130,70,581,0,1699,167,1532,42,938,941,63,33,3021,2654,23566,23762,2783,-679,0,3462,10786,6476,900,3410,20,6309,1400,2464,-196,-578,141,241,5235
1969:Q1,40564,25322,24256,31909,29110,3244,25866,2872,-74,-7653,9227,-750,-1364,269,0,1081,1752,1108,490,336,-182,0,-1220,96,-1316,61,1987,1476,24,56,5620,235,16879,15261,4068,631,0,3437,6297,2096,1604,2597,64,231,1187,3414,1619,337,249,1033,1066
1969:Q2,40249,25293,20475,31957,29753,3352,26401,2306,-102,-11482,9754,3818,-3099,-47,0,-256,-1270,599,-1400,-169,-300,0,677,276,401,70,1913,1764,42,25,6355,-238,21236,21942,3331,34,0,3297,12481,5603,3775,3103,46,5471,-3297,3910,-706,421,176,-1303,4818
1969:Q3,39622,25349,21425,33186,30721,3413,27308,2549,-84,-11761,10081,558,-1068,-191,0,922,-1995,400,-2113,-32,-250,0,32,230,-198,64,1823,1566,32,-19,8625,-269,21841,20912,3638,864,0,2774,6435,74,3482,2879,51,6733,287,3768,929,990,197,-258,3924
1969:Q4,38926,24534,16766,32178,30803,3294,27509,1447,-72,-15412,11392,2044,127,-445,0,443,189,422,-90,107,-250,0,1557,353,1204,27,1802,546,35,-7,2678,2396,26803,24577,2120,-422,0,2542,10578,4892,1970,3716,128,7724,121,3906,2227,1658,291,278,7769
1970:Q1,37035,24189,22628,31391,30967,3337,27630,456,-32,-8763,5809,-2404,896,-1,0,451,-138,528,-341,-200,-125,0,-1209,111,-1320,82,989,2039,-211,-21,4219,1117,14572,9606,4921,1688,0,3233,5082,-2322,4289,3115,124,-2211,218,1472,4966,1317,473,3176,1561
1970:Q2,36803,25653,23269,32449,31159,3280,27879,1270,20,-9180,11551,-1270,1363,48,0,-2503,1521,276,860,10,375,0,636,282,354,99,802,2404,19,139,2260,6033,20731,20943,5656,-149,0,5805,11807,4027,3187,4593,47,3060,-2792,3165,-212,1195,182,-1589,2383
1970:Q3,37418,25620,18548,32727,31492,3382,28110,1271,-35,-14180,683,1145,414,-79,0,-1196,-495,1,951,-322,-1125,0,776,290,486,61,929,1573,7,-91,2451,-4812,14863,15046,5826,466,0,5360,3982,1867,-3240,5355,75,1876,105,3182,-183,1114,296,-1593,7072
1970:Q4,36375,25073,17181,30223,31158,3729,27429,-996,61,-13042,6765,3575,422,-343,0,171,618,956,-633,45,250,0,1674,442,1232,39,1016,824,26,-49,-1974,766,19807,18310,5529,-228,0,5757,5619,2956,-2258,4921,53,4469,-163,2803,1497,2083,174,-760,7891
1971:Q1,39156,27792,23070,35479,31919,3978,27940,3064,497,-12410,6826,-4076,2597,284,0,1084,157,565,-498,-160,250,0,1100,467,633,-55,60,-1401,18,-67,3568,3557,19236,15844,6757,1200,0,5557,4850,-1224,2095,3979,42,-279,1702,2772,3392,1990,167,1235,4722
1971:Q2,40391,28436,22883,35558,32979,4417,28561,2719,-140,-12674,10853,748,1680,20,0,-1312,1412,-163,1445,-120,250,0,1168,571,597,88,59,2181,21,11,3164,1613,23527,20766,4150,-1477,20,5607,13285,3983,2032,7270,33,1537,-588,2349,2761,3321,122,-682,5553
1971:Q3,41417,29443,26731,35967,33577,4710,28867,2547,-156,-9237,14792,92,841,137,0,1057,83,719,-859,-27,250,0,809,610,199,86,58,2153,6,25,5757,3688,24029,19282,4128,578,33,3517,7945,2048,-513,6410,-66,3114,1695,2466,4747,3839,-246,1154,2712
1971:Q4,42820,30863,24657,34386,34601,5016,29585,-74,-141,-9729,17524,1895,644,-5,0,14,3910,765,2886,9,250,0,1751,645,1106,22,61,277,38,-19,1423,7513,27253,25104,3301,-1187,33,4455,8502,2387,-546,6661,9,9457,1318,2517,2149,2296,230,-377,6205
1972:Q1,44307,31840,30239,36990,36344,5509,30835,807,-161,-6752,12898,-2270,2631,187,0,1488,-525,1113,-1800,-88,250,0,-950,658,-1608,-118,-548,-2903,10,-10,6930,8976,19650,16751,4213,1291,40,2882,10219,1439,1859,6921,-46,-934,1675,1624,2899,2259,-181,821,1602
1972:Q2,45102,32567,30350,40067,37226,5669,31558,3000,-159,-9717,13057,73,984,205,0,546,-891,831,-1957,-15,250,0,1266,672,594,62,-548,1507,36,15,5519,4283,22774,22360,4668,588,167,3913,16606,5849,725,10032,50,3307,-1778,-493,414,3422,193,-3201,2218
1972:Q3,47519,33879,28986,41401,37977,5756,32221,3429,-5,-12415,14064,2988,-983,194,0,-1008,389,294,-322,167,250,0,1028,712,316,77,-565,1929,7,15,8006,1987,26479,23798,2885,-365,173,3077,10390,1686,-330,9034,79,9182,1930,-668,2681,2604,298,-221,4893
1972:Q4,52475,34916,39140,42526,40001,6017,33985,1873,652,-3386,37516,1834,1349,352,0,585,3136,722,2103,61,250,0,2201,901,1300,69,-603,782,49,-21,6598,21185,40902,40813,1985,-793,168,2610,21665,7708,2812,11145,52,12734,2060,2317,89,2739,445,-3095,-4225
1973:Q1,55320,36310,39233,45697,41849,6091,35758,2638,1210,-6463,23455,-3747,4099,550,0,3826,-1567,-977,-901,61,250,0,-2453,622,-3075,-618,4013,-15271,29,98,12397,22099,29918,29867,795,-1097,321,1571,23950,11946,4651,7353,199,1953,2477,493,51,1727,772,-2448,-2924
1973:Q2,57085,36099,29009,48167,43426,5781,37646,4552,189,-19158,23811,134,2701,283,0,-169,-197,179,-1160,159,625,0,1998,962,1036,105,3752,2594,65,86,11516,943,42969,40320,3883,161,535,3187,26308,11318,2610,12380,244,12052,-1505,-662,2649,2143,935,-429,7091
1973:Q3,57441,37560,25964,48006,44466,5626,38840,2440,1100,-22042,18153,1791,-206,-276,0,3156,-2597,196,-2821,403,-375,0,883,886,-3,71,3902,1775,56,-46,13321,-3677,40195,33858,3490,303,489,2698,18543,5778,2248,10517,103,9405,2182,135,6337,1314,398,4625,11596
1973:Q4,61383,38181,32898,51592,45038,5428,39610,6248,305,-18694,34230,3760,-248,600,0,1761,1548,1243,566,376,-637,0,1608,365,1243,109,3510,2207,30,97,5956,13292,52924,43405,4636,2047,451,2138,15990,6700,1890,7400,-32,18003,2126,2682,9519,2643,73,6803,5283
1974:Q1,60396,38054,36649,49488,45524,5214,40310,3130,835,-12839,17700,-3621,2690,400,0,1210,664,1336,-1498,295,531,0,-908,429,-1337,-43,7041,-1067,24,53,14066,-2809,30538,32690,5071,853,411,3807,17695,7455,3281,6959,380,2122,3454,3968,-2152,1551,1465,-5168,1405
1974:Q2,60091,38234,34094,54237,46506,5021,41485,4354,3377,-20143,21332,586,858,-200,0,-2426,-276,-1081,539,277,-11,0,1340,98,1242,72,6443,1783,110,86,16537,-3581,41476,47851,6548,732,424,5392,25816,14238,2827,8751,113,12347,-600,3627,-6376,1208,435,-8019,4140
1974:Q3,63374,36923,47950,48730,47500,4782,42718,1395,-164,-780,32359,2697,207,-400,0,-1416,2811,1802,501,473,35,0,445,185,260,162,4761,4008,52,218,8100,10714,33139,40328,7098,2602,331,4165,13329,5860,2807,4662,333,9953,4508,5107,-7189,-32,1287,-8444,-11026
1974:Q4,59958,38649,27193,53672,47370,3984,43386,5112,1190,-26478,251,1581,1657,0,0,-3145,3867,2069,1864,-127,61,0,597,-4,601,117,5137,2890,54,-47,-3243,-9214,26729,31796,6857,-56,482,6431,14032,5712,4318,4002,174,5079,1555,4099,-5066,1289,538,-6893,11456
1975:Q1,54958,41904,32369,43471,45898,3491,42407,-2507,80,-11102,-695,4429,-610,19,0,495,1882,1668,-373,197,390,0,-3460,-1672,-1788,148,-2200,3636,42,-96,13609,-18589,10407,11950,11160,1496,430,9234,-3146,-7872,1220,3506,23,-13365,-1313,18591,-1543,1949,86,-3578,9535
1975:Q2,57580,45358,33285,42329,45779,3338,42441,-3489,39,-9044,7796,2135,2284,-431,0,-659,2686,430,1633,-444,1067,0,-121,-912,791,152,-2512,3776,34,-77,6855,-6326,16840,18221,6534,-2351,811,8074,4919,-2811,2171,5559,158,799,-4032,9843,-1381,3229,606,-5216,12073
1975:Q3,65718,49031,32891,46395,46791,3346,43445,-347,-50,-13504,9887,-507,2403,21,0,19,-280,582,1086,-71,-1877,0,-783,-1036,253,44,-2213,1086,35,126,16220,-6284,23391,24461,4203,122,601,3480,656,-4587,1073,4170,-3,10584,2584,6437,-1070,1693,-17,-2746,16140
1975:Q4,68091,51327,35949,47992,47991,3410,44580,87,-86,-12043,6099,5024,-107,862,0,376,5414,1104,5103,-220,-573,0,643,-622,1265,153,-2380,3826,166,-27,-13360,5509,18142,15841,4221,-2164,758,5627,5875,637,2202,3036,271,12875,1594,-8995,2301,3045,1053,-1797,15378
1976:Q1,72271,53125,45925,53555,49778,3712,46066,3673,104,-7630,26955,432,933,560,0,1918,4985,953,4970,-176,-762,0,-1291,-56,-1235,142,-1263,3480,63,-67,18625,-1562,34585,35576,7990,1310,307,6373,5893,-5868,6019,5742,281,-7793,3583,25622,-991,3164,1082,-5237,7201
1976:Q2,72869,53100,51906,57464,51206,3891,47315,5612,646,-5558,31341,995,1613,116,0,-1778,262,-251,1182,-59,-610,0,1059,7,1052,74,-1281,1816,62,10,15129,13264,36899,37118,6370,892,502,4976,14472,3923,3779,6770,184,9192,-2375,9275,-219,3507,705,-4431,1194
1976:Q3,74029,53877,37345,59116,52929,3889,49040,5202,985,-21771,22874,9,-443,-589,0,632,-892,413,-1804,-11,510,0,495,152,343,111,-1293,2754,38,34,13365,8653,44645,44599,5620,-929,873,5676,9866,-21,2703,7184,166,7160,3384,18403,46,1836,636,-2426,16532
1976:Q4,74182,54321,33842,58029,55152,4374,50778,2630,247,-24186,4713,5206,3952,730,0,-502,4295,1025,3176,-150,244,0,2224,283,1941,214,-1320,1583,134,-9,-14813,3019,28899,28186,6624,160,803,5661,15906,3674,5478,6754,193,13251,2089,-9877,713,2048,331,-1666,20479
1977:Q1,77912,56295,46262,61856,58278,4553,53725,3706,-127,-15594,25579,-3852,-367,458,31,242,785,-17,1005,-79,-124,0,-1785,814,-2599,59,3250,1476,81,43,23065,2093,41173,47778,7631,1034,1221,5376,17019,3615,6072,7332,160,2944,1687,18337,-6605,-157,611,-7059,10033
1977:Q2,81454,60715,55212,66293,61281,5188,56093,4867,145,-11080,22783,2732,1875,847,43,147,-5548,-1052,-4681,-107,292,0,1699,890,809,135,3318,3317,55,-93,13899,357,33863,36825,6531,711,2151,3669,24780,8422,5331,11027,168,9187,-5443,1602,-2961,434,651,-4046,5502
1977:Q3,83446,64366,54933,72139,63642,5407,58235,7721,777,-17206,35527,471,1345,170,56,319,-301,-458,-208,-307,672,0,1284,1064,220,82,3187,2007,20,-36,18242,8681,52733,51621,8004,261,1634,6109,15615,3186,1451,10978,182,6204,3602,18014,1111,1107,695,-691,9433
1977:Q4,87278,63537,52679,72953,66658,5601,61057,6030,265,-20273,41617,7081,6457,772,70,-52,-205,406,-210,297,-698,0,3161,1214,1947,73,3140,2404,135,-43,-7122,25746,61890,57321,8951,-367,1664,7654,26675,6881,7360,12434,212,17131,2584,1768,4570,1355,395,2820,10857
1978:Q1,86480,64575,53505,74619,68378,5894,62484,6363,-123,-21114,37352,-5990,162,1411,55,261,-811,942,-1243,225,-735,0,-853,947,-1800,156,-106,4252,86,-25,21309,17445,58466,62303,6596,911,1325,4360,26888,10658,6971,9259,260,-782,3096,26245,-3837,-1610,1000,-3227,11070
1978:Q2,96424,69268,54544,81742,74987,6535,68452,6064,691,-27198,25227,3227,968,353,13,-104,-501,-1002,-754,461,794,0,1505,1009,496,136,-113,3324,120,-108,24760,-8353,52425,56458,9238,700,2136,6402,31265,11320,7175,12770,436,12695,-4896,7720,-4033,695,1681,-6409,14724
1978:Q3,97803,71526,62012,84889,79021,7053,71968,6242,-374,-22877,37568,1733,-148,-993,81,-234,-1437,-269,-1136,-579,547,0,1619,1155,464,-245,-122,1879,100,-82,27245,8172,60445,61812,7928,573,2179,5176,19981,3769,4019,12193,503,7412,3861,22127,-1367,208,1932,-3507,9514
1978:Q4,101455,74442,65282,90378,83244,7608,75636,7122,12,-25096,55427,10601,5139,1860,261,471,2499,451,2419,-6,-365,0,3753,1315,2438,191,-114,4003,92,39,-6397,33029,80523,81523,7554,507,2024,5023,28084,9138,8233,10713,384,25048,3940,16513,-1000,602,1023,-2625,9160
1979:Q1,103922,74737,58894,93637,87150,8051,79099,5963,524,-34743,45648,-1690,-677,4207,418,925,-294,-616,-543,591,274,0,-260,1652,-1912,440,484,5146,68,42,32156,4683,80391,82619,8839,2166,2325,4348,26986,9972,6776,10238,253,5249,5451,35841,-2227,-1670,974,-1531,15843
1979:Q2,104182,76646,72101,96088,89289,8521,80768,6850,-52,-23987,37369,-1057,-583,-1251,553,-485,2646,-292,3137,66,-265,0,2194,1605,589,520,490,6562,133,103,22430,5114,61355,74523,10524,2899,2315,5310,40517,15073,9954,15490,568,16152,-4245,11007,-13167,-3102,2188,-12253,4545
1979:Q3,104282,78247,71725,97285,93688,8876,84811,3033,565,-25560,63578,697,5097,-1496,665,-264,-6318,-872,-3969,-860,-617,0,2117,1479,638,742,521,5818,95,95,32218,23591,89138,96696,9688,3264,2644,3780,30067,12544,2727,14796,575,18407,5385,32574,-7558,-1881,2210,-7887,6522
1979:Q4,102184,79324,65750,98684,95199,8764,86436,2138,1347,-32934,44337,10992,4142,303,754,431,937,1854,-602,-770,455,0,3287,1377,1910,837,514,4330,226,110,-10294,27768,77271,84302,7237,690,2703,3844,26024,8951,9905,7168,710,24009,3184,23138,-7031,-1145,2110,-7996,13574
1980:Q1,102058,77860,41867,100226,97213,8213,89000,2475,539,-58360,30584,-1650,-1398,-906,757,-782,4638,590,658,133,3257,0,-1968,1890,-3858,960,1710,4966,156,216,32386,-8502,88943,98259,15071,6994,2119,5958,26378,7718,7540,11120,540,2747,6113,47410,-9316,1368,2075,-12759,35993
1980:Q2,90321,77266,59029,95162,93534,6898,86636,1938,-310,-36133,5619,2435,-1521,-610,675,689,-4732,-419,-4512,36,163,0,2763,2101,662,976,1914,1994,134,33,-423,1292,41752,53245,19388,5282,2877,11229,3773,-10524,6227,8070,1041,-5291,-5534,39868,-11493,884,4011,-16388,18237
1980:Q3,98761,79984,70433,88140,96254,7277,88976,-8464,350,-17707,76719,1281,1558,106,957,420,2432,-493,3774,-290,-559,0,3702,2649,1053,1105,2102,2677,96,-1,20455,39829,94426,102366,5860,-4145,2719,7286,20987,11593,-472,9866,753,8537,3219,63010,-7940,2542,2886,-13368,9551
1980:Q4,105815,85052,55132,101658,100940,8176,92764,-2280,2998,-46526,44960,351,8931,1026,1604,444,2501,-132,64,526,2043,0,5588,3075,2513,1376,2275,5945,285,25,-382,14991,91485,86371,2193,-4163,3149,3207,38918,21128,6459,11331,677,28845,1613,14125,5114,5634,2171,-2691,29920
