date,FL892150005.Q,FL712151003.Q,FL762150005.Q,FL762152005.Q,FL762151005.Q,FL752150005.Q,FL752152005.Q,FL752151005.Q,FL472150053.Q,FL512151003.Q,FL542151073.Q,FL402150005.Q,FL642151073.Q,FL662151003.Q,FL732151003.Q,FL262151005.Q,FL892050005.Q,FL102051003.Q,FL313011545.Q,FL212051003.Q,FL712051005.Q,FL762050005.Q,FL762052005.Q,FL762051005.Q,FL752050005.Q,FL752052005.Q,FL752051005.Q,FL472050053.Q,FL472052053.Q,FL472051055.Q,FL512051005.Q,FL542051075.Q,FL572051005.Q,FL222051043.Q,FL632051000.Q,FL652051003.Q,FL402050005.Q,FL402052033.Q,FL662051003.Q,FL732051003.Q,FL502051005.Q,FL262051005.Q,FL902050005.Q,FL072052006.Q,FL712151103.Q,FL632051103.Q,FL792051115.Q
2011:Q1,3698041,62171,444253,ND,ND,252430,39902,212528,0,3293,13103,1225,160811,2087152,1118,672485,3410057,23204,2636,140135,2636,222747,ND,ND,90221,3741,86480,0,0,0,3223,8967,2680,3954,498829,36772,157476,80811,1488070,58917,5884,663707,287984,0.14,0,0,0
2011:Q2,3760628,70309,427981,ND,ND,242825,33680,209145,0,3349,12858,1200,187103,2077502,1313,736188,3428699,23193,2695,134751,2695,224863,ND,ND,90366,3758,86608,18845,18845,0,2821,9275,2689,4258,506540,20233,116317,54871,1505537,61956,5885,695781,331929,0.09,0,0,0
2011:Q3,3890637,84123,423209,ND,ND,297423,31351,266072,0,3236,11836,1200,210856,2105050,1188,752516,3574385,22223,2505,132968,2505,252385,ND,ND,124034,4485,119549,10909,10909,0,2629,9632,2698,3795,539299,-8815,115474,55941,1649834,52887,18981,640442,316252,0.08,0,0,0
2011:Q4,3883531,99900,402498,ND,ND,304400,24109,280291,0,3126,12432,400,218106,2076730,1216,764723,3550867,22906,0,139417,0,242589,ND,ND,120110,3730,116380,15893,15893,0,2520,7017,2707,3311,528873,-479,112262,41139,1583056,50646,20449,699590,332664,0.07,0,0,0
2012:Q1,3958968,96671,379338,70608,308730,326731,31867,294864,0,3053,14532,0,261577,2108585,1138,767343,3514661,26299,2496,136006,2496,229180,47280,181900,152431,6992,145439,20859,20809,50,2287,9917,2628,3381,569020,14304,107156,47323,1550051,201,17992,667957,444307,0.13,0,0,0
2012:Q2,4039197,85478,400098,70678,329420,328649,24755,303894,0,1897,15279,153,281849,2143688,1052,781054,3599019,26202,2421,134541,2421,244423,53796,190627,173212,4640,168572,12940,12940,0,1640,10132,2550,3337,585063,16281,138878,47072,1575758,232,20806,648182,440178,0.16,0,0,0
2012:Q3,4079013,92743,381738,76578,305160,314915,24023,290892,0,1806,16861,0,321850,2164911,1171,783018,3711698,20661,772,140563,772,284451,53885,230566,182785,4205,178580,8580,8505,75,1729,10640,2471,3486,559907,19426,174945,51326,1608449,392,19660,672010,367315,0.14,0,0,0
2012:Q4,4129358,107188,349708,69386,280322,325022,21464,303558,0,2100,14792,0,320553,2207899,49,802047,3776233,18273,659,136133,659,302671,58084,244587,178272,2950,175322,9657,9582,75,1736,9328,2393,3561,589834,10637,150830,44010,1638171,10267,20796,692356,353125,0.16,0,0,0
2013:Q1,3980541,105457,327087,70440,256647,323555,22851,300704,0,2704,22945,218,322011,2084684,31,791849,3647783,18561,1092,141503,1092,259226,56763,202463,178741,948,177793,389,314,75,1982,5590,2498,3616,513820,21663,193608,48041,1518523,9785,21092,755003,332758,0.14,0,0,0
2013:Q2,3823245,95153,329746,69466,260280,310031,22323,287708,0,1476,23528,20,309701,2001025,30,752535,3493159,16334,1919,137145,1919,237486,53465,184021,181074,1822,179252,170,110,60,1825,6340,2603,3380,487895,18458,151275,51629,1478929,6793,21092,738522,330086,0.09,0,0,0
2013:Q3,3786537,157405,305081,64322,240759,331138,17958,313180,0,1645,23144,0,288443,1909900,30,769751,3473476,26188,2234,136580,2234,217166,48369,168797,199268,2861,196407,50,0,50,1724,6545,2708,3520,541443,18923,133421,32883,1413888,9491,21092,737002,313061,0.08,58157,54865,3292
2013:Q4,3642237,315924,269212,58340,210872,312733,18832,293901,0,1492,21473,0,255510,1768587,30,697276,3374348,22643,2550,140363,2550,215429,47012,168417,177081,1272,175809,50,0,50,1741,3382,2813,3977,556106,16687,152286,29500,1320966,7419,21810,726496,267889,0.09,197755,163295,34460
2014:Q1,3711502,341023,283104,64688,218416,356505,26378,330127,0,1137,21505,25,243382,1712628,25,752168,3410198,23186,2611,141479,2611,201776,49386,152390,200267,1746,198521,200,150,50,1837,3164,2860,3892,590115,18262,127250,45516,1273271,7246,23324,786847,301304,0.08,242069,221984,20085
2014:Q2,3754849,456501,271967,64619,207348,366496,24237,342259,0,1253,23834,0,252803,1677145,25,704825,3487938,27703,703,138679,703,202458,50798,151660,228187,1973,226214,50,0,50,1687,2954,2906,3752,650805,17038,132647,35545,1230272,9075,18702,819618,266911,0.1,339481,305531,33950
2014:Q3,3656838,410131,252669,57805,194864,375367,33711,341656,0,1109,23162,0,252401,1606312,25,735662,3404793,41545,0,132079,0,196038,45538,150500,218745,1682,217063,30,0,30,1710,2987,2952,3612,630249,13360,109290,39848,1220427,7418,19002,805349,252045,0.09,300000,294368,5632
2014:Q4,3662648,509837,236050,38687,197363,371282,27151,344131,0,1045,22502,50,265501,1547722,25,708634,3480213,50432,0,138359,0,185020,30591,154429,218131,1253,216878,30,0,30,1807,3409,2998,3845,702558,7749,162629,52773,1152749,2429,16092,831976,182435,0.12,396705,371227,25478
2015:Q1,3741700,536859,228311,28507,199804,369942,38505,331437,16,1136,22760,87,262256,1535275,42,785016,3461844,49903,0,143303,0,215025,25366,189659,199793,1048,198745,40,0,40,1707,3232,2917,3677,684889,7008,158161,42543,1138802,5465,14204,833718,279856,0.11,378490,345272,33218
2015:Q2,3674428,558167,226222,34230,191992,374806,22687,352119,16,1136,23074,0,249027,1480318,64,761598,3397932,54099,0,138817,0,208915,22439,186476,210534,1225,209309,40,0,40,1608,2968,2836,4017,698304,3964,141024,41637,1171209,7761,4817,747019,276496,0.13,392602,372152,20450
2015:Q3,3823845,641081,205919,29769,176150,375371,26916,348455,15,1294,23032,118,229063,1493738,89,854126,3550754,61040,0,134459,0,212304,19262,193042,198476,718,197758,40,0,40,1508,3405,2755,3821,763948,-5948,148996,31011,1243636,4044,8462,769808,273091,0.14,449614,414415,35199
2015:Q4,3717069,712401,196774,39406,157368,406622,26889,379733,14,1422,21995,0,219961,1368312,95,789473,3422974,64591,0,139524,0,209831,19388,190443,218513,869,217644,40,0,40,1408,2914,2673,3848,769701,-2284,182862,42380,1133265,2190,7782,686116,294095,0.24,474592,423991,50601
2016:Q1,3614200,550546,193701,39700,154001,407908,34502,373406,14,495,22060,0,219750,1366095,80,853551,3272215,56522,0,140209,0,205594,21837,183757,205821,813,205008,40,0,40,1294,3058,2653,3708,648839,70,159864,49407,1115289,3048,1752,724454,341985,0.36,303849,267679,36170
2016:Q2,3761235,543850,184103,28377,155726,429145,34828,394317,13,470,22104,0,205124,1422963,73,953390,3450591,54066,0,141711,0,215619,18478,197141,203392,814,202578,40,0,40,1242,2945,2633,4085,684945,2884,164836,45671,1197401,3284,1602,769906,310644,0.38,278809,242784,36025
2016:Q3,3901595,665045,180091,32529,147562,440754,39030,401724,0,446,22162,0,207611,1436110,76,949300,3738078,100293,0,147050,0,234413,20072,214341,204751,960,203791,40,0,40,1432,2869,2613,4254,909036,-12500,172224,58179,1204260,2372,1187,763784,163517,0.4,412523,384348,28175
2016:Q4,3811767,725210,162567,32991,129576,473342,33784,439558,12,423,22229,0,209403,1313131,66,905384,3542041,90280,0,144995,0,218498,21245,197253,193073,643,192430,40,0,40,1350,2554,2593,4865,854305,-6956,184994,48633,1112676,2163,827,735784,269726,0.54,468355,403420,64935
2017:Q1,3751149,600291,158532,30912,127620,474734,42037,432697,12,411,22279,0,215457,1359919,44,919470,3556766,81450,0,147731,0,189965,24849,165116,197113,468,196645,52,0,52,1332,2558,2680,4680,869380,-7854,207699,78413,1098909,2480,977,757614,194383,0.79,346853,328793,18060
2017:Q2,3916068,649997,162942,33854,129088,507983,39695,468288,12,396,22892,0,218920,1442250,29,910647,3775137,54700,0,148814,0,224482,16545,207937,209985,876,209109,102,0,102,1311,2428,2768,4601,983049,-7370,202306,74622,1164664,9086,952,773259,140931,1.04,398875,362815,36060
2017:Q3,3765960,556792,166891,41351,125540,538483,55811,482672,11,427,22311,0,243776,1351452,65,885752,3682342,39821,0,149925,0,188144,24984,163160,240249,534,239715,151,0,151,1338,2360,2856,4749,985058,-6756,203010,89644,1103573,8873,1077,757914,83618,1.15,316090,298480,17610
2017:Q4,3838425,563958,170428,46156,124272,552501,27961,524540,10,405,21974,0,264286,1392519,57,872287,3798152,39551,0,155435,0,222463,24422,198041,268128,909,267219,150,0,150,1398,2107,2943,4673,1028144,-18864,195579,65530,1109021,5243,2577,779604,40273,1.3,319595,288135,31460
2018:Q1,3496604,273381,156865,44116,112749,526299,46376,479923,10,307,21356,0,264571,1390912,173,862730,3589575,30983,0,148949,0,240909,24686,216223,264410,994,263416,250,0,250,1256,2033,2820,4786,836308,-32202,218728,93329,1113735,4243,947,751420,-92971,1.51,32361,22621,9740
2018:Q2,3611229,341633,157993,44206,113787,502923,31972,470951,10,236,21448,0,262081,1454977,172,869756,3704108,16497,0,153130,0,229500,21337,208163,290473,1115,289358,389,139,250,1155,2020,2698,4790,973560,-17566,192738,88677,1136123,3219,822,714560,-92879,1.82,96970,88810,8160
2018:Q3,3562891,278949,156199,47160,109039,486479,26685,459794,9,202,24150,0,291551,1485701,58,839593,3678872,13118,0,158265,0,237248,20269,216979,305206,1169,304037,191,142,49,1201,2242,2575,4733,985334,-27114,194739,72730,1164809,3715,847,631763,-115981,1.95,48430,44945,3485
2018:Q4,3971155,304012,143110,40319,102791,503611,17930,485681,9,184,24705,0,307559,1698401,12,989552,4142918,14579,0,156165,0,382794,20294,362500,319005,1199,317806,193,144,49,1349,2270,2452,4512,1057713,-18770,170629,54216,1315208,1593,2762,730464,-171763,2.27,41848,39650,2198
2019:Q1,4121763,255345,152042,48872,103170,488348,26412,461936,8,203,24195,0,338345,1689310,7,1173960,4296142,12880,0,159002,0,359429,24130,335299,364806,2068,362738,590,342,248,1712,3452,5784,3720,1034175,-22867,201556,75357,1318534,1375,3016,848978,-174379,2.41,731,720,11
2019:Q2,4322453,335372,153895,45630,108265,510751,20918,489833,8,189,23812,0,368620,1781421,7,1148378,4513086,12132,0,162000,0,376377,19032,357345,381661,393,381268,741,293,448,1795,4817,9115,3358,1211225,-31088,208870,74827,1363226,1203,3613,804041,-190633,2.38,44307,43610,697
2019:Q3,4586385,313368,180290,44544,135746,526506,19375,507131,8,162,21349,0,372825,1873705,7,1298165,4816070,11012,1,160258,202501,332339,21359,310980,402901,2111,400790,801,393,408,1715,5855,12447,11653,1230921,-38641,187092,55944,1466514,1116,4024,823562,-229685,2.04,7057,7057,0
2019:Q4,4429988,336649,167018,38661,128357,550037,19217,530820,7,169,18015,0,379346,1754978,9,1223760,4813400,13384,0,158334,255619,358488,24199,334289,379020,312,378708,818,266,552,1963,6538,15779,6807,1242633,-36865,195184,51357,1395958,2000,3238,814502,-383412,1.55,64087,46890,17197
2020:Q1,4785069,569082,191122,49058,142064,597150,25686,571464,7,215,26066,0,259783,1815918,7,1325719,5205279,26913,0,153510,262725,331258,21348,309910,327176,601,326575,782,317,465,2337,9823,16428,6635,1551256,-50730,153942,74356,1482986,2048,3562,924628,-420210,0.65,284908,284900,8
2020:Q2,4085311,232957,190497,34467,156030,498169,21925,476244,7,293,21929,0,229773,1680405,11,1231270,4473745,31246,0,166254,57952,560273,32048,528225,302198,1107,301091,750,143,607,2970,8703,17078,4198,952732,-19354,225032,53654,1282189,21796,5252,854476,-388434,0.08,950,950,0
2020:Q3,4091006,205233,179037,20522,158515,540903,18101,522802,6,326,26172,0,220254,1713213,25,1205837,4456008,28682,-1,167757,1000,498071,19902,478169,336146,1251,334895,797,191,606,3102,10894,17728,2936,1049739,-49067,206937,44524,1279048,36527,5657,860055,-365002,0.09,850,850,0
2020:Q4,4229108,216051,170900,21540,149360,544963,12329,532634,6,243,19064,0,224397,1774228,7,1279249,4647033,36991,0,171253,1000,538256,25433,512823,323660,349,323311,532,126,406,2192,8418,18377,7991,1068704,-10418,212504,31510,1322113,41370,5447,898643,-417925,0.09,9651,9651,0
2021:Q1,4059148,352177,187478,19895,167583,557480,24354,533126,6,221,17272,99,221060,1573634,116,1149605,4426232,22385,0,168247,0,294319,27584,266735,307718,1004,306714,481,125,356,2281,7874,18460,18428,1194775,8706,146811,54260,1238027,29438,3213,965069,-367084,0.07,134307,125307,9000
2021:Q2,4835642,1260925,143136,19933,123203,541986,30240,511746,5,211,18214,0,213455,1550533,75,1107102,5014497,36507,0,190925,0,300097,27349,272748,276178,111,276067,252,126,126,2543,8506,18542,23765,1714744,23876,256786,47897,1133415,15842,4066,1008453,-178855,0.08,991939,855090,136849
2021:Q3,5518196,1905171,150732,17472,133260,568387,26384,542003,0,157,20351,0,208436,1554707,109,1110146,5638742,27355,0,196468,1,287461,25735,261726,299391,271,299120,295,176,119,2273,9707,18625,14833,2263515,16466,215185,51895,1211237,30136,3939,1041855,-120546,0.08,1604881,1438940,165941
2021:Q4,5855935,2183041,161024,14763,146261,527450,11505,515945,0,120,20601,0,220111,1570366,41,1173181,6000188,26733,0,201044,0,317447,25638,291809,275875,200,275675,245,126,119,2176,10041,18707,27654,2495693,19725,209692,47360,1255380,26112,3641,1110023,-144253,0.08,1904582,1739660,164922
2022:Q1,5720748,2120984,156078,17330,138748,544470,26252,518218,0,93,23481,0,210140,1523557,81,1141864,5905428,30326,0,193784,0,298458,22522,275936,282160,472,281688,225,125,100,1431,8126,17639,20303,2376854,12098,218191,57278,1324401,17795,3875,1099762,-184680,0.2,1871970,1658070,213900
2022:Q2,6164312,2601226,168614,26317,142297,491177,20132,471045,0,126,24970,0,204287,1533638,33,1140241,6224349,25187,0,199628,0,280946,17833,263113,289438,348,289090,219,119,100,1648,6260,16572,20965,2595904,25139,277284,71650,1345487,23782,4608,1111282,-60037,1.21,2329743,2062890,266853
2022:Q3,6347229,2720433,176815,37432,139383,475764,23767,451997,0,158,32680,0,207004,1613442,34,1120899,6459593,25554,0,198124,0,307944,19773,288171,301879,268,301611,153,103,50,1777,5902,15504,34096,2743656,26723,304479,90206,1330517,29207,4389,1129689,-112364,2.56,2425910,2220590,205320
2022:Q4,6563902,2889555,185261,38971,146290,464154,11747,452407,152,238,36399,0,201278,1626107,7,1160751,6724052,30093,0,200642,0,330799,26191,304608,265273,306,264967,85,35,50,2304,4663,14437,48067,2976635,25916,252238,65920,1461523,6105,3918,1101354,-160150,4.1,2553716,2339620,214096
2023:Q1,7091080,2742659,289131,32763,256368,510074,15512,494562,68,672,35870,0,222127,2018547,44,1271888,7509705,32595,0,210208,45000,324599,22554,302045,336595,285,336310,60,10,50,1904,4821,13687,54499,3235168,34786,363080,86856,1660629,5507,4989,1181578,-418625,4.65,2375171,2230840,144331
2023:Q2,6919939,2368912,263545,31957,231588,558867,30435,528432,43,1122,38074,0,214572,2054434,4,1420366,7343900,32622,0,213032,1000,275470,15190,260280,349732,340,349392,64,14,50,1401,5368,13117,17611,3233136,41536,376616,99338,1637888,3625,4312,1137370,-423961,5.08,2034319,1905994,128325
2023:Q3,6481033,1863428,253113,31428,221685,553203,25668,527535,47,2083,38051,0,229741,2067283,3,1474081,7104329,30516,0,209623,0,271735,20814,250921,333792,323,333469,62,12,50,1121,5644,12629,53568,2948754,26193,304123,87057,1604169,2910,5077,1294413,-623296,5.33,1557569,1483950,73619
2023:Q4,6183694,1390671,244222,22853,221369,551493,14592,536901,0,2519,36063,0,218678,2110016,3,1630029,6879637,27018,0,219788,0,321581,13638,307943,335203,118,335085,54,4,50,360,5644,12164,57970,2665864,21377,272182,57860,1625768,3924,5383,1305357,-695943,5.33,1018483,968680,49803
2024:Q1,5940443,976765,245414,20067,225347,573184,24578,548606,0,2765,36497,0,218116,2280749,3,1606950,6704848,34420,0,222951,3,269615,16315,253300,365539,98,365441,53,3,50,523,5471,11806,62297,2381648,18263,327541,63461,1660363,1625,5103,1337627,-764405,5.33,594428,537773,56655
2024:Q2,6212716,1053066,284068,17804,266264,586110,24347,561763,0,3686,36897,0,222653,2379471,3,1646762,6994031,28769,-1,228857,3,288257,13881,274376,364313,86,364227,56,6,50,916,5286,11435,72802,2614859,17246,269845,66447,1708836,2025,4689,1375838,-781315,5.33,664570,618255,46315
2024:Q3,6188842,900044,283982,17262,266720,456819,30808,426011,0,3740,40270,0,241195,2507732,3,1755057,7315614,32590,2117,241574,4717,363245,14171,349074,365808,231,365577,53,3,50,1256,5487,10647,78948,2688377,16291,265082,74597,1831800,1936,4595,1401091,-1126772,5.13,465638,429784,35854
2024:Q4,5824554,888395,261812,15465,246347,436398,18656,417742,0,2133,41684,0,235098,2335980,2,1623052,7061361,44457,-1,237482,-1,337732,14996,322736,360645,58,360587,52,2,50,1029,5394,9882,94756,2620200,13651,300757,51590,1689949,2437,4091,1338848,-1236807,4.48,473460,382434,91026
2025:Q1,6406190,804604,276110,17996,258114,470359,33179,437180,0,2235,45248,0,247745,2696807,2,1863080,7778600,55375,0,242656,1301,349439,17875,331564,432864,19,432845,54,4,50,1077,5855,9205,111305,2821300,13333,316790,78255,1929974,4394,3896,1479782,-1372410,4.33,399167,348692,50475
