1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q2,8473,8473,8473,10539,10279,260,-2066,552,55,87,0,-2,-2,0,-68,-82,14,31,369,80,453,0,-373,2618,7838,7109,993,1651,4465,-1,442,287,1,-5220,-4,-5216
1975:Q3,8688,8688,8688,10656,10535,121,-1968,637,220,69,0,17,17,0,-133,-6,-127,31,279,154,471,0,-317,2605,5355,4331,891,863,2577,-1,381,249,395,-2750,-4,-2746
1975:Q4,8860,8860,8860,11277,10757,519,-2416,1387,336,55,0,31,31,0,198,62,136,157,210,400,501,0,-101,3803,5606,3413,676,919,1818,-1,122,219,1853,-1802,-5,-1797
1976:Q1,8982,8982,8982,11417,11122,294,-2435,958,276,118,0,-25,-25,0,-255,74,-329,57,-9,796,692,0,104,3393,8626,8007,973,1157,5877,1,617,292,-291,-5234,3,-5237
1976:Q2,9142,9142,9142,11725,11498,228,-2583,2046,357,211,0,9,9,0,175,136,39,58,124,1112,823,0,289,4629,9057,7695,1914,1486,4295,1,944,293,124,-4428,3,-4431
1976:Q3,9334,9334,9334,12710,11726,984,-3376,3006,568,442,0,94,94,0,157,279,-122,36,457,1252,871,0,381,6382,8804,7304,1311,1565,4428,0,745,297,458,-2422,4,-2426
1976:Q4,9558,9558,9558,12079,12422,-343,-2521,4247,746,631,0,163,163,0,635,410,225,127,726,1219,839,0,380,6768,8418,6479,1260,760,4459,-13,696,301,955,-1650,16,-1666
1977:Q1,9806,9806,9806,12955,12830,125,-3149,2452,537,461,0,171,171,0,-150,169,-319,76,29,1328,905,0,423,5601,12664,10540,1544,2798,6198,-1,1556,280,289,-7062,-3,-7059
1977:Q2,10077,10077,10077,15375,13756,1620,-5299,3915,596,540,0,192,192,0,133,237,-104,50,948,1456,950,0,506,9214,13264,12722,3019,1507,8196,0,1225,276,-959,-4050,-4,-4046
1977:Q3,10364,10364,10364,16016,14286,1730,-5652,4819,725,738,0,245,245,0,190,402,-212,18,1395,1508,993,0,515,10471,11164,10017,2160,1113,6744,-1,673,268,207,-694,-3,-691
1977:Q4,10667,10667,10667,17676,15013,2664,-7010,6072,824,898,0,289,289,0,701,550,151,127,1755,1478,1031,0,447,13082,10268,9450,1599,1014,6837,1,145,262,410,2814,-6,2820
1978:Q1,10986,10986,10986,15950,15397,553,-4964,4754,798,538,0,320,320,0,-17,497,-514,79,1583,1453,1066,0,387,9718,12918,10753,2421,2085,6247,6,534,94,1531,-3200,27,-3227
1978:Q2,11335,11335,11335,17985,17263,722,-6650,5294,808,662,0,269,269,0,421,557,-136,116,1554,1464,1130,0,334,11944,18322,16649,4933,3465,8251,9,902,165,597,-6378,31,-6409
1978:Q3,11711,11711,11711,20735,18585,2150,-9024,5554,825,972,0,142,142,0,566,710,-144,95,1481,1473,1144,0,329,14578,18048,16411,4645,2855,8911,10,1110,340,177,-3469,38,-3507
1978:Q4,12116,12116,12116,20393,19943,450,-8277,6191,842,1223,0,41,41,0,1096,841,255,86,1424,1479,1107,0,372,14468,17045,14583,3524,2104,8955,7,1039,481,935,-2577,48,-2625
1979:Q1,12541,12541,12541,22679,21207,1472,-10138,5545,754,1479,0,8,8,0,350,856,-506,62,1403,1489,1071,0,418,15683,17130,12633,3287,2363,6983,22,1920,566,1989,-1446,85,-1531
1979:Q2,12986,12986,12986,23414,22083,1330,-10427,5759,743,1462,0,-33,-33,0,700,801,-101,122,1255,1510,1041,0,469,16186,28355,25132,5131,4902,15099,22,2167,624,410,-12168,85,-12253
1979:Q3,13444,13444,13444,24832,23154,1678,-11388,5013,706,1419,0,-135,-135,0,536,666,-130,89,887,1511,1055,0,456,16401,24204,20447,4334,2044,14069,22,2160,769,806,-7802,85,-7887
1979:Q4,13913,13913,13913,23388,23117,271,-9475,4869,681,1387,0,-219,-219,0,726,564,162,216,591,1487,1108,0,379,14344,22284,15601,2980,3021,9600,51,2015,885,3732,-7940,56,-7996
1980:Q1,14388,14388,14388,22385,22287,98,-7998,1337,758,268,0,-170,-170,0,-696,-222,-474,140,488,549,950,0,-401,9335,21867,17455,460,3724,13271,58,1718,1075,1561,-12532,227,-12759
1980:Q2,14872,14872,14872,19331,20252,-921,-4459,575,737,457,0,-126,-126,0,-196,-12,-184,125,526,-948,936,0,-1884,5034,21211,16290,642,2444,13204,55,1515,898,2453,-16177,211,-16388
1980:Q3,15360,15360,15360,17681,21067,-3386,-2321,3164,683,929,0,-16,-16,0,436,511,-75,91,623,418,909,0,-491,5485,18600,15395,692,1933,12770,66,1419,457,1263,-13115,253,-13368
1980:Q4,15853,15853,15853,21598,23089,-1491,-5745,8591,652,1308,0,71,71,0,939,939,0,271,701,4649,875,0,3774,14336,16855,14048,1105,2023,10920,159,1044,103,1501,-2519,172,-2691
1981:Q1,16343,16343,16343,26575,24308,2267,-10232,7660,488,439,0,164,164,0,1614,1689,-75,100,539,4316,801,0,3515,17892,17993,18094,1899,4342,11853,66,1506,-292,-1381,-101,256,-357
1981:Q2,16827,16827,16827,27870,25543,2327,-11043,7873,530,311,0,172,172,0,1800,1825,-25,154,777,4129,739,0,3390,18916,19221,18596,4868,4627,9101,67,2256,-333,-1365,-305,258,-563
1981:Q3,17299,17299,17299,29400,25969,3431,-12101,8293,615,295,0,191,191,0,2167,2167,0,154,1372,3499,734,0,2765,20394,15351,13707,3440,2040,8227,74,1432,-437,575,5043,282,4761
1981:Q4,17762,17762,17762,28167,26261,1906,-10405,9013,688,424,0,207,207,0,2416,2441,-25,255,1848,3175,785,0,2390,19418,15483,14321,1196,107,13018,-32,852,-522,864,3935,567,3368
1982:Q1,18216,18216,18216,25466,24601,865,-7251,1770,320,511,0,-218,-218,0,1529,1529,0,189,1693,-2254,878,0,-3132,9021,19288,11621,-1276,665,12232,-140,664,30,7113,-10267,366,-10633
1982:Q2,18563,18563,18563,24392,23487,905,-5830,2278,571,558,0,-135,-135,0,1354,1379,-25,-43,1870,-1897,1110,0,-3007,8108,28246,18639,-591,2535,16695,94,2436,167,6910,-20138,162,-20300
1982:Q3,18803,18803,18803,24445,22394,2052,-5642,3618,1183,623,0,69,69,0,1005,1005,0,89,2112,-1463,919,0,-2382,9260,26053,17081,-1880,1012,17949,106,1368,509,6989,-16793,253,-17046
1982:Q4,18933,18933,18933,22682,22125,557,-3750,4071,1673,708,0,230,230,0,709,709,0,150,2306,-1705,302,0,-2007,7821,18985,10538,-2811,-946,14295,138,-40,785,7564,-11164,257,-11421
1983:Q1,18954,18954,18954,20284,22307,-2023,-1330,6523,1992,809,0,743,743,0,548,548,0,24,1956,451,-514,0,965,7853,19802,18113,-551,764,17900,125,-1705,503,2766,-11948,490,-12438
1983:Q2,19014,19014,19014,19935,22872,-2936,-921,5990,2048,928,0,724,724,0,765,765,0,-23,1913,-365,-1455,0,1090,6911,22043,17115,1385,1530,14200,110,915,486,3417,-15131,169,-15300
1983:Q3,19111,19111,19111,17025,24189,-7163,2085,7291,2175,959,0,675,675,0,1300,1300,0,35,1805,342,-1373,0,1715,5206,21012,16974,579,696,15699,134,450,444,3010,-15807,205,-16012
1983:Q4,19244,19244,19244,23748,25391,-1643,-4504,9107,2270,904,0,637,637,0,1731,1731,0,33,1721,1811,-280,0,2091,13611,23054,19125,708,593,17824,-180,267,413,3429,-9443,239,-9682
1984:Q1,19407,19407,19407,28700,26659,2041,-9293,13070,931,833,0,116,116,0,2467,2467,0,6,1990,6727,8577,0,-1850,22363,29539,26255,3954,1964,20337,89,-69,107,3157,-7176,361,-7537
1984:Q2,19599,19599,19599,29925,27910,2015,-10326,4870,1045,748,0,16,16,0,2480,2480,0,8,1883,-1310,664,0,-1974,15196,34760,32164,6155,802,25207,151,1856,171,418,-19563,131,-19694
1984:Q3,19810,19810,19810,30977,28664,2313,-11167,4273,1383,808,0,-235,-235,0,2513,2513,0,38,1615,-1849,751,0,-2600,15440,34376,28954,5050,972,22932,22,1738,331,3331,-18937,61,-18998
1984:Q4,20046,20046,20046,31087,29438,1650,-11042,4324,1686,1011,0,-439,-439,0,2546,2546,0,28,1401,-1909,1065,0,-2974,15366,30669,26291,2612,-93,23772,-76,1320,461,2673,-15303,328,-15631
1985:Q1,20289,20289,20289,32398,30469,1930,-12109,8017,2312,1270,0,-13,-13,0,1698,1698,0,16,1364,1370,2002,0,-632,20126,30990,24209,200,-77,24086,92,87,624,5978,-10864,264,-11128
1985:Q2,20547,20547,20547,32017,30829,1188,-11470,8203,2608,1586,0,20,20,0,1484,1484,0,-121,1269,1357,1863,0,-506,19673,36141,29074,3018,464,25592,1,2071,719,4276,-16467,-91,-16376
1985:Q3,20804,20804,20804,32728,31090,1638,-11924,8874,3298,1533,0,100,100,0,954,954,0,-105,1031,2063,1945,0,118,20798,29459,13187,426,155,12606,13,933,956,14370,-8661,27,-8688
1985:Q4,21060,21060,21060,33950,32593,1357,-12890,8803,6014,1111,0,166,166,0,536,536,0,-84,841,219,-275,0,494,21693,5316,3930,-1592,-2500,8022,77,-4362,1146,4525,16377,254,16123
1986:Q1,21293,21293,21293,32620,31687,934,-11328,7313,1395,780,0,671,671,0,-165,-165,0,-200,2248,2584,1850,0,734,18641,22339,18022,-452,73,18401,84,640,240,3353,-3699,132,-3831
1986:Q2,21625,21625,21625,31589,32161,-572,-9964,8189,575,538,60,583,583,0,1273,1273,0,21,2257,2882,2022,0,860,18153,19459,21686,1216,814,19656,58,-3519,312,922,-1306,131,-1437
1986:Q3,22045,22045,22045,31492,32262,-770,-9446,7508,234,306,26,522,522,0,1168,1168,0,-196,2061,3387,1903,0,1484,16954,16652,15739,528,-1708,16919,24,-1052,489,1452,302,107,195
1986:Q4,22560,22560,22560,31862,32409,-547,-9302,3074,375,84,19,241,241,0,-1583,-1583,0,-226,1458,2706,846,0,1860,12376,16886,11699,-698,-8,12405,-19,1819,632,2755,-4510,595,-5105
1987:Q1,23161,23161,23161,31422,32746,-1324,-8261,-327,244,-294,-7,-51,-51,0,-1726,-1726,0,-205,691,1021,-390,0,1411,7934,15658,16316,-42,-349,16707,136,3479,190,-4463,-7724,-16,-7708
1987:Q2,23385,23385,23385,30789,32923,-2134,-7404,-4106,194,-831,-54,-355,-355,0,-2512,-2512,0,-92,-239,-217,-1754,0,1537,3298,12923,14509,4408,867,9234,50,-1113,21,-544,-9625,114,-9739
1987:Q3,23192,23192,23192,32360,33216,-855,-9168,-3047,192,-747,-49,-394,-394,0,-2086,-2086,0,-146,-107,290,-1871,0,2161,6121,12631,13707,3226,177,10304,212,803,62,-2153,-6510,-103,-6407
1987:Q4,22551,22551,22551,33082,33024,58,-10531,2057,234,-46,1,-172,-172,0,-443,-443,0,-28,1085,1426,-1111,0,2537,12588,15253,13505,1100,1114,11291,-1170,1891,309,718,-2665,1377,-4042
1988:Q1,25247,25247,25247,33394,34156,-762,-8147,12901,1573,2268,757,-3,-3,0,2276,2276,0,-74,2264,3840,-321,0,4161,21048,27372,18721,1423,-53,17351,2,3786,518,4345,-6324,205,-6529
1988:Q2,24123,24123,24123,32315,34740,-2425,-8191,15247,1414,2046,683,101,101,0,3531,3531,0,11,3423,4038,2,0,4036,23438,28371,25606,3987,1913,19706,34,-2296,682,4345,-4932,140,-5072
1988:Q3,23709,23709,23709,32419,34648,-2229,-8710,13249,826,1171,390,182,182,0,3362,3362,0,100,3590,3628,217,0,3411,21959,29861,25101,2424,3286,19391,49,-444,809,4346,-7901,100,-8001
1988:Q4,24056,24056,24056,31079,35127,-4047,-7024,9544,764,1082,362,239,239,0,768,768,0,24,2765,3540,504,0,3036,16568,27206,15336,1458,-5081,18958,621,6003,901,4345,-10638,-306,-10332
1989:Q1,24882,24882,24882,37742,35537,2205,-12860,5516,581,771,257,337,337,0,-1215,-1215,0,-341,2170,2956,1354,0,1602,18376,19110,11254,1463,2520,7271,302,1245,1091,5218,-735,226,-961
1989:Q2,25622,25622,25622,36480,35325,1155,-10858,1290,-151,-333,-112,474,474,0,-3567,-3567,0,-396,1804,3571,2094,0,1477,12148,21755,15238,5336,1648,8254,148,-231,1382,5218,-9607,369,-9976
1989:Q3,26144,26416,26416,34739,35837,-1097,-8323,-199,-157,-334,-111,476,476,0,-3974,-3974,0,-69,1513,2457,1604,0,853,8124,19752,11846,3890,-1329,9285,-43,1422,1309,5218,-11627,125,-11752
1989:Q4,26513,26603,26603,34073,34869,-796,-7469,1430,912,1290,431,341,341,0,-3944,-3944,0,68,1299,1033,556,0,477,8899,16900,10427,2074,1710,6643,273,107,874,5219,-8000,-32,-7968
1990:Q1,26649,26649,26649,34744,34154,590,-8095,1522,931,1230,410,237,237,0,-1626,-1626,0,-71,1060,-649,-343,0,-306,9617,4304,3368,13,1404,1951,34,1359,364,-821,5313,177,5136
1990:Q2,26773,26773,26773,31893,31761,131,-5119,-355,496,578,193,164,164,0,-866,-866,0,-72,801,-1649,-1469,0,-180,4764,-178,1052,2861,-677,-1132,67,-558,82,-821,4942,243,4699
1990:Q3,26958,26958,26958,31443,30274,1170,-4485,1580,964,1290,430,105,105,0,-650,-650,0,-73,554,-1040,-1485,0,445,6065,-2340,429,1295,263,-1129,-12,-1992,56,-821,8406,97,8309
1990:Q4,27189,27189,27189,30510,29534,976,-3321,-963,-170,-430,-143,60,60,0,-952,-952,0,-26,322,376,-443,0,819,2358,-5648,-4773,-211,-167,-4395,-1275,1139,81,-820,8006,1396,6610
1991:Q1,27455,27455,27455,28121,28331,-210,-667,107,791,-934,-312,-15,-15,0,-1471,-1471,0,-73,-101,2222,742,0,1480,774,-3475,-4498,-1025,823,-4296,-84,1116,143,-152,4248,-88,4336
1991:Q2,27567,27567,27567,27700,28107,-407,-132,4649,1266,1290,431,-124,-124,0,-1325,-1325,0,58,-216,3269,1663,0,1606,4781,728,3144,1671,1181,292,45,-2892,83,348,4054,-37,4091
1991:Q3,27689,27689,27689,24817,27146,-2329,2872,-571,-751,875,292,-119,-119,0,-1322,-1322,0,58,-1080,1476,1746,0,-270,-3443,-14815,-15910,391,-127,-16174,-32,-1367,146,2348,11372,64,11308
1991:Q4,27643,27782,27782,28749,26925,1825,-967,3859,823,978,326,-5,-5,0,-910,-910,0,140,304,2203,847,0,1356,4826,-5254,-8594,-981,-534,-7079,13,2122,107,1098,10080,90,9990
1992:Q1,27699,27699,27699,27570,25848,1722,129,8290,2276,3158,1054,107,107,0,-665,-665,0,-70,1184,1246,244,0,1002,8161,-599,-7294,-1166,200,-6328,-13,3087,162,3459,8760,32,8728
1992:Q2,27808,27808,27808,28654,26281,2373,-846,5435,1168,1467,490,204,204,0,-590,-590,0,-91,2053,734,-394,0,1128,6281,-1666,-4251,3008,89,-7348,25,-1052,153,3459,7947,46,7901
1992:Q3,27967,29792,29792,28464,27052,1412,1327,8955,1880,1902,217,480,480,0,89,89,0,93,2707,1587,-665,0,2252,7628,-5205,-8151,1457,-712,-8896,-12,587,162,2209,12833,44,12789
1992:Q4,28165,28165,28165,28703,27847,856,-538,3968,52,440,564,-64,-64,0,311,311,0,-2,1144,1523,-104,0,1627,4506,2020,-6628,-562,1367,-7432,81,3691,165,4710,2487,-86,2573
1993:Q1,28344,28644,28644,29597,30284,-686,-953,7225,1386,1705,-278,312,312,0,-1660,-1660,0,104,2460,3196,388,0,2808,8178,-7775,-11972,-4463,-1059,-6450,26,3318,-411,1264,15953,-12,15965
1993:Q2,28602,28602,28602,29057,29754,-697,-454,5725,600,534,570,98,98,0,-519,-519,0,57,769,3616,684,0,2932,6179,-1742,-457,5122,24,-5602,33,-2148,-434,1264,7921,-99,8020
1993:Q3,28821,28885,28885,28404,30993,-2588,480,5708,483,-163,708,67,67,0,-361,-361,0,65,535,4374,816,0,3558,5228,-5146,-4889,271,166,-5326,42,-1138,-426,1265,10374,12,10362
1993:Q4,29027,29027,29027,32377,32507,-130,-3351,7490,763,1334,138,181,147,34,-779,-779,0,56,1155,4642,709,0,3933,10841,-160,-2639,3456,-1368,-4727,229,1449,-463,1264,11001,-200,11201
1994:Q1,29325,33473,33473,36037,31858,4179,-2564,11325,3793,1130,288,-2444,-2476,32,-1021,-1021,0,76,3979,5524,530,0,4994,13889,3874,-1209,1854,786,-3849,-6,3780,109,1200,10015,64,9951
1994:Q2,29592,29592,29592,38088,33276,4812,-8495,19684,2463,810,1944,4416,4383,33,1806,1806,0,60,3839,4346,477,0,3869,28179,11168,7176,6648,567,-39,-5,-1458,504,4951,17011,-8,17019
1994:Q3,29923,29923,29923,37046,33996,3051,-7123,15891,4153,967,229,651,619,32,256,256,0,60,4633,4942,448,0,4494,23014,12152,6099,4874,282,943,-7,789,320,4951,10863,-34,10897
1994:Q4,30273,30273,30273,36569,34721,1848,-6296,15545,1927,664,1782,2237,2204,33,909,909,0,-27,3842,4211,592,0,3619,21841,12940,3275,1941,2964,-1630,-79,4306,487,4951,8902,115,8787
1995:Q1,30708,30708,30708,37379,37633,-254,-6671,23120,5086,1624,15,2157,2008,149,-778,-778,0,-27,5800,9243,1074,0,8169,29791,18355,8939,2435,1808,4696,-44,5968,91,3401,11437,5,11432
1995:Q2,31091,31091,31091,35136,37469,-2333,-4044,16724,2340,732,1026,1056,906,150,-353,-353,0,-30,2616,9337,1043,0,8294,20768,15923,12877,5567,311,6999,-4,-459,108,3401,4845,-29,4874
1995:Q3,31429,31429,31429,33519,37619,-4100,-2090,19244,3716,1179,225,1606,1457,149,-565,-565,0,-25,4207,8901,-17,0,8918,21334,19139,13390,3160,1298,8932,-8,2206,150,3401,2195,-1,2196
1995:Q4,31716,32070,32070,37532,38169,-637,-5462,17156,2392,748,661,1075,925,150,-357,-357,0,20,2673,9944,650,0,9294,22618,20371,11151,294,2505,8352,-431,6048,202,3401,2247,452,1795
1996:Q1,31952,31952,31952,39150,38806,344,-7199,20324,4333,531,-271,1534,1431,103,-398,-398,0,-28,6081,8542,232,0,8310,27523,30787,13341,3588,2018,7735,48,9564,476,7358,-3264,155,-3419
1996:Q2,32207,32207,32207,41877,38888,2989,-9670,28522,6703,965,1052,2139,2035,104,-560,-560,0,14,9702,8507,73,0,8434,38192,36684,21790,8368,979,12443,-3,6961,578,7358,1508,-51,1559
1996:Q3,32602,32602,32602,43838,39428,4411,-11236,21855,3896,992,279,787,683,104,-189,-189,0,-11,6593,9508,447,0,9061,33091,33945,20636,13196,-2382,9822,-4,5118,837,7358,-854,24,-878
1996:Q4,32877,32877,32877,42541,41006,1534,-9664,24036,4246,1058,1142,879,775,104,-214,-214,0,121,7145,9659,225,0,9434,33700,35438,17295,4043,3066,10186,205,10154,426,7358,-1739,-85,-1654
1997:Q1,33214,33214,33214,41534,40578,956,-8320,29805,4473,3297,1097,1701,1564,137,-698,-698,0,3,7394,12538,309,0,12229,38125,46478,20841,12442,1660,6739,57,9212,1119,15249,-8353,54,-8407
1997:Q2,33579,33579,33579,43994,41931,2063,-10415,34835,6198,3018,617,746,609,137,-272,-272,0,-5,10792,13741,137,0,13604,45250,52510,27825,13967,-252,14110,30,9376,1280,13999,-7260,-11,-7249
1997:Q3,34020,34020,34020,46878,43735,3143,-12859,29694,5162,2475,1063,989,851,138,-379,-379,0,13,5609,14762,533,0,14229,42553,48727,26686,8056,6199,12431,21,7121,900,13999,-6174,214,-6388
1997:Q4,34400,34400,34400,46512,43903,2609,-12112,36682,6518,1920,892,798,661,137,-294,-294,0,-20,11289,15579,-276,0,15855,48794,49049,29194,12275,-746,17665,-69,6207,967,12750,-255,214,-469
1998:Q1,34866,34866,34866,47099,43683,3416,-12233,51726,260,9686,1766,1847,1935,-88,1889,1889,0,26,7404,28848,959,0,27889,63959,73680,40357,950,2555,36852,10,6481,1302,25530,-9720,-5,-9715
1998:Q2,35320,35320,35320,44602,44769,-167,-9282,54034,765,9186,2859,1597,1684,-87,1889,1889,0,277,4455,33006,667,0,32339,63316,78784,51857,12064,2913,36880,17,5643,-513,21780,-15468,-15,-15453
1998:Q3,35804,35804,35804,48411,47163,1249,-12607,63117,2283,10685,2125,1097,1185,-88,1890,1890,0,-11,11134,33914,950,0,32964,75724,79190,44559,7521,88,36950,7,11518,2576,20530,-3466,-88,-3378
1998:Q4,36343,36343,36343,48783,46710,2073,-12440,53747,2803,11186,2917,847,935,-88,1888,1888,0,-253,5224,29135,471,0,28664,66187,77511,45917,4995,3874,37048,-109,6668,755,24280,-11324,334,-11658
1999:Q1,36941,36941,36941,51055,48271,2784,-14114,45835,-1244,12763,1940,-731,-699,-32,-436,-436,0,-17,7949,25611,261,0,25350,59949,68040,45384,11086,1926,32372,86,6765,-112,15917,-8091,200,-8291
1999:Q2,37524,37524,37524,51246,50453,794,-13723,39792,31,13012,214,-480,-449,-31,-592,-592,0,5,10328,17274,423,0,16851,53515,76507,40504,7477,2543,30484,-4,9444,5646,20917,-22992,94,-23086
1999:Q3,38091,38504,38504,51248,52075,-827,-12744,49882,2541,13763,1310,20,52,-32,-592,-592,0,-6,11908,20938,588,0,20350,62626,81530,52826,14738,1571,36517,62,9560,666,18416,-18904,119,-19023
1999:Q4,38761,38761,38761,54297,53426,871,-15536,49538,3779,13513,4671,269,301,-32,-592,-592,0,5,9229,18664,-186,0,18850,65074,88355,58553,16295,3505,38753,-43,8700,2728,18417,-23282,130,-23412
2000:Q1,39562,39562,39562,50383,53425,-3041,-10821,64117,7124,18018,479,433,496,-63,-163,-163,0,15,16170,22041,198,0,21843,74938,82271,44002,8621,3766,31615,-22,10068,5913,22310,-7333,-255,-7078
2000:Q2,40304,40304,40304,59349,55997,3352,-19045,70150,4610,18518,275,183,246,-63,-164,-164,0,-28,21401,25355,287,0,25068,89195,98386,63519,24352,2830,36337,32,13215,2810,18810,-9191,247,-9438
2000:Q3,40992,40992,40992,57881,56707,1175,-16890,58347,-401,16018,3532,933,996,-63,-163,-163,0,9,17050,21369,127,0,21242,75237,69515,37684,5585,1219,30880,108,10261,-1199,22661,5721,-86,5807
2000:Q4,41650,41650,41650,59806,57064,2742,-18156,54144,-2908,15517,4399,1182,1245,-63,-163,-163,0,39,14971,21107,-711,0,21818,72300,84717,50701,11866,3107,35728,-239,7968,4127,22160,-12417,192,-12609
2001:Q1,42338,42338,42338,55243,54992,251,-12905,41302,5218,2535,2973,1432,1167,265,842,842,0,-48,-37,28387,420,0,27967,54207,50123,36567,12072,-1327,25821,35,-392,123,13790,4085,-148,4233
2001:Q2,42981,43681,43681,53423,54294,-871,-9743,43233,3959,2284,1620,1182,917,265,839,839,0,478,542,32329,513,0,31816,52976,58932,46566,13362,3149,30055,4,-1743,315,13790,-5956,-21,-5935
2001:Q3,43490,44106,44106,55704,56158,-454,-11597,32793,-2303,1284,1678,430,166,264,841,841,0,14,973,29876,1709,0,28167,44390,50778,36640,8822,-5352,33170,35,-1687,2000,13790,-6388,108,-6496
2001:Q4,43944,43944,43944,53645,56586,-2941,-9700,39557,-6079,1035,3317,682,417,265,841,841,0,7,293,39461,145,0,39316,49257,58485,44003,9260,227,34516,12,-931,1611,13790,-9228,-62,-9166
2002:Q1,43801,43801,43801,25958,25199,759,17843,17803,696,3613,-750,-32,2,-34,-158,-158,0,-2,4659,9777,862,0,8915,-40,46993,35691,3824,1525,30342,12,5861,749,4680,-47034,38,-47072
2002:Q2,44318,44318,44318,69262,70609,-1347,-24944,20364,678,3614,1010,-32,2,-34,-157,-157,0,14,4749,10488,1307,0,9181,45308,53610,42843,8333,2754,31756,-44,5890,241,4680,-8302,99,-8401
2002:Q3,44861,44861,44861,71883,71735,149,-27022,17924,673,3613,-1646,-32,2,-34,-156,-156,0,24,4750,10698,1518,0,9180,44947,50440,38599,6074,791,31734,-32,6952,240,4681,-5494,64,-5558
2002:Q4,45496,45496,45496,64281,63554,727,-18785,22557,672,3614,3730,-32,2,-34,-159,-159,0,17,4749,9966,785,0,9181,41342,52000,40221,5450,3052,31719,168,6690,241,4680,-10658,67,-10725
2003:Q1,46064,46064,46064,27954,26738,1216,18110,12108,1531,11168,573,344,514,-170,29,29,0,41,-6282,4704,1652,0,3052,-6002,18621,16434,512,-159,16081,-45,-3488,-127,5847,-24623,21,-24644
2003:Q2,46412,46412,46412,75793,76217,-425,-29381,12075,1520,11167,573,344,514,-170,30,30,0,20,-6283,4704,1104,0,3600,41456,16601,19620,4031,-427,16016,-4,-8734,-128,5847,24854,44,24810
2003:Q3,46905,46905,46905,75429,75259,170,-28524,12085,1522,11168,574,344,514,-170,30,30,0,60,-6282,4669,1801,0,2868,40609,15748,17470,3063,-1616,16023,-53,-7389,-127,5847,24861,5,24856
2003:Q4,47589,47589,47589,63881,63283,598,-16292,12062,1516,11167,573,344,514,-170,28,28,0,472,-6283,4245,155,0,4090,28354,20247,21280,2764,2499,16017,-184,-6568,-128,5847,8107,135,7972
2004:Q1,48454,48454,48454,30798,28766,2032,17656,82172,10539,12998,618,1740,1325,415,1138,1138,0,93,6660,48386,1392,0,46994,64516,94460,65396,12821,4256,48319,10,9773,2089,17192,-29943,-9,-29934
2004:Q2,49367,49367,49367,84427,79135,5292,-35060,82142,10451,12927,768,1740,1325,415,1139,1139,0,6,6660,48451,1366,0,47085,117202,84968,62482,7955,-2867,57394,-48,3254,2088,17192,32234,-133,32367
2004:Q3,50321,55349,55349,85354,82246,3108,-30004,82174,463,22926,768,1740,1325,415,1137,1137,0,-8,6659,48489,1534,0,46955,112178,85496,61930,6713,-2233,57450,-17,4303,2088,17192,26683,-43,26726
2004:Q4,51443,51443,51443,70020,67241,2779,-18577,82182,5465,17927,769,1740,1325,415,1138,1138,0,-47,6660,48530,280,0,48250,100759,89748,64156,5464,1246,57446,-41,6352,2089,17192,11011,74,10937
2005:Q1,52596,52596,52596,26592,24997,1595,26004,97933,-859,25874,611,1520,1495,25,1336,1336,0,44,16651,52756,887,0,51869,71929,130648,75320,36153,-5103,44270,26,17459,2169,35674,-58720,232,-58952
2005:Q2,53723,53723,53723,91479,90533,945,-37755,97962,-851,25875,611,1520,1495,25,1337,1337,0,-202,16652,53020,1041,0,51979,135717,134930,86908,41401,1190,44317,-50,10228,2169,35675,787,-9,796
2005:Q3,55028,66654,66654,94544,93443,1101,-27890,98043,-822,25874,611,1521,1495,26,1337,1337,0,72,16651,52799,2577,0,50222,125933,134438,86341,40935,962,44444,11,10243,2169,35674,-8504,-140,-8364
2005:Q4,56342,57784,57784,82610,79862,2748,-24826,98081,9191,15874,611,1519,1495,24,1336,1336,0,1,16652,52897,1021,0,51876,122907,139557,89977,39400,6075,44502,14,11723,2169,35674,-16651,-25,-16626
2006:Q1,57494,57494,57494,37455,34686,2769,20039,113643,8653,15072,794,368,39,329,-385,-385,0,6,9988,79147,992,0,78155,93604,144121,98940,26316,1858,70766,21,6756,2252,36152,-50517,-69,-50448
2006:Q2,58543,58543,58543,101327,100706,621,-42784,113692,8671,15072,794,368,39,329,-386,-386,0,20,9988,79165,1451,0,77714,156476,146970,107219,30993,5391,70835,-62,1409,2252,36152,9506,-669,10175
2006:Q3,59519,59519,59519,99260,98239,1021,-39742,113684,8667,15072,794,368,39,329,-387,-387,0,96,9988,79086,1367,0,77719,153426,144095,102361,29649,1897,70815,29,3300,2253,36152,9331,-207,9538
