1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017:Q1,3563052,126949,1098909,539072,11544,143078,287930,19615,76905,388731,0,105728,0,1303663,1122611,204004,-22952,3937901,3348499,1359919,129718,941638,108637,833001,10330,35265,3917,867712,484410,601991,-218689,589402,98415,92367,69518,329102,0,361703,175,145418,0,114,35737,89099,91160
2017:Q2,3716335,120284,1164664,561004,11765,164612,288666,21081,74880,396433,0,126244,0,1347706,1154558,203591,-10443,4098630,3500130,1442250,165819,944694,113473,831221,11275,32156,4079,899857,501621,594184,-195948,598500,114992,104136,68665,310707,0,354469,171,143179,0,112,35022,87317,88668
2017:Q3,3628267,119526,1103573,532525,11563,149038,283656,17188,71080,400214,0,134122,0,1338307,1155530,210957,-28180,4000939,3404838,1351452,175522,926413,120678,805735,11077,34556,4781,901037,515685,609054,-223702,596101,125090,107309,70024,293678,0,366911,177,148375,0,116,36251,90382,91610
2017:Q4,3572691,118959,1109021,516215,9142,136275,265480,26573,78745,435148,0,123874,0,1269474,1110900,232007,-73433,3953370,3350747,1392519,185668,880581,120154,760427,13002,44568,2349,832060,475574,641712,-285226,602623,129099,134005,68693,270826,0,340243,165,137224,0,108,33617,83813,85316
2018:Q1,3617734,124613,1113735,511105,15231,122712,272986,25644,74532,440270,0,123093,0,1304918,1161375,233395,-89852,4018440,3391206,1390912,175594,884755,122685,762070,11607,42898,2645,882795,526617,628413,-272235,627234,132004,122741,74190,298299,0,387902,188,156146,0,123,38325,95553,97567
2018:Q2,3665854,115342,1136123,541864,13106,164694,265597,23044,75423,428893,0,132223,0,1311409,1165055,215785,-69431,4058413,3448004,1454977,167352,880009,125327,754682,10400,38037,3173,894056,527653,601761,-235358,610409,126581,121388,76522,285918,0,385531,186,155055,0,122,38091,94968,97109
2018:Q3,3711484,112503,1164809,530844,16625,138529,281858,22017,71815,432824,0,158944,0,1311560,1161253,214246,-63939,4109114,3488569,1485701,175898,876268,115931,760337,9885,33899,3750,903168,516964,619365,-233161,620545,119947,124665,78728,297205,0,397390,192,160020,0,126,39263,97890,99899
2018:Q4,3811421,126243,1315208,653277,11281,255063,297938,20629,68366,421917,0,96473,0,1198303,1055862,181978,-39537,4184599,3588665,1698401,184003,882692,124309,758383,8444,16787,3785,794553,452497,584500,-242444,595934,102903,94712,78230,320089,0,344821,167,140565,0,109,34069,84940,84971
2019:Q1,3837394,108791,1318534,658467,13743,252870,303726,16330,71798,391973,0,100193,0,1259436,1122292,201817,-64673,4222185,3616040,1689310,181887,871802,121783,750019,10141,14911,4446,843543,482592,624626,-263675,606145,109329,133458,78405,284953,0,358571,173,145024,0,113,35427,88327,89507
2019:Q2,3964453,118901,1363226,682225,11798,280077,296873,18242,75235,406130,0,115716,0,1278255,1132937,219465,-74147,4373041,3735413,1781421,205851,880983,123370,757613,11411,15024,5169,835554,477512,629669,-271627,637628,114867,156757,78396,287608,0,358805,174,144999,0,113,35450,88385,89684
2019:Q3,4062501,119011,1466514,675339,13599,242590,319996,20251,78903,421345,0,123586,0,1256706,1125130,227736,-96160,4494091,3826968,1873705,183332,914205,125741,788464,12668,15484,4897,822677,474093,613404,-264820,667123,117107,177868,80594,291554,0,359090,174,144200,0,114,35479,88455,90668
2019:Q4,3941772,125234,1395958,644877,8370,227675,321380,16315,71137,431085,0,110277,0,1234341,1101867,230643,-98169,4390557,3701434,1754978,173984,906079,122043,784036,14024,15777,3254,833338,473134,613138,-252934,689123,128365,216977,83475,260306,0,359968,174,144506,0,114,35565,88672,90937
2020:Q1,4216858,161986,1482986,733187,20513,241108,383672,13558,74336,568907,0,79198,0,1190594,1038493,220544,-68443,4626248,3964018,1815918,256907,1113985,184614,929371,11600,20135,4585,740888,466820,661725,-387657,662230,93691,147593,84809,336137,0,408155,197,163851,0,129,40326,100542,103110
2020:Q2,3999168,138968,1282189,739182,12792,305105,344775,8538,67972,493023,0,109155,0,1236651,1121750,231683,-116782,4449625,3740651,1680405,179726,1033674,124450,909224,13556,17807,6709,808774,492511,628625,-312362,708974,127377,213320,88453,279824,0,448599,217,180087,0,142,44322,110504,113327
2020:Q3,4024563,133937,1279048,675357,10795,227271,360689,10274,66328,560277,0,140153,0,1235791,1115164,238108,-117481,4495236,3767469,1713213,165438,995592,118748,876844,14412,16729,6403,855682,517163,632786,-294267,727767,130008,247352,87085,263322,0,479533,232,192505,0,152,47379,118124,121141
2020:Q4,4198807,138428,1322113,655455,7958,211955,372182,6615,56745,664276,0,137500,0,1281035,1152081,250967,-122013,4706135,3930195,1774228,183886,1037010,132254,904756,14598,18542,6278,895653,522686,662822,-289855,775940,140295,300971,90334,244340,0,522985,253,209948,0,165,51672,128828,132119
2021:Q1,4245145,136850,1238027,530737,8886,130587,325212,8640,57412,779482,0,146514,0,1413535,1297311,258283,-142059,4768794,3964662,1573634,196343,1064100,139412,924688,14924,19683,7067,1088911,683721,650436,-245246,804132,139730,320868,93779,249755,0,662332,320,265888,0,209,65439,163153,167323
2021:Q2,4289165,132606,1133415,548823,11363,157157,305617,10508,64178,821352,0,145590,0,1507379,1380527,263569,-136717,4853604,4001043,1550533,204512,1097246,151993,945253,14535,15913,7738,1110566,694665,686239,-270338,852561,149897,364567,97975,240122,0,634918,307,254883,0,201,62731,156401,160395
2021:Q3,4392226,137145,1211237,542767,13689,141750,307721,11854,67753,818668,0,115094,0,1567315,1468597,287728,-189010,4992869,4098426,1554707,214638,1160614,165346,995268,15280,17564,8833,1126790,739693,695881,-308784,894443,176723,377537,99623,240560,0,640951,310,257305,0,203,63327,157887,161919
2021:Q4,4380278,140673,1255380,547410,16319,199700,262403,12457,56531,840033,0,105598,0,1491184,1342692,290470,-141978,4993014,4083458,1570366,217713,1182095,171295,1010800,15632,22437,6773,1068442,656935,712700,-301193,909556,167622,428354,106104,207476,0,564882,31,216990,3305,218,58328,128288,157722
2022:Q1,4572680,146641,1324401,535452,22237,227898,222435,10824,52058,855467,0,75615,0,1635104,1497043,323822,-185761,5160658,4294351,1523557,260836,1311746,168311,1143435,14435,21930,6401,1155446,728767,756215,-329536,866307,136906,401356,94934,233111,0,640714,314,241518,4239,221,66575,161299,166548
2022:Q2,4432482,150050,1345487,545598,15634,216847,250679,9956,52482,821227,0,8013,0,1562107,1423779,353312,-214984,4994955,4156371,1533638,249244,1264590,177202,1087388,13681,19262,6946,1069010,660919,709446,-301355,838584,111548,321038,93891,312107,0,615717,492,247259,4377,187,60907,169565,132930
2022:Q3,4424155,153198,1330517,602260,23408,226282,276217,14643,61710,806810,0,47726,0,1483644,1336504,389274,-242134,5010445,4143807,1613442,223595,1202789,177739,1025050,14395,19586,6717,1063283,643153,685564,-265434,866638,105931,292044,97500,371163,0,625148,369,277006,4579,144,55714,144458,142878
2022:Q4,4373062,148840,1461523,613253,19008,215874,313952,11887,52532,661462,0,47635,0,1440349,1296545,396809,-253005,4989457,4082941,1626107,236100,1138699,180411,958288,15047,20028,3878,1043082,624178,805745,-386841,906516,116996,334148,109761,345611,0,535348,111,254057,3793,134,49613,122630,105010
2023:Q1,4803777,132702,1660629,784334,28288,327564,357683,10827,59972,643656,0,76095,0,1506361,1369527,397502,-260668,5416540,4501526,2018547,229311,1102615,176706,925909,14839,19109,4383,1112722,670067,821741,-379086,915014,126086,353169,117800,317959,0,630370,185,286065,2377,129,54480,159166,127968
2023:Q2,4809159,136767,1637888,786956,28983,301323,373481,15255,67914,638445,0,107845,0,1501258,1363897,405802,-268441,5434082,4504411,2054434,211194,1088074,162654,925420,15077,22799,5023,1107810,668026,818146,-378362,929671,121912,389605,120083,298071,0,643506,207,276621,3219,275,56754,168187,138243
2023:Q3,4757062,130134,1604169,817276,24731,312371,386972,14886,78316,635416,0,84661,0,1485406,1330100,400916,-245610,5362977,4449712,2067283,221033,1036762,172304,864458,14351,21440,5279,1083564,644662,836876,-397974,913265,119897,363950,120972,308446,0,645545,148,280975,2532,162,56709,166643,138376
2023:Q4,4875773,128330,1625768,853623,19645,328712,424042,13308,67916,651439,0,116104,0,1500509,1360511,400487,-260489,5506955,4568161,2110016,236247,1062198,179418,882780,14575,18456,3984,1122685,684259,835687,-397261,938794,132622,421345,123829,260998,0,674460,91,276433,2783,178,60578,167334,167063
2024:Q1,5144981,126794,1660363,940747,24904,390499,431991,15215,78138,688497,0,116797,0,1611783,1475206,500738,-364161,5808857,4830219,2280749,251019,1065376,178898,886478,15451,21266,4999,1191359,734091,867940,-410672,978638,148473,478252,128540,223373,0,709325,143,312247,2031,192,68991,187826,137895
2024:Q2,5169437,119578,1708836,963214,23290,358565,482623,17802,80934,691199,0,131325,0,1555285,1431517,439291,-315523,5847639,4851097,2379471,259133,1040838,154016,886822,16505,19004,5515,1130631,688959,855340,-413668,996542,157054,498790,128027,212671,0,742545,120,314388,2069,263,71552,195497,158656
2024:Q3,5508286,125655,1831800,1025133,37747,391555,511385,15913,68533,704398,0,156353,0,1664947,1528123,469214,-332390,6213792,5177843,2507732,327226,1122487,157471,965016,16735,21751,6321,1175591,721369,898377,-444155,1035949,166455,543014,131877,194603,0,747185,79,307039,3359,264,88391,185895,162158
2024:Q4,5269635,127428,1689949,1028706,32025,454199,461769,15256,65457,753198,0,143212,0,1527142,1341157,469248,-283263,6067484,4928151,2335980,327339,1091472,350336,741136,17072,23055,5365,1127868,619714,879653,-371499,1139333,197533,567066,140600,234134,0,674737,183,270034,1926,186,78180,148242,175986
2025:Q1,5759302,127811,1929974,1173493,32836,487564,566398,17098,69597,763781,0,148664,0,1615579,1436940,486684,-308045,6493790,5400650,2696807,358264,1179665,400959,778706,16369,26561,5456,1117528,643586,934714,-460772,1093140,185980,531749,152149,223262,0,730147,83,257659,4296,264,94529,205419,167897
