1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q2,536711,20759,18564,67,2128,5234,1025,2059,120772,1499,64852,9546,756,0,0,0,8790,40898,3977,0,0,0,0,3977,375726,111704,2736,209618,51668,11,1744,278,1901,0,0,7202,505405,500904,2611,1957,287,-1426,1793,145885,322171,2352,4457,2763,1694,6783,624,16021,0,16021,4501,4501,0,0,ND
1966:Q3,537812,20418,18070,121,2227,5830,735,2300,121216,1562,65036,8786,844,0,0,0,7942,41710,4122,0,0,0,0,4122,375941,108707,2696,212531,52007,12,1646,284,1926,0,0,7504,505632,502072,5302,1647,979,-351,3027,139268,324352,2600,4417,2723,1694,7175,613,18345,0,18345,3560,3560,0,0,ND
1966:Q4,549684,22341,19794,167,2380,5450,1037,2461,123936,1703,67624,9073,857,0,0,0,8216,41255,4281,0,0,0,0,4281,384056,114609,2882,214415,52150,12,1701,291,1939,0,0,6460,518271,513056,5785,2510,173,-934,4036,148892,329201,2824,4605,2911,1694,6935,731,14083,0,14083,5215,5215,0,0,ND
1967:Q1,554903,21166,18619,214,2333,5970,1491,3200,130538,2360,69590,9819,1006,0,0,0,8813,43648,5121,0,0,0,0,5121,382185,111685,2963,215551,51986,13,1845,309,1965,0,0,6221,523069,518060,2699,1260,29,-2002,3412,142116,342349,3600,4890,2993,1897,5175,897,16334,0,16334,5009,5009,0,0,ND
1967:Q2,568380,21904,19505,259,2140,4854,1926,3874,132439,2552,65673,10977,1073,0,0,0,9904,47121,6116,0,0,0,0,6116,392552,116515,3305,219070,53662,13,1907,328,1977,0,0,6606,535514,531011,3451,1345,53,-1113,3166,144689,353308,4411,5258,3338,1920,4302,558,15034,0,15034,4503,4503,0,0,ND
1967:Q3,585274,22394,20039,200,2155,6252,1318,3900,141977,2816,72743,11219,1081,0,0,0,10138,48288,6911,0,0,0,0,6911,397437,115209,3317,223980,54931,14,2021,348,1983,0,0,7630,553144,547756,5539,1235,171,74,4059,148972,361247,4700,5305,3350,1955,4122,639,17232,0,17232,5388,5388,0,0,ND
1967:Q4,613547,23241,21092,135,2014,5931,1432,3919,147416,2650,75149,12302,1093,0,0,0,11209,50225,7090,0,0,0,0,7090,418769,131054,3454,228438,55823,15,2041,370,1993,0,0,8420,571717,566527,6763,2483,141,-102,4241,160896,368674,4979,5451,3488,1963,4386,647,14731,0,14731,5190,5190,0,0,ND
1968:Q1,608543,23279,21232,159,1888,6250,1303,4317,150025,2935,74850,13107,1326,0,0,0,11781,51561,7572,0,0,0,0,7572,410912,119693,3469,231724,56026,16,1967,392,2029,0,0,8053,574794,569001,6421,1344,1390,-1233,4920,150756,377180,5700,5466,3503,1963,4269,660,18549,0,18549,5793,5793,0,0,ND
1968:Q2,621116,23607,21462,186,1959,5190,1400,4685,148398,2620,71972,13050,1449,0,0,0,11601,52840,7916,0,0,0,0,7916,424568,126317,3429,236391,58431,17,2083,416,2043,0,0,8709,587386,580685,9157,1938,292,725,6202,155115,381174,6530,5602,3463,2139,4889,562,17656,0,17656,6701,6701,0,0,ND
1968:Q3,641375,24721,22413,218,2090,6660,1253,5647,156075,3025,75546,13586,1521,0,0,0,12065,55648,8270,0,0,0,0,8270,432151,126479,3462,241452,60758,18,2096,442,2020,0,0,10292,607750,600891,11430,1770,1565,991,7104,160116,390575,7000,5718,3496,2222,5026,664,20362,0,20362,6859,6859,0,0,ND
1968:Q4,665012,24130,21859,223,2048,7195,1383,6632,161380,2606,77213,13920,1523,0,0,0,12397,58842,8799,0,0,0,0,8799,450420,137361,3542,246769,62748,19,2131,469,2033,0,0,9220,627975,623428,11036,3482,188,1327,6039,173076,400659,7467,5799,3578,2221,5259,620,19512,0,19512,4547,4547,0,0,ND
1969:Q1,661975,24390,22066,275,2049,6490,1244,7010,157368,2919,72145,14118,1690,0,0,0,12428,59034,9152,0,0,0,0,9152,453544,135529,3571,250915,63529,20,2137,498,2083,0,0,7191,625397,620533,13426,2034,997,774,9621,158410,402550,9300,5704,3607,2097,5331,774,25038,100,24938,4864,3964,900,0,ND
1969:Q2,675705,23241,20808,317,2116,6258,1278,7308,153307,3069,66693,14464,1761,0,0,0,12703,60358,8723,0,0,0,0,8723,469921,143558,3904,256372,66087,21,2189,529,2110,0,0,9543,638885,633457,19464,1472,1049,3674,13269,165339,402124,11144,5952,3943,2009,6413,618,22403,200,22203,5428,3628,1800,0,ND
1969:Q3,678008,25646,22508,355,2783,6950,891,8683,151009,3145,65293,13944,1720,0,0,0,12224,60005,8622,0,0,0,0,8622,473017,140349,4186,261387,67095,23,2223,561,2110,0,0,6895,642902,636209,16422,2313,1526,2384,10199,162251,396218,13000,6242,4227,2015,7940,738,33398,300,33098,6693,3993,2700,0,ND
1969:Q4,693113,25346,22085,400,2861,7320,1041,10107,151588,3021,65538,14741,1614,0,0,0,13127,59476,8812,0,0,0,0,8812,485479,149431,4361,263880,67807,24,2303,595,2147,0,0,7163,656910,649799,18844,3440,183,1979,13242,177739,397481,14690,6442,4405,2037,9289,704,24610,400,24210,7111,3511,3600,0,ND
1970:Q1,685278,25683,22568,479,2636,6940,986,10893,150307,2965,61050,15638,1685,0,0,0,13953,60463,10191,0,0,0,0,10191,478159,141703,4282,265252,66922,26,2349,632,2239,0,0,7064,650876,642350,17898,2237,1554,2062,12045,161062,400903,15200,6385,4325,2060,9745,1143,30014,500,29514,8526,4026,4500,0,ND
1970:Q2,701386,25032,21991,521,2520,7090,1333,11412,154631,3221,60310,16209,1809,0,0,0,14400,63193,11698,0,0,0,0,11698,489075,147702,4778,268173,68422,27,2174,671,2271,0,0,7670,665496,657053,17823,2562,330,3527,11404,168495,412415,15666,6919,4826,2093,10236,857,24642,600,24042,8443,3043,5400,0,ND
1970:Q3,722464,27133,23938,452,2743,7260,1339,14007,164601,3762,65415,17789,2020,0,0,0,15769,65973,11662,0,0,0,0,11662,496760,149396,4678,272836,69850,29,2429,712,2290,0,0,5904,688629,678064,17205,2313,853,3844,10195,167739,432405,16100,6835,4725,2110,10525,1044,26211,800,25411,10565,3365,7200,0,ND
1970:Q4,753092,27461,24150,656,2655,7047,2330,16468,178416,4064,71287,20809,2297,0,0,0,18512,69957,12299,0,0,0,0,12299,509160,155752,5646,277693,70069,31,2624,755,2309,0,0,6491,720945,707126,15134,4261,335,3302,7236,182893,450075,16615,7838,5703,2135,10615,1062,22894,1000,21894,13819,4819,9000,0,ND
1971:Q1,771469,28639,25932,419,2288,7230,3425,17143,188785,4517,72198,22329,2571,0,0,0,19758,74455,15286,0,0,0,0,15286,511075,151965,5738,282965,70407,32,2863,803,2346,0,0,9128,739922,724640,12288,2550,391,5302,4045,168336,478845,18500,8346,5796,2550,9690,1315,27320,1100,26220,15282,5382,9900,0,ND
1971:Q2,796901,27232,24550,508,2174,7634,2112,16677,195257,4246,71042,25733,2813,0,0,0,22920,77723,16513,0,0,0,0,16513,530564,159158,6116,291831,73459,34,2925,852,2331,0,0,11283,764831,748648,12105,2549,446,6452,2658,179071,495552,20406,8815,6177,2638,7241,860,24598,1200,23398,16183,5383,10800,0,ND
1971:Q3,816954,28937,25424,810,2703,8100,1450,18797,197227,4359,68370,26810,3163,0,0,0,23647,79855,17833,0,0,0,0,17833,545077,159267,6518,302928,76364,37,3033,903,2334,0,0,11059,785695,767902,10914,2527,382,5037,2968,176879,509940,22300,9358,6583,2775,7637,993,29881,1400,28481,17793,5193,12600,0,ND
1971:Q4,854277,32624,27788,1764,3072,7541,1789,20927,208555,4505,74124,28569,3225,0,0,0,25344,82960,18397,0,0,0,0,18397,564425,166312,6311,312799,79003,39,3215,959,2360,0,0,11843,821263,802513,9890,4343,39,3208,2300,195933,528641,24214,9364,6374,2990,7936,1080,25455,1500,23955,18750,5250,13500,0,ND
1972:Q1,876717,36024,28471,4301,3252,8050,2008,22077,213208,3873,72140,30672,3473,0,0,0,27199,85581,20942,0,0,0,0,20942,576094,166796,6388,322630,80280,41,3474,1018,2470,0,0,12253,843793,824337,6414,2673,1030,581,2130,189927,552565,27505,9938,6452,3486,5992,1054,30942,1600,29342,19456,5056,14400,0,ND
1972:Q2,907094,36224,27482,5799,2943,6799,1746,21923,214916,3698,69280,32147,3715,0,0,0,28432,87384,22407,0,0,0,0,22407,603406,176436,5655,336533,84782,44,3614,1080,2493,0,0,14849,874666,853984,8686,3299,130,2992,2265,195032,572541,30701,9335,5712,3623,6075,749,30865,1700,29165,20682,5382,15300,0,ND
1972:Q3,935909,37717,26692,7247,3778,8840,1444,24990,217903,3443,69176,33164,3902,0,0,0,29262,89570,22550,0,0,0,0,22550,624270,179041,5282,351594,88353,46,3778,1147,2507,0,0,13267,904112,881590,7680,3742,842,874,2222,198995,592926,32215,9094,5334,3760,6736,894,33050,1900,31150,22522,5422,17100,0,ND
1972:Q4,979593,33654,25647,3793,4214,8648,1548,27459,228547,4265,75648,35791,4313,0,0,0,31478,90567,22276,0,0,0,0,22276,657081,193495,5518,365919,92149,49,4045,1217,2549,0,0,14796,948794,924393,7331,3974,1981,-737,2113,218896,612961,34102,9701,5574,4127,7979,906,32517,2100,30417,24401,5501,18900,0,ND
1973:Q1,1008037,37578,26873,5914,4791,8889,1291,29596,223381,2965,69722,36767,7319,0,0,0,29448,91383,22544,0,0,0,0,22544,683824,204139,5487,378156,96042,52,4016,1292,2750,0,0,15368,974029,950594,6991,2121,2028,866,1976,204649,643325,39487,9601,5542,4059,8420,1242,36879,2100,34779,23435,4535,18900,0,ND
1973:Q2,1043935,37456,24818,7592,5046,7666,1453,29555,223122,2619,65666,40218,7946,0,0,0,32272,92499,22120,0,0,0,0,22120,718288,216707,5790,394407,101384,55,3965,1372,2828,0,0,18175,1007236,983823,7725,2048,1770,1582,2325,209940,661790,42602,9806,5847,3959,11145,918,39897,2200,37697,23413,3613,19800,0,ND
1973:Q3,1071023,43243,30962,7341,4940,9671,1178,30700,221819,3362,61875,42948,7899,0,0,0,35049,93251,20383,0,0,0,0,20383,742563,221984,6536,408615,105428,59,4208,1455,2918,0,0,13209,1031933,1008704,12224,3036,4522,2749,1917,205582,676143,45825,10542,6602,3940,14298,1024,43066,2150,40916,23229,3879,19350,0,ND
1973:Q4,1107125,41003,27060,8175,5768,10688,1745,32929,229915,3525,65168,45406,7727,0,0,0,37679,96245,19571,0,0,0,0,19571,763884,230352,7114,418276,108142,62,4041,1545,2966,0,0,18347,1065726,1042548,7319,3099,1258,1076,1886,231556,687395,48661,11320,7185,4135,15147,1027,40123,2250,37873,23178,2928,20250,0,ND
1974:Q1,1127291,44578,28410,8451,7717,9709,2027,38537,233109,3682,64256,47033,8450,0,0,0,38583,98291,19847,0,0,0,0,19847,775680,233305,8133,426306,107936,66,4269,1640,3178,0,0,14498,1086752,1062200,11856,2222,2033,2265,5336,211323,712183,53450,12414,8214,4200,14995,1318,44661,2400,42261,24552,2952,21600,0,ND
1974:Q2,1167026,51939,30086,11614,10239,8355,2064,40897,231349,3984,58675,48418,8701,0,0,0,39717,100941,19331,0,0,0,0,19331,809518,249314,10539,438681,110984,70,4145,1741,3291,0,0,13657,1124164,1098614,20088,2297,3210,10423,4158,212683,733608,58877,14955,10645,4310,17642,1004,39757,2600,37157,25550,2150,23400,0,ND
1974:Q3,1183635,54541,33256,9879,11406,10507,2063,43203,228790,4123,56313,48986,8874,0,0,0,40112,100065,19303,0,0,0,0,19303,826832,253637,12828,447294,113073,75,3612,1847,3429,0,0,8736,1141144,1114752,18457,3721,5192,5922,3622,210314,744243,60250,17256,12956,4300,20772,1194,42266,2750,39516,26392,1642,24750,0,ND
1974:Q4,1206666,51202,25843,12949,12410,11640,2393,46102,236843,4297,60167,50166,9258,0,0,0,40908,101799,20414,0,0,0,0,20414,839498,261119,14787,451470,112122,79,3851,1961,3521,0,0,9576,1162331,1135084,11589,2001,299,4825,4464,230361,761931,61615,19225,14935,4290,21804,1212,27347,2850,24497,27247,1597,25650,0,ND
1975:Q1,1212873,56509,30437,11177,14895,10562,2889,47897,247992,5685,65550,52087,10427,0,0,0,41660,101678,22992,0,0,0,0,22992,826966,247940,14984,454481,109561,84,4266,2081,3579,0,0,10048,1169547,1140381,10237,2163,813,4618,2643,210471,787232,62400,19469,15134,4335,18164,1431,30977,3000,27977,29166,2166,27000,0,ND
1975:Q2,1242922,57409,25976,12172,19261,10084,2721,49326,267127,5165,75203,54866,11933,0,0,0,42933,103640,28253,0,0,0,0,28253,837723,249069,14192,463779,110683,89,4617,2209,3562,0,0,8055,1199837,1168819,8706,1791,561,4010,2344,223065,806750,63060,18696,14334,4362,16803,933,30806,3200,27606,31018,2218,28800,0,ND
1975:Q3,1257594,57789,29363,9976,18450,11168,2245,38664,276481,6004,84227,56424,12842,0,0,0,43582,104067,25759,0,0,0,0,25759,844057,242446,13432,474537,113642,95,4223,2345,3593,0,0,16934,1216766,1184321,10709,2406,1402,3633,3268,218815,822215,55203,18046,13566,4480,17482,971,40880,3400,37480,32445,1845,30600,0,ND
1975:Q4,1298484,59056,26052,12049,20955,12252,2662,42773,289561,8087,94063,57912,13740,0,0,0,44172,105056,24443,0,0,0,0,24443,862860,246703,14982,485024,116151,101,4295,2488,3634,0,0,18802,1253609,1219914,9163,3688,229,1581,3665,237731,841989,54623,19660,15131,4529,17845,1006,37897,3550,34347,33695,1745,31950,0,ND
1976:Q1,1317643,62582,28150,11719,22713,11257,3121,41457,301931,7390,100744,59977,15826,0,0,0,44151,103106,30714,0,0,0,0,30714,865068,237394,15121,496562,115991,107,4525,2641,3772,0,0,21182,1272590,1237632,9994,2110,54,4305,3525,220542,870590,58864,19972,15272,4700,15757,1072,40841,3650,37191,34958,2108,32850,0,ND
1976:Q2,1355504,66348,27460,12110,26778,11981,2860,40489,307855,7625,103706,60783,16895,0,0,0,43888,106438,29303,0,0,0,0,29303,894940,245086,15826,513478,120550,113,4416,2804,3798,0,0,19900,1309991,1274207,10357,3577,314,3194,3272,231168,890940,61368,20951,15985,4966,15274,1095,43054,3740,39314,35784,2124,33660,0,ND
1976:Q3,1385801,68464,29716,12182,26566,12287,3067,42415,314753,8559,106430,63718,18421,0,0,0,45297,106828,29218,0,0,0,0,29218,915106,242920,15679,531259,125248,119,4303,2950,3829,0,0,18508,1339473,1302634,12301,2811,326,5917,3247,226822,910013,66053,20976,15836,5140,16062,1154,49253,3850,45403,36839,2189,34650,0,ND
1976:Q4,1443235,70209,25158,14200,30851,12121,3866,51826,327931,11648,115909,62830,17705,0,0,0,45125,108248,29296,0,0,0,0,29296,949004,254802,18018,547314,128870,128,4329,3158,3872,0,0,16791,1392229,1353471,9925,2601,25,2976,4323,249377,943363,72472,23499,18198,5301,15862,1214,37759,4004,33755,38758,2722,36036,0,ND
1977:Q1,1473590,72312,26883,13896,31533,12124,3509,52181,335050,8894,119487,65497,20149,0,0,0,45348,109611,31561,0,0,0,0,31561,966278,255520,18155,561830,130773,136,4261,3352,4165,0,0,20222,1424757,1384808,11476,2913,149,4792,3622,235645,978958,76210,23687,18337,5350,14462,1300,43070,4140,38930,39949,2689,37260,0,ND
1977:Q2,1520707,72231,24562,14873,32796,12725,3712,50015,337510,9167,117172,67365,20704,0,0,0,46661,113938,29868,0,0,0,0,29868,1008376,264035,18752,586720,138869,144,4502,3558,4198,0,0,23736,1469860,1429095,14329,3604,260,6853,3612,242874,1000769,79278,24976,18939,6037,15717,1406,49746,4240,45506,40765,2605,38160,0,ND
1977:Q3,1559795,71087,23953,16749,30385,11326,3572,50973,339852,9222,114782,68779,22037,0,0,0,46742,117261,29808,0,0,0,0,29808,1047131,270057,18654,612471,145949,153,4604,3777,4242,0,0,23078,1508096,1466489,13715,1956,1292,2236,8231,242463,1028143,83857,25134,18840,6294,17054,1516,54607,4340,50267,41607,2547,39060,0,ND
1977:Q4,1625611,81390,26870,17776,36744,13922,4146,58890,343769,11997,115232,70842,22484,0,0,0,48358,117847,27851,0,0,0,0,27851,1089233,280086,20523,636562,152062,162,4711,4009,4324,0,0,21055,1569729,1525281,13273,3810,265,1392,7806,271467,1056626,87514,27739,20729,7010,20173,1613,46876,4645,42231,44448,2645,41803,0,ND
1978:Q1,1652455,85874,27700,19355,38819,11622,4439,55542,344638,9012,114065,73246,24020,0,0,0,49226,118165,30150,0,0,0,0,30150,1112850,283742,19345,654640,155123,171,4667,4237,4786,0,0,23629,1598425,1553206,15280,2732,332,5508,6708,247153,1090446,94364,26603,19538,7065,21278,1702,56380,4720,51660,45219,2739,42480,0,ND
1978:Q2,1708291,83374,27431,20511,35432,11888,5010,54357,348178,8956,112396,75914,25143,0,0,0,50771,121428,29484,0,0,0,0,29484,1164892,298478,19431,680665,166318,181,4814,4477,4874,0,0,26246,1652718,1605098,14820,3318,1428,3324,6750,262900,1112365,95327,27215,19626,7589,25274,1787,65410,4949,60461,47620,3079,44541,0,ND
1978:Q3,1754889,82237,26356,22265,33616,12141,5624,51869,353890,9621,109268,80181,26413,0,0,0,53768,124741,30079,0,0,0,0,30079,1200309,301335,17562,706590,174822,191,4927,4731,4987,0,0,33983,1697225,1648524,20208,3719,1365,4431,10693,262455,1139201,97781,25495,17738,7757,29158,1867,72359,5045,67314,48701,3292,45409,0,ND
1978:Q4,1829638,100101,30645,27527,41929,15470,6206,58530,358864,10233,106418,83297,27397,0,0,0,55900,129292,29624,0,0,0,0,29624,1242038,312760,20108,729568,179602,202,4744,4999,5198,0,0,33286,1764636,1714658,22623,6516,1172,2774,12161,294969,1163929,98095,28143,20290,7853,32670,1941,72288,5222,67066,49978,2977,47001,0,ND
1979:Q1,1845773,90184,31097,26202,32885,12345,6689,60968,364345,9763,107182,85541,28835,0,0,0,56706,131181,30678,0,0,0,0,30678,1263062,315204,20324,745027,182507,214,4847,5283,5583,0,0,32253,1782611,1731896,26339,4337,963,3725,17314,261346,1190277,112724,28555,20515,8040,31881,2021,78753,5282,73471,50715,3181,47534,0,ND
1979:Q2,1905441,90511,29607,29301,31603,13272,7948,65650,363997,10782,105035,88687,30002,0,0,0,58685,132496,26997,0,0,0,0,26997,1313660,332160,21878,768981,190641,226,4825,5582,5723,0,0,34047,1838964,1787671,32147,3924,1558,4024,22641,285789,1195640,120255,30958,22649,8309,35071,2116,85695,5324,80371,51293,3379,47914,0,ND
1979:Q3,1966932,100634,28196,36171,36267,13609,8271,72885,370994,11079,103082,91635,30978,0,0,0,60657,136379,28819,0,0,0,0,28819,1359866,343957,24887,791892,199130,239,4867,5899,5902,0,0,23766,1895130,1841647,38107,2654,1156,4366,29931,296562,1224193,123611,35100,26126,8974,38596,2186,83292,5539,77753,53483,3635,49848,0,ND
1979:Q4,2017189,108590,29226,38815,40549,18488,9254,73108,378282,12658,104386,95697,32408,0,0,0,63289,138318,27223,0,0,0,0,27223,1392128,352640,26125,807645,205718,252,4672,6234,6294,0,0,19887,1941443,1885442,40216,6767,1454,6070,25925,321421,1244917,119932,36838,27343,9495,41838,2185,78095,5846,72249,56001,3383,52618,0,ND
1980:Q1,2035221,108094,31504,40425,36165,15333,9684,70972,383279,11603,104944,98529,33719,0,0,0,64810,138927,29276,0,0,0,0,29276,1404180,355161,28858,816319,203842,267,4251,6587,5986,0,0,26588,1954794,1898700,38562,3682,2502,4154,28224,296218,1274402,118619,39511,30041,9470,44122,2118,85148,5916,79232,56094,2852,53242,0,ND
1980:Q2,2068394,121126,32824,43318,44984,16029,10126,79116,398133,14328,106834,102994,35207,0,0,0,67787,142460,31517,0,0,0,0,31517,1400966,349038,31350,821921,198657,282,4306,6961,6144,0,0,25205,1985695,1926736,23994,4167,215,1047,18565,310537,1291143,132789,42994,32952,10042,42364,1975,80940,6151,74789,58959,3604,55355,0,ND
1980:Q3,2126129,129413,27634,45752,56027,17307,9498,83434,417311,14912,115212,109313,38481,0,0,0,70832,147620,30254,0,0,0,0,30254,1425715,357232,31371,836219,200893,298,4282,7356,6219,0,0,25296,2039581,1979308,25820,3192,982,1961,19685,321658,1319252,141782,43220,33148,10072,44161,1815,81600,6310,75290,60273,3484,56789,0,ND
1980:Q4,2207742,141124,26737,53441,60946,19807,10068,83353,436261,14789,121131,115687,41241,0,0,0,74446,150976,33678,0,0,0,0,33678,1467938,380135,31963,852973,202867,315,4150,7774,6363,0,0,30589,2115344,2055078,26691,4467,1809,213,20202,333212,1376829,142932,43589,33574,10015,48963,1688,81174,6321,74853,60266,3380,56886,0,ND
1981:Q1,2230789,145725,25257,57008,63460,17288,9694,90567,441902,14512,125092,119438,42432,0,0,0,77006,150055,32805,0,0,0,0,32805,1471831,375652,35716,860950,199513,332,3975,8216,6575,0,0,34684,2137832,2074662,26106,3261,656,3548,18641,319905,1393623,153223,46880,37195,9685,49175,1591,84159,6608,77551,63170,3698,59472,0,ND
1981:Q2,2300785,166688,22482,76073,68133,18549,9793,86988,445248,15809,125071,122416,44040,0,0,0,78376,151290,30662,0,0,0,0,30662,1514458,400178,36701,874988,202591,351,3722,8682,6814,0,0,39492,2207548,2141360,46281,2506,1010,18454,24311,331862,1412124,155924,47768,38321,9447,56095,1502,89804,6900,82904,66188,4091,62097,0,ND
1981:Q3,2346415,179521,25826,78821,74874,19185,11801,87509,449547,14889,122067,128164,45574,0,0,0,82590,154063,30364,0,0,0,0,30364,1541419,411713,38374,885085,206247,371,3474,9174,6939,0,0,37475,2253105,2185929,52712,2811,2486,15143,32272,334520,1441107,157044,49294,40220,9074,64347,1427,85478,7066,78412,67176,3584,63592,0,ND
1981:Q4,2402846,167704,23912,59960,83832,18623,11914,108049,459041,15789,122975,132851,48095,0,0,0,84756,156693,30733,0,0,0,0,30733,1584583,446036,40209,890159,208179,392,3418,9695,7105,0,0,32322,2317659,2245587,27986,1762,1601,-8282,32905,355783,1491882,178182,51497,42091,9406,65194,1364,73699,7578,66121,72072,3870,68202,0,ND
1982:Q1,2448046,186735,24964,58178,103593,16612,12590,105772,475509,19359,126758,141163,54854,0,0,0,86309,155883,32346,0,0,0,0,32346,1589626,452553,40589,889707,206777,402,3191,6111,7180,0,0,44320,2355961,2285608,35388,1882,2646,-4048,34908,336630,1536435,181134,52588,43510,9078,66162,1325,75945,7391,68554,70353,3837,66516,0,ND
1982:Q2,2509253,202406,18886,60481,123039,20097,12200,103149,478789,17591,124386,150905,62430,0,0,0,88475,154727,31180,0,0,0,0,31180,1619579,476230,43666,890235,209448,245,3063,6469,7429,0,0,55827,2410180,2343522,40523,2545,1638,1446,34894,338352,1569627,177446,54804,45848,8956,69398,1307,92066,7016,85050,66658,3512,63146,0,ND
1982:Q3,2553707,223428,18771,71004,133653,19198,13813,109156,491278,19172,126665,157866,68111,0,0,0,89755,154461,33114,0,0,0,0,33114,1623372,485840,43734,880445,213353,107,3051,6903,7435,0,0,55967,2462125,2384397,44424,550,1123,9255,33496,354855,1605095,185752,55820,46200,9620,67642,1298,69511,8251,61260,77728,3469,74259,0,ND
1982:Q4,2634937,234387,24826,69449,140112,19532,14732,124533,533009,18551,145776,168400,76691,0,0,0,91709,160773,39509,0,0,0,0,39509,1633161,497994,47179,870502,217486,-24,3095,7290,7628,0,0,57594,2542716,2458507,43475,2735,717,8847,31176,383151,1661389,192419,62039,51600,10439,66001,1283,48750,8976,39774,84209,3428,80781,0,ND
1983:Q1,2685633,245138,21592,74618,148928,18286,13782,121781,571488,18984,167493,183711,88137,0,0,0,95574,155869,45431,0,0,0,0,45431,1629614,495871,43010,875894,214839,-181,3241,7866,7614,0,0,67004,2594231,2513593,42666,486,2808,7825,31547,372480,1718629,191190,57689,46824,10865,60467,1274,69199,8548,60651,80638,3710,76928,0,ND
1983:Q2,2755074,239640,16763,72578,150299,20451,13083,121857,605939,18427,185520,191975,96013,0,0,0,95962,157084,52933,0,0,0,0,52933,1667493,506562,46526,894117,220288,-276,3442,8182,7739,0,0,67523,2669646,2589054,47113,1020,3610,13040,29443,394653,1755023,191871,59821,49046,10775,59980,1270,79323,8497,70826,80592,4115,76477,0,ND
1983:Q3,2823061,245443,19759,80216,145468,17410,12440,116226,626930,18616,195919,201958,106018,0,0,0,95940,158927,51510,0,0,0,0,51510,1714200,511231,48376,923495,231098,-318,3543,8506,7701,0,0,70979,2737293,2649015,50365,-60,1625,18306,30494,392801,1800940,196241,61658,50839,10819,59807,1258,85945,9359,76586,88278,4048,84230,0,ND
1983:Q4,2875211,226415,20449,79257,126709,20996,11841,115502,646475,17782,204575,205220,110694,0,0,0,94526,164392,54506,0,0,0,0,54506,1764855,517518,51796,950389,245152,-418,3612,10443,7860,0,0,67630,2803542,2707277,44170,1563,918,1043,40646,407926,1836906,203614,65175,54628,10547,61416,1254,86816,10208,76608,96265,4395,91870,0,ND
1984:Q1,2993130,236936,21267,82644,133025,17333,10901,121125,669893,17206,216144,211225,147872,0,0,0,63353,163599,61719,360,0,0,0,61359,1817836,532612,50115,980485,254624,-584,3639,10857,8113,0,0,97081,2866238,2775840,61012,787,896,17792,41537,402862,1891113,215922,62363,51922,10441,60382,4299,77887,9635,68252,90398,3683,86715,0,ND
1984:Q2,3094980,237861,19252,84701,133908,18073,12351,122621,670696,16247,211237,219879,155217,0,0,0,64662,163204,60129,422,0,0,0,59707,1910070,559153,55097,1022247,273573,-799,3564,11798,8362,0,0,100383,2965519,2879968,75381,-655,4760,23292,47984,408074,1949614,220046,69993,57445,12548,68772,4509,83579,9175,74404,85551,2980,82571,0,ND
1984:Q3,3192354,240893,22512,82069,136312,18345,14942,120740,686600,16634,213244,224169,158097,0,0,0,66072,168573,63980,435,0,0,0,63545,1968280,570692,50308,1058155,289125,-885,3586,11901,8537,0,0,119416,3080783,2979217,81305,289,6633,30073,44310,411224,2003947,229873,64348,52082,12266,76010,4560,107951,10880,97071,101566,3647,97919,0,ND
1984:Q4,3307936,245330,20519,82211,142600,24238,18852,137579,698288,15451,214892,220782,151866,0,0,0,68916,176674,70489,372,0,0,0,70117,2034550,598521,48949,1084010,303070,-750,3447,11774,8826,0,0,125804,3205633,3093433,78950,855,3577,32007,42511,444553,2071964,235806,67097,51056,16041,77793,4387,112882,12039,100843,112200,3851,108349,0,ND
1985:Q1,3338569,251173,25547,85875,139751,18058,15404,125492,706549,15108,227388,222665,153987,0,0,0,68678,171931,69457,384,0,0,0,69073,2065917,602013,45962,1103507,314435,-790,3625,12239,9231,0,0,131671,3235023,3122799,87203,298,2582,37151,47172,416871,2118298,233224,65626,47745,17881,78082,4404,119092,11990,107102,112224,4311,107913,0,ND
1985:Q2,3410025,256103,25636,86545,143922,18857,20318,137740,701908,14333,224242,215686,144802,0,0,0,70884,173942,73705,365,0,0,0,73340,2113090,612250,42054,1130993,327793,-914,3804,12694,9605,0,0,136821,3307696,3193109,90418,262,1338,37558,51260,447412,2143028,229037,63385,44099,19286,83264,4001,132564,12254,120310,114587,4305,110282,0,ND
1985:Q3,3490716,261269,25462,90097,145710,21070,18136,143652,721462,12959,227294,222246,153219,0,0,0,69027,184784,74179,507,0,0,0,73672,2165010,619770,41260,1163079,340901,-765,3715,12145,9850,0,0,135172,3389213,3266295,94359,69,2520,39817,51953,465396,2168628,245726,64412,42755,21657,89627,4293,133854,13190,120664,122918,4210,118708,0,ND
1985:Q4,3597553,248920,26617,79595,142708,25537,23342,156589,761997,12026,217143,221031,151558,0,0,0,69473,234542,77255,363,0,0,0,76892,2215930,634098,37877,1189107,354848,-698,3681,16064,10094,0,0,136097,3501525,3373817,97063,988,3060,34109,58906,506200,2201750,268511,65317,40201,25116,92944,4583,137450,13552,123898,127708,5739,121969,0,ND
