1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q3,9667879,409212,20101,101318,287793,41161,19142,308776,1932422,0,84144,1189215,696730,0,193246,0,299239,162233,496830,33421,0,192798,0,270611,5986017,1194498,3554,3980319,807646,6982,26974,113697,52011,15732,0,755753,9578226,8600075,589543,-311,910,58792,530152,649792,5223501,667780,127486,3609,123877,591914,106022,644037,54651,589386,978151,134294,843857,0,2141656
2005:Q4,9813203,395609,17135,95648,282826,50081,19164,306251,1920464,0,76496,1185014,694976,0,183024,0,307014,166129,492825,31591,0,204767,0,256467,6106763,1232529,3259,4054859,816116,6997,27008,127902,52231,16177,0,784556,9721494,8715971,567080,885,72,57578,508545,672735,5336680,654006,133719,3332,130387,595431,103324,652996,56314,596682,1005523,145354,860169,0,2235776
2006:Q1,10080746,403609,19134,88730,295745,40018,21526,335246,1993549,0,74201,1234940,737075,0,189153,0,308712,169489,514919,34379,0,218554,0,261986,6227979,1259897,0,4172582,795500,6845,28124,134488,52976,14532,85180,736674,9959157,8942522,596936,-856,566,54106,543120,647660,5462973,689246,135142,721,134421,591466,106966,712133,64489,647644,1016635,147472,869163,0,1958782
2006:Q2,10328096,447019,18957,86006,342056,42622,18599,293712,2050776,0,78373,1265997,776074,0,191708,0,298215,171051,535355,35644,0,225249,0,274462,6395485,1297972,0,4300967,796546,6276,26987,129630,54308,16257,87010,759415,10236844,9173738,648677,-1037,291,54791,594632,670918,5574460,722252,141648,-210,141858,614041,106108,695634,67680,627954,1063106,147431,915675,0,2018011
2006:Q3,10483357,388041,15824,101011,271206,40074,18210,376849,2027342,0,70296,1233918,728458,0,206869,0,298591,178729,544399,37466,0,217523,0,289410,6501910,1313383,0,4371810,816717,5886,27784,127015,54319,18658,89816,807453,10413373,9323233,644663,-1099,322,73767,571673,639063,5662681,780153,146434,356,146078,615122,121123,713994,70513,643481,1090140,144740,945400,0,2001850
2006:Q4,10513127,395366,17189,102413,275764,51712,18972,377384,2045782,0,74411,1217304,746147,0,179947,0,291210,190065,564002,43714,0,224599,0,295689,6599903,1347487,0,4415668,836748,5376,30535,131157,53796,20244,93392,689508,10372930,9261260,672802,-333,67,56921,616147,637052,5782705,680932,160332,389,159943,609632,119367,598438,78541,519897,1111670,125237,986433,0,2085005
2007:Q1,10589665,433064,16656,108697,307711,41179,22741,416783,2070774,0,77624,1209416,751602,0,185784,0,272030,198384,585350,40491,0,232388,0,312471,6603499,1348762,0,4436003,818734,5790,29515,152429,54123,17897,96608,645263,10429726,9322130,675594,-870,27,65249,611188,617459,5879353,703874,166515,1793,164722,594052,114187,571096,80127,490969,1107596,112704,994892,13033,2088777
2007:Q2,10754351,440908,15230,96832,328846,43452,21125,392304,2094564,0,75919,1204282,745857,0,178369,0,280056,201492,612871,40656,0,251325,0,320890,6741928,1393127,0,4513780,835021,5740,32002,177034,53858,18947,97990,634499,10615689,9494911,706009,-1301,204,55639,651467,607635,5904669,717884,173621,1863,171758,605703,105526,673864,89004,584860,1120778,114358,1006420,12604,2105039
2007:Q3,11127698,405144,21153,92039,291952,41482,24555,470237,2112027,0,78066,1139090,695039,0,174514,0,269537,204347,690524,48914,0,267834,0,373776,6935563,1482549,0,4594466,858548,6014,34531,196356,61013,22642,100277,717857,10973430,9816979,714636,-722,202,60080,655076,613947,5997426,720940,176994,142,176852,769105,112474,711457,81448,630009,1156451,101448,1055003,11789,2142047
2007:Q4,11441180,453085,18914,94232,339939,54997,20893,520177,2103851,0,80056,1106300,697077,0,174090,0,235133,201960,715535,54743,0,328907,0,331885,7111306,1557555,0,4658868,894883,7429,33625,205527,63966,23806,104291,738227,11220203,10050120,818917,-19,48636,58453,711847,639587,6093593,736917,185053,290,184763,807194,106544,662315,81348,580967,1170083,70587,1099496,11181,2260991
2008:Q1,11746091,547921,21951,88073,437897,45430,26682,537692,2094819,0,70102,1096151,724535,0,178458,0,193158,211546,717020,58491,0,338318,0,320211,7220130,1620518,0,4715781,883831,8117,31886,196917,62105,23384,105329,845679,11473578,10293937,881280,-555,111292,50071,720472,636895,6246409,725096,185022,69,184953,836674,91006,691555,103300,588255,1179641,67324,1112317,11173,2392978
2008:Q2,11679615,469437,31737,83422,354278,45710,20127,549897,2139793,0,54409,1162310,784695,0,184811,0,192804,211954,711120,50042,0,325659,0,335419,7242502,1643606,0,4695909,902987,8846,30946,197702,63662,22040,108343,780610,11311342,10152836,868485,-638,174189,52273,642661,640788,6198709,740906,184497,34,184463,838997,70520,609934,104594,505340,1158506,57514,1100992,10719,2310162
2008:Q3,12084050,614505,180584,73959,359962,47985,27091,579694,2244596,100037,74468,1161214,800111,0,181772,0,179331,229700,679177,44672,0,315625,0,318880,7294326,1711605,0,4659359,923362,8411,25978,171560,62743,19017,114923,873221,11799716,10627782,1058496,-954,300057,30413,728980,690193,6344010,765083,177108,889,176219,918331,59151,615410,95446,519964,1171934,54000,1117934,9846,2423556
2008:Q4,12598854,1085024,546942,76339,461743,57725,15496,575071,2188803,15685,56362,1242498,850976,0,193930,0,197592,221895,652363,29001,0,285572,0,337790,7284892,1694882,0,4625045,964965,8936,22193,150135,60097,22842,110740,1016900,12179489,11020772,1427346,-1494,559695,41138,828007,777518,6510280,727173,185315,499,184816,806704,12341,574095,141596,432499,1158717,62347,1096370,9519,1877861
2009:Q1,12340821,1030204,519732,66533,443939,50305,18991,489739,2248502,4452,74644,1261340,833611,0,204605,0,223124,220403,687663,26234,0,256173,0,405256,7174116,1618110,0,4625207,930799,10981,24237,147168,64179,39302,110475,932622,12014276,10808735,1399343,-3075,540810,61639,799969,714341,6613414,691166,170928,647,170281,709540,14026,495977,159714,336263,1205541,35818,1169723,9132,1829728
2009:Q2,12020748,857289,445521,71557,340211,51142,18162,403761,2356461,9841,87285,1326500,858283,3495,219859,3921,240942,225983,706852,18355,16733,213848,29806,428110,7047263,1556233,0,4577351,913679,12214,23807,186266,67472,37598,111156,848157,11763158,10531196,1210373,-2831,328511,86391,798302,774694,6549283,684613,168410,924,167486,640950,8881,493992,111361,382631,1231962,36924,1195038,8052,1788859
2009:Q3,11921515,1034363,588185,64300,381878,50745,14653,333784,2391318,52,124989,1320702,804752,3564,239034,3952,269400,223726,721849,17722,17706,213023,27254,446144,6837020,1468589,0,4457628,910803,13597,25183,238879,67384,26172,110416,778001,11696105,10394414,1147402,-2535,207232,87263,855442,795782,6547433,651872,161345,727,160618,582307,25269,483004,105697,377307,1301691,42190,1259501,7288,1179639
2009:Q4,11933315,1169767,634696,67037,468034,54922,15897,266888,2434424,0,124473,1417424,837531,3554,263997,3971,308371,224336,668191,16227,17808,202901,26008,405247,6702929,1409128,0,4387536,906265,14009,34126,255180,65370,20715,111496,787592,11773151,10443950,1054711,-2097,96618,82700,877490,871553,6646923,532141,176970,626,176344,540552,18037,603063,112780,490283,1329201,41590,1287611,6926,1292543
2010:Q1,12164628,1212627,677168,75367,460092,51802,21140,255946,2441822,0,188737,1421895,802110,3650,312607,3582,299946,225836,605354,14353,17094,170797,25628,377482,6958548,1407053,0,4324305,1227190,12186,34397,261867,65284,16149,112111,720749,11950036,10626512,907617,-1625,11523,82139,815580,825454,6704024,557452,655309,247173,408136,484596,8290,483770,85913,397857,1323524,49382,1274142,7532,1824643
2010:Q2,12042464,1191182,627460,78432,485290,53787,17805,255110,2411421,0,187866,1412864,766300,3421,333020,3468,306655,228476,582215,7480,12110,157831,24886,379908,6882939,1402122,0,4266481,1214336,11365,28308,233568,65050,16178,112826,762925,11889976,10549091,911288,-1948,673,83310,829253,843883,6673740,521214,688296,262871,425425,450907,24657,435106,84984,350122,1340885,40787,1300098,6404,1858826
2010:Q3,12014548,1134386,573067,81944,479375,50548,19687,264024,2504121,0,226228,1463552,798580,3437,364361,3533,293641,236562,577779,6871,11477,144885,24650,389896,6828982,1403395,0,4228189,1197398,11108,30231,272935,64734,15206,114357,704229,11929648,10555657,915621,-1574,296,87630,829269,838480,6736860,532772,645267,241873,403394,408036,36554,442067,93303,348764,1373991,53879,1320112,6112,2132324
2010:Q4,11998962,1126451,570277,69911,486263,52722,14401,267630,2549838,0,217511,1527207,835324,3339,393444,3621,291479,254605,550515,6525,11376,132338,24653,375623,6815019,1428904,0,4200603,1185512,12046,35060,294933,63234,14088,115985,637555,11933139,10561666,914936,-1421,221,85776,830360,941100,6784758,484036,585097,214363,370734,391630,37292,422817,85627,337190,1371473,62348,1309125,6156,1436324
2011:Q1,12007325,1287903,696100,77736,514067,53311,15011,222747,2571448,0,216057,1561800,840311,3829,417779,4728,295153,259864,533727,12900,9089,123796,20075,367867,6662290,1430396,0,4088276,1143618,11753,34444,310015,62501,13950,121550,640402,11976998,10573241,926717,-1380,58,96299,831740,977994,6859165,444253,583402,216949,366453,362796,38845,380069,81328,298741,1403757,66853,1336904,6099,1465615
2011:Q2,12079179,1387538,839786,60957,486795,55427,14106,224863,2536830,0,183289,1559594,827129,4794,450149,5485,272037,267294,526653,6781,9206,116811,19953,373902,6670405,1459499,0,4051123,1159783,12083,38310,306238,58566,12690,122538,639585,12092158,10667816,799740,-917,120,87317,713220,1059726,7020350,427981,573314,212439,360875,344947,51239,390519,101130,289389,1424342,64907,1359435,6142,1590797
2011:Q3,12294542,1416651,767137,60699,588815,50608,16264,252385,2598472,0,191729,1576558,844580,7259,472152,9560,243007,283848,546337,5783,9322,113722,24863,392647,6721123,1516564,0,4041508,1163051,10887,32855,241334,57247,13087,123566,760063,12303255,10867661,830925,-769,110,111926,719658,1154553,7149882,423209,535955,195334,340621,327368,66313,379456,99864,279592,1435594,49295,1386299,6172,1597405
2011:Q4,12401037,1399847,776965,50826,572056,60801,12564,242589,2658185,0,173851,1634110,899095,8177,473762,13429,239647,297250,552974,3451,8907,110379,27359,402878,6833466,1589133,0,4051761,1192572,11185,34080,248715,57492,13353,125455,703305,12437726,10998781,718003,-631,196,91134,627304,1260542,7308652,402498,563510,210272,353238,330887,64145,350544,102813,247731,1438945,53768,1385177,6046,1663225
2012:Q1,12326027,1341191,793573,47668,499950,56425,16831,229180,2792731,0,189269,1762723,980802,29723,490722,27695,233781,318090,522649,15350,6823,95909,30169,374398,6789448,1617292,0,4016097,1156059,12972,27425,270202,57023,12031,133752,586816,12419252,10914808,649199,-720,6,71555,578358,1212211,7403183,379338,554046,208012,346034,307827,66203,342801,97915,244886,1504444,33392,1471052,5984,1673606
2012:Q2,12418605,1279715,756844,49073,473798,56620,13043,244423,2798387,0,215381,1724930,972301,16754,471111,33319,231445,338879,519197,19035,9867,93388,31404,365503,6880948,1690853,0,4018725,1171370,13270,28099,251392,56335,11132,134999,650242,12469252,10942608,575110,-709,77,54311,521431,1229133,7476408,400098,496224,185932,310292,326632,66188,372815,91387,281428,1526644,32123,1494521,5930,1727992
2012:Q3,12544676,1269699,715244,103018,451437,56327,12522,284451,2874266,0,231081,1740006,978706,19919,472360,41329,227692,363243,539936,18704,9875,94239,33723,383395,6929990,1730857,0,4015894,1183239,13094,29894,265709,55909,10680,136448,605687,12673343,11109729,607663,-607,126,110298,497846,1262226,7594657,381738,493214,186670,306544,319977,79070,371184,91589,279595,1563614,33333,1530281,6179,1751907
2012:Q4,12766986,1319531,777235,100314,441982,71036,13721,302671,2900873,0,246209,1726922,949153,22677,466296,47344,241452,374397,553345,19189,9950,91875,34474,397857,7052045,1809689,0,4027366,1214990,12919,30466,269421,55793,13261,138050,587199,12872271,11305306,513570,-486,70,97651,416335,1432680,7781362,349708,484610,179554,305056,335311,78207,329858,93620,236238,1566965,33181,1533784,6467,1989263
2013:Q1,12812654,1492001,968160,119369,404472,59609,13376,259226,2923386,0,232851,1756630,982230,24106,457318,51212,241764,383024,550881,19793,9671,87679,35813,397925,6983435,1804183,0,3991650,1187602,11007,32330,280661,55137,14262,139244,548980,12919284,11330898,557252,-591,9,129783,428051,1438178,7795260,327087,469806,173242,296564,330735,70354,342226,94767,247459,1588386,38124,1550262,6756,3336559
2013:Q2,12782925,1443905,969447,112640,361818,60191,11972,237486,2867405,0,194774,1734343,971952,29099,439404,56116,237772,390050,548238,22417,9901,81655,35590,398675,7053741,1858586,0,3983726,1211429,11514,31361,266486,55086,11720,140431,591627,12875006,11304860,531234,-714,120,94401,437427,1372665,7834751,329746,408318,144350,263968,371142,56053,400951,83191,317760,1570146,39360,1530786,7261,3431044
2013:Q3,12960818,1634911,1172427,119337,343147,62169,10457,217166,2865965,0,187210,1714130,961059,27947,424311,61662,239151,402535,562090,27216,8562,80006,36647,409659,7086248,1878368,0,3976895,1230985,10733,33429,296212,54469,13107,141643,534309,13049964,11461961,552371,-566,177,102956,449804,1429923,7980957,305081,364747,125445,239302,375716,67890,385276,79642,305634,1588003,44291,1543712,7711,3647275
2013:Q4,13165269,1676183,1191731,116855,367597,73587,10555,215429,2912546,0,216907,1716168,957672,29951,428418,65568,234559,415514,563957,27822,8191,76621,38351,412972,7198015,1942462,0,3984398,1271155,10142,35821,307088,55353,12942,143833,513775,13333872,11715438,574931,-962,74,112933,462886,1579990,8062714,269212,393733,143972,249761,408673,59392,366793,74425,292368,1618434,51301,1567133,7921,3810899
2014:Q1,13291076,1747551,1273333,123899,350319,64754,10438,201776,2975331,0,263820,1736294,965131,32061,441678,69206,228218,429172,546045,26345,6528,72253,40017,400902,7219187,1980926,0,3992242,1246019,12991,35646,302246,54222,15148,145108,506678,13469027,11822250,567420,-546,35,115217,452714,1558896,8190773,283104,380537,139553,240984,393341,62157,386022,87907,298115,1646777,55832,1590945,8099,3817666
2014:Q2,13531486,1754947,1302140,120415,332392,64874,9045,202458,3036316,0,298977,1750638,972875,38016,441854,72815,225078,438276,548425,24908,6992,76660,38799,401066,7382981,2059960,0,4039341,1283680,12669,37000,308959,55452,16621,146597,503567,13700698,12013711,556907,-524,164,109255,448012,1653758,8240549,271967,370890,133682,237208,440777,69489,409374,103865,305509,1686987,61994,1624993,8330,3981233
2014:Q3,13651920,1722573,1343421,54818,324334,64666,9312,196038,3102848,0,359535,1766941,982362,41615,444454,76158,222352,450777,525595,22102,5894,73608,40209,383782,7466817,2103001,0,4058393,1305423,12651,36458,287134,55385,13240,147796,537002,13804373,12109416,553339,-915,327,42814,511113,1669504,8281195,252669,369345,133128,236217,445274,76493,461597,118765,342832,1694957,59838,1635119,8593,3980158
2014:Q4,13948721,1754869,1402679,53064,299126,75618,9064,185020,3193737,0,422563,1783763,997271,43073,446433,81648,215338,461934,525477,20533,5662,71249,43700,384333,7629846,2195306,0,4091427,1343113,11564,37995,268966,55827,12490,149565,564160,14106314,12389132,511574,-555,145,22187,489797,1716133,8511608,236050,371402,133795,237607,466804,79949,495612,139647,355965,1717182,67169,1650013,8614,4190231
2015:Q1,14168553,1803134,1470195,54674,278265,67811,10158,215025,3271540,0,426808,1844899,1044282,44401,452706,87580,215930,474063,525770,17886,5254,68531,47149,386950,7694012,2246684,10630,4124549,1312149,11385,37766,270503,54554,11639,150945,570081,14276816,12564278,514060,-748,49,20688,494071,1730298,8693176,228311,367440,133442,233998,434534,80296,516163,159704,356459,1712538,69679,1642859,8647,4256421
2015:Q2,14163630,1638407,1277188,53446,307773,68267,9239,208915,3281658,0,426408,1855148,1064557,47551,443029,88458,211553,481266,518836,16631,3787,66332,48756,383330,7861688,2320371,10819,4180938,1349560,11193,38214,268843,55080,12468,153101,556557,14291156,12535748,457194,-412,166,17217,440223,1753870,8667456,226222,396641,148845,247796,476551,67546,490268,164021,326247,1755408,75385,1680023,8614,4288954
2015:Q3,14267806,1610742,1245892,48328,316522,67603,8253,212304,3309914,0,425556,1885017,1091768,52631,444293,93150,203175,494299,505042,13751,3263,63121,50502,374405,7957806,2337188,7539,4230012,1383067,9370,35474,238108,53722,11482,154515,598513,14376603,12604605,431213,-87,252,16424,414624,1694474,8831019,205919,416364,158698,257666,458641,75594,491381,179955,311426,1771998,72282,1699716,8260,4320313
2015:Q4,14470669,1561343,1204903,47541,308899,74160,8533,209831,3366508,0,435026,1916914,1120584,59079,442784,99355,195112,507692,506876,11610,3024,58127,53240,380875,8153019,2423569,4332,4296849,1428269,9877,37579,232482,55337,11144,156176,594680,14646876,12866251,475591,-36,115,11764,463748,1787074,8975384,196774,415505,158554,256951,497034,70751,448138,177625,270513,1780625,76159,1704466,7967,4436278
2016:Q1,14719262,1640781,1286077,52980,301724,69788,8279,205594,3421187,0,442010,1948943,1137176,68100,446117,107385,190165,517279,512955,10450,2605,55446,52674,391780,8243405,2492508,4382,4340744,1405771,9135,30444,232678,54379,12223,157557,633812,14857769,13042125,442603,-1178,58,9423,434300,1778736,9165846,193701,419870,160619,259251,482806,73065,485498,188337,297161,1815644,73797,1741847,8062,4487176
2016:Q2,14933137,1552868,1193074,55572,304222,73259,8661,215619,3484972,0,455543,1978866,1173338,73414,437829,114820,179465,534769,515794,9109,2363,54143,52041,398138,8427161,2544134,4071,4432379,1446577,8314,30816,221202,56822,12197,158980,682266,15080193,13231315,451241,-1287,200,5734,446594,1815014,9211184,184103,426733,165529,261204,547174,76400,519466,209857,309609,1848878,74250,1774628,8302,4550559
2016:Q3,15158221,1580543,1230845,56030,293668,65058,8780,234413,3595460,0,495322,2033651,1232630,82162,433481,119473,165905,542453,524034,8072,2568,50954,45755,416685,8539855,2562447,5761,4495940,1475707,7931,31703,233185,57057,10134,160469,633633,15314688,13438992,455798,-735,198,14483,441852,1852698,9423031,180091,382761,144728,238033,544307,82569,517737,205580,312157,1875696,81527,1794169,8981,4669329
2016:Q4,15164236,1459069,1114587,53904,290578,75963,8089,218498,3625908,0,528382,2046204,1260068,82239,417707,124667,161523,544888,506434,7830,3445,46378,42702,406079,8645276,2569922,5578,4537687,1532089,7927,33388,233938,58246,9489,161791,626654,15373892,13489796,374592,-804,63,19107,356226,1879658,9575624,162567,356941,133625,223316,564459,71640,504315,185255,319060,1884096,101676,1782420,9269,4728841
2017:Q1,15353241,1658985,1323162,59644,276179,70165,8534,189965,3685027,0,525187,2084034,1288086,85699,417128,128699,164422,548990,526816,7472,4938,46127,39328,428951,8619870,2571672,5063,4556043,1487092,8536,33757,252018,57043,9739,163184,596418,15544270,13630623,417231,-567,9,63803,353986,1968820,9630256,158532,355980,135181,220799,523666,64407,511731,185633,326098,1913647,101737,1811910,9705,4745786
2017:Q2,15450687,1571644,1193531,59161,318952,70751,9338,224482,3675083,0,478352,2129030,1328395,89651,415702,131945,163337,559927,507774,6777,4306,44637,37949,414105,8765480,2621612,6142,4623415,1514311,7568,34583,266383,59104,8505,164531,593235,15645134,13691881,455994,-636,142,55833,400655,1990281,9569771,162942,355743,136208,219535,567538,69276,520336,177928,342408,1953253,111819,1841434,10676,4700682
2017:Q3,15552920,1584325,1207815,54264,322246,68525,7954,188144,3726466,0,480546,2176093,1369599,94442,417019,134531,160502,563604,506223,5863,3237,42201,37428,417494,8850698,2638935,8032,4662314,1541417,7889,34680,283823,59559,9022,166661,565174,15796837,13821175,433223,-743,196,49733,384037,1943711,9741630,166891,393176,155662,237514,577488,80231,484825,188102,296723,1975662,115624,1860038,10978,4769384
2017:Q4,15713452,1556895,1161900,50927,344068,77168,7789,222463,3745413,0,484410,2195476,1382003,104087,411449,139687,158250,572574,492953,4539,3014,39315,36137,409948,8990419,2674462,5489,4698621,1611847,6917,36521,293293,59903,9648,168199,538824,15940989,13960106,447587,-920,134,54049,394324,2015371,9802034,170428,323195,124439,198756,584309,104285,512897,179989,332908,1980883,118007,1862876,11196,4882461
2018:Q1,15778589,1643739,1228022,49714,366003,68209,8238,240909,3686829,0,479962,2165615,1352143,104843,410309,142282,156038,555677,485575,3548,2473,37247,36105,406202,9017510,2713807,8523,4721509,1573671,9035,38406,283178,59829,6118,169417,547172,16038182,14042501,386161,-700,17,55900,330944,2071855,9951228,156865,341466,132929,208537,554836,90297,489793,171795,317998,1995681,119147,1876534,11419,4883154
2018:Q2,15657513,1431715,1071869,46827,313019,70344,8074,229500,3682136,0,487754,2169922,1347366,111880,412176,146383,152117,546267,478193,4305,2297,35495,36158,399938,9146056,2770467,8334,4767400,1599855,9300,38099,281949,61458,6360,170393,522129,16071333,14056406,389437,-543,239,48095,341646,1982077,10001972,157993,317788,122640,195148,586363,92985,527791,160457,367334,2014927,121684,1893243,11784,4847079
2018:Q3,15743728,1411622,1038775,47478,325369,68035,8235,237248,3680850,0,496399,2165840,1339491,115581,412882,147927,149959,529258,489353,3345,2058,33031,36942,413977,9228338,2788926,11032,4797551,1630829,9287,38720,288217,60388,6344,171673,534771,16117169,14136262,373141,-969,271,42482,331357,1928923,10139386,156199,317659,121771,195888,554809,98548,567597,155414,412183,1980907,127152,1853755,12539,4940898
2018:Q4,16000549,1255874,888427,39461,327986,82038,7560,382794,3806762,0,569784,2239257,1394872,123733,417612,153454,149586,527486,470235,3642,2035,32457,38961,393140,9438916,2927845,11309,4817812,1681950,9095,34893,241035,61440,5731,172090,502321,16420060,14389027,388980,-770,61,33344,356345,2053668,10293929,143110,288177,107424,180753,575054,109672,536437,150681,385756,2031033,104406,1926627,12393,5090079
2019:Q1,16056344,1314098,898572,41125,374401,69865,8329,359429,3874906,0,563840,2293063,1435601,130808,423161,157556,145937,519604,498399,3894,2035,32707,41085,418678,9419377,2928862,10579,4835410,1644526,4813,39560,267909,58947,6622,173428,459061,16554835,14485415,397058,-789,11,36689,361147,1992331,10421017,152042,282809,104711,178098,521804,105461,612893,137385,475508,2069420,112002,1957418,12982,5006706
2019:Q2,16233632,1198621,806725,37686,354210,71482,8946,376377,3957430,0,592153,2363170,1495655,139263,423567,163422,141263,505714,496393,3583,1950,34628,42068,414164,9582698,2985860,12430,4900050,1684358,4758,41144,273732,59727,6948,175484,476285,16754244,14641795,406380,-821,115,26651,380435,2027156,10491153,153895,289102,107745,181357,538138,108906,627065,140670,486395,2112449,110389,2002060,12670,5140521
2019:Q3,16456555,1231019,838170,32386,360463,70313,10773,332339,4093806,0,674495,2411064,1531936,146257,429177,173051,130643,506244,502003,4426,2308,34906,42642,417721,9676304,3008813,11764,4939814,1715913,2844,40337,281580,58055,7253,176941,474991,16946803,14833697,385230,-744,107,23596,362271,2071963,10671833,180290,315143,120299,194844,499503,119102,590633,161763,428870,2113106,116327,1996779,13095,5341605
2019:Q4,16729865,1304478,907338,30777,366363,83418,10404,358488,4119471,0,704089,2408228,1532168,149075,427880,178084,121021,507661,499493,5134,2650,34637,42325,414747,9798140,3026569,13203,4987396,1770972,3490,43521,300949,56271,8027,178763,464445,17189295,15050952,404864,-643,42,23806,381659,2191467,10805423,167018,327936,126258,201678,482365,124218,547661,158302,389359,2138343,125200,2013143,13145,5498743
2020:Q1,18095153,1923902,1476464,34410,413028,99021,15053,331258,4319970,27546,724397,2582835,1663809,161092,448847,197008,112079,532046,453146,5350,2601,36508,43060,365627,10207721,3458483,18802,5020560,1709876,1811,33365,233718,62056,9587,179664,678027,18503489,16407127,514872,-654,76633,13684,425209,2650229,11429915,191122,350933,137754,213179,612204,107558,550294,119308,430986,2096362,76962,2019400,13360,6247511
2020:Q2,19133529,2384952,1967078,34138,383736,91946,15793,560273,4637310,11756,926651,2650292,1678260,174002,478053,210424,109553,550516,498095,5152,2723,39919,44041,406260,10274198,3572756,16766,5040276,1644400,2818,38869,274642,52651,10117,180981,608979,19469752,17327909,545672,-730,82962,26451,436989,3303917,11959320,190497,368982,146521,222461,377391,109938,472192,118631,353561,2141843,89852,2051991,13264,6761502
2020:Q3,19280381,2355966,1918003,29620,408343,90023,14926,498071,4929973,3898,1019718,2804593,1774014,184176,499798,227814,118791,562793,538971,4654,2867,39887,42702,448861,10150131,3427025,16960,5056968,1649178,1831,42074,297108,49967,12359,182762,655190,19522441,17359097,531721,-1329,66127,26920,440003,3416954,12003454,179037,406920,165629,241291,303982,112346,404683,121317,283366,2163344,82380,2080964,13490,6842492
2020:Q4,19901687,2680969,2189755,31121,460093,99193,15340,538256,5202149,1992,1044445,3061044,1943263,201898,547760,238914,129209,583703,510965,4214,2920,39031,42577,422223,10091686,3362713,16240,5027123,1685610,1667,49008,335279,47324,11535,184817,644464,20113505,17875429,503133,-567,44178,27724,431798,4573130,11460813,170900,436898,180427,256471,249536,113005,368014,118866,249148,2238076,117996,2120080,13461,7222233
2021:Q1,20462379,3174959,2602529,35442,536988,97598,17641,294319,5568020,110,1111331,3233698,2083708,207839,554865,247671,139615,591277,631604,4893,3014,40735,43926,539036,10033713,3394813,15687,4990017,1633196,1381,53666,348838,46024,12315,186898,627007,20784285,18491369,474403,-1050,41141,38461,395851,4804720,11863958,187478,418767,172415,246352,225563,96275,420205,123844,296361,2292916,151851,2141065,13364,7456232
2021:Q2,20623174,3015987,2474506,33094,508387,92495,15576,300097,5826031,0,1195809,3357396,2170655,220948,554708,261075,150010,608357,664469,4914,3048,42115,47756,566636,10055868,3320767,14353,5019885,1700863,1170,57908,377866,45269,14983,191587,628337,20975618,18632705,478399,-1062,41655,37361,400445,5237174,11660733,143136,368933,147866,221067,203055,94390,446885,131896,314989,2342913,148450,2194463,13503,7726497
2021:Q3,21139123,3218114,2658408,36828,522878,89506,15550,287461,6056225,0,1297600,3453921,2240086,217437,569687,272000,154711,617001,687703,4926,3137,48799,50347,580494,10116949,3263455,17065,5094653,1741776,395,55881,375122,44398,11646,193922,673954,21453230,19074907,469582,-699,16545,41896,411840,5544752,11808385,150732,336288,132159,204129,186772,101110,477286,141972,335314,2378323,158067,2220256,13470,7892729
2021:Q4,21665428,3125962,2578350,33251,514361,90424,14303,317447,6319762,0,1472289,3505538,2265168,222720,575638,274612,167400,631334,710601,5254,3322,55401,54824,591800,10437914,3421449,18135,5172540,1825790,-1565,60401,392667,44967,14921,198164,650061,22033512,19619790,511527,-583,13230,39403,459477,5822428,12092287,161024,311792,120098,191694,173712,104138,442882,142906,299976,2413722,170219,2243503,13590,8245785
2022:Q1,21564140,2922351,2349825,39127,533399,89102,14107,298458,6243139,0,1471292,3374662,2182393,209033,547313,266218,169705,609628,787557,4475,3512,61259,57294,661017,10535324,3453279,13960,5238434,1829651,-3251,59243,368174,45962,13134,200306,778091,22166800,19832063,515399,-694,8786,58444,448863,5971560,12110476,156078,348370,138323,210047,199004,46685,484491,128010,356481,2334737,156527,2178210,13161,8267768
2022:Q2,21314476,2429402,1827614,46648,555140,89085,13298,280946,6017409,0,1488523,3167267,2036182,211605,521705,225992,171783,599937,761682,4166,3440,61903,57637,634536,10957486,3609754,14012,5420114,1913606,-1875,49546,303656,52658,10966,202219,909680,21889868,19646656,500547,-786,9566,40208,451559,6146047,11629525,168614,390811,160205,230606,321827,32324,456961,134000,322961,2243212,128710,2114502,12376,8021009
2022:Q3,21155636,2308607,1723213,49652,535742,79246,11990,307944,5660178,0,1407747,2919135,1891024,179071,495675,183922,169443,580061,753235,4030,3324,59578,57350,628953,11205283,3658753,13465,5575575,1957490,-3890,45846,286113,57946,12421,204431,979521,21857916,19668053,501012,-375,11710,46601,443076,6242331,11349438,176815,396771,163202,233569,442271,17856,541559,131498,410061,2189863,126683,2063180,11622,7798109
2022:Q4,21233905,2209527,1626380,33474,549673,86705,10365,330799,5620741,0,1388880,2873008,1877257,182227,482642,160613,170269,580184,778669,4668,3291,58770,54352,657588,11438347,3705778,14889,5687795,2029885,-3605,51375,320344,64366,10070,204699,890172,21907782,19679495,462211,-539,9064,27417,426269,6163473,11324627,185261,446610,186669,259941,582438,30235,484640,138334,346306,2228287,125259,2103028,10899,7762386
