1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1953:Q1,70117,31500,10784,20420,0,6792,389,232,0,71596,50914,8564,3880,7092,1146,-1479,8929,336,-548,7662,16350,18746,0,-2396,6892,-2412,-3920,-24,44,0,208,208,0,1400,648,752,0,0,0,1304,10292,9288,0,56,-152,2452,2204,248,1956,0,1956,1956,32,432,4512,-2496,0,7044,0,-36,-8688,-3488
1953:Q2,70463,31516,10936,20508,0,6860,407,236,0,73782,52504,8428,4800,7160,890,-3319,9241,312,-156,5766,9914,19446,0,-9532,2096,-512,-11036,-20,-264,0,-136,-136,0,1988,1396,592,0,0,0,-348,12424,11628,0,112,-204,6380,5392,988,-576,0,-576,-576,72,-816,6660,-400,0,7120,0,-60,-4148,-9884
1953:Q3,69534,31236,10732,20032,0,6884,418,232,0,72127,50951,8596,4164,7280,1136,-2593,9319,296,-312,6742,24746,19018,0,5728,30108,-1204,16368,16,68,0,-76,-76,0,2664,2308,356,0,0,0,96,12176,24380,0,72,-232,18152,16412,1740,728,0,728,728,100,-48,5608,-1340,0,6900,0,48,-18004,13636
1953:Q4,64313,30972,10376,15580,0,6756,401,228,0,73560,52046,9220,4216,7384,694,-9247,9509,368,-384,278,8688,17472,0,-8784,-1112,-516,-7540,-8,-228,0,-4,-4,0,572,692,-120,0,0,0,-1200,7812,7672,0,88,-176,304,-3228,3532,804,0,804,804,92,-268,6828,-392,0,7368,0,-148,-8410,-5688
1954:Q1,61631,28140,9720,15376,0,7776,375,244,0,71376,49264,9892,4044,7512,664,-9745,9719,148,-344,170,14838,17470,0,-2632,4980,-224,764,8,-304,0,72,72,0,-332,-60,-272,0,0,-32,1252,3776,7612,0,164,-200,-588,-2992,2404,596,0,596,596,-52,652,7040,-260,0,7276,0,24,-14668,952
1954:Q2,61697,27888,9600,15872,0,7732,361,244,0,70057,46959,10524,3708,7612,1254,-8360,9959,-56,-316,1971,11937,16733,0,-4796,3284,-32,-172,-36,156,0,-40,-40,0,-1512,-1468,-44,0,0,-84,-444,5448,8080,0,96,-240,1896,2904,-1008,852,0,852,852,-236,-1404,7116,-152,0,7332,0,-64,-9966,500
1954:Q3,62331,27896,9244,16872,0,7752,331,236,0,69903,46111,10856,4324,7704,908,-7572,10168,-508,-300,3404,12429,15241,0,-2812,2360,-656,-4196,36,-244,0,-8,-8,0,252,-296,548,0,0,0,768,6408,5172,0,48,-204,-1592,3124,-4716,1052,0,1052,1052,-400,-416,6684,-468,0,7016,0,136,-9025,-4668
1954:Q4,64384,28348,9464,18180,0,7844,316,232,0,70683,46279,11448,4432,7756,768,-6299,10399,-192,-332,4624,10205,14965,0,-4760,10780,-280,2248,104,84,0,-20,-20,0,684,248,436,0,0,372,-652,8240,15540,0,56,-260,7496,3836,3660,1552,0,1552,1552,-508,232,6972,-388,0,7392,0,-32,-5581,4440
1955:Q1,68333,29048,9984,20196,0,8568,285,252,0,71276,46404,11356,4820,7752,944,-2943,10497,-312,-304,8170,19336,14316,0,5020,9328,-120,-6180,16,228,0,24,24,0,956,828,128,0,0,0,108,14296,4308,0,48,-156,-3424,-4156,732,1048,0,1048,1048,-396,-584,7772,24,0,7548,0,200,-11166,-3580
1955:Q2,70302,30068,10524,20432,0,8732,302,244,0,70837,46204,11436,4404,7732,1061,-535,10584,-64,-132,10245,29750,14646,0,15104,21328,-132,4736,-16,420,0,4,4,0,968,592,376,0,0,0,-556,15904,6224,0,20,-372,-612,1132,-1744,556,0,556,556,-208,-300,7140,-164,0,7456,0,-152,-19505,1244
1955:Q3,71967,30956,10628,20908,0,8884,343,248,0,72677,47919,11604,4392,7968,794,-710,10799,28,-184,10245,15784,14004,0,1780,7808,60,-2072,-72,116,0,-16,-16,0,348,264,84,0,0,0,-416,9860,6028,0,16,-440,-1740,-164,-1576,1532,0,1532,1532,4,84,6572,24,0,6340,0,208,-5539,-3928
1955:Q4,73688,31808,10576,21748,0,8936,376,244,0,71777,46683,11612,4288,8232,962,1911,11066,124,-368,13221,17574,13886,0,3688,13048,32,2436,20,140,0,64,64,0,380,180,200,0,0,0,180,9796,9360,0,8,-52,1496,1816,-320,672,0,672,672,-60,468,6828,24,0,7664,0,-860,-4353,3568
1956:Q1,74193,32704,10592,20640,0,9528,433,296,0,71909,46465,11908,4164,8304,1068,2284,11368,400,-388,13640,23311,14523,0,8788,13068,48,5032,-24,332,0,-20,-20,0,-176,-188,12,0,0,0,-32,7908,4280,0,28,-364,-5276,-5000,-276,1016,0,1016,1016,232,24,8620,104,0,7992,0,524,-9671,6620
1956:Q2,75571,33572,10576,21028,0,9632,471,292,0,74834,48317,12116,4432,8648,1321,737,11573,420,-600,12490,32919,15199,0,17720,11384,412,-2932,-80,200,0,-4,-4,0,976,940,36,0,0,-12,1000,11824,-6336,0,68,-140,-14788,-15060,272,-48,0,-48,-48,360,52,8160,332,0,8100,0,-272,-20429,-3868
1956:Q3,75386,34212,11024,19720,0,9648,498,284,0,74182,46526,12544,4532,8916,1664,1204,11792,388,-436,13044,15826,16270,0,-444,4936,656,-2864,-4,1044,0,-32,-32,0,116,128,-12,0,0,140,-92,5972,5380,0,56,-264,-4804,-4648,-156,2340,0,2340,2340,344,260,7448,340,0,5812,0,1296,-2782,-3940
1956:Q4,78220,35164,11672,20800,0,9780,528,276,0,76822,48103,12632,4604,9512,1971,1398,12009,372,-412,13447,17279,17055,0,224,11664,104,-388,0,2924,0,12,12,0,1692,1640,52,0,0,0,-572,7892,11440,0,80,-208,1640,2500,-860,-232,0,-232,-232,276,964,8920,260,0,8488,0,172,-3832,1396
1957:Q1,80415,35712,11560,21256,0,11036,567,284,0,80057,50591,13360,4612,9460,2034,358,12376,324,4,12406,25241,17301,0,7940,21652,1392,9548,40,832,0,44,44,0,80,-124,204,0,0,300,420,8996,13712,0,76,-188,6708,6872,-164,-1768,0,-1768,-1768,184,-296,8996,1428,0,8804,0,-1236,-12835,8420
1957:Q2,79894,36076,11548,20316,0,11068,606,280,0,81446,50402,14484,4812,9780,1968,-1552,12568,-128,-320,11464,27994,17122,0,10872,5280,1304,-7484,-56,1436,0,-8,-8,0,-820,-988,168,0,0,-28,732,10204,-5592,0,88,-404,-14812,-14772,-40,-1800,0,-1800,-1800,88,-220,11468,1268,0,9028,0,1172,-16530,-7392
1957:Q3,79858,36292,11656,19844,0,11132,658,276,0,81450,50372,14576,4676,9980,1846,-1592,12830,112,-200,11326,13483,17983,0,-4500,11988,108,1112,56,1488,0,4,4,0,904,600,304,0,0,0,-280,8596,16488,0,76,-408,9996,10408,-412,-988,192,-1180,-1180,48,-208,7972,48,0,8852,0,-928,-2157,1472
1957:Q4,77100,35896,11236,18028,0,10952,708,280,0,84813,52151,15704,4852,10372,1734,-7713,13071,116,44,5198,16220,17892,0,-1672,5848,392,-2632,-156,88,0,-24,-24,0,2204,1756,448,0,0,0,-1228,7204,7520,0,80,-308,-3776,-5684,1908,-756,192,-948,-948,28,1368,10884,584,0,9356,0,944,-11022,-1852
1958:Q1,73586,35156,11036,15440,0,10972,690,292,0,83793,50641,16840,4560,9900,1852,-10207,13081,132,620,2122,13749,18097,0,-4348,9488,-1480,5468,-124,792,0,168,168,0,1100,828,272,0,0,0,-552,4116,13836,0,144,-100,5948,3812,2136,1820,504,1316,1316,28,-408,6404,-1548,0,8824,0,-872,-11627,6232
1958:Q2,73486,34668,11196,15768,0,10892,670,292,0,88477,52879,18628,5100,9836,2034,-14991,13274,-516,976,-2177,11290,18670,0,-7380,15840,-4300,12924,16,944,0,-116,-116,0,576,348,228,0,0,-16,-708,6520,23220,0,84,-400,17352,20144,-2792,-56,500,-556,-556,44,-244,6440,-4152,0,9224,0,1368,-13467,13972
1958:Q3,76730,35868,11056,17876,0,11064,578,288,0,89193,52857,18972,5100,10040,2224,-12463,13547,584,936,-436,-524,19028,0,-19552,-16864,-1932,-25928,104,392,0,-76,-76,0,1608,1396,212,0,0,-24,-520,9512,2688,0,64,-4,-5248,-5860,612,1572,368,1204,1204,64,272,5968,-1928,0,8632,0,-736,88,-28260
1958:Q4,80422,36248,11504,20660,0,11176,550,284,0,90999,53951,18324,5940,10404,2380,-10577,13797,-84,1480,1824,12248,19960,0,-7712,20324,-1388,8768,108,-816,0,-16,-16,0,2492,1564,928,0,0,0,-372,11548,28036,0,60,-268,18636,18916,-280,512,372,140,140,88,632,8376,-1360,0,9320,0,416,-10424,8764
1959:Q1,84552,37152,11836,21560,84,13296,824,272,-472,89118,50806,18400,7436,11328,1148,-4566,13966,172,1896,7332,8249,21561,0,-13312,2876,-384,-1580,-28,-440,0,-4,-4,0,2852,1156,1696,0,0,12,-124,2572,16188,0,48,-136,8828,10268,-1440,240,196,44,44,108,-120,7220,-368,0,9260,0,-1672,-917,-928
1959:Q2,88285,38292,12076,23604,84,13536,893,280,-480,90132,51836,18288,8116,10964,928,-1847,14171,-716,1204,11836,13780,21744,0,-7964,7800,-2960,-332,44,1788,0,16,16,0,3176,1480,1696,0,0,12,-20,6076,15764,0,132,-236,10516,10448,68,-1504,204,-1708,-1708,124,-492,7224,-2948,0,9472,0,700,-1944,-456
1959:Q3,86484,38712,12460,20896,84,13484,1135,268,-555,90742,52390,18520,7240,11504,1088,-4258,14411,1068,2260,6825,6653,22141,572,-16060,1864,-668,816,-44,-236,0,36,36,0,1844,652,1192,0,0,-28,60,84,17924,0,120,-208,10468,10480,-12,140,428,-288,-288,112,-40,7332,-856,0,9440,0,-1252,172,240
1959:Q4,87091,39708,12472,20232,84,13528,1293,272,-498,92047,52175,19104,7732,11968,1068,-4956,14633,-268,1512,8433,11396,21660,564,-10828,2676,-288,3728,-140,-800,0,-52,-52,0,352,-144,496,0,0,8,80,-212,13504,0,8,-176,3800,5012,-1212,-1264,432,-1696,-1696,92,936,10108,-140,0,9684,0,564,-2963,3592
1960:Q1,95237,41140,13252,22704,88,16008,2348,280,-583,90543,49415,19132,7004,13968,1024,4694,14853,88,840,18619,17338,21567,291,-4520,368,-200,128,-20,104,0,180,180,0,808,1112,-304,0,0,0,400,-1032,4888,0,116,-224,-5368,-5116,-252,640,400,240,240,84,820,8820,-192,0,9740,0,-728,1281,-24
1960:Q2,93874,41816,13128,20772,100,16044,2330,292,-608,92628,49824,19688,7868,13968,1280,1246,15070,360,940,15016,16344,21241,519,-5416,3916,-376,4304,40,372,0,-124,-124,0,1164,988,176,0,0,328,-204,-1588,9332,0,56,-232,-1740,-2740,1000,456,408,48,48,72,-444,11164,-344,0,9968,0,1540,-1328,4612
1960:Q3,93326,42264,13036,19844,96,16068,2488,308,-778,93723,51759,20368,6720,13828,1048,-397,15275,84,1184,13610,10765,22402,535,-12172,-4344,-2552,-1244,-40,76,0,-48,-48,0,944,552,392,0,0,16,-40,-1456,7828,0,84,-176,-788,940,-1728,1296,404,892,892,68,324,7020,-2548,0,9876,0,-308,2845,-2784
1960:Q4,91782,42132,12872,18880,96,15948,2342,328,-816,96698,52914,21264,7540,13748,1232,-4916,15469,-316,464,10405,10792,22377,459,-12044,-3000,-3684,984,-72,-52,0,132,132,0,1068,552,516,0,0,316,116,-1808,9044,0,92,-116,-340,-276,-64,1412,408,1004,1004,80,1124,6792,-3672,0,10052,0,412,-387,1552
1961:Q1,91825,42164,12856,18696,104,16304,2260,344,-903,96510,51010,22948,7288,13692,1572,-4685,15689,-56,1064,9996,7957,24271,378,-16692,-7100,-1484,-5530,152,40,50,-4,-4,0,2484,2144,340,0,0,0,8,-2816,9592,0,44,-164,-1680,-2248,568,2636,216,2420,2420,84,340,8332,-1516,0,10216,0,-368,2039,-4384
1961:Q2,93756,42460,13020,20072,108,16488,2254,344,-990,100155,52163,23704,8532,13748,2008,-6399,15891,40,896,8556,5201,24011,558,-19368,-36,680,-894,-48,572,322,-92,-92,0,-604,-972,368,0,0,16,-172,184,19332,0,112,-116,6744,6812,-68,1436,216,1220,1220,88,-932,12000,648,0,10236,0,1116,3355,40
1961:Q3,95586,42756,13160,21288,112,16620,2213,364,-927,100502,53290,23736,7328,13976,2172,-4916,16150,20,756,10458,13224,24846,614,-12236,14068,-584,8192,48,1824,-248,96,96,0,2944,2420,524,0,0,-44,196,1644,26304,0,500,-124,14412,14580,-168,2356,228,2128,2128,96,616,8448,-696,0,10596,0,-1452,-2766,4756
1961:Q4,99149,43396,13608,23160,124,16848,2386,376,-749,102076,54472,23144,7968,14188,2304,-2927,16404,-216,900,12793,9040,25454,422,-16836,180,-2040,-1932,-64,-1068,108,-8,-8,0,1824,1260,564,0,0,688,-88,2760,17016,0,92,-92,5176,4280,896,1336,228,1108,1108,104,1012,9388,-1948,0,10776,0,560,3753,-220
1962:Q1,100565,44552,13920,21536,128,18416,2450,380,-817,105952,57212,23624,8312,14520,2284,-5387,16717,20,1148,10162,9841,26119,578,-16856,3044,-1216,1808,24,-748,228,12,12,0,2788,2584,204,0,0,4,16,128,19900,0,12,-172,7984,7252,732,2256,320,1936,1936,116,-832,10536,-1124,0,10892,0,768,321,2604
1962:Q2,102104,45964,13948,21268,144,18624,2674,388,-906,107795,58131,23436,8872,14972,2384,-5691,16920,144,1004,10081,15750,25996,706,-10952,6408,-464,2432,40,428,648,-120,-120,0,2332,2352,-20,0,0,8,164,940,17360,0,40,-116,6028,4796,1232,1544,324,1220,1220,124,220,9520,-692,0,10948,0,-736,-5669,4036
1962:Q3,104444,47216,14372,21912,148,18696,2600,400,-900,109320,60124,23792,7868,15320,2216,-4876,17318,-60,800,11702,14848,26894,550,-12596,-2876,-1780,-820,-120,-1040,-208,-12,-12,0,568,572,-4,0,0,-44,260,320,9720,0,-192,-112,-2980,-1520,-1460,1604,192,1412,1412,132,676,10592,-1472,0,11380,0,684,-3146,-4436
1962:Q4,105634,48384,14284,21968,160,18768,2644,408,-982,111161,60605,24356,8376,15616,2208,-5527,17724,48,1100,11049,3545,26991,542,-23988,3232,-100,394,-4,-160,-702,-20,-20,0,2244,2136,108,0,0,496,476,608,27220,0,68,-76,13332,11664,1668,1704,204,1500,1500,128,1668,10396,-356,0,11412,0,-660,7504,2944
1963:Q1,108650,48832,14392,22048,176,20800,2700,440,-738,112116,60176,25620,8496,15800,2024,-3466,17981,60,1152,13303,10641,26031,406,-15796,3368,-444,178,-36,388,66,40,40,0,2732,2928,-196,0,0,8,1148,-712,19164,0,44,-104,5272,4932,340,2700,100,2600,2600,132,-348,11468,-400,0,11508,0,360,2662,1020
1963:Q2,110929,49008,14672,23624,192,20996,2713,484,-760,112048,59476,24520,9828,16060,2164,-1119,18269,284,1160,15706,20702,26288,698,-6284,12520,-464,6792,-24,1236,-12,196,196,0,440,1812,-1372,0,0,36,1012,3308,18804,0,36,-96,5232,5216,16,3756,108,3648,3648,136,-824,10564,-580,0,11484,0,-340,-4996,6332
