date,FA893170005.Q,FA163170005.Q,FA103170005.Q,FA113170005.Q,FA313170005.Q,FA213170003.Q,FA513170005.Q,FA543170005.Q,FA663170003.Q,FA263170005.Q,FA893070005.Q,FA163070005.Q,FA103070005.Q,FA113070003.Q,FA313070000.Q,FA213070003.Q,FA513070005.Q,FA543070005.Q,FA673070003.Q,FA263070005.Q,FA903070005.Q
1998:Q4,131691,7524,74482,26849,897,21536,0,0,-11400,11804,123598,9860,98328,20896,-2218,17492,-9848,0,4944,-15856,8093
1999:Q1,131709,5900,83914,27910,-8567,22032,0,0,1988,-1468,171718,2884,156401,31796,864,8356,8956,0,-19960,-17580,-40008
1999:Q2,301279,5900,178190,37547,4354,22500,0,0,48440,4348,210896,2884,174210,41312,3378,6368,7440,0,-19756,-4940,90383
1999:Q3,300126,5900,227879,37345,4982,23048,0,0,-6068,7040,313976,2884,269729,47632,3524,6360,3064,0,-16124,-3092,-13850
1999:Q4,303049,5900,223913,35075,26,23800,0,0,3348,10988,282734,2884,236300,36916,10654,13664,-9876,0,-15316,7508,20316
2000:Q1,367361,6048,258018,35980,13018,24500,13196,2624,11628,2348,282788,10112,158175,64680,2281,6968,20212,1180,13344,5836,84572
2000:Q2,470417,6048,344115,53410,1767,24608,13216,2628,22556,2068,425671,10112,297846,85604,4365,3460,14824,1184,-3288,11564,44746
2000:Q3,421995,6048,340519,42105,3964,25016,13192,2616,-13972,2508,478447,10112,334790,68200,6693,6560,16480,1172,17932,16508,-56452
2000:Q4,401099,6048,310355,34553,3903,25672,13196,2628,12,4732,484457,10112,335749,59884,7808,2712,-6028,1184,36528,36508,-83358
2001:Q1,-111930,-600,-129396,-12840,-629,26436,16464,5116,-2304,-14176,-172996,900,-244342,-148,2694,4408,22044,2596,7388,31464,61066
2001:Q2,-51638,-600,-98189,1009,-3698,27248,16476,5132,-8072,9056,-36597,900,-84148,2168,8087,10532,17220,2604,-2496,8536,-15040
2001:Q3,-66928,-600,-124194,-4621,8479,26716,16456,5120,11260,-5544,-42889,900,-141140,3892,21590,-644,21060,2600,24004,24848,-24039
2001:Q4,-4537,-600,-63145,-2560,8724,27416,16468,5100,12300,-8240,14298,900,-15639,1172,-3075,9684,-3052,2580,21304,424,-18835
2002:Q1,94965,17324,39430,5822,-9243,27924,16536,11928,-11456,-3300,-61641,4740,-141842,18636,-7511,1840,26756,5028,-1772,32484,156606
2002:Q2,101960,17324,18560,35526,590,28108,16552,11956,-23060,-3596,68172,4740,-15590,18996,-7622,1516,29892,5044,-7524,38720,33788
2002:Q3,87870,17324,-21866,31902,-661,28348,16532,11944,4740,-392,-86913,4740,-149521,19000,768,-776,13888,5044,-9580,29524,174783
2002:Q4,194877,17324,42760,28322,11382,28652,16540,11928,22604,15364,-38613,4740,-86575,18996,1274,7704,808,5024,-3620,13036,233490
2003:Q1,-79661,6544,-133016,-31796,81127,28928,1356,5792,-35668,-2928,115102,4340,63484,-25128,49399,-304,15192,3692,584,3844,-194764
2003:Q2,28707,6544,-93616,-23508,66239,28412,1372,5764,27008,10492,-104581,4340,-96373,-25132,8372,-5656,7152,3648,-328,-604,133288
2003:Q3,38810,6544,-34133,-22787,67506,28796,1356,5784,-11140,-3116,-86163,4340,-67698,-25128,4246,-3168,-444,3672,-4448,2464,124973
2003:Q4,123289,6544,41838,-26626,73757,28896,1376,5784,-17000,8720,70270,4340,29611,-25132,14303,1280,-15356,3680,39512,18032,53019
2004:Q1,307286,16380,183578,21477,20047,29296,-2264,14968,25524,-1720,344651,9632,235614,26640,27197,12104,10048,7192,-4244,20468,-37365
2004:Q2,84020,16380,8877,23602,2690,29736,-2268,14980,-10088,112,160243,9632,65215,26640,4077,2944,9460,7196,33472,1608,-76223
2004:Q3,184373,16380,94445,22639,13017,30076,-2288,14980,8636,-13512,149069,9632,78676,26636,-4947,8960,2772,7196,16208,3936,35303
2004:Q4,221605,16380,102125,27011,25846,30728,-2260,14968,7216,-408,172036,9632,135895,26640,15638,9856,-29072,7184,-4300,564,49569
2005:Q1,350172,15704,215232,55075,25848,31056,4048,6904,-4272,576,394702,9872,286417,66604,-103,14988,7524,3072,-16468,22796,-44530
2005:Q2,279584,15704,158651,47585,11400,31516,4064,6892,308,3464,310454,9872,160643,66608,7151,17840,10824,3056,-1192,35652,-30871
2005:Q3,465290,15704,287001,43600,40025,32156,4036,6884,40712,-4828,444307,9872,322998,66604,3994,21400,1924,3052,6760,7704,20983
2005:Q4,308975,15704,136900,52352,57382,32948,4064,6892,-8592,11324,467097,9872,340362,66608,25855,15520,-11528,3060,-468,17816,-158122
2006:Q1,142919,16328,95645,13443,-5465,33504,-4424,14156,-28708,8440,162264,8104,27965,39952,-14944,4504,7688,4140,62760,22096,-19346
2006:Q2,270892,16328,148898,10876,-5582,34256,-4432,14232,52144,4172,124721,8104,64111,39952,-697,14988,7628,4220,-35752,22168,146171
2006:Q3,148272,16328,94892,12300,6712,34552,-4420,14132,-22440,-3784,27130,8104,-1405,39952,-8972,5500,-2712,4140,-18768,1292,121142
2006:Q4,237989,16328,101957,20737,29223,34804,-4420,14080,19804,5476,-72968,8104,-149730,39952,-21766,10832,10492,4124,25772,-748,310957
2007:Q1,229759,16864,119553,22972,18230,35876,-12464,12372,13492,2864,197988,9896,107970,54744,-2881,5796,-9748,-552,13020,19744,31770
2007:Q2,269013,16864,92719,25302,21720,36588,-12448,12272,55284,20712,304617,9896,177303,54740,7505,11224,1532,-580,-11116,54112,-35604
2007:Q3,137310,16864,42620,23803,30231,36992,-12468,12340,-13376,304,300612,9896,222428,54744,11072,3100,-12048,-556,-16656,28632,-163302
2007:Q4,175691,16864,88721,32075,47095,37672,-12452,12472,-65148,18392,232424,9896,144156,54740,-10912,11224,-22756,-520,28272,18324,-56734
2008:Q1,28346,25228,-130039,29273,56824,37804,5140,17260,-9392,-3752,-19225,7504,-108450,-2968,-5267,-9124,7232,3736,26844,61268,47571
2008:Q2,-62258,25228,-203437,-26957,80312,38508,5136,17092,-17628,19488,-57409,7504,-60275,-2972,13718,-12928,5212,3720,-52464,41076,-4849
2008:Q3,-164308,25228,-253953,17766,10963,39408,5152,17336,-18900,-7308,-190141,7504,-179179,-2968,12498,-18860,3704,3744,-42376,25792,25833
2008:Q4,-371104,25228,-332255,3154,-60807,38344,5148,17396,-52780,-14532,-369830,7504,-325061,-2968,-4329,-21840,348,3760,3528,-30772,-1274
2009:Q1,-236156,39900,-339270,16469,-101823,38340,-9168,1304,106508,11584,-345615,-808,-240498,-26328,-6056,-22748,-5228,2460,-37560,-8848,109459
2009:Q2,-75506,39900,-118096,10026,-52301,38912,-9160,1040,26876,-12704,-60290,-808,-13399,-26328,14129,-5076,-8380,2368,-33944,11148,-15216
2009:Q3,111313,39900,3804,19862,-29420,39100,-9176,976,49588,-3320,-71811,-808,66754,-26328,-88205,-1844,-15212,2332,-39592,31092,183125
2009:Q4,180789,39900,105850,21202,-37140,39016,-9160,1140,12608,7372,-12207,-808,69080,-26328,-4267,10056,-18264,2392,-26012,-18056,192996
2010:Q1,170847,-27780,145122,42059,20494,38492,-4280,-6112,-31396,-5752,182606,6064,117739,37032,4332,13160,4836,-2004,-24596,26044,-11759
2010:Q2,181593,-27780,175453,34434,558,38456,-4260,-5848,-40888,11468,206652,6064,146096,37032,-13843,14120,5280,-1816,-4188,17908,-25059
2010:Q3,97666,-27780,55804,24606,8264,38200,-4292,-6328,12328,-3136,191486,6064,147080,37032,2542,9604,-544,-2096,432,-8628,-93820
2010:Q4,150678,-27780,251077,23573,6880,38132,-4260,-6284,-148004,17344,201232,6064,156426,37036,4146,14928,-15280,-2076,-9472,9460,-50553
2011:Q1,201211,19840,122446,43889,-105,38164,4944,-11096,1256,-18128,293927,14544,171731,77568,5837,12084,6780,856,7052,-2524,-92717
2011:Q2,228285,19840,87795,62491,21963,38320,4936,-10952,3392,500,213409,14544,109245,62484,6872,9920,20188,932,-9760,-1016,14876
2011:Q3,18289,19840,-129632,66254,5259,38240,4956,-10608,-11720,35700,127361,14544,6552,62488,6185,288,7648,1124,-14424,42956,-109072
2011:Q4,120898,19840,14210,48533,9323,38320,4948,-11144,-8168,5036,126596,14544,59825,62484,151,-176,-1196,856,304,-10196,-5697
2012:Q1,214526,3452,137210,11109,11999,38356,-1852,10264,12216,-8228,79660,9036,21563,6464,4541,8856,15268,10288,-9128,12772,134867
2012:Q2,12242,3452,-49017,11795,5484,38180,-1860,10580,-15344,8972,-63999,9036,-92269,6464,3630,-2580,3772,10452,-11604,9100,76242
2012:Q3,192720,3452,131193,14898,-3411,38088,-1852,10456,-1968,1864,290254,9036,203804,6464,9390,16252,10448,10376,-3920,28404,-97534
2012:Q4,173363,3452,52902,17397,37259,38228,-1848,10516,4956,10500,92361,9036,88602,6468,-6981,-288,-10276,10420,-988,-3632,81002
2013:Q1,89760,-2360,54896,39376,-33615,38568,-2212,-6852,4612,-2652,327946,5660,271982,47272,-7412,3804,4608,-4380,-4168,10580,-238185
2013:Q2,204133,-2360,94929,33936,30356,38700,-2208,-6812,1028,16564,382254,5660,310926,47272,11084,9736,7304,-4384,-15576,10232,-178121
2013:Q3,250060,-2360,154646,35077,35969,39004,-2212,-6840,-9252,6028,349936,5660,280976,47272,396,20688,4804,-4368,-6404,912,-99876
2013:Q4,200666,-2360,97617,28875,23686,39128,-2196,-6844,4864,17896,274937,5660,223393,47272,8952,3528,-15840,-4380,4356,1996,-74270
2014:Q1,285654,26532,254982,6030,-19513,39128,-504,2860,956,-24816,273946,27480,137292,21376,7127,12344,17772,2896,-5736,53396,11708
2014:Q2,258984,26532,148631,16835,978,39680,-520,2848,11940,12060,254953,27480,157112,21380,825,13876,13700,2888,-1476,19168,4031
2014:Q3,223689,26532,137712,11121,3132,40116,-500,2884,8392,-5700,79090,27480,77257,21376,-35123,19104,-1852,2904,-10056,-22000,144599
2014:Q4,118257,26532,52863,1990,3028,40288,-504,2860,-7824,-976,89949,27480,44858,21380,6555,-1212,-12320,2892,-284,600,28308
2015:Q1,58460,18668,-45926,-7322,33532,39912,-252,15936,5048,-1136,-24978,212,-71329,-3564,6891,-12788,21988,14836,784,17992,83438
2015:Q2,206567,18668,130537,-15792,-1767,41260,-260,15932,17736,252,129551,212,77089,-3560,1010,11792,14380,14852,2524,11252,77016
2015:Q3,100860,18668,13353,-20405,22543,41920,-240,15944,2360,6716,144807,212,101643,-3564,2491,9104,7784,14840,-1952,14248,-43947
2015:Q4,66998,18668,-601,-20661,3856,41720,-248,15940,8424,-100,67241,212,26289,-3560,40436,-5784,-14312,14848,9496,-384,-243
2016:Q1,287659,9300,96125,60156,43038,42136,6840,19616,-4092,14540,272518,3184,115344,76748,11395,-972,19056,24740,7272,15752,15140
2016:Q2,378613,9300,223740,63168,14137,42800,6836,19608,6492,-7468,404756,3184,260675,76748,-3771,25588,4604,24736,-2028,15020,-26144
2016:Q3,377211,9300,182047,74805,13388,43184,6848,19616,18160,9864,252205,3184,104300,76748,7413,28132,22268,24732,-2124,-12448,125006
2016:Q4,441250,9300,235012,64923,46938,43688,6848,19612,20916,-5988,409586,3184,315019,76748,111,17248,-31092,24736,-3640,7272,31663
2017:Q1,64508,5340,-28236,4747,-15663,44096,1040,37508,-5608,21284,188708,16012,34756,55012,-6372,-14752,27904,11084,76,64988,-124200
2017:Q2,128406,5340,5539,14378,32137,44144,1036,37520,-12436,748,203486,16012,59235,55016,11142,7444,17284,11096,-3392,29648,-75080
2017:Q3,256275,5340,110587,9012,31716,44688,1044,37520,9600,6768,438124,16012,275899,55012,3593,18692,2756,11092,284,54784,-181849
2017:Q4,392992,5340,237486,2903,21746,45936,1048,37516,40048,968,391039,16012,283538,55016,-8067,13564,-10488,11092,-2776,33148,1953
2018:Q1,413236,8216,266595,-881,74869,46400,8404,15208,-6680,1104,577283,5536,404287,49636,12648,5196,44732,-752,-1512,57512,-164047
2018:Q2,469015,8216,375584,17376,9891,47472,8384,15216,-19444,6320,630768,5536,480887,49640,2886,33580,24132,-736,-552,35396,-161754
2018:Q3,627980,8216,456210,3674,110988,48264,8408,15200,-16552,-6428,777633,5536,631398,49636,14127,42720,9368,-748,-1020,26616,-149653
2018:Q4,309093,8216,184379,2795,100416,48516,8404,15180,-68448,9636,160967,5536,68620,49640,11951,9908,-6908,-744,8856,14108,148126
2019:Q1,406411,48548,268146,-61537,99902,49464,2612,13432,-7504,-6652,630088,-1160,658077,-89360,2599,1564,17436,6504,-2536,36964,-223677
2019:Q2,324108,48548,244234,-58459,24785,51316,2620,13432,452,-2820,610622,-1160,639818,-89356,3836,18588,22548,6492,-1596,11452,-286514
2019:Q3,290557,48548,217663,-46169,-18917,51936,2608,13424,1840,19624,338895,-1160,413850,-89360,-7395,22580,-8520,6496,-1632,4036,-48338
2019:Q4,273108,48548,190445,-61800,27347,52696,2604,13432,1172,-1336,391494,-1160,450394,-89356,-6624,5744,-5000,6504,8300,22692,-118387
2020:Q1,-107626,28132,-472346,123626,53934,53596,11104,88112,17432,-11216,-204134,38400,-539602,176608,768,-37336,40280,22456,9524,84768,96508
2020:Q2,-487795,28132,-830308,138681,46408,52388,11100,88144,-9312,-13028,-737064,38400,-1057453,176604,25065,-42980,30192,22448,-5888,76548,249269
2020:Q3,732637,28132,384570,130912,39448,53768,11092,88120,-4312,908,987376,38400,624355,176608,1818,46816,10668,22456,-11292,77548,-254739
2020:Q4,638531,28132,294556,132376,346,54732,11092,88132,7252,21912,802652,38400,424567,176604,17661,26644,-8832,22456,10008,95144,-164121
2021:Q1,712808,27772,350655,64062,106303,56332,18992,66804,4564,17324,885443,38904,594340,80064,29398,16432,38964,10092,-3808,81056,-172634
2021:Q2,629012,27772,316844,87313,79847,57384,18992,66820,-15080,-10880,997060,38904,717185,80068,1275,33348,34668,10092,8356,73164,-368048
2021:Q3,501072,27772,219351,67757,35888,58496,18972,66796,6604,-564,468944,38904,194179,80064,7448,30916,40864,10092,-4312,70788,32128
2021:Q4,1096680,27772,832239,54236,9253,60160,18984,66808,19492,7736,764664,38904,486610,80068,4382,58776,-23932,10088,11832,97936,332016
2022:Q1,834055,31352,679640,58635,-6860,62784,15112,16336,-2028,-20916,836758,32060,535846,143232,9540,39172,53384,-3920,-7996,35440,-2703
2022:Q2,902860,31352,681423,118289,-20904,66192,15092,16280,-10672,5808,1083985,32060,766412,143236,-15627,60812,40212,-3920,4324,56476,-181125
2022:Q3,227971,31352,31623,92189,-35665,66604,15096,16300,1296,9176,473295,32060,236240,143232,563,19616,-3172,-3928,5220,43464,-245324
2022:Q4,455337,31352,210986,90871,24465,67216,15092,16392,1768,-2804,576483,32060,311603,143232,5108,17856,14932,-3920,13564,42048,-121145
2023:Q1,340189,29620,-11988,41984,108093,67180,22052,93380,-3676,-6456,458706,35400,188745,52184,19777,-10156,68296,8148,-8648,104960,-118517
2023:Q2,591365,29620,292359,34409,41850,67148,22048,93368,14760,-4196,690527,35400,440367,25424,1056,27380,38332,8156,6652,107760,-99162
2023:Q3,957521,29620,654337,3037,80331,68892,22040,93268,-5436,11432,958212,35400,691020,13648,3533,57064,29108,8148,3592,116700,-692
2023:Q4,439297,29620,93125,12722,109286,69876,22040,93396,-11936,21168,298049,35400,8590,22816,27003,4112,42640,8148,13508,135832,141249
2024:Q1,-102029,29892,-307702,18534,-26802,71128,-15024,116220,11240,484,-215301,34872,-488553,25172,11699,-32356,29528,6740,-540,198136,113272
2024:Q2,515393,29892,251978,15015,49604,71512,-15024,116172,-9048,5292,732296,34872,499358,24672,-1658,22936,-812,6740,7432,138756,-216903
2024:Q3,389634,29892,111624,11017,37117,72312,-15032,116196,10988,15520,198155,34872,-9500,32140,619,19756,-13972,6744,872,126624,191479
2024:Q4,639678,29892,342024,20137,68881,72888,-15032,116156,5216,-484,623452,34872,393456,37012,1440,22048,-40008,6740,8824,159068,16226
2025:Q1,754213,30044,452824,15515,42535,74028,12912,100692,14024,11640,836245,34580,559766,30516,7951,20884,55916,-304,5292,121644,-82032
