1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q2,139407,13273,28095,-205,5535,13881,-23913,14287,13115,10392,18578,-35083,17451,0,2843,65523,9516,163972,48618,27781,87005,-621,1188,106374,22688,18819,64739,57598,25931,8962,22266,-621,1188,114643,41782,22242,23569,8003,19047,2148,84510,22266,409,4866,66701,78676,-11975,776088,10.889266215148965,8.594455575118452,10.137510179258022,-1.5430546041395705
1985:Q3,131268,14968,30499,395,-3582,29710,14308,-5541,16363,4580,-5407,-22740,17524,0,2813,53503,13585,170960,49882,27678,92413,-651,1638,108339,23091,19049,66067,62621,26791,8629,26346,-651,1638,121496,51271,20790,26313,7116,16006,2341,74733,26346,-20,-584,47823,62846,-15022,779134,9.5918140858606,6.138010422497282,8.06607337957058,-1.9280629570732986
1985:Q4,173885,801,28626,511,2521,33562,-17079,-13896,48199,16338,17281,-28617,28915,0,3767,73705,12812,170735,51570,29038,89453,-682,1357,110287,23500,19312,67337,60448,28070,9726,22116,-682,1357,120043,49573,7333,24669,8635,29833,2219,116509,22116,335,-1188,92870,70028,22842,793350,14.685667031595043,11.706087709599492,8.826870603494484,2.8792171061050085
1986:Q1,140909,14129,27870,161,20312,5678,-11755,-3685,4612,16506,2226,-33574,32990,0,3926,57840,9351,174395,54328,27668,92144,-679,934,113241,24307,19218,69585,61155,30021,8451,22559,-679,934,47063,31120,15533,-3775,3452,733,2377,157377,22559,872,-938,133008,75630,57378,810666,19.41323702362476,16.407252748345012,9.329394186571847,7.077858561773167
1986:Q2,138037,33997,16441,174,11054,8580,-22750,2877,13347,15106,-3667,-34850,32632,0,4591,58267,10818,180158,58083,27526,95830,-709,-572,115343,24720,19617,70871,64815,33364,7909,24959,-709,-572,86258,58730,13412,21092,1957,-8933,2490,119084,24959,724,5816,99218,76590,22628,818927,14.54150862721717,12.115591062500645,9.352479112155567,2.763111950345078
1986:Q3,156136,19112,34611,321,16033,-3619,17995,-555,-13357,-7702,4792,-30846,30319,0,4568,69657,11188,190645,59656,27629,104868,-738,-770,117974,25120,20135,72579,72671,34536,7494,32289,-738,-770,103748,66969,14453,21997,2106,-1777,2621,127679,32289,220,-968,94202,69246,24956,828236,15.41581305975384,11.37379002586707,8.360597595190985,3.0131924306760838
1986:Q4,224663,52514,48694,120,-3583,33341,8939,2156,13997,8249,13671,-51641,34153,0,5159,82514,9721,191186,60519,28188,103792,-766,-547,121353,25510,20776,74923,69833,35009,7412,28870,-766,-547,104767,47025,24171,16467,2653,14451,2533,192261,28870,480,-2458,160453,67247,93207,835558,23.00990309871659,19.203134506120804,8.048127134240572,11.155007371880235
1987:Q1,90159,-35682,19508,-66,12187,8524,-30784,-2523,23880,17951,2256,-43066,49351,0,7065,60231,9851,186156,61162,28790,98314,-787,-1324,123679,26495,20938,76099,62477,34667,7852,22215,-787,-1324,33844,50933,12678,-22038,-5565,-2164,2679,121470,22215,206,-1635,97414,67692,29723,843253,14.404972203429258,11.552210339552106,8.02742474678418,3.524785592767927
1987:Q2,134005,12967,32080,-162,-2105,57792,12428,4120,28355,12889,-1050,-47524,11983,0,6382,57276,6366,191686,61933,29539,103155,-807,-2134,126024,26918,21259,77696,65662,35015,8280,25459,-807,-2134,109122,73718,7552,15996,7192,4664,2643,93188,25459,495,5959,73193,53896,19297,847062,11.001337350558645,8.640854882923454,6.362698362103364,2.2781565208200893
1987:Q3,170867,4935,39548,-125,5331,49259,5406,2004,27186,14663,3291,-22265,1439,0,7306,75269,6879,199065,61951,30599,108191,-821,-855,128059,27377,21111,79415,71006,34574,9488,28777,-821,-855,93805,57894,5894,19324,2344,8349,2730,150797,28777,922,-1284,119815,62788,57027,872450,17.284352373784234,13.733144983329943,7.19671820640673,6.5364267769232125
1987:Q4,158184,14117,56144,222,9967,35736,29533,2863,27075,-23735,-7914,-28281,-15161,0,10478,73630,9247,198405,62619,30856,105703,-830,58,129750,27871,20465,81252,68656,34748,10391,24451,-830,58,79403,57087,10086,19003,-14239,7466,2525,149962,24451,-506,-1515,124502,76216,48286,894455,16.765792254817764,13.919366218851732,8.520942920549384,5.398423298302347
1988:Q1,165194,-7220,51324,-35,24749,-3232,-8840,-5953,8226,3335,9733,-17220,3401,694,5961,85922,11117,202618,62527,32278,109409,-834,-762,133771,28385,23242,81984,68847,34142,9036,27425,-834,-762,61842,35990,19708,-4908,-1591,12643,2646,174844,27425,164,-2222,145034,77646,67388,916525,19.076902982859764,15.82431671811725,8.471759347404243,7.352557370713007
1988:Q2,152022,5957,39250,406,-17374,27296,19005,-2823,15791,-4677,8124,-8322,1124,718,7214,75720,11908,203312,63429,33096,110056,-844,-2425,134410,28900,21986,83358,68902,34529,11110,26698,-844,-2425,114324,69491,18060,16396,3350,7027,2596,109196,26698,746,7130,88882,79099,9783,933458,11.698010398864453,9.52182727756089,8.473736492090831,1.0480907854700594
1988:Q3,191808,-368,45419,188,-1879,38028,22190,2996,16671,-3829,6856,9296,-4337,730,6150,78890,12835,203105,63659,33137,109397,-858,-2229,136381,29412,21508,85290,66724,34247,11630,24107,-858,-2229,113469,60408,17803,15710,7688,11860,2926,147989,24107,60,-1011,122811,80341,42470,952747,15.53283211380415,12.890236545410861,8.432563944048105,4.457672601362756
1988:Q4,196675,16001,38702,353,9619,46235,14201,26528,18078,-12572,4826,-23262,-2507,730,8504,84999,12475,206405,64620,33647,113065,-879,-4047,139199,29920,21860,87242,67207,34699,11787,25824,-879,-4047,101482,56708,17440,19368,-2718,10683,2947,165347,25824,379,-2223,136922,80024,56898,971351,17.022376117029005,14.096013761917412,8.238396830805755,5.857616931111656
1989:Q1,87738,-18989,27766,445,25971,-6182,14430,-13222,-1283,-6106,4240,-27702,-759,1492,3828,69351,8277,213342,64566,34313,113155,-896,2205,141841,30352,22846,88471,71502,34214,11467,24684,-896,2205,53599,35919,9323,-9113,-286,17756,2887,108528,24684,-72,-1555,82361,90215,-7853,996792,10.887725827392536,8.262636611528423,9.05048738525459,-0.7878507737261656
1989:Q2,118827,-3952,-1169,-121,21202,29474,31676,-12132,6251,3678,6504,-37558,7256,1516,8556,78912,8207,212620,63427,34209,114758,-929,1155,144895,30844,23629,90245,67725,32583,10580,24513,-929,1155,110571,58387,9199,16424,8700,17861,3147,79128,24513,869,7758,61505,81708,-20203,1005190,7.8719778636881825,6.118708690277508,8.128593342515261,-2.009884652237754
1989:Q3,137249,-2920,27009,236,31960,26878,3106,9597,9948,4226,-6902,-35618,8586,1504,5673,71936,8907,213973,63437,34984,117618,-968,-1097,147315,31327,24161,91645,66658,32110,10823,25973,-968,-1097,104249,65983,9052,14590,-162,14786,1525,101183,25973,-70,-1588,73692,78970,-5278,1016902,9.950169060758682,7.246718524820139,7.7657509829642475,-0.519032458144108
1989:Q4,219220,18087,27668,205,14867,47308,11152,15115,15075,5966,17434,-22190,13448,1464,11417,83113,6400,208974,62565,33799,114419,-1012,-796,149739,31799,24507,93246,59235,30765,9292,21173,-1012,-796,118250,66255,9421,25078,1454,16042,2866,163071,21173,522,-2908,138468,84522,53946,1034391,15.764932612025554,13.38643667519705,8.17121845115442,5.215218224042628
1990:Q1,166627,-13592,17547,-119,27219,-9355,-30949,10484,15146,-4036,35465,68,7727,1491,6681,84664,8831,216823,63547,33182,120535,-1032,590,151362,31830,25026,94322,65462,31717,8156,26213,-1032,590,43559,50432,-1098,-16965,5980,5211,3400,191929,26213,-76,-2458,163335,89092,74243,1060208,18.10298460100399,15.405890975423073,8.403241957035098,7.0026490183879755
1990:Q2,128277,9266,-4393,557,-14278,38298,-192,16530,14651,7309,8144,-16158,10824,1443,7736,86430,407,208189,61241,31321,116563,-1067,131,153903,32279,25087,96349,54286,28962,6233,20213,-1067,131,73173,65854,-4912,6392,833,5006,4683,114073,20213,502,8119,101476,93181,8295,1075838,10.603129676225594,9.432315758471937,8.661282105056465,0.7710336534154711
1990:Q3,167973,603,5586,637,23488,38379,23139,14528,-280,992,12387,-5729,-709,1441,7291,80627,3973,204494,58140,30845,115431,-1091,1170,155713,32720,25196,97605,48781,25420,5649,17826,-1091,1170,61339,50459,1500,13590,-4357,148,3892,159306,17826,4,-1235,140241,88971,51270,1088243,14.638869002134305,12.886956946636596,8.175666168348181,4.711290778288416
1990:Q4,209870,16762,25103,335,6655,71139,22556,6770,6278,35535,25585,-40589,11909,1485,6446,80530,4510,198134,54843,30942,112479,-1106,976,157471,33153,25340,98782,40663,21690,5603,13697,-1106,976,62435,40288,125,12089,3696,6237,3781,191880,13697,415,-2460,175309,89387,85922,1094342,17.533831187642143,16.01955919654247,8.168094179892368,7.851465016650103
1991:Q1,152354,11659,2340,532,46999,-33599,-32221,-11803,-4067,14492,7895,17201,14922,1008,6208,72992,4197,191639,52088,30510,110316,-1065,-210,159340,33025,26066,100056,32299,19064,4445,10259,-1065,-210,22358,35893,1868,-22184,2400,4381,3882,166176,10259,-8,-2516,153409,99561,53848,1106625,15.016488529123103,13.862777857389755,8.996786908211165,4.865990949178589
1991:Q2,104893,3257,-46054,-2,-20795,38295,3748,2172,20552,11823,1160,70,21625,1044,8783,92017,5493,194067,53923,30470,111147,-1066,-407,161183,33379,26137,101471,32884,20544,4334,9677,-1066,-407,66054,59522,3919,-901,2647,868,3741,75464,9677,799,9298,74286,97710,-23424,1118517,6.746793530031805,6.641453172890445,8.73568941022643,-2.094236237335984
1991:Q3,134747,4599,-19074,452,-3844,24308,11640,8614,16282,-12228,12658,-6191,25808,1052,4621,87215,3143,195552,56076,29597,113273,-1065,-2329,162402,33671,26268,102264,33150,22405,3330,11009,-1065,-2329,27460,22637,-12765,1194,10219,6175,4120,144557,11009,233,-1620,131696,96282,35414,1128904,12.805062413569768,11.665815536940178,8.528822127706976,3.136993409233204
1991:Q4,199130,29966,-14942,46,3078,15475,3917,4284,2541,4733,23861,3906,33355,1036,6501,90240,6608,199166,56987,29754,111664,-1064,1825,163628,33898,26284,103245,35538,23089,3470,8419,-1064,1825,75087,48735,-3858,13081,10679,6450,2570,162151,8419,490,-3112,150130,107410,42720,1146965,14.137400112395273,13.089351738215651,9.364751316831052,3.7246004213846
1992:Q1,180277,15474,-36421,1,22901,23846,14522,15948,-937,-5687,-14202,38198,31661,617,7528,84317,6357,205694,60033,28689,116320,-1069,1722,164346,34107,26414,103629,41348,25926,2275,12691,-1069,1722,19763,39955,-4222,-22228,-2743,9002,3935,205797,12691,-293,-2133,191265,113825,77440,1177603,17.475883836282897,16.241915277164896,9.665837599016688,6.576077678148207
1992:Q2,88995,9142,-32937,387,-18315,-15679,4574,-16866,-7584,4196,6669,-1647,32392,617,4659,96621,7086,210706,62777,29176,117447,-1067,2373,165617,34343,26658,104419,45089,28434,2518,13029,-1067,2373,42484,31810,-4525,-1021,6989,9231,3740,95340,13029,852,9824,91283,117411,-26128,1195214,7.976825652908303,7.637388442438775,9.823426449004751,-2.186038006565977
1992:Q3,202760,25361,-26851,551,-8431,18849,23376,4256,743,-9526,2216,32663,40194,619,9525,98380,9685,213532,63294,29840,120050,-1065,1412,167334,34652,26974,105509,46198,28643,2866,14541,-1065,1412,62698,53718,-6316,9601,1001,4693,-7932,178329,14541,239,-2120,161429,110470,50959,1207459,14.768959914858995,13.369326687089961,9.148999704803687,4.220326982286273
1992:Q4,170472,63392,-29896,234,-14372,2017,25084,2873,-33508,7568,4352,780,36327,619,8080,92287,6651,218875,66567,29892,122622,-1063,856,169063,35032,27350,106478,49812,31535,2543,16144,-1063,856,75200,43512,-4257,22836,2067,11042,4111,149195,16144,344,-3434,129273,108791,20482,1224417,12.184952760034886,10.557912700602504,8.885123717329277,1.6727889832732261
1993:Q1,93064,-22217,-42654,-155,8177,9893,2861,-19485,-3917,30433,18541,-62785,48750,1067,7779,116608,10060,220875,67340,31751,123535,-1064,-686,172369,36030,27188,108950,48507,31310,4563,14585,-1064,-686,294,10887,-1018,-17507,6547,1386,2870,144146,14585,69,-1498,127994,106715,21279,1233797,11.683143116576433,10.374008989102707,8.649303132128969,1.724705856973737
1993:Q2,129946,20455,-22848,-93,-8718,-16064,-6407,-27134,-6793,24270,18420,-27618,45591,1069,9094,103838,6820,226301,68969,30884,128213,-1068,-697,173981,36494,27612,109670,52320,32475,3272,18543,-1068,-697,66540,54298,-3743,11400,567,4019,4327,120053,18543,528,10468,111450,102424,9027,1246919,9.628004974991956,8.938059189636476,8.214138673243413,0.7239205163930635
1993:Q3,159445,25808,-15706,-655,-2512,-6174,-18117,-5604,-13891,31438,-2553,-5719,50185,1067,9286,96772,9646,230781,72186,31987,130272,-1075,-2588,176342,36964,27970,111200,54440,35222,4017,19071,-1075,-2588,81885,52118,-4742,24006,10550,-47,4209,136208,19071,-84,-2265,114956,91172,23784,1252703,10.87309898451537,9.176622953228234,7.277989891262167,1.8986330619660672
1993:Q4,148146,32976,-38968,-177,9525,36549,47368,-20470,-21554,31205,4434,-43748,45599,1069,9601,83824,7462,242608,76187,33350,134287,-1086,-130,178657,37438,28288,112720,63951,38750,5062,21567,-1086,-130,91491,39767,-2480,43501,6387,4316,4786,125392,21567,179,-4485,99162,92278,6884,1270691,9.86800832071925,7.803752330842877,7.262004222702867,0.54174810814001
1994:Q1,216859,-19515,2092,-41,13821,71272,20344,41570,-10391,19749,4997,-6730,21913,1147,6965,108070,12869,250088,78276,32855,135883,-1105,4179,181237,38143,28448,114434,68850,40134,4406,21448,-1105,4179,36819,31474,-5246,-2293,2232,10652,-3815,245076,21448,-142,-2223,221546,88211,133335,1284183,19.08416199274166,17.251931711676743,6.869027512923344,10.3829041987534
1994:Q2,140341,-7295,-31738,1131,-4149,89855,33450,25769,10411,20226,-82,-36169,8768,1145,7237,101617,10021,257481,81377,34249,138167,-1123,4812,183338,38700,28738,115686,74142,42677,5511,22481,-1123,4812,97310,47273,-2347,34704,2626,15054,5326,122500,22481,235,10898,110682,90185,20496,1302721,9.403393697694975,8.496181723523613,6.9228484810394395,1.573333242484173
1994:Q3,138935,-6060,18560,510,10035,21842,30518,3186,-22882,11020,971,-40147,12250,1147,17471,88193,14162,258084,80963,34606,140610,-1145,3051,185983,39333,29030,117401,72101,41630,5576,23209,-1145,3051,101896,50106,-2934,41373,238,13113,4909,114049,23209,173,-2254,88413,86548,1864,1317987,8.653254774473949,6.708153631149264,6.566688470745024,0.141465160404238
1994:Q4,175585,16980,-13758,1494,22301,134143,72022,37867,-7336,31590,2955,-18849,-45852,1147,6292,57991,10740,261794,80621,34690,145807,-1171,1848,188829,40041,29281,119284,72965,40579,5409,26523,-1171,1848,134136,47354,-4291,61215,13646,16212,4898,119312,26523,244,-3933,88612,92253,-3641,1342956,8.884305250757455,6.598288726570367,6.869409776663321,-0.2711210500929537
1995:Q1,150721,-14966,47794,1477,20385,-24302,13338,-32915,-23492,18766,4322,-4549,-1891,977,11523,88003,21948,258273,79632,36901,143193,-1198,-254,191180,40374,30004,120571,67093,39257,6897,22623,-1198,-254,49129,28359,2294,3377,-1148,16247,4830,173516,22623,174,-1484,149235,103737,45498,1364378,12.717555223457367,10.937985237150876,7.603267404484525,3.3347178326663505
1995:Q2,171461,7087,37176,2137,29830,-13867,19219,1771,-28213,-6644,2031,-26744,4686,977,13868,95897,18383,254986,77575,36456,144498,-1211,-2333,194033,41077,30260,122461,60953,36498,6196,22038,-1211,-2333,108755,49969,3404,38580,2409,14394,4764,128423,22038,1224,11627,116788,93383,23406,1374397,9.343944601987966,8.497423402441964,6.794456641964775,1.7029667604771905
1995:Q3,170379,-30024,33351,-358,13516,29203,-16130,18013,-4753,32072,869,-19358,19599,979,7776,101576,13250,259466,80803,35870,148100,-1207,-4100,196161,41708,30494,123722,63305,39095,5376,24379,-1207,-4100,133559,56472,3929,46472,13169,13517,5151,105276,24379,725,-2578,77594,91943,-14349,1390800,7.569459425420942,5.579090121416345,6.610802548263017,-1.0317124268466715
1995:Q4,230082,5065,16935,1309,27127,7148,3194,28334,-25519,1138,20208,2687,31051,977,9407,91990,16177,267710,82872,36326,150336,-1187,-637,198045,42266,30700,124840,69665,40606,5626,25496,-1187,-637,116577,33204,5281,58561,107,19424,3808,186978,25496,609,-4863,156010,89976,66034,1405376,13.304455559273512,11.100930586398148,6.4022587904296255,4.698671795968521
1996:Q1,236552,-9562,71974,2665,52701,-34492,-18777,-18948,-8391,11624,10225,-30554,60597,1734,3682,91460,16122,273602,85411,37287,151774,-1214,344,199706,42521,31097,125834,73896,42890,6191,25940,-1214,344,89389,49353,4544,-5952,23447,17997,5389,226448,25940,432,-2471,197605,95842,101764,1430278,15.832435817674554,13.815869543071871,6.700922832080917,7.114946710990953
1996:Q2,150598,-11517,16027,1672,-9478,52225,-33407,61748,-1839,25723,-6050,-50438,44159,1734,7712,85388,19164,284454,89571,37500,155571,-1177,2989,202200,43063,31273,127608,82254,46508,6227,27963,-1177,2989,137719,58963,7656,34372,2843,33885,5742,100876,27963,1363,12448,83998,91510,-7513,1449631,6.958716453994078,5.794420210859457,6.312662226082782,-0.5182420152233261
1996:Q3,139098,-13361,36136,4000,22401,10354,26661,26285,-21694,-20898,-1894,-63418,24799,1734,14223,84226,19898,288484,90284,38660,156272,-1143,4411,204056,43664,31566,128569,84428,46621,7094,27704,-1143,4411,133084,63982,3826,33267,-839,32848,6034,96476,27704,358,-2504,65910,92724,-26814,1465712,6.582203303110852,4.496817230669684,6.326213769256908,-1.829396538587224
1996:Q4,230426,-5978,16615,4028,33168,2748,-4730,32492,-12066,-12949,38409,-40214,38212,1734,14444,107882,19378,289506,89601,40849,158632,-1111,1534,206313,44324,31715,130014,83193,45277,9135,28619,-1111,1534,135952,49839,10457,44031,10464,21161,5946,183613,28619,720,-4685,149590,89863,59727,1483496,12.377060783024014,10.08359251388654,6.057504637800357,4.026087876086183
1997:Q1,96689,-22358,44867,2811,42506,-75724,-21059,-10355,-5016,-39294,-11324,-51899,34348,1876,11550,95780,24256,293385,90394,40869,162324,-1158,956,208001,44581,32342,130794,85384,45813,8528,31530,-1158,956,89008,46331,3617,-19702,8733,50029,6420,99484,31530,423,-1858,65673,93194,-27521,1507723,6.598284079464169,4.355775468381661,6.181126470367314,-1.825351001985653
1997:Q2,156625,1383,28901,346,-7652,-15309,-53469,17247,9249,11664,14968,-75256,50398,1876,12732,115060,29178,295717,92055,42511,160253,-1165,2063,210624,45296,32607,132433,85093,46759,9905,27820,-1165,2063,149135,53823,12250,23862,11052,48149,6581,99163,27820,866,12962,83439,96177,-12738,1521792,6.516215464264646,5.482939398941658,6.319983282866515,-0.8370438839248562
1997:Q3,192082,-28500,64050,1555,29584,3350,-37804,12840,-2104,30418,1581,-95565,66664,1876,13685,106846,26956,307116,93686,45220,166279,-1211,3143,212444,46016,32990,133145,94673,47670,12230,33134,-1211,3143,170123,91953,6021,27767,24332,20050,6879,123511,33134,147,-3051,87180,88596,-1416,1542553,8.006928593044552,5.651657389278978,5.743448402834716,-0.09179101355573767
1997:Q4,228724,35905,24091,1821,31508,15233,-5776,30719,13288,-22997,18597,-87271,54757,1876,8154,97421,26632,312493,95388,46206,169587,-1297,2609,214882,46741,33354,134490,97611,48647,12852,35098,-1297,2609,146203,41492,14188,38360,2835,49328,7095,187227,35098,232,-5039,146858,93798,53060,1570088,11.924599165356875,9.353480517510814,5.974030109786875,3.3794504077239407
1998:Q1,220945,-34735,36579,-362,63514,-4672,14059,-58413,-1423,41104,25963,-120306,73580,2465,6958,132554,39407,317809,97706,47243,170780,-1336,3416,217872,47369,33921,136250,99937,50338,13322,34530,-1336,3416,130334,68197,26277,-20122,12274,43709,7645,198193,34530,64,-1624,161976,115218,46758,1607388,12.330127333995563,10.076941049822196,7.168004979508287,2.9089360703139095
1998:Q2,264836,5842,-2124,968,18100,93670,-50753,65297,20634,58492,14346,-102726,49503,2465,10536,136549,37707,327227,101837,48915,178081,-1438,-167,220494,48125,34422,137609,106734,53712,14493,40472,-1438,-167,218852,90069,27605,43701,14496,42981,8032,160750,40472,2013,13494,131759,108914,22845,1630547,9.858632656846696,8.08064406022938,6.679591778065258,1.4010522821641218
1998:Q3,274193,-8486,20287,1715,74296,31334,46517,28356,-14934,-28605,38895,-59501,-10726,2465,8794,127103,48017,338433,105866,51103,181740,-1524,1249,223463,48910,34971,139236,114971,56957,16132,42504,-1524,1249,195687,90804,25137,32974,-1690,48462,8205,201682,42504,260,-3344,155575,104574,51001,1650545,12.219136952827851,9.425654980240457,6.335731606288013,3.0899233739524448
1998:Q4,226791,61664,66970,-1775,63257,-48580,-33653,42280,-6924,-50283,-2614,-125480,45235,2465,20840,110115,34694,351373,109263,50599,191033,-1595,2073,226601,49724,35593,140930,124772,59539,15007,50104,-1595,2073,225097,106871,25146,40554,5967,46559,8512,134977,50104,735,-5423,78715,95883,-17167,1667457,8.094796329770244,4.720680338631941,5.750230309519953,-1.0295499708880118
1999:Q1,90244,-13089,715,1643,59853,11629,-10185,-45030,6400,60444,-1772,-112177,18601,721,10393,80262,33465,353858,110710,51632,190354,-1622,2784,229413,50574,36261,142191,124444,60136,15371,48163,-1622,2784,156447,89455,22819,1127,6747,36298,8825,67066,48163,340,-3699,14864,104656,-89792,1694189,3.9585738282461618,0.8773497364343692,6.177333627131778,-5.299983890697408
1999:Q2,-18738,-28167,12741,1118,-20473,-25688,-66298,34281,14047,-7718,1154,-147176,46674,721,15000,96386,28971,364566,113607,53373,198446,-1654,794,232732,51575,36919,143839,131834,62032,16454,54608,-1654,794,232595,107588,19782,29183,25959,50083,9156,-110343,54608,1027,14707,-151272,75815,-227087,1700051,-6.490592809187648,-8.898064083126675,4.459596682056274,-13.357660765182949
1999:Q3,100776,-13327,58293,684,34109,-7087,-33716,44090,-11774,-5688,21815,-121794,-13582,721,7045,94314,39585,369940,115402,54776,202251,-1662,-827,236945,52733,37537,146263,132995,62669,17239,55988,-1662,-827,243017,130837,24080,40314,5593,42193,8238,-1009,55988,390,-2503,-59890,68277,-128167,1719432,-0.0587064742922844,-3.4831358799402743,3.970914239542488,-7.454050119482764
1999:Q4,217634,38860,62670,-511,100781,-71829,67654,14711,5777,-159971,46310,-186994,58091,721,18061,122055,29419,375849,117232,55950,203443,-1647,871,241505,54049,38232,148798,134343,63182,17718,54646,-1647,871,261101,93987,28601,41727,46602,50184,9638,100514,54646,628,-5212,40029,67069,-27040,1753011,5.733801499733458,2.2834389575324177,3.8259554995059752,-1.5425165419735574
2000:Q1,224488,-27815,108799,4491,66126,-96577,-28478,-50683,226,-17642,56653,-124792,71386,2528,12467,107563,43659,390807,119811,56339,219371,-1672,-3041,246287,55325,39218,151288,144521,64486,17121,68083,-1672,-3041,210499,70423,25955,143,63323,50656,8987,167497,68083,-707,-3583,96537,79347,17190,1805070,9.279226425194448,5.348117809754912,4.395782503549465,0.9523353062054482
2000:Q2,127105,-32138,60331,691,-27503,-20763,-111388,40255,19960,30410,-16591,-27335,15202,2528,8091,109523,55068,396628,120267,59820,214858,-1669,3352,251211,56427,39964,154353,145417,63841,19856,60505,-1669,3352,244800,123160,27872,48006,-16048,61810,8979,36701,60505,487,16298,-7993,77719,-85712,1828833,2.006791102014983,-0.43706252089145614,4.249660311031007,-4.686722831922463
2000:Q3,135213,-38512,61741,-1332,52713,-48404,-42622,965,-8290,1542,16032,-85803,8306,2528,11902,109984,46059,397630,119343,61639,217175,-1702,1175,255707,57161,40654,157417,141923,62182,20985,59758,-1702,1175,244539,124325,22944,54202,9274,33794,8846,41443,59758,-24,-3511,-21802,82513,-104315,1864443,2.2228325910840354,-1.1693325305784446,4.425633722127867,-5.594966252706311
2000:Q4,423590,6118,110074,3762,92793,74484,21981,10168,-7756,50091,53854,-78237,-12959,2528,11626,121564,37983,402080,120469,62474,218167,-1772,2742,259150,57529,41313,159829,142930,62941,21161,58339,-1772,2742,220693,103790,29531,74194,-42102,55280,8828,354656,58339,426,-5651,290240,77241,212999,1886621,18.7984556312355,15.384124662678381,4.094154023944192,11.289970638734188
2001:Q1,252222,28186,165168,2519,136623,-201047,-13894,-175935,17668,-28886,-13568,-58691,14827,225,27043,114839,36098,399906,122736,60542,218207,-1830,251,262483,59951,41364,160664,137423,62785,19178,57544,-1830,251,106897,95800,17007,8457,-29022,14654,9038,291786,57544,34,-4421,229787,95244,134543,1923989,15.165658138955735,11.943241716616521,4.950314164997825,6.992927551618696
2001:Q2,216043,-19159,63454,-2331,-1518,-57114,-121314,16737,35034,12429,8028,-33934,71414,225,26562,108983,51433,399468,126310,59470,216481,-1922,-871,267364,61162,42491,163197,132105,65148,16979,53284,-1922,-871,261160,170967,22069,34525,10290,23309,6387,93374,53284,1596,15533,54028,86047,-32019,1926515,4.846796596168237,2.8044326534104735,4.466447047245167,-1.6620143938346938
2001:Q3,385865,-3804,63164,-71,67606,89509,68826,50310,-5169,-24458,94494,-109630,-32019,225,3454,160928,52009,405399,129165,61169,217519,-2000,-454,271255,61898,43737,165104,134144,67266,17432,52415,-2000,-454,304725,158503,24789,30102,57841,33490,4938,220222,52415,-135,-1802,166139,118122,48018,1965385,11.205036537748105,8.453276068425302,6.010107434421245,2.4431686340040555
2001:Q4,279059,73292,5640,288,78377,-57031,-1376,-70668,7341,7672,-40265,15062,40747,225,21896,92728,48100,420654,129092,62099,234469,-2065,-2941,274444,62499,44388,167036,146210,66593,17711,67433,-2065,-2941,188055,124097,27240,77475,-57686,16928,8663,245877,67433,239,-5553,172652,63741,108911,1938205,12.685823498431024,8.90780739873877,3.288661840293189,5.61914555844558
2002:Q1,210900,-59969,165557,-905,-31485,-29622,-26988,-10208,16471,-8897,-6920,-66289,59317,1185,24643,134423,20965,391835,114476,49631,229007,-2038,759,275805,64291,43532,167983,116031,50186,6099,61024,-2038,759,181548,147043,22705,-8311,222,19889,8626,154008,61024,-218,3088,96290,155941,-59651,1995113,7.719262937279639,4.826268634482539,7.816130698123117,-2.989862063640578
2002:Q2,181668,-6427,17942,448,-50197,86750,-31738,-21736,43906,96318,-27251,-32669,28317,1185,24715,108413,30442,439638,146091,67693,229276,-2075,-1347,279398,64740,44662,169996,160240,81351,23031,59280,-2075,-1347,243129,187214,23153,34128,-17324,15958,8143,106922,59280,9,12767,60400,133245,-72846,2025350,5.27917536935193,2.9821771069838587,6.578882036951826,-3.596704929967968
2002:Q3,57806,1844,119909,1562,-30021,-37416,-24633,-61702,-792,49711,1075,-127442,-39768,1185,15847,123063,27967,449025,150832,65164,234982,-2101,149,283539,65345,45669,172525,165486,85486,19495,62457,-2101,149,273159,208167,20068,33964,-12249,23209,8419,-41449,62457,-266,-11437,-115077,122808,-237885,2037131,-2.0346517889464333,-5.648962243467023,6.028495769832707,-11.677458013299729
