1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q1,107250,46536,3882,312,12944,-1584,8276,1380,-1296,-8648,11224,4,-15028,49248,107250,6154,24600,-292,1132,936,4,624,552,20504,0,204,12192,1760,38880
1991:Q2,77885,-20284,32421,176,9252,-17792,-292,-148,-368,28672,8984,4,9688,27572,77885,33297,40788,232,1700,-2204,4,992,52,-14656,0,472,8932,-8836,17112
1991:Q3,141070,-6016,49590,80,13156,8916,2720,4532,-12,-17908,14984,24,30912,40092,141070,51166,35452,232,1364,188,8,-1076,-620,3904,0,708,11040,21456,17248
1991:Q4,159094,856,33122,348,10312,14968,-1820,24,-1144,2380,15068,-168,31224,53924,159094,32906,58392,560,1820,-4884,8,-928,2156,-4388,0,392,9836,26468,36756
1992:Q1,133405,26620,21761,372,20464,4260,736,1196,-604,2336,24396,-24,-18472,50364,133405,21653,28092,-280,1256,1108,8,788,524,18036,0,600,23280,22640,15700
1992:Q2,163796,6648,48732,348,39768,16768,288,1472,-1304,1304,12520,0,900,36352,163796,47892,37020,-364,1224,796,8,928,756,-5960,0,988,40112,27828,12568
1992:Q3,154948,-3304,53928,580,27696,1648,208,-432,1284,2512,29076,-8,17780,23980,154948,55860,36156,372,1524,2860,12,-14476,-124,-704,0,224,29352,25760,18132
1992:Q4,125360,-5868,3688,308,27348,6904,264,1848,-64,1932,20444,36,27272,41248,125360,3396,34396,-8,1704,1760,20,144,-84,1404,0,2156,30816,15960,33696
1993:Q1,147624,17712,51804,532,35440,-36540,288,-3768,1232,-6628,46960,8,-5948,46532,147624,55796,51576,416,892,1956,20,2580,284,-10204,0,776,40008,-11592,15116
1993:Q2,172718,-544,49286,404,35344,-12584,-892,1808,1596,9156,38436,0,-10576,61284,172718,48246,27252,228,1120,1412,100,984,-1068,30860,0,2396,37380,8776,15032
1993:Q3,205098,-37048,44242,172,25892,23460,-248,820,2316,3584,33976,8,41888,66036,205098,47150,66356,260,988,5284,16,2876,-84,-7336,0,164,30748,37000,21676
1993:Q4,206766,25752,35662,280,40784,2836,-476,-2428,1436,15968,19376,-104,-8172,75852,206766,35306,14596,224,1572,1408,20,496,-368,59116,0,504,46988,8276,38628
1994:Q1,155840,29996,27592,176,7068,-1948,2028,1800,1084,-628,43124,4,-9196,54740,155840,27400,52808,304,888,572,28,-4672,64,6116,0,-108,9152,36300,26988
1994:Q2,203737,12444,87421,312,22160,12400,1164,112,2808,1620,1308,0,2872,59116,203737,84933,55884,240,1448,5728,36,372,992,-2884,0,420,24852,12084,19632
1994:Q3,182907,50892,44891,340,27772,-17784,1604,944,1752,364,23956,24,-13232,61384,182907,45419,56852,240,1584,4520,56,1148,-460,-660,0,196,30832,-864,44044
1994:Q4,217069,62712,27261,300,6372,17476,1604,2948,1660,3860,13668,372,-10300,89136,217069,24473,88300,-108,1800,4312,60,7208,1708,3652,0,-15836,8936,14852,77712
1995:Q1,276817,49448,31897,412,46356,30708,1312,1088,1480,-3476,47744,12,-4012,73848,276817,33101,66548,-108,1248,1556,-8,2164,80,4860,0,-600,57280,58200,52496
1995:Q2,196417,46224,38641,116,36796,8816,4532,564,1816,-1476,15748,28,-13996,58608,196417,38045,53336,-120,1108,3924,76,-72,992,1060,0,236,40560,19248,38024
1995:Q3,228863,56512,9439,400,39976,5976,1320,1292,2636,3312,38980,24,-15128,84124,228863,13059,75328,-100,1612,5880,60,3804,-436,476,0,536,44380,25600,58664
1995:Q4,251833,71816,2917,204,12564,4384,-4472,2924,2000,4228,-3972,-116,-7704,167060,251833,1529,149048,80,2104,4148,100,8272,784,4584,0,144,9968,-5004,76076
1996:Q1,241637,13628,-28539,284,19240,7112,2552,268,504,2260,61808,28,57532,104960,241637,-26383,95344,-112,1752,3288,-32,2620,1056,5740,0,-3908,28272,55264,78736
1996:Q2,228032,101732,26052,404,47376,-6356,2464,276,2200,3632,42308,124,-52780,60600,228032,25496,49780,56,1508,3272,32,2496,756,4508,0,796,43076,45232,51024
1996:Q3,214675,35992,-2349,1588,18112,28824,1912,1628,1240,-5872,37164,356,18800,77280,214675,-593,62148,-44,1732,7316,44,2652,896,2872,0,2492,22276,54512,58372
1996:Q4,314381,85788,-12555,268,17796,26528,14440,-1276,1856,4920,95128,-108,-11784,93380,314381,-12755,66784,484,2344,5984,20,7208,692,14616,0,-2628,24856,105952,100824
1997:Q1,311533,60936,-44763,640,44900,63104,-924,2200,2584,6408,69836,-312,-8280,115204,311533,-40735,99032,12,1708,4868,28,6764,2844,1644,0,1528,49316,116236,68288
1997:Q2,195526,113620,-16218,1152,47576,-9596,2008,12320,1900,-3072,30276,72,-80736,96224,195526,-11306,76624,-20,1644,6840,44,6268,492,6416,0,968,61664,-13404,59296
1997:Q3,262254,114108,-25630,708,42720,40712,10868,3684,1668,-12812,60428,192,-59312,84920,262254,-22310,72700,52,1660,4932,820,6620,348,1844,0,-1680,48448,79812,69008
1997:Q4,230343,17004,-1557,824,4216,-15800,2228,1808,896,16620,37164,-208,61916,105232,230343,-3405,68276,-80,1344,4828,-720,2120,3092,23888,0,4204,10752,14776,101268
1998:Q1,346785,72304,-51015,152,53952,34432,1576,656,5356,-2984,97040,772,-8592,143136,346785,-47655,151760,104,1540,9964,8,-2180,2296,-16948,0,2100,57656,126392,61748
1998:Q2,179522,104476,-46902,1280,49252,-32912,552,2212,2312,6908,27200,-104,-55580,120828,179522,-48070,95168,1108,1776,3128,124,6172,2932,13236,0,776,61340,-15692,57524
1998:Q3,262443,37200,-15569,476,47564,56320,420,556,3264,-4108,21572,-48,19924,94872,262443,-16241,84052,-44,1652,328,164,5280,-2472,8104,0,1548,42144,69684,68244
1998:Q4,627516,266220,-46428,168,39020,2952,8,4604,5280,11636,99948,-608,130788,113928,627516,-47468,96160,-1012,1352,13896,60,14444,-1024,-12076,0,7576,134808,8580,412220
1999:Q1,356757,-20388,-44355,680,34788,-7196,356,780,5780,-17136,164452,-1372,79568,160800,356757,-44627,137976,-68,1576,7472,364,5828,708,6184,0,7220,42168,149564,42392
1999:Q2,604945,366508,-77071,640,-17016,47612,14540,35628,3432,15284,39920,11372,26120,137976,604945,-75863,117332,20,1824,5032,208,1800,1504,6524,0,7804,2848,18368,517544
1999:Q3,350113,67044,-77711,192,15156,55100,20024,-376,6948,8196,14716,3012,34788,203024,350113,-76735,179080,-24,1316,8572,136,8940,2340,2988,0,6816,19924,63968,132792
1999:Q4,378456,107152,-93944,408,23300,-26108,3204,4396,8088,19072,119340,-3660,63664,153544,378456,-87960,140784,20,1088,9528,192,5792,1272,28212,0,-24848,53972,41724,208680
2000:Q1,477661,120096,-38411,1248,62728,89352,3940,6904,4108,-10900,4088,488,55904,178116,477661,-36443,147872,60,1320,12600,124,4328,3076,2484,0,11608,73556,76284,180792
2000:Q2,582984,298448,-22712,484,29772,488,5972,11380,548,1488,45132,-640,900,211724,582984,-20128,183188,-112,1588,6700,100,9728,1732,-1520,0,11352,41796,26256,322304
2000:Q3,404340,112344,18484,272,54480,19092,2040,36344,1456,-3612,33600,444,916,128480,404340,17452,95204,36,1264,18356,80,3816,1932,1832,0,7688,106496,6544,143640
2000:Q4,658198,238196,-50238,256,42916,98068,9588,57776,2804,57860,32220,-1208,2480,167480,658198,-50810,163992,156,1580,15480,148,3136,-2024,-2308,0,-9620,73736,77704,387028
2001:Q1,490711,83496,13151,128,55796,9724,10860,6160,3108,18364,162148,272,3696,123808,490711,21091,115168,-192,2052,3508,228,2504,2180,1108,0,488,155008,68732,118836
2001:Q2,330582,171444,-17542,456,43492,-18460,-8288,8612,3560,4760,22580,-1808,560,121216,330582,-11830,115780,1912,1880,5452,128,-480,-340,1428,0,-528,75448,-52944,194676
2001:Q3,134433,31236,-31067,492,96812,-68164,3152,3428,2968,-25864,-31192,-2192,400,154424,134433,-29543,100340,56,1340,6840,360,-416,792,-1176,0,49748,97952,-107964,16104
2001:Q4,262244,74644,-34488,428,48020,6528,-4240,-9856,3468,23016,30636,-2624,-176,126888,262244,-30680,121028,28,1212,1832,180,-7336,3100,-2152,0,12892,21484,37964,102692
2002:Q1,247427,70760,-60453,1100,25504,-22784,684,2888,2872,-1540,67660,648,448,159640,247427,-64281,123016,-8,1708,2812,384,17896,532,2544,0,14728,27392,45164,75540
2002:Q2,287137,98848,-83495,2728,69276,91280,14052,12036,1144,248,-23784,-2488,-340,107632,287137,-84355,85604,56,1376,4048,420,5032,7376,-732,0,8324,74188,62044,123756
2002:Q3,190366,97156,-80314,-264,72828,-23348,3372,8284,2420,8416,-33008,660,176,133988,190366,-81582,115460,96,1352,7032,156,-492,1676,512,0,10352,61640,-42524,116688
2002:Q4,359669,108508,-61687,464,35996,36060,19528,-184,1532,-7632,112808,2008,-1684,113952,359669,-59351,115452,68,1128,6844,204,10392,1292,472,0,-19904,94688,90308,118076
2003:Q1,455141,113612,29585,500,46432,16400,-4456,4728,4852,60096,53116,-708,576,130408,455141,26985,104816,164,1408,10612,292,5528,548,-1088,0,13480,68016,33056,191324
2003:Q2,268810,-936,36170,608,62912,-5076,4528,1104,2264,304,22092,196,-100,144744,268810,39022,123180,80,1576,5360,344,8092,1956,1372,0,5656,101692,-21120,1600
2003:Q3,268100,58928,36444,356,11752,-9736,1440,2004,3344,3992,10944,2340,16,146276,268100,36440,122212,240,1136,6984,284,7476,1684,1816,0,8144,34656,-25244,72272
2003:Q4,561924,175476,30604,404,31372,46604,16080,-3420,2352,504,61612,-768,408,200696,561924,31460,176124,1888,1092,11684,60,-4968,1780,4504,0,11288,52412,85920,188680
2004:Q1,666411,56936,12399,524,78040,97132,1856,4520,7264,13412,104340,10116,632,279240,666411,6447,205580,372,1224,11944,532,22464,-488,2092,0,43308,168192,128536,76208
2004:Q2,550776,98956,67292,992,109532,-83092,-2276,47144,4536,12752,14812,10044,-40,270124,550776,66964,221612,24,1908,16328,228,11244,3572,3428,0,17308,157856,-120324,170628
2004:Q3,794122,78884,33586,5104,322740,101468,-4408,20548,108,8504,32788,864,-4,193940,794122,37074,163292,-32,3276,11616,84,11780,3352,1548,0,4236,378528,35672,143696
2004:Q4,989980,175036,46660,5648,124324,67600,-5432,9888,-1888,25300,110944,-944,516,432328,989980,48832,420708,-188,1000,2604,144,-7996,2820,-41792,0,58788,180752,122044,202264
2005:Q1,432963,103924,-55125,2584,54664,25348,10456,1752,1400,14244,48344,876,696,223800,432963,-54933,203236,176,1296,-2136,-16,4204,1224,344,0,19456,72548,37196,150368
2005:Q2,411653,50704,-72387,1508,86672,77072,-5228,4752,3068,6684,84788,1224,188,172608,411653,-72955,125768,-808,1320,8500,152,28676,2204,8736,0,2636,113292,121460,72672
2005:Q3,-80885,87812,-119669,1480,21060,19012,-10416,34440,3240,3440,-22716,-352,16,-98232,-80885,-119857,-121512,288,1048,8940,332,7564,5524,7536,0,-3232,38580,15956,77948
2005:Q4,157800,166664,-85172,916,65248,3024,9340,-2652,-72,-8896,136348,-3908,1440,-124480,157800,-84220,-91004,4,888,2264,-12,3244,-3752,1156,0,-36424,134548,66188,164920
2006:Q1,636107,162332,-29717,892,36120,122304,13228,6844,2296,5056,36404,-2236,1104,281480,636107,-27657,233028,24,5156,6152,160,8336,-1684,7756,0,25740,63380,117668,198048
2006:Q2,556472,158424,-49452,4844,186048,12092,-2084,32040,140,3164,47768,508,596,162384,556472,-48548,144852,80,528,10008,-76,1296,-376,2396,0,8660,211360,36872,189420
2006:Q3,547615,135584,-44509,396,118900,2048,4840,26308,396,860,32252,-3260,24,273776,547615,-44465,251068,384,1232,-4056,244,11708,3256,3704,0,7028,173628,-14740,158624
2006:Q4,658400,155212,-59728,1024,164132,-54560,46428,-2804,-2108,1888,104224,-2344,712,306324,658400,-66812,273772,200,840,-4608,300,-3852,3084,13324,0,22180,229628,-16840,207184
2007:Q1,803369,214360,-78011,2084,33836,156432,-15656,5004,-20,-16860,27420,200,0,474580,803369,-66327,354796,1096,1120,40032,-748,19708,6908,15640,0,38092,17264,150272,225516
2007:Q2,689153,164612,-69623,1024,46112,57768,24576,16228,428,-1832,48960,-2936,0,403836,689153,-67235,226772,1224,4612,34012,572,20380,5280,49312,0,63124,88084,43172,219844
2007:Q3,801131,215000,-72933,4688,194332,-16124,27760,-108,27364,-10852,120532,748,0,310724,801131,-69625,239688,292,312,56892,1840,12124,7384,13532,0,10712,218304,28132,281544
2007:Q4,729093,123280,-98427,4704,177972,4448,8864,-828,8600,-4688,-416,-912,0,506496,729093,-93991,440336,224,280,36032,636,21528,6096,3972,0,10696,45364,196960,60960
2008:Q1,262325,161868,-411911,4396,51284,36132,14844,13112,-9972,14608,22320,16020,0,349624,262325,-408839,286124,2356,352,-7984,-620,9136,7728,32844,0,14112,66244,-31884,292756
2008:Q2,142373,101168,-361195,1300,-45300,9856,28936,-5032,7224,-3412,42812,8732,0,357284,142373,-360507,319624,416,4208,-1376,1172,10800,3832,20448,0,6684,-32328,-17332,186732
2008:Q3,102625,157408,-360519,1752,67768,-167928,19000,-11284,-2784,15896,17996,1384,0,363936,102625,-356787,287648,764,420,12744,808,14652,8188,23572,0,14108,-46864,-153704,297076
2008:Q4,747944,276992,-356740,3056,-86256,381784,16796,12324,-11284,15920,145540,7468,0,342344,747944,-365228,233504,1084,244,48980,-328,1308,3584,20048,0,25692,-8872,351624,436304
2009:Q1,646747,58380,-90377,5928,200016,-20840,-35452,12956,6844,12768,288576,7004,0,200944,646747,-77421,190636,-2364,452,14484,-1340,1708,-2696,7012,0,0,506384,-29196,39088
2009:Q2,172598,78652,-45274,6752,101260,-184068,6948,38280,7224,7244,-60984,-828,0,217392,172598,-57454,203184,408,5120,-10592,352,8176,7600,10744,0,0,67524,-179508,117044
2009:Q3,543290,129804,-54026,2688,257852,-89152,12988,41260,-2784,3628,-66980,892,0,307120,543290,-58006,238212,772,228,17196,-8,19680,4124,14804,0,0,232308,-98152,172132
2009:Q4,562902,229976,-50122,2888,112440,38108,14300,-7260,-11284,17656,-117244,-648,9568,324524,562902,-36778,295440,1100,5252,-22952,-548,27304,-5296,11264,0,0,-19328,12668,294776
2010:Q1,750510,109428,191214,2460,-53876,-39252,-172,13708,-3072,-4408,93668,-26996,13368,454440,750510,201454,434487,64,7040,-7415,-28,11540,2808,488,0,0,30316,-55612,125368
2010:Q2,669674,109848,155034,1460,103824,-143420,7876,16572,-1872,-6520,74888,12516,10184,329284,669674,158906,292910,312,10352,1746,0,-3784,3772,13100,0,0,218436,-155124,129048
2010:Q3,895140,261344,162712,264,80056,119336,4132,22476,384,26396,-134224,-1872,4992,349144,895140,168848,302377,1216,3728,10507,180,11060,1140,4396,0,0,-24080,106656,309112
2010:Q4,561331,200184,169655,-648,-43948,-15504,-892,55864,-6424,25108,-43408,-9688,3096,227936,561331,188667,299785,-76,2324,6635,-952,-98032,-1720,15052,0,0,-96240,-21952,267840
2011:Q1,811288,120776,171328,-924,111116,97480,3816,-11676,-1640,8616,-45940,-3128,-344,361808,811288,164560,349969,-140,152,-2021,52,-7244,-100,6384,0,0,70336,69472,159868
2011:Q2,900367,188808,147095,772,90124,-53044,-7708,19380,-17692,14760,29144,-8,2112,486624,900367,149363,449299,516,6324,-13591,-696,1140,3068,11812,0,0,123328,-62100,231904
2011:Q3,816333,180696,146321,-1924,107456,-107736,-5212,1080,-2864,3096,153372,3148,2016,336884,816333,142217,311919,652,1876,-26171,88,17348,5512,11960,0,0,289420,-133144,194656
2011:Q4,567541,165972,174789,3576,-4488,-10548,-3400,-3808,-1572,12252,-180644,2636,224,412552,567541,179061,416692,132,548,-5404,3268,-5800,460,14704,0,0,-205080,-9164,178124
2012:Q1,720814,174856,20342,1272,136228,38880,-1980,-6320,-2588,-6048,43916,4288,-2864,320832,720814,56906,296066,324,-912,-2034,-132,-19268,6532,24936,0,0,144524,65700,148172
2012:Q2,690086,192412,-2390,500,93876,-100620,59236,31356,-3208,96,90896,-400,-400,328732,690086,-2646,302802,-340,6812,-4046,480,5516,4556,5104,0,0,205596,-103008,269260
2012:Q3,1065630,123724,3614,108,143040,-43484,-12800,-254700,-1496,364,808740,-3168,-13632,315320,1065630,-970,301707,404,-5816,-6403,-124,-2332,2196,9184,16,0,667988,-42304,142084
2012:Q4,557194,257600,-13374,-36,19648,36504,-26952,5888,-28,-420,-42332,2408,-10376,328664,557194,-20178,309824,216,-5084,-1272,0,16088,7784,-5844,28,0,-62848,32320,286160
2013:Q1,681427,86316,144707,816,65912,76124,2548,11628,-3556,3760,-6100,-1824,-12152,313248,681427,141847,238816,-176,-5928,6520,192,20100,-636,17036,24,0,59420,67656,136556
2013:Q2,680447,217512,158623,-284,-77904,5084,11252,6612,1104,4980,27452,-3040,-1920,330976,680447,159983,321064,1056,6464,-26800,88,18860,3576,60,8,0,-56048,-3372,255508
2013:Q3,714168,205636,170736,-208,51704,-84908,7580,9556,-604,-7856,-24996,-1496,0,389024,714168,158692,303537,1020,240,27971,104,21608,4956,12976,24,0,45248,-93612,231404
2013:Q4,860840,193660,155840,264,93684,28196,19492,-25244,4952,12108,63904,288,0,313696,860840,172648,335988,460,308,3120,-2596,-10740,9508,-27288,128,0,136448,19248,223608
2014:Q1,136620,-332132,68972,2176,95248,2104,-4604,-3196,-4692,21400,76668,6552,0,208124,136620,77224,213245,1100,0,-14809,52,5544,-4128,3384,92,0,172280,1484,-318848
2014:Q2,742421,251244,58593,444,136192,-6984,-5048,8900,6120,180,-61024,-2900,0,356704,742421,61737,315187,320,5480,10873,876,24008,-1548,400,384,0,74420,-12204,262488
2014:Q3,735124,235976,70072,112,40504,20480,3532,5300,1368,3040,-13956,92,0,368604,735124,73716,327325,712,1904,6815,668,9256,3288,8920,284,0,35952,28112,238172
2014:Q4,892193,365844,67357,1528,59576,-78796,-5080,-2136,2044,-3760,33188,-2032,0,454460,892193,63845,443355,860,848,3845,668,-7700,2232,1496,344,0,78448,-98532,402484
2015:Q1,1165345,759436,157001,1000,-28616,-36920,10912,29152,-4340,8500,-37796,180,0,306836,1165345,155497,241468,368,8344,-7712,260,6040,11428,16384,316,0,-50848,-27904,811704
2015:Q2,1002389,278296,152849,1244,148656,56732,12436,4092,4224,-2208,58156,488,0,287424,1002389,151469,256983,504,4,7673,840,-5200,4304,14744,712,0,200932,51556,317868
2015:Q3,966893,257644,141945,592,78772,-1448,26744,700,-2428,-20024,138368,5420,0,340608,966893,158417,300784,596,40,-14704,496,6468,-672,16656,2200,0,240956,-3072,258728
2015:Q4,660758,207224,137702,680,19000,-4732,44564,628,7620,29168,-41048,16612,0,243340,660758,139358,280293,596,0,-17133,88,-3408,-5200,-12040,1012,0,-27888,-11904,316984
2016:Q1,819474,278092,-213458,2508,149524,90416,94768,24516,-5856,-6352,63880,-5784,0,347220,819474,-208990,325094,348,5956,3590,584,7484,-34944,14908,-1048,0,208712,86892,410888
2016:Q2,804951,476396,-246981,140,131124,-42444,10400,-2392,10488,10528,78588,-6212,0,385316,804951,-250769,299815,1536,844,-17391,-984,5304,2252,94512,-356,0,207248,-48832,511772
2016:Q3,671375,699244,-227673,252,78164,-30512,8160,-7356,2600,5704,-297384,176760,0,263416,671375,-158089,217652,1140,80,-1748,512,11296,-1588,14720,-312,0,272336,-35996,351372
2016:Q4,105511,199292,-227977,1068,-46996,-17384,3340,-14476,3752,-824,-70340,-37872,0,313928,105511,-235729,251271,-52,108,23693,320,14012,-9128,11480,-184,0,-148716,-24504,222940
2017:Q1,1024470,387352,104922,608,106228,56060,-2616,-908,-3808,3308,-60800,11484,0,422640,1024470,110022,355549,780,3340,12843,56,5900,5772,24808,-876,0,82416,41428,382432
2017:Q2,791383,268832,122251,992,118096,-65252,-2300,9204,8016,420,-50604,-11436,0,393164,791383,116347,325522,816,136,30262,472,24016,6536,880,-140,0,44336,-84000,326200
2017:Q3,704376,276916,92556,1380,74416,-29864,-4708,3268,9356,3240,-72356,7256,0,342916,704376,97544,310615,8276,2548,1717,504,-424,-4264,28328,-288,0,-1452,-30556,291828
2017:Q4,762085,260676,118633,804,11352,88,-2412,13768,3236,-1672,-29716,-29844,0,417172,762085,107513,383050,340,0,16182,1548,-21864,6840,17096,-184,0,-74096,-7148,332808
2018:Q1,12340,184104,-4548,1112,54632,184308,12344,9008,-1784,6280,106340,67192,0,-606648,12340,23272,-595775,-956,0,1015,-1684,-4360,6180,8212,-24,0,133984,178420,264056
2018:Q2,-122026,87428,-52586,1636,66836,69332,16036,8984,6316,11968,-51872,6796,0,-292900,-122026,-42378,-268378,1152,5112,9962,824,14584,-41388,-11580,-40,0,10428,48120,151556
2018:Q3,382541,338868,-45511,800,-157952,-35908,7540,10084,-4708,9468,49380,976,0,209504,382541,-84647,177220,504,200,4424,228,29152,-2616,14484,24,0,-142100,-44996,430664
2018:Q4,547149,333236,-44747,236,291488,7048,5016,-33224,4512,13100,29432,123028,0,-181976,547149,-25383,-177878,-4,0,-13658,172,-7232,-7596,7904,8,0,349364,-8056,429508
2019:Q1,605562,297816,47058,748,123164,73036,3104,14516,-10616,-1176,-21940,-98316,0,178168,605562,47854,86065,-128,0,-3889,-632,14012,8192,30752,16,0,57796,61692,303832
2019:Q2,627830,255124,55574,-508,178568,-62540,-6888,13600,3928,6780,101332,-52456,0,135316,627830,55118,96841,492,5396,555,188,3332,-5392,18636,-212,0,247172,-64556,270260
2019:Q3,381886,137140,64814,372,-21124,-13348,2408,16416,-5408,6228,121924,-26548,0,99012,381886,57646,-4413,712,72,21241,-96,10628,-1804,38516,4,0,61836,-14472,212016
2019:Q4,647554,232884,57522,-3160,65456,10656,-18004,-1440,-2572,35748,-7228,-2900,0,280592,647554,69658,251251,-32,0,5781,392,3232,-6732,-18132,44,0,17128,3164,321800
2020:Q1,674690,156864,-44962,1072,25028,13696,-6712,-20700,25924,-1688,191052,161328,0,173788,674690,-39902,55709,-504,5192,32483,1368,26300,8912,36628,-968,0,363600,11360,174512
2020:Q2,948239,137224,37375,6236,130364,-42604,-31048,3548,-35436,1760,-75268,-119352,450000,485440,948239,47975,467214,708,456040,-30138,-1452,30452,-1128,-25872,-596,0,-76620,-43684,125340
2020:Q3,565130,145268,84690,1468,115892,-30608,7064,-7340,-8956,7568,-384,-51072,0,301540,565130,79386,248075,716,860,-2167,156,27840,-8752,8148,-348,0,101228,-41736,151724
2020:Q4,555326,213256,10298,-64,156464,-18004,11840,15396,-8704,3048,34880,-98652,0,235568,555326,19682,216413,-16,1296,-20949,-288,5176,2436,-1456,-4,0,126296,-36264,243004
2021:Q1,398777,226820,-131211,372,83940,167096,-3404,-3048,-2252,8516,41332,-3608,-248888,263112,398777,-116391,223478,128,-244212,-7894,-208,27548,3832,18920,0,0,90364,169172,234040
2021:Q2,771641,401656,-67591,-4600,213592,-97448,16840,14864,-1336,12896,39284,-66116,-40000,349600,771641,-52547,274471,2208,-46000,29893,580,9600,-236,-812,4,0,208684,-69804,415600
2021:Q3,738865,412576,-91807,1080,103172,49444,8384,-5176,-3452,6288,55516,11608,-53676,244908,738865,-83327,193213,836,-53528,-11749,596,20164,-3876,12380,-8,0,131492,35964,496708
2021:Q4,588848,495260,-235044,3152,92988,-63968,10816,-1068,3428,8956,-53024,-84672,-22404,434428,588848,-209636,335035,1896,-22404,22561,684,5512,-560,17328,4,0,12688,-69024,494764
2022:Q1,594128,315164,-147932,1788,-261172,102692,13044,7640,5848,5212,1060,5072,-4,545716,594128,-193976,423660,132,1196,27064,112,19428,7672,35404,-4,0,-158768,94660,337548
2022:Q2,478465,266672,-128175,2380,-254832,-99584,36536,-10880,24580,652,201176,121792,-13268,331416,478465,-131427,267136,248,-6988,24956,3144,7864,-5056,18848,-12,0,55976,-106572,350348
2022:Q3,625196,286120,-117792,572,-205288,55696,24052,11160,23288,4356,169892,84364,0,288776,625196,-103828,173324,3532,1340,52192,2136,23000,3760,46420,-16,0,-2948,44140,382144
2022:Q4,587287,160096,-86765,-192,159392,-4616,14140,20168,26112,-6092,-16632,-27544,-10160,359380,587287,-39289,330892,-328,-9500,31940,2472,-32968,3012,40056,-4,0,25876,-28716,263844
2023:Q1,776905,401444,-145255,1612,247128,46600,7708,7992,46240,-7488,-69096,-14636,0,254656,776905,-113851,147828,7320,1064,35248,-384,19120,22912,28572,-4,0,174456,30856,423768
2023:Q2,479193,216380,28645,852,35944,3752,16008,-5144,-21020,-4908,-20880,-57908,-8000,295472,479193,38225,208442,2644,-1672,-4562,-520,14704,5556,24656,-4,0,-30492,-11796,234012
2023:Q3,922813,255744,64961,1260,-10896,95968,8492,-1972,-8508,3088,95128,11636,2944,404968,922813,57097,347659,1096,2944,-33699,1196,10396,18880,22688,-16,0,131496,93216,269860
2023:Q4,643670,212540,17898,480,167576,-72596,10280,-3608,-424,-2944,-82244,-68460,-26944,492116,643670,-13922,388207,1576,-26944,7529,-772,76324,-9712,-12324,0,0,23660,-87440,297488
2024:Q1,850347,208956,128759,1168,97432,60608,14696,9540,-6508,-2156,-70328,-50764,0,458944,850347,147971,324031,-732,20,5149,-236,9344,14296,36948,-4,0,10992,43420,259148
2024:Q2,644294,234436,27290,604,155456,-35680,8268,-10460,5976,3396,-25112,24392,-9600,265328,644294,26454,260538,2428,-2468,26178,376,-67564,18180,9780,-24,0,127440,-45736,288712
2024:Q3,795530,193512,-17642,592,282124,35444,14060,-5200,-4320,7560,11304,-17352,0,295448,795530,-2950,315151,-392,1784,-28459,1368,-22768,3304,-21184,0,0,252924,13712,283040
2024:Q4,737580,294736,-92180,2104,-73104,-64528,19560,-2036,1836,-2524,238524,-30684,-6156,452032,737580,-56740,403071,2092,-6156,26717,928,6700,20464,940,0,0,79712,-77292,337144
2025:Q1,1022979,290427,565,1016,209056,115600,20448,-6200,-6908,-5532,-17556,39620,0,382442,1022979,47297,384210,-1288,-1121,-19851,-332,6388,8692,-12040,0,0,177460,96348,337215
