date,FA634090005.Q,FA633030000.Q,FA633091003.Q,FA632051000.Q,FA634022005.Q,FA633069175.Q,FA633061105.Q,FA633061700.Q,FA633062000.Q,FA633063005.Q,FA633093005.Q,FA634090005.Q,FA634090010.Q,FA634090020.Q,FA634090033.Q,FA634090043.Q,FA634090053.Q,FA634090503.Q
2009:Q4,-869899,36279,-26672,-49639,-782411,-69923,-200168,-415499,-103505,6684,-47456,-869899,-869899,0,0,0,0,-20752
2010:Q1,-1039853,-225444,-18800,-37753,-678575,-304904,-133082,-153914,-111995,25320,-79280,-1039853,-1039853,0,0,0,0,-15156
2010:Q2,-519940,-269377,780,60324,-307247,-166257,16855,-95930,-34551,-27364,-4421,-519940,-519940,0,0,0,0,-1108
2010:Q3,-171147,80690,47116,44859,-422910,-12065,-135797,-189183,-51209,-34656,79098,-171147,-171147,0,0,0,0,-9632
2010:Q4,-376584,-25258,6508,-69738,-204036,8506,-37759,-133017,-14493,-27272,-84061,-376584,-376584,0,0,0,0,-9072
2011:Q1,47324,-19667,14380,-68030,26913,34175,-81379,105195,-27706,-3372,93728,47324,47324,0,-171068,-49008,-36472,-2640
2011:Q2,95326,39739,18540,26876,-22026,-112596,243242,-78161,-74302,-208,32198,95326,95326,0,87112,-143964,-85032,1696
2011:Q3,-440506,-258597,-178592,108117,-16737,-137750,89700,79167,-38066,-9788,-94698,-440506,-440506,0,273404,-347300,-159700,12064
2011:Q4,-72444,-101487,-110940,-72675,127017,9150,213750,-71612,-25762,1492,85640,-72444,-72444,0,314548,-51388,-1432,-9844
2012:Q1,-24672,-50816,-11508,226985,-150519,-56034,153451,-121809,-50016,-76112,-38813,-24672,-24672,0,-339996,47532,-26480,-8752
2012:Q2,-71270,-22589,-29124,63186,59495,-44072,71293,21830,-34780,45224,-142237,-71270,-71270,0,-72240,-161724,-73036,-2704
2012:Q3,84557,124424,29176,-124119,207,14430,21805,-50501,-29023,43496,54868,84557,84557,0,-47368,332512,6096,-6356
2012:Q4,230193,155584,12508,77793,-72146,135652,-193026,-62084,-1789,49100,56454,230193,230193,0,256276,221004,76236,-1952
2013:Q1,-10575,48746,22116,-205671,88855,29400,46429,117864,-79221,-25616,35379,-10575,-10575,0,-158432,-68196,-70080,-15284
2013:Q2,151765,67349,-47492,-113174,356826,63675,192606,30584,24468,45492,-111744,151765,151765,0,54224,-95688,-42096,6568
2013:Q3,206438,117173,-3336,192334,-80821,-2,23837,-53641,-34780,-16236,-18912,206438,206438,0,203492,191656,16644,-524
2013:Q4,-144868,71468,-10572,-8401,-236216,-48089,-114628,32217,-35831,-69884,38853,-144868,-144868,0,27140,119616,24476,-7320
2014:Q1,81579,23474,-58196,288754,-334760,-57125,-140454,-43792,-43649,-49740,162307,81579,81579,0,-139016,-62988,-3996,-3552
2014:Q2,-70356,9193,29524,213945,-165385,-52300,-22422,-12365,-24902,-53396,-157633,-70356,-70356,0,-2048,-233080,-65312,-3812
2014:Q3,-17302,-1721,-13948,-123111,63885,37994,-34473,38446,-27191,49108,57594,-17302,-17302,0,156984,33444,2260,2868
2014:Q4,108831,-13818,3568,206220,8860,-21618,-53167,93531,-39422,29536,-96000,108831,108831,0,212932,180652,22920,-6176
2015:Q1,8274,-134164,-16128,159099,-109220,-18176,28339,-66193,-16674,-36516,108687,8274,8274,0,-167464,-101900,-13100,-6944
2015:Q2,43052,-74212,8020,-41429,218685,27462,162474,3619,-35457,60588,-68011,43052,43052,0,43272,-158672,-63880,512
2015:Q3,19703,-107937,-39704,237086,-106237,-4968,-165172,173064,-12045,-97116,36496,19703,19703,0,62884,163348,6836,22664
2015:Q4,-50094,-221111,-5976,-86184,222296,-116909,156779,194559,-48140,36008,40881,-50094,-50094,0,907116,-702252,44748,-8556
2016:Q1,238885,-73649,25976,-179868,417939,-69540,233465,176090,-64580,142504,48487,238885,238885,0,248556,-217956,-85552,1376
2016:Q2,-169738,-105384,-18576,-32888,109195,-225377,260008,335086,-42079,-218444,-122085,-169738,-169738,0,801020,-1014824,-166304,-13636
2016:Q3,-321072,-896144,-34392,875354,-422397,-724483,457218,142016,-209360,-87788,156508,-321072,-321072,0,2231028,-2072140,-261052,1036
2016:Q4,-239995,-173579,-9860,-324182,341323,47939,332050,16556,-28678,-26544,-73698,-239995,-239995,0,816432,-766468,-4660,-1380
2017:Q1,176871,92083,6932,402185,-345023,-18812,-325138,20678,-29951,8200,20694,176871,-16213,193084,-313848,195916,3664,-5800
2017:Q2,65371,-28710,-1316,201157,-47665,21001,-9410,-25800,-41607,8152,-58095,65371,-8441,73812,-186328,59472,-9188,-4720
2017:Q3,335302,123205,9104,9280,142286,96076,-35413,79619,-17065,19068,51427,335302,179098,156204,358056,195236,-4212,-1448
2017:Q4,83693,-37706,-7256,82734,88694,116327,-9159,-11093,-158,-7224,-42773,83693,112869,-29176,344820,8084,9564,-2816
2018:Q1,82708,-118837,-9952,-421682,627294,-46038,708085,-20521,-3787,-10444,5885,82708,59996,22712,-205828,-15160,10748,2028
2018:Q2,286199,31697,6592,251144,-10815,34857,-132046,63273,25713,-2612,7581,286199,270947,15252,36952,51720,7920,-3984
2018:Q3,-5290,76099,-3140,60920,-106038,115394,-24666,-192405,-5481,1120,-33132,-5290,-145962,140672,-48500,269564,-15676,1800
2018:Q4,313000,83796,-2256,227895,281207,48211,204096,6589,21403,908,-277642,313000,401796,-88796,455028,71704,58144,24592
2019:Q1,1071375,67454,-300,239731,639782,204790,186227,270876,-16919,-5192,124709,1071375,385063,686312,-28280,823132,-18696,-12920
2019:Q2,650746,147216,2764,385229,-856,110145,-174335,46494,5551,11288,116393,650746,570322,80424,313956,169984,-15236,2372
2019:Q3,724554,-17421,7136,109827,814126,22875,681913,96464,-7398,20272,-189115,724554,670766,53788,768484,172596,-8648,20
2019:Q4,404441,26171,13784,4893,179380,4698,16331,176609,-13846,-4412,180213,404441,398937,5504,539792,119120,14912,-1576
2020:Q1,3196035,-152390,-14516,1566966,1836260,-130260,863942,1111679,-6869,-2232,-40285,3196035,3480851,-284816,3366696,-425044,-42800,45188
2020:Q2,1613291,-130382,-6556,-2754999,4628712,-81401,5407081,-726213,40605,-11360,-123484,1613291,1020863,592428,729076,694500,18068,-7916
2020:Q3,-1167881,-139620,-4868,433197,-1277505,-210443,-489864,-547486,-40440,10728,-179085,-1167881,-1098485,-69396,-226020,-675112,-61876,-4276
2020:Q4,-587629,-121712,-708,59119,-815711,56117,-407839,-398440,-49364,-16184,291383,-587629,-375393,-212236,21204,-315908,-28972,-10756
2021:Q1,1155664,157029,5772,828436,294603,88095,387750,-157238,-23300,-704,-130176,1155664,981880,173784,812304,66768,-22756,-6708
2021:Q2,304732,-189371,-7604,1689591,-1111303,-177338,-569289,-345113,-16576,-2988,-76581,304732,317888,-13156,282512,-117316,-23604,-10216
2021:Q3,-186695,33385,2392,2256442,-2822541,67492,-2593924,-278926,-6020,-11164,343628,-186695,-131395,-55300,137892,-103648,-18932,-3180
2021:Q4,484439,-83202,-2376,933487,-186431,-2289,170435,-331744,-12373,-10460,-177039,484439,667035,-182596,963916,-205520,-13472,-2624
2022:Q1,-157608,98768,4100,-154917,-248631,-54877,-305546,95453,22563,-6224,143071,-157608,-340896,183288,-611092,150012,2088,15128
2022:Q2,-79703,-1458,76,450833,-565049,-69744,-559989,58903,12997,-7216,35895,-79703,-9103,-70600,-321160,20868,67220,11468
2022:Q3,8163,118055,-988,667179,-670242,111545,-1044849,248371,4598,10092,-105842,8163,-96185,104348,-238396,464448,-18840,2844
2022:Q4,299573,-29461,1180,960672,-703378,123412,-1092240,277057,-12042,436,70559,299573,458037,-158464,210040,296684,48552,3392
2023:Q1,2181531,141693,1184,1347786,704091,-89306,-180675,962401,135,11536,-13222,2181531,2133131,48400,1483924,395888,-1792,-2244
2023:Q2,1043575,91733,5064,-464777,1360508,24725,1484752,-171420,20478,1972,51047,1043575,1021119,22456,646740,237376,15020,2700
2023:Q3,706294,133968,31920,-1045627,1723426,134547,1845105,-278248,25047,-3024,-137393,706294,742654,-36360,657972,239648,4824,3140
2023:Q4,606560,28574,-21912,-1080466,1783408,122194,1672734,868,1207,-13596,-103043,606560,657008,-50448,636292,190716,31348,5424
2024:Q1,638165,207575,-1824,-827948,1269296,-16376,1085646,189616,9153,1256,-8934,638165,511809,126356,-25860,370648,-12188,-5220
2024:Q2,565560,-214961,428,442380,119647,-166271,247641,28059,7514,2704,218066,565560,1515016,-949456,1251392,-841540,20756,3352
2024:Q3,969596,70816,-7708,401092,866222,61864,578690,193638,21227,10804,-360827,969596,1278740,-309144,1281092,-121288,3004,4152
2024:Q4,1369196,-163731,2284,-198181,1392051,111079,989451,301348,-2342,-7484,336772,1369196,1402844,-33648,1456072,132976,27460,2264
2025:Q1,926572,253072,-10560,1107213,-338969,30568,-551375,163772,17154,912,-84185,926572,904424,22148,356732,259408,2752,14588
