date,FA576000105.Q,FA575013005.Q,FA574090005.Q,FA573020005.Q,FA573030005.Q,FA573034005.Q,FA572051005.Q,FA574022005.Q,FA573069105.Q,FA573061105.Q,FA573061705.Q,FA573063005.Q,FA573065005.Q,FA573064105.Q,FA573064205.Q,FA573090005.Q,FA573095005.Q,FA573074005.Q,FA573073005.Q,FA573093005.Q,FA574190005.Q,FA574090045.Q,FA574090055.Q
1956:Q3,2,5,6069,-12,108,0,32,1572,0,-312,28,1856,136,1848,0,2385,0,28,2065,292,6072,4477,1592
1956:Q4,2,5,6325,4,112,0,32,1968,0,-264,16,2216,136,1944,0,2129,0,60,1865,204,6328,4633,1692
1957:Q1,2,4,7478,36,116,0,24,1964,0,-296,72,2188,132,1972,0,3234,0,36,3014,184,7480,5810,1668
1957:Q2,2,4,8094,60,120,0,20,1744,0,-292,28,2008,128,2152,0,3870,0,88,3694,88,8096,6374,1720
1957:Q3,2,4,8598,60,124,0,20,1516,0,-276,40,1752,132,2148,0,4598,0,12,4442,144,8600,6938,1660
1957:Q4,2,4,9102,48,128,0,16,1328,0,-296,124,1500,144,2180,0,5258,0,20,5090,148,9104,7502,1600
1958:Q1,2,2,7132,36,136,0,20,1376,0,-200,116,1460,144,2312,0,3108,0,60,2956,92,7132,5456,1676
1958:Q2,2,2,6788,28,140,0,12,1440,0,84,-124,1480,144,2500,0,2524,0,84,2392,48,6788,4972,1816
1958:Q3,2,2,6524,24,144,0,16,1540,0,-4,20,1524,160,2752,0,1888,0,104,1744,40,6524,4492,2032
1958:Q4,2,2,6308,32,152,0,24,1636,0,80,0,1556,188,3056,0,1220,0,116,1024,80,6308,4012,2296
1959:Q1,2,4,7774,36,156,0,28,1040,0,100,84,856,216,3300,0,2998,0,60,2766,172,7776,5442,2332
1959:Q2,2,4,8362,44,160,0,28,1572,0,188,140,1244,240,3676,0,2642,0,104,2366,172,8364,5730,2632
1959:Q3,2,4,8694,44,168,0,36,1428,0,256,64,1108,260,3364,0,3394,0,40,3102,252,8696,6014,2680
1959:Q4,2,4,9218,32,176,0,32,1908,0,128,16,1764,272,3772,0,3026,0,108,2714,204,9220,6298,2920
1960:Q1,2,4,7718,12,180,0,40,1328,0,-328,308,1348,296,3768,0,2094,0,8,1762,324,7720,4926,2792
1960:Q2,2,4,7442,-8,192,0,40,1116,0,-320,144,1292,328,3988,0,1786,0,92,1406,288,7444,4550,2892
1960:Q3,2,4,7094,0,196,0,44,1412,0,-196,-8,1616,328,3812,0,1302,0,4,930,368,7096,4174,2920
1960:Q4,2,4,7062,40,200,0,36,2084,0,-16,-100,2200,296,4324,0,82,0,160,-258,180,7064,3794,3268
1961:Q1,2,4,6546,88,212,0,36,520,0,12,-32,540,272,4792,0,626,0,176,330,120,6548,3218,3328
1961:Q2,2,4,6434,132,220,0,28,1592,0,88,-80,1584,244,4888,0,-670,0,68,-926,188,6436,2762,3672
1961:Q3,2,4,6034,136,228,0,28,1088,0,8,44,1036,244,5132,0,-822,0,92,-1082,168,6036,2306,3728
1961:Q4,2,4,6030,100,236,0,36,1660,0,-24,112,1572,276,5564,0,-1842,0,172,-2154,140,6032,1850,4180
1962:Q1,2,4,5898,68,248,0,56,1096,0,-16,176,936,296,5144,128,-1138,0,36,-1622,448,5900,1630,4268
1962:Q2,2,4,5142,40,252,0,68,1808,0,152,84,1572,316,5128,312,-2782,0,-252,-3394,864,5144,1270,3872
1962:Q3,2,4,4582,32,268,0,68,800,0,260,-12,552,324,4564,204,-1678,0,120,-2306,508,4584,906,3676
1962:Q4,2,4,4766,48,272,0,56,2012,0,304,-108,1816,328,5292,72,-3314,0,208,-3822,300,4768,542,4224
1963:Q1,1,5,6116,56,288,0,44,1520,0,112,36,1372,324,4856,16,-988,0,140,-1348,220,6120,1776,4340
1963:Q2,1,5,6580,56,296,0,20,1728,0,108,8,1612,312,6000,-60,-1772,0,124,-1976,80,6584,2052,4528
1963:Q3,2,5,7125,68,308,0,32,1788,0,-60,168,1680,336,5948,-44,-1311,0,120,-1579,148,7128,2329,4796
1963:Q4,2,5,7729,84,320,0,64,1300,0,156,-28,1172,404,6524,28,-995,0,124,-1579,460,7732,2605,5124
1964:Q1,2,5,8841,116,332,0,104,1788,0,772,64,952,548,6552,56,-655,0,180,-1579,744,8844,3085,5756
1964:Q2,2,5,9513,192,344,0,144,1484,0,-828,-52,2364,596,6796,148,-191,0,152,-1471,1128,9516,3445,6068
1964:Q3,3,5,10130,28,356,0,144,1164,0,-16,-44,1224,536,6912,132,858,0,144,-466,1180,10132,3802,6328
1964:Q4,3,5,10846,140,372,0,120,2720,0,216,460,2044,552,7172,152,-382,0,140,-1442,920,10848,4158,6688
1965:Q1,1,7,11726,-560,388,0,92,2160,0,776,-296,1680,564,8032,48,1002,0,128,182,692,11732,5078,6648
1965:Q2,1,7,11906,-96,400,0,68,1036,0,-800,4,1832,1024,7940,76,1458,0,24,842,592,11912,5658,6248
1965:Q3,2,7,12871,128,416,0,68,548,0,-1008,108,1448,492,8804,-48,2463,0,280,1859,324,12876,6243,6628
1965:Q4,2,7,14227,724,432,0,88,1448,0,328,92,1028,348,9040,-4,2151,0,184,1359,608,14232,6827,7400
1966:Q1,2,9,16005,64,452,0,104,3952,0,-240,44,4148,492,8740,68,2133,0,92,1197,844,16012,7985,8020
1966:Q2,2,9,16281,-664,468,0,116,1320,0,-408,40,1688,332,9528,108,5073,0,-12,4017,1068,16288,8801,7480
1966:Q3,2,9,16773,-288,480,0,124,1588,0,-104,-132,1824,476,8608,228,5557,0,-136,4445,1248,16780,9613,7160
1966:Q4,2,9,17997,156,588,0,128,2280,0,-188,16,2452,804,9348,0,4693,0,240,3565,888,18004,10429,7568
1967:Q1,3,10,18065,264,484,0,132,984,0,-624,-56,1664,320,10728,-80,5233,0,416,4045,772,18072,9929,8136
1967:Q2,3,11,18624,60,572,0,144,-128,0,-596,-168,636,-60,11500,56,6480,0,108,5204,1168,18632,10216,8408
1967:Q3,5,10,19739,172,588,0,140,1432,0,-128,-112,1672,332,11580,0,5495,0,284,4223,988,19744,10511,9228
1967:Q4,5,12,20073,48,740,0,128,504,0,80,-100,524,96,11824,100,6633,0,76,5477,1080,20080,10797,9276
1968:Q1,3,14,20881,-92,488,0,120,2496,0,880,84,1532,32,10904,312,6621,0,-108,5549,1180,20892,11677,9204
1968:Q2,3,14,21777,316,668,0,112,56,0,-104,84,76,-164,12628,-132,8293,0,492,7301,500,21788,12205,9572
1968:Q3,5,14,23083,132,728,0,104,752,0,-244,88,908,84,13448,32,7803,0,220,6851,732,23092,12735,10348
1968:Q4,5,14,24155,128,780,0,104,1004,0,956,-16,64,-16,14380,120,7655,0,200,6715,740,24164,13263,10892
1969:Q1,3,16,26283,-40,476,0,104,-108,0,404,144,-656,48,14408,268,11127,0,-16,10223,920,26296,15775,10508
1969:Q2,3,17,27618,16,964,0,96,-632,0,-1076,140,304,-40,13564,276,13374,0,28,12518,828,27632,17098,10520
1969:Q3,5,17,29312,-20,720,0,92,2356,0,-128,328,2156,260,13132,172,12600,0,-8,11744,864,29324,18424,10888
1969:Q4,5,18,30631,80,836,0,104,976,0,96,232,648,328,14988,200,13119,0,152,12207,760,30644,19747,10884
1970:Q1,5,17,18840,20,868,0,104,1012,0,-408,-120,1540,56,4548,108,12124,0,40,11172,912,18852,16568,2272
1970:Q2,5,18,18471,-444,880,0,112,472,0,-388,328,532,-68,3700,804,13015,0,-640,12043,1612,18484,16087,2384
1970:Q3,6,18,18076,440,932,0,112,3688,0,672,1024,1992,-80,4140,-216,9060,0,680,8052,328,18088,15612,2464
1970:Q4,6,17,17953,312,864,0,116,3096,0,-112,-48,3256,-88,5876,8,7769,0,512,6705,552,17964,15133,2820
1971:Q1,7,21,16758,372,1008,0,124,-2800,0,540,-580,-2760,-364,7644,-104,10878,0,584,9782,512,16772,14610,2148
1971:Q2,7,21,16746,24,792,0,124,-3288,0,-1032,-664,-1592,-664,9440,328,9990,0,100,8858,1032,16760,14118,2628
1971:Q3,7,22,16805,148,1072,0,136,-1696,0,172,-12,-1856,-584,9820,420,7489,0,272,6297,920,16820,13621,3184
1971:Q4,7,22,16965,252,948,0,140,3280,0,324,64,2892,-440,8764,140,3881,0,408,2593,880,16980,13129,3836
1972:Q1,7,22,22957,432,972,0,612,3408,1232,1660,1008,-492,-1304,11588,200,7049,0,604,1565,4880,22972,15649,7308
1972:Q2,7,23,26944,232,1232,0,932,6524,1944,-356,1396,3540,-796,13772,408,4640,0,304,-3748,8084,26960,16360,10584
1972:Q3,8,24,28412,424,1336,0,964,9868,2112,688,2136,4932,-1072,13168,392,3332,0,444,-5356,8244,28428,17068,11344
1972:Q4,8,25,26099,852,1424,0,728,6092,1732,3032,1348,-20,-548,9772,40,7739,0,740,1219,5780,26116,17779,8320
1973:Q1,8,23,24349,396,1520,0,520,8672,1396,1376,2080,3820,-856,6716,976,6405,0,-108,1713,4800,24364,16949,7400
1973:Q2,8,24,22024,508,1364,0,352,4952,1112,1144,760,1936,-300,4000,828,10320,0,-244,7140,3424,22040,17040,4984
1973:Q3,9,27,21978,1296,1792,0,316,8440,1180,2800,720,3740,-312,2716,-316,8046,0,768,5206,2072,21996,17130,4848
1973:Q4,9,27,22410,460,1388,0,412,4196,1608,2672,896,-980,60,2848,952,12094,0,-516,8426,4184,22428,17222,5188
1974:Q1,8,16,24388,596,1668,0,460,4904,1900,2920,240,-156,68,2016,536,14140,0,376,9980,3784,24396,19320,5068
1974:Q2,9,16,25613,944,1716,0,480,6132,2060,3212,48,812,-64,188,748,15469,0,-292,11177,4584,25620,20209,5404
1974:Q3,10,18,28784,1012,1832,0,516,12076,2404,5292,988,3392,-36,868,2004,10512,0,-1036,5840,5708,28792,21100,7684
1974:Q4,10,19,30043,1092,2504,0,588,12460,2932,1296,3176,5056,16,4052,-124,9455,0,844,4183,4428,30052,21991,8052
1975:Q1,9,14,28987,1040,2152,0,680,17848,3704,4256,1472,8416,148,7368,-428,179,0,1460,-5933,4652,28992,18563,10424
1975:Q2,10,13,32241,1156,2624,0,1456,15316,4716,3572,908,6120,-124,7768,-96,4141,0,1604,-8971,11508,32244,17729,14512
1975:Q3,12,15,34437,1072,2724,0,1868,15540,3756,5520,324,5940,-48,7248,2276,3757,0,-20,-13043,16820,34440,16893,17544
1975:Q4,12,15,28761,868,2488,0,1216,13548,2476,2000,1940,7132,68,7808,360,2405,0,936,-8551,10020,28764,16057,12704
1976:Q1,9,12,27881,868,2564,0,156,12244,3304,4868,1940,2132,0,8808,360,2881,0,1200,1493,188,27884,20697,7184
1976:Q2,9,12,22825,348,2204,0,-980,11996,2192,6392,1500,1912,0,6696,-228,2789,0,76,11585,-8872,22828,22053,772
1976:Q3,12,13,31451,-340,1800,0,984,640,1264,4640,764,-6028,-40,4904,772,22731,0,192,13879,8660,31452,23411,8040
1976:Q4,12,13,35119,-436,2172,0,1400,1148,784,6816,-1768,-4684,164,4732,1128,24811,0,392,12227,12192,35120,24763,10356
1977:Q1,10,12,39138,-44,2644,0,2332,3484,744,-808,4056,-508,24,6168,488,24042,0,40,3078,20924,39140,22730,16408
1977:Q2,10,12,30062,272,2936,92,64,15544,536,8336,2164,4508,476,7724,1380,1574,0,576,970,28,30064,22730,7332
1977:Q3,13,14,38203,508,3148,120,1872,5852,148,492,3920,1292,-212,9340,-800,18375,0,256,1531,16588,38204,22731,15472
1977:Q4,13,14,28363,564,3292,164,-344,16436,20,4912,-436,11940,44,9012,220,-1025,0,444,2083,-3552,28364,22731,5632
1978:Q1,10,13,40045,436,3792,224,2204,3916,144,676,-116,3212,248,9932,160,19133,0,368,-715,19480,40048,22729,17316
1978:Q2,10,15,27891,348,3992,248,-528,19012,-60,2832,-196,16436,352,9540,1088,-6161,0,1176,-1405,-5932,27896,22727,5164
1978:Q3,10,16,35898,352,3676,240,1408,10348,-648,-4384,6204,9176,236,9432,-1816,12022,0,1476,-646,11192,35904,22730,13168
1978:Q4,11,16,39523,260,4604,348,1788,8060,-44,8360,-5172,4916,60,10124,-1404,15683,0,224,-413,15872,39528,22731,16792
1979:Q1,11,23,37816,92,4268,564,1272,12960,1724,2192,4856,4188,308,10816,2400,5136,0,1204,-6296,10228,37828,22720,15096
1979:Q2,11,23,39212,-72,3800,752,948,24768,3620,4804,3356,12988,-192,11104,192,-2088,0,804,-10632,7740,39224,22720,16492
1979:Q3,13,26,36963,-188,4148,900,168,26948,5584,3364,5080,12920,872,14984,940,-11809,0,1292,-13293,192,36976,22719,14244
1979:Q4,14,27,41467,-348,4720,1076,944,21852,6008,904,2220,12720,684,16484,44,-3989,0,404,-12477,8084,41480,22719,18748
1980:Q1,13,28,78265,-544,3744,1272,844,28324,4900,4832,3136,15456,208,15612,2024,26781,0,176,19161,7444,78280,59625,18640
1980:Q2,14,27,93879,-792,3476,1380,840,33376,4200,8736,6736,13704,288,15960,3324,36027,0,2084,28491,5452,93892,74391,19488
1980:Q3,15,29,109406,-1096,3284,1400,1184,30152,3916,4728,5680,15828,832,17512,1472,54666,0,1920,44006,8740,109420,89150,20256
1980:Q4,16,31,116629,-1140,5228,1752,-428,28844,3524,6584,7592,11144,372,16600,304,65097,0,1300,68929,-5132,116644,103913,12716
1981:Q1,14,31,73427,-924,4384,2444,-564,23232,3020,4548,7840,7824,736,17192,-1188,28115,0,524,33179,-5588,73444,61467,11960
1981:Q2,15,33,72622,-764,3216,3560,472,25720,6004,4764,10484,4468,492,16980,-1604,24550,0,224,20306,4020,72640,53346,19276
1981:Q3,16,36,67572,-676,4932,5116,680,23356,5760,848,11148,5600,28,17908,-3660,19888,0,-612,13776,6724,67592,45220,22352
1981:Q4,17,39,52894,-580,6064,4604,-1068,35296,5112,47716,-22056,4524,140,17292,-2972,-5882,0,1412,3738,-11032,52916,37098,15796
1982:Q1,18,45,61457,-2008,12436,1864,-2120,54984,-10120,37404,14812,12888,0,4000,-316,-7383,0,1048,11709,-20140,61484,53661,7796
1982:Q2,19,44,70731,-424,13796,-4000,448,42820,-5472,24020,14712,9560,5892,8000,2548,1651,0,1276,-2385,2760,70756,55419,15312
1982:Q3,19,41,83930,-996,12452,-3836,3232,35116,-11228,23456,8464,14424,3900,12000,4320,17742,0,3504,-11334,25572,83952,57174,26756
1982:Q4,20,40,89888,-1240,13076,-1532,228,38600,-10388,29068,9204,10716,5636,63716,6896,-35492,0,1844,-37544,208,89908,58932,30956
1983:Q1,20,54,113630,-584,16300,756,2344,35308,-3840,18232,4928,15988,5144,12408,-912,42866,0,3436,21766,17664,113664,82894,30736
1983:Q2,21,51,136538,532,22232,1404,4368,28100,4236,13288,4848,5728,2612,9384,-128,68034,0,4032,28722,35280,136568,93546,42992
1983:Q3,22,53,121305,1356,692,1496,-44,58412,6780,24212,10124,17296,3440,6544,2472,46937,0,520,47349,-932,121336,104185,17120
1983:Q4,23,54,132125,576,6604,1308,896,37452,1000,16912,7672,11868,-1780,8,2304,84757,0,572,76685,7500,132156,114833,17292
1984:Q1,22,72,54942,1388,-2820,1048,-1720,22988,9336,6764,1648,5240,-928,-14628,1228,48386,0,-1528,63842,-13928,54992,61842,-6900
1984:Q2,22,77,32621,1612,-592,788,-1088,-23580,10128,-11600,-3552,-18556,-2092,-19672,-732,77977,0,-1480,87777,-8320,32676,47037,-14416
1984:Q3,25,80,76513,-52,19420,1528,2796,71420,232,26560,11952,32676,-1312,14800,2812,-34899,0,3720,-60047,21428,76568,32237,44276
1984:Q4,25,83,46186,-676,12600,672,1264,83628,-10248,38560,12864,42452,2776,304,3644,-58026,0,2896,-69410,8488,46244,17434,28752
1985:Q1,24,102,70426,956,20680,1964,2956,-4064,-1116,15000,6788,-24736,5224,14172,1716,26822,0,3392,202,23228,70504,39506,30920
1985:Q2,25,102,79723,980,25600,2344,3200,27496,-380,29144,14624,-15892,3052,18488,1636,-3073,0,3828,-31869,24968,79800,39463,40260
1985:Q3,26,101,37161,160,-3084,896,-1620,6616,2432,14136,8308,-18260,-1772,9796,1152,25017,0,-692,39593,-13884,37236,39421,-2260
1985:Q4,27,103,83696,-2160,-8892,3392,28552,45160,8504,22312,60232,-45888,10620,-104,4960,2168,0,16648,-86772,72292,83772,39376,44320
1986:Q1,29,122,70267,-1840,5772,1720,332,57092,2048,11792,6160,37092,-616,-28320,4856,31271,16032,0,23647,-8408,70360,34475,35792
1986:Q2,29,112,39889,-1560,3700,-360,996,-5304,2516,-18600,-9636,20416,-3480,1648,1908,42341,11616,0,28081,2644,39972,32505,7384
1986:Q3,30,110,59904,-1300,10932,2716,1376,33112,3560,-6712,-2988,39252,-1532,-39696,1940,52356,9736,20,31204,11396,59984,30524,29380
1986:Q4,30,111,101215,-816,20872,3536,4040,-58068,6872,-49504,-25420,9984,-5416,15916,1624,119527,18324,120,40231,60852,101296,28543,72672
1987:Q1,31,118,76149,-460,-12928,816,-748,13988,6120,664,9376,-2172,-4636,45020,5492,29605,34752,1200,-49715,43368,76236,36665,39484
1987:Q2,32,120,61176,-320,532,3256,2404,3748,10964,-22852,28588,-12952,-3152,-24388,3624,75472,32728,1800,38016,2928,61264,38728,22448
1987:Q3,35,127,123264,-220,-10708,1316,-228,27164,7932,11816,7236,180,-2332,-29768,2872,135168,35548,2600,26308,70712,123356,40784,82480
1987:Q4,36,132,79384,-64,-20164,1980,-3120,21884,4012,11188,7292,-608,-2080,8416,-1596,74128,31144,432,136488,-93936,79480,42844,36540
1988:Q1,34,122,89576,800,1568,2472,20,-25460,-10064,-37788,34204,-11812,5636,50000,-2464,57004,-17376,-2000,67656,8724,89664,47092,42484
1988:Q2,35,125,77546,2400,25084,4724,6772,4636,-180,3744,2588,-1516,6620,-6384,-1296,34990,2080,-2800,8518,27192,77636,50022,27524
1988:Q3,37,127,89226,4400,-468,1928,-808,62260,-10384,39048,9844,23752,10856,-21160,-2372,34590,-22756,-5000,16226,46120,89316,52954,36272
1988:Q4,37,128,107849,4044,17172,600,2572,11080,-5332,-6112,10668,11856,10732,4840,3396,53413,21996,4848,-1779,28348,107940,55885,51964
1989:Q1,38,133,81029,2300,30300,3140,3952,10900,524,-33064,43216,224,3856,-37872,3908,60545,24764,6736,25781,3264,81124,48349,32680
1989:Q2,39,134,75945,-200,28332,4688,1784,46868,-2140,20680,14492,13836,6568,-25480,4772,8613,11220,7436,19729,-29772,76040,47097,28848
1989:Q3,41,141,81884,-1500,28364,800,4272,52932,296,22360,15404,14872,7228,-21268,5012,6044,16544,7596,26084,-44180,81984,45836,36048
1989:Q4,42,143,93099,-2224,22860,5032,-1084,65356,-5364,28720,22264,19736,8860,-51092,6748,38643,9756,7304,7787,13796,93200,44583,48516
1990:Q1,39,122,96533,-1900,6384,3884,160,16136,160,-45180,50060,11096,64,2208,6980,62617,22124,6896,65209,-31612,96616,49909,46624
1990:Q2,39,122,37437,-1600,-10892,-2608,-1404,70596,-1404,21628,19908,30464,3476,-13232,9036,-15935,-2744,5056,18045,-36292,37520,51277,-13840
1990:Q3,41,122,121191,600,-8672,-1212,-1428,42300,-1428,12768,10928,20032,1740,-11672,4548,94987,28684,5496,63883,-3076,121272,52651,68540
1990:Q4,41,118,78587,-420,-3552,1824,-2568,32844,-2568,10216,7940,17256,1148,23968,6884,18459,8624,6756,66923,-63844,78664,54027,24560
1991:Q1,40,100,92236,-340,-10344,-3528,-1516,53148,-1516,-30220,55624,29260,-6040,20820,10332,29704,7056,10736,23396,-11484,92296,52080,40156
1991:Q2,40,97,121803,-340,8636,2068,3656,4508,3656,-2172,-8344,11368,-8044,19860,11340,80119,18916,13856,16243,31104,121860,52119,69684
1991:Q3,40,92,112592,-340,18372,5372,5728,55828,5728,10840,11736,27524,-5548,-11172,12204,32148,23328,12936,2624,-6740,112644,52160,60432
1991:Q4,40,91,114677,-364,5320,-1152,7064,16980,7064,320,-6576,16172,-7068,16084,13780,64033,21560,10760,52817,-21104,114728,52201,62476
1992:Q1,33,81,104964,-192,-20196,416,-704,28704,-704,-42508,45504,26412,-3932,-51104,29792,122180,8648,9640,152784,-48892,105012,49644,55320
1992:Q2,33,81,114528,-32,-18204,272,512,8108,512,-3388,-8256,19240,-4676,75356,31668,21524,5656,9504,-7616,13980,114576,48644,65884
1992:Q3,35,83,132872,-20,-12520,2928,668,56440,668,10008,7788,37976,-2608,-15404,5428,97960,1000,9880,93352,-6272,132920,47640,85232
1992:Q4,36,86,41558,60,-17524,660,272,26072,272,1588,-2692,26904,-3504,-5068,25472,15118,-15372,10648,31042,-11200,41608,46638,-5080
1993:Q1,32,83,192477,136,4372,8864,3748,56508,3748,-38196,58760,32196,432,138060,25076,-44719,21524,10616,-76503,-356,192528,50465,142012
1993:Q2,33,83,131302,100,-1168,8228,1752,4952,1752,-4800,-5420,13420,-1296,22628,38800,57306,8684,11416,55706,-18500,131352,51398,79904
1993:Q3,33,83,89722,68,-17396,752,-2856,90696,-2856,51068,-6760,49244,1976,-38080,28244,26318,6652,12416,31538,-24288,89772,52326,37396
1993:Q4,33,88,83393,240,776,8412,1016,-3696,1016,-25424,8916,11796,-7360,14808,45528,23669,18716,14812,-4135,-5724,83448,53253,30140
1994:Q1,39,88,170051,516,6884,10020,-4724,-1152,-4724,-1188,21240,-16480,-1748,-40492,60960,139787,28740,13336,109739,-12028,170100,52483,117568
1994:Q2,39,92,186563,712,1704,6540,-5544,81680,-5544,33504,51752,1968,64,70272,34284,-3149,26424,12368,-57037,15096,186616,52727,133836
1994:Q3,41,94,97359,716,-4680,1176,-7428,70888,-7428,23940,56184,-1808,-8,42768,32152,-38225,8256,11544,-66401,8376,97412,52979,44380
