1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q4,18518,318,18200,0,18518,0,42,467,98,-389,5797,0,157,859,-18,523,4787,-808,6834,74,95
2006:Q1,13587,776,12811,0,13587,0,-99,-135,-260,1544,7617,0,103,719,-21,235,3256,-2807,2992,0,443
2006:Q2,7882,152,7730,0,7882,0,-10,-135,-44,1585,3438,0,229,1408,-15,344,2631,-3196,2222,-470,-105
2006:Q3,8342,1444,6898,0,8342,0,-22,-135,43,1626,3320,0,164,1029,-18,655,2365,-3238,2288,-101,366
2006:Q4,13439,105,13334,0,13439,0,27,-135,91,1668,1917,0,93,737,-44,-303,4152,-3225,6008,97,2356
2007:Q1,15369,559,14810,0,15369,0,-144,651,-97,925,-21,0,80,955,-7,424,5911,-1781,8086,-305,692
2007:Q2,16865,254,16611,0,16865,0,-61,651,71,937,892,0,177,1529,37,503,8111,-1273,5154,-52,189
2007:Q3,21907,-576,22483,0,21907,0,-136,652,-271,951,5520,0,197,1390,64,538,6841,144,6365,11,-359
2007:Q4,36511,1961,34550,0,36511,0,-56,651,-46,965,1373,0,158,5722,0,2342,21447,2210,1687,294,-236
2008:Q1,15183,1987,13196,0,15183,0,175,-260,-117,737,6418,0,174,-627,234,-455,11571,-282,-2626,452,-211
2008:Q2,15075,711,14364,0,15075,0,3,-260,4,746,5539,0,286,-580,92,-2546,10360,2554,-1388,419,-154
2008:Q3,8665,979,7686,0,8665,0,-102,-260,-59,753,2405,-1,156,-810,261,-484,11552,-1950,-2226,21,-591
2008:Q4,9828,1084,8743,0,9828,0,-27,-260,99,762,682,-155,107,-1292,-291,-696,9032,4327,-1625,-725,-110
2009:Q1,6368,1102,5266,0,6368,0,-28,-106,-69,2248,2124,3,30,-1348,-86,-139,4745,1053,-1727,-175,-157
2009:Q2,6274,1875,4399,0,6274,0,-229,-105,-16,2318,47,83,45,-1289,95,-226,4193,3729,-2076,-89,-206
2009:Q3,2722,195,2527,0,2722,0,-14,-106,10,2391,-2361,249,38,-1144,144,7,3915,3358,-2220,-187,-1358
2009:Q4,-2999,-291,-2708,0,-2999,0,-5,-106,349,2465,-8976,-692,-6,-1713,171,-214,1336,4818,-115,-203,-108
2010:Q1,-4178,-440,-3738,0,-4178,0,-55,365,-188,1629,-1168,61,-20,-669,272,93,-4814,1922,-1376,-165,-65
2010:Q2,-1129,-78,-1050,0,-1129,0,34,365,58,1661,-4087,-72,28,-592,298,61,-482,4008,-2163,-199,-47
2010:Q3,2524,723,1801,0,2524,0,-23,364,-355,1695,-1759,-202,6,-6,-104,88,2124,3516,-2657,-67,-96
2010:Q4,1696,157,1539,0,1696,0,30,365,38,1728,-5046,-268,-16,-154,-52,-199,5125,3049,-2485,-296,-123
2011:Q1,-1797,-703,-1094,0,-1797,0,-82,-508,-66,1120,-3367,8,-4,145,-51,-93,-406,4336,-2254,-500,-75
2011:Q2,251,152,99,0,251,0,3,-508,-68,1134,-1314,-331,23,693,-163,42,-1439,5799,-3216,-394,-10
2011:Q3,2188,345,1843,0,2188,0,-5,-508,-59,271,-1632,-285,15,852,-197,667,1778,3967,-2367,-280,-29
2011:Q4,3591,525,3066,0,3591,0,40,-508,2,273,-343,55,39,614,117,-238,2839,5139,-4061,-302,-75
2012:Q1,3117,-683,3800,0,3117,0,-52,-211,15,-270,526,-1391,25,1012,-112,-460,2074,4714,-2622,-149,18
2012:Q2,6203,-205,6408,0,6203,0,34,-211,-119,-269,2050,-117,60,976,-62,-180,-877,7940,-2864,-161,3
2012:Q3,7747,377,7370,0,7747,0,34,-212,-181,-268,2096,13,44,845,-78,-69,4139,5228,-3544,-261,-39
2012:Q4,12091,821,11270,0,12091,0,27,-211,-14,-268,4645,-13,28,527,-80,30,888,9008,-2332,-234,90
2013:Q1,5530,4844,687,0,5530,0,-39,88,-62,-784,2585,-133,10,2064,-89,-311,-3536,7260,-1729,-107,313
2013:Q2,10070,-121,10191,0,10070,0,245,87,-35,-778,7376,-397,98,2794,-92,-123,-3850,9337,-5485,-542,1435
2013:Q3,14247,306,13941,0,14247,0,-48,87,-141,-771,9855,156,183,3475,-90,-449,-6265,8688,-424,-35,26
2013:Q4,12749,73,12676,0,12749,0,-147,87,288,-764,10702,412,128,3200,-71,-316,-8297,8303,-1126,-159,509
2014:Q1,11704,214,11490,0,11704,0,-21,-33,-40,-297,9285,-143,80,2501,-93,283,-4613,4918,-190,17,50
2014:Q2,15041,1452,13589,0,15041,0,-2,-33,-94,-295,10904,152,164,3084,97,636,-4595,5564,-499,42,-84
2014:Q3,17855,831,17024,0,17855,0,-26,-33,-262,-295,7974,-132,183,3367,109,-545,2148,5618,-658,-77,484
2014:Q4,25096,2357,22739,0,25096,0,11,-33,-198,-294,9544,-97,141,3882,-147,147,4334,8196,-1056,81,585
2015:Q1,21320,1847,19473,0,21320,0,98,618,-74,-595,8922,161,96,1851,233,170,6358,3597,325,10,-450
2015:Q2,27004,2158,24846,0,27004,0,76,617,-69,-592,11037,198,222,2717,-52,138,5662,8879,-999,-769,-61
2015:Q3,20165,486,19679,0,20165,0,131,618,-182,-587,15079,552,238,2554,-52,70,-38,6025,-4475,-34,266
2015:Q4,29606,134,29472,0,29606,0,125,617,23,-583,16012,257,173,4490,-52,-419,-3622,13677,-976,-7,-109
2016:Q1,26317,1365,24952,0,26317,0,-62,-174,-61,477,9042,225,122,2689,7,121,9911,9142,-5049,-69,-4
2016:Q2,25762,1854,23908,0,25762,0,-32,-174,-53,480,14278,758,202,3445,7,228,-4303,13070,-1270,-60,-814
2016:Q3,30941,2835,28106,0,30941,0,-60,-174,-206,483,9973,548,219,3323,7,2700,10690,7794,-3976,-642,262
2016:Q4,33334,2108,31226,0,33334,0,-32,-174,61,486,9961,656,227,4521,6,-1094,9923,11338,-4106,1349,212
2017:Q1,25336,-690,26026,0,25336,0,48,737,-83,627,8196,-142,177,4103,112,-1243,10895,7970,-4135,-2178,252
2017:Q2,26901,197,26704,0,26901,0,67,737,27,632,9012,813,256,4772,111,-637,1721,11686,-2547,-141,392
2017:Q3,27120,164,26956,0,27120,0,66,736,-379,637,2584,70,258,3497,112,-1234,6967,12840,231,-39,774
2017:Q4,46752,1915,44837,0,46752,0,47,737,77,642,4485,643,286,3918,111,824,12111,20945,1956,-42,12
2018:Q1,26989,545,26444,0,26989,0,49,92,-137,517,7797,2156,294,5249,-72,162,-1269,12072,80,329,-330
2018:Q2,28208,2047,26161,0,28208,0,268,91,-53,521,8087,-516,537,5571,-72,596,5284,9230,-1164,-987,815
2018:Q3,36064,988,35076,0,36064,0,7,91,-69,524,7334,1478,358,5899,-72,934,8607,8071,2503,-36,435
2018:Q4,37590,-1561,39151,0,37590,0,-632,92,-46,527,4404,411,618,5629,-72,-63,13188,13650,-919,-34,837
2019:Q1,26923,173,26750,0,26923,0,-43,150,-40,500,5795,426,885,6409,-16,98,5129,7173,-2748,-49,3254
2019:Q2,29328,1159,28169,0,29328,0,29,150,-3728,504,9499,531,724,5456,-15,-214,9163,6720,231,-36,314
2019:Q3,47725,1826,45899,0,47725,0,144,150,3426,1312,7431,188,492,7120,-16,42,13228,11720,1418,-42,1112
2019:Q4,39203,2862,36341,0,39203,0,389,150,7,1330,7015,761,998,7049,-16,-337,3635,12466,3586,-29,2199
2020:Q1,27811,2023,25788,0,27811,0,-160,230,-226,4151,11117,1194,989,1995,29,135,4564,2873,6666,-59,-5687
2020:Q2,37533,2233,35300,0,37533,0,57,230,-45,4334,7148,335,1256,1617,30,-295,20324,2618,212,-60,-228
2020:Q3,35521,942,34579,0,35521,0,83,231,-138,4527,5599,495,735,990,29,86,4789,18260,-1031,-67,933
2020:Q4,51642,3402,48240,0,51642,0,1004,230,-68,4727,962,592,1184,3824,29,-190,25737,14511,-591,-51,-258
2021:Q1,29519,1608,27911,0,29519,0,594,-154,14,-1857,1484,29,943,3599,28,110,7345,15702,1481,-59,260
2021:Q2,28890,1098,27793,0,28890,0,12,-153,-37,-1827,10235,411,1203,7065,28,-96,-2370,12525,447,-59,1506
2021:Q3,30457,1644,28813,0,30457,0,-50,-154,-55,-1796,6177,-124,1695,7217,29,-93,9418,4702,2200,-1,1292
2021:Q4,51813,3446,48367,0,51813,0,171,-154,-182,-1766,16230,1543,1682,8277,28,-9,11153,4815,8318,202,1505
2022:Q1,42223,1549,40674,0,42223,0,-361,197,-81,-93,17536,-33,1524,5517,-170,-15,6477,3024,6614,304,1783
2022:Q2,45236,2279,42957,0,45236,0,-476,197,-79,-93,30155,3464,2446,4716,-169,117,4771,3204,-3704,304,383
2022:Q3,40049,371,39678,0,40049,0,-663,197,-55,-93,28429,1642,2044,2699,-170,199,6672,839,-33,-1432,-226
2022:Q4,41183,2161,39022,0,41183,0,-502,197,-106,-93,16882,1631,1941,2914,-170,-394,26463,858,-8048,82,-472
2023:Q1,28124,1741,26383,0,28124,0,76,207,-77,-3251,17729,-145,1581,2260,-78,30,4552,-799,7133,-71,-1023
2023:Q2,23753,958,22795,0,23753,0,317,101,25,-3149,8932,1279,1160,2799,-113,-272,12366,985,-349,139,-467
2023:Q3,23616,1842,21774,0,23616,0,127,54,-135,-3050,7014,-71,1529,2511,-88,-75,13908,2485,1523,-1511,-605
2023:Q4,19124,1038,18086,0,19124,0,-191,90,-27,-2955,6394,-338,1160,1150,-54,-213,10166,5341,-900,-1210,711
2024:Q1,24096,979,23117,0,24096,0,48,100,-23,523,9140,893,999,2416,-62,-169,8665,1538,81,157,-210
2024:Q2,18522,768,17754,0,18522,0,-36,98,-159,525,4770,890,1279,2698,-98,52,6682,1428,492,-3,-96
2024:Q3,18992,658,18334,0,18992,0,34,127,-88,529,4044,-1394,1217,5969,-117,57,12530,-257,-3297,-171,-191
2024:Q4,32015,1487,30528,0,32015,0,47,147,-89,532,-1677,-845,1723,2900,-121,235,32807,-1620,-1585,-221,-218
2025:Q1,20410,720,19691,0,20410,0,60,121,-81,532,9056,447,1309,1926,-148,44,7044,447,-389,-247,289
