1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1988:Q3,132553,9918,30861,41651,16488,33635,132553,80045,704,27236,36085,16020,48806,754,-737,10605,25822,6804,-1488,-16,184,915,5963,3702,132553,41878,37846,-2010,182,0,5860,81487,1123,15913,-412,-90,702,7307,20693,15565,2,5250,-6702,1437,4974,0,1033,3852,-597,718,1147,219,9353,9188
1988:Q4,171189,28690,37630,54162,18379,32328,171189,93931,575,27997,48032,17327,71818,559,1828,19610,24150,8608,15940,44,2006,-3613,2686,5440,171189,60402,45996,1981,239,0,12186,85748,10089,3028,-457,60,594,7493,20451,2770,-152,4081,10025,1434,4152,0,5710,5187,1246,833,-8450,1046,16608,25039
1989:Q1,136888,29667,31722,41097,7503,26899,136888,64551,-293,24837,31428,8579,66582,-2087,-3860,16219,25172,11257,6156,147,2132,7889,3557,5755,136888,13205,-6519,18052,337,0,1335,97428,-5793,5887,-775,167,-220,7224,19685,2725,5,10569,19580,5979,2630,0,809,2860,1074,466,20230,-55,4381,26254
1989:Q2,94990,19172,5629,29976,7119,33094,94990,49552,246,34985,6912,7409,45405,-254,2587,4670,24023,1006,11672,-54,1216,-442,981,33,94990,47436,29000,6531,474,0,11431,50436,2999,-19801,485,175,-582,7234,22262,11717,160,10687,12557,-4765,181,0,-19408,-2067,2121,-613,22414,-100,4780,-2881
1989:Q3,116649,7393,30696,35747,17919,24894,116649,69599,954,18807,32471,17367,40702,-1411,1163,1443,32529,1805,11497,7,-737,3623,-9217,6348,116649,39772,26402,4671,476,0,8223,47483,-10815,-25294,1749,193,-1204,7157,14736,13233,5,5241,17703,8413,2867,0,8933,2122,1139,378,2323,-387,-1009,29395
1989:Q4,156759,9631,50036,44290,17295,35507,156759,81873,2244,16489,48891,14249,69086,-2126,1136,2898,42537,12875,7344,-68,3655,-160,995,5800,156759,67303,46967,13593,341,0,6402,83245,5694,-14302,2313,173,-945,7131,20205,16339,7,4736,19641,47,878,0,5151,-10946,1729,45,32829,1764,-9244,6211
1990:Q1,112093,15164,12504,44534,17696,22195,112093,63202,167,25062,19897,18076,44063,-2745,-2213,1525,35616,10305,13339,-344,-1494,-2107,-7819,4828,112093,-7311,-9592,-19862,237,0,21906,125405,-8877,21982,4621,917,2507,7030,23044,4034,14,16475,43236,16838,2508,0,7273,6041,-163,196,-26233,839,3123,-6001
1990:Q2,123153,-409,30090,43280,12289,37903,123153,63175,813,19788,31433,11141,49301,-4556,-218,2904,39033,16507,4120,48,-1464,-10727,3654,10677,123153,42315,38134,68,164,0,3949,69459,13406,-11195,2618,-725,1235,6839,27087,17649,15,7235,-10844,4858,-1335,0,6518,790,2160,-460,-1923,-2094,7625,11379
1990:Q3,136702,18877,58788,37441,10299,11297,136702,78683,570,9674,58458,9981,51138,-1207,-826,3436,34335,13500,-5487,-154,3487,-12876,16930,6881,136702,34473,38274,-10130,105,0,6224,90470,2921,-2793,2534,64,896,6930,26338,10575,19,2422,27618,5945,-165,0,17257,1447,1556,-114,-8430,-538,-4012,11759
1990:Q4,178089,-2975,73298,50359,8537,48870,178089,83468,1429,2013,73045,6981,83322,2742,2372,9284,41328,19081,9552,260,977,-10494,8220,11299,178089,77676,71079,2121,60,0,4416,80271,682,-5054,5595,84,1141,7294,14549,8211,56,-6371,19969,4044,294,0,-2795,-4194,1893,-807,45022,-532,-8810,20142
1991:Q1,125490,-2072,48075,27724,13159,38604,125490,77773,-199,22246,42075,13651,32556,-2904,-6395,3278,30446,10803,5551,60,1132,-4115,-5300,15161,125490,-26299,-33584,-2741,-15,0,10041,141559,5875,5714,3117,103,2700,8041,30507,13287,50,4587,39299,38141,2074,0,11754,-1785,2095,6,-7445,-250,-16311,10230
1991:Q2,108192,-24183,39716,26756,20188,45715,108192,81832,1430,24155,38166,18081,36698,-2547,-96,-7371,35677,13878,-237,-28,1733,-3228,-1083,-10338,108192,44802,38419,4302,-124,0,2205,46855,6390,-4343,-2431,121,2513,8158,34337,1127,38,3934,-21312,27516,3791,0,1406,-7252,2290,140,12941,-77,-22432,16535
1991:Q3,195363,-11609,103302,35271,30297,38102,195363,134021,2102,7360,96104,28455,53384,-1827,-1829,5140,37329,17083,-7383,-94,58,-2069,6976,7958,195363,61629,24427,15529,-119,0,21792,121495,11011,19673,3453,111,2234,7647,20063,13957,56,-2921,-821,24913,3531,0,16701,-7084,5296,-536,14279,522,-10590,12239
1991:Q4,189414,-6097,82392,42293,29816,41010,189414,119813,484,5358,83346,30625,60610,-553,-1275,8162,33177,12000,16055,15,788,266,-8025,8991,189414,37756,15480,11520,-5,0,10761,127772,7822,20061,11978,74,3539,6494,5438,4245,69,-3798,14677,49832,3394,0,5838,-6900,5158,-364,-7746,177,7784,23886
1992:Q1,154727,8192,83140,23280,3374,36741,154727,115689,1076,32316,80349,1948,39524,-1847,-1769,2833,23238,9758,2616,198,686,2895,916,-486,154727,26491,23739,-10972,107,0,13617,106269,-774,24397,-2102,511,5187,6539,25687,7176,97,9688,20917,-4923,5824,0,15743,-6494,-629,660,-1836,1933,-1332,21967
1992:Q2,170522,5810,58696,51910,11638,42468,170522,90517,1233,20849,58793,9642,68079,1373,-1092,12553,39260,12761,-7521,-239,3418,-4228,11794,11926,170522,-465,-15883,23308,204,0,-8094,136319,10837,13044,7007,837,4732,5268,25455,2027,76,5218,-10695,35410,4701,0,3588,-4649,-2702,-250,32689,-29,3756,34668
1992:Q3,176112,3641,73563,43842,14218,40848,176112,101673,-384,12642,75820,13595,67298,2876,-1903,16925,24660,15789,6982,1,-398,1795,571,7141,176112,19725,18369,-4801,480,0,5677,143951,2653,29302,1793,770,3781,1384,26133,14110,114,16400,-2507,22719,4621,0,6772,-7756,3157,-478,16598,2889,1496,12436
1992:Q4,147506,-4513,76930,37462,-5908,43535,147506,84424,455,14916,77597,-8544,59309,2680,1013,8395,28400,17980,-1464,85,-1012,-1086,4318,3773,147506,15360,2081,16588,-64,0,-3245,108941,15178,21253,3947,659,1588,3890,22551,6518,97,6266,-3592,37441,5038,0,7437,-4061,2079,380,-26627,505,8394,23205
1993:Q1,195112,-19657,54380,36607,19387,104395,195112,138577,688,65062,55170,17657,42529,-1162,-1851,8068,27749,15494,-13324,-186,-2371,5176,4936,14006,195112,2729,9581,-13562,312,0,6398,171432,3160,30576,5039,557,4700,7292,38183,14127,95,-1236,1692,53882,4996,0,-7237,5663,3795,-439,28243,-680,-20976,20951
1993:Q2,189094,6578,49277,19688,28290,85261,189094,134280,1233,57071,50297,25679,38746,1197,-1131,17164,1504,15718,-8086,-382,3431,1776,7555,16068,189094,3391,-16162,6154,98,0,13301,157120,14591,6491,157,419,1775,9078,33893,1238,142,11732,-340,52302,4996,0,7269,3291,2377,-189,8870,1515,-2487,28583
1993:Q3,244248,-3864,42630,75236,16988,113258,244248,106586,-72,44902,46688,15068,106740,-210,-1683,41923,29255,20822,3016,-76,3665,1418,8610,30922,244248,11835,-6241,18532,67,0,-523,193050,5986,20224,2025,382,1013,9422,33411,22674,178,17073,65,17183,4996,0,17984,7999,4106,-1139,11842,714,16912,39363
1993:Q4,224621,11828,82614,41549,1632,86998,224621,115831,-788,31821,84545,253,96514,-269,-463,13407,26211,30462,5983,26,7315,4182,9660,12276,224621,31756,36368,-1121,181,0,-3672,136701,12492,7973,7946,332,2076,8322,20639,-924,134,1212,18255,49052,4996,0,2768,6639,3338,1189,-18665,561,8366,56164
1994:Q1,203500,-5648,52718,82199,-296,74527,203500,100128,665,50115,52392,-3044,127585,216,-1655,39994,42531,24066,12000,-195,-2476,501,12603,-24213,203500,75596,73716,6547,-2444,0,-2223,99173,4834,26212,5170,-133,4256,4869,23851,-288,161,5334,5771,-8927,-925,0,17533,11185,815,-622,6959,997,-7879,28731
1994:Q2,124522,5891,7113,70928,-9126,49716,124522,26628,1107,29982,8292,-12753,99796,-370,-209,36628,33121,12122,13159,-293,66,3231,2341,-1902,124522,90428,85439,-2580,4416,0,3153,18426,10077,-11265,1860,100,1395,5123,8871,20420,44,-494,-64,-10380,-925,0,16249,6378,2001,-903,-17037,-635,-12388,15667
1994:Q3,148711,11180,39749,61238,-10996,47540,148711,46494,469,17995,40473,-12443,97738,1310,489,37998,22516,17025,8410,-108,-1905,3617,8386,4479,148711,26300,21191,-2318,651,0,6776,88593,5252,-10815,-1483,-200,-552,5871,23649,17722,54,654,6369,5524,-925,0,22173,4409,1680,-1230,3885,816,5740,33818
1994:Q4,204276,24305,62588,77948,-15510,54945,204276,63906,945,19491,61169,-17699,129965,1163,-1213,62253,17114,17014,20282,-281,4836,8741,56,10405,204276,118684,131906,2717,2237,0,-18176,33063,11340,-24824,-4761,341,-1145,7102,16624,6408,-7,3928,21674,-25969,-925,0,34561,1201,3093,-1190,-17929,-375,3916,52529
1995:Q1,166132,28639,73541,23273,-14377,55056,166132,81531,377,22733,73234,-14813,71541,1569,-398,15739,7841,13928,16061,1,-7385,5135,19050,13060,166132,-29444,-26459,-18339,2157,0,13197,135999,-1041,-12649,28912,184,-1356,6967,35516,7657,44,20412,21472,9221,2128,0,11851,170,4963,-654,6240,-1021,-3017,59578
1995:Q2,171271,19082,25075,51335,-7198,82977,171271,56403,488,39137,25477,-8699,102552,1604,-165,31781,19152,26218,9941,3,-26,4537,9507,12316,171271,-24321,-14923,25108,1056,0,-35562,123029,8622,-11622,12886,484,1482,6982,33597,3796,73,1377,27615,-7111,2128,0,22825,4215,2008,-705,20581,1507,-7711,72563
1995:Q3,152620,18919,26938,53263,-25739,79239,152620,11326,-639,10774,27040,-25849,116868,2374,-1233,25529,27632,40594,4395,6,524,5558,11489,24426,152620,-21601,27597,-30291,1606,0,-20513,92172,-5173,12861,131,-57,-1427,7257,14740,-433,90,2225,-2379,30801,2128,0,6992,13025,708,-222,7165,-2095,5836,82049
1995:Q4,208747,7655,48195,77898,-10299,85298,208747,51434,-5,13503,49478,-11542,136739,-568,-1287,32914,43701,47020,19295,30,1932,-594,-5704,20574,208747,185,6073,14812,1075,0,-21775,175915,10267,-19180,4031,871,839,7329,12938,4844,127,6345,40073,32570,2128,0,36197,3410,5290,1028,34515,815,-8522,32648
1996:Q1,206773,17181,78985,36685,-3314,77236,206773,114416,1257,39504,78405,-4750,82024,2256,-323,7901,29364,26599,7042,31,-7940,5916,11178,10333,206773,-41884,-36026,-13673,1534,0,6281,172777,-1249,3426,5998,-357,2901,5911,11392,6870,145,15176,50090,30863,735,0,14899,2901,1545,1706,-818,-893,21536,75880
1996:Q2,178148,36017,-24059,75832,4986,85372,178148,15447,1591,36131,-23497,1222,155209,3248,-1253,31660,43610,35624,12894,42,3289,4012,22083,7492,178148,76741,50086,14791,2139,0,9725,47330,6720,-8575,5282,-156,1955,3894,-2077,4460,10,14195,-7,19468,735,0,18656,-672,1401,1357,-16886,1270,-3700,54077
1996:Q3,160196,23805,41938,54928,-18133,57658,160196,30586,1164,7523,41170,-19271,97027,1347,118,20037,35659,19753,9173,51,1419,-903,10373,32583,160196,-16181,9567,-3100,787,0,-23435,77927,-83,-17204,4224,-291,-884,5514,31337,-11911,80,-11578,15453,17882,735,0,14949,-2593,4116,1289,13684,1115,12093,98450
1996:Q4,227830,25595,42426,62358,9935,87516,227830,59300,2069,8530,41602,7099,141013,2157,745,30838,32344,32671,17028,152,1213,-530,24395,27517,227830,-21312,1869,2878,879,0,-26938,101887,6913,-19807,17733,-480,-182,6194,24993,-9242,23,9964,25332,9835,735,0,26395,-4220,8394,225,14396,2203,-17516,147255
1997:Q1,168606,58110,45975,26666,4670,33185,168606,91293,1083,41804,45620,2786,70145,1637,95,-1630,28651,5666,2016,308,-714,93,34023,7168,168606,-99468,-77425,-7269,1701,0,-16475,194747,3938,15453,18179,1422,3288,2656,20113,11173,18,19531,27093,18333,-283,0,20847,-6479,133,895,23118,960,14359,73327
1997:Q2,151223,31994,-71108,71942,16905,101490,151223,-6570,3006,48720,-71047,12751,143002,2337,609,49719,22162,17284,31691,405,8734,8094,1967,14791,151223,-22751,-16055,-16619,746,0,9177,112636,15340,6142,-6137,72,2173,6088,37128,8534,25,16517,-4424,14427,-283,0,19586,-1816,6832,1864,-11441,1362,648,61338
1997:Q3,199175,40288,7547,39904,10813,100623,199175,72634,715,56386,7317,8216,95002,750,-1098,11567,28567,41179,-24730,1270,-1718,6299,32916,31539,199175,-23236,2361,-7057,989,0,-19529,140245,337,-1385,7989,935,-2097,8720,21849,10867,44,15387,21669,36676,-283,0,8157,-9587,-6396,2087,8826,-981,17431,82166
1997:Q4,254152,53709,18486,75055,24511,82391,254152,54539,2327,11425,18923,21864,189821,5806,-2034,39412,35206,73300,20338,1159,1757,4731,10146,9792,254152,7676,14435,-8568,798,0,1011,220965,18674,40022,7771,-173,-2954,7725,3276,12449,105,7611,43551,21338,-283,0,31671,-3861,9151,5497,-8203,4193,23405,25511
1998:Q1,339713,95330,11310,56398,25679,150996,339713,140019,4013,105478,10702,19826,175523,1567,-1704,35745,21261,44970,21954,1751,-258,12542,37695,24171,339713,-27502,-6519,-7582,1847,0,-15248,325248,2386,19592,10822,1054,2495,6500,20556,-1702,109,15283,53185,45496,1233,0,50941,-1505,6862,3503,75764,3662,9013,41967
1998:Q2,279954,37970,-96983,103172,29699,206096,279954,31215,3952,100509,-97343,24097,224297,44,-1515,41698,61834,76234,28620,1610,5002,12019,-1249,24442,279954,114557,92073,-9088,1597,0,29975,108468,6492,-11434,4467,298,2598,277,11762,-7697,66,17588,42866,30050,1233,0,25212,156,3285,-1964,-31834,-4213,19260,56929
1998:Q3,218628,52336,-37260,140371,6668,56513,218628,10805,1138,43017,-37363,4013,211741,1793,-455,73616,66858,62419,-8122,699,-649,8372,7210,-3918,218628,53092,30237,4156,1097,0,17602,168181,6151,20925,-20738,75,666,1595,15739,-2016,181,14193,56934,348,1233,0,60503,12208,-9503,-3969,15791,1553,-3688,-2645
1998:Q4,319402,7501,26964,173623,22152,89162,319402,65799,2655,14391,30010,18743,261662,2308,-1135,127855,42722,75286,12438,679,3098,2096,-3685,-8059,319402,7422,-49427,13506,847,0,42496,238729,6029,63636,4399,2273,2535,2586,12045,853,200,11333,101962,28677,1233,0,80760,14357,6440,-6202,-74033,-3716,-16639,73251
1999:Q1,377899,55018,6440,141991,22433,152017,377899,113348,2021,86238,6057,19032,260164,93,-274,48333,94041,48814,20664,1320,-7777,10430,44520,4387,377899,35572,12360,92,-731,0,23851,314803,13518,27508,-1978,-443,4976,-4384,22866,17335,70,18059,65618,24218,1955,0,38985,17796,10373,1882,45022,-965,12393,27524
1999:Q2,199006,15761,-111458,147481,16364,130858,199006,-25205,2821,70893,-111308,12389,224607,68,-32,76699,70632,57552,27195,-327,-4574,6986,-9592,-396,199006,-2063,-25208,1394,-480,0,22231,184755,19128,32054,-8860,941,3730,287,13487,28435,23,3766,-31632,49730,3750,0,41897,14944,3987,448,-24302,-537,33480,16314
1999:Q3,305732,41124,-14072,165460,5893,107327,305732,66416,2703,76267,-14064,1510,222777,559,-279,101877,63575,45936,-10238,142,4441,4684,12080,16539,305732,25275,-7107,9729,20,0,22633,193867,4150,14998,12261,1039,-3039,-2128,10549,21019,-37,9815,53538,5520,3314,0,57574,8674,-1531,-332,8327,-405,-9438,86590
1999:Q4,294167,117981,48136,138198,9671,-19819,294167,73157,2868,16191,48144,5954,214844,556,182,91876,46314,4851,24135,45,-9314,11613,44586,6166,294167,-45091,-72098,-5928,269,0,32666,306597,-11131,23783,8102,624,-7083,-6087,3058,32545,-103,10599,105150,4395,594,0,40255,-36,14139,727,-5789,9567,83288,32661
2000:Q1,210153,75684,-19122,55725,4514,93352,210153,59643,775,75203,-19638,3303,127682,2907,-44,26273,29968,26606,19361,32,11107,8158,3314,22828,210153,-64795,-97010,7067,433,0,24715,204743,23714,14229,-4679,-74,5615,1527,19998,-7930,-138,13697,58143,-8247,1367,0,30209,7739,2756,-30,54176,-9841,2512,70205
2000:Q2,46276,56132,-187449,95852,10411,71330,46276,-107862,3400,68835,-186990,6893,172836,3510,70,62260,33133,27826,28158,199,-170,9335,8515,-18698,46276,11869,-20946,12085,183,0,20547,-3813,3232,-6863,-7272,278,-175,-2805,7993,-31428,-32,3673,-47737,-2038,-1067,0,23678,5170,2096,-600,-12706,-1282,64072,38220
2000:Q3,186243,36585,-44296,128517,-5091,70528,186243,519,413,51069,-44902,-6061,155454,2482,-89,69860,59263,34798,19324,-623,6342,-28157,-7746,30270,186243,-19552,-49337,3783,933,0,25069,150464,6453,11600,7760,2013,-6102,2749,19822,-33032,48,5874,45938,8762,-1675,0,57742,-1271,7764,-11,48645,597,-33211,55331
2000:Q4,264824,43149,-25446,153825,13790,79506,264824,-14961,1171,-2760,-25741,12369,261186,4584,22,76770,77350,87454,15765,-914,-1644,7470,-5671,18599,264824,91117,73302,-3755,1182,0,20388,92969,290,6717,11613,1513,-239,-542,8021,-48980,233,16572,88429,-19383,-4187,0,70847,-2703,6168,557,-34923,-713,-6321,80738
2001:Q1,281727,-5165,19586,108503,28840,129963,281727,124820,1155,77435,19027,27203,143097,3334,-143,66483,42579,18879,-24863,-613,-5937,23457,19921,13810,281727,-189754,-202479,-11494,1432,0,22787,380366,12039,-18730,3311,-1652,9356,-7334,29417,19306,1063,-23228,124168,22737,-1736,0,62517,9264,3901,-261,96713,750,38765,91115
2001:Q2,147131,-60645,-159637,173556,39001,154856,147131,-30140,3668,91362,-159356,34186,188322,-1193,-466,71709,101566,51982,9917,-885,8906,-12574,-40640,-11051,147131,-26034,-58296,-1355,1182,0,32435,110544,11248,19727,5007,-346,-378,22,32350,-19360,331,10874,13844,45152,-29,0,65165,5028,-7210,2231,-5316,-651,-67144,62621
2001:Q3,337494,-37114,79172,204648,8686,82102,337494,107033,2138,19853,79084,5958,251218,1217,-323,81669,123067,72187,4550,84,3151,1919,-36303,-20757,337494,110800,89079,5205,430,0,16086,169653,-974,42227,8417,904,9692,6475,39653,-17327,1403,-29627,104140,-20101,-124,0,67128,1790,6413,1680,6211,-334,-57993,57041
2001:Q4,427245,31589,56889,155431,46158,137178,427245,134546,6866,32963,56706,38011,276901,5,59,84287,71327,107271,736,935,-4721,-6725,23727,15798,427245,-16591,-57713,7801,682,0,32639,330808,17539,69037,3310,3316,10458,8128,17645,-19539,1033,-10727,33687,42625,5104,0,45943,17399,15906,5123,-8623,4093,69351,113028
2002:Q1,318945,-62565,53506,169245,23696,135063,318945,104266,2112,27326,53057,21771,198093,-2684,-123,45058,124636,50569,-12404,-521,-3918,-6479,3959,16586,318945,-9555,-29590,-421,-32,0,20488,248917,23681,52009,-14533,1709,11686,7578,61240,10803,-76,7372,-31732,57952,7259,0,64385,6072,-4192,7242,3274,2841,-25653,79583
2002:Q2,296828,-62872,18025,121416,54051,166208,296828,84147,3185,12441,18472,50049,189573,726,-27,34777,86192,61052,19164,2966,4380,-1130,-18527,23108,296828,110533,86782,3515,-32,0,20268,47694,15327,32886,15455,737,1599,8761,38721,15512,377,-23039,-73553,7875,148,0,22051,7253,4525,5213,33399,531,-66084,138601
2002:Q3,279039,-7735,84503,115369,25491,61411,279039,94063,1434,-15478,84898,23209,181657,-1215,127,72389,42585,47654,25621,1943,3809,4325,-15581,3319,279039,-8249,-37384,12790,-32,0,16377,175989,13508,29067,18398,-2,2929,6827,63255,-9241,1274,-53963,-12966,24442,-579,3747,27939,26149,9271,2118,-20082,-437,44335,111299
2002:Q4,441709,34076,84890,141120,56185,125438,441709,134289,5838,-5434,84995,48890,287855,2690,-411,67609,73406,96702,17025,2511,-5990,14867,19446,19565,441709,82094,45835,5119,-32,0,31172,256331,25215,46825,3443,1546,8760,16468,62935,-25790,869,-30216,90476,26095,4042,-17,43534,35316,8496,-4275,-9316,-768,-47307,103284
2003:Q1,400003,-15982,112264,127915,31057,144749,400003,151914,4090,9140,111869,26815,268807,2262,-117,56438,71872,83941,3205,1577,9608,14916,25105,-20718,400003,-121000,-122419,1473,344,33,-431,420856,12091,64575,8557,-1013,18150,10719,52929,19546,1120,-4411,-18787,45916,6258,-287,37959,31223,8559,551,51039,5463,70700,100147
2003:Q2,370797,-30665,62784,110724,59737,168217,370797,149609,3770,28078,62913,54848,197904,1832,-80,48109,62486,59580,44806,4031,-4057,18872,-37675,23284,370797,-85392,-86543,2913,344,26,-2132,287480,10680,55107,6817,2841,9623,10727,55756,13904,10,8301,4185,61681,14291,104,-9711,33696,16114,424,-28588,5864,15653,168709
2003:Q3,354282,-32637,81936,197182,12221,95580,354282,127381,2766,33835,81950,8830,256062,480,12,114968,82200,45701,13880,6448,2465,4709,-14801,-29161,354282,46963,2461,12782,344,21,31356,213803,4019,-43557,-18587,3694,-4000,16938,32321,14588,5719,12508,-26555,9151,10565,393,95350,23575,18629,623,41428,-6891,23893,93516
2003:Q4,496414,-2675,115132,148015,34540,201402,496414,133679,3180,-12440,112975,29964,316247,1719,122,31358,118814,75379,43384,6547,-1649,16353,24220,46488,496414,42666,-13464,-6049,344,16,61819,296556,10555,86969,-10283,621,435,23151,22777,24290,304,50811,-39526,33720,3927,511,860,-4814,9982,4431,64829,-756,13762,157192
2004:Q1,425953,35922,149007,4803,52250,183971,425953,221361,2108,28464,149273,41516,172733,89,-42,1400,3137,91037,13038,8148,12987,27359,15580,31859,425953,70961,27547,3125,1740,36,38513,134381,7455,97940,11021,1522,3782,22438,40017,753,-325,39982,-71443,-37669,2185,1282,2981,3507,-4871,13829,-20610,22,20583,220612
2004:Q2,271689,-24427,33935,72936,75157,114088,271689,97286,5539,-4779,33024,63502,181805,3877,26,53703,20144,118432,9373,9169,618,-10349,-23188,-7402,271689,-93120,-88132,-2125,1740,27,-4630,155954,13334,4192,-8732,2286,1529,16092,33105,1834,-43,42673,-64457,80272,5537,886,11374,-1387,-9972,4913,-4638,182,26974,208855
2004:Q3,387290,5563,85470,43765,36615,215877,387290,127746,1284,7024,85432,34006,213639,1033,75,29570,14233,128981,21242,272,8301,21902,-11970,45905,387290,138435,61699,2993,1740,37,71966,91061,12987,-45737,2886,745,-8510,16159,35228,-2319,166,-41350,-32121,12809,-175,562,20799,-21780,4174,7939,104979,332,23288,157794
2004:Q4,410900,89131,97682,-6343,49168,181262,410900,142861,4223,-2554,97760,43432,236358,7450,85,-9674,3253,137617,60654,30096,-6660,-3096,16633,31681,410900,68126,116343,12556,1740,50,-62562,126076,17528,-16469,11901,1085,3146,15632,26270,-2095,29,67949,20442,25668,3089,1049,-46753,8333,2955,6785,-70817,1939,48410,216698
2005:Q1,466407,40506,142756,-12401,59863,235683,466407,211660,3120,12182,142571,53787,237526,4538,-95,-35379,23163,172720,17967,11397,2789,8778,31648,17221,466407,-8222,-34790,17188,1520,32,7828,318514,-461,138355,38759,591,4817,24003,44711,6864,55,10174,-50523,13602,2684,2926,-31845,8533,-7809,3348,70604,-1190,40316,156115
2005:Q2,293751,59378,-70618,18906,63723,222362,293751,-23290,2266,-2056,-70964,47464,284724,563,118,-15917,35169,186417,3332,11329,-1306,12057,52962,32317,293751,158309,96666,2129,1520,30,57964,-19102,7426,-8178,17987,1255,-2660,13452,19032,8061,282,-50804,-41825,29861,852,865,-25865,-12999,4339,4301,7498,8628,-609,154544
2005:Q3,257340,62266,52733,-24806,43900,123247,257340,98947,5974,14042,52639,26292,137826,2147,21,-67313,42601,181275,-40679,6954,7000,10029,-4209,20567,257340,-11921,-139263,5610,1521,44,120168,87612,11682,14161,22881,-198,-12944,24363,27699,11769,214,10089,-1591,47457,-301,1766,-17141,2462,-48343,5160,-8352,-11694,8473,181649
2005:Q4,540118,82924,98261,98299,55908,204726,540118,121600,3352,-16780,98460,36568,394870,6233,-10,34568,63532,221116,47681,-4601,-8359,10366,24344,23648,540118,126486,84202,16630,1519,50,24085,168764,7905,-11958,-1118,-759,959,8173,11628,17194,520,37120,94684,26004,-2488,1201,-6440,-17493,-676,1089,19707,-2724,-13764,244868
2006:Q1,585855,57912,154526,75968,15069,282380,585855,187852,2093,25917,154273,5569,341600,4449,-14,-2514,78735,205231,-4574,11531,8775,16497,23484,56403,585855,84727,122865,-6067,368,33,-32472,318640,14360,80223,-1437,-93,7815,13714,30544,11304,414,4756,13774,53112,3833,752,5432,2008,-3047,3867,28319,2109,46881,182488
2006:Q2,465236,65647,-86079,113440,63906,308322,465236,21188,8492,59891,-86022,38827,373901,6506,-39,48789,64594,179318,22639,125,1633,41843,8493,70147,465236,35480,-23182,2925,368,31,55338,192294,7853,57227,21054,-1857,-6670,10879,17989,11304,-71,27888,22293,29139,4060,2283,6851,-5851,-10652,12749,12007,2041,-28222,237462
2006:Q3,437225,100965,46374,55785,27184,206917,437225,87610,132,22095,46120,19263,245481,4786,-17,-20874,76913,183888,2729,1006,1242,11437,-15629,104134,437225,-18960,-70188,-3808,368,51,54618,191095,2611,-23434,3553,-1385,-4496,5763,9944,11304,70,-480,90322,33691,-2081,708,-19943,20369,-6341,5547,58105,1517,5751,265090
2006:Q4,584444,92696,39682,82699,80182,289185,584444,144087,5554,46350,39806,52377,393490,13898,-209,10181,72394,235783,26899,290,-5223,30404,9073,46867,584444,-100032,-181479,5797,368,40,75242,400806,10031,18440,8192,-2225,3134,16218,-12662,11304,1604,25116,100898,96301,1601,1987,2769,29732,1325,17590,46846,1146,21460,283670
2007:Q1,683886,47105,126153,131680,76989,301959,683886,250441,2588,62167,125824,59862,368017,6183,-155,16350,115659,166283,-19469,6372,14864,18724,43206,65428,683886,5068,-50937,-21331,629,46,76662,348127,2032,24992,26639,-530,9454,9573,19565,9203,373,-23697,87287,54383,-468,1706,-21719,7131,4300,9673,120210,-2516,10536,330691
2007:Q2,524990,106166,-129219,161695,85600,300748,524990,35409,7342,107096,-129243,50214,378054,7106,75,40007,121712,164219,-9211,-4508,9963,41359,7332,111527,524990,-105574,-75258,-1684,629,30,-29291,350350,9651,23790,27912,-251,3309,11584,15679,9203,558,81033,62416,81882,2379,3903,12289,13806,2834,3989,-48148,-1506,34038,280214
2007:Q3,623008,-253942,108565,313741,29985,424659,623008,137901,1693,11774,108362,16072,434210,3373,-121,138147,175797,67369,16778,-5034,-7342,32113,13130,50897,623008,440443,408892,-25903,630,32,56792,134416,-10858,17463,12364,-1804,-1970,3403,17334,9202,12,-18415,102380,38228,1364,2761,-31690,2486,3982,-26273,82489,4985,-73027,48149
2007:Q4,526619,-68831,90629,298194,76093,130534,526619,187928,11084,37485,90815,48544,331482,8059,221,85160,212848,-17227,-6006,-8712,-21470,27808,50801,7209,526619,171219,190913,-12475,628,37,-7884,157893,-38985,-8176,16087,-1153,-2329,1917,-4788,9202,525,16068,144157,45819,487,4991,6500,22221,-6599,4058,49704,21528,-123342,197508
