date,FA893130505.Q,FA313131003.Q,FA403197033.Q,FA263130505.Q,FA893030505.Q,FA153030505.Q,FA103091003.Q,FA313030505.Q,FA713011405.Q,FA403197033.Q,FA633091003.Q,FA733091003.Q,FA903091005.Q,FA263111403.Q,FA313011405.Q,FA713011405.Q,FA313131003.Q,FA313131003.Q,FA403197033.Q,FA403197033.Q,FA263191005.Q,FA153091003.Q,FA103091003.Q,FA313091005.Q,FA633091003.Q,FA733091003.Q,FA903091005.Q
1968:Q3,-168,0,-588,420,-168,0,332,92,-4,-588,0,0,0,92,96,-4,0,0,-588,-588,328,0,332,-4,0,0,0
1968:Q4,860,0,520,340,860,0,-980,1304,16,520,0,0,0,1456,1440,16,0,0,520,520,-1116,0,-980,-136,0,0,0
1969:Q1,-276,0,-556,280,-276,0,1076,-796,-0,-556,0,0,0,124,124,-0,0,0,-556,-556,156,0,1076,-920,0,0,0
1969:Q2,1252,0,136,1116,1252,0,-188,1308,-4,136,0,0,0,912,916,-4,0,0,136,136,204,0,-188,392,0,0,0
1969:Q3,-1144,0,-1548,404,-1144,0,-764,1156,12,-1548,0,0,0,932,920,12,0,0,-1548,-1548,-528,0,-764,236,0,0,0
1969:Q4,924,0,600,324,924,0,-1780,2124,-20,600,0,0,0,2168,2188,-20,0,0,600,600,-1844,0,-1780,-64,0,0,0
1970:Q1,708,0,-220,928,708,0,-4,928,4,-220,0,0,0,1012,1008,4,0,0,-220,-220,-84,0,-4,-80,0,0,0
1970:Q2,820,0,1388,-568,820,0,192,-724,-36,1388,0,0,0,-908,-872,-36,0,0,1388,1388,340,0,192,148,0,0,0
1970:Q3,-2092,0,24,-2116,-2092,0,-316,-1856,56,24,0,0,0,-1624,-1680,56,0,0,24,24,-492,0,-316,-176,0,0,0
1970:Q4,2728,0,3964,-1236,2728,0,-1372,216,-80,3964,0,0,0,-36,44,-80,0,0,3964,3964,-1200,0,-1372,172,0,0,0
1971:Q1,4176,0,4380,-204,4176,0,1136,-1260,-80,4380,0,0,0,-1020,-940,-80,0,0,4380,4380,816,0,1136,-320,0,0,0
1971:Q2,-6496,0,-5252,-1244,-6496,0,80,-1412,88,-5252,0,0,0,-1008,-1096,88,0,0,-5252,-5252,-236,0,80,-316,0,0,0
1971:Q3,-5528,0,-2648,-2880,-5528,0,548,-3412,-16,-2648,0,0,0,-3404,-3388,-16,0,0,-2648,-2648,524,0,548,-24,0,0,0
1971:Q4,1300,0,1356,-56,1300,0,-20,-40,4,1356,0,0,0,32,28,4,0,0,1356,1356,-88,0,-20,-68,0,0,0
1972:Q1,1196,0,876,320,1196,0,748,-424,-4,876,0,0,0,4,8,-4,0,0,876,876,316,0,748,-432,0,0,0
1972:Q2,-1024,0,-1048,24,-1024,0,820,-792,-4,-1048,0,0,0,-740,-736,-4,0,0,-1048,-1048,764,0,820,-56,0,0,0
1972:Q3,-428,0,-1208,780,-428,0,776,24,-20,-1208,0,0,0,60,80,-20,0,0,-1208,-1208,720,0,776,-56,0,0,0
1972:Q4,1768,0,416,1352,1768,0,1408,-76,20,416,0,0,0,64,44,20,0,0,416,416,1288,0,1408,-120,0,0,0
1973:Q1,1344,0,-1028,2372,1344,0,2200,180,-8,-1028,0,0,0,52,60,-8,0,0,-1028,-1028,2320,0,2200,120,0,0,0
1973:Q2,1848,0,648,1200,1848,0,1132,120,-52,648,0,0,0,-32,20,-52,0,0,648,648,1232,0,1132,100,0,0,0
1973:Q3,-2276,0,-1100,-1176,3724,0,-1104,-124,52,-1100,0,6000,-6000,52,0,52,0,0,-1100,-1100,-1228,0,-1104,-124,0,6000,-6000
1973:Q4,7044,0,2268,4776,7044,0,2400,2376,-0,2268,0,0,0,60,60,-0,0,0,2268,2268,4716,0,2400,2316,0,0,0
1974:Q1,4288,0,1128,3160,6288,0,1600,1584,-24,1128,0,2000,-2000,836,860,-24,0,0,1128,1128,2324,0,1600,724,0,2000,-2000
1974:Q2,-2040,0,148,-2188,-2040,0,-800,-1404,16,148,0,0,0,976,960,16,0,0,148,148,-3164,0,-800,-2364,0,0,0
1974:Q3,732,0,-4,736,2732,0,-1600,2308,28,-4,0,2000,-2000,2912,2884,28,0,0,-4,-4,-2176,0,-1600,-576,0,2000,-2000
1974:Q4,1708,0,1320,388,1708,0,0,420,-32,1320,0,0,0,336,368,-32,0,0,1320,1320,52,0,0,52,0,0,0
1975:Q1,3400,0,1984,1416,5172,0,76,912,200,1984,0,2000,-1772,1228,1028,200,0,0,1984,1984,188,0,76,-116,0,2000,-1772
1975:Q2,-1416,0,-672,-744,-2340,0,-1724,36,20,-672,0,0,924,28,8,20,0,0,-672,-672,-772,0,-1724,28,0,0,924
1975:Q3,96,0,-1904,2000,-1620,0,84,172,28,-1904,0,0,1716,380,352,28,0,0,-1904,-1904,1620,0,84,-180,0,0,1716
1975:Q4,4200,0,1668,2532,6448,0,3448,544,-12,1668,0,800,-2248,228,240,-12,0,0,1668,1668,2304,0,3448,304,0,800,-2248
1976:Q1,5616,0,1836,3780,5232,0,2240,1180,-24,1836,0,0,384,948,972,-24,0,0,1836,1836,2832,0,2240,208,0,0,384
1976:Q2,3600,0,-1044,4644,2412,0,464,2652,-60,-1044,0,400,1188,3192,3252,-60,0,0,-1044,-1044,1452,0,464,-600,0,400,1188
1976:Q3,2912,0,828,2084,1268,0,-2356,2784,12,828,0,0,1644,2864,2852,12,0,0,828,828,-780,0,-2356,-68,0,0,1644
1976:Q4,7680,0,3196,4484,8288,0,2920,1704,68,3196,0,400,-608,1844,1776,68,0,0,3196,3196,2640,0,2920,-72,0,400,-608
1977:Q1,3240,0,-1428,4668,1688,0,1832,1288,-4,-1428,0,0,1552,1556,1560,-4,0,0,-1428,-1428,3112,0,1832,-272,0,0,1552
1977:Q2,7300,0,812,6488,5312,0,3388,692,20,812,0,400,1988,320,300,20,0,0,812,812,6168,0,3388,392,0,400,1988
1977:Q3,-4228,0,-560,-3668,-584,0,680,-704,-0,-560,0,0,-3644,-532,-532,-0,0,0,-560,-560,-3136,0,680,-172,0,0,-3644
1977:Q4,1112,0,2296,-1184,5536,0,3088,-244,-4,2296,0,400,-4424,-168,-164,-4,0,0,2296,2296,-1016,0,3088,-80,0,400,-4424
1978:Q1,5188,0,1172,4016,6092,0,5644,-1128,4,1172,0,400,-904,-1296,-1300,4,0,0,1172,1172,5312,0,5644,172,0,400,-904
1978:Q2,1092,0,2284,-1192,-5948,0,1412,-1768,-28,2284,0,-7848,7040,-1748,-1720,-28,0,0,2284,2284,556,0,1412,-48,0,-7848,7040
1978:Q3,-728,0,2456,-3184,-2232,0,-3972,-876,8,2456,0,152,1504,-780,-788,8,0,0,2456,2456,-2404,0,-3972,-88,0,152,1504
1978:Q4,-3916,0,2328,-6244,-2168,0,7440,-12600,-12,2328,0,676,-1748,-13100,-13088,-12,0,0,2328,2328,6856,0,7440,488,0,676,-1748
1979:Q1,23384,0,1932,21452,26640,0,16828,500,32,1932,4648,2700,-3256,344,312,32,0,0,1932,1932,21108,0,16828,188,4648,2700,-3256
1979:Q2,3792,0,5036,-1244,7996,0,-5004,292,-48,5036,4544,3176,-4204,312,360,-48,0,0,5036,5036,-1556,0,-5004,-68,4544,3176,-4204
1979:Q3,22508,0,1292,21216,116,0,-5984,44,-0,1292,6232,-1468,22392,208,208,-0,0,0,1292,1292,21008,0,-5984,-164,6232,-1468,22392
1979:Q4,2292,0,3932,-1640,5584,0,1212,-188,24,3932,5012,-4408,-3292,-108,-132,24,0,0,3932,3932,-1532,0,1212,-56,5012,-4408,-3292
1980:Q1,13832,0,1720,12112,6716,0,-3624,-516,-4,1720,4828,4312,7116,136,140,-4,0,0,1720,1720,11976,0,-3624,-656,4828,4312,7116
1980:Q2,8900,0,1768,7132,1616,0,-2440,212,-12,1768,2960,-872,7284,396,408,-12,0,0,1768,1768,6736,0,-2440,-196,2960,-872,7284
1980:Q3,-10800,0,-2512,-8288,8404,0,424,1172,-32,-2512,6404,2948,-19204,1176,1208,-32,0,0,-2512,-2512,-9464,0,424,-36,6404,2948,-19204
1980:Q4,14940,0,2280,12660,8968,0,4104,4956,-76,2280,-7552,5256,5972,4960,5036,-76,0,0,2280,2280,7700,0,4104,-80,-7552,5256,5972
1981:Q1,26800,0,-1496,28296,16732,0,-1248,2100,56,-1496,15940,1380,10068,2828,2772,56,0,0,-1496,-1496,25468,0,-1248,-672,15940,1380,10068
1981:Q2,9016,0,396,8620,27976,0,108,3824,4,396,13680,9964,-18960,3120,3116,4,0,0,396,396,5500,0,108,708,13680,9964,-18960
1981:Q3,13768,0,8032,5736,41444,0,4336,2452,12,8032,11592,15020,-27676,2588,2576,12,0,0,8032,8032,3148,0,4336,-124,11592,15020,-27676
1981:Q4,8784,0,452,8332,18320,0,7564,856,4,452,7096,2348,-9536,1432,1428,4,0,0,452,452,6900,0,7564,-572,7096,2348,-9536
1982:Q1,26596,0,2704,23892,20056,0,-9280,2444,-4,2704,14480,9712,6540,2188,2192,-4,0,0,2704,2704,21704,0,-9280,252,14480,9712,6540
1982:Q2,7044,0,-1560,8604,26220,0,4976,4152,4,-1560,2952,15696,-19176,3256,3252,4,0,0,-1560,-1560,5348,0,4976,900,2952,15696,-19176
1982:Q3,-20012,0,6452,-26464,-20504,0,-12168,2012,32,6452,-1540,-15292,492,1836,1804,32,0,0,6452,6452,-28300,0,-12168,208,-1540,-15292,492
1982:Q4,17312,0,3676,13636,17348,0,7180,3008,4,3676,3760,-280,-36,2928,2924,4,0,0,3676,3676,10708,0,7180,84,3760,-280,-36
1983:Q1,13964,0,-3800,17764,940,436,6068,8792,72,-3800,-18308,7680,13024,8556,8484,72,0,0,-3800,-3800,9208,436,6068,308,-18308,7680,13024
1983:Q2,-5512,0,-2796,-2716,1380,-184,-140,1096,-96,-2796,1848,1652,-6892,848,944,-96,0,0,-2796,-2796,-3564,-184,-140,152,1848,1652,-6892
1983:Q3,6684,0,-2572,9256,7740,444,6524,208,-8,-2572,984,2160,-1056,352,360,-8,0,0,-2572,-2572,8904,444,6524,-152,984,2160,-1056
1983:Q4,17044,0,-2396,19440,22832,568,4868,7916,-40,-2396,8084,3832,-5788,7984,8024,-40,0,0,-2396,-2396,11456,568,4868,-108,8084,3832,-5788
1984:Q1,17508,0,-3760,21268,19660,1012,4592,1756,52,-3760,7452,8556,-2152,800,748,52,0,0,-3760,-3760,20468,1012,4592,1008,7452,8556,-2152
1984:Q2,13172,0,5800,7372,17560,360,3848,1332,-60,5800,-3212,9492,-4388,1284,1344,-60,0,0,5800,5800,6088,360,3848,-12,-3212,9492,-4388
1984:Q3,-8448,0,10364,-18812,-15580,-1016,-16340,1832,12,10364,2720,-13152,7132,1324,1312,12,0,0,10364,10364,-20136,-1016,-16340,520,2720,-13152,7132
1984:Q4,7516,0,15640,-8124,10060,-364,3464,644,-76,15640,-9816,568,-2544,572,648,-76,0,0,15640,15640,-8696,-364,3464,-4,-9816,568,-2544
1985:Q1,-7516,0,-13792,6276,-11932,460,-2864,-948,104,-13792,-1024,6132,4416,-1124,-1228,104,0,0,-13792,-13792,7400,460,-2864,280,-1024,6132,4416
1985:Q2,-3764,0,19656,-23420,784,-820,-2692,-1312,-40,19656,-9436,-4572,-4548,-288,-248,-40,0,0,19656,19656,-23132,-820,-2692,-1064,-9436,-4572,-4548
1985:Q3,9936,0,-8728,18664,-19016,1580,2476,-1632,8,-8728,1604,-14324,28952,-1552,-1560,8,0,0,-8728,-8728,20216,1580,2476,-72,1604,-14324,28952
1985:Q4,43604,0,20824,22780,47012,2044,14036,-296,16,20824,112,10276,-3408,-672,-688,16,0,0,20824,20824,23452,2044,14036,392,112,10276,-3408
1986:Q1,25640,0,9280,16360,-3352,644,6844,-1480,16,9280,584,-19240,28992,-1376,-1392,16,0,0,9280,9280,17736,644,6844,-88,584,-19240,28992
1986:Q2,14676,0,-9348,24024,10820,696,4480,-1580,-56,-9348,11492,5136,3856,-1464,-1408,-56,0,0,-9348,-9348,25488,696,4480,-172,11492,5136,3856
1986:Q3,39444,0,6864,32580,7940,1284,-3000,-5856,12,6864,2328,6308,31504,-2032,-2044,12,0,0,6864,6864,34612,1284,-3000,-3812,2328,6308,31504
1986:Q4,35176,0,7652,27524,17172,480,4388,-920,-36,7652,-1888,7496,18004,-1132,-1096,-36,0,0,7652,7652,28656,480,4388,176,-1888,7496,18004
1987:Q1,-4500,0,-7052,2552,13324,-264,-9500,-1804,-8,-7052,19684,12268,-17824,-2424,-2416,-8,0,0,-7052,-7052,4976,-264,-9500,612,19684,12268,-17824
1987:Q2,-15808,0,-15456,-352,-48652,-648,-3720,-1952,-24,-15456,-12688,-14164,32844,-1340,-1316,-24,0,0,-15456,-15456,988,-648,-3720,-636,-12688,-14164,32844
1987:Q3,-9480,0,-12800,3320,-7084,-500,-3260,-1628,16,-12800,-4884,15972,-2396,-1628,-1644,16,0,0,-12800,-12800,4948,-500,-3260,16,-4884,15972,-2396
1987:Q4,29776,0,8896,20880,-16688,888,4724,-2416,-8,8896,-4356,-24416,46464,-2888,-2880,-8,0,0,8896,8896,23768,888,4724,464,-4356,-24416,46464
1988:Q1,7024,0,16772,-9748,30428,-140,8288,-2232,16,16772,1952,5772,-23404,-1784,-1800,16,0,0,16772,16772,-7964,-140,8288,-432,1952,5772,-23404
1988:Q2,17868,0,-17104,34972,22240,1624,28256,-376,8,-17104,52,9780,-4372,-276,-284,8,0,0,-17104,-17104,35248,1624,28256,-92,52,9780,-4372
