date,FA893130505.Q,FA313131003.Q,FA403197033.Q,FA263130505.Q,FA893030505.Q,FA153030505.Q,FA103091003.Q,FA313030505.Q,FA713011405.Q,FA403197033.Q,FA633091003.Q,FA733091003.Q,FA903091005.Q,FA263111403.Q,FA313011405.Q,FA713011405.Q,FA313131003.Q,FA313131003.Q,FA403197033.Q,FA403197033.Q,FA263191005.Q,FA153091003.Q,FA103091003.Q,FA313091005.Q,FA633091003.Q,FA733091003.Q,FA903091005.Q
1988:Q3,13024,0,-2248,15272,10560,752,3500,-1024,-24,-2248,1532,8072,2464,-808,-784,-24,0,0,-2248,-2248,16080,752,3500,-240,1532,8072,2464
1988:Q4,10204,0,-2704,12908,-4708,1412,-18876,-1604,32,-2704,28740,-11708,14912,-1228,-1260,32,0,0,-2704,-2704,14136,1412,-18876,-344,28740,-11708,14912
1989:Q1,48208,0,-5424,53632,-1016,1780,-11728,-1224,-52,-5424,-2660,18292,49224,-1264,-1212,-52,0,0,-5424,-5424,54896,1780,-11728,-12,-2660,18292,49224
1989:Q2,26328,0,15124,11204,-33304,-484,-6036,380,44,15124,-26748,-15584,59632,636,592,44,0,0,15124,15124,10568,-484,-6036,-212,-26748,-15584,59632
1989:Q3,27284,0,7512,19772,11016,944,-12484,-1188,-32,7512,28232,-11968,16268,-1348,-1316,-32,0,0,7512,7512,21120,944,-12484,128,28232,-11968,16268
1989:Q4,39692,0,10256,29436,-5236,820,2852,-312,40,10256,-12104,-6788,44928,92,52,40,0,0,10256,10256,29344,820,2852,-364,-12104,-6788,44928
1990:Q1,-29184,0,-6076,-23108,308,-476,3856,-628,-12,-6076,2672,972,-29492,-936,-924,-12,0,0,-6076,-6076,-22172,-476,3856,296,2672,972,-29492
1990:Q2,45676,0,-1772,47448,-4188,2228,-472,-2036,8,-1772,3976,-6120,49864,-1972,-1980,8,0,0,-1772,-1772,49420,2228,-472,-56,3976,-6120,49864
1990:Q3,67580,0,10920,56660,19776,2548,-4168,88,-8,10920,15064,-4668,47804,-32,-24,-8,0,0,10920,10920,56692,2548,-4168,112,15064,-4668,47804
1990:Q4,44252,0,16008,28244,9596,1340,832,180,8,16008,-18924,10152,34656,16,8,8,0,0,16008,16008,28228,1340,832,172,-18924,10152,34656
1991:Q1,-208,0,1900,-2108,31560,2128,2528,1604,12,1900,23468,-80,-31768,1364,1352,12,0,0,1900,1900,-3472,2128,2528,252,23468,-80,-31768
1991:Q2,-48596,0,-428,-48168,-27676,-8,-11000,544,-24,-428,-22804,6044,-20920,-288,-264,-24,0,0,-428,-428,-47880,-8,-11000,808,-22804,6044,-20920
1991:Q3,2784,0,9776,-6992,2684,1808,3916,2208,-4,9776,-12108,-2912,100,456,460,-4,0,0,9776,9776,-7448,1808,3916,1748,-12108,-2912,100
1991:Q4,-50428,0,-7152,-43276,6964,184,11428,1020,-0,-7152,-9432,10916,-57392,-68,-68,-0,0,0,-7152,-7152,-43208,184,11428,1088,-9432,10916,-57392
1992:Q1,-20472,0,14472,-34944,20224,4,-5828,-156,-16,14472,-5528,17276,-40696,-444,-428,-16,0,0,14472,14472,-34500,4,-5828,272,-5528,17276,-40696
1992:Q2,7456,0,-1792,9248,-29344,1548,36,564,-12,-1792,-14552,-15136,36800,-4,8,-12,0,0,-1792,-1792,9252,1548,36,556,-14552,-15136,36800
1992:Q3,23464,0,3988,19476,20108,2204,2608,-436,-8,3988,19160,-7408,3356,472,480,-8,0,0,3988,3988,19004,2204,2608,-916,19160,-7408,3356
1992:Q4,-16836,0,-20340,3504,-25668,936,608,11184,-88,-20340,-4076,-13892,8832,10740,10828,-88,0,0,-20340,-20340,-7236,936,608,356,-4076,-13892,8832
1993:Q1,-16512,0,-8148,-8364,868,-620,-9208,2232,4,-8148,-6704,23312,-17380,912,908,4,0,0,-8148,-8148,-9276,-620,-9208,1324,-6704,23312,-17380
1993:Q2,-21372,0,-15460,-5912,-36712,-372,712,484,-48,-15460,1520,-23548,15340,-1252,-1204,-48,0,0,-15460,-15460,-4660,-372,712,1688,1520,-23548,15340
1993:Q3,-50844,0,-8464,-42380,-16408,-2620,6444,2416,24,-8464,-20996,6788,-34436,192,168,24,0,0,-8464,-8464,-42572,-2620,6444,2248,-20996,6788,-34436
1993:Q4,-11868,0,3960,-15828,-25864,-708,-3104,-3688,-12,3960,-15716,-6596,13996,320,332,-12,0,0,3960,3960,-16148,-708,-3104,-4020,-15716,-6596,13996
1994:Q1,-10252,0,-7316,-2936,5832,-164,4912,-144,12,-7316,5496,3036,-16084,12,0,12,0,0,-7316,-7316,-2948,-164,4912,-144,5496,3036,-16084
1994:Q2,62120,0,-14844,76964,3916,4524,1400,-344,-0,-14844,-9992,23172,58204,-1004,-1004,-0,0,0,-14844,-14844,77968,4524,1400,660,-9992,23172,58204
1994:Q3,23952,0,-11180,35132,-36992,2040,-13768,240,4,-11180,-1548,-12780,60944,-1092,-1096,4,0,0,-11180,-11180,36224,2040,-13768,1336,-1548,-12780,60944
1994:Q4,103136,0,2336,100800,56780,5976,12104,-1364,-0,2336,29792,7936,46356,108,108,-0,0,0,2336,2336,100692,5976,12104,-1472,29792,7936,46356
1995:Q1,29956,0,-4792,34748,-2364,5908,-7256,2112,4,-4792,-3124,4784,32320,2104,2100,4,0,0,-4792,-4792,32644,5908,-7256,12,-3124,4784,32320
1995:Q2,127660,0,12524,115136,26476,8548,2416,3192,-0,12524,1440,-1644,101184,3144,3144,-0,0,0,12524,12524,111992,8548,2416,48,1440,-1644,101184
1995:Q3,-23588,0,-4020,-19568,43052,-1432,5608,4928,4,-4020,23640,14324,-66640,3964,3960,4,0,0,-4020,-4020,-23532,-1432,5608,968,23640,14324,-66640
1995:Q4,31084,0,9328,21756,8996,5236,6188,616,-0,9328,-5812,-6560,22088,644,644,-0,0,0,9328,9328,21112,5236,6188,-28,-5812,-6560,22088
1996:Q1,97752,0,-6996,104748,28244,10660,11936,3980,4,-6996,6132,2528,69508,3396,3392,4,0,0,-6996,-6996,101352,10660,11936,588,6132,2528,69508
1996:Q2,-7772,0,-10596,2824,-44996,6688,-2172,-164,-0,-10596,-28744,-10008,37224,880,880,-0,0,0,-10596,-10596,1944,6688,-2172,-1044,-28744,-10008,37224
1996:Q3,122292,0,2004,120288,41036,16000,4312,396,4,2004,14272,4048,81256,732,728,4,0,0,2004,2004,119556,16000,4312,-332,14272,4048,81256
1996:Q4,131256,0,10672,120584,97908,16112,29144,476,-0,10672,22388,19116,33348,112,112,-0,0,0,10672,10672,120472,16112,29144,364,22388,19116,33348
1997:Q1,169092,0,-11140,180232,-33508,11244,3040,-4124,4,-11140,-9692,-22840,202600,-4220,-4224,4,0,0,-11140,-11140,184452,11244,3040,100,-9692,-22840,202600
1997:Q2,15192,0,-8812,24004,22960,1384,17976,-172,-0,-8812,-1960,14544,-7768,-216,-216,-0,0,0,-8812,-8812,24220,1384,17976,44,-1960,14544,-7768
1997:Q3,112792,0,9148,103644,35028,6220,-844,1968,-0,9148,11176,7360,77764,1852,1852,-0,0,0,9148,9148,101792,6220,-844,116,11176,7360,77764
1997:Q4,147860,0,10804,137056,-6148,7284,-40448,16436,-0,10804,608,-832,154008,16884,16884,-0,0,0,10804,10804,120172,7284,-40448,-448,608,-832,154008
1998:Q1,-6496,0,17220,-23716,50572,-1448,15904,412,16,17220,20708,-2240,-57068,340,324,16,0,0,17220,17220,-24056,-1448,15904,88,20708,-2240,-57068
1998:Q2,65928,0,-2860,68788,-51052,3872,-26152,4228,4,-2860,-26012,-4132,116980,4128,4124,4,0,0,-2860,-2860,64660,3872,-26152,104,-26012,-4132,116980
1998:Q3,126816,0,4736,122080,21784,6860,-8768,7748,12,4736,19492,-8296,105032,8312,8300,12,0,0,4736,4736,113768,6860,-8768,-552,19492,-8296,105032
1998:Q4,-102552,0,8296,-110848,83216,-7100,48532,7512,-36,8296,14264,11748,-185768,7696,7732,-36,0,0,8296,8296,-118544,-7100,48532,-220,14264,11748,-185768
1999:Q1,96480,0,-13504,109984,41104,6572,22868,592,-116,-13504,37656,-12964,55376,-12,104,-116,0,0,-13504,-13504,109996,6572,22868,488,37656,-12964,55376
1999:Q2,52656,0,-16696,69352,-20468,4472,-15568,-5176,-28,-16696,21448,-8920,73124,-5652,-5624,-28,0,0,-16696,-16696,75004,4472,-15568,448,21448,-8920,73124
1999:Q3,31244,0,-5752,36996,35924,2736,4588,-8660,56,-5752,39516,3440,-4680,-9072,-9128,56,0,0,-5752,-5752,46068,2736,4588,468,39516,3440,-4680
1999:Q4,-35384,0,4772,-40156,-7720,-2044,-8120,-6036,-32,4772,-53092,56832,-27664,-7200,-7168,-32,0,0,4772,4772,-32956,-2044,-8120,1132,-53092,56832,-27664
2000:Q1,291104,0,-8096,299200,71944,17964,17160,-268,40,-8096,82680,-37536,219160,948,908,40,0,0,-8096,-8096,298252,17964,17160,-1176,82680,-37536,219160
2000:Q2,28260,0,-8736,36996,-18832,2764,-24032,-9076,-0,-8736,25340,-5092,47092,-9312,-9312,-0,0,0,-8736,-8736,46308,2764,-24032,236,25340,-5092,47092
2000:Q3,-90764,0,2828,-93592,-53680,-5328,-62976,-4796,-0,2828,-1452,18044,-37084,-5200,-5200,-0,0,0,2828,2828,-88392,-5328,-62976,404,-1452,18044,-37084
2000:Q4,269868,0,14092,255776,162348,15048,40124,4988,-24,14092,69952,18168,107520,4332,4356,-24,0,0,14092,14092,251444,15048,40124,632,69952,18168,107520
2001:Q1,216340,0,51132,165208,141568,10076,-28404,-2700,4,51132,90724,20736,74772,-2296,-2300,4,0,0,51132,51132,167504,10076,-28404,-400,90724,20736,74772
2001:Q2,-166296,0,-15080,-151216,-7776,-9324,660,4168,-4,-15080,-10996,22800,-158520,4060,4064,-4,0,0,-15080,-15080,-155276,-9324,660,104,-10996,22800,-158520
2001:Q3,21560,0,13208,8352,-944,-284,-10896,13068,20,13208,2740,-18800,22504,12968,12948,20,0,0,13208,13208,-4616,-284,-10896,120,2740,-18800,22504
2001:Q4,3760,0,-15016,18776,44520,1152,4592,-448,4,-15016,43600,10636,-40760,-332,-336,4,0,0,-15016,-15016,19108,1152,4592,-112,43600,10636,-40760
2002:Q1,-51792,0,11084,-62876,-17340,-3620,4620,-2648,72,11084,-29204,2356,-34452,-2608,-2680,72,0,0,11084,11084,-60268,-3620,4620,32,-29204,2356,-34452
2002:Q2,27412,0,-8700,36112,-8376,1792,7312,6340,-76,-8700,-7992,-7052,35788,6428,6504,-76,0,0,-8700,-8700,29684,1792,7312,-164,-7992,-7052,35788
2002:Q3,118652,0,9548,109104,20296,6248,6000,4992,-32,9548,10364,-16824,98356,4544,4576,-32,0,0,9548,9548,104560,6248,6000,416,10364,-16824,98356
2002:Q4,8592,0,-4136,12728,28060,624,2348,2168,132,-4136,-56,26980,-19468,2164,2032,132,0,0,-4136,-4136,10564,624,2348,136,-56,26980,-19468
2003:Q1,120080,0,11528,108552,-50792,6764,5384,2844,-108,11528,-38964,-38240,170872,2576,2684,-108,0,0,11528,11528,105976,6764,5384,160,-38964,-38240,170872
2003:Q2,168114,0,1404,166710,19590,9948,33456,-2,-184,1404,-43404,18372,148524,-344,-160,-184,0,0,1404,1404,167054,9948,33456,158,-43404,18372,148524
2003:Q3,-191188,0,-9620,-181568,-31700,-11876,16864,1512,160,-9620,-23104,-5636,-159488,1532,1372,160,0,0,-9620,-9620,-183100,-11876,16864,140,-23104,-5636,-159488
2003:Q4,44208,0,-31732,75940,-59452,6780,14528,-9604,-8,-31732,-47312,7896,103660,-9740,-9732,-8,0,0,-31732,-31732,85680,6780,14528,128,-47312,7896,103660
2004:Q1,155618,0,17556,138062,70022,9452,14216,-3138,8,17556,12684,19244,85596,-3260,-3268,8,0,0,17556,17556,141322,9452,14216,130,12684,19244,85596
2004:Q2,233974,0,-23320,257294,18178,10740,23704,-5302,40,-23320,27084,-14768,215796,-5380,-5420,40,0,0,-23320,-23320,262674,10740,23704,118,27084,-14768,215796
2004:Q3,-10750,0,-4780,-5970,-69618,3900,-11712,-2542,-52,-4780,-33752,-20680,58868,-2704,-2652,-52,0,0,-4780,-4780,-3266,3900,-11712,110,-33752,-20680,58868
2004:Q4,214498,0,2060,212438,55274,11600,36032,-3822,-12,2060,-2608,12024,159224,-3960,-3948,-12,0,0,2060,2060,216398,11600,36032,126,-2608,12024,159224
2005:Q1,349608,0,-792,350400,73980,22552,30384,-14928,-4,-792,-18812,55580,275628,-15052,-15048,-4,0,0,-792,-792,365452,22552,30384,120,-18812,55580,275628
2005:Q2,-190544,0,-1468,-189076,46452,-11412,-15220,2352,16,-1468,55076,17108,-236996,2256,2240,16,0,0,-1468,-1468,-191332,-11412,-15220,112,55076,17108,-236996
2005:Q3,79538,0,5292,74246,8366,8140,-24308,-7522,-172,5292,44500,-17564,71172,-7804,-7632,-172,0,0,5292,5292,82050,8140,-24308,110,44500,-17564,71172
2005:Q4,-188324,0,88,-188412,-15980,-10948,48608,-20316,224,88,-49632,15996,-172344,-20200,-20424,224,0,0,88,88,-168212,-10948,48608,108,-49632,15996,-172344
2006:Q1,282152,0,9448,272704,-19296,16128,-86300,-2740,-56,9448,22084,22140,301448,-2916,-2860,-56,0,0,9448,9448,275620,16128,-86300,120,22084,22140,301448
2006:Q2,380484,0,-11708,392192,-4780,19148,44196,1540,4,-11708,-75340,17380,385264,1404,1400,4,0,0,-11708,-11708,390788,19148,44196,140,-75340,17380,385264
2006:Q3,60170,0,-1556,61726,-64438,-3668,-37392,-4926,-8,-1556,-33016,16128,124608,-5100,-5092,-8,0,0,-1556,-1556,66826,-3668,-37392,166,-33016,16128,124608
2006:Q4,-14456,0,3048,-17504,50164,-7212,22556,-6508,-12,3048,45820,-7528,-64620,-6712,-6700,-12,0,0,3048,3048,-10792,-7212,22556,192,45820,-7528,-64620
2007:Q1,178692,0,15076,163616,5564,14352,-16120,-664,36,15076,-15784,8668,173128,-848,-884,36,0,0,15076,15076,164464,14352,-16120,220,-15784,8668,173128
2007:Q2,531986,0,-6464,538450,58902,25580,42072,-938,12,-6464,-37200,35840,473084,-1176,-1188,12,0,0,-6464,-6464,539626,25580,42072,250,-37200,35840,473084
2007:Q3,404558,0,13720,390838,222190,19656,4564,-554,-96,13720,111688,73212,182368,-920,-824,-96,0,0,13720,13720,391758,19656,4564,270,111688,73212,182368
2007:Q4,67430,0,-14648,82078,95386,11516,-26860,-894,48,-14648,81432,44792,-27956,-1140,-1188,48,0,0,-14648,-14648,83218,11516,-26860,294,81432,44792,-27956
2008:Q1,-122578,0,23156,-145734,121738,-14628,19148,-146,8,23156,41036,53164,-244316,-448,-456,8,0,0,23156,23156,-145286,-14628,19148,310,41036,53164,-244316
2008:Q2,-469058,0,-26220,-442838,1922,-22228,-72800,4146,-4,-26220,504,118524,-470980,3820,3824,-4,0,0,-26220,-26220,-446658,-22228,-72800,322,504,118524,-470980
2008:Q3,-506950,0,27856,-534806,-199102,-31928,-21028,-882,192,27856,-41208,-132104,-307848,-1024,-1216,192,0,0,27856,27856,-533782,-31928,-21028,334,-41208,-132104,-307848
2008:Q4,-231920,0,-46380,-185540,96260,-2536,-27504,11956,-204,-46380,-59248,220176,-328180,11544,11748,-204,0,0,-46380,-46380,-197084,-2536,-27504,208,-59248,220176,-328180
2009:Q1,-129430,0,13980,-143410,-113842,-17508,4128,3094,12,13980,-42076,-75472,-15588,3016,3004,12,0,0,13980,13980,-146426,-17508,4128,90,-42076,-75472,-15588
2009:Q2,192156,0,-3316,195472,119672,288,2020,14032,-16,-3316,49720,56944,72484,13940,13956,-16,0,0,-3316,-3316,181532,288,2020,76,49720,56944,72484
2009:Q3,243196,0,-14036,257232,138932,1712,76,4096,368,-14036,65308,81408,104264,4392,4024,368,0,0,-14036,-14036,252840,1712,76,72,65308,81408,104264
2009:Q4,-466020,0,4976,-470996,-66864,-13164,21072,-7516,-364,4976,-26672,-45196,-399156,-7920,-7556,-364,0,0,4976,4976,-463076,-13164,21072,40,-26672,-45196,-399156
2010:Q1,-190616,0,20972,-211588,19632,-17008,26332,2352,-0,20972,-18800,5784,-210248,2324,2324,-0,0,0,20972,20972,-213912,-17008,26332,28,-18800,5784,-210248
2010:Q2,156032,0,-13340,169372,-40692,11476,2184,336,-0,-13340,780,-42128,196724,308,308,-0,0,0,-13340,-13340,169064,11476,2184,28,780,-42128,196724
2010:Q3,176588,0,7528,169060,91560,10136,-11464,3848,-0,7528,47116,34396,85028,3824,3824,-0,0,0,7528,7528,165236,10136,-11464,24,47116,34396,85028
2010:Q4,143538,0,-21144,164682,64958,13584,35760,-1254,-0,-21144,6508,31504,78580,-1284,-1284,-0,0,0,-21144,-21144,165966,13584,35760,30,6508,31504,78580
2011:Q1,221914,0,2440,219474,62558,9348,43096,25834,-88,2440,14380,-32452,159356,25712,25800,-88,0,0,2440,2440,193762,9348,43096,34,14380,-32452,159356
2011:Q2,-361804,0,-3620,-358184,-15252,-17248,19372,23952,-0,-3620,18540,-56248,-346552,23896,23896,-0,0,0,-3620,-3620,-382080,-17248,19372,56,18540,-56248,-346552
2011:Q3,-130286,0,8632,-138918,-211710,-3656,-85636,15654,48,8632,-178592,31840,81424,15636,15588,48,0,0,8632,8632,-154554,-3656,-85636,66,-178592,31840,81424
2011:Q4,-524540,0,-14800,-509740,-263280,-28088,-22684,7592,-456,-14800,-110940,-93904,-261260,7072,7528,-456,0,0,-14800,-14800,-516812,-28088,-22684,64,-110940,-93904,-261260
2012:Q1,-81078,0,17068,-98146,-93138,-4412,-16148,4338,4,17068,-11508,-82480,12060,4312,4308,4,0,0,17068,17068,-102458,-4412,-16148,30,-11508,-82480,12060
2012:Q2,-407882,0,-15152,-392730,-145170,-22240,-21424,12770,-44,-15152,-29124,-69956,-262712,12716,12760,-44,0,0,-15152,-15152,-405446,-22240,-21424,10,-29124,-69956,-262712
2012:Q3,101672,0,-2084,103756,43004,5360,26284,2896,80,-2084,29176,-18708,58668,2976,2896,80,0,0,-2084,-2084,100780,5360,26284,0,29176,-18708,58668
2012:Q4,-181496,0,4796,-186292,-113788,-10228,15660,-3864,-4,4796,12508,-132656,-67708,-3876,-3872,-4,0,0,4796,4796,-182416,-10228,15660,8,12508,-132656,-67708
2013:Q1,204742,0,-1380,206122,238362,12876,118268,3082,-64,-1380,22116,83464,-33620,3020,3084,-64,0,0,-1380,-1380,203102,12876,118268,-2,22116,83464,-33620
2013:Q2,193810,0,-5616,199426,-91146,15248,62032,-1194,48,-5616,-47492,-114172,284956,-1148,-1196,48,0,0,-5616,-5616,200574,15248,62032,2,-47492,-114172,284956
2013:Q3,-46874,0,-6060,-40814,31774,-92,3056,-4314,32,-6060,-3336,42488,-78648,-4284,-4316,32,0,0,-6060,-6060,-36530,-92,3056,2,-3336,42488,-78648
2013:Q4,-253562,0,392,-253954,-58606,-17636,90844,-11322,-16,392,-10572,-110296,-194956,-11340,-11324,-16,0,0,392,392,-242614,-17636,90844,2,-10572,-110296,-194956
2014:Q1,-13336,0,-468,-12868,-115700,1728,-53208,-4208,52,-468,-58196,-1400,102364,-4160,-4212,52,0,0,-468,-468,-8708,1728,-53208,4,-58196,-1400,102364
2014:Q2,-178016,0,-5572,-172444,80304,-10868,76648,2888,-44,-5572,29524,-12272,-258320,2840,2884,-44,0,0,-5572,-5572,-175284,-10868,76648,4,29524,-12272,-258320
2014:Q3,199126,0,1068,198058,38314,11576,-37556,-4190,388,1068,-13948,80976,160812,-3804,-4192,388,0,0,1068,1068,201862,11576,-37556,2,-13948,80976,160812
2014:Q4,-500210,0,-992,-499218,-109010,-27872,-23120,-10274,4,-992,3568,-50324,-391200,-10272,-10276,4,0,0,-992,-992,-488946,-27872,-23120,2,3568,-50324,-391200
2015:Q1,-78476,0,4376,-82852,-150764,-4664,-107868,-16772,-8,4376,-16128,-9700,72288,-16780,-16772,-8,0,0,4376,4376,-66072,-4664,-107868,0,-16128,-9700,72288
2015:Q2,-335400,0,-3676,-331724,-2588,-20424,46200,-3732,4,-3676,8020,-28980,-332812,-3720,-3724,4,0,0,-3676,-3676,-328004,-20424,46200,-8,8020,-28980,-332812
2015:Q3,-241570,0,-3944,-237626,-82622,-13228,-14316,-1334,64,-3944,-39704,-10160,-158948,-1256,-1320,64,0,0,-3944,-3944,-236370,-13228,-14316,-14,-39704,-10160,-158948
2015:Q4,-315900,0,1120,-317020,-31184,-17028,-36,-4176,-24,1120,-5976,-5064,-284716,-4184,-4160,-24,0,0,1120,1120,-312836,-17028,-36,-16,-5976,-5064,-284716
2016:Q1,143356,0,-1016,144372,-19780,2904,-69932,-4356,-520,-1016,25976,27164,163136,-4856,-4336,-520,0,0,-1016,-1016,149228,2904,-69932,-20,25976,27164,163136
2016:Q2,-108844,0,1528,-110372,67956,-5240,52052,672,-0,1528,-18576,37520,-176800,700,700,-0,0,0,1528,1528,-111072,-5240,52052,-28,-18576,37520,-176800
2016:Q3,-69872,0,476,-70348,13756,-2000,27088,6584,-4,476,-34392,16004,-83628,6616,6620,-4,0,0,476,476,-76964,-2000,27088,-36,-34392,16004,-83628
2016:Q4,-300368,0,-2764,-297604,-164372,-18120,5712,2992,-92,-2764,-9860,-142240,-135996,2928,3020,-92,0,0,-2764,-2764,-300532,-18120,5712,-28,-9860,-142240,-135996
2017:Q1,352944,0,1780,351164,-29224,18128,-39696,-1132,88,1780,6932,-15324,382168,-1044,-1132,88,0,0,1780,1780,352208,18128,-39696,0,6932,-15324,382168
2017:Q2,275508,0,3216,272292,93408,12400,61092,332,-4,3216,-1316,17688,182100,328,332,-4,0,0,3216,3216,271964,12400,61092,0,-1316,17688,182100
2017:Q3,438656,0,-5536,444192,525096,23712,501024,-396,4,-5536,9104,-2816,-86440,-392,-396,4,0,0,-5536,-5536,444584,23712,501024,0,9104,-2816,-86440
2017:Q4,-47688,0,-660,-47028,-52208,-3424,-46568,-6140,-0,-660,-7256,11840,4520,-6140,-6140,-0,0,0,-660,-660,-40888,-3424,-46568,0,-7256,11840,4520
2018:Q1,187176,0,1796,185380,-16356,12504,-22768,-292,-0,1796,-9952,2356,203532,-292,-292,-0,0,0,1796,1796,185672,12504,-22768,0,-9952,2356,203532
2018:Q2,125988,0,-656,126644,107780,1312,45564,12540,4,-656,6592,42424,18208,12544,12540,4,0,0,-656,-656,114100,1312,45564,0,6592,42424,18208
2018:Q3,-10080,0,644,-10724,-362636,-2600,-357024,-1164,12,644,-3140,636,352556,-1152,-1164,12,0,0,644,644,-9572,-2600,-357024,0,-3140,636,352556
2018:Q4,-19268,0,-2700,-16568,-142736,236,-106812,8196,-0,-2700,-2256,-39400,123468,8196,8196,-0,0,0,-2700,-2700,-24764,236,-106812,0,-2256,-39400,123468
2019:Q1,17732,0,3076,14656,44832,-3640,17712,456,-0,3076,-300,27528,-27100,456,456,-0,0,0,3076,3076,14200,-3640,17712,0,-300,27528,-27100
2019:Q2,-74320,0,2468,-76788,62908,-5508,72644,8992,-0,2468,2764,-18452,-137228,8992,8992,-0,0,0,2468,2468,-85780,-5508,72644,0,2764,-18452,-137228
2019:Q3,115266,0,7308,107958,-22242,-476,-56960,7010,4,7308,7136,13736,137508,7016,7012,4,0,0,7308,7308,100942,-476,-56960,-2,7136,13736,137508
2019:Q4,39118,0,-1476,40594,71066,4824,65376,602,-0,-1476,13784,-12044,-31948,620,620,-0,0,0,-1476,-1476,39974,4824,65376,-18,13784,-12044,-31948
2020:Q1,715228,0,18596,696632,-12392,37432,-84604,-1332,-8,18596,-14516,32040,727620,-1308,-1300,-8,0,0,18596,18596,697940,37432,-84604,-32,-14516,32040,727620
2020:Q2,-502690,0,2960,-505650,160214,-25844,126220,19574,-0,2960,-6556,43860,-662904,19608,19608,-0,0,0,2960,2960,-525258,-25844,126220,-34,-6556,43860,-662904
2020:Q3,250108,0,-3468,253576,48664,15808,47500,7104,-8,-3468,-4868,-13404,201444,7140,7148,-8,0,0,-3468,-3468,246436,15808,47500,-44,-4868,-13404,201444
2020:Q4,8,0,1656,-1648,-150144,3896,-73000,9768,12,1656,-708,-91768,150152,9816,9804,12,0,0,1656,1656,-11464,3896,-73000,-36,-708,-91768,150152
2021:Q1,123724,0,9204,114520,145244,5404,111376,-8632,-4,9204,5772,22124,-21520,-8628,-8624,-4,0,0,9204,9204,123148,5404,111376,-8,5772,22124,-21520
2021:Q2,-25904,0,-8260,-17644,98596,-5112,140772,1736,4,-8260,-7604,-22940,-124500,1748,1744,4,0,0,-8260,-8260,-19392,-5112,140772,-8,-7604,-22940,-124500
2021:Q3,-103186,0,-104,-103082,-138786,-3200,-128500,-30,-32,-104,2392,-9312,35600,44,76,-32,0,0,-104,-104,-103126,-3200,-128500,-106,2392,-9312,35600
2021:Q4,114496,0,-4988,119484,7760,1980,1484,8672,-4,-4988,-2376,2992,106736,8676,8680,-4,0,0,-4988,-4988,110808,1980,1484,-8,-2376,2992,106736
2022:Q1,158906,0,-784,159690,106526,8332,85936,-2398,4,-784,4100,11336,52380,-2384,-2388,4,0,0,-784,-784,162074,8332,85936,-10,4100,11336,52380
2022:Q2,62318,0,-3236,65554,-150334,4624,-93812,-1614,64,-3236,76,-56436,212652,-1464,-1528,64,0,0,-3236,-3236,67018,4624,-93812,-86,76,-56436,212652
2022:Q3,163800,0,-5232,169032,36732,6200,18716,504,-0,-5232,-988,17532,127068,524,524,-0,0,0,-5232,-5232,168508,6200,18716,-20,-988,17532,127068
2022:Q4,-204986,0,-6500,-198486,116434,-5456,128004,6686,-4,-6500,1180,-7476,-321420,6608,6612,-4,0,0,-6500,-6500,-205094,-5456,128004,74,1180,-7476,-321420
2023:Q1,203246,0,19056,184190,882,-2456,-25972,-766,4,19056,1184,9832,202364,-840,-844,4,0,0,19056,19056,185030,-2456,-25972,78,1184,9832,202364
2023:Q2,-300442,0,-7260,-293182,80086,-12940,95460,-2358,-0,-7260,5064,2120,-380528,-2548,-2548,-0,0,0,-7260,-7260,-290634,-12940,95460,190,5064,2120,-380528
2023:Q3,109962,0,-232,110194,60678,8168,15872,-5622,-0,-232,31920,10572,49284,-5948,-5948,-0,0,0,-232,-232,116142,8168,15872,326,31920,10572,49284
2023:Q4,11912,0,-424,12336,56284,3896,93720,-10236,-0,-424,-21912,-8760,-44372,-10384,-10384,-0,0,0,-424,-424,22720,3896,93720,148,-21912,-8760,-44372
2024:Q1,176976,0,-1260,178236,-48348,9504,-9988,2836,-188,-1260,-1824,-47428,225324,2436,2624,-188,0,0,-1260,-1260,175800,9504,-9988,212,-1824,-47428,225324
2024:Q2,81400,0,-32,81432,77224,4424,32832,-2412,188,-32,428,41796,4176,-2696,-2884,188,0,0,-32,-32,84128,4424,32832,472,428,41796,4176
2024:Q3,208032,0,4440,203592,-124388,12612,-96296,-6356,4,4440,-7708,-31084,332420,-6592,-6596,4,0,0,4440,4440,210184,12612,-96296,240,-7708,-31084,332420
2024:Q4,10988,0,1572,9416,-64076,1516,-60888,-7116,4,1572,2284,-1448,75064,-7180,-7184,4,0,0,1572,1572,16596,1516,-60888,68,2284,-1448,75064
2025:Q1,89766,0,756,89010,19762,7140,33128,-11938,-0,756,-10560,1236,70005,-11952,-11952,-0,0,0,756,756,100962,7140,33128,14,-10560,1236,70005
