1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q1,5512851,1758656,1322715,1125134,197581,11001,3553,421387,3754195,140820,588222,0,0,120345,22339,8537,50607,38862,106699,58868,47831,0,812281,829889,50224,145728,925340,0,34647,597513,61,583170,351550,171528,10062,36512,13518,8195,6087,4915338,ND,ND,ND,ND,875858,847209,28649,115711,968678,507.42740180423914,773584,68.7548327576982
1973:Q2,5571543,1819083,1369699,1164853,204846,11537,3668,434179,3752460,143495,603169,0,0,121039,22369,8472,51521,38677,109114,60899,48215,0,744351,863380,45290,147582,939629,0,35411,616421,144,601598,361814,180398,10434,35401,13551,8494,6185,4955122,ND,ND,ND,ND,908965,879250,29715,119017,995679,497.66256783193035,803039,68.9390850175945
1973:Q3,5773154,1891184,1430284,1216897,213387,12057,3806,445037,3881970,143080,617036,0,0,131476,27179,9481,54174,40642,108140,60533,47607,0,785638,904992,49090,149445,956898,0,36176,635514,255,620308,372134,186695,12058,35633,13788,8673,6278,5137640,ND,ND,ND,ND,950897,919832,31065,123217,1018430,504.4667213084515,844763,69.41943319771518
1973:Q4,5752964,1943148,1472632,1251410,221222,12517,3967,454032,3809816,152350,626550,0,0,133185,28126,8332,55136,41591,111158,63927,47231,0,647173,938099,43695,151271,969401,0,36934,651927,400,636269,382218,192980,11894,35323,13854,8882,6376,5101037,ND,ND,ND,ND,977503,945589,31914,127127,1050700,485.48938872058176,869192,69.45701248991139
1974:Q1,5788000,1944362,1462386,1234864,227522,13193,4139,464644,3843638,148134,648423,0,263,140679,34857,5738,56629,43455,110372,62201,48171,0,612434,957696,41490,153053,993426,0,37667,656176,578,639927,389858,190460,10248,35216,14145,9141,6530,5131824,ND,ND,ND,ND,1005637,972775,32862,130499,1064035,482.298378386509,845006,68.42907397089883
1974:Q2,5791548,1962169,1461485,1224908,236577,14046,4306,482332,3829379,146991,665689,0,570,140069,28899,6970,57899,46301,114019,65069,48950,0,537817,977979,37557,154785,1015519,0,38384,676967,787,659896,400439,196777,12890,35614,14176,9569,6715,5114581,ND,ND,ND,ND,1034456,1000620,33836,136197,1083985,471.8313712268661,824469,67.30864685347797
1974:Q3,5769845,2002021,1475406,1228579,246827,15167,4466,506982,3767824,149091,672283,0,1386,129895,7251,11510,62394,48740,140979,91041,49938,0,395668,1020045,29123,156539,1033711,0,39103,695386,1028,677702,411381,201241,14225,36432,14423,9748,6908,5074459,ND,ND,ND,ND,1072430,1037327,35103,142567,1114191,455.43885085967986,817198,66.51570635669339
1974:Q4,5921640,2064417,1517696,1261141,256555,16435,4615,525671,3857223,157533,682996,0,2379,138999,7806,13669,62164,55360,142474,91880,50594,0,391408,1051038,31813,158390,1060356,0,39837,708576,1300,690163,419339,201926,17466,36967,14465,10027,7086,5213064,ND,ND,ND,ND,1104527,1068344,36183,148620,1140869,456.9379575381152,841802,66.74923739692865
1975:Q1,6174196,2142403,1582858,1320641,262217,17398,4768,537379,4031793,144896,711073,0,3620,136156,3107,11529,62603,58917,138099,93397,44702,0,485182,1079881,37436,161437,1093315,0,40699,707900,1603,688965,424313,195912,16443,37620,14677,10074,7258,5466296,ND,ND,ND,ND,1134709,1097631,37078,152211,1160434,471.05621472323264,896328,67.87067795108588
1975:Q2,6421490,2216133,1642027,1376129,265898,18153,4903,551050,4205357,154820,729697,0,3661,134616,5441,8769,63059,57347,141633,94526,47107,0,556835,1109653,42283,163786,1126810,0,41563,721930,1937,702385,434575,195933,18878,38305,14694,10177,7431,5699560,ND,ND,ND,ND,1156953,1119249,37704,154186,1228887,463.7985362638883,941554,68.42047511534166
1975:Q3,6437031,2228768,1642336,1374568,267768,18651,5025,562756,4208263,157040,744917,0,3708,149621,14956,7681,65177,61807,141151,91676,49475,0,486024,1128208,36835,165845,1152351,0,42562,742013,2303,721757,446324,201183,20117,39157,14976,10357,7596,5695018,ND,ND,ND,ND,1170833,1132796,38037,154775,1233647,461.64079430829537,928244,67.52987120317074
1975:Q4,6627657,2286518,1684206,1413658,270548,19180,5136,577996,4341139,158857,765194,0,3645,160264,19992,7584,66809,65879,146407,95926,50481,0,523873,1149591,38749,168615,1182138,0,43806,765731,2700,744767,459087,206996,23548,40149,14987,10520,7744,5861926,ND,ND,ND,ND,1196106,1157381,38725,155835,1264165,463.6994431781956,954571,67.52488932966814
1976:Q1,6837419,2335041,1717934,1444386,273548,19842,5250,592015,4502378,154281,793835,0,3557,157362,17591,6963,69757,63051,148556,97200,51356,0,610222,1169742,42619,170603,1206466,0,45136,775261,3131,753571,469994,204908,21579,41915,15175,10657,7902,6062158,ND,ND,ND,ND,1216158,1177157,39001,157227,1293610,468.6233228064743,974392,67.46063725347656
1976:Q2,7040829,2420317,1789837,1510149,279688,20418,5419,604643,4620512,160004,817141,0,3341,160383,13413,7584,73874,65512,149373,97274,52099,0,629097,1212595,42441,173063,1226453,0,46621,802013,3575,779794,483990,213148,23638,43672,15346,10599,8045,6238816,ND,ND,ND,ND,1265688,1225483,40205,160502,1311899,475.5561335975502,1026159,67.95084458553427
1976:Q3,7181766,2471455,1826561,1541764,284797,21082,5572,618240,4710311,161997,837266,0,3322,164811,13252,6993,74962,69604,150101,97173,52928,0,640103,1241278,40957,175284,1247028,0,48164,827173,4082,804208,501121,220688,22208,44704,15487,10687,8196,6354593,ND,ND,ND,ND,1299736,1258832,40904,163316,1342259,473.4252825121077,1040643,67.49690614127714
1976:Q4,7377974,2543119,1880025,1589977,290048,21838,5735,635521,4834855,169708,856844,0,3099,166903,4928,11611,72859,77505,156853,104014,52839,0,664031,1279516,41436,177810,1268980,0,49675,855307,4700,831551,517073,228961,24073,45896,15548,10681,8375,6522667,ND,ND,ND,ND,1339461,1297729,41732,166031,1372140,475.3645128112137,1072904,67.47921510814308
1977:Q1,7503834,2630011,1949358,1650002,299356,22450,5882,652321,4873823,169573,892047,0,2939,167399,7965,7418,73367,78649,152609,98981,53628,0,608789,1314418,37826,180110,1296706,0,51407,872087,5453,847264,531310,229155,24587,46514,15698,10788,8582,6631747,ND,ND,ND,ND,1387261,1344334,42927,171544,1400016,473.6908065322584,1118692,67.79943297038427
1977:Q2,7721843,2742979,2047570,1740633,306937,23059,6053,666297,4978864,172912,912466,0,3017,162772,-1159,7507,77953,78471,155173,100720,54453,0,622067,1347785,40651,182542,1326184,0,53295,910820,6363,884811,554091,242048,24636,48103,15933,10828,8818,6811023,ND,ND,ND,ND,1442353,1398072,44281,174937,1437330,473.86636508058643,1186542,68.16727018274386
1977:Q3,7899404,2839343,2125108,1809353,315755,23729,6239,684267,5060061,180829,938050,0,2956,164979,1237,7832,76821,79089,154647,99352,55295,0,591498,1392180,40413,184977,1354319,0,55213,949004,7291,921787,579911,252953,24160,48680,16083,10866,9060,6950400,ND,ND,ND,ND,1508295,1462355,45940,179229,1479197,469.87654986697373,1229442,67.94926142107151
1977:Q4,8094419,2947334,2211304,1886806,324498,24480,6434,705116,5147085,184665,958246,0,3197,169259,724,8260,78817,81458,161926,106548,55378,0,559025,1443282,40355,187791,1382302,0,57037,986838,8100,958399,602997,264892,24474,49728,16308,11055,9284,7107581,ND,ND,ND,ND,1573197,1525650,47547,183364,1528880,464.8880947244311,1283809,68.04138846283084
1978:Q1,8290582,3042463,2286391,1953165,333226,25249,6657,724166,5248119,184363,987664,0,4734,174329,1510,8452,84708,79659,162192,105771,56421,0,525569,1505372,39400,190447,1415228,0,58821,1009747,8808,980137,621021,266971,23380,52193,16572,11268,9534,7280835,ND,ND,ND,ND,1634966,1586038,48928,187407,1566088,464.905896516606,1332144,68.20437597438004
1978:Q2,8587669,3172605,2392252,2047892,344360,26115,6894,747344,5415064,191103,1006749,0,6050,176570,-2637,8340,92098,78769,165449,106431,59018,0,559106,1562983,41664,193515,1451322,0,60553,1060106,9431,1029354,648036,284526,24417,55477,16898,11531,9790,7527563,ND,ND,ND,ND,1701946,1651526,50420,192923,1615146,466.06084034363437,1399856,68.35594845821947
1978:Q3,8881372,3288652,2483986,2129042,354944,27005,7164,770497,5592720,198214,1030747,0,7215,183008,1751,8388,97663,75206,170569,108948,61621,0,594913,1616962,43683,196379,1488737,0,62293,1107675,10039,1075893,678951,298022,23817,58223,16880,11684,10059,7773697,ND,ND,ND,ND,1766105,1714305,51800,198064,1656310,469.33827396283965,1450091,68.11002319353024
1978:Q4,9105801,3407984,2577511,2210877,366634,27912,7463,795098,5697817,201337,1048950,0,8928,183302,-7933,9657,104168,77410,186139,123694,62445,0,567841,1675017,41080,199349,1521778,0,64095,1150198,10700,1117311,708641,311305,24471,55754,17140,11838,10349,7955603,ND,ND,ND,ND,1831729,1778531,53198,203983,1698742,468.3231964203022,1502236,67.94751585004502
1979:Q1,9448537,3561950,2704236,2324853,379383,28853,7779,821082,5886587,195195,1070963,0,15693,195287,-1972,11425,109320,76514,182671,117863,64808,0,602005,1750402,42476,201981,1563938,0,65976,1177742,11398,1143602,733605,313819,22925,56035,17218,12077,10665,8270795,ND,ND,ND,ND,1890744,1836201,54543,210754,1751557,472.19674656090706,1591248,68.44510169030042
1979:Q2,9771888,3717513,2832579,2438382,394197,29758,8116,847060,6054375,206801,1082553,0,22681,209719,5216,11300,116868,76335,184391,116325,68066,0,613786,1816155,43252,204874,1602267,0,67896,1225297,12118,1189950,763421,327319,21881,60075,17254,12219,11010,8546591,ND,ND,ND,ND,1978009,1921317,56692,218332,1783199,479.28421332453996,1674961,68.69149296541724
1979:Q3,10101618,3845262,2937035,2527395,409640,30635,8482,869110,6256356,220038,1103342,0,29822,212587,8796,12373,121094,70324,190606,119428,71178,0,652390,1883999,44837,207470,1641416,0,69849,1275704,12854,1239235,795927,341528,21675,62614,17491,12255,11360,8825914,ND,ND,ND,ND,2063653,2004873,58780,226306,1836048,480.70170829306073,1731468,68.50800923480502
1979:Q4,10417568,3961948,3025997,2603271,422726,31525,8850,895576,6455620,221039,1115447,0,39459,248667,35317,12405,123387,77558,197359,125748,71611,0,684612,1944220,38388,210280,1684319,0,71830,1321171,13600,1283296,826724,354616,22486,61871,17599,12583,11692,9096397,ND,ND,ND,ND,2135421,2074957,60464,232381,1884378,482.72675333484597,1776547,68.24287598179367
1980:Q1,10651021,4113142,3142501,2709296,433205,32849,9252,928540,6537879,211672,1140176,0,54525,264796,54367,16591,123644,70194,194898,113902,80996,0,627160,1994158,39456,212738,1724349,0,73951,1350185,14339,1311003,856228,349662,22115,65448,17550,12840,12003,9300836,ND,ND,ND,ND,2208590,2146302,62288,238041,1948375,477.3637681444639,1853068,68.3966609776119
1980:Q2,11015422,4223728,3229277,2784958,444319,34074,9621,950756,6791694,216035,1159218,0,69928,267547,55431,14552,126357,71207,193876,110934,82942,0,718134,2051922,44130,215426,1779887,0,75590,1368434,15056,1328078,873960,345637,22715,67904,17862,13012,12288,9646988,ND,ND,ND,ND,2272189,2208306,63883,244462,1978594,487.56781878580756,1910998,68.61855726370021
1980:Q3,11442562,4369625,3354028,2898047,455981,35214,9989,970394,7072937,234910,1190354,0,70003,273129,59625,13534,128410,71560,201148,114311,86837,0,809262,2116174,49129,217843,1833785,0,77200,1404433,15820,1362670,901374,350336,21851,70792,18317,13356,12587,10038129,ND,ND,ND,ND,2336619,2271137,65482,251264,2047035,490.37405731758605,1996673,68.8971917984767
1980:Q4,11806337,4451130,3413722,2943161,470561,36150,10389,990869,7355207,238699,1239537,0,64366,281524,68703,13624,129712,69485,206057,118802,87255,0,901755,2187652,52060,220528,1884123,0,78906,1446883,16700,1403487,926526,358044,23844,76832,18241,13757,12939,10359454,ND,ND,ND,ND,2405706,2338531,67175,260753,2125789,487.3227608567378,2016635,68.51935724888989
1981:Q1,12009711,4514682,3458906,2976773,482133,37243,10750,1007783,7495029,241672,1242638,0,98522,283192,69257,8314,142505,63116,198549,109170,89379,0,901836,2239467,52359,222820,1933066,0,80908,1456128,17634,1411217,940590,353902,22230,76061,18434,13919,13358,10553583,ND,ND,ND,ND,2466147,2397389,68758,267757,2177067,484.761518359079,2036183,68.40236054277568
1981:Q2,12333084,4715758,3637211,3145246,491965,38344,11185,1029018,7617326,249611,1263473,0,108564,286657,62590,9456,150441,64170,201473,105837,95636,0,882884,2281103,53153,225469,1981972,0,82967,1493528,18563,1446896,964154,361610,23855,78570,18707,14210,13859,10839556,ND,ND,ND,ND,2507785,2437969,69816,273164,2215467,489.26732076441704,2181092,69.3456728026997
1981:Q3,12469681,4842006,3743288,3243369,499919,39224,11567,1047927,7627675,259581,1288576,0,137398,306752,77143,8332,158568,62709,200749,101111,99638,0,737934,2308707,48742,227675,2026634,0,84927,1524516,19660,1476133,981849,371928,23464,79902,18990,14378,14345,10945165,ND,ND,ND,ND,2539500,2468889,70611,277194,2300120,475.8519231182687,2261520,69.72749631633035
1981:Q4,12814949,4916768,3803851,3292960,510891,40085,12053,1060779,7898181,284890,1336755,0,154610,314754,75752,7380,158648,72974,207001,105594,101407,0,800923,2345339,52640,230103,2084376,0,86791,1555995,21100,1505450,998261,377882,26284,83987,19036,14723,14722,11258954,38000,ND,ND,ND,2581167,2509469,71698,283309,2337014,481.7666572139208,2294699,69.68499465526456
1982:Q1,12966705,5030489,3903891,3379724,524167,40830,12379,1073389,7936216,278757,1385026,0,164885,334271,83393,8143,171382,71353,207176,101300,105876,0,677657,2378745,49981,232020,2139456,0,88241,1560063,22860,1507329,1007909,373537,24266,81708,19909,14873,15001,11406642,45500,ND,ND,ND,2616073,2543313,72760,292168,2372184,480.8497934152743,2371815,70.17777191273606
1982:Q2,13130391,5075194,3935371,3402543,532828,41669,12713,1085441,8055197,280294,1425819,0,175381,350391,86989,9017,188545,65840,210879,102137,108742,0,650001,2389922,50031,234054,2198867,0,89558,1584275,24914,1529136,1019260,380887,25267,83431,20291,15031,15194,11546116,53000,ND,ND,ND,2653490,2579597,73893,297694,2409803,479.1311141777227,2383283,70.04416990468599
1982:Q3,13359069,5096982,3948646,3409839,538807,42230,13032,1093074,8262087,293329,1448867,0,201364,383072,104646,8568,199419,70439,204357,99829,104528,0,692346,2384818,55666,235699,2271462,0,91108,1594249,27186,1536463,1017736,386815,24622,86833,20457,15251,15349,11764820,60500,ND,ND,ND,2672374,2597865,74509,300965,2460346,478.17746586956434,2392103,70.1529603010582
1982:Q4,13713198,5148139,3989640,3447373,542267,42670,13405,1102424,8565059,305157,1510402,2427,186712,379590,98653,3400,201416,76121,217282,106394,110888,0,845288,2388484,65110,237912,2331384,0,95310,1628952,29600,1568287,1031175,396718,26881,92616,20897,15550,15515,12084246,68000,ND,ND,ND,2683834,2608923,74911,302007,2496537,484.04032552945085,2416198,70.0880931654335
1983:Q1,14047303,5221901,4047656,3500620,547036,43250,13682,1117313,8825402,310556,1584354,2536,164329,397688,107006,5319,212744,72619,208932,99208,109724,0,923495,2410897,76160,239825,2408221,0,98409,1622139,32309,1558038,1026258,391910,23251,94186,22433,16127,15665,12425164,77750,ND,ND,ND,2707675,2632293,75382,303098,2542271,488.742686563984,2474362,70.68353605932664
1983:Q2,14395171,5290283,4100094,3548174,551920,43777,13933,1132479,9104888,317506,1629330,2490,150654,426767,121569,5584,230886,68728,211348,99991,111357,0,1029505,2406290,92057,242193,2494575,0,102174,1673239,35463,1605307,1053751,403838,23371,100633,23714,16659,15810,12721932,87500,ND,ND,ND,2727173,2651477,75696,306152,2583834,492.36647490913265,2494423,70.30159738502114
1983:Q3,14611447,5365336,4154821,3594626,560195,44367,14299,1151849,9246111,317164,1685427,2601,150913,467118,139681,4873,245480,77084,212501,101829,110672,0,996472,2415706,95017,244236,2552166,0,106790,1731052,38535,1659307,1087568,420612,23017,102153,25957,17260,15950,12880395,97250,ND,ND,ND,2757365,2681079,76286,311624,2656772,484.8137111872573,2507058,69.74461320871768
1983:Q4,14774639,5444411,4209413,3639466,569947,45262,14644,1175092,9330228,315392,1728457,6937,149944,456251,135914,4642,246752,68943,215849,104536,111313,0,939597,2446925,98040,246680,2614619,0,111538,1793652,41000,1718572,1116384,444878,25965,102953,28392,17981,16099,12980987,107000,ND,ND,ND,2797853,2720724,77129,317342,2732466,475.06490662011396,2523082,69.3256098559514
1984:Q1,15041074,5648683,4392635,3815839,576796,45872,14989,1195187,9392391,300197,1792411,7190,163904,454188,149979,5353,255368,43488,211993,101004,110989,0,877756,2453507,100040,247938,2676848,0,106420,1826024,43368,1748048,1144101,452010,19588,100544,31805,18659,15949,13215050,120000,ND,ND,ND,2832672,2754916,77756,320487,2815063,469.44065255304645,2671738,70.01705260625513
1984:Q2,15335598,5826507,4541059,3953991,587068,46612,15202,1223634,9509091,307729,1861428,7280,166718,507595,175983,8895,274551,48166,213002,100597,112405,0,814943,2442995,100241,249458,2728682,0,109020,1891030,45649,1810303,1177677,479799,17216,101793,33818,19478,15600,13444568,133000,ND,ND,ND,2875047,2796468,78579,326640,2888212,465.4979715287024,2776314,70.21548607470275
1984:Q3,15724776,5993672,4684988,4087621,597367,47316,15499,1245869,9731104,306037,1913406,7026,167650,540707,194521,8701,290758,46727,217863,103196,114667,0,849182,2439217,113338,250814,2814425,0,111439,1946767,48212,1863086,1211497,501839,14718,100118,34914,20214,15255,13778009,146000,ND,ND,ND,2921333,2841827,79506,331774,2948522,467.28526509692927,2876124,70.36180702662992
1984:Q4,16077521,6150304,4816923,4209390,607533,48100,15698,1269583,9927217,327378,1975034,6902,194318,534745,185722,11880,291176,45967,214585,111576,103009,0,847020,2445060,119018,252717,2896256,0,114184,2013847,51171,1926457,1243294,526584,19631,101644,35304,21111,15108,14063674,159000,ND,ND,ND,2967423,2887002,80421,336794,2991250,470.160446399062,2966096,70.46379641705805
1985:Q1,16553125,6324809,4960818,4345136,615682,48555,15968,1299468,10228316,321737,2018349,7017,201589,605367,205003,14465,318631,67268,225828,102102,123726,0,895484,2448780,135840,254827,2997273,0,116225,2088085,53635,1997650,1304981,536023,18349,101284,37013,21729,15071,14465040,179500,ND,ND,ND,3001042,2919873,81169,341818,3019219,479.09871958599706,3040155,69.96685489245907
1985:Q2,16968365,6521392,5130422,4508123,622299,49116,16221,1325633,10446973,332403,2044858,6812,207124,619228,181070,28752,331746,77660,242922,117172,125750,0,948347,2434438,162766,257670,3067437,0,122968,2163678,56013,2069895,1343287,559592,24054,105823,37139,22590,15180,14804687,200000,ND,ND,ND,3028097,2946362,81735,345041,3104431,476.8888973965984,3164836,70.20296473720882
1985:Q3,17264568,6732066,5315273,4684390,630883,49694,16487,1350612,10532502,344072,2073824,7207,203542,648838,195278,23211,348109,82240,236561,114478,122083,0,880000,2446743,179161,260483,3118680,0,133392,2255688,57850,2158904,1402164,585905,20334,112784,37717,23655,15279,15008880,220500,ND,ND,ND,3071060,2988324,82736,349179,3120151,481.03058020859726,3282226,70.06730865705033
1985:Q4,17876212,6937161,5492906,4851839,641067,50419,16706,1377130,10939051,338859,2101333,7791,206063,676531,178033,9315,397033,92150,253306,137132,116174,0,1033079,2508612,219442,264250,3184551,0,145234,2369161,81334,2248394,1450249,610574,26136,122919,38516,24224,15209,15507051,241000,ND,ND,ND,3130579,3046413,84166,353560,3176512,488.17856013272154,3401590,70.10929257957653
1986:Q1,18402762,7076987,5606479,4956078,650401,51159,17057,1402292,11325775,351593,2124231,7952,223253,687037,162607,5630,402145,116655,255697,140582,115115,0,1161103,2544918,275257,268176,3277172,0,149386,2393253,78698,2274646,1476952,606799,25032,125798,40065,24941,14968,16009509,263000,ND,ND,ND,3194151,3108462,85689,359060,3242404,493.75430693762644,3479126,70.19917765620315
1986:Q2,18846203,7264499,5758746,5099152,659594,52297,17420,1436036,11581704,385015,2140134,8126,234247,699134,139274,8507,415992,135361,250757,135422,115335,0,1206194,2565484,312493,272767,3353180,0,154172,2458951,78393,2340502,1525857,627891,17137,126441,43176,25508,14548,16387252,285000,ND,ND,ND,3253183,3166121,87062,364529,3279727,499.65292731638175,3573295,70.07625973887423
1986:Q3,19115892,7464725,5910883,5241843,669040,53402,17745,1482695,11651167,403893,2174439,8447,250254,694993,156747,7952,402635,127659,254381,141445,112936,0,1087234,2599522,338139,277335,3402400,0,160129,2545440,79199,2426231,1587994,649888,13052,129755,45542,25881,14129,16570452,307000,ND,ND,ND,3323165,3234452,88713,369619,3315453,499.7944932396944,3653849,69.7054261258874
1986:Q4,19772670,7644160,6049418,5370919,678499,54289,18069,1522384,12128510,456032,2223118,8753,246652,727237,165445,10108,416632,135052,269635,157033,112602,0,1249742,2626878,375743,282494,3496575,0,165650,2632598,78372,2513855,1649024,666355,22885,132416,43175,26486,13885,17140072,329000,ND,ND,ND,3388026,3297809,90217,374980,3335966,513.7963518266472,3721895,69.29717242058575
1987:Q1,20401727,7820609,6192570,5507465,685105,55365,18524,1554150,12581118,420106,2235686,8687,258846,735812,134712,7585,440512,153003,273617,155333,118284,0,1469527,2657069,453009,289559,3606001,0,173200,2638075,78339,2516583,1681564,644317,18688,126023,45991,29297,13856,17763652,347750,ND,ND,ND,3452489,3361124,91365,378884,3392286,523.6484326527881,3825901,69.46754995265518
1987:Q2,20783789,8009484,6345840,5652809,693031,56214,19002,1588428,12774305,432879,2268596,8525,256795,793959,147495,11705,468867,165892,275079,156709,118370,0,1440409,2675852,458493,295941,3687526,0,180250,2731360,78188,2609062,1752706,660313,19610,129548,46885,29914,14196,18052429,366500,ND,ND,ND,3508387,3416111,92276,384311,3389595,532.5836421936314,3900103,68.99407002783926
1987:Q3,21274371,8195217,6493503,5791918,701585,57090,19498,1625126,13079154,437622,2308891,8400,262175,843612,153295,13709,496053,180555,276956,158702,118254,0,1501900,2696523,458924,303247,3794033,0,186870,2809137,77948,2686665,1802929,679637,25738,131715,46646,30018,14506,18465234,385250,ND,ND,ND,3566927,3473674,93253,390357,3483129,530.133518437457,3988989,68.8716414838746
1987:Q4,21277543,8330141,6598723,5886157,712566,58601,20155,1652662,12947402,451128,2364522,9759,272141,851303,170212,16572,523080,141439,288410,170581,117829,0,1210754,2733333,404113,313725,3801361,51818,195035,2877269,78073,2740684,1829012,698640,26822,132545,53665,43105,15407,18400274,404000,ND,ND,ND,3628634,3534331,94303,398184,3563869,516.3005160838082,4057145,68.92689066907322
1988:Q1,21828364,8514062,6753305,6027537,725768,59712,20947,1680098,13314302,442335,2430023,9724,296133,849490,163883,9967,531743,143897,295867,177890,117977,0,1319317,2777691,422040,319905,3899611,52512,199654,2922185,78178,2784996,1875971,693732,28582,131007,55704,43741,15270,18906179,420000,ND,ND,ND,3685772,3590672,95100,405537,3651096,517.8220123991332,4151566,68.87665724822594
1988:Q2,22344974,8751511,6950051,6213264,736787,60742,21684,1719034,13593463,446878,2467228,10130,278076,876685,182787,7144,547534,139220,300460,181998,118462,0,1402012,2812747,428843,327303,3985937,53230,203935,3007998,78285,2869983,1942504,710128,27891,132444,57016,44405,15325,19336976,436000,ND,ND,ND,3750552,3654474,96078,410794,3733634,517.9129970443948,4270760,68.73617473843055
1988:Q3,22746054,8929484,7087072,6339667,747405,61706,22332,1758374,13816570,445683,2511476,10318,275807,922131,204795,10140,571805,135391,303954,184736,119218,0,1431896,2842805,424255,333606,4051392,53960,209288,3089056,78989,2949512,2000012,725838,30938,134396,58328,45069,15486,19656998,452000,ND,ND,ND,3809258,3712366,96892,416023,3818096,514.8377195682152,4339655,68.4524124058882
1988:Q4,23313941,9094409,7207766,6448126,759640,63306,23011,1800326,14219532,460921,2551343,10708,285064,1009872,218757,36668,594883,159564,307509,187191,120318,0,1552536,2877591,420389,341893,4131497,54690,215520,3163638,79564,3022530,2055294,745206,27035,136759,58236,45709,15835,20150303,468000,ND,ND,ND,3877884,3779939,97945,421681,3893495,517.5376668673938,4392832,68.12571590567555
1989:Q1,23788849,9256889,7332485,6562274,770211,64584,23750,1836070,14531960,441356,2578331,11153,310778,1041055,232850,23446,593600,191160,312964,192163,120801,0,1622778,2918621,427100,345669,4247030,56182,218941,3208293,79271,3063500,2089337,753193,31561,128953,60456,49781,15741,20580555,487500,ND,ND,ND,3937058,3838492,98566,427644,3980878,516.9853279414262,4472937,68.16138247199065
1989:Q2,24305711,9431993,7477745,6695064,782681,65729,24499,1864020,14873718,437110,2577496,11032,332092,1070055,264052,11314,599851,194838,323035,199938,123097,0,1703438,2954342,456276,354363,4374151,57698,222630,3296740,79517,3147540,2146954,769617,32793,136005,62171,53833,15850,21008971,507000,ND,ND,ND,4017577,3917846,99731,435032,4021334,522.4378502447227,4548110,67.93228055773626
1989:Q3,24930459,9674610,7685986,6893169,792817,67215,25229,1896180,15255849,434347,2604839,11268,364163,1096457,266682,20912,609799,199064,320107,194655,125452,0,1835561,2969623,476389,360192,4496352,59202,227349,3381112,80471,3226784,2211154,784207,30530,137172,63721,57881,15976,21549347,526500,ND,ND,ND,4060043,3960057,99986,440919,4071738,529.2419779952065,4682015,67.9225292459825
1989:Q4,25413148,9817681,7797521,6994317,803204,68558,26019,1925583,15595467,451522,2631287,11874,378599,1113830,244519,37056,624874,207381,341485,213170,128315,0,1913688,2996828,468721,371631,4623302,60666,232036,3464612,82715,3303304,2260581,809285,31077,136916,65445,61944,16649,21948536,546000,ND,ND,ND,4118329,4017703,100626,446678,4139149,530.266867277173,4733736,67.67974128138601
1990:Q1,25522264,9869598,7805824,7012984,792840,70032,26759,1966983,15652666,436999,2647604,11755,405408,1107455,213333,50758,640020,203345,378576,247013,131563,0,1800547,3016393,461905,377994,4705283,62157,240590,3532855,82882,3368918,2335399,792320,32533,141492,67174,64759,16296,21989409,568750,ND,ND,ND,4178250,4076681,101569,452697,4232899,519.488159203843,4677585,66.69892872991012
1990:Q2,25888936,9968788,7877721,7085162,792559,71143,27537,1992387,15920148,445768,2642633,12312,390937,1145490,212977,67288,654671,210554,387586,253467,134119,0,1860586,3045548,484148,386121,4813273,63600,242145,3605963,83695,3438381,2395917,798712,32020,143002,68730,67577,16310,22282973,591500,ND,ND,ND,4221272,4119158,102114,458130,4302906,517.8587076339203,4689245,66.18402642028511
1990:Q3,25818652,10074386,7957269,7162726,794543,72647,28316,2016154,15744266,445407,2656928,12949,413995,1183764,236011,81816,654391,211546,400623,263766,136857,0,1539643,3077698,444432,392530,4864307,65041,246949,3669545,84265,3498606,2447266,812302,30188,138382,70468,70403,16271,22149107,614250,ND,ND,ND,4261081,4158482,102599,464172,4358183,508.21883579968767,4715460,65.83331653339805
1990:Q4,26342321,10083770,7941478,7146396,795082,74319,28931,2039042,16258551,462339,2682304,13427,420793,1253864,260949,91164,660669,241082,427160,287926,139234,0,1734697,3094227,470940,399250,4981536,66526,251488,3736231,85694,3560532,2489811,824391,31355,142245,72730,73241,16764,22606090,637000,ND,ND,ND,4286949,4184180,102769,469035,4380538,516.0573845360409,4656585,65.15990129850067
