1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1953:Q2,1455554,481976,347238,306680,40558,1855,386,132497,973578,63017,84177,2567,0,39045,20054,135,12743,6113,69783,49897,19886,0,168575,327737,3778,62199,144271,0,8429,104699,0,102319,62225,32672,571,4864,1987,1173,1207,1350855,ND,ND,ND,ND,260974,252691,8283,23108,266799,506.31926421138013,244455,79.71012129907396
1953:Q3,1472672,493036,357332,316348,40984,1926,390,133388,979636,65644,85755,2509,0,39364,19865,209,13542,5748,69946,49926,20020,0,163841,328684,3753,62937,148566,0,8637,107229,0,104806,64205,33354,347,4850,2050,1192,1231,1365443,ND,ND,ND,ND,266027,257666,8361,23329,266957,511.4843280176024,252143,79.70431297179056
1953:Q4,1496856,493418,355919,315055,40864,1980,394,135125,1003438,66782,87886,2465,0,38681,18667,154,13873,5987,70364,50079,20285,0,177571,330215,4146,63647,152853,0,8828,110624,0,108158,65938,34614,478,4996,2132,1212,1254,1386232,ND,ND,ND,ND,267631,259300,8331,23209,267217,518.7664391350421,249117,79.070955864849
1954:Q1,1519503,498301,357485,316592,40893,2045,399,138372,1021202,65213,89888,2415,0,39020,18775,140,14386,5719,70699,50207,20492,0,188597,330434,4512,64339,157092,0,8993,110496,0,107988,67351,32744,583,5086,2224,1233,1275,1409007,ND,ND,ND,ND,269632,261318,8314,23245,269931,521.9877922126275,249241,78.72624703087887
1954:Q2,1545011,501395,361814,320732,41082,2109,404,137068,1043616,64229,92829,2355,0,38450,18010,140,14678,5622,71195,50378,20817,0,203774,330343,4895,65018,161396,0,9132,114312,0,111763,69614,34006,510,5311,2322,1255,1294,1430699,ND,ND,ND,ND,274140,265770,8370,23366,269820,530.2421675796436,251118,78.29527455944528
1954:Q3,1584701,510860,371385,329781,41604,2121,410,136944,1073841,68458,94440,2304,0,37369,16498,152,15246,5473,71729,50622,21107,0,221809,331710,5469,65687,165597,0,9269,117763,0,115171,72336,34242,581,5615,2397,1277,1315,1466938,ND,ND,ND,ND,281457,272951,8506,23727,271778,539.7559235584998,257445,78.06544343064033
1954:Q4,1607213,520894,379599,337554,42045,2160,417,138718,1086319,68863,97182,2239,0,37084,16121,147,15964,4852,72409,50986,21423,0,222894,333825,6110,66349,169935,0,9429,123092,0,120453,75356,35963,675,6047,2412,1298,1341,1484121,ND,ND,ND,ND,285717,277174,8543,24104,276713,536.3395160117601,262198,77.67586815739111
1955:Q1,1632189,527830,384467,341601,42866,2175,424,140764,1104359,68549,99274,2200,0,38748,17475,39,16484,4750,72984,51188,21796,0,229229,335803,6525,67031,174406,0,9610,126315,0,123626,78237,35702,804,6442,2441,1318,1371,1505874,ND,ND,ND,ND,292176,283541,8635,24622,282103,533.802889891922,263364,77.09696400186182
1955:Q2,1674424,540617,394908,350860,44048,2226,432,143051,1133807,66159,101868,2107,0,40234,18056,117,17509,4552,73186,51097,22089,0,249979,336411,7186,67740,179126,0,9811,133426,0,130685,81697,38755,1386,6552,2295,1336,1405,1540998,ND,ND,ND,ND,299882,291122,8760,25283,288631,533.898906522392,269163,76.71521404548824
1955:Q3,1719114,555200,406169,360688,45481,2313,442,146276,1163914,69652,103362,1997,0,42276,19003,232,18360,4681,73478,51163,22315,0,264068,339575,7257,68498,183738,0,10012,138787,0,135989,85032,40543,1451,6701,2262,1356,1442,1580327,ND,ND,ND,ND,307099,298228,8871,26106,295107,535.5097650824135,275656,76.42505434059353
1955:Q4,1745160,565453,414487,367383,47104,2412,455,148099,1179707,70033,105783,1984,0,43368,18614,605,19174,4975,73853,51128,22725,0,265346,343803,7839,69254,188255,0,10189,144426,0,141563,87936,42949,1799,6713,2166,1381,1482,1600734,ND,ND,ND,ND,312200,303275,8925,27175,299354,534.7295412883635,279447,76.06421636276039
1956:Q1,1790019,577329,424188,375328,48860,2484,466,150191,1212690,69369,107946,1893,0,45534,20077,721,19569,5167,74568,51369,23199,0,281568,349606,8555,70104,193193,0,10354,146184,0,143246,90356,42251,1432,6770,2437,1413,1525,1643835,ND,ND,ND,ND,317925,308913,9012,28566,303616,541.4190057541971,284972,75.92612328416745
1956:Q2,1805577,588163,433166,383760,49406,2555,479,151963,1217414,67945,110925,1858,0,46872,19863,958,20436,5615,74829,51155,23674,0,272443,354354,8613,71013,198064,0,10498,151445,0,148420,93327,44281,1388,6856,2568,1452,1573,1654132,ND,ND,ND,ND,326028,316861,9167,28677,308551,536.0968788069073,290433,75.6808943089431
1956:Q3,1827461,599569,440946,390218,50728,2651,491,155481,1227892,70647,112516,1792,0,48602,20394,1115,21308,5785,75081,51105,23976,0,267405,357937,8506,71904,202861,0,10641,154832,0,151717,96174,44978,874,6905,2786,1493,1622,1672629,ND,ND,ND,ND,329543,320353,9190,29676,313182,534.0755661826315,294044,75.35377660692228
1956:Q4,1870251,608073,445773,394263,51510,2726,502,159072,1262178,71871,115230,1740,0,49060,20090,959,21900,6111,75344,51017,24327,0,287754,360826,9046,72724,207775,0,10808,159599,0,156400,98745,46580,1181,7034,2860,1530,1669,1710652,ND,ND,ND,ND,330961,321804,9157,30191,319894,534.7557521903884,295518,74.95453542432335
1957:Q1,1884571,619052,453596,401222,52374,2824,516,162116,1265519,70801,118462,1693,0,51600,21276,933,22537,6854,75288,50417,24871,0,274211,364547,9106,73468,215364,0,10979,160760,0,157483,100851,45242,1507,7006,2877,1563,1714,1723811,ND,ND,ND,ND,333488,324340,9148,30844,323789,532.3871500519303,300371,74.86404035671025
1957:Q2,1926834,630622,461358,408017,53341,2873,529,165862,1296212,68664,121985,1592,0,52610,21603,1154,22812,7041,75287,49954,25333,0,290571,367267,9687,74135,223253,0,11161,165827,0,162473,103039,47223,1972,7317,2922,1594,1760,1761007,ND,ND,ND,ND,337726,328540,9186,31567,328145,536.6551922539965,304978,74.74639537078112
1957:Q3,1928251,639377,468792,414670,54122,2952,542,167091,1288874,71303,123872,1490,0,54976,22998,1100,23526,7352,75328,49485,25843,0,264952,371022,9001,74784,230809,0,11338,168970,0,165541,105397,47971,1724,7327,3122,1625,1804,1759281,ND,ND,ND,ND,343225,333967,9258,32070,332482,529.1358348783513,309273,74.58292135915306
1957:Q4,1948078,643776,471674,417162,54512,3050,555,168497,1304302,70971,127167,1413,0,55721,23231,1463,23851,7176,75453,49170,26283,0,266362,373179,8714,75462,238362,0,11498,172075,0,168574,107374,49217,1568,7160,3255,1658,1843,1776003,ND,ND,ND,ND,344802,335577,9225,32319,331974,534.9824978640871,309788,74.26083871493569
1958:Q1,1980597,644343,468427,414465,53962,3092,571,172253,1336254,70819,130705,1388,0,56176,22603,1208,24382,7983,76047,49297,26750,0,280533,379183,9463,76183,244119,0,11639,171210,0,167639,108975,46775,762,7550,3577,1694,1877,1809387,ND,ND,ND,ND,346535,337306,9229,31755,333104,543.1898629543879,305490,73.70706814809454
1958:Q2,2011464,650043,474349,419841,54508,3155,589,171950,1361421,67287,134835,1288,0,54438,22996,824,23317,7301,76774,49235,27539,0,294974,382512,10610,76958,249988,0,11757,174780,0,171146,111142,47704,333,8111,3856,1731,1903,1836684,ND,ND,ND,ND,349973,340694,9279,32252,336028,546.5866840971775,308699,73.527597352331
1958:Q3,2069235,660430,484262,429327,54935,3205,608,172355,1408805,72779,137708,1287,0,52971,20619,798,23794,7760,77310,49142,28168,0,323831,385536,11791,77752,255963,0,11877,178356,0,174656,114035,47940,472,8280,3929,1769,1931,1890879,ND,ND,ND,ND,353189,343866,9323,32660,343668,550.2051802485178,315292,73.43866097403611
1958:Q4,2105227,670313,493819,438440,55379,3263,628,172603,1434914,73698,141266,1220,0,54143,20770,833,24616,7924,77911,49024,28887,0,333702,387266,13242,78535,261909,0,12022,184146,0,180368,117177,49490,1239,8591,3871,1809,1969,1921081,ND,ND,ND,ND,357271,347883,9388,33054,348811,550.7512210645708,321263,73.27410820180641
1959:Q1,2128284,674223,493678,438052,55626,3341,648,176556,1454061,73247,143832,1186,0,56944,22345,917,25460,8222,78234,48904,29330,0,339992,387977,14132,79331,266993,0,12193,186640,0,182564,119935,48991,781,8742,4115,2059,2017,1941644,ND,ND,ND,ND,361859,352401,9458,33193,353222,549.6951884609176,318117,72.62083040369637
1959:Q2,2163094,686600,504127,447672,56455,3414,669,178390,1476494,72429,147681,1127,0,57963,22258,1523,26068,8114,78257,48318,29939,0,351618,387551,14973,80133,272376,0,12386,193675,0,189502,123346,51878,1016,8985,4277,2099,2074,1969419,ND,ND,ND,ND,366675,357143,9532,33771,360377,546.4884664858482,324326,72.44723815650744
1959:Q3,2182386,697397,513598,456362,57236,3487,690,179622,1484989,76003,149934,1075,0,61011,23793,2011,27058,8149,77996,47682,30314,0,345702,387252,14747,80994,277689,0,12586,199890,0,195608,127007,53918,1320,8984,4379,2149,2133,1982496,ND,ND,ND,ND,371069,361474,9595,34306,362062,547.5569411919429,329355,72.16968108650589
1959:Q4,2222784,706020,521544,463647,57897,3550,710,180216,1516764,75548,152525,1031,0,64358,25512,2267,28362,8217,76515,45714,30801,0,364772,388616,15818,81956,282854,0,12770,206698,0,202312,130099,57213,1424,9206,4370,2199,2187,2016086,ND,ND,ND,ND,375628,365964,9664,34730,366634,549.8905270881692,333548,71.9400751002379
1960:Q1,2231936,720531,534527,475580,58947,3599,728,181677,1511405,73762,154522,975,0,69706,29565,1630,28972,9539,76522,45180,31342,0,344367,391557,15312,82895,288834,0,12952,207621,0,203144,132580,55757,908,9090,4809,2239,2238,2024315,ND,ND,ND,ND,378719,368884,9835,35352,371359,545.10987434446,343000,72.12246099499559
1960:Q2,2256823,726936,539185,479638,59547,3672,747,183332,1529887,72042,158156,917,0,70504,28513,1909,30072,10010,76883,44773,32110,0,350355,392611,16097,83772,295418,0,13132,214480,0,209903,135366,58622,1572,9401,4942,2289,2288,2042343,ND,ND,ND,ND,381650,371646,10004,35641,375715,543.5883841311569,344272,71.7774655052352
1960:Q3,2256755,734741,545818,485654,60164,3726,766,184431,1522014,75669,161281,873,0,69857,27973,1294,30503,10087,77909,45089,32820,0,326084,395557,15640,84539,301295,0,13310,219062,0,214457,138582,59590,1526,9679,5080,2269,2336,2037693,ND,ND,ND,ND,383017,372882,10135,35972,377847,539.2904803270451,347072,71.46487005151816
1960:Q4,2315603,737552,547589,486897,60692,3760,784,185419,1578051,77538,164461,844,0,69154,26502,1033,31007,10612,79315,45740,33575,0,364813,398553,17026,85184,307674,0,13488,224545,0,219857,141378,61248,2122,9901,5208,2309,2379,2091058,ND,ND,ND,ND,384736,374461,10275,36253,379358,551.2096492232992,345519,70.96346865969599
1961:Q1,2366909,736009,545980,484488,61492,3809,807,185413,1630900,75482,169701,803,0,67790,26023,359,30769,10639,79890,45465,34425,0,403502,400864,19440,85872,313878,0,13678,225306,0,220580,143645,59339,1795,10472,5329,2309,2417,2141603,ND,ND,ND,ND,385284,374871,10413,36863,383653,558.2135860115758,340843,70.35117484849987
1961:Q2,2395774,748133,556950,494136,62814,3863,830,186490,1647641,73819,175096,774,0,67904,24589,224,31610,11481,81431,46178,35253,0,403359,404519,20003,86665,320203,0,13869,231507,0,226650,146603,60597,2857,11139,5454,2409,2448,2164267,ND,ND,ND,ND,388602,377975,10627,37531,389432,555.7497372244703,347533,70.33144721291305
1961:Q3,2436485,759552,567010,502979,64031,3919,855,187768,1676933,76743,177733,743,0,68371,25921,244,31180,11026,81787,45777,36010,0,412972,409729,21007,87588,326199,0,14060,235782,0,230865,150179,61082,2725,11279,5600,2439,2478,2200703,ND,ND,ND,ND,390746,379938,10808,38165,396030,555.6909530729871,352800,70.14209340747824
1961:Q4,2499626,769614,576368,511054,65314,3989,882,188375,1730012,76926,182845,720,0,69387,25449,592,32506,10840,82589,45755,36834,0,443622,415778,22875,88631,332393,0,14246,242908,0,237897,154027,63435,2992,11700,5743,2499,2512,2256718,ND,ND,ND,ND,392649,381666,10983,38897,404186,558.3365301076758,357027,69.86091489353376
1962:Q1,2514005,779404,584759,518133,66626,4053,914,189678,1734601,75175,189204,677,0,69362,26353,567,31469,10973,83005,45628,37377,0,433425,420714,22981,89663,335970,0,14425,244235,0,239137,156488,62038,3202,11525,5884,2549,2549,2269770,ND,ND,ND,ND,395252,384018,11234,39640,409933,553.6928180353295,361645,69.79771603044006
1962:Q2,2426155,786518,590011,522112,67899,4122,946,191439,1639637,73040,196080,648,0,69118,26370,410,31384,10954,84263,46288,37975,0,329923,423949,18257,90651,339111,0,14597,251334,0,246168,160237,65435,3084,11362,6050,2579,2587,2174821,ND,ND,ND,ND,397273,385804,11469,40483,415826,523.0123357843263,361875,69.30984156656042
1962:Q3,2471822,793692,594920,525874,69046,4191,979,193602,1678130,75396,201423,620,0,70279,27948,286,31852,10193,84956,46550,38406,0,348575,428804,18796,91563,342950,0,14768,257549,0,252324,164345,66626,3259,11883,6211,2599,2626,2214273,ND,ND,ND,ND,399183,387482,11701,41175,419178,528.2415956364262,361529,68.74821725356264
1962:Q4,2584246,803569,603604,533162,70442,4245,1011,194709,1780677,77148,208828,601,0,69232,26699,235,32087,10211,85161,46155,39006,0,431479,432848,20909,92398,347129,0,14944,265044,0,259748,168307,69344,3450,12308,6339,2629,2667,2319202,ND,ND,ND,ND,400596,388676,11920,42005,424193,546.7326963361018,364855,68.43229637521053
1963:Q1,2621873,813441,611427,539625,71802,4309,1046,196659,1808432,78347,215765,575,0,65500,23170,9,31665,10656,85257,45933,39324,0,444237,434808,22156,93355,353307,0,15125,267954,0,262564,171352,68935,3160,12575,6542,2679,2711,2353919,ND,ND,ND,ND,404450,392433,12017,42743,429107,548.562228634126,368273,68.24609682649988
1963:Q2,2663708,817641,612853,540004,72849,4372,1085,199331,1846067,77211,223030,551,0,64641,22610,0,31642,10389,87139,47046,40093,0,465592,434924,23306,94378,359984,0,15311,277471,0,271954,175801,72217,3756,13531,6649,2759,2758,2386237,ND,ND,ND,ND,406838,394765,12073,43466,433739,550.1551568144238,364203,67.44450041110807
1963:Q3,2713000,830885,623306,549322,73984,4448,1125,202006,1882115,79930,227746,523,0,65002,23997,0,31128,9877,87304,46985,40319,0,485481,434896,24118,95473,366147,0,15495,284988,0,279333,180662,74362,3373,14161,6775,2849,2806,2428012,ND,ND,ND,ND,406162,394123,12039,44232,440601,551.0681736565924,368660,67.11182148175388
1963:Q4,2716670,839163,628622,553248,75374,4529,1168,204844,1877507,81977,234936,508,0,66655,24418,0,32094,10143,87856,47328,40528,0,457587,438464,24819,96635,372399,0,15670,293999,0,288207,185106,77870,3794,14502,6935,2939,2853,2422671,ND,ND,ND,ND,413165,400932,12233,44927,449437,539.0456491254588,368142,66.54194863786222
1964:Q1,2767487,843874,630274,553844,76430,4611,1211,207778,1923613,79273,240745,491,0,68234,25798,0,32475,9961,89168,48288,40880,0,486613,439357,26433,97719,379682,0,15898,297963,0,291997,188776,78041,3561,14538,7081,3068,2898,2469524,ND,ND,ND,ND,414604,402284,12320,45577,460392,536.3958790000801,365068,65.91531189287959
1964:Q2,2821451,860173,643749,565045,78704,4697,1252,210475,1961278,79831,247988,473,0,68446,25825,0,33112,9509,88453,47295,41158,0,501922,444665,27156,98806,387400,0,16138,307560,0,301501,193368,81812,4366,14718,7237,3118,2941,2513891,ND,ND,ND,ND,426442,413729,12713,46845,473838,530.5380754132872,371677,65.77830084329567
1964:Q3,2874619,869241,649814,569664,80150,4785,1294,213348,2005378,84639,253567,455,0,69385,25619,0,34138,9628,89905,48292,41613,0,518877,449034,28523,99913,394671,0,16408,314372,0,308218,198076,84142,3863,14749,7388,3168,2986,2560247,ND,ND,ND,ND,432798,419856,12942,47679,481587,531.6270220553674,371588,65.22932816537468
1964:Q4,2927550,884104,662499,579830,82669,4873,1334,215398,2043446,84785,261041,436,0,69875,24486,245,34854,10290,90360,48262,42098,0,530699,458149,28447,101051,401876,0,16727,323363,0,317126,202335,87352,5134,14765,7540,3198,3039,2604187,ND,ND,ND,ND,447207,433794,13413,49212,488675,532.9077798240879,377495,65.10442715968473
1965:Q1,2975323,895205,669614,585435,84179,4969,1375,219247,2080118,82442,268791,411,0,71018,27113,21,33771,10113,90861,48686,42175,0,544164,463182,29751,102149,410278,0,17070,326858,0,320493,205891,87645,4309,14930,7718,3268,3097,2648465,ND,ND,ND,ND,450855,437282,13573,49974,496020,533.9431046132381,379544,64.83110849197605
1965:Q2,2982010,903703,675093,589142,85951,5055,1420,222135,2078307,82729,275058,388,0,70757,26678,618,33792,9669,91268,48788,42480,0,521171,468067,29291,103382,418760,0,17436,336463,0,329925,210329,92243,4292,15156,7905,3378,3160,2645547,ND,ND,ND,ND,455430,441667,13763,51081,504149,524.7550194175584,378813,64.2990993682338
1965:Q3,3066641,912541,681036,593543,87493,5170,1468,224867,2154100,88745,280622,371,0,72069,26280,909,34915,9965,91547,49156,42391,0,566815,471930,32050,104656,427481,0,17813,343379,0,336663,215042,94391,3929,15215,8086,3488,3228,2723262,ND,ND,ND,ND,459401,445468,13933,51959,519863,523.8421555824193,378501,63.76976899735992
1965:Q4,3155924,930933,696286,605593,90693,5257,1522,227868,2224991,91520,288514,352,0,71438,24774,1132,36531,9001,92289,49678,42611,0,601439,485039,34410,105876,435926,0,18188,352779,0,345859,219449,97489,4707,15956,8258,3617,3303,2803145,ND,ND,ND,ND,476286,461790,14496,53799,531956,526.9505574845925,386144,63.76295630894017
1966:Q1,3166213,935818,696079,604127,91952,5366,1573,232800,2230395,89949,294109,332,0,78025,28787,1843,37666,9729,92113,49513,42600,0,581368,487742,35326,107049,445817,0,18565,355957,0,348845,223358,97096,3546,16409,8436,3727,3385,2810256,ND,ND,ND,ND,474433,459881,14552,54565,541375,519.0959702238515,380769,63.02797259516625
1966:Q2,3208152,971316,726016,630518,95498,5501,1626,238173,2236836,88870,299561,216,0,79074,25623,4946,38778,9727,93987,50560,43427,0,555687,501720,34547,108190,456039,0,18945,365653,0,358361,227232,100205,5292,17016,8616,3817,3475,2842499,ND,ND,ND,ND,496393,481061,15332,56653,547242,519.4226308579821,403286,63.96106058827821
1966:Q3,3183355,979816,728570,631432,97138,5636,1681,243929,2203539,91803,301554,164,0,84603,28546,5724,39058,11275,94629,50639,43990,0,497826,507724,31301,109347,465257,0,19331,369544,0,362089,230272,100989,4707,17321,8800,3887,3568,2813811,ND,ND,ND,ND,497427,481954,15473,57638,558165,504.11815257825793,401160,63.53178172788202
1966:Q4,3278452,1005985,748935,648979,99956,5795,1738,249517,2272467,93353,307135,135,0,86024,27902,5850,41151,11121,95730,51113,44617,0,531716,518534,33850,110568,475695,0,19728,376015,0,368389,232742,103422,5378,17891,8956,3967,3659,2902437,ND,ND,ND,ND,512151,496122,16029,59260,569061,510.0397596862658,416237,64.13720628864723
1967:Q1,3384890,1013799,753320,651709,101611,5920,1795,252764,2371091,92714,317399,99,0,84641,27027,5837,39687,12090,96510,51551,44959,0,599333,522810,38226,111833,487191,0,20335,375805,0,368002,234221,101348,4488,18796,9149,4067,3736,3009085,ND,ND,ND,ND,517546,501353,16193,60280,579322,519.4149018710101,417488,64.06049325695979
1967:Q2,3433386,1028915,762765,659242,103523,6047,1854,258249,2404471,93542,328252,83,0,80255,24029,5716,38330,12180,97376,52032,45344,0,605033,528320,39284,113070,498505,0,20750,383139,0,375096,237076,104131,5045,19647,9197,4236,3807,3050247,ND,ND,ND,ND,524100,507710,16390,61360,586696,519.9024571362373,422166,64.03809223320116
1967:Q3,3526005,1047817,774483,668871,105612,6175,1917,265242,2478188,97391,335860,44,0,84437,26253,5625,39262,13297,98440,52563,45877,0,641200,533653,42006,114312,509672,0,21173,389200,0,380909,241547,105544,3532,20891,9395,4415,3876,3136805,ND,ND,ND,ND,532259,515618,16641,62544,597752,524.7668816961832,427324,63.88735645587864
1967:Q4,3614917,1074444,794221,685689,108532,6317,1984,271922,2540473,103731,342144,25,0,87305,27721,6265,38208,15111,100037,53430,46607,0,663676,543199,42973,115533,520252,0,21599,410854,0,402313,245974,108567,13404,22426,11942,4594,3947,3204063,ND,ND,ND,ND,547833,530712,17121,64184,607280,527.6089001526298,439715,64.12746886708113
1968:Q1,3629487,1104944,817753,706181,111572,6435,2050,278706,2524543,99805,350920,0,0,90165,32074,5670,37137,15284,100278,52966,47312,0,614634,556274,40523,116735,533152,0,22057,402456,0,393692,249378,107272,4976,22257,9809,4733,4031,3227031,ND,ND,ND,ND,562603,544976,17627,65936,623954,517.1905075846277,456803,64.68639059957717
1968:Q2,3780538,1130409,836122,721691,114431,6573,2120,285594,2650129,101539,356638,0,0,91551,30503,6475,38066,16507,103108,55351,47757,0,697727,564496,45972,117919,548654,0,22525,415170,0,406256,253675,111404,6276,24930,9971,4793,4121,3365368,ND,ND,ND,ND,572731,554742,17989,67617,640688,525.2741563562677,468016,64.849914991319
1968:Q3,3849847,1152240,849479,732574,116905,6714,2195,293852,2697607,105852,364408,0,0,92165,31806,5982,37621,16756,105564,56829,48735,0,705275,571553,48300,119108,562373,0,23009,422768,0,413573,258183,114160,5424,25654,10152,4982,4213,3427079,ND,ND,ND,ND,578138,559935,18203,68998,649389,527.738996148911,474391,64.75673447324093
1968:Q4,4031835,1200814,889605,768164,121441,6876,2274,302059,2831021,112659,372312,0,0,90473,29817,6120,36490,18046,105878,56796,49082,0,791494,588296,49529,120321,576542,0,23517,436130,0,426687,262934,119324,6808,27320,10301,5141,4302,3595705,ND,ND,ND,ND,606687,587540,19147,71603,661666,543.4320207056335,505230,65.77111137725798
1969:Q1,4048863,1233241,914582,789668,124914,7036,2344,309279,2815622,105257,377319,0,0,101511,37157,5981,40035,18338,100691,53370,47321,0,745190,599732,48554,121558,591689,0,24122,434905,0,425235,264857,118884,4866,26142,10486,5280,4390,3613958,ND,ND,ND,ND,621332,601669,19663,73430,669756,539.5932862229461,524811,66.4597020520016
1969:Q2,4067870,1259294,932881,804195,128686,7208,2417,316788,2808576,106702,382216,0,0,99897,30483,7983,42266,19165,102168,55130,47038,0,707585,608672,46190,122811,607671,0,24664,446316,0,436389,269738,123675,5892,26400,10684,5449,4478,3621554,ND,ND,ND,ND,632420,612354,20066,75472,684950,528.732584146149,534457,66.45863254558907
1969:Q3,4095198,1278066,945017,812973,132044,7409,2491,323149,2817132,105362,380750,0,0,114569,39061,9209,45302,20997,99453,52024,47429,0,686177,612640,46004,124080,623045,0,25052,452164,0,441988,274512,125813,5043,25754,10866,5608,4568,3643034,ND,ND,ND,ND,636891,616629,20262,77414,707480,514.9310432911062,538461,66.2335649523416
1969:Q4,4124086,1308558,968674,832441,136233,7605,2568,329711,2815528,110925,381127,0,0,121674,41065,11305,47244,22060,103989,54752,49237,0,638984,623254,45578,125359,638886,0,25752,463762,0,453267,278689,129231,7557,26775,11015,5807,4688,3660324,ND,ND,ND,ND,648150,627482,20668,79787,721137,507.5767650084086,553752,66.5214711913517
1970:Q1,4144664,1318182,973544,834315,139229,7805,2644,334189,2826482,106909,382156,0,0,130275,46525,14195,48079,21476,100337,53228,47109,0,614908,632621,46279,126700,659903,0,26393,456221,0,445463,275814,126663,5199,26458,11329,5966,4792,3688443,ND,ND,ND,ND,653725,632854,20871,81607,737168,500.35308070653974,558501,66.94126319195988
1970:Q2,4087695,1356658,1006440,861308,145132,7995,2718,339505,2731037,113195,390277,0,0,122876,36944,14982,48227,22723,101115,53146,47969,0,485261,650384,37027,127975,675845,0,27083,462779,0,451795,278674,129421,5751,26434,11515,6085,4899,3624916,ND,ND,ND,ND,684395,662520,21875,85190,754520,480.4268064903283,582634,67.64525582021761
1970:Q3,4222323,1362718,1005793,859007,146786,8169,2791,345965,2859605,117103,408150,0,0,124805,34066,15735,48542,26462,103437,53607,49830,0,564921,645874,41919,129291,696323,0,27782,469717,0,458425,282347,131424,5633,27288,11733,6284,5008,3752606,ND,ND,ND,ND,671774,650279,21495,86462,774022,484.81900920892815,576660,67.13100126075805
1970:Q4,4354328,1390677,1025204,874469,150735,8354,2862,354257,2963651,118500,423312,0,0,123668,30777,15943,47144,29804,105936,55828,50108,0,617731,654573,44501,130699,716279,0,28452,478718,0,467157,286015,133660,7493,28088,11901,6443,5118,3875610,ND,ND,ND,ND,684139,662218,21921,88917,782186,495.4843946552371,588454,67.29272278376935
1971:Q1,4520651,1426998,1051931,896384,155547,8579,2936,363552,3093653,118783,446974,0,0,119817,26723,14951,46097,32046,105053,55693,49360,0,677526,674658,50329,132198,739207,0,29108,481470,0,469632,289592,134072,5154,28635,12179,6632,5206,4039181,ND,ND,ND,ND,707349,684637,22712,91916,805328,501.557274758777,606792,67.69331000999571
1971:Q2,4608498,1460893,1078498,917847,160651,8773,3007,370615,3147605,124397,462553,0,0,117233,22929,13112,46375,34817,105296,55505,49791,0,673299,689708,50571,133782,761039,0,29728,495120,0,483057,295363,138912,6879,29794,12109,6781,5282,4113378,ND,ND,ND,ND,727750,704338,23412,95170,826350,497.7767865610209,622484,67.8200179332721
1971:Q3,4681387,1490696,1104238,938482,165756,8921,3077,374460,3190691,126293,475713,0,0,122312,24528,13937,46564,37283,103970,55336,48634,0,658901,705139,49798,135412,782805,0,30348,507864,0,495408,302822,143465,6040,30737,12344,7100,5356,4173523,ND,ND,ND,ND,747558,723464,24094,98459,838808,497.55399077857146,635660,67.7327854982834
1971:Q4,4818473,1517841,1127739,957235,170504,9063,3143,377896,3300632,131844,490887,0,0,117695,19672,14615,45970,37438,105466,58125,47341,0,707587,720883,53006,137050,805219,0,30995,524058,0,511303,309454,149243,8094,32037,12475,7319,5436,4294415,ND,ND,ND,ND,766012,741278,24734,101360,853832,502.9577989192287,647781,67.67209723840018
1972:Q1,4984763,1570853,1171254,994999,176255,9454,3215,386930,3413910,130583,511155,0,0,118766,21572,12831,46559,37804,105057,57397,47660,0,748641,742587,55084,138719,831637,0,31681,531304,0,518270,316038,148847,6401,34295,12689,7478,5556,4453459,ND,ND,ND,ND,785086,759646,25440,104595,866754,513.8088988260085,678961,68.2373550124171
1972:Q2,5069698,1600621,1192509,1011650,180859,9833,3292,394987,3469077,130848,529177,0,0,116026,19190,11668,46909,38259,106601,58425,48176,0,744860,756529,54180,140425,858047,0,32384,551242,0,537894,324462,156222,8386,35949,12875,7647,5701,4518456,ND,ND,ND,ND,796432,770515,25917,107160,880815,512.9858683080472,687188,67.92744526268967
1972:Q3,5210151,1649560,1232534,1046653,185881,10196,3371,403459,3560591,135012,548894,0,0,116679,19677,10943,47181,38878,105819,57435,48384,0,764315,776759,53712,142160,884124,0,33117,566693,0,553018,334408,161529,7181,36811,13089,7826,5849,4643458,ND,ND,ND,ND,818445,791728,26717,109824,905843,512.6118156926746,712245,68.0497738983216
1972:Q4,5475168,1714199,1290675,1098624,192051,10558,3458,409508,3760969,143997,564036,0,0,114853,19666,8898,47684,38605,108660,60400,48260,0,882122,802058,56383,143924,911037,0,33898,585391,0,571260,343552,168757,8616,37093,13242,8155,5976,4889777,ND,ND,ND,ND,853184,825257,27927,113257,949861,514.7886738671281,755072,68.72888267505535
