1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,124172,904,28772,0,60052,18866,249,1816,0,-1,28,6769,4153,250,1035,0,934,0,345,0,113186,5055,2612,2188,0,24562,1847,0,171,0,0,1224,21009,35354,18866,0,0,0,106,0,249,0,-57,0,0,0,10986
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,133833,1007,31927,0,62096,21026,666,2284,0,-12,53,7290,4428,361,1295,0,921,0,491,0,120045,5657,3171,2308,0,22866,2133,0,215,0,0,1467,21647,39109,21026,0,0,0,107,0,407,0,-67,0,0,0,13788
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q1,17155581,27608,5562947,1218861,1761907,2891120,3834,495977,178572,21833,20376,1186905,1103780,171341,762300,14878,859791,516285,162352,194914,20304205,887480,6147092,1553287,65750,37246,932622,49979,10009,28230,417218,494053,1725467,1584784,3114234,49652,88513,51252,109651,106493,259754,14256,1414837,1032542,250,129554,-3148624
2009:Q2,17089287,25954,5439166,1227023,1782766,2847151,5849,493992,140059,20838,20576,1175288,1134213,172587,714523,17272,910655,520118,240950,200307,20081188,892069,6094447,1537909,72097,59218,848157,49512,9063,32784,379754,469846,1631655,1604559,3084085,31691,105998,58480,127222,99628,248610,12841,1505010,998275,236,128042,-2991901
2009:Q3,17014985,25572,5347142,1235185,1795040,2654643,5651,483004,147362,26749,20426,1179873,1206064,192544,691865,13605,961642,544354,277412,206852,19664790,901456,5998792,1522440,75163,72588,778001,41778,8010,30165,348479,472905,1518880,1612798,2904966,32218,129838,62730,104658,91398,253470,12685,1599384,945835,253,145900,-2649805
2009:Q4,17065746,23217,5429794,1243347,1774617,2616994,-509,603063,120753,24996,19010,1164082,1197535,201562,644198,13189,974106,519956,287609,208227,19668112,918842,6126559,1506991,73046,80805,787592,44512,6529,19822,326633,446783,1508555,1573987,2882041,45732,144530,74528,100313,84515,245869,13677,1562379,947309,285,146277,-2602366
2010:Q1,17089023,25719,5442770,1225800,1838726,2665409,-1470,483770,134361,22204,11114,1176995,1220989,98272,634163,16768,1036429,507734,344160,205110,19754940,905837,6128082,1531871,73173,83844,720749,44206,7462,5701,360213,457148,1496322,1639261,2938014,31446,134694,71476,129453,82420,253305,14448,1616091,890799,312,138614,-2665917
2010:Q2,17533607,26615,5701647,1213539,1884564,2910219,-2056,435106,147221,26116,11701,1160511,1227059,89377,628374,14669,973990,532953,352705,199297,20226033,902186,6240095,1556737,69176,82996,762925,43575,13277,10613,370788,464266,1643127,1684047,3175849,34097,95389,83947,120092,75644,263381,12643,1480244,882570,302,158067,-2692426
2010:Q3,17619891,23715,5684397,1201278,1920354,2876372,-4472,442067,158478,21563,12110,1170820,1243990,90094,626000,23224,1009468,547306,380099,193028,20195101,902248,6264141,1581430,71601,82036,704229,42894,12091,10676,355585,445415,1574033,1716009,3154872,42514,103189,88475,146441,73462,245672,14595,1516236,904205,298,142754,-2575210
2010:Q4,17169346,25868,5629497,1189017,1925845,2854498,25567,422817,121762,19999,10855,1164105,1264895,115930,363455,17778,1009165,513790,294699,199804,18032809,907619,4373656,1606397,70940,97720,637555,29193,11015,44691,380809,421134,1523879,1703104,3149851,22399,-468,97038,148632,70386,246957,12451,1475288,860287,339,141936,-863462
2011:Q1,17255354,26242,5655852,1183755,1961571,2813523,-2948,380069,122323,18773,11347,1173249,1333695,75624,358666,21109,1102298,533627,271825,214754,18223536,912311,4352008,1618959,67116,107364,640402,42698,10875,43948,378118,434964,1510424,1739012,3135418,13908,89779,103334,108822,70261,239714,14058,1549973,876159,353,163557,-968181
2011:Q2,17471452,26723,5663590,1178493,2063375,2841061,-7393,390519,135013,17170,11875,1191143,1346101,78163,351593,21315,1126519,498122,289467,248603,18436086,916865,4239530,1631343,63728,119455,639585,47923,11948,39161,398051,445308,1540183,1847261,3166044,54875,172482,103106,109190,67925,231187,15608,1575836,879147,345,120000,-964634
2011:Q3,17867772,25473,5879129,1173230,1986862,3170031,3332,379456,164408,20168,11143,1201850,1357606,79803,369844,23272,996087,490735,279168,256175,19397605,937850,4445858,1643652,65874,118450,760063,44939,16687,33464,436066,504228,1745806,1761870,3487247,19047,340945,106253,153984,62829,256923,16205,1459105,856380,351,123529,-1529833
2011:Q4,17748037,25403,5959329,1167968,1959748,3131398,5989,350544,165665,14827,12263,1212302,1367277,74537,367724,20311,968317,445450,266161,232824,18696238,965908,4229563,1656054,72216,140267,703305,44219,11808,30651,415419,483877,1667167,1718882,3453331,51616,132976,104809,148492,63185,251914,12838,1364621,861979,389,110752,-948200
2012:Q1,17981943,27239,5963198,1180909,1996617,2936918,8945,342801,156272,34805,12993,1232306,1367079,72750,366764,34938,1079059,658884,281353,228113,18614306,960868,4233472,1696815,73533,35828,586816,49910,32402,31107,408418,478344,1555564,1757009,3255301,12189,138749,111875,150059,61932,248750,17680,1482878,1169468,378,64961,-632363
2012:Q2,18227639,29110,6147800,1193849,2014789,3035607,5528,372815,151125,35819,12878,1241563,1365483,73985,349488,30930,1006715,648470,280923,230762,19050091,959344,4455984,1737691,75804,36848,650242,45588,38798,33001,418888,488628,1611882,1772437,3354164,13109,157536,104376,135949,64388,234315,18658,1471369,1102253,390,68449,-822452
2012:Q3,18390335,29520,6125835,1206790,2015025,3006590,11882,371184,164627,35710,14066,1262067,1400909,71065,345094,50654,1055517,703248,294246,226306,18902697,961694,4375915,1778326,82412,35925,605687,54288,35245,35542,404567,489650,1560908,1774455,3329835,11906,169583,120504,139629,65501,228113,23555,1478088,1070600,391,70377,-512362
2012:Q4,18452578,26069,6207632,1219731,2018657,3000237,12077,329858,142181,35133,12451,1258861,1419194,69150,363800,41178,1022603,755360,293250,225156,18822396,976871,4197197,1818927,82942,35892,587199,43919,34039,34923,410040,499496,1588495,1764888,3320207,34184,171225,115215,152575,62514,221060,30063,1369941,1195891,515,74178,-369818
2013:Q1,18870727,27066,6311012,1230182,2027309,3110100,14200,342226,141148,35716,15058,1266390,1435523,66204,365294,36043,1134270,811991,273738,227257,19181645,982962,4134248,1866190,89478,37432,548980,52838,35540,38646,399937,513576,1614391,1774791,3433552,13635,206993,104749,167897,63524,210835,33369,1542734,1239985,515,74848,-310918
2013:Q2,19231587,28968,6423669,1240633,2133234,3338112,11044,400951,134068,35836,15335,1270883,1442106,69259,364375,37889,1000406,809684,261092,214043,19569307,993007,4014779,1913109,89900,39110,591627,67312,36895,40693,397789,525111,1754329,1883220,3659107,23734,209689,69618,167708,56625,208654,34335,1487462,1235304,448,69742,-337720
2013:Q3,19515051,27963,6550581,1251085,2170685,3451421,14835,385276,122545,34422,15101,1275410,1448401,68688,370992,22010,996261,818841,262418,228116,19751584,1007373,4069317,1959963,92708,38520,534309,63585,39540,39927,386577,520722,1823885,1921058,3772963,4157,223970,73205,166834,55425,205012,20241,1451200,1212669,458,67966,-236533
2013:Q4,19444551,29072,6611480,1261536,2016635,3532704,11729,366793,111104,33596,13780,1273857,1463703,62402,364115,18654,1046123,672150,264322,290796,19748410,1031845,4104569,2006989,98557,40452,513775,65021,38614,40437,379819,521698,1853432,1751191,3857591,20078,221158,61480,165627,53492,202968,23269,1464444,1129227,348,102329,-303859
2014:Q1,19662064,30052,6607217,1281013,2039958,3607696,12059,386022,109876,35393,13539,1305536,1483026,60241,381156,22521,1078667,669033,253832,285227,20254190,1034667,4163909,2072624,102663,41078,506678,70800,37604,45361,404608,549581,1845091,1775325,3930458,26305,322214,64658,152109,50427,205022,26520,1600065,1120420,348,105656,-592126
2014:Q2,19724312,31426,6602105,1300490,2051347,3562459,12628,409374,107460,30622,15857,1297501,1495459,59935,379081,23728,1117485,674544,261127,291684,20222955,1043038,4112010,2138435,103901,42502,503567,71595,37778,47024,380546,551540,1800892,1784089,3884713,29821,338759,65082,151430,54349,203456,26900,1589774,1155955,348,105451,-498643
2014:Q3,19923617,30767,6690953,1319967,2043095,3676129,14527,461597,117341,28237,16520,1314219,1497090,61029,381420,21833,1067135,647282,267465,267011,20547732,1045197,4244242,2204238,102085,42193,537002,73758,36131,46494,393361,562982,1837067,1776131,3993405,25902,359711,59045,149274,57320,223977,28359,1533081,1112701,348,103728,-624115
2014:Q4,20204001,30297,6987154,1339444,2003119,3722050,12304,495612,115101,28355,15096,1303821,1517612,59045,384397,20631,1040597,643414,223281,262671,20528665,1050011,4275600,2270156,110231,43334,564160,70678,47976,46229,377902,602128,1797556,1727821,4040864,11645,285308,54695,154660,61141,225039,26323,1488492,1092154,357,104204,-324663
2015:Q1,20455179,31407,7086762,1344615,2068135,3736573,17466,516163,129426,27588,15399,1311372,1549094,57981,393108,18804,1051861,632161,196125,271139,21069242,1052947,4521947,2339905,117595,41735,570081,75803,46801,49405,384408,649236,1785151,1797046,4057404,4147,300444,57964,164706,64185,238027,25524,1521605,1103356,357,99463,-614063
2015:Q2,20664635,32272,7326095,1349785,2150111,3800555,17059,490268,105083,29799,16312,1319248,1515183,52772,390672,19061,1001440,613372,175812,259736,21490243,1058027,4811272,2409762,117246,42374,556557,70045,54293,49970,402684,638498,1819790,1881807,4118093,24693,286895,55544,166255,63365,212447,27658,1404560,1126082,357,91969,-825608
2015:Q3,21273305,32052,7732076,1354956,2193894,4054188,15872,491381,112406,23317,15314,1326501,1518614,55427,394609,26562,947451,560400,168939,249345,22225047,1072158,5137606,2479692,116807,41628,598513,61205,47869,51142,425329,632895,1934276,1925299,4367931,23899,275276,50593,154161,59418,202520,27580,1389890,1075448,356,73555,-951743
2015:Q4,20797511,32021,7800441,1360127,2014383,4074645,15369,448138,108303,42669,15495,1313742,1489045,53716,363934,15293,920643,342352,147013,240182,21801816,1089448,4978606,2549629,124587,42526,594680,52308,66188,49224,416681,584066,1894196,1732272,4392060,41158,276120,47344,148156,64021,212347,27446,1345219,996562,694,76278,-1004304
2016:Q1,21058692,33205,7749221,1410468,2042889,4135555,14763,485498,127575,48969,14848,1336529,1536853,53951,379681,20716,889945,338765,208437,230824,22277620,1100541,5044206,2607195,128610,41560,633812,64063,78641,55756,438103,614540,1900289,1762650,4452939,25135,302497,61090,156127,63174,233666,27580,1388535,1018822,695,77394,-1218928
2016:Q2,21483763,34025,7940588,1460809,2059664,4163910,14258,519466,141254,47499,16319,1349026,1591074,51518,360877,23796,902199,329157,251162,227162,22657333,1116488,5248291,2664511,133451,41819,682266,70659,74045,57385,447777,647104,1899262,1777567,4494812,21923,297776,73566,164025,64921,222401,28170,1355707,1001808,780,70819,-1173570
2016:Q3,21712249,33060,8054819,1511151,2057493,4160569,13974,517737,113154,25895,16090,1374152,1598262,51777,358125,19528,905573,327350,329412,244128,22881387,1128037,5260140,2721892,142090,40711,633633,64009,51963,53652,448462,635715,1891337,1775557,4502953,56352,301146,74300,171543,65288,202317,31195,1301260,1146986,744,180105,-1169138
2016:Q4,22009568,31698,8355878,1561492,2004495,4220806,16058,504315,97294,23508,16847,1373006,1579349,55095,349118,21821,845908,323396,362358,267126,22942811,1146881,5372620,2779556,143679,42723,626654,62969,55200,54511,433794,616736,1926747,1710130,4597189,43461,260276,60266,150714,70694,191377,46332,1239061,1135458,614,175169,-933243
2017:Q1,21909098,33072,8133050,1587589,2058036,4176938,15303,511731,95884,23939,15371,1402439,1595776,46482,346147,20542,867712,325454,371512,282121,22981308,1150846,5393388,2883458,150050,40199,596418,55170,55349,55614,459973,616332,1880533,1766070,4569179,28565,287063,63466,124419,73252,181506,34943,1303663,1028200,668,182984,-1072209
2017:Q2,22024355,33494,8048776,1613686,2140736,4149901,14916,520336,99499,21934,16091,1438438,1623883,45444,350929,22008,899857,344064,350055,290308,23178838,1159955,5368868,2987330,154853,40890,593235,65775,52606,56141,464097,611036,1861468,1850901,4558398,25969,290910,63690,132236,77034,175845,35181,1347706,1019177,674,184863,-1154483
2017:Q3,22062281,33551,8207995,1639783,2034178,4089617,13858,484825,102443,24277,17292,1501935,1639959,51147,323108,26641,901037,334657,349330,286648,23242224,1190758,5504384,3089336,159757,40726,565174,72543,47172,55823,471719,616344,1831227,1742410,4512402,44287,235419,66209,134637,84432,167646,36469,1338307,1043435,662,190946,-1179943
2017:Q4,21380671,33479,7637312,1665881,1998499,4014681,14277,512897,111138,22782,17877,1481257,1650210,51540,340569,22327,832060,359654,320055,294176,23036661,1201550,5422845,3193335,169533,41891,538824,96623,45784,56496,452636,593734,1783096,1695037,4453229,36274,279457,66170,110962,82649,169306,35635,1269474,1045279,777,196065,-1655991
2018:Q1,21816140,35913,7864773,1689285,2014125,4078757,12258,489793,114101,21630,18063,1495097,1657798,50120,319079,23213,882795,363642,372362,313336,23572268,1213724,5743603,3241674,166217,40349,547172,96554,45133,58798,461443,608836,1842564,1711073,4522182,20067,259208,68811,104590,85346,162033,45247,1304918,1022238,928,199560,-1756128
2018:Q2,21765501,35764,7712443,1712690,2037191,4112058,13722,527791,103686,21490,18546,1511163,1654849,51137,297321,28219,894056,342701,370178,320496,23724201,1220139,5817786,3289517,174763,41170,522129,99378,46183,60785,463098,624150,1834408,1732854,4566864,29017,220769,66176,106972,86775,168612,47170,1311409,996305,802,196970,-1958700
2018:Q3,22005758,36611,7819636,1736094,2025115,4118521,14921,567597,106766,25109,19050,1537288,1675251,52199,275498,31210,903168,365021,383594,313109,23675949,1234133,5747592,3337501,184653,39574,534771,90253,49815,63180,466256,641139,1771635,1721659,4577165,29933,196409,60824,100972,87582,163860,55678,1311560,993969,777,215059,-1670191
2018:Q4,22509954,35378,8204964,1759499,1975931,4488201,15606,536437,94778,21396,17770,1522748,1629611,52093,274518,37579,794553,332927,383401,332564,24736285,1253794,6384704,3385615,186197,39361,502321,76226,46668,59418,476787,645212,2004962,1658834,4920882,-38053,241362,63233,95254,85736,195026,60140,1198303,973787,771,219745,-2226331
2019:Q1,23455354,36838,8895787,1785495,2039101,4340724,15247,612893,110424,21658,19194,1540996,1672736,54186,279913,38716,843543,357557,432006,358340,25879382,1255835,7103436,3426079,193666,38353,459061,93249,43389,65462,462922,633928,1899518,1725754,5132824,-22927,352412,65083,102940,89115,185478,64250,1259436,1022274,797,227048,-2424028
2019:Q2,23848121,36143,9166506,1811491,2143096,4269691,15846,627065,117330,25804,20335,1568010,1707090,53653,286768,21472,835554,381195,390243,370829,26506298,1263570,7396917,3466382,201499,39067,476285,94928,42524,66330,460371,645562,1910205,1829451,5300059,9923,242518,68495,115500,88658,186729,49992,1278255,1041336,793,230949,-2658177
2019:Q3,24091578,37017,9488700,1837488,2036992,4321355,15765,590633,111534,27728,19144,1587469,1746061,57593,276472,22487,822677,392527,336195,363741,26837639,1267815,7793779,3506612,199333,36816,474991,85883,46169,68920,462144,672329,1972281,1722164,5231593,-26345,279602,80745,135347,89714,186395,46030,1256706,1024756,770,223090,-2746060
2019:Q4,24277610,36896,9876566,1863484,1983934,4167604,16309,547661,78901,29114,18981,1603161,1748156,55312,279730,23276,833338,407839,372940,334408,27363378,1296486,8364938,3546999,196940,37911,464445,83722,43103,65208,474606,670747,1954989,1652499,5240294,19997,274085,81534,127333,91766,190764,50357,1234341,978203,887,221224,-3085768
2020:Q1,25086571,39417,9787392,1987644,2012322,4732717,26596,550294,116676,35228,19532,1602169,1820428,58618,288350,21344,740888,423796,472190,350970,28859276,1298281,8524777,3654108,177540,40922,678027,105931,45226,71799,460216,782651,2279469,1682645,5710106,-3989,318595,90258,150169,98118,199701,48271,1190594,998717,944,256200,-3772705
2020:Q2,24643005,38464,9215314,2075374,2215362,4422736,17379,472192,109339,37238,23713,1641425,1867864,56660,293012,22167,808774,437044,538272,350676,27976954,1322462,8032859,3817717,189084,46843,608979,86978,44260,78588,446496,753245,2021992,1712591,5508690,-35458,252321,122726,170034,102538,202052,40068,1236651,965851,912,248475,-3333949
2020:Q3,24706122,38054,9021260,2169454,2450044,4327932,17002,404683,102315,30279,22916,1686386,1878856,57466,293150,26416,855682,435917,552933,335377,28071575,1362983,8110592,4007737,201413,46293,655190,81816,37919,78051,460684,739204,1938932,1695865,5331284,-66123,278924,145815,186473,110508,195132,40016,1235791,951059,901,245117,-3365453
2020:Q4,24204382,36964,8812241,2277724,2402037,3940138,17541,368014,95297,27950,22843,1679466,1942610,63094,297354,28987,895653,441734,524033,330702,27884427,1377207,8172738,4120322,185510,47295,644464,77596,36609,77481,488417,778571,1763550,1629432,5000995,7129,286108,144286,189682,114819,203731,45060,1281035,974260,917,237213,-3680045
2021:Q1,24670692,39090,8810533,2365024,2341001,3906654,17826,420205,99020,24473,23798,1729202,1955876,55226,303543,34342,1088911,440974,673974,341020,28169907,1386267,8180929,4230167,185389,46300,627007,83171,42485,84258,456349,797293,1797502,1655127,5019049,-37533,299537,127511,199262,126498,183198,58685,1413535,974595,948,232377,-3499215
2021:Q2,24791386,38260,8635795,2502324,2288950,3735445,18047,446885,99663,24661,24826,1769417,1996840,50649,519554,26362,1110566,436792,717552,348798,28278068,1393402,8050282,4360326,156696,46881,628337,93127,43402,86631,460369,828492,1720100,1662079,4874539,-60928,347302,139206,174628,141928,318341,49771,1507379,1026325,930,228523,-3486682
2021:Q3,24990148,38238,8573368,2629624,2230325,3845191,16530,477286,98663,23815,27083,1832805,2007084,54808,488601,21759,1126790,472726,667621,357831,29106658,1417560,8314566,4467384,165330,47440,673954,86009,31669,89705,437975,844388,1801281,1692823,4985201,41325,349838,132020,173533,152645,299240,46707,1567315,1052894,885,234971,-4116510
2021:Q4,24605207,38434,8538560,2729424,2000490,3571344,19216,442882,102196,22785,25587,1824390,2053744,58645,494540,20216,1068442,476473,762726,355113,28798285,1432490,8426782,4565511,172881,48253,650061,76937,27543,84444,425604,874865,1745845,1539054,4797471,-2913,346849,133231,159182,157537,294823,48229,1491184,1060384,993,241046,-4193078
2022:Q1,25412110,40193,9007470,2888630,1963861,3519991,17674,484491,112892,24094,29210,1876651,2047386,60756,497158,25671,1155446,526901,754278,379357,30035016,1444453,8956497,4759783,153179,47593,778091,84805,29749,81481,477923,904858,1828895,1552796,4750038,22760,331197,165545,145456,172421,281980,55275,1635104,1114179,1020,259938,-4622907
2022:Q2,26208607,39390,9556025,3034546,1937710,3687228,17408,456961,140267,24061,32711,1905378,2006476,62426,540269,24236,1069010,563347,733968,377190,31326407,1466962,9517408,4964424,161269,49136,909680,98988,27685,82038,532207,934535,2049395,1548278,4950089,23367,338196,151848,120881,174467,285488,54959,1562107,1065984,986,256030,-5117800
2022:Q3,27291195,39403,10298343,3204608,1896161,3702464,17495,541559,168363,25471,30124,1957485,2011103,71338,531643,37146,1063283,632585,683970,378651,32302170,1492828,10218529,5173974,157979,49063,979521,114525,36295,75460,587629,985095,2067708,1515529,4966277,16063,300899,129994,113580,173733,289481,59455,1483644,1040696,989,273225,-5010976
2022:Q4,27324156,36961,10793255,3368868,1774599,3299280,-2219,484640,189348,25756,31923,1948860,1991586,76558,538677,23134,1043082,634262,690356,375230,32096226,1526452,10521808,5388684,153954,51890,890172,138063,32838,76564,574152,986930,1871452,1371785,4556877,33008,296110,131918,121732,175997,299178,52497,1440349,1154537,1062,248217,-4772070
2023:Q1,27761693,37982,10970911,3441832,1833241,3294744,-25794,479538,140650,25692,41771,2008352,2017895,70740,551327,25983,1112722,644248,712173,377686,32464774,1547672,10716631,5446403,168769,49708,789484,103980,35572,68324,588530,1013946,1813776,1432883,4615804,21480,319506,137281,118553,179878,299989,54335,1506361,1170758,1034,264117,-4703081
2023:Q2,28204213,37998,11230094,3471678,1811362,3258697,-59057,514074,156148,26216,62294,2041040,2051339,77956,556243,28143,1107810,653810,782978,395390,32608405,1564945,10891543,5474854,170469,53247,774576,105577,33741,69122,565834,1061251,1756150,1408222,4631163,22068,267627,130971,118264,183123,309983,54848,1501258,1194942,1013,263614,-4404192
2023:Q3,28921739,38687,11548859,3487759,1782723,3437961,-84639,670246,168129,48649,71646,2077630,2064492,89811,598631,26090,1083564,696499,740189,374813,33082157,1579651,10901101,5490208,162955,56007,841525,118945,38497,69880,551542,1106836,1865834,1380153,4777676,9306,287668,123953,124972,188396,326626,58298,1485406,1225993,1111,309618,-4160418
2023:Q4,28917792,39372,11662781,3518931,1608611,3193625,-116343,762454,157059,56471,84918,2102617,2129612,84568,613243,34183,1122685,710708,771170,381127,32922295,1615584,11251910,5516475,174824,53681,755323,109444,39965,69373,520767,1124923,1693845,1179012,4587596,-17645,296873,129623,126174,190264,345647,68121,1500509,1271824,1018,317166,-4004503
2024:Q1,28537729,40964,11410333,3539193,1630046,3024738,-138202,760489,162730,58872,86830,2138730,2161831,84990,595660,35370,1191359,659306,736699,357791,32428422,1641248,11039978,5545741,180895,51486,691986,110374,32441,76803,504637,1121598,1561678,1202171,4446749,-26128,285542,133701,113008,204887,356711,67927,1611783,1304891,1033,167282,-3890693
2024:Q2,28512655,41020,11297271,3571807,1639355,3015418,-160834,773923,159159,60592,76925,2167741,2151994,85578,593616,37237,1130631,759254,743092,368876,32479102,1663918,10958230,5573677,185687,56643,680595,113991,30586,77284,526030,1127569,1519064,1201995,4441076,12201,259904,141539,134382,204542,343972,64180,1555285,1293521,1050,312181,-3966447
2024:Q3,28418058,39431,11173392,3622713,1608912,2836176,-179662,745932,138889,66942,64638,2244293,2203524,75288,614756,39351,1175591,798778,768531,380583,32449039,1691938,10975290,5610903,196005,55284,619252,96735,34153,77460,532944,1151147,1401964,1172699,4315603,-53736,277474,159720,133381,217033,394118,70465,1664947,1342279,1128,310853,-4030981
2024:Q4,28738674,39530,11504142,3679364,1466113,2949651,-197618,793327,129949,67897,35662,2218552,2181885,86255,619860,42455,1127868,809002,809295,375485,32730312,1722159,11247462,5653098,192685,58576,725318,91468,33741,72400,534881,1171483,1420290,1000757,4416666,28624,220663,160775,129493,223961,403763,78793,1527142,1299159,1067,315889,-3991638
2025:Q1,29165798,42448,11555604,3726071,1519051,3087292,-204235,765579,149986,69814,33544,2265192,2183906,80014,630242,45605,1117528,817032,896759,384366,33314600,1741713,11334705,5689674,196883,58175,660679,114098,33008,78838,498438,1200097,1497904,1055213,4544685,3234,253672,198365,128194,238727,408995,76171,1615579,1367163,1099,319291,-4148802
