1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,124172,904,28772,0,60052,18866,249,1816,0,-1,28,6769,4153,250,1035,0,934,0,345,0,113186,5055,2612,2188,0,24562,1847,0,171,0,0,1224,21009,35354,18866,0,0,0,106,0,249,0,-57,0,0,0,10986
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,133833,1007,31927,0,62096,21026,666,2284,0,-12,53,7290,4428,361,1295,0,921,0,491,0,120045,5657,3171,2308,0,22866,2133,0,215,0,0,1467,21647,39109,21026,0,0,0,107,0,407,0,-67,0,0,0,13788
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q1,706450,3736,339420,0,214493,76061,288,16334,-1090,-66,1004,23922,16405,753,4034,0,569,0,10587,0,376488,20335,5390,6701,457,13840,6221,299,741,0,0,6321,36182,200754,76061,0,0,0,296,0,3628,0,-738,0,0,0,329961
1967:Q2,713668,3807,340800,0,218314,77923,398,15034,-1098,-67,1009,24441,17029,772,4139,0,560,0,10607,0,385013,20750,5239,6847,498,13773,6606,567,768,0,0,6358,37751,204365,77923,0,0,0,293,0,4022,0,-747,0,0,0,328655
1967:Q3,720525,3876,340096,0,222195,79630,411,17232,-1034,-67,1009,24979,17527,764,3553,0,548,0,9806,0,391086,21173,4716,7000,468,13854,7630,305,792,0,0,6385,36957,208366,79630,0,0,0,419,0,4146,0,-755,0,0,0,329439
1967:Q4,728716,3947,344657,0,225226,81284,556,14731,-942,-67,1013,25528,18050,813,2429,0,534,0,10957,0,401011,21599,7151,7152,452,12653,8420,187,812,0,0,6457,38924,212225,81284,0,0,0,392,0,4067,0,-764,0,0,0,327706
1968:Q1,745117,4031,347583,0,228214,85600,535,18549,-937,-66,1012,26101,18258,838,2920,9,518,0,11952,0,415089,22057,8714,7316,471,11274,8053,358,844,0,0,6571,43841,216527,85600,0,0,0,385,0,3891,-40,-773,0,0,0,330028
1968:Q2,749686,4121,344705,0,232026,88802,636,17656,-1138,-65,1012,26683,18676,945,3188,18,499,0,11922,0,417765,22525,5811,7487,464,11154,8709,652,845,0,0,6712,40649,220300,88802,0,0,0,376,0,4184,-124,-781,0,0,0,331921
1968:Q3,763206,4213,345719,0,236208,92361,594,20362,-1137,-65,1008,27305,18982,823,3942,31,481,0,12379,0,425415,23009,3481,7674,400,11185,10292,-259,872,0,0,6869,41157,224642,92361,0,0,0,339,0,4356,-173,-790,0,0,0,337791
1968:Q4,772848,4302,347003,0,240599,95711,893,19512,-1393,-66,1012,28021,19494,781,3271,44,474,0,13190,0,437562,23517,5927,7882,367,11273,9220,736,956,0,0,7035,41893,229017,95711,0,0,0,405,0,4686,-264,-799,0,0,0,335286
1969:Q1,794163,4390,352635,0,245069,100011,539,25038,-2729,-95,1012,28864,19705,884,3644,64,468,395,14269,0,451662,24122,5930,8114,324,11210,7191,984,1138,0,0,7244,46894,233530,100011,0,0,0,418,0,5201,-329,-809,490,0,0,342501
1969:Q2,809448,4478,357624,0,248999,104130,826,22403,-2840,-135,1015,29699,20237,903,5205,67,446,580,15811,0,468367,24664,5434,8372,302,11143,9543,731,1438,0,0,7457,51313,237642,104130,0,0,0,526,0,6117,-460,-818,833,0,0,341081
1969:Q3,838137,4568,363067,0,253351,108025,626,33398,-2990,-138,1015,30393,20512,1104,5405,64,427,964,18346,0,478896,25052,4898,8639,289,11263,6895,679,1710,0,0,7619,56138,242061,108025,0,0,0,613,0,5714,-579,-827,707,0,0,359241
1969:Q4,844940,4688,366606,0,257936,112080,1201,24610,-1465,-141,1025,31338,20921,1278,3837,76,417,414,20119,0,493185,25752,7034,8899,257,11143,7163,-41,1806,0,0,7855,58900,246652,112080,0,0,0,761,0,5455,-843,-837,1149,0,0,351755
1970:Q1,870364,4792,361716,7623,266792,115541,1026,30014,-3722,-145,1037,32187,21109,1476,5804,50,408,208,24448,0,516888,26393,7881,9169,256,12697,7064,607,1919,0,0,8052,65733,254708,115541,0,0,0,833,0,6205,-1133,-846,1810,0,0,353475
1970:Q2,892285,4899,373946,7763,273862,120249,1135,24642,-3404,-149,1053,33040,21671,1558,5679,45,398,160,25738,0,549127,27083,13636,9446,258,12633,7670,-21,1984,0,0,8246,78194,261778,120249,0,0,0,920,0,6341,-1324,-856,2890,0,0,343159
1970:Q3,893667,5008,369666,8105,281482,122025,1185,26211,-3845,-154,1064,33897,21957,1643,5313,53,397,216,19444,0,546546,27782,8550,9720,229,12514,5904,-560,2022,0,0,8439,73840,269661,122025,0,0,0,830,0,6330,-1540,-866,1666,0,0,347121
1970:Q4,898519,5118,367530,8581,288643,124386,1672,22894,-3290,-158,1084,34772,22366,1799,3147,42,392,1573,17968,0,556817,28452,9058,9979,217,11998,6491,-1407,2062,0,0,8631,71620,277207,124386,0,0,0,1528,0,6621,-1916,-875,2765,0,0,341702
1971:Q1,913757,5206,363981,9335,295325,130362,1172,27320,-4265,-167,1088,35635,22673,1699,6703,44,379,1165,16102,0,573076,29108,11322,11273,206,12096,9128,-812,1886,0,0,8842,68092,283879,130362,0,0,0,1485,0,7377,-2103,-885,1821,0,0,340680
1971:Q2,926477,5282,366027,9739,300614,137640,1128,24598,-5276,-175,1089,36472,23247,1657,7607,26,366,1575,14861,0,592953,29728,11633,12574,255,11722,11283,-1085,1723,0,0,9067,70656,289571,137640,0,0,0,1636,0,7825,-2418,-896,2040,0,0,333523
1971:Q3,951393,5356,366372,10424,306898,144768,933,29881,-4728,-185,1082,37354,23637,2046,9236,-233,343,3454,14755,0,612218,30348,14005,13890,325,11503,11059,-821,1956,0,0,9290,71092,296055,144768,0,0,0,1861,0,7877,-2620,-906,2536,0,0,339175
1971:Q4,960892,5436,365265,11476,313209,151487,1467,25455,-4423,-196,1083,38413,24246,1697,7963,-655,321,3578,15070,0,633400,30995,20177,15230,308,11583,11843,-780,2133,0,0,9499,69736,302366,151487,0,0,0,1681,0,8359,-2910,-916,2609,0,0,327492
1972:Q1,982903,5556,362532,12396,319980,158856,1180,30942,-1980,-203,1086,39519,24740,1863,9852,-1121,730,2629,14346,0,656663,31681,27791,16593,333,10868,12253,-238,1958,0,0,9732,68063,309680,158856,0,0,0,1719,0,8616,-3344,-677,2779,0,0,326240
1972:Q2,1003889,5701,364067,12681,326762,167303,1469,30865,-914,-211,1088,40736,25728,1897,11091,-1639,1144,2826,13295,0,683667,32384,30482,18185,335,11782,14849,-178,1815,0,0,9976,71169,315640,167303,0,0,0,1728,0,8968,-3861,-437,3527,0,0,320223
1972:Q3,1021052,5849,363468,13184,333704,175370,1383,33050,-1127,-217,1081,41998,26369,2231,11716,-2213,1571,2830,10805,0,703101,33117,30872,19782,290,11771,13267,-144,1889,0,0,10220,72582,322582,175370,0,0,0,1751,0,9179,-4103,-198,4875,0,0,317950
1972:Q4,1033447,5976,359193,14160,340285,182075,1469,32517,843,-223,1084,43317,26854,2102,11411,-2743,1978,2643,10506,0,739097,33898,50478,21361,206,11878,14796,502,2143,0,0,10451,69605,329163,182075,0,0,0,1362,0,9734,-4727,41,6131,0,0,294351
1973:Q1,1057423,6087,366307,15128,347955,182791,1571,36879,759,-225,1122,44513,27549,2819,12666,-2574,2154,3212,8710,0,781711,34647,70453,23484,208,11755,15368,493,2261,0,0,10673,76753,336833,182791,0,0,0,1664,0,9739,-5053,280,9362,0,0,275712
1973:Q2,1081020,6185,374417,15261,354014,183649,1530,39897,971,-228,1162,45706,28315,2457,13786,-2557,2334,3401,10720,0,804264,35411,70588,24292,215,11941,18175,523,2211,0,0,10886,85112,342892,183649,0,0,0,1711,0,10311,-5797,519,11625,0,0,276755
1973:Q3,1090833,6278,370385,15888,361714,181165,1914,43066,968,-242,1181,46902,28694,3139,14169,-3253,2531,4695,11639,0,802638,36176,66157,25045,235,11801,13209,729,2247,0,0,11097,80460,350592,181165,0,0,0,2309,0,10067,-6762,758,17352,0,0,288195
1973:Q4,1121249,6376,382332,17447,370125,183403,2721,40123,1307,-255,1212,48216,29299,3513,15458,-3272,2743,4719,15782,0,844758,36934,78892,25603,178,13329,18347,592,2221,0,0,11310,92435,357846,183403,0,0,0,2349,0,11197,-7279,997,16404,0,0,276491
1974:Q1,1145695,6530,384206,18524,377894,189426,1909,44661,957,-256,1315,49374,29744,3165,17107,-2684,2962,4436,16425,0,856450,37667,75704,25982,118,12990,14498,526,2277,0,0,11601,94173,365927,189426,9,0,0,2108,0,11755,-7639,1235,18093,0,0,289245
1974:Q2,1169701,6715,393194,19382,382780,197457,1976,39757,1078,-258,1423,50553,30578,2976,16343,-866,3164,3893,19556,0,875951,38384,71911,26195,144,13141,13657,505,2230,0,0,11928,104417,370813,197457,2,0,0,1435,0,11496,-7518,1474,18281,0,0,293750
1974:Q3,1216585,6908,413556,20985,391070,208430,2164,42266,758,-257,1510,51726,31142,2814,15539,-240,3376,1123,23716,0,918305,39103,82497,26322,176,13128,8736,359,2088,0,0,12278,124059,379103,208430,2,0,0,1745,0,10463,-7190,1712,15294,0,0,298280
1974:Q4,1212472,7086,408955,23025,400424,213401,2517,27347,690,-255,1607,52849,31910,2502,11359,-82,3595,1641,23901,0,972346,39837,125880,26440,124,15245,9576,-25,2005,0,0,12637,120141,386649,213401,2,0,0,533,0,8975,-7103,1950,16079,0,0,240126
1975:Q1,1507693,7258,677175,23806,408308,216751,1774,30977,1506,-260,1629,54271,32456,2609,12909,-91,3321,1405,31889,0,1070913,40699,219591,26610,109,15142,10048,101,2171,0,0,13029,110530,394746,216751,0,0,0,462,0,8360,-5877,2038,16404,0,0,436780
1975:Q2,1508770,7431,674787,23807,411889,219622,1962,30806,1668,-267,1642,55689,33383,3516,9503,-273,3082,2741,27782,0,1063010,41563,213185,26689,94,15085,8055,643,2352,0,0,13474,99330,398393,219622,50,0,0,886,0,8175,-4846,2127,18132,0,0,445760
1975:Q3,1555593,7596,689613,24202,420308,229525,1858,40880,2035,-249,1631,57275,34108,3281,14176,-365,2955,3773,22991,0,1098697,42562,206747,26843,92,14906,16934,175,2466,0,0,13898,109085,406987,229525,66,0,0,1791,0,8026,-3680,2215,20059,0,0,456896
1975:Q4,1552532,7744,674242,26055,427830,234407,2306,37897,1955,-232,1634,59203,35136,3589,13870,-457,2820,3446,21087,0,1118260,43806,211855,27243,52,15300,18802,244,2588,0,0,14230,105210,414606,234407,51,0,0,1496,0,7558,-2819,2302,20628,0,700,434272
1976:Q1,1588147,7902,694023,25764,436570,229505,2085,40841,2158,-170,1663,61480,35888,3479,15274,-260,5953,4473,21519,0,1119329,45136,209498,28039,11,15219,21182,69,2443,0,0,14588,96764,423410,229505,92,0,0,1287,0,7577,-2535,4872,21472,0,700,468817
1976:Q2,1606829,8045,704260,25888,439242,226420,1912,43054,1501,-118,1696,64135,37164,3168,16777,-252,6165,5692,22080,0,1134418,46621,221649,29151,114,15146,19900,-244,2321,0,0,14915,98547,426194,226420,92,0,0,884,0,7454,-2259,4432,22381,0,700,472411
1976:Q3,1643326,8196,722764,26346,448420,224935,2335,49253,1526,-116,1718,66940,38084,3583,18006,-326,5932,6106,19624,0,1158859,48164,229051,30403,165,15486,18508,-48,2432,0,0,15243,104821,435231,224935,145,0,0,1084,0,6967,-1971,4393,23050,0,800,484467
1976:Q4,1628434,8375,707815,27301,456474,224109,2364,37759,1450,-115,1759,69698,38934,3874,17754,-212,6180,6836,18079,0,1175169,49675,230851,31621,141,15780,16791,-224,2493,0,0,15600,109912,443026,224109,24,0,0,1023,0,6878,-1679,4505,23842,0,800,453265
1977:Q1,1689005,8582,730115,27590,465824,232489,1785,43070,1821,-93,1942,72695,39992,4169,19707,-174,6579,7635,25277,0,1214054,51407,231616,32949,145,15718,20222,-457,2525,0,0,16161,121771,452412,232489,139,0,0,956,0,6557,-1567,5215,24996,0,800,474950
1977:Q2,1716928,8818,730861,26631,473726,235974,2033,49746,1143,-75,2123,75832,41099,4465,19146,-293,8222,7770,29707,0,1231710,53295,230517,34406,76,15649,23736,-507,2496,0,0,16733,120471,460425,235974,149,0,0,1344,0,6663,-1502,5472,25414,0,900,485218
1977:Q3,1758515,9060,751969,26838,475596,241821,2364,54607,1569,-125,2296,79087,42251,4172,21565,-264,7796,7785,30128,0,1258465,55213,237689,35913,6,15563,23078,-589,2501,0,0,17301,128368,462406,241821,236,0,0,1370,0,7523,-1392,4732,25826,0,900,500050
1977:Q4,1769920,9284,752538,27248,483612,245798,2536,46876,2018,-195,2482,82379,43453,4229,19825,-263,6018,8964,33118,0,1291679,57037,259686,37391,-13,15346,21055,-818,2505,0,0,17841,127422,470644,245798,147,0,0,1996,0,7502,-1247,2711,25776,0,900,478241
1978:Q1,1834313,9534,780045,28779,494934,252584,2124,56380,2466,-197,2562,85791,44610,3974,21087,-273,7325,8954,33634,0,1343710,58821,275677,38845,-16,15179,23629,-303,2784,232,0,18295,134949,481966,252584,337,0,0,2518,0,7191,-1218,4590,26750,0,900,490603
1978:Q2,1866757,9790,778208,29376,504821,254460,2462,65410,3391,-199,2633,89356,45764,4402,21183,-360,8503,7001,40556,0,1341931,60553,265861,40309,33,15296,26246,-26,3182,783,0,18771,124448,491865,254460,275,0,0,2421,0,7608,-1178,4569,26228,0,228,524826
1978:Q3,1902677,10059,788728,29553,508364,257011,2579,72359,4756,-215,2668,92988,46941,4993,26213,-392,9593,6525,39954,0,1361674,62293,272560,41782,108,15326,33983,530,3394,1240,0,19267,116025,495396,257011,269,0,0,2624,0,8982,-1135,5388,26402,0,230,541003
1978:Q4,1958177,10349,808532,30488,518094,263499,3470,72288,4496,-232,2683,96635,48155,5489,30485,-326,9520,5932,48620,0,1423740,64095,303534,43261,131,15858,33286,317,3559,1795,0,19835,124142,505123,263499,1212,0,0,2442,0,9860,-1099,5000,27656,0,234,534437
1979:Q1,2024571,10665,838729,32477,529855,270083,2597,78753,5980,-239,2766,100405,49436,5459,30738,-354,8403,5900,52918,0,1445978,65976,306728,44750,191,15359,32253,337,3949,2146,0,20476,121727,517076,270083,483,0,0,2759,0,9558,-1081,4123,28850,0,235,578593
1979:Q2,2068196,11010,848117,32887,540317,276381,2810,85695,4022,-246,2831,104214,50789,5852,35280,-451,9846,2796,56046,0,1475227,67896,310331,46260,229,15871,34047,289,4311,2522,0,21191,119996,527194,276381,612,0,0,2300,0,11171,-1065,5515,29924,0,252,592969
1979:Q3,2120497,11360,872982,33693,542900,283897,3090,83292,4114,-254,2857,108067,52111,5406,42955,-337,11688,3019,59657,0,1496089,69849,332412,47770,272,16761,23766,394,4566,2977,0,21919,110141,529872,283897,770,0,0,2332,0,13643,-1049,4749,30313,0,734,624408
1979:Q4,2169309,11692,897035,37425,552947,293532,4112,78095,3635,-262,2828,111960,53262,6575,40863,-460,12692,4994,58384,0,1544627,71830,358496,49258,188,16017,19887,374,4849,3592,0,22603,113144,539975,293532,767,0,0,2856,0,12497,-1036,4574,30179,0,1045,624683
1980:Q1,2257881,12003,951901,38986,566695,295501,2728,85148,4683,31,4641,115941,54089,6645,42918,-357,11322,2379,62627,0,1580198,73951,349445,49807,209,16725,26588,361,5243,4773,0,23245,128427,552555,295519,483,0,0,2912,0,10050,-1019,9149,30593,0,1181,677684
1980:Q2,2304485,12288,978674,41439,577246,289518,3890,80940,3008,696,4656,119356,54575,7321,58527,-303,14522,3487,54645,0,1598527,75590,351686,48859,154,17313,25205,3761,5632,5643,0,23843,125488,563056,289553,1346,0,0,2886,0,14081,-1001,12544,31577,0,1311,705958
1980:Q3,2357195,12587,1026290,42702,578305,287932,2568,81600,3092,1389,3777,122646,55119,8309,57530,-238,16433,4379,52775,0,1646521,77200,391096,49277,128,17662,25296,4217,6059,6061,0,24460,125050,563869,287985,1011,0,0,3236,0,15003,-982,15445,32807,0,1641,710674
1980:Q4,2381409,12939,1025248,44203,588103,287731,3129,81174,3385,1880,4480,126344,56007,8635,59136,-265,20352,3791,55137,0,1685093,78906,401437,53926,122,17204,30589,4982,6609,7031,0,25157,127673,574425,287801,754,0,0,4106,0,12503,-964,14571,36420,0,1840,696316
1981:Q1,2521424,13358,1135097,42822,601956,299062,2619,84159,3828,2221,4331,129493,57560,9051,64316,-292,17342,3314,51187,0,1804574,80908,478467,58242,221,17028,34684,5432,7411,6439,0,25889,131342,587984,299150,-1486,0,0,5485,0,16455,-956,14755,35043,0,2081,716850
1981:Q2,2563404,13859,1140923,41457,613175,308238,3233,89804,3379,2474,3869,132551,59567,8955,66087,-282,20168,3762,52185,0,1851806,82967,479423,62371,270,18371,39492,5764,8381,5920,0,26596,142052,598953,308343,484,0,0,3524,0,15328,-946,16705,35501,0,2308,711597
1981:Q3,2639134,14345,1193643,42032,612876,323051,3646,85478,4232,2638,4705,135470,61697,9257,67427,-296,18526,6896,53511,0,1911389,84927,492914,65869,332,18062,37475,7200,9178,6805,0,27436,164454,598406,323174,400,0,0,3936,0,15986,-939,13616,39653,0,2505,727744
1981:Q4,2648957,14722,1190929,42896,623456,329462,3763,73699,4960,2719,4646,138052,63508,10079,68983,-298,22043,5114,50224,0,1959228,86791,523794,69045,205,18423,32322,7737,9462,6183,0,28567,156678,608987,329603,1078,0,0,4747,0,14328,-933,17382,41953,0,2876,689729
1982:Q1,2737809,15001,1233016,50009,638118,341986,2918,75945,5649,2620,4249,140277,65150,9970,72811,-258,18077,6335,55936,0,2205793,88241,727271,66791,188,18639,44320,9328,9042,5167,3600,30708,150750,623400,342157,390,0,0,4970,0,17014,-947,16676,45219,0,2869,532016
1982:Q2,2794618,15194,1228838,56919,649332,352288,2850,92066,7358,2251,4334,142407,66621,10751,74251,-230,20055,4151,65183,0,2247096,89558,729163,64894,172,18838,55827,9603,7860,6421,3600,32471,148827,634365,352490,1436,0,0,4807,0,18570,-970,18031,49256,0,1876,547522
1982:Q3,2794273,15349,1229489,63908,649060,356046,2811,69511,6481,1981,4290,144556,68243,7390,77812,-195,28365,9888,59288,0,2257619,91108,749071,63432,245,19752,55967,9910,6688,6264,3600,34391,127580,633694,356279,2104,0,0,2241,0,18756,-986,25608,48743,0,3173,536654
1982:Q4,2775949,15515,1204736,71472,660098,358708,3719,48750,5798,2181,3954,149408,70248,12060,76502,-165,24144,6929,61893,0,2279419,95310,755925,61727,196,19713,57594,12092,6298,5882,3452,36234,117531,644332,358972,1291,0,0,5668,0,16694,-1008,26555,51804,0,3158,496530
1983:Q1,2836566,15665,1200369,74238,675220,357263,2666,69199,5915,2525,4197,151864,72346,13088,79856,-150,31831,5607,74868,0,2318815,98409,774746,62177,145,19792,67004,8333,6314,5829,3452,37520,105067,659464,357562,380,204,0,6234,0,20653,-995,30366,53271,0,2888,517751
1983:Q2,2855087,15810,1189341,77655,686052,351113,2874,79323,5179,3482,4324,153986,74624,13800,82095,-134,36961,4904,73698,0,2324555,102174,781051,61813,429,19654,67523,7573,7155,4576,3452,39690,91494,670303,351464,363,223,0,6617,0,20681,-984,30946,55422,0,2936,530532
1983:Q3,2920370,15950,1225043,80665,685063,359390,3217,85945,6106,4396,4399,157311,76974,14563,82001,-129,38749,7697,73029,0,2369367,106790,780697,62155,530,20174,70979,8747,7960,5844,3452,42556,108955,669317,359812,95,225,0,6434,0,20328,-984,33285,58762,0,3255,551002
1983:Q4,2964316,16099,1224049,84094,695526,365546,3537,86816,6230,4714,4266,162152,79296,14503,87132,-112,38322,8862,83284,0,2405520,111538,777308,63966,294,20599,67630,8509,7977,6207,2039,43951,128780,679787,366055,541,277,0,6748,0,17227,-970,31100,62106,0,3852,558795
1984:Q1,3099796,15949,1330030,87251,711899,372119,3215,77887,6685,4949,4315,165719,82626,14952,89631,-200,35783,15429,81557,0,2518796,106420,790444,70692,443,20611,97081,9637,7737,5913,2039,44061,179395,696170,372593,474,201,0,7716,0,7024,-1699,30999,67032,0,3813,581000
1984:Q2,3209960,15600,1393662,87669,722940,374989,3291,83579,6238,4626,4576,169271,86548,16139,93059,-282,39274,8660,100121,0,2632767,109020,839557,69382,1320,21348,100383,10106,6790,6002,2039,45649,218068,707222,375428,792,201,0,8094,0,6524,-2415,33199,70412,0,3646,577193
1984:Q3,3267469,15255,1420223,91000,723026,370247,3313,107951,8134,4217,4495,172721,90483,15541,94502,-363,42212,12222,92290,0,2701175,111439,896953,67533,2166,24176,119416,12381,5719,5702,2039,46684,203479,707311,370669,539,199,0,8952,0,6342,-3127,36706,70649,0,5247,566295
1984:Q4,3226519,15108,1350830,93673,733127,375544,3922,112882,7869,4297,5125,176426,93469,16843,96579,-460,42293,8894,90098,0,2726362,114184,910681,65625,1698,24237,125804,11451,5214,5769,1978,50607,193957,717413,375913,423,469,0,9529,0,1769,-3634,34404,74239,0,4632,500157
1985:Q1,3357742,15071,1420251,99651,740071,379328,3183,119092,9074,4431,5047,180736,97137,19167,100479,-523,49152,9488,106908,0,2786418,116225,945081,66995,1277,23983,131671,11276,4766,6494,1978,51079,192085,724360,379714,-574,361,0,9404,0,3843,-3672,37044,77903,0,5126,571325
1985:Q2,3419614,15180,1436885,103927,750804,381892,3043,132564,7707,4990,4555,189746,100975,18092,105399,-594,51568,9562,103319,0,2820255,122968,947845,68351,1692,23750,136821,9556,4686,6547,1978,53150,186304,735095,382296,1300,215,0,9422,0,3972,-3743,43125,80254,0,4671,599360
1985:Q3,3590123,15279,1523406,118297,751600,395801,3126,133854,12094,5526,4448,202424,103176,27051,107633,-664,53955,9740,123377,0,2925093,133392,989558,70414,2847,24130,135172,11302,4675,7620,1978,54186,222028,735892,396241,377,201,0,7785,0,5791,-3813,40858,80561,0,3897,665031
1985:Q4,3629038,15209,1385999,122822,752913,382806,3922,137450,5466,5594,5200,213856,238552,18391,113018,-636,80175,8078,140223,0,3017122,145234,1039310,70633,7689,23843,136097,7400,4443,7167,-377,56133,238405,737105,383296,2159,1473,0,3920,0,3991,-4716,64272,86139,0,3506,611916
1986:Q1,3615878,14968,1334426,126175,773540,377391,2698,142850,6762,5203,5072,223197,247490,17136,112235,-657,79140,18462,129790,0,3003001,149386,1033254,73217,7946,23515,133098,9460,4011,7995,-377,55540,202705,757732,377980,1999,2098,0,4444,0,4742,-5968,71137,85164,0,3923,612877
1986:Q2,3639197,14548,1324415,127097,785747,376002,2754,145020,5684,4389,4746,233125,250143,19466,110848,-552,83763,13176,138825,0,3016454,154172,1019504,76099,9176,23243,133778,8796,3400,9016,-377,58360,213496,769845,376682,2437,2631,0,514,0,3924,-7173,72664,82241,0,4026,622743
1986:Q3,3799727,14129,1425835,128549,791992,391082,2749,153040,7537,3499,5547,244763,251760,20257,117739,-657,80818,13339,147748,0,3176054,160129,1083450,79486,9990,23737,137711,11281,2797,9357,-377,61029,275763,775890,391753,2462,3115,0,1437,30,8213,-8282,57242,85798,0,4043,623673
1986:Q4,3761343,13885,1373775,131304,794312,381535,2802,147725,6847,2871,5665,257140,257483,22483,116328,-1349,82320,14248,151969,0,3256622,165650,1117201,82192,9382,23816,138830,10725,2380,10340,-3392,62918,304132,778230,382237,3570,4323,0,5823,30,6234,-9044,67325,89012,0,4709,504721
1987:Q1,3745107,13856,1301649,126841,812806,351515,2649,176698,8578,2456,5844,267595,273799,25891,115906,-1512,93068,14576,152893,0,3246781,173200,1133629,83212,9245,22991,158461,12007,2090,12187,-3392,65942,233604,796707,352285,4133,5231,0,7649,30,7375,-10638,83040,93210,0,4582,498326
1987:Q2,3779859,14196,1293714,126297,822402,348857,2981,178677,7991,2136,5754,278860,283623,27215,119870,-1754,87823,14184,167033,0,3264466,180250,1146852,82996,9655,22330,149639,11474,1887,12083,-3392,69535,232967,806315,349622,3909,4081,0,9091,30,6724,-11994,82065,94318,0,4029,515393
1987:Q3,3789383,14506,1266852,124144,824935,345682,2951,186820,10073,1914,6644,289400,299263,26771,116024,-1937,99824,14941,160576,0,3331091,186870,1161750,83286,10538,25806,152854,14198,1785,12079,-3392,73919,247491,807880,346301,3790,5386,0,8668,30,9699,-13483,92653,98207,0,4776,458292
1987:Q4,4095229,15407,1461251,124862,826273,394331,3626,172235,10197,1794,6943,301919,322174,25343,148006,-2245,84712,16054,182346,0,3649688,195035,1248504,84712,13261,26003,170065,13863,1815,8058,-3435,76634,424051,809011,394902,4076,5753,0,12696,30,12356,-15072,62512,99269,0,5589,445540
1988:Q1,4208159,15270,1513624,129207,846661,389946,3326,180202,13051,1822,6919,310584,324549,25196,169763,-2222,80348,15586,184327,0,3750494,199654,1292578,88553,6518,24209,176464,17283,2021,10158,-3435,81702,440994,828817,390473,6925,6256,0,12853,30,12991,-15687,66224,99876,0,5037,457665
1988:Q2,4288910,15325,1510100,133552,856607,391152,3758,193615,12831,2023,6728,317990,330029,25642,174280,-2260,94211,18706,204622,0,3836215,203935,1313174,92590,7227,24372,194776,16899,2430,9263,-3435,83509,447545,837719,391635,5509,6369,0,13753,30,15587,-16251,80941,101227,0,7411,452695
1988:Q3,4376444,15486,1562489,137898,859800,398239,4261,203095,14268,2273,8019,325069,328000,28205,169354,-2133,84169,20685,217267,0,3937011,209288,1352728,96219,6829,24532,207429,17940,2883,10717,-3435,83406,486764,840137,398751,7303,5478,0,15501,30,14586,-17027,65838,101722,0,9393,439433
1988:Q4,4538319,15835,1664730,142243,860978,402685,4709,219002,14664,2447,7704,333098,332820,25810,168197,-1971,90704,21821,232843,0,4190539,215520,1546186,99758,7424,25479,219822,18638,3177,8464,-6290,85161,510278,839078,404802,5410,5457,0,20215,30,15098,-17785,70704,103602,0,10311,347780
