date,FU716000105.Q,FU715013005.Q,FU714090005.Q,FU714010005.Q,FU713022003.Q,FU713068705.Q,FU713068703.Q,FU763069143.Q,FU713068725.Q,FU713068763.Q,FU713068753.Q,FU713011515.Q,FU713091103.Q,FU713012003.Q,FU713011405.Q,FU712051005.Q,FU714022005.Q,FU713069603.Q,FU713061103.Q,FU713061113.Q,FU713061125.Q,FU713061705.Q,FU713061903.Q,FU713061703.Q,FU713011525.Q,FU713068005.Q,FU713068813.Q,FU713068665.Q,FU713068863.Q,FU713068505.Q,FU713064103.Q,FU713090005.Q,FU713011203.Q,FU713014003.Q,FU713093005.Q,FU714194005.Q,FU714190005.Q,FU713113003.Q,FU713120005.Q,FU713123005.Q,FU713123023.Q,FU713123030.Q,FU713123043.Q,FU713124005.Q,FU713129005.Q,FU713122605.Q,FU713125005.Q,FU703025005.Q,FU712151003.Q,FU712151103.Q,FU712151115.Q,FU713193005.Q,FU713164005.Q,FU313094213.Q,FU713164003.Q,FU717005005.Q
1968:Q1,2,5,-788,110,-1139,1249,1249,0,0,0,0,0,0,0,3,-63,540,25,515,186,329,0,0,0,0,0,0,0,0,0,0,-1379,-1498,0,120,-1259,-1273,140,-1392,-371,-213,-158,0,0,0,52,-1392,319,0,0,0,-21,14,0,14,-474
1968:Q2,3,5,2008,-504,594,-1098,-1098,0,0,0,0,0,0,0,-4,-134,2769,34,2735,2219,516,0,0,0,0,0,0,0,0,0,0,-120,-117,0,-3,1601,1596,230,1265,-184,-293,109,0,0,0,-17,2526,-1060,0,0,0,101,5,0,5,-409
1968:Q3,5,5,1462,1105,-168,1273,1273,0,0,0,0,0,0,0,-1,237,90,-85,175,414,-239,0,0,0,0,0,0,0,0,0,0,31,0,0,31,1478,1476,951,567,-88,-41,-47,0,0,0,-28,-787,1470,0,0,0,-42,2,0,2,17
1968:Q4,3,5,1255,335,1712,-1377,-1377,0,0,0,0,0,0,0,4,288,541,9,532,-38,570,0,0,0,0,0,0,0,0,0,0,88,0,0,88,1956,1945,-554,2200,-426,-102,-324,0,0,0,74,2017,535,0,0,0,299,11,0,11,700
1969:Q1,8,6,-1573,-639,-1448,809,809,0,0,0,0,0,0,0,-0,35,-906,16,-927,-1173,246,5,0,5,0,0,0,0,0,0,0,-63,0,0,-63,-1842,-1853,207,-1706,-181,20,-201,0,0,0,-73,-747,-705,0,0,0,-354,11,0,11,-267
1969:Q2,9,6,1346,-510,-562,52,52,0,0,0,0,0,0,0,-1,-123,2047,-33,2085,1883,202,-5,0,-5,0,0,0,0,0,0,0,-67,0,0,-67,1202,1184,-1258,2155,674,-82,756,0,0,0,15,1708,-242,0,0,0,287,18,0,18,-141
1969:Q3,9,6,1554,1318,841,477,477,0,0,0,0,0,0,0,3,221,-108,19,-163,-317,154,36,0,36,0,0,0,0,0,0,0,120,0,0,120,1842,1835,1700,335,-6,49,-55,0,0,0,-9,-342,692,0,0,0,-200,7,0,7,291
1969:Q4,7,6,2306,-216,1127,-1343,-1343,0,0,0,0,0,0,0,-5,-543,3190,4,3222,3116,106,-36,0,-36,0,0,0,0,0,0,0,-120,0,0,-120,2712,2709,-423,2557,84,-25,109,0,0,0,-33,2136,370,0,0,0,575,3,0,3,407
1970:Q1,2,7,-213,168,-1203,1371,1371,0,0,0,0,0,0,0,1,-416,-1521,12,-1576,-1368,-208,43,0,43,0,0,0,0,0,0,0,1555,1000,400,155,-894,-906,483,-1214,91,-76,167,0,0,0,79,-1004,-380,0,0,0,-175,12,0,12,-686
1970:Q2,3,7,667,-899,325,-1224,-1224,0,0,0,0,0,0,0,-9,-411,2049,-44,2136,1510,626,-43,0,-43,0,0,0,0,0,0,0,-64,0,0,-64,586,582,-577,1050,-616,-142,-474,0,0,0,-46,1562,150,0,0,0,109,4,0,4,-85
1970:Q3,-0,7,2548,274,-249,523,523,0,0,0,0,0,0,0,14,-17,2396,55,2261,1703,558,80,0,80,0,0,0,0,0,0,0,-119,-250,0,131,2555,2549,1947,552,241,8,233,0,0,0,-45,186,170,0,0,0,50,6,0,6,0
1970:Q4,2,7,2717,1430,1948,-518,-518,0,0,0,0,0,0,0,-20,-235,2057,-30,2167,1855,312,-80,0,-80,0,0,0,0,0,0,0,-516,-385,0,-131,2816,2805,212,2106,-98,-16,-82,0,0,0,-19,2436,-213,0,0,0,487,11,0,11,95
1971:Q1,-18,12,518,-1655,-1711,56,56,0,0,0,0,0,0,0,-20,161,1934,31,1718,-327,2045,185,0,185,0,0,0,0,0,0,0,99,0,0,99,199,184,1782,-1098,-246,52,-298,0,0,0,58,-1093,183,0,0,0,-500,15,0,15,-349
1971:Q2,-18,13,832,54,-1,55,55,0,0,0,0,0,0,0,22,333,797,-76,1058,2291,-1233,-185,0,-185,0,0,0,0,0,0,0,-374,-400,0,26,880,868,-1382,2294,387,-29,416,0,0,0,-32,1535,404,0,0,0,-44,12,0,12,18
1971:Q3,-19,13,1825,-86,-22,-64,-64,0,0,0,0,0,0,0,-4,262,1872,29,1744,1655,89,99,0,99,0,0,0,0,0,0,0,-219,-200,0,-19,1765,1760,874,1081,768,21,747,0,0,0,1,-154,466,0,0,0,-195,5,0,5,-91
1971:Q4,-17,13,4871,1473,1816,-343,-343,0,0,0,0,0,0,0,1,558,2759,39,2334,572,1762,386,0,386,0,0,0,0,0,0,0,80,0,0,80,5136,5128,2364,2230,-12,-11,-1,0,0,0,92,2709,-559,0,0,0,534,8,0,8,235
1972:Q1,21,10,-1641,-679,-1670,991,991,0,0,0,0,0,0,0,-1,-433,187,-61,-25,-480,455,273,0,273,0,0,0,0,0,0,0,-716,-544,0,-172,-1876,-1895,683,-2291,-1154,-51,-1103,0,0,0,-190,-1456,509,0,0,0,-287,19,0,19,-224
1972:Q2,21,10,1620,-274,626,-900,-900,0,0,0,0,0,0,0,-1,-294,2097,4,1785,1582,203,308,0,308,0,0,0,0,0,0,0,92,0,0,92,1515,1504,-989,2204,543,-62,605,0,0,0,23,2889,-1251,0,0,0,289,11,0,11,-95
1972:Q3,23,11,-1372,1155,443,712,712,0,0,0,0,0,0,0,-5,-374,-2137,-13,-2079,-1598,-481,-45,0,-45,0,0,0,0,0,0,0,-11,0,0,-11,-1150,-1156,-790,-280,-486,-4,-482,0,0,0,-69,-1766,2041,0,0,0,-86,6,0,6,234
1972:Q4,25,11,2708,1371,232,1139,1139,0,0,0,0,0,0,0,5,-256,1481,60,1131,4,1127,290,0,290,0,0,0,0,0,0,0,107,0,0,107,2992,2977,-1045,3936,-9,-2,-7,0,0,0,140,3979,-174,0,0,0,86,15,0,15,298
1973:Q1,24,13,1957,-1806,-1853,47,47,0,0,0,0,0,0,0,-2,-170,4058,74,3976,3097,879,8,0,8,0,0,0,0,0,0,0,-123,0,0,-123,1546,1532,1226,204,1578,51,1527,0,0,0,73,-1688,241,0,0,0,102,14,0,14,-400
1973:Q2,29,14,1045,-331,-73,-258,-258,0,0,0,0,0,0,0,-13,13,1190,-78,1168,1486,-318,100,0,100,0,0,0,0,0,0,0,186,0,0,186,1017,1004,-2055,3100,630,-27,657,0,0,0,-5,3698,-1223,0,0,0,-41,13,0,13,-13
1973:Q3,30,14,4107,3740,988,2752,2752,0,0,0,0,0,0,0,13,15,479,-9,272,-147,419,216,0,216,0,0,0,0,0,0,0,-140,0,0,-140,4051,4042,6144,-2486,-2911,3,-2914,0,0,0,63,-1643,2005,0,0,0,384,9,0,9,-40
1973:Q4,30,14,721,-3201,63,-3264,-3264,0,0,0,0,0,0,0,-0,4,3547,11,3234,2797,437,302,0,302,0,0,0,0,0,0,0,371,0,0,371,1096,1081,-3902,4176,205,-55,260,0,0,0,-200,3154,1017,0,0,0,807,15,0,15,391
1974:Q1,27,15,-685,-102,-877,775,775,0,0,0,0,0,0,0,-6,319,-557,-38,-529,-497,-32,10,0,10,0,0,0,0,0,0,0,-339,0,0,-339,-1125,-1153,1350,-1691,-427,21,-448,0,0,0,119,-404,-979,0,0,0,-812,28,0,28,-428
1974:Q2,22,15,5059,1252,75,1177,1177,0,0,0,0,0,0,0,4,343,3310,74,2355,874,1481,881,0,881,0,0,0,0,0,0,0,151,0,0,151,5045,5039,1676,3296,761,-64,825,0,0,0,26,3863,-1354,0,0,0,67,6,0,6,-7
1974:Q3,25,16,4937,3406,1424,1982,1982,0,0,0,0,0,0,0,7,376,1161,86,69,-3174,3243,1006,0,1006,0,0,0,0,0,0,0,-13,0,0,-13,4970,4962,3170,1604,472,44,428,0,0,0,259,-1279,2152,0,0,0,188,8,0,8,43
1974:Q4,33,16,-3288,-6613,-1720,-4893,-4893,0,0,0,0,0,0,0,-8,254,962,389,-295,2665,-2960,868,0,868,0,0,0,0,0,0,0,2118,85,0,2033,-2899,-2910,-7413,4150,-367,-133,-234,0,0,0,-181,3565,1133,0,0,0,353,11,0,11,406
1975:Q1,46,20,3023,676,162,514,514,0,0,0,0,0,0,0,50,33,2367,49,1976,-678,2654,342,0,342,0,0,0,0,0,0,0,-103,-32,0,-71,2735,2730,4594,-1121,562,121,441,0,0,0,79,-684,-1078,0,0,0,-743,5,0,5,-262
1975:Q2,57,20,798,-624,-372,-252,-252,0,0,0,0,0,0,0,5,103,1371,-346,1915,1085,830,-198,0,-198,0,0,0,0,0,0,0,-57,0,100,-157,660,653,-4461,4926,2277,58,2219,0,0,0,-148,3275,-478,0,0,0,188,7,0,7,-101
1975:Q3,57,20,4977,1456,615,841,841,0,0,0,0,0,0,0,7,207,3486,192,2525,-1750,4275,769,0,769,0,0,0,0,0,0,0,-179,-21,0,-158,4893,4888,3387,1605,1468,-8,1476,0,0,0,-148,-799,1084,0,0,0,-104,5,0,5,-47
1975:Q4,46,20,1629,109,1282,-1173,-1173,0,0,0,0,0,0,0,-3,162,967,267,243,1785,-1542,457,0,457,0,0,0,0,0,0,0,395,0,0,395,2097,2082,-3311,4945,163,127,36,0,0,0,178,3520,1084,0,0,0,448,15,0,15,493
1976:Q1,19,20,687,-1753,-1578,-175,-175,0,0,0,0,0,0,0,-6,1618,910,-201,576,-476,1052,535,0,535,0,0,0,0,0,0,0,-82,0,0,-82,430,414,2098,-1463,-100,41,-141,0,0,0,-88,-280,-995,0,0,0,-221,16,0,16,-258
1976:Q2,-7,20,7061,1727,1467,260,260,0,0,0,0,0,0,0,-15,2121,3301,-179,3282,1998,1284,198,0,198,0,0,0,0,0,0,0,-73,-1,0,-72,7275,7261,-690,8124,4784,-44,4828,0,0,0,165,2451,724,0,0,0,-173,14,0,14,187
1976:Q3,-18,21,3866,-754,-766,12,12,0,0,0,0,0,0,0,3,756,3521,-273,3870,-484,4354,-76,0,-76,0,0,0,0,0,0,0,340,0,300,40,3504,3498,2256,819,264,24,240,0,0,0,-26,275,306,0,0,0,423,6,0,6,-401
1976:Q4,-12,22,-2459,-511,-210,-301,-301,0,0,0,0,0,0,0,17,-1256,-1004,108,-1177,326,-1503,65,0,65,0,0,0,0,0,0,0,295,0,400,-106,-2096,-2114,-4558,2415,-1863,-44,-1819,0,0,0,112,4332,-166,0,0,0,29,18,0,18,329
1977:Q1,2,20,-1713,436,312,124,124,0,0,0,0,0,0,0,-1,-4220,2133,-167,2404,599,1805,-104,0,-104,0,0,0,0,0,0,0,-62,38,0,-100,-2265,-2272,1725,-3418,-2613,11,-2624,0,0,0,-196,-612,3,0,0,0,-579,7,0,7,-570
1977:Q2,22,21,8550,802,691,111,111,0,0,0,0,0,0,0,5,4575,3238,14,2491,1657,834,733,0,733,0,0,0,0,0,0,0,-70,-16,0,-54,8623,8613,-2321,10686,7383,-31,7414,0,0,0,160,2542,601,0,0,0,248,10,0,10,74
1977:Q3,52,22,1288,-616,-1648,1032,1032,0,0,0,0,0,0,0,-0,-2160,4150,-39,4242,3221,1021,-53,0,-53,0,0,0,0,0,0,0,-86,-25,0,-61,1275,1259,-609,1537,551,-6,557,0,0,0,-46,2431,-1399,0,0,0,331,16,0,16,17
1977:Q4,79,23,-42,827,1854,-1027,-1027,0,0,0,0,0,0,0,-1,206,-857,-4,-1487,-2487,1000,634,0,634,0,0,0,0,0,0,0,-217,123,50,-390,366,353,2917,-2736,-8668,-42,-8626,0,0,0,53,3283,2596,0,0,0,172,13,0,13,465
1978:Q1,123,19,-2804,-1011,-1078,67,67,0,0,0,0,0,0,0,1,-525,-1103,0,-1028,-3203,2175,-75,0,-75,0,0,0,0,0,0,0,-167,0,0,-167,-3353,-3372,1030,-3990,-2408,1,-2409,0,0,0,-46,764,-2300,0,0,0,-412,19,0,19,-445
1978:Q2,163,21,11000,1682,586,1096,1096,0,0,0,0,0,0,0,-7,988,8208,0,7969,5722,2247,239,0,239,0,0,0,0,0,0,0,130,0,0,130,10958,10950,20,10580,6853,-56,6909,0,0,0,-35,3496,266,0,0,0,350,8,0,8,101
1978:Q3,178,22,5325,338,401,-63,-63,0,0,0,0,0,0,0,2,-34,4950,0,5168,3471,1697,-218,0,-218,0,0,0,0,0,0,0,69,0,50,19,5246,5240,-1090,6175,4998,-35,5033,0,0,0,-92,1016,253,0,0,0,155,6,0,6,77
1978:Q4,162,23,2,2604,2797,-193,-193,0,0,0,0,0,0,0,-3,410,-3603,0,-3549,-5393,1844,-54,0,-54,0,0,0,0,0,0,0,594,65,0,529,-96,-112,4393,-5458,-12513,-62,-12451,0,0,0,229,3497,3329,0,0,0,953,16,0,16,41
1979:Q1,106,20,-1711,-2388,-2179,-209,-209,0,0,0,0,0,0,0,8,1627,-650,0,-218,-917,699,-432,0,-432,0,0,0,0,0,0,0,-308,0,0,-308,-1497,-1532,491,-1342,1675,145,1530,0,0,0,-122,230,-3125,0,0,0,-681,35,0,35,300
1979:Q2,49,20,1389,182,-413,595,595,0,0,0,0,0,0,0,-12,3082,-2531,0,-2828,-2871,43,297,0,297,0,0,0,0,0,0,0,668,0,500,168,758,745,-1307,1683,-2450,-14,-2436,0,0,0,19,3187,927,0,0,0,369,13,0,13,-602
1979:Q3,6,21,3912,-1672,-1270,-402,-402,0,0,0,0,0,0,0,-0,-3933,8627,0,8164,5862,2302,463,0,463,0,0,0,0,0,0,0,890,-95,0,985,3920,3911,-1318,4949,3165,-34,3199,0,0,0,-98,1545,337,0,0,0,280,9,0,9,-7
1979:Q4,-15,22,5015,4411,4113,298,298,0,0,0,0,0,0,0,6,-345,1687,0,1695,1012,683,-8,0,-8,0,0,0,0,0,0,0,-745,-56,0,-689,6399,6389,703,4664,-2257,157,-2414,0,0,0,312,1730,4879,0,0,0,1022,10,0,10,1347
1980:Q1,-4,28,-2041,-2037,-3085,1048,1048,0,0,0,0,0,0,0,-1,-149,-562,0,-557,-1393,836,-5,0,-5,0,0,0,0,0,0,0,708,0,1168,-460,-3613,-3627,2478,-4721,-1649,92,-1741,0,0,0,-213,296,-3155,0,0,0,-1384,14,0,14,-1604
1980:Q2,9,27,7219,-1802,485,-2287,-2287,0,0,0,0,0,0,0,-3,-552,8988,0,8324,5930,2394,664,0,664,0,0,0,0,0,0,0,588,0,50,538,7456,7446,1342,4942,808,-57,865,0,0,0,242,3177,715,0,0,0,1162,10,0,10,219
1980:Q3,31,28,-3127,-208,-975,767,767,0,0,0,0,0,0,0,-8,1473,-4733,0,-4640,-5874,1234,-93,0,-93,0,0,0,0,0,0,0,349,-4,250,103,-3497,-3512,-5466,3276,840,-63,903,0,0,0,-269,1426,1279,0,0,0,-1322,15,0,15,-368
1980:Q4,52,29,4892,2102,1275,827,827,0,0,0,0,0,0,0,-19,3429,-162,0,-119,-219,100,-43,0,-43,0,0,0,0,0,0,0,-458,-8,-750,300,5995,5976,-690,6105,-1069,-29,-1040,0,0,0,-2,4675,2501,0,0,0,561,19,0,19,1126
1981:Q1,74,36,-5579,-2359,-1206,-1153,-1153,0,0,0,0,0,0,0,14,-1408,-1650,0,-1633,-1610,-23,-17,0,-17,0,0,0,0,0,0,0,-177,-6,300,-471,-5266,-5290,-1292,-3488,27,57,-30,0,0,0,-15,-981,-2519,0,0,0,-510,24,0,24,351
1981:Q2,98,38,2585,-401,-755,354,354,0,0,0,0,0,0,0,1,-681,2323,0,2351,1515,836,-28,0,-28,0,0,0,0,0,0,0,1343,0,250,1093,1902,1883,-2538,3807,-125,-16,-109,0,0,0,-60,2729,1263,0,0,0,614,19,0,19,-623
1981:Q3,107,39,5321,1781,305,1476,1476,0,0,0,0,0,0,0,3,-434,4280,0,4313,3337,976,-33,0,-33,0,0,0,0,0,0,0,-309,-2,250,-557,4929,4918,3617,888,576,-21,597,0,0,0,33,-356,635,0,0,0,413,11,0,11,-324
1981:Q4,91,41,5603,-1934,-1049,-885,-885,0,0,0,0,0,0,0,1,3303,3872,0,3408,2429,979,464,0,464,0,0,0,0,0,0,0,361,-1,0,362,5966,5945,-2015,7843,768,-13,781,0,0,0,183,7454,-562,0,0,0,117,21,0,21,413
1982:Q1,42,45,-3920,1165,120,1045,1045,0,0,0,0,0,0,0,-1,-1442,-3858,0,-3746,-3816,70,-112,0,-112,0,0,0,0,0,0,0,216,-1,250,-33,-4371,-4391,1129,-4675,-1395,40,-1435,0,0,0,-132,-1139,-2009,0,0,0,-845,20,0,20,-454
1982:Q2,5,44,729,-345,663,-1008,-1008,0,0,0,0,0,0,0,1,-2129,3002,0,3013,2378,635,-11,0,-11,0,0,0,0,0,0,0,200,-1,250,-50,606,577,-6159,6804,1209,-24,1233,0,0,0,179,1929,3487,0,0,0,-68,29,0,29,-162
1982:Q3,-2,42,7511,-2510,-1995,-515,-515,0,0,0,0,0,0,0,8,5567,3533,0,3586,2388,1198,-53,0,-53,0,0,0,0,0,0,0,914,-1,400,515,7678,7664,120,7583,6839,-37,6876,0,0,0,-219,1862,-899,0,0,0,-39,14,0,14,123
1982:Q4,8,42,7362,1779,2185,-406,-406,0,0,0,0,0,0,0,1,617,5004,0,5016,4116,900,-12,0,-12,0,0,0,0,0,0,0,-39,0,400,-439,7886,7868,6171,789,-5936,6,-5942,0,0,0,-77,6470,332,0,0,0,908,18,0,18,491
1983:Q1,60,35,-5537,-158,-2249,2091,2091,0,0,0,0,0,0,0,18,-6498,1022,0,1044,1044,0,-22,0,-22,0,0,0,0,0,0,0,79,-10,0,89,-5931,-5965,-3070,-1842,-1392,69,-1461,0,0,0,152,644,-1246,0,0,0,-1053,34,0,34,-369
1983:Q2,87,35,6324,1336,534,802,802,0,0,0,0,0,0,0,-24,1315,3835,0,3860,2744,1116,-25,0,-25,0,0,0,0,0,0,0,-138,-7,0,-131,5980,5952,-5415,11159,5227,35,5192,0,0,0,-208,3974,2166,0,0,0,208,28,0,28,-293
1983:Q3,122,37,11892,-3065,-1080,-1985,-1985,0,0,0,0,0,0,0,-2,8932,5507,0,5660,4685,975,-153,0,-153,0,0,0,0,0,0,0,520,-3,0,523,11493,11468,2693,8432,7728,-65,7793,0,0,0,108,3638,-3042,0,0,0,343,25,0,25,-314
1983:Q4,107,40,-3538,916,1623,-707,-707,0,0,0,0,0,0,0,-10,-9164,4295,0,4387,-8473,12860,-92,0,-92,0,0,0,0,0,0,0,425,-7,0,432,-2891,-2910,749,-3979,-12901,-5,-12896,0,0,0,-26,5359,3589,0,0,0,320,19,0,19,714
1984:Q1,54,33,-2499,-798,-776,-22,-22,0,0,0,0,0,0,0,13,-1895,169,0,256,11941,-11685,-87,0,-87,0,0,0,0,0,0,0,12,-10,0,22,-2811,-2845,721,-3244,63,40,23,0,0,0,48,310,-3665,0,0,0,-322,34,0,34,-291
1984:Q2,67,35,5110,2422,-1442,3864,3864,0,0,0,0,0,0,0,-15,-22,1988,0,2045,562,1483,-57,0,-57,0,0,0,0,0,0,0,737,-11,0,748,4948,4906,-1915,6745,733,20,713,0,0,0,-97,5369,740,0,0,0,76,42,0,42,-130
1984:Q3,143,36,7898,2817,944,1873,1873,0,0,0,0,0,0,0,3,99,2151,0,2159,1559,600,-8,0,-8,0,0,0,0,0,0,0,2829,-3,0,2832,7617,7561,3360,4179,4059,-58,4117,0,0,0,-26,-130,276,0,0,0,22,56,0,56,-174
1984:Q4,129,37,4054,-2490,566,-3056,-3056,0,0,0,0,0,0,0,-19,2401,4101,0,4205,2548,1657,-104,0,-104,0,0,0,0,0,0,0,61,-1,0,62,4006,3977,-1793,5161,-3150,48,-3198,0,0,0,36,2376,5899,0,0,0,609,29,0,29,44
1985:Q1,-403,49,-1927,-1552,-557,-995,-995,0,0,0,0,0,0,0,26,-1890,1743,0,1760,434,1326,-17,0,-17,0,0,0,0,0,0,0,-254,-3,0,-251,-2510,-2571,5178,-7010,-2212,41,-2253,0,0,0,-28,1420,-6190,0,0,0,-739,61,0,61,-1034
1985:Q2,-391,50,6659,-1280,-36,-1244,-1244,0,0,0,0,0,0,0,-10,124,8058,0,8127,6832,1295,-69,0,-69,0,0,0,0,0,0,0,-233,-2,0,-231,6945,6911,239,6812,259,34,225,0,0,0,45,5709,799,0,0,0,-140,34,0,34,-155
1985:Q3,-308,49,2009,989,-193,1182,1182,0,0,0,0,0,0,0,2,123,516,0,592,930,-338,-76,0,-76,0,0,0,0,0,0,0,380,-1,0,381,2466,2434,-74,2425,844,-42,886,0,0,0,285,-926,2222,0,0,0,83,32,0,32,100
1985:Q4,-334,50,16058,1459,919,540,540,0,0,0,0,0,0,0,4,6786,8096,0,8096,6194,1902,0,0,0,0,0,0,0,0,0,0,-287,0,100,-387,17291,17263,1469,14998,5181,4,5177,0,0,0,-184,5568,4433,0,0,0,796,28,0,28,849
1986:Q1,-683,54,-9343,-2670,-428,-2242,-2242,0,0,0,0,0,0,0,4,-5131,-1218,0,-1178,-1178,0,-40,0,-40,0,0,0,0,0,0,0,-329,0,0,-329,-9139,-9179,2151,-10106,-6004,67,-6071,0,511,0,-202,-125,-4286,0,0,0,-1224,40,0,40,-533
1986:Q2,-623,52,6873,-143,-277,134,134,0,0,0,0,0,0,0,-14,123,7179,0,7229,7229,0,-50,0,-50,0,0,0,0,0,0,0,-272,-6,100,-366,6967,6981,1158,5767,-153,-16,-137,0,-61,0,32,4979,970,0,0,0,56,-14,0,-14,-581
1986:Q3,-506,52,9806,493,566,-73,-73,0,0,0,0,0,0,0,3,8319,498,0,588,588,0,-90,0,-90,0,0,0,0,0,0,0,494,0,200,294,10619,10577,4854,5728,4262,-109,4371,0,213,0,12,853,388,0,0,0,-5,42,0,42,256
1986:Q4,-459,53,22080,1098,412,686,686,0,0,0,0,0,0,0,-9,7942,12970,0,13188,11711,1477,-218,0,-218,0,0,0,0,0,0,0,79,-20,0,99,22934,22909,11313,11543,9,-65,74,0,254,0,42,8195,3043,0,0,0,53,25,0,25,343
1987:Q1,-420,54,-14793,4002,3980,22,22,0,0,0,0,0,0,0,-2,-16642,-1326,0,-1216,-963,-253,-110,0,-110,0,0,0,0,0,0,0,-825,17,0,-842,-14830,-14872,-6134,-8585,-3921,91,-4012,0,-340,0,42,-1207,-3159,0,0,0,-153,42,0,42,-511
1987:Q2,-343,56,10285,-4277,-3662,-615,-615,0,0,0,0,0,0,0,-6,1427,13803,0,13839,4890,8949,-36,0,-36,0,0,0,0,0,0,0,-662,-12,0,-650,11648,11603,-5871,17142,10172,-26,10198,0,-119,0,-120,5752,1457,0,0,0,332,45,0,45,965
1987:Q3,-360,57,1780,-362,-1331,969,969,0,0,0,0,0,0,0,4,-2972,1633,0,1693,-1917,3610,-60,0,-60,0,0,0,0,0,0,0,3477,6,0,3471,-115,-163,2925,-3058,-4686,-32,-4654,0,-39,0,161,1034,472,0,0,0,-30,48,0,48,-2312
1987:Q4,-349,58,12875,2437,563,1874,1874,0,0,0,0,0,0,0,-2,3349,6895,0,6965,1906,5059,-70,0,-70,0,0,0,0,0,0,0,197,3,0,194,13298,13260,2757,9828,-3821,-14,-3807,0,608,0,-194,12799,436,0,0,0,675,38,0,38,16
1988:Q1,163,51,-10629,-2017,-513,-1504,-1504,0,0,0,0,0,0,0,4,-5412,-1410,0,-1410,-435,-975,0,0,0,0,0,0,0,0,0,0,-1795,-15,0,-1780,-9671,-9719,-3007,-6412,-2877,33,-2910,0,-591,0,336,-1532,-1748,0,0,0,-300,48,0,48,1070
1988:Q2,223,52,12764,114,-39,153,153,0,0,0,0,0,0,0,2,7531,4954,0,4954,-1783,6737,0,0,0,0,0,0,0,0,0,0,163,0,0,163,12612,12597,-3096,15261,7312,-47,7359,0,-85,0,-206,5785,2455,0,0,0,432,15,0,15,19
1988:Q3,154,53,7745,630,940,-310,-310,0,0,0,0,0,0,0,-6,5838,1123,0,1123,1123,0,0,0,0,0,0,0,0,0,0,0,161,-1,0,162,6931,6944,3357,3084,3218,-43,3261,0,7,0,-51,3382,-3472,0,0,0,503,-13,0,-13,-713
1988:Q4,194,54,7622,103,87,16,16,0,0,0,0,0,0,0,8,-3525,10089,0,10089,6186,3903,0,0,0,0,0,0,0,0,0,0,947,-2,0,949,8550,8534,309,7777,-4361,6,-4367,0,190,0,-18,6498,5468,0,0,0,448,16,0,16,1068
1989:Q1,-261,58,-11829,-445,-729,284,284,0,0,0,0,0,0,0,-13,-4797,-5793,0,-5019,-4771,-248,-774,0,-774,0,0,0,0,0,0,0,-781,1,350,-1132,-12702,-12720,-1953,-9324,-4132,62,-4194,0,-302,0,41,427,-5358,0,0,0,-1443,18,0,18,-1192
1989:Q2,-196,59,11251,-2373,-760,-1613,-1613,0,0,0,0,0,0,0,11,6002,2999,0,3124,1020,2104,-125,0,-125,0,0,0,0,0,0,0,4612,2,3150,1460,13508,13494,-13,13500,7708,17,7691,0,-90,0,-127,5437,572,0,0,0,7,14,0,14,2002
1989:Q3,-278,61,-9016,461,704,-243,-243,0,0,0,0,0,0,34,-8,3061,-10815,0,-10716,-10544,-172,-99,0,-99,0,0,0,0,0,0,0,-1749,2,0,-1751,-5609,-5662,-5128,-377,1265,-34,1299,0,53,0,78,-2120,347,0,0,0,-157,53,0,53,3068
1989:Q4,-235,61,9009,513,630,-117,-117,0,0,0,0,0,0,-24,10,3605,5694,0,5724,6094,-370,-30,0,-30,0,0,0,0,0,0,0,-789,-6,0,-783,13713,13668,6074,6707,-7220,15,-7235,0,1013,0,241,7124,5549,0,0,0,887,45,0,45,4409
1990:Q1,-381,63,-8241,927,-755,1682,1682,0,0,0,0,0,0,112,-3,1398,-8877,0,-8876,-9077,201,-1,0,-1,0,0,0,0,0,0,0,-1798,1,0,-1799,-7617,-7687,-2198,-5578,-1300,85,-1385,0,-981,0,-305,2428,-5420,0,0,0,89,70,0,70,180
1990:Q2,-363,63,9592,-1297,280,-1577,-1577,0,0,0,0,0,0,-98,2,-1980,13406,0,13484,13334,150,-78,0,-78,0,0,0,0,0,0,0,-441,5,0,-446,9776,9745,207,9797,678,40,638,0,-58,0,80,8054,1043,0,0,0,-259,31,0,31,-242
1990:Q3,-491,63,4178,1140,1221,-81,-81,0,0,0,0,0,0,63,-2,-684,2921,0,2990,2990,0,-69,0,-69,0,0,0,0,0,0,0,740,-2,0,742,4796,4741,-2502,6967,2115,-53,2168,0,52,0,55,4287,458,0,0,0,276,55,0,55,64
1990:Q4,-519,63,21416,30,345,-315,-315,0,0,0,0,0,0,2,2,18852,682,0,717,692,25,-35,0,-35,0,0,0,0,0,0,0,1849,-5,1500,354,19905,19881,4824,16119,1356,34,1322,0,-73,0,-47,7045,7838,0,0,0,-1062,24,0,24,-2092
1991:Q1,-6,71,-12644,414,360,54,54,0,0,0,0,0,0,124,3,-18333,5875,0,5875,1725,4150,0,0,0,0,0,0,0,0,0,0,-728,0,0,-728,-13375,-13453,-14591,1380,2024,62,1962,0,-38,0,-154,7431,-7883,0,0,0,-242,78,0,78,-808
1991:Q2,-17,70,5998,-905,-2140,1235,1235,0,0,0,0,0,0,-84,-6,873,6390,0,6519,5069,1450,-129,0,-129,0,0,0,0,0,0,0,-270,4,0,-274,3664,3620,-1866,5607,890,-10,900,0,17,0,-2,3782,920,0,0,0,-121,44,0,44,-2422
