1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q1,287829,12779,376,2163,2163,0,0,0,0,10240,0,568,-61,25145,224423,0,217899,95504,122395,6524,0,6524,0,0,0,0,0,0,0,24975,11060,8518,5397,286731,284418,36129,243751,5372,540,4832,0,241,0,302,214585,23251,0,0,0,4538,2313,0,2313,0,0,0
1990:Q2,298241,11820,656,586,586,0,0,0,0,10578,0,470,-59,23647,237829,0,231383,108838,122545,6446,0,6446,0,0,0,0,0,0,0,24534,11065,8518,4951,296507,294163,36336,253548,6050,580,5470,0,183,0,382,222639,24294,0,0,0,4279,2344,0,2344,0,0,0
1990:Q3,303332,12129,1877,505,505,0,0,0,0,9747,0,533,-61,24707,240750,0,234373,111828,122545,6377,0,6377,0,0,0,0,0,0,0,25274,11063,8518,5693,301303,298904,33834,260515,8165,527,7638,0,235,0,437,226926,24752,0,0,0,4555,2399,0,2399,0,0,0
1990:Q4,322429,8949,2222,190,190,0,0,0,0,6537,0,535,-59,44451,241432,0,235090,112520,122570,6342,0,6342,0,0,0,0,0,0,0,27122,11058,10018,6046,321208,318785,38658,276634,9521,561,8960,0,162,0,390,233971,32590,0,0,0,3493,2423,0,2423,0,0,0
1991:Q1,307226,9089,2582,244,244,0,0,0,0,6263,0,659,-56,23833,247307,0,240965,114245,126720,6342,0,6342,0,0,0,0,0,0,0,26394,11058,10018,5318,307833,305332,24067,278014,11545,623,10922,0,124,0,236,241402,24707,0,0,0,3251,2501,0,2501,0,0,0
1991:Q2,312376,8133,442,1479,1479,0,0,0,0,6212,0,575,-62,23909,253697,0,247484,119314,128170,6213,0,6213,0,0,0,0,0,0,0,26124,11062,10018,5044,311497,308952,22201,283621,12435,613,11822,0,141,0,234,245184,25627,0,0,0,3130,2545,0,2545,0,0,0
1991:Q3,317926,4560,232,315,315,0,0,0,0,4013,0,579,-63,21927,264708,0,258554,128569,129985,6154,0,6154,0,0,0,0,0,0,0,26216,11062,10018,5136,315161,312596,27404,281763,8535,607,7928,0,213,0,392,243866,28757,0,0,0,3429,2565,0,2565,0,0,0
1991:Q4,344117,5608,731,218,218,0,0,0,0,4659,0,528,-63,38865,272530,0,266486,132635,133851,6044,0,6044,0,0,0,0,0,0,0,26649,11059,10018,5572,342792,340140,29413,307686,18333,636,17697,0,1626,0,985,253139,33603,0,0,0,3041,2652,0,2652,0,0,0
1992:Q1,326885,4795,512,52,52,0,0,0,0,4231,0,599,-67,23635,271756,0,265796,129492,136304,5960,0,5960,0,0,0,0,0,0,0,26168,11057,10018,5093,325116,322371,29480,290189,7557,711,6846,0,175,0,384,252735,29338,0,0,0,2702,2745,0,2745,0,0,0
1992:Q2,334917,3153,-166,1359,1359,0,0,0,0,1960,0,482,-70,22528,282593,0,276883,136849,140034,5710,0,5710,0,0,0,0,0,0,0,26232,11060,10018,5154,331631,328799,22740,304318,14242,612,13630,0,165,0,233,259985,29693,0,0,0,1741,2832,0,2832,0,0,0
1992:Q3,356772,2025,-227,609,609,0,0,0,0,1643,0,501,-72,40950,285246,0,279712,133752,145960,5534,0,5534,0,0,0,0,0,0,0,28123,11058,10018,7047,354961,351984,27665,322463,25113,527,24586,0,216,0,554,266386,30194,0,0,0,1856,2977,0,2977,0,0,0
1992:Q4,360737,5440,3253,675,675,0,0,0,0,1512,0,446,-94,28097,300424,0,295011,141794,153217,5413,0,5413,0,0,0,0,0,0,0,26425,11056,8018,7351,359097,356043,32079,321738,8000,508,7492,0,247,0,237,281384,31870,0,0,0,2226,3054,0,3054,0,0,0
1993:Q1,361497,2242,337,753,753,0,0,0,0,1152,0,503,-93,28500,303584,0,298461,142104,156357,5123,0,5123,0,0,0,0,0,0,0,26762,11054,8018,7690,359522,356335,34533,319050,7267,515,6752,0,212,0,327,280683,30561,0,0,0,2752,3187,0,3187,0,0,0
1993:Q2,386851,3090,221,1534,1534,0,0,0,0,1335,0,408,-105,37004,318175,0,313143,151796,161347,5032,0,5032,0,0,0,0,0,0,0,28279,11057,8018,9204,385115,381827,27724,351708,28818,432,28386,0,183,0,294,290203,32210,0,0,0,2395,3288,0,3288,0,0,0
1993:Q3,387442,5400,947,2918,2918,0,0,0,0,1535,0,378,-99,30179,324161,0,319357,151982,167375,4804,0,4804,0,0,0,0,0,0,0,27423,11057,8018,8348,384969,381638,29934,348040,17673,384,17289,0,200,0,508,297924,31735,0,0,0,3664,3331,0,3331,0,0,0
1993:Q4,402113,2577,909,94,94,0,0,0,0,1574,0,372,-102,33978,336653,0,332015,160368,171647,4638,0,4638,0,0,0,0,0,0,0,28635,11053,8018,9564,400201,396800,34951,359043,15186,377,14809,0,285,0,396,310505,32671,0,0,0,2806,3401,0,3401,0,0,0
1994:Q1,399119,2085,444,463,463,0,0,0,0,1178,0,435,-99,27570,341487,0,337260,162947,174313,4227,0,4227,0,0,0,0,0,0,0,27642,11052,8018,8572,396133,392688,35733,353935,6551,370,6181,0,210,0,460,315275,31439,0,0,0,3020,3445,0,3445,0,0,0
1994:Q2,414315,2593,866,701,701,0,0,0,0,1026,0,301,-99,32022,351564,0,347644,168576,179068,3920,0,3920,0,0,0,0,0,0,0,27935,11052,8018,8865,411165,407642,33358,370126,9709,353,9356,0,177,0,615,325199,34426,0,0,0,4158,3523,0,3523,0,0,0
1994:Q3,411285,2169,188,504,504,0,0,0,0,1477,0,360,-98,24230,356816,0,353010,169785,183225,3806,0,3806,0,0,0,0,0,0,0,27808,11054,8018,8736,408262,404654,30054,370559,7211,363,6848,0,215,0,347,331631,31155,0,0,0,4041,3608,0,3608,0,0,0
1994:Q4,429408,931,-716,223,223,0,0,0,0,1424,0,320,-98,31198,368156,0,364519,177378,187141,3637,0,3637,0,0,0,0,0,0,0,28902,11051,8018,9833,427301,423618,30789,389373,7496,335,7161,0,772,0,256,342720,38129,0,0,0,3456,3683,0,3683,0,0,0
1995:Q1,427272,108,57,84,84,0,0,0,0,-34,0,434,-97,32018,367115,0,363707,177187,186520,3408,0,3408,0,0,0,0,0,0,0,27695,11053,8018,8624,422773,418987,30009,383971,4904,361,4543,0,290,0,380,347106,31291,0,0,0,5007,3786,0,3786,0,0,0
1995:Q2,445752,-1962,292,217,217,0,0,0,0,-2471,0,358,-97,43217,375737,0,372641,181965,190676,3096,0,3096,0,0,0,0,0,0,0,28499,11054,8018,9427,442667,438852,24946,408593,21296,319,20977,0,131,0,182,353388,33596,0,0,0,5313,3815,0,3815,0,0,0
1995:Q3,430088,-3046,73,421,421,0,0,0,0,-3540,0,435,-96,31713,370564,0,367669,177093,190576,2895,0,2895,0,0,0,0,0,0,0,30518,11051,10168,9299,427161,423246,23432,394885,8942,322,8620,0,218,0,219,352434,33072,0,0,0,4929,3915,0,3915,0,0,0
1995:Q4,448317,-3207,107,135,135,0,0,0,0,-3449,0,424,-96,38410,380831,0,378197,183116,195081,2634,0,2634,0,0,0,0,0,0,0,31955,11050,10168,10737,445997,442031,29611,407712,6249,270,5979,0,818,0,404,359679,40562,0,0,0,4708,3966,0,3966,0,0,0
1996:Q1,436051,-3375,28,43,43,0,0,0,0,-3446,0,579,-95,28327,379582,0,377056,183202,193854,2526,0,2526,0,0,0,0,0,0,0,31033,11053,10168,9812,433307,429270,24740,399790,7335,314,7021,0,234,0,210,357625,34386,0,0,0,4740,4037,0,4037,0,0,0
1996:Q2,445266,-3039,-190,636,636,0,0,0,0,-3485,0,552,-95,30125,386302,0,383914,187370,196544,2388,0,2388,0,0,0,0,0,0,0,31421,11050,10168,10203,442199,438061,24594,408664,7981,280,7701,0,223,0,191,364592,35677,0,0,0,4803,4138,0,4138,0,0,0
1996:Q3,447774,2348,640,1654,1654,0,0,0,0,54,0,596,-94,27783,386219,0,383910,183650,200260,2309,0,2309,0,0,0,0,0,0,0,30923,11050,9718,10155,444811,440276,20997,414153,7986,286,7700,0,269,0,270,367401,38227,0,0,0,5126,4535,0,4535,0,0,0
1996:Q4,470824,4498,4296,85,85,0,0,0,0,117,0,591,-94,40730,393132,0,390907,190647,200260,2225,0,2225,0,0,0,0,0,0,0,31967,11048,9718,11201,468086,463484,24524,434639,7991,249,7742,0,785,0,181,380496,45186,0,0,0,4321,4602,0,4602,0,0,0
1997:Q1,461468,5206,-519,3998,3998,0,0,0,0,1727,0,673,-93,27805,397070,0,395076,189149,205927,1994,0,1994,0,0,0,0,0,0,0,30808,11050,9200,10558,457842,453080,21845,426801,6258,313,5945,0,247,0,926,382219,37151,0,0,0,4434,4762,0,4762,0,0,0
1997:Q2,482740,3858,461,1894,1894,0,0,0,0,1503,0,492,-93,33041,412410,0,410914,195531,215383,1496,0,1496,0,0,0,0,0,0,0,33033,11050,9200,12783,479065,474015,23219,445406,16711,343,16368,0,211,0,195,389882,38407,0,0,0,5390,5050,0,5050,0,0,0
1997:Q3,477306,1613,-263,313,313,0,0,0,0,1563,0,526,-93,29948,412747,0,411822,193693,218129,925,0,925,0,0,0,0,0,0,0,32566,11050,9200,12316,472719,467492,21791,441228,7947,255,7692,0,288,0,193,394269,38531,0,0,0,4473,5227,0,5227,0,0,0
1997:Q4,508892,4396,719,2035,2035,0,0,0,0,1642,0,460,-93,39245,431421,0,430736,197123,233613,685,0,685,0,0,0,0,0,0,0,33464,11047,9200,13217,505453,500020,30838,463716,5669,225,5444,0,799,0,464,411780,45004,0,0,0,5466,5433,0,5433,0,0,0
1998:Q1,494458,3132,1502,29,29,0,0,0,0,1601,0,527,-89,23406,433807,0,433182,195258,237924,625,0,625,0,0,0,0,0,0,0,33675,11049,9200,13426,490605,485134,24445,455490,5755,265,5490,0,255,0,177,411519,37784,0,0,0,5199,5471,0,5471,0,0,0
1998:Q2,515770,4161,1416,963,963,0,0,0,0,1782,0,392,-88,36130,440299,0,439773,197264,242509,526,0,526,0,0,0,0,0,0,0,34876,11047,9200,14629,511126,505335,23651,476767,18344,204,18140,0,198,0,211,419601,38413,0,0,0,4917,5791,0,5791,0,0,0
1998:Q3,514921,1832,-1230,1055,1055,0,0,0,0,2007,0,417,-85,30675,446450,0,446047,195864,250183,403,0,403,0,0,0,0,0,0,0,35632,11044,9200,15388,509602,503692,25706,473905,5044,92,4952,0,254,0,357,429052,39198,0,0,0,4081,5910,0,5910,0,0,0
1998:Q4,540924,3420,1636,17,17,0,0,0,0,1767,0,358,-94,48377,452479,0,452141,194772,257369,338,0,338,0,0,0,0,0,0,0,36385,11046,9200,16139,536758,530806,26306,499063,6171,85,6086,0,1501,0,177,449157,42057,0,0,0,5437,5952,0,5952,0,0,0
1999:Q1,534058,-664,-882,246,246,0,0,0,0,-28,0,428,-123,33535,465997,0,465686,196759,268927,311,0,311,0,0,0,0,0,0,0,34885,11049,8200,15636,529496,523374,22541,496939,5509,135,5374,0,98,0,180,452597,38555,0,0,0,3894,6122,0,6122,0,0,0
1999:Q2,550528,560,272,220,220,0,0,0,0,68,0,311,-130,29010,485125,0,484866,198127,286739,259,0,259,0,0,0,0,0,0,0,35652,11046,8200,16406,545615,539333,22156,512353,6810,90,6720,0,96,0,425,464471,40551,0,0,0,4824,6282,0,6282,0,0,0
1999:Q3,562787,598,65,480,480,0,0,0,0,53,0,298,-116,38116,489275,0,489037,197183,291854,238,0,238,0,0,0,0,0,0,0,34617,11047,7200,16370,557166,550836,21684,523696,6734,93,6641,0,62,0,256,475624,41020,0,0,0,5456,6330,0,6330,0,0,0
1999:Q4,669049,45,-237,233,233,0,0,0,0,49,0,207,-124,156731,478144,0,477963,176517,301446,181,0,181,0,0,0,0,0,0,0,34046,11048,6200,16798,664478,658046,24027,630065,28511,109,28402,0,1123,0,85,533791,66555,0,0,0,3954,6432,0,6432,0,0,0
2000:Q1,575540,59,-213,236,236,0,0,0,0,36,0,483,-114,39513,501858,0,501708,197038,304670,150,0,150,0,0,0,0,0,0,0,33742,11048,6200,16494,569423,562679,18196,538927,4531,174,4357,0,61,0,138,499010,35187,0,0,0,5556,6744,0,6744,0,0,0
2000:Q2,580465,532,-12,512,512,0,0,0,0,32,0,699,-114,42449,505090,0,504950,192792,312158,140,0,140,0,0,0,0,0,0,0,31810,11046,4200,16564,578292,571427,18513,547614,6284,76,6208,0,76,0,118,504144,36992,0,0,0,5300,6865,0,6865,0,0,0
2000:Q3,578540,782,372,372,372,0,0,0,0,38,0,831,-114,32925,511543,0,511413,184356,327057,130,0,130,0,0,0,0,0,0,0,32574,11046,3200,18328,576597,569664,17624,546647,8643,184,8459,0,51,0,152,503307,34494,0,0,0,5393,6933,0,6933,0,0,0
2000:Q4,605241,1062,901,110,110,0,0,0,0,51,0,949,-120,58994,511833,0,511703,178741,332962,130,0,130,0,0,0,0,0,0,0,32523,11046,2200,19277,600396,593399,19045,569128,5599,450,5149,0,1249,0,229,517660,44391,0,0,0,5226,6997,0,6997,0,0,0
2001:Q1,594183,246,180,22,22,0,0,0,0,44,0,1179,-119,36505,523872,0,523862,184244,339618,10,0,10,0,0,0,0,0,0,0,32500,11046,2200,19254,589610,582581,17828,559916,6135,478,5657,0,116,0,83,517582,36000,0,0,0,4837,7029,0,7029,0,0,0
2001:Q2,606992,-184,-374,150,150,0,0,0,0,41,0,1126,-120,37638,535120,0,535110,181126,353984,10,0,10,0,0,0,0,0,0,0,33412,11044,2200,20168,601700,594557,18647,571889,7632,444,7188,0,138,0,115,526833,37171,0,0,0,4021,7143,0,7143,0,0,0
2001:Q3,631646,-393,-549,88,88,0,0,0,0,69,0,1141,-115,63178,534146,0,534136,175104,359032,10,0,10,0,0,0,0,0,0,0,33689,11045,2200,20444,626019,618753,24937,589959,10218,422,9796,0,63,0,622,542399,36657,0,0,0,3857,7266,0,7266,0,0,0
2001:Q4,650988,80,-23,34,34,0,0,0,0,69,0,1047,-114,64741,551685,0,551675,182074,369601,10,0,10,0,0,0,0,0,0,0,33550,11045,2200,20305,645698,638325,17478,618121,7070,425,6645,0,693,0,74,562954,47330,0,0,0,2726,7373,0,7373,0,0,0
2002:Q1,654204,-399,-476,20,20,0,0,0,0,58,0,1094,-96,43822,575366,0,575356,192364,382992,10,0,10,0,0,0,0,0,0,0,34417,11044,2200,21173,648143,640495,22415,614688,6104,412,5692,0,74,0,267,573325,34918,0,0,0,3392,7648,0,7648,0,0,0
2002:Q2,673883,24,-238,184,184,0,0,0,0,78,0,948,-115,48083,590693,0,590683,196633,394050,10,0,10,0,0,0,0,0,0,0,34250,11044,2200,21006,666402,658072,22324,632603,8511,395,8116,0,84,0,103,587356,36549,0,0,0,3145,8330,0,8330,0,0,0
2002:Q3,676948,578,396,177,177,0,0,0,0,5,0,1085,-123,37876,604201,0,604191,202210,401981,10,0,10,0,0,0,0,0,0,0,33332,11038,2200,20094,669937,661673,23168,634274,8259,380,7879,0,84,0,164,587917,37850,0,0,0,4231,8264,0,8264,0,0,0
2002:Q4,720040,10796,418,40,40,0,0,0,0,10338,0,988,-90,41098,634394,0,629406,226682,402724,10,0,10,4978,0,0,0,0,0,0,32855,11039,2200,19616,713705,705325,22541,659051,4787,367,4420,0,1052,145,146,605103,47818,21091,0,21091,2642,8380,0,8380,0,0,0
2003:Q1,722976,9128,-1197,30,30,0,0,0,0,10295,0,1106,-117,33827,646485,0,641464,232706,408758,10,0,10,5011,0,0,0,0,0,0,32547,11038,2200,19309,715538,707033,26787,658605,7119,373,6746,0,81,145,267,612461,38532,19418,0,19418,2223,8505,0,8505,0,0,0
2003:Q2,734841,10579,-525,768,768,0,0,0,0,10336,0,942,-163,34227,657165,0,652118,238965,413153,10,0,10,5037,0,0,0,0,0,0,32092,11040,2200,18852,727902,719245,27720,666683,7304,365,6939,0,67,145,917,618710,39540,22080,0,22080,2762,8657,0,8657,0,0,0
2003:Q3,744413,10049,-496,174,174,0,0,0,0,10371,0,847,-123,40708,661184,0,656116,241533,414583,10,0,10,5058,0,0,0,0,0,0,31749,11039,2200,18510,736308,727562,29141,670743,7565,341,7224,0,87,145,96,622489,40361,24983,0,24983,2695,8746,0,8746,0,0,0
2003:Q4,762093,11990,-319,62,62,0,0,0,0,12247,0,722,-125,45784,672253,0,666665,244833,421832,0,0,-0,5588,0,0,0,0,0,0,31470,11039,2200,18231,755361,746514,23058,695536,6044,321,5723,0,578,19,176,640768,47951,25652,0,25652,2268,8847,0,8847,0,0,0
2004:Q1,753044,11662,-589,64,64,0,0,0,0,12187,0,836,-123,29603,679708,0,674084,246539,427545,0,0,0,5624,0,0,0,0,0,0,31358,11041,2200,18117,745499,736521,24955,686836,6250,366,5884,0,95,19,97,639418,40957,21701,0,21701,3029,8978,0,8978,0,0,0
2004:Q2,772549,12703,163,323,323,0,0,0,0,12217,0,744,-113,35076,693042,0,687391,254295,433096,0,0,0,5651,0,0,0,0,0,0,31097,11040,2200,17857,765008,755782,29628,703891,6335,303,6032,0,100,19,293,653797,43347,19228,0,19228,3035,9226,0,9226,0,0,0
2004:Q3,782932,14320,1839,236,236,0,0,0,0,12245,0,783,-126,30980,706029,0,700341,258804,441537,0,0,0,5688,0,0,0,0,0,0,30946,11039,2200,17707,774993,764491,24664,708635,6278,291,5987,0,103,19,142,660074,42019,25693,0,25693,5499,10502,0,10502,0,0,0
2004:Q4,805570,12408,925,43,43,0,0,0,0,11440,0,728,-129,35142,725605,0,717819,262970,454849,0,0,0,7786,0,0,0,0,0,0,31816,11041,2200,18575,796157,784243,24043,725888,6182,270,5912,0,1142,26,95,676915,41528,30783,0,30783,3529,11914,0,11914,0,0,0
2005:Q1,798882,9986,-1413,52,52,0,0,0,0,11347,0,720,-130,32375,725144,0,717326,263005,454321,0,0,0,7818,0,0,0,0,0,0,30788,11037,2200,17551,789116,776556,24984,723880,5503,284,5219,0,90,42,153,675964,42128,24106,0,24106,3586,12560,0,12560,0,0,0
2005:Q2,809645,10632,-977,235,235,0,0,0,0,11374,0,630,-126,34805,732570,0,724722,265015,459707,0,0,0,7848,0,0,0,0,0,0,31135,11037,2200,17898,799054,786117,23108,732969,4610,237,4373,0,111,33,117,682784,45314,26183,0,26183,3857,12937,0,12937,0,0,0
2005:Q3,813207,12002,-311,910,910,0,0,0,0,11403,0,726,-169,25837,744251,0,736360,269758,466602,0,0,0,7891,0,0,0,0,0,0,30561,11037,2200,17324,801716,788409,21927,734932,4618,237,4381,0,107,39,115,688892,41161,26920,0,26920,4630,13307,0,13307,0,0,0
2005:Q4,842805,9092,885,72,72,0,0,0,0,8135,0,686,-113,48677,753081,0,744215,271270,472945,0,0,0,8866,0,0,0,0,0,0,31382,11039,2200,18143,832137,818601,19043,764442,4775,202,4573,0,2019,79,95,707393,50081,30505,0,30505,4611,13536,0,13536,0,0,0
2006:Q1,835714,8032,-856,566,566,0,0,0,0,8322,0,811,-127,28738,767538,0,758542,275370,483172,0,0,0,8996,0,0,0,0,0,0,30723,11039,2200,17484,823595,809836,21022,756801,5664,209,5455,0,76,73,98,710872,40018,26540,0,26540,5473,13759,0,13759,0,0,0
2006:Q2,848556,8021,-1037,291,291,0,0,0,0,8767,0,724,-126,33357,775685,0,766364,275370,490994,0,0,0,9321,0,0,0,0,0,0,30896,11037,2200,17659,835805,820835,20963,765183,5699,174,5525,0,87,74,156,716545,42622,29164,0,29164,5525,14970,0,14970,0,0,0
2006:Q3,841375,7905,-1099,322,322,0,0,0,0,8682,0,873,-128,23609,778095,0,768924,277019,491905,0,0,0,9171,0,0,0,0,0,0,31022,11037,2200,17785,828342,813273,17330,758376,5601,150,5451,0,94,71,112,712424,40074,31155,0,31155,6412,15069,0,15069,0,0,0
2006:Q4,870814,8685,-333,67,67,0,0,0,0,8951,0,801,-131,42963,788234,0,778915,277019,501896,0,0,0,9319,0,0,0,0,0,0,30263,11037,2200,17026,857865,842540,18699,788034,4960,252,4708,0,812,179,113,730258,51712,29615,0,29615,6192,15325,0,15325,0,0,0
2007:Q1,865009,8290,-870,27,27,0,0,0,0,9133,0,946,-122,35513,790373,0,780901,277019,503882,0,0,0,9472,0,0,0,0,0,0,30009,11037,2200,16772,850302,834456,18140,772302,4546,301,4245,0,276,161,104,726036,41179,37283,0,37283,6731,15846,0,15846,0,0,0
2007:Q2,866897,8086,-1301,204,204,0,0,0,0,9183,0,958,-119,27563,799785,0,790522,277019,513503,0,0,0,9263,0,0,0,0,0,0,30625,11037,2200,17388,851852,835750,16994,779945,4955,306,4649,0,376,130,211,730821,43452,32349,0,32349,6462,16102,0,16102,0,0,0
2007:Q3,876957,9252,-722,202,202,0,0,0,0,9772,0,1142,-143,47204,789551,0,779632,267019,512613,0,0,0,9919,0,0,0,0,0,0,29952,11037,2200,16715,861051,843777,22733,778436,5875,336,5539,0,367,98,128,730486,41482,35689,0,35689,6919,17274,0,17274,0,0,0
2007:Q4,913429,82769,-19,48636,48636,0,0,0,0,10152,24000,1179,-131,49047,750855,0,740611,227841,512770,0,0,0,10244,0,0,0,0,0,0,29711,11037,2200,16474,897519,879069,20512,810010,16379,259,16120,0,1939,1324,111,735260,54997,43985,0,43985,4562,18450,0,18450,0,0,0
2008:Q1,894713,143160,-555,111292,111292,0,0,0,0,11423,21000,1346,-129,78786,602310,0,591234,92985,498249,0,0,0,11076,39743,0,39743,0,0,0,29497,11037,2200,16260,875480,855931,23975,784138,5883,331,5552,0,281,1321,113,731110,45430,44101,0,44101,3717,19549,0,19549,0,0,0
2008:Q2,913709,246112,-638,174189,174189,0,0,0,0,10561,62000,1339,-130,117839,489835,0,478841,21740,457101,0,0,0,10994,30283,0,1455,0,28828,0,28431,11037,2200,15194,894953,875079,33306,794818,5257,279,4978,0,330,1320,226,741975,45710,43822,0,43822,3133,19874,0,19874,0,0,0
2008:Q3,1504329,596797,-954,300057,200020,100037,0,0,0,9431,288263,1514,-82,86651,501545,0,476627,18423,458204,14500,0,14500,10418,289805,0,199734,0,90071,0,28100,11037,2200,14863,1485003,1464691,216093,1165908,332749,270,32988,299491,32151,1299,131,751593,47985,77937,0,77937,4753,20312,0,20312,0,0,0
2008:Q4,2233753,1122181,-1494,559695,544010,15685,0,0,0,10252,553728,1688,-133,84075,507177,0,475921,18423,457498,19708,0,19708,11548,490411,0,45484,0,444927,0,28355,11037,2200,15118,2215249,2194173,791782,1311000,365707,259,106123,259325,89291,3398,1380,793499,57725,88352,0,88352,3039,21076,0,21076,0,0,0
2009:Q1,2078336,856548,-3075,540810,536358,4452,0,0,0,8896,309917,1838,-130,3896,790176,0,492323,18423,473900,287029,236636,50393,10824,388763,4692,20409,0,363662,0,37246,11037,2200,24009,2057009,2034451,759686,1200341,267395,310,67151,199934,66401,3937,1154,811149,50305,70590,0,70590,3834,22558,0,22558,0,0,0
2009:Q2,1995159,449429,-2831,328511,318670,9841,0,0,0,9164,114585,1775,-134,4127,1226811,0,656466,18423,638043,559051,462425,96626,11294,253934,25112,5070,0,223752,0,59218,11037,2200,45981,1973409,1949163,615443,1255202,316241,318,115984,199939,65067,4832,1764,816156,51142,72669,0,72669,5849,24246,0,24246,0,0,0
2009:Q3,2138567,272697,-2535,207232,207180,52,0,0,0,11244,56756,1981,-42,2643,1604781,0,769160,18423,750737,823541,692365,131176,12080,183920,42709,27,0,141184,0,72588,11037,5200,56351,2114990,2090072,835319,1180189,273562,293,108324,164945,28621,4861,1918,820482,50745,68913,0,68913,5651,24918,0,24918,0,0,0
2009:Q4,2225566,115734,-2097,96618,96618,0,0,0,0,10941,10272,2053,-133,2591,1856579,0,776588,18423,758165,1068250,908371,159879,11741,142832,47532,0,0,95300,25106,80805,11037,5200,64568,2202548,2176908,952697,1146988,191872,239,186632,5001,59406,7727,2425,830636,54922,77732,0,77732,-509,25640,0,25640,0,0,0
2010:Q1,2297378,20474,-1625,11523,11523,0,0,0,0,10576,0,2083,-133,2465,2025804,0,776705,18423,758282,1237685,1068697,168988,11414,137426,47221,0,0,90205,25416,83844,11037,5200,67607,2274013,2247758,1044109,1147353,216721,223,91519,124979,29082,8023,1683,840042,51802,57766,0,57766,-1470,26255,0,26255,0,0,0
2010:Q2,2321659,10110,-1948,673,673,0,0,0,0,10140,1245,1975,-133,2266,2071262,0,776989,18423,758566,1282889,1118127,164762,11384,127451,42477,0,0,84974,25733,82996,11037,5200,66759,2294692,2268072,956349,1246556,287813,233,87615,199965,44509,11079,1229,848139,53787,67223,0,67223,-2056,26620,0,26620,0,0,0
2010:Q3,2285116,9930,-1574,296,296,0,0,0,0,11147,61,2120,-133,2503,2056606,0,811669,18423,793246,1232644,1078539,154105,12293,105998,29699,0,0,76299,26057,82036,11037,5200,65799,2257368,2230682,929705,1241639,308087,237,107888,199962,8855,10874,2487,860788,50548,63810,0,63810,-4472,26686,0,26686,0,0,0
2010:Q4,2410303,10014,-1421,221,221,0,0,0,0,11139,75,2180,-133,2467,2173614,0,1021493,18423,1003070,1139601,992141,147460,12520,98057,24703,0,0,73354,26385,97720,11037,5200,81483,2386392,2359868,964383,1310215,340914,177,140773,199964,17152,9589,3352,886486,52722,59703,0,59703,25567,26524,0,26524,0,0,0
2011:Q1,2613581,9716,-1380,58,58,0,0,0,0,11038,0,2189,-155,2636,2422712,0,1340446,18423,1322023,1069650,937155,132495,12616,69120,19208,0,0,49912,0,107364,11037,5200,91127,2589887,2563594,1394691,1109680,116412,209,111203,5000,22448,9154,141,908214,53311,62171,0,62171,-2948,26293,0,26293,0,0,0
2011:Q2,2847986,10907,-917,120,120,0,0,0,0,11704,0,2111,-155,2695,2657710,0,1619538,18423,1601115,1025557,908853,116704,12615,55264,12755,0,0,42509,0,119455,11037,5200,103218,2824080,2797594,1572650,1162028,135277,147,130130,5000,30545,10828,378,929573,55427,70309,0,70309,-7393,26486,0,26486,0,0,0
2011:Q3,2833031,11159,-769,110,110,0,0,0,0,11318,500,2266,-143,2505,2656460,0,1664660,18423,1646237,979151,870883,108268,12649,42335,11303,0,0,31032,0,118450,11037,5200,102213,2809583,2783578,1583976,1112147,56408,124,56284,0,58304,1310,2643,942874,50608,84123,0,84123,3332,26005,0,26005,0,0,0
2011:Q4,2903346,112931,-631,196,196,0,0,0,0,13543,99823,2306,-257,0,2617610,0,1663446,18423,1645023,941677,837683,103994,12487,30490,9013,0,0,21477,0,140267,11037,5200,124030,2878997,2852098,1542737,1203472,85865,128,85737,0,84140,1692,153,970821,60801,99900,0,99900,5989,26899,0,26899,0,0,0
2012:Q1,3018154,56756,-720,6,6,0,0,0,0,10988,46482,2318,-256,2496,2902051,0,1892042,18422,1873620,997887,892076,105811,12122,18962,7056,0,0,11906,0,35828,11037,5200,19591,2819296,2792079,1542485,1143978,43630,150,43480,0,44323,1678,155,997741,56451,96671,0,96671,8945,27217,0,27217,2712695,1763807,948888
